"","date","CVET"
"1","2019-02-06",46.189999
"2","2019-02-07",43.049999
"3","2019-02-08",41.009998
"4","2019-02-11",37.560001
"5","2019-02-12",36.82
"6","2019-02-13",37.740002
"7","2019-02-14",36.560001
"8","2019-02-15",36.549999
"9","2019-02-19",39.349998
"10","2019-02-20",35.09
"11","2019-02-21",35.450001
"12","2019-02-22",37.189999
"13","2019-02-25",39.110001
"14","2019-02-26",39.91
"15","2019-02-27",37.470001
"16","2019-02-28",35.779999
"17","2019-03-01",36.23
"18","2019-03-04",34.540001
"19","2019-03-05",35.099998
"20","2019-03-06",34.150002
"21","2019-03-07",32.349998
"22","2019-03-08",33.41
"23","2019-03-11",34.009998
"24","2019-03-12",33.970001
"25","2019-03-13",34.810001
"26","2019-03-14",35.889999
"27","2019-03-15",34.459999
"28","2019-03-18",34.23
"29","2019-03-19",34.77
"30","2019-03-20",35.060001
"31","2019-03-21",36.060001
"32","2019-03-22",34.779999
"33","2019-03-25",33.57
"34","2019-03-26",33.509998
"35","2019-03-27",32.389999
"36","2019-03-28",31.52
"37","2019-03-29",31.85
"38","2019-04-01",32.349998
"39","2019-04-02",32.450001
"40","2019-04-03",32.23
"41","2019-04-04",32.23
"42","2019-04-05",33.150002
"43","2019-04-08",32.66
"44","2019-04-09",32.549999
"45","2019-04-10",32
"46","2019-04-11",32.48
"47","2019-04-12",32.650002
"48","2019-04-15",32.799999
"49","2019-04-16",32.650002
"50","2019-04-17",32.959999
"51","2019-04-18",32.650002
"52","2019-04-22",32.490002
"53","2019-04-23",33.040001
"54","2019-04-24",32.830002
"55","2019-04-25",32.990002
"56","2019-04-26",32.98
"57","2019-04-29",32.959999
"58","2019-04-30",32.869999
"59","2019-05-01",32.84
"60","2019-05-02",32.98
"61","2019-05-03",33.27
"62","2019-05-06",33.02
"63","2019-05-07",32.169998
"64","2019-05-08",30.530001
"65","2019-05-09",29.889999
"66","2019-05-10",28.370001
"67","2019-05-13",27.450001
"68","2019-05-14",29.16
"69","2019-05-15",29.280001
"70","2019-05-16",28.32
"71","2019-05-17",28.690001
"72","2019-05-20",28.120001
"73","2019-05-21",28.049999
"74","2019-05-22",27.35
"75","2019-05-23",25.83
"76","2019-05-24",26.129999
"77","2019-05-28",25.65
"78","2019-05-29",25.99
"79","2019-05-30",25.200001
"80","2019-05-31",24.66
"81","2019-06-03",25.25
"82","2019-06-04",26.08
"83","2019-06-05",25.809999
"84","2019-06-06",25.629999
"85","2019-06-07",25.799999
"86","2019-06-10",25.51
"87","2019-06-11",25.219999
"88","2019-06-12",24.969999
"89","2019-06-13",25.23
"90","2019-06-14",25.01
"91","2019-06-17",24.440001
"92","2019-06-18",25.469999
"93","2019-06-19",25.24
"94","2019-06-20",24.74
"95","2019-06-21",23.65
"96","2019-06-24",23.549999
"97","2019-06-25",23.49
"98","2019-06-26",22.879999
"99","2019-06-27",23.799999
"100","2019-06-28",24.459999
"101","2019-07-01",24.6
"102","2019-07-02",24.68
"103","2019-07-03",24.73
"104","2019-07-05",25.02
"105","2019-07-08",24.26
"106","2019-07-09",23.99
"107","2019-07-10",24.26
"108","2019-07-11",25.02
"109","2019-07-12",25.02
"110","2019-07-15",25.57
"111","2019-07-16",25.33
"112","2019-07-17",24.950001
"113","2019-07-18",25.459999
"114","2019-07-19",24.719999
"115","2019-07-22",23.99
"116","2019-07-23",23.98
"117","2019-07-24",24.110001
"118","2019-07-25",23.719999
"119","2019-07-26",23.48
"120","2019-07-29",23.309999
"121","2019-07-30",23.73
"122","2019-07-31",23.67
"123","2019-08-01",23.889999
"124","2019-08-02",23.27
"125","2019-08-05",23.32
"126","2019-08-06",24.24
"127","2019-08-07",23.41
"128","2019-08-08",23.98
"129","2019-08-09",23.82
"130","2019-08-12",23.190001
"131","2019-08-13",13.89
"132","2019-08-14",12.35
"133","2019-08-15",15.12
"134","2019-08-16",14.85
"135","2019-08-19",15.02
"136","2019-08-20",14.84
"137","2019-08-21",13.8
"138","2019-08-22",14.51
"139","2019-08-23",14.05
"140","2019-08-26",14.03
"141","2019-08-27",13.01
"142","2019-08-28",13.03
"143","2019-08-29",13.19
"144","2019-08-30",13.29
"145","2019-09-03",13.46
"146","2019-09-04",13.5
"147","2019-09-05",13.7
"148","2019-09-06",13.36
"149","2019-09-09",13.2
"150","2019-09-10",14.91
"151","2019-09-11",14.98
"152","2019-09-12",14.44
"153","2019-09-13",13.89
"154","2019-09-16",13.78
"155","2019-09-17",13.28
"156","2019-09-18",12.81
"157","2019-09-19",12.75
"158","2019-09-20",12.27
"159","2019-09-23",12.85
"160","2019-09-24",12.51
"161","2019-09-25",11.9
"162","2019-09-26",11.8
"163","2019-09-27",11.755
"164","2019-09-30",11.89
"165","2019-10-01",11.88
"166","2019-10-02",11.485
"167","2019-10-03",11.465
"168","2019-10-04",11
"169","2019-10-07",11.19
"170","2019-10-08",10.885
"171","2019-10-09",11.1
"172","2019-10-10",11.25
"173","2019-10-11",11.32
"174","2019-10-14",10.84
"175","2019-10-15",11.1
"176","2019-10-16",10.88
"177","2019-10-17",10.65
"178","2019-10-18",10.14
"179","2019-10-21",10.12
"180","2019-10-22",9.46
"181","2019-10-23",9.01
"182","2019-10-24",8.8
"183","2019-10-25",8.84
"184","2019-10-28",8.86
"185","2019-10-29",8.84
"186","2019-10-30",9.29
"187","2019-10-31",9.915
"188","2019-11-01",10.1
"189","2019-11-04",10.46
"190","2019-11-05",10.43
"191","2019-11-06",10.16
"192","2019-11-07",10.075
"193","2019-11-08",10.195
"194","2019-11-11",10.05
"195","2019-11-12",12.26
"196","2019-11-13",13.69
"197","2019-11-14",13.48
"198","2019-11-15",14.93
"199","2019-11-18",14.53
"200","2019-11-19",14.75
"201","2019-11-20",13.93
"202","2019-11-21",14.115
"203","2019-11-22",14.36
"204","2019-11-25",14.42
"205","2019-11-26",13.54
"206","2019-11-27",14.21
"207","2019-11-29",14.31
"208","2019-12-02",13.71
"209","2019-12-03",13.99
"210","2019-12-04",13.68
"211","2019-12-05",13.78
"212","2019-12-06",14.53
"213","2019-12-09",13.8
"214","2019-12-10",13.55
"215","2019-12-11",13.5
"216","2019-12-12",13.205
"217","2019-12-13",13.03
"218","2019-12-16",13.28
"219","2019-12-17",13.4
"220","2019-12-18",13.21
"221","2019-12-19",13.59
"222","2019-12-20",13.46
"223","2019-12-23",13.57
"224","2019-12-24",13.36
"225","2019-12-26",13.16
"226","2019-12-27",12.64
"227","2019-12-30",12.87
"228","2019-12-31",13.2
"229","2020-01-02",13.28
"230","2020-01-03",12.72
"231","2020-01-06",13.06
"232","2020-01-07",13.78
"233","2020-01-08",13.6
"234","2020-01-09",13.07
"235","2020-01-10",13.54
"236","2020-01-13",13.68
"237","2020-01-14",13.7
"238","2020-01-15",14.38
"239","2020-01-16",14.92
"240","2020-01-17",15.01
"241","2020-01-21",15.07
"242","2020-01-22",15.23
"243","2020-01-23",14.78
"244","2020-01-24",14.47
"245","2020-01-27",13.98
"246","2020-01-28",13.39
"247","2020-01-29",13.21
"248","2020-01-30",13.08
"249","2020-01-31",12.3
"250","2020-02-03",12.775
"251","2020-02-04",13.03
"252","2020-02-05",13.14
"253","2020-02-06",13.24
"254","2020-02-07",13
"255","2020-02-10",13
"256","2020-02-11",13.67
"257","2020-02-12",13.485
"258","2020-02-13",13.07
"259","2020-02-14",12.73
"260","2020-02-18",12.94
"261","2020-02-19",12.95
"262","2020-02-20",12.53
"263","2020-02-21",12
"264","2020-02-24",11.2
"265","2020-02-25",10.75
"266","2020-02-26",10.77
"267","2020-02-27",10.71
"268","2020-02-28",11.11
"269","2020-03-02",10.9
"270","2020-03-03",11.1
"271","2020-03-04",11.32
"272","2020-03-05",9.67
"273","2020-03-06",10.82
"274","2020-03-09",9.66
"275","2020-03-10",10.39
"276","2020-03-11",9.04
"277","2020-03-12",7.53
"278","2020-03-13",8.19
"279","2020-03-16",6.51
"280","2020-03-17",6.64
"281","2020-03-18",5.64
"282","2020-03-19",5.85
"283","2020-03-20",6.22
"284","2020-03-23",6.2
"285","2020-03-24",7.15
"286","2020-03-25",7.45
"287","2020-03-26",7.9
"288","2020-03-27",7.97
"289","2020-03-30",7.72
"290","2020-03-31",8.14
"291","2020-04-01",7.2
"292","2020-04-02",7.43
"293","2020-04-03",6.46
"294","2020-04-06",6.83
"295","2020-04-07",6.95
"296","2020-04-08",7.51
"297","2020-04-09",8.4
"298","2020-04-13",8.16
"299","2020-04-14",9.14
"300","2020-04-15",8.74
"301","2020-04-16",8.06
"302","2020-04-17",8.41
"303","2020-04-20",8.6
"304","2020-04-21",8.09
"305","2020-04-22",7.56
"306","2020-04-23",7.92
"307","2020-04-24",8.77
"308","2020-04-27",11.62
"309","2020-04-28",10.46
"310","2020-04-29",11.59
"311","2020-04-30",11.89
"312","2020-05-01",10.92
"313","2020-05-04",10.66
"314","2020-05-05",11.23
"315","2020-05-06",10.76
"316","2020-05-07",11.1
"317","2020-05-08",11.8
"318","2020-05-11",11.7
"319","2020-05-12",11.35
"320","2020-05-13",10.93
"321","2020-05-14",11.21
"322","2020-05-15",12.18
"323","2020-05-18",13.72
"324","2020-05-19",13.8
"325","2020-05-20",14.3
"326","2020-05-21",15.13
"327","2020-05-22",15.6
"328","2020-05-26",15.18
"329","2020-05-27",15.72
"330","2020-05-28",15.4
"331","2020-05-29",15.28
"332","2020-06-01",15.89
"333","2020-06-02",16.610001
"334","2020-06-03",17.91
"335","2020-06-04",17.639999
"336","2020-06-05",18.17
"337","2020-06-08",19.190001
"338","2020-06-09",18.07
"339","2020-06-10",18.360001
"340","2020-06-11",15.48
"341","2020-06-12",16.620001
"342","2020-06-15",17.129999
"343","2020-06-16",17.34
"344","2020-06-17",18.049999
"345","2020-06-18",17.725
"346","2020-06-19",17.65
"347","2020-06-22",18.629999
"348","2020-06-23",18.610001
"349","2020-06-24",18.870001
"350","2020-06-25",19.27
"351","2020-06-26",17.799999
"352","2020-06-29",17.379999
"353","2020-06-30",17.889999
"354","2020-07-01",17.219999
"355","2020-07-02",17.879999
"356","2020-07-06",18.385
"357","2020-07-07",18.93
"358","2020-07-08",19.110001
"359","2020-07-09",19.040001
"360","2020-07-10",19.73
"361","2020-07-13",19.42
"362","2020-07-14",20.18
"363","2020-07-15",20.58
"364","2020-07-16",20.75
"365","2020-07-17",21.33
"366","2020-07-20",21.049999
"367","2020-07-21",21.15
"368","2020-07-22",21.040001
"369","2020-07-23",20.75
"370","2020-07-24",20.549999
"371","2020-07-27",21.040001
"372","2020-07-28",20.32
"373","2020-07-29",20.559999
"374","2020-07-30",20.84
"375","2020-07-31",22.16
"376","2020-08-03",22.290001
"377","2020-08-04",22.58
"378","2020-08-05",23.040001
"379","2020-08-06",23.209999
"380","2020-08-07",22.950001
"381","2020-08-10",23.67
"382","2020-08-11",23.084999
"383","2020-08-12",22.459999
"384","2020-08-13",23.25
"385","2020-08-14",22.674999
"386","2020-08-17",22.780001
"387","2020-08-18",22.91
"388","2020-08-19",22.629999
"389","2020-08-20",22.450001
"390","2020-08-21",22.059999
"391","2020-08-24",21.75
"392","2020-08-25",23.955
"393","2020-08-26",24.01
"394","2020-08-27",23.530001
"395","2020-08-28",23.25
"396","2020-08-31",22.91
"397","2020-09-01",22.08
"398","2020-09-02",23.299999
"399","2020-09-03",22.91
"400","2020-09-04",22.290001
"401","2020-09-08",20.98
