"","date","AHCO"
"258","2019-06-10",10.1
"259","2019-06-11",10.1
"260","2019-06-12",10.1
"261","2019-06-13",10.07
"262","2019-06-14",10.071
"263","2019-06-17",10.071
"264","2019-06-18",10.08
"265","2019-06-19",10.14
"266","2019-06-20",10.14
"267","2019-06-21",10.14
"268","2019-06-24",10.14
"269","2019-06-25",10.13
"270","2019-06-26",10.13
"271","2019-06-27",10.13
"272","2019-06-28",10.13
"273","2019-07-01",10.1
"274","2019-07-02",10.1
"275","2019-07-03",10.09
"276","2019-07-05",10.09
"277","2019-07-08",10.31
"278","2019-07-09",10.28
"279","2019-07-10",10.28
"280","2019-07-11",10.25
"281","2019-07-12",10.25
"282","2019-07-15",10.25
"283","2019-07-16",10.25
"284","2019-07-17",10.22
"285","2019-07-18",10.25
"286","2019-07-19",10.25
"287","2019-07-22",10.22
"288","2019-07-23",10.25
"289","2019-07-24",10.215
"290","2019-07-25",10.25
"291","2019-07-26",10.25
"292","2019-07-29",10.25
"293","2019-07-30",10.23
"294","2019-07-31",10.21
"295","2019-08-01",10.23
"296","2019-08-02",10.23
"297","2019-08-05",10.23
"298","2019-08-06",10.21
"299","2019-08-07",10.2
"300","2019-08-08",10.21
"301","2019-08-09",10.21
"302","2019-08-12",10.2
"303","2019-08-13",10.18
"304","2019-08-14",10.18
"305","2019-08-15",10.17
"306","2019-08-16",10.17
"307","2019-08-19",10.17
"308","2019-08-20",10.17
"309","2019-08-21",10.17
"310","2019-08-22",10.19
"311","2019-08-23",10.19
"312","2019-08-26",10.19
"313","2019-08-27",10.195
"314","2019-08-28",10.17
"315","2019-08-29",10.16
"316","2019-08-30",10.17
"317","2019-09-03",10.17
"318","2019-09-04",10.16
"319","2019-09-05",10.15
"320","2019-09-06",10.15
"321","2019-09-09",10.15
"322","2019-09-10",10.15
"323","2019-09-11",10.15
"324","2019-09-12",10.16
"325","2019-09-13",10.16
"326","2019-09-16",10.16
"327","2019-09-17",10.17
"328","2019-09-18",10.16
"329","2019-09-19",10.17
"330","2019-09-20",10.17
"331","2019-09-23",10.2
"332","2019-09-24",10.2
"333","2019-09-25",10.2
"334","2019-09-26",10.2
"335","2019-09-27",10.2
"336","2019-09-30",10.18
"337","2019-10-01",10.2
"338","2019-10-02",10.19
"339","2019-10-03",10.17
"340","2019-10-04",10.19
"341","2019-10-07",10.19
"342","2019-10-08",10.2
"343","2019-10-09",10.18
"344","2019-10-10",10.16
"345","2019-10-11",10.18
"346","2019-10-14",10.18
"347","2019-10-15",10.16
"348","2019-10-16",10.2
"349","2019-10-17",10.22
"350","2019-10-18",10.2
"351","2019-10-21",10.19
"352","2019-10-22",10.19
"353","2019-10-23",10.19
"354","2019-10-24",10.231
"355","2019-10-25",10.19
"356","2019-10-28",10.21
"357","2019-10-29",10.21
"358","2019-10-30",10.21
"359","2019-10-31",10.19
"360","2019-11-01",10.21
"361","2019-11-04",10.21
"362","2019-11-05",10.18
"363","2019-11-06",9.793
"364","2019-11-07",9.82
"365","2019-11-08",9.71
"366","2019-11-11",9.6
"367","2019-11-12",9.75
"368","2019-11-13",9.49
"369","2019-11-14",8.89
"370","2019-11-15",8.54
"371","2019-11-18",8.5
"372","2019-11-19",8.6
"373","2019-11-20",8.11
"374","2019-11-21",8.11
"375","2019-11-22",8.6
"376","2019-11-25",8.83
"377","2019-11-26",9.01
"378","2019-11-27",9.43
"379","2019-11-29",9.05
"380","2019-12-02",9.59
"381","2019-12-03",10.15
"382","2019-12-04",10.01
"383","2019-12-05",9.87
"384","2019-12-06",9.65
"385","2019-12-09",9.81
"386","2019-12-10",9.98
"387","2019-12-11",10.3
"388","2019-12-12",10.92
"389","2019-12-13",11.73
"390","2019-12-16",10.66
"391","2019-12-17",10.1
"392","2019-12-18",10.08
"393","2019-12-19",10.52
"394","2019-12-20",10.59
"395","2019-12-23",10.4
"396","2019-12-24",10.5
"397","2019-12-26",10.75
"398","2019-12-27",10.66
"399","2019-12-30",10.5
"400","2019-12-31",10.98
"401","2020-01-02",10.99
"402","2020-01-03",10.95
"403","2020-01-06",11.05
"404","2020-01-07",11.32
"405","2020-01-08",11.11
"406","2020-01-09",11.3
"407","2020-01-10",11.27
"408","2020-01-13",11.3
"409","2020-01-14",11.23
"410","2020-01-15",11.3
"411","2020-01-16",11.4
"412","2020-01-17",11.51
"413","2020-01-21",12.7
"414","2020-01-22",12.6
"415","2020-01-23",12.65
"416","2020-01-24",12.9
"417","2020-01-27",12.76
"418","2020-01-28",12.9
"419","2020-01-29",13
"420","2020-01-30",13
"421","2020-01-31",13.27
"422","2020-02-03",14.4
"423","2020-02-04",14.31
"424","2020-02-05",14.8
"425","2020-02-06",15.95
"426","2020-02-07",15.65
"427","2020-02-10",16
"428","2020-02-11",16
"429","2020-02-12",16
"430","2020-02-13",16
"431","2020-02-14",16.32
"432","2020-02-18",16.309999
"433","2020-02-19",16.209999
"434","2020-02-20",16.65
"435","2020-02-21",16.5
"436","2020-02-24",15.92
"437","2020-02-25",15.92
"438","2020-02-26",16.200001
"439","2020-02-27",16.42
"440","2020-02-28",16.15
"441","2020-03-02",16.110001
"442","2020-03-03",16.35
"443","2020-03-04",16.809999
"444","2020-03-05",16.940001
"445","2020-03-06",16.540001
"446","2020-03-09",15.24
"447","2020-03-10",15.95
"448","2020-03-11",15.82
"449","2020-03-12",14.7
"450","2020-03-13",14.7
"451","2020-03-16",13.87
"452","2020-03-17",13.32
"453","2020-03-18",10.5
"454","2020-03-19",11.49
"455","2020-03-20",13.75
"456","2020-03-23",12.85
"457","2020-03-24",13.5
"458","2020-03-25",14.02
"459","2020-03-26",14.69
"460","2020-03-27",15.02
"461","2020-03-30",15.72
"462","2020-03-31",16
"463","2020-04-01",16.25
"464","2020-04-02",18.15
"465","2020-04-03",17.799999
"466","2020-04-06",17.700001
"467","2020-04-07",17.5
"468","2020-04-08",17.719999
"469","2020-04-09",17.690001
"470","2020-04-13",17.690001
"471","2020-04-14",17.58
"472","2020-04-15",17.280001
"473","2020-04-16",16.530001
"474","2020-04-17",15.1
"475","2020-04-20",14.61
"476","2020-04-21",14.91
"477","2020-04-22",15.97
"478","2020-04-23",16.01
"479","2020-04-24",16.030001
"480","2020-04-27",16.030001
"481","2020-04-28",16.309999
"482","2020-04-29",16.18
"483","2020-04-30",15.76
"484","2020-05-01",16.110001
"485","2020-05-04",15.5
"486","2020-05-05",15.62
"487","2020-05-06",15.75
"488","2020-05-07",15.67
"489","2020-05-08",16.405001
"490","2020-05-11",16.07
"491","2020-05-12",16.57
"492","2020-05-13",16.5
"493","2020-05-14",16.370001
"494","2020-05-15",16.280001
"495","2020-05-18",16.5
"496","2020-05-19",16.67
"497","2020-05-20",16.450001
"498","2020-05-21",16.700001
"499","2020-05-22",16.65
"500","2020-05-26",16.5
"501","2020-05-27",16.629999
"502","2020-05-28",16.24
"503","2020-05-29",16.18
"504","2020-06-01",16.940001
"505","2020-06-02",16.91
"506","2020-06-03",17.120001
"507","2020-06-04",16.35
"508","2020-06-05",15.95
"509","2020-06-08",16.65
"510","2020-06-09",16.92
"511","2020-06-10",17.1
"512","2020-06-11",15.8
"513","2020-06-12",15.67
"514","2020-06-15",16.889999
"515","2020-06-16",16.67
"516","2020-06-17",17
"517","2020-06-18",17.5
"518","2020-06-19",18.110001
"519","2020-06-22",22.08
"520","2020-06-23",18.99
"521","2020-06-24",18.540001
"522","2020-06-25",18.4
"523","2020-06-26",16.85
"524","2020-06-29",16.139999
"525","2020-06-30",16.1
"526","2020-07-01",18.780001
"527","2020-07-02",20
"528","2020-07-06",20.23
"529","2020-07-07",19.440001
"530","2020-07-08",19.889999
"531","2020-07-09",19.25
"532","2020-07-10",18.799999
"533","2020-07-13",18.639999
"534","2020-07-14",19
"535","2020-07-15",18.99
"536","2020-07-16",19
"537","2020-07-17",18.98
"538","2020-07-20",18.01
"539","2020-07-21",18.309999
"540","2020-07-22",18.77
"541","2020-07-23",18.495001
"542","2020-07-24",18.540001
"543","2020-07-27",19.16
"544","2020-07-28",18.889999
"545","2020-07-29",19.02
"546","2020-07-30",19.49
"547","2020-07-31",19.48
"548","2020-08-03",19.74
"549","2020-08-04",20.42
"550","2020-08-05",22.48
"551","2020-08-06",22.93
"552","2020-08-07",23.290001
"553","2020-08-10",24.1
"554","2020-08-11",24.49
"555","2020-08-12",25.33
"556","2020-08-13",24.35
"557","2020-08-14",23
"558","2020-08-17",21.92
"559","2020-08-18",21.370001
"560","2020-08-19",22.75
"561","2020-08-20",21.75
"562","2020-08-21",21.27
"563","2020-08-24",21.610001
"564","2020-08-25",22.030001
"565","2020-08-26",21.52
"566","2020-08-27",21.700001
"567","2020-08-28",21.709999
"568","2020-08-31",21.23
"569","2020-09-01",21.16
"570","2020-09-02",21.120001
"571","2020-09-03",21.120001
"572","2020-09-04",21.200001
"573","2020-09-08",21.620001
"574","2020-09-09",22.370001
"575","2020-09-10",22.719999
"576","2020-09-11",21.99
"577","2020-09-14",22.15
"578","2020-09-15",23.879999
"579","2020-09-16",23.030001
"580","2020-09-17",22.879999
"581","2020-09-18",22.629999
"582","2020-09-21",22.549999
"583","2020-09-22",21.629999
"584","2020-09-23",20
"585","2020-09-24",19.360001
"586","2020-09-25",20.07
"587","2020-09-28",20.969999
"588","2020-09-29",21.18
"589","2020-09-30",21.809999
"590","2020-10-01",23.25
"591","2020-10-02",23.41
"592","2020-10-05",24.18
"593","2020-10-06",24.58
"594","2020-10-07",24.59
"595","2020-10-08",26.16
"596","2020-10-09",26.129999
"597","2020-10-12",26.469999
"598","2020-10-13",26.75
"599","2020-10-14",27.67
"600","2020-10-15",27.84
"601","2020-10-16",28.139999
"602","2020-10-19",28.620001
"603","2020-10-20",28.559999
"604","2020-10-21",26.780001
"605","2020-10-22",26.450001
"606","2020-10-23",28.540001
"607","2020-10-26",26.59
"608","2020-10-27",25.959999
"609","2020-10-28",27.950001
"610","2020-10-29",27.67
"611","2020-10-30",27.299999
"612","2020-11-02",27.76
"613","2020-11-03",29.24
"614","2020-11-04",29.290001
"615","2020-11-05",30
"616","2020-11-06",30
"617","2020-11-09",29.43
"618","2020-11-10",29.85
"619","2020-11-11",29.639999
"620","2020-11-12",29.23
"621","2020-11-13",29.780001
"622","2020-11-16",29.709999
"623","2020-11-17",29.68
"624","2020-11-18",28.5
"625","2020-11-19",29.459999
"626","2020-11-20",29.98
"627","2020-11-23",29.219999
"628","2020-11-24",28.91
"629","2020-11-25",29.84
"630","2020-11-27",29.75
