"","date","VUZI"
"1","2010-04-05",9
"2","2010-04-06",12.75
"3","2010-04-07",12.75
"4","2010-04-08",12.75
"5","2010-04-09",12.75
"6","2010-04-12",12.75
"7","2010-04-13",12.75
"8","2010-04-14",12.75
"9","2010-04-15",12.75
"10","2010-04-16",12.75
"11","2010-04-19",12.75
"12","2010-04-20",12.75
"13","2010-04-21",12.75
"14","2010-04-22",12.75
"15","2010-04-23",12.75
"16","2010-04-26",12.75
"17","2010-04-27",12.75
"18","2010-04-28",12.75
"19","2010-04-29",7.5
"20","2010-04-30",7.5
"21","2010-05-03",7.5
"22","2010-05-04",7.5
"23","2010-05-05",7.5
"24","2010-05-06",7.5
"25","2010-05-07",7.5
"26","2010-05-10",7.5
"27","2010-05-11",7.5
"28","2010-05-12",7.5
"29","2010-05-13",8.25
"30","2010-05-14",8.25
"31","2010-05-17",8.25
"32","2010-05-18",8.25
"33","2010-05-19",11.25
"34","2010-05-20",9.75
"35","2010-05-21",9.75
"36","2010-05-24",9.75
"37","2010-05-25",9.75
"38","2010-05-26",9.75
"39","2010-05-27",9.75
"40","2010-05-28",10.5
"41","2010-06-01",9.75
"42","2010-06-02",9.75
"43","2010-06-03",9
"44","2010-06-04",8.25
"45","2010-06-07",8.25
"46","2010-06-08",8.25
"47","2010-06-09",8.25
"48","2010-06-10",8.25
"49","2010-06-11",8.25
"50","2010-06-14",8.25
"51","2010-06-15",8.25
"52","2010-06-16",8.25
"53","2010-06-17",8.25
"54","2010-06-18",8.25
"55","2010-06-21",8.25
"56","2010-06-22",8.25
"57","2010-06-23",8.25
"58","2010-06-24",8.25
"59","2010-06-25",8.25
"60","2010-06-28",6.75
"61","2010-06-29",6.75
"62","2010-06-30",6.75
"63","2010-07-01",8.25
"64","2010-07-02",8.25
"65","2010-07-06",8.25
"66","2010-07-07",8.25
"67","2010-07-08",6
"68","2010-07-09",6
"69","2010-07-12",6
"70","2010-07-13",6
"71","2010-07-14",6
"72","2010-07-15",6
"73","2010-07-16",6
"74","2010-07-19",6
"75","2010-07-20",6
"76","2010-07-21",6
"77","2010-07-22",6
"78","2010-07-23",6
"79","2010-07-26",6.75
"80","2010-07-27",6.75
"81","2010-07-28",6.75
"82","2010-07-29",6.75
"83","2010-07-30",6.75
"84","2010-08-02",6.75
"85","2010-08-03",8.25
"86","2010-08-04",8.25
"87","2010-08-05",8.25
"88","2010-08-06",8.25
"89","2010-08-09",8.25
"90","2010-08-10",8.25
"91","2010-08-11",8.25
"92","2010-08-12",8.25
"93","2010-08-13",8.25
"94","2010-08-16",8.25
"95","2010-08-17",22.5
"96","2010-08-18",6
"97","2010-08-19",6
"98","2010-08-20",6
"99","2010-08-23",6
"100","2010-08-24",6
"101","2010-08-25",6
"102","2010-08-26",6
"103","2010-08-27",6
"104","2010-08-30",5.25
"105","2010-08-31",5.25
"106","2010-09-01",5.25
"107","2010-09-02",5.25
"108","2010-09-03",5.25
"109","2010-09-07",5.25
"110","2010-09-08",8.25
"111","2010-09-09",6
"112","2010-09-10",6
"113","2010-09-13",6
"114","2010-09-14",6
"115","2010-09-15",6.75
"116","2010-09-16",6.75
"117","2010-09-17",6.75
"118","2010-09-20",6.75
"119","2010-09-21",6.75
"120","2010-09-22",7.5
"121","2010-09-23",8.25
"122","2010-09-24",9.75
"123","2010-09-27",10.5
"124","2010-09-28",9.75
"125","2010-09-29",9.75
"126","2010-09-30",10.5
"127","2010-10-01",9.75
"128","2010-10-04",9.75
"129","2010-10-05",8.25
"130","2010-10-06",9.75
"131","2010-10-07",8.25
"132","2010-10-08",8.25
"133","2010-10-11",8.25
"134","2010-10-12",7.5
"135","2010-10-13",7.5
"136","2010-10-14",8.25
"137","2010-10-15",8.25
"138","2010-10-18",8.25
"139","2010-10-19",6
"140","2010-10-20",6
"141","2010-10-21",6
"142","2010-10-22",6
"143","2010-10-25",6
"144","2010-10-26",6
"145","2010-10-27",5.25
"146","2010-10-28",5.25
"147","2010-10-29",6.75
"148","2010-11-01",7.5
"149","2010-11-02",7.5
"150","2010-11-03",7.5
"151","2010-11-04",7.5
"152","2010-11-05",7.5
"153","2010-11-08",7.5
"154","2010-11-09",8.25
"155","2010-11-10",7.5
"156","2010-11-11",7.5
"157","2010-11-12",7.5
"158","2010-11-15",7.5
"159","2010-11-16",7.5
"160","2010-11-17",6.75
"161","2010-11-18",5.25
"162","2010-11-19",7.5
"163","2010-11-22",7.5
"164","2010-11-23",7.5
"165","2010-11-24",7.5
"166","2010-11-26",7.5
"167","2010-11-29",5.25
"168","2010-11-30",5.25
"169","2010-12-01",6
"170","2010-12-02",6.75
"171","2010-12-03",6
"172","2010-12-06",6
"173","2010-12-07",6
"174","2010-12-08",6
"175","2010-12-09",5.25
"176","2010-12-10",5.25
"177","2010-12-13",5.25
"178","2010-12-14",6
"179","2010-12-15",6
"180","2010-12-16",6
"181","2010-12-17",6
"182","2010-12-20",6
"183","2010-12-21",6.75
"184","2010-12-22",6
"185","2010-12-23",5.25
"186","2010-12-27",6
"187","2010-12-28",6
"188","2010-12-29",5.25
"189","2010-12-30",5.25
"190","2010-12-31",5.25
"191","2011-01-03",5.25
"192","2011-01-04",5.25
"193","2011-01-05",4.5
"194","2011-01-06",4.5
"195","2011-01-07",6
"196","2011-01-10",6
"197","2011-01-11",6.75
"198","2011-01-12",7.5
"199","2011-01-13",6
"200","2011-01-14",6.75
"201","2011-01-18",6
"202","2011-01-19",9.75
"203","2011-01-20",8.25
"204","2011-01-21",7.5
"205","2011-01-24",8.25
"206","2011-01-25",7.5
"207","2011-01-26",8.25
"208","2011-01-27",8.25
"209","2011-01-28",8.25
"210","2011-01-31",8.25
"211","2011-02-01",7.5
"212","2011-02-02",6.75
"213","2011-02-03",6.75
"214","2011-02-04",6.75
"215","2011-02-07",6.75
"216","2011-02-08",9
"217","2011-02-09",8.25
"218","2011-02-10",8.25
"219","2011-02-11",6.75
"220","2011-02-14",9
"221","2011-02-15",7.5
"222","2011-02-16",9
"223","2011-02-17",9
"224","2011-02-18",7.5
"225","2011-02-22",7.5
"226","2011-02-23",7.5
"227","2011-02-24",8.25
"228","2011-02-25",9
"229","2011-02-28",9
"230","2011-03-01",9
"231","2011-03-02",8.25
"232","2011-03-03",8.25
"233","2011-03-04",8.25
"234","2011-03-07",8.25
"235","2011-03-08",7.5
"236","2011-03-09",8.25
"237","2011-03-10",8.25
"238","2011-03-11",7.5
"239","2011-03-14",7.5
"240","2011-03-15",7.5
"241","2011-03-16",7.5
"242","2011-03-17",7.5
"243","2011-03-18",7.5
"244","2011-03-21",8.25
"245","2011-03-22",8.25
"246","2011-03-23",7.5
"247","2011-03-24",7.5
"248","2011-03-25",8.25
"249","2011-03-28",7.5
"250","2011-03-29",6.75
"251","2011-03-30",6.75
"252","2011-03-31",6.75
"253","2011-04-01",6
"254","2011-04-04",6.75
"255","2011-04-05",6.75
"256","2011-04-06",7.5
"257","2011-04-07",6.75
"258","2011-04-08",6.75
"259","2011-04-11",6.75
"260","2011-04-12",7.5
"261","2011-04-13",6.75
"262","2011-04-14",6.75
"263","2011-04-15",7.5
"264","2011-04-18",6.75
"265","2011-04-19",6
"266","2011-04-20",6.75
"267","2011-04-21",6
"268","2011-04-25",6.75
"269","2011-04-26",6.75
"270","2011-04-27",6.75
"271","2011-04-28",6.75
"272","2011-04-29",6.75
"273","2011-05-02",6.75
"274","2011-05-03",6.75
"275","2011-05-04",7.5
"276","2011-05-05",6.75
"277","2011-05-06",6.75
"278","2011-05-09",6
"279","2011-05-10",6
"280","2011-05-11",6
"281","2011-05-12",5.25
"282","2011-05-13",5.25
"283","2011-05-16",5.25
"284","2011-05-17",6
"285","2011-05-18",6
"286","2011-05-19",6
"287","2011-05-20",6
"288","2011-05-23",6
"289","2011-05-24",6
"290","2011-05-25",6
"291","2011-05-26",6
"292","2011-05-27",6
"293","2011-05-31",6
"294","2011-06-01",6.75
"295","2011-06-02",6.75
"296","2011-06-03",6
"297","2011-06-06",8.25
"298","2011-06-07",8.25
"299","2011-06-08",8.25
"300","2011-06-09",8.25
"301","2011-06-10",7.5
"302","2011-06-13",7.5
"303","2011-06-14",7.5
"304","2011-06-15",6.75
"305","2011-06-16",6.75
"306","2011-06-17",6.75
"307","2011-06-20",6.75
"308","2011-06-21",7.5
"309","2011-06-22",6.75
"310","2011-06-23",6.75
"311","2011-06-24",6.75
"312","2011-06-27",6.75
"313","2011-06-28",6.75
"314","2011-06-29",6
"315","2011-06-30",7.5
"316","2011-07-01",7.5
"317","2011-07-05",7.5
"318","2011-07-06",7.5
"319","2011-07-07",6.75
"320","2011-07-08",7.5
"321","2011-07-11",6.75
"322","2011-07-12",6.75
"323","2011-07-13",7.5
"324","2011-07-14",6.75
"325","2011-07-15",7.5
"326","2011-07-18",6.75
"327","2011-07-19",6.75
"328","2011-07-20",6.75
"329","2011-07-21",6.75
"330","2011-07-22",6.75
"331","2011-07-25",6
"332","2011-07-26",6.75
"333","2011-07-27",6
"334","2011-07-28",6
"335","2011-07-29",6.75
"336","2011-08-01",6.75
"337","2011-08-02",6.75
"338","2011-08-03",6
"339","2011-08-04",6.75
"340","2011-08-05",6
"341","2011-08-08",6
"342","2011-08-09",6
"343","2011-08-10",6
"344","2011-08-11",6
"345","2011-08-12",6
"346","2011-08-15",6
"347","2011-08-16",6
"348","2011-08-17",6
"349","2011-08-18",6
"350","2011-08-19",6
"351","2011-08-22",5.25
"352","2011-08-23",6
"353","2011-08-24",6
"354","2011-08-25",5.25
"355","2011-08-26",6
"356","2011-08-29",6
"357","2011-08-30",6
"358","2011-08-31",6
"359","2011-09-01",6
"360","2011-09-02",6
"361","2011-09-06",6
"362","2011-09-07",5.25
"363","2011-09-08",6
"364","2011-09-09",6
"365","2011-09-12",4.5
"366","2011-09-13",4.5
"367","2011-09-14",4.5
"368","2011-09-15",4.5
"369","2011-09-16",4.5
"370","2011-09-19",4.5
"371","2011-09-20",4.5
"372","2011-09-21",5.25
"373","2011-09-22",4.5
"374","2011-09-23",4.5
"375","2011-09-26",4.5
"376","2011-09-27",4.5
"377","2011-09-28",4.5
"378","2011-09-29",4.5
"379","2011-09-30",4.5
"380","2011-10-03",3.75
"381","2011-10-04",3
"382","2011-10-05",3
"383","2011-10-06",3
"384","2011-10-07",3.75
"385","2011-10-10",3.75
"386","2011-10-11",4.5
"387","2011-10-12",4.5
"388","2011-10-13",3.75
"389","2011-10-14",3.75
"390","2011-10-17",3.75
"391","2011-10-18",3.75
"392","2011-10-19",4.5
"393","2011-10-20",5.25
"394","2011-10-21",6
"395","2011-10-24",6.75
"396","2011-10-25",6.75
"397","2011-10-26",5.25
"398","2011-10-27",6.75
"399","2011-10-28",6.75
"400","2011-10-31",6
"401","2011-11-01",6
"402","2011-11-02",6
"403","2011-11-03",6
"404","2011-11-04",5.25
"405","2011-11-07",5.25
"406","2011-11-08",6
"407","2011-11-09",6
"408","2011-11-10",6
"409","2011-11-11",6
"410","2011-11-14",5.25
"411","2011-11-15",5.25
"412","2011-11-16",6
"413","2011-11-17",5.25
"414","2011-11-18",5.25
"415","2011-11-21",4.5
"416","2011-11-22",4.5
"417","2011-11-23",3.75
"418","2011-11-25",3
"419","2011-11-28",3
"420","2011-11-29",4.5
"421","2011-11-30",4.5
"422","2011-12-01",4.5
"423","2011-12-02",4.5
"424","2011-12-05",4.5
"425","2011-12-06",4.5
"426","2011-12-07",4.5
"427","2011-12-08",4.5
"428","2011-12-09",4.5
"429","2011-12-12",3.75
"430","2011-12-13",3.75
"431","2011-12-14",3.75
"432","2011-12-15",3
"433","2011-12-16",3.75
"434","2011-12-19",4.5
"435","2011-12-20",4.5
"436","2011-12-21",3.75
"437","2011-12-22",3
"438","2011-12-23",3.75
"439","2011-12-27",3.75
"440","2011-12-28",3.75
"441","2011-12-29",3.75
"442","2011-12-30",3.75
"443","2012-01-03",3.75
"444","2012-01-04",3.75
"445","2012-01-05",3.75
"446","2012-01-06",3.75
"447","2012-01-09",4.5
"448","2012-01-10",4.5
"449","2012-01-11",4.5
"450","2012-01-12",4.5
"451","2012-01-13",4.5
"452","2012-01-17",5.25
"453","2012-01-18",5.25
"454","2012-01-19",5.25
"455","2012-01-20",5.25
"456","2012-01-23",5.25
"457","2012-01-24",4.5
"458","2012-01-25",4.5
"459","2012-01-26",3.75
"460","2012-01-27",3.75
"461","2012-01-30",5.25
"462","2012-01-31",6
"463","2012-02-01",6
"464","2012-02-02",6
"465","2012-02-03",6
"466","2012-02-06",6
"467","2012-02-07",5.25
"468","2012-02-08",6
"469","2012-02-09",6.75
"470","2012-02-10",6.75
"471","2012-02-13",6.75
"472","2012-02-14",6.75
"473","2012-02-15",6
"474","2012-02-16",6.75
"475","2012-02-17",6
"476","2012-02-21",6
"477","2012-02-22",6.75
"478","2012-02-23",6.75
"479","2012-02-24",6
"480","2012-02-27",5.25
"481","2012-02-28",5.25
"482","2012-02-29",5.25
"483","2012-03-01",5.25
"484","2012-03-02",6.75
"485","2012-03-05",6
"486","2012-03-06",6
"487","2012-03-07",5.25
"488","2012-03-08",6
"489","2012-03-09",6.75
"490","2012-03-12",6.75
"491","2012-03-13",6
"492","2012-03-14",5.25
"493","2012-03-15",5.25
"494","2012-03-16",5.25
"495","2012-03-19",6
"496","2012-03-20",6
"497","2012-03-21",5.25
"498","2012-03-22",5.25
"499","2012-03-23",5.25
"500","2012-03-26",5.25
"501","2012-03-27",5.25
"502","2012-03-28",5.25
"503","2012-03-29",5.25
"504","2012-03-30",5.25
"505","2012-04-02",5.25
"506","2012-04-03",5.25
"507","2012-04-04",5.25
"508","2012-04-05",5.25
"509","2012-04-09",5.25
"510","2012-04-10",5.25
"511","2012-04-11",6
"512","2012-04-12",5.25
"513","2012-04-13",5.25
"514","2012-04-16",4.5
"515","2012-04-17",5.25
"516","2012-04-18",6
"517","2012-04-19",5.25
"518","2012-04-20",5.25
"519","2012-04-23",4.5
"520","2012-04-24",4.5
"521","2012-04-25",4.5
"522","2012-04-26",4.5
"523","2012-04-27",4.5
"524","2012-04-30",4.5
"525","2012-05-01",4.5
"526","2012-05-02",4.5
"527","2012-05-03",4.5
"528","2012-05-04",4.5
"529","2012-05-07",4.5
"530","2012-05-08",4.5
"531","2012-05-09",4.5
"532","2012-05-10",4.5
"533","2012-05-11",4.5
"534","2012-05-14",4.5
"535","2012-05-15",4.5
"536","2012-05-16",3
"537","2012-05-17",3
"538","2012-05-18",3
"539","2012-05-21",3
"540","2012-05-22",3
"541","2012-05-23",3.75
"542","2012-05-24",3
"543","2012-05-25",3
"544","2012-05-29",3
"545","2012-05-30",3
"546","2012-05-31",3
"547","2012-06-01",3
"548","2012-06-04",3.75
"549","2012-06-05",3
"550","2012-06-06",3
"551","2012-06-07",3
"552","2012-06-08",3
"553","2012-06-11",3
"554","2012-06-12",3
"555","2012-06-13",3
"556","2012-06-14",3
"557","2012-06-15",2.25
"558","2012-06-18",3
"559","2012-06-19",3
"560","2012-06-20",3
"561","2012-06-21",3
"562","2012-06-22",3
"563","2012-06-25",3.75
"564","2012-06-26",3
"565","2012-06-27",3.75
"566","2012-06-28",3
"567","2012-06-29",3
"568","2012-07-02",3
"569","2012-07-03",3
"570","2012-07-05",3
"571","2012-07-06",3
