"","date","CRVL"
"1","2007-01-03",23.985001
"2","2007-01-04",23.385
"3","2007-01-05",21.74
"4","2007-01-08",21.610001
"5","2007-01-09",21.74
"6","2007-01-10",21.799999
"7","2007-01-11",21.785
"8","2007-01-12",22.27
"9","2007-01-16",21.465
"10","2007-01-17",21.555
"11","2007-01-18",21.344999
"12","2007-01-19",21.715
"13","2007-01-22",21.370001
"14","2007-01-23",21.475
"15","2007-01-24",22.23
"16","2007-01-25",22.125
"17","2007-01-26",22.040001
"18","2007-01-29",23.094999
"19","2007-01-30",23.645
"20","2007-01-31",23.565001
"21","2007-02-01",23.85
"22","2007-02-02",23.76
"23","2007-02-05",23.530001
"24","2007-02-06",22.76
"25","2007-02-07",22.58
"26","2007-02-08",19.15
"27","2007-02-09",18.540001
"28","2007-02-12",17.905001
"29","2007-02-13",18.120001
"30","2007-02-14",17.32
"31","2007-02-15",17.155001
"32","2007-02-16",16.825001
"33","2007-02-20",17.045
"34","2007-02-21",16.895
"35","2007-02-22",16.77
"36","2007-02-23",16.66
"37","2007-02-26",16.264999
"38","2007-02-27",15.225
"39","2007-02-28",15.06
"40","2007-03-01",15.295
"41","2007-03-02",15.095
"42","2007-03-05",14.475
"43","2007-03-06",14.955
"44","2007-03-07",14.915
"45","2007-03-08",15.09
"46","2007-03-09",15.095
"47","2007-03-12",15.195
"48","2007-03-13",14.6
"49","2007-03-14",14.955
"50","2007-03-15",15.235
"51","2007-03-16",15
"52","2007-03-19",15.08
"53","2007-03-20",15.425
"54","2007-03-21",15.925
"55","2007-03-22",15.745
"56","2007-03-23",15.8
"57","2007-03-26",15.52
"58","2007-03-27",15.095
"59","2007-03-28",15.045
"60","2007-03-29",15.03
"61","2007-03-30",15.125
"62","2007-04-02",15.165
"63","2007-04-03",15.02
"64","2007-04-04",15
"65","2007-04-05",14.76
"66","2007-04-09",14.64
"67","2007-04-10",14.895
"68","2007-04-11",14.765
"69","2007-04-12",14.62
"70","2007-04-13",14.85
"71","2007-04-16",15.185
"72","2007-04-17",15.175
"73","2007-04-18",14.51
"74","2007-04-19",14.5
"75","2007-04-20",14.44
"76","2007-04-23",14.22
"77","2007-04-24",14.105
"78","2007-04-25",14.45
"79","2007-04-26",14.075
"80","2007-04-27",14.11
"81","2007-04-30",13.595
"82","2007-05-01",13.395
"83","2007-05-02",13.575
"84","2007-05-03",13.785
"85","2007-05-04",13.49
"86","2007-05-07",13.94
"87","2007-05-08",13.59
"88","2007-05-09",14.29
"89","2007-05-10",13.575
"90","2007-05-11",13.755
"91","2007-05-14",13.56
"92","2007-05-15",13.09
"93","2007-05-16",13.205
"94","2007-05-17",13.025
"95","2007-05-18",13.075
"96","2007-05-21",13.24
"97","2007-05-22",13.055
"98","2007-05-23",13.09
"99","2007-05-24",13.195
"100","2007-05-25",13.205
"101","2007-05-29",13.235
"102","2007-05-30",13.205
"103","2007-05-31",13.72
"104","2007-06-01",13.075
"105","2007-06-04",12.675
"106","2007-06-05",12.675
"107","2007-06-06",12.15
"108","2007-06-07",12.685
"109","2007-06-08",13.33
"110","2007-06-11",12.88
"111","2007-06-12",12.915
"112","2007-06-13",13.145
"113","2007-06-14",13.07
"114","2007-06-15",13.24
"115","2007-06-18",12.965
"116","2007-06-19",12.73
"117","2007-06-20",12.18
"118","2007-06-21",13.05
"119","2007-06-22",12.835
"120","2007-06-25",12.885
"121","2007-06-26",12.545
"122","2007-06-27",12.85
"123","2007-06-28",12.99
"124","2007-06-29",13.07
"125","2007-07-02",13.265
"126","2007-07-03",13.26
"127","2007-07-05",13.5
"128","2007-07-06",13.51
"129","2007-07-09",13.515
"130","2007-07-10",13.545
"131","2007-07-11",13.59
"132","2007-07-12",13.91
"133","2007-07-13",13.745
"134","2007-07-16",13.77
"135","2007-07-17",14.01
"136","2007-07-18",14.045
"137","2007-07-19",13.865
"138","2007-07-20",13.975
"139","2007-07-23",13.895
"140","2007-07-24",13.735
"141","2007-07-25",14
"142","2007-07-26",13.605
"143","2007-07-27",13.38
"144","2007-07-30",13.19
"145","2007-07-31",13.3
"146","2007-08-01",13.575
"147","2007-08-02",13.425
"148","2007-08-03",12.965
"149","2007-08-06",13.035
"150","2007-08-07",12.745
"151","2007-08-08",12.71
"152","2007-08-09",11.8
"153","2007-08-10",12.98
"154","2007-08-13",13.07
"155","2007-08-14",12.985
"156","2007-08-15",12.98
"157","2007-08-16",13
"158","2007-08-17",12.64
"159","2007-08-20",12.54
"160","2007-08-21",12.18
"161","2007-08-22",13.265
"162","2007-08-23",12.96
"163","2007-08-24",12.97
"164","2007-08-27",12.975
"165","2007-08-28",12.775
"166","2007-08-29",13.035
"167","2007-08-30",12.44
"168","2007-08-31",12.535
"169","2007-09-04",12.575
"170","2007-09-05",12.505
"171","2007-09-06",12.54
"172","2007-09-07",12.345
"173","2007-09-10",11.955
"174","2007-09-11",12.275
"175","2007-09-12",12.005
"176","2007-09-13",11.705
"177","2007-09-14",11.75
"178","2007-09-17",11.505
"179","2007-09-18",12.215
"180","2007-09-19",12.48
"181","2007-09-20",11.995
"182","2007-09-21",11.915
"183","2007-09-24",11.38
"184","2007-09-25",11.865
"185","2007-09-26",11.85
"186","2007-09-27",11.79
"187","2007-09-28",11.56
"188","2007-10-01",11.74
"189","2007-10-02",11.73
"190","2007-10-03",11.69
"191","2007-10-04",11.7
"192","2007-10-05",12.055
"193","2007-10-08",12.26
"194","2007-10-09",12.35
"195","2007-10-10",12.415
"196","2007-10-11",12.645
"197","2007-10-12",12.73
"198","2007-10-15",12.845
"199","2007-10-16",12.82
"200","2007-10-17",12.86
"201","2007-10-18",12.825
"202","2007-10-19",12.36
"203","2007-10-22",12.73
"204","2007-10-23",12.845
"205","2007-10-24",12.63
"206","2007-10-25",12.925
"207","2007-10-26",13.295
"208","2007-10-29",12.65
"209","2007-10-30",12.96
"210","2007-10-31",13.29
"211","2007-11-01",12.545
"212","2007-11-02",12.565
"213","2007-11-05",12.465
"214","2007-11-06",12.5
"215","2007-11-07",11.925
"216","2007-11-08",11.5
"217","2007-11-09",11.295
"218","2007-11-12",11.46
"219","2007-11-13",11.53
"220","2007-11-14",11.38
"221","2007-11-15",11.05
"222","2007-11-16",11.015
"223","2007-11-19",10.88
"224","2007-11-20",11.01
"225","2007-11-21",11.21
"226","2007-11-23",11.51
"227","2007-11-26",11.705
"228","2007-11-27",11.745
"229","2007-11-28",11.745
"230","2007-11-29",11.645
"231","2007-11-30",11.625
"232","2007-12-03",11.295
"233","2007-12-04",11.135
"234","2007-12-05",11.435
"235","2007-12-06",11.75
"236","2007-12-07",12.22
"237","2007-12-10",12.245
"238","2007-12-11",12.18
"239","2007-12-12",12.345
"240","2007-12-13",12.345
"241","2007-12-14",12.805
"242","2007-12-17",11.41
"243","2007-12-18",12.12
"244","2007-12-19",12.035
"245","2007-12-20",12.13
"246","2007-12-21",11.97
"247","2007-12-24",12.015
"248","2007-12-26",11.955
"249","2007-12-27",11.54
"250","2007-12-28",11.525
"251","2007-12-31",11.51
"252","2008-01-02",11.385
"253","2008-01-03",11.54
"254","2008-01-04",11.375
"255","2008-01-07",11.72
"256","2008-01-08",11.375
"257","2008-01-09",11.695
"258","2008-01-10",11.93
"259","2008-01-11",11.445
"260","2008-01-14",11.78
"261","2008-01-15",11.48
"262","2008-01-16",12.05
"263","2008-01-17",12.13
"264","2008-01-18",12.345
"265","2008-01-22",11.92
"266","2008-01-23",12.41
"267","2008-01-24",11.855
"268","2008-01-25",11.9
"269","2008-01-28",12.225
"270","2008-01-29",12.195
"271","2008-01-30",12.2
"272","2008-01-31",12.375
"273","2008-02-01",12.52
"274","2008-02-04",12.55
"275","2008-02-05",13.415
"276","2008-02-06",13.095
"277","2008-02-07",14.51
"278","2008-02-08",15.085
"279","2008-02-11",15.83
"280","2008-02-12",16.09
"281","2008-02-13",15.865
"282","2008-02-14",15.91
"283","2008-02-15",15.98
"284","2008-02-19",15.735
"285","2008-02-20",16.200001
"286","2008-02-21",15.85
"287","2008-02-22",15.99
"288","2008-02-25",15.595
"289","2008-02-26",16.040001
"290","2008-02-27",15.65
"291","2008-02-28",15.655
"292","2008-02-29",15.065
"293","2008-03-03",15.195
"294","2008-03-04",15.43
"295","2008-03-05",15.22
"296","2008-03-06",15.08
"297","2008-03-07",14.985
"298","2008-03-10",14.905
"299","2008-03-11",15
"300","2008-03-12",15.31
"301","2008-03-13",15.125
"302","2008-03-14",14.675
"303","2008-03-17",14.42
"304","2008-03-18",15.54
"305","2008-03-19",14.665
"306","2008-03-20",15.46
"307","2008-03-24",15.39
"308","2008-03-25",15.47
"309","2008-03-26",15.49
"310","2008-03-27",15.32
"311","2008-03-28",15.105
"312","2008-03-31",15.295
"313","2008-04-01",15.5
"314","2008-04-02",15.335
"315","2008-04-03",15.5
"316","2008-04-04",16.1
"317","2008-04-07",16.299999
"318","2008-04-08",16.280001
"319","2008-04-09",15.82
"320","2008-04-10",16.16
"321","2008-04-11",15.135
"322","2008-04-14",15.08
"323","2008-04-15",15.525
"324","2008-04-16",15.775
"325","2008-04-17",15.535
"326","2008-04-18",15.855
"327","2008-04-21",16.040001
"328","2008-04-22",16.205
"329","2008-04-23",16.02
"330","2008-04-24",16.375
"331","2008-04-25",16.5
"332","2008-04-28",16.440001
"333","2008-04-29",16.295
"334","2008-04-30",16.450001
"335","2008-05-01",16.48
"336","2008-05-02",16.235001
"337","2008-05-05",16.219999
"338","2008-05-06",16.219999
"339","2008-05-07",16.235001
"340","2008-05-08",16.495001
"341","2008-05-09",16.290001
"342","2008-05-12",16.5
"343","2008-05-13",16.605
"344","2008-05-14",17.004999
"345","2008-05-15",17.285
"346","2008-05-16",17.280001
"347","2008-05-19",17.035
"348","2008-05-20",17.23
"349","2008-05-21",17.315001
"350","2008-05-22",17.75
"351","2008-05-23",17.040001
"352","2008-05-27",17.120001
"353","2008-05-28",17.445
"354","2008-05-29",17.915001
"355","2008-05-30",18.004999
"356","2008-06-02",17.985001
"357","2008-06-03",18.18
"358","2008-06-04",18.075001
"359","2008-06-05",18.280001
"360","2008-06-06",17.76
"361","2008-06-09",18.135
"362","2008-06-10",18.120001
"363","2008-06-11",18.455
"364","2008-06-12",18.655001
"365","2008-06-13",18.73
"366","2008-06-16",18.455
"367","2008-06-17",18.605
"368","2008-06-18",18.139999
"369","2008-06-19",18.25
"370","2008-06-20",17.834999
"371","2008-06-23",17.030001
"372","2008-06-24",16.405001
"373","2008-06-25",16.610001
"374","2008-06-26",17.02
"375","2008-06-27",17.780001
"376","2008-06-30",16.934999
"377","2008-07-01",16.59
"378","2008-07-02",16.334999
"379","2008-07-03",16.045
"380","2008-07-07",16.540001
"381","2008-07-08",17.115
"382","2008-07-09",16.780001
"383","2008-07-10",16.91
"384","2008-07-11",17.129999
"385","2008-07-14",16.565001
"386","2008-07-15",16.205
"387","2008-07-16",16.59
"388","2008-07-17",16.075001
"389","2008-07-18",15.99
"390","2008-07-21",15.815
"391","2008-07-22",15.945
"392","2008-07-23",16.389999
"393","2008-07-24",16.389999
"394","2008-07-25",16.870001
"395","2008-07-28",16.645
"396","2008-07-29",16.455
"397","2008-07-30",16.360001
"398","2008-07-31",16.375
"399","2008-08-01",16.105
"400","2008-08-04",15.585
"401","2008-08-05",14.34
"402","2008-08-06",14.5
"403","2008-08-07",13.435
"404","2008-08-08",14.875
"405","2008-08-11",15.14
"406","2008-08-12",14.925
"407","2008-08-13",14.975
"408","2008-08-14",15
"409","2008-08-15",14.99
"410","2008-08-18",14.605
"411","2008-08-19",14.495
"412","2008-08-20",14.61
"413","2008-08-21",14.845
"414","2008-08-22",15.095
"415","2008-08-25",14.605
"416","2008-08-26",14.375
"417","2008-08-27",14.43
"418","2008-08-28",14.9
"419","2008-08-29",14.555
"420","2008-09-02",15.53
"421","2008-09-03",15.325
"422","2008-09-04",14.5
"423","2008-09-05",13.605
"424","2008-09-08",13.76
"425","2008-09-09",13.86
"426","2008-09-10",13.53
"427","2008-09-11",13.285
"428","2008-09-12",13.39
"429","2008-09-15",13.045
"430","2008-09-16",13.72
"431","2008-09-17",12.805
"432","2008-09-18",13.13
"433","2008-09-19",13.7
"434","2008-09-22",13.215
"435","2008-09-23",13.645
"436","2008-09-24",13.815
"437","2008-09-25",14.315
"438","2008-09-26",14.31
