"","date","TMHC"
"1","2013-04-10",23.040001
"2","2013-04-11",24.01
"3","2013-04-12",24.299999
"4","2013-04-15",23.450001
"5","2013-04-16",23.75
"6","2013-04-17",23.58
"7","2013-04-18",23.17
"8","2013-04-19",24.049999
"9","2013-04-22",23.75
"10","2013-04-23",23.48
"11","2013-04-24",24.25
"12","2013-04-25",24.700001
"13","2013-04-26",25.549999
"14","2013-04-29",26.08
"15","2013-04-30",25.780001
"16","2013-05-01",25.48
"17","2013-05-02",26.719999
"18","2013-05-03",26.48
"19","2013-05-06",26.879999
"20","2013-05-07",26.889999
"21","2013-05-08",26.1
"22","2013-05-09",25.85
"23","2013-05-10",26.200001
"24","2013-05-13",25.959999
"25","2013-05-14",26.65
"26","2013-05-15",25.860001
"27","2013-05-16",25.219999
"28","2013-05-17",25.33
"29","2013-05-20",26.33
"30","2013-05-21",26.1
"31","2013-05-22",26.15
"32","2013-05-23",26.59
"33","2013-05-24",26.299999
"34","2013-05-28",26.58
"35","2013-05-29",25.98
"36","2013-05-30",26.280001
"37","2013-05-31",25.83
"38","2013-06-03",25.73
"39","2013-06-04",25.030001
"40","2013-06-05",23.91
"41","2013-06-06",24.98
"42","2013-06-07",25.030001
"43","2013-06-10",24.889999
"44","2013-06-11",24.370001
"45","2013-06-12",23.940001
"46","2013-06-13",24.870001
"47","2013-06-14",25.219999
"48","2013-06-17",25.469999
"49","2013-06-18",26.709999
"50","2013-06-19",26.389999
"51","2013-06-20",25.450001
"52","2013-06-21",25.17
"53","2013-06-24",24.049999
"54","2013-06-25",24.530001
"55","2013-06-26",24.26
"56","2013-06-27",25.139999
"57","2013-06-28",24.379999
"58","2013-07-01",24.700001
"59","2013-07-02",24.280001
"60","2013-07-03",24.780001
"61","2013-07-05",23.799999
"62","2013-07-08",23.92
"63","2013-07-09",24.700001
"64","2013-07-10",24.540001
"65","2013-07-11",25.73
"66","2013-07-12",25.889999
"67","2013-07-15",25.15
"68","2013-07-16",24.540001
"69","2013-07-17",25.120001
"70","2013-07-18",24.73
"71","2013-07-19",24.700001
"72","2013-07-22",24.65
"73","2013-07-23",24.6
"74","2013-07-24",24.26
"75","2013-07-25",22.610001
"76","2013-07-26",22.9
"77","2013-07-29",22.280001
"78","2013-07-30",23.09
"79","2013-07-31",24.23
"80","2013-08-01",22.34
"81","2013-08-02",22.4
"82","2013-08-05",22.129999
"83","2013-08-06",22.01
"84","2013-08-07",21.059999
"85","2013-08-08",21.5
"86","2013-08-09",22.08
"87","2013-08-12",21.959999
"88","2013-08-13",21.940001
"89","2013-08-14",20.030001
"90","2013-08-15",20.059999
"91","2013-08-16",20.58
"92","2013-08-19",19.959999
"93","2013-08-20",20.5
"94","2013-08-21",20.75
"95","2013-08-22",21.360001
"96","2013-08-23",21.09
"97","2013-08-26",21.01
"98","2013-08-27",20.01
"99","2013-08-28",20.200001
"100","2013-08-29",20.889999
"101","2013-08-30",20.610001
"102","2013-09-03",20.559999
"103","2013-09-04",20.59
"104","2013-09-05",20.190001
"105","2013-09-06",20.68
"106","2013-09-09",21.799999
"107","2013-09-10",21.610001
"108","2013-09-11",21.83
"109","2013-09-12",22.74
"110","2013-09-13",22.450001
"111","2013-09-16",22.879999
"112","2013-09-17",22.84
"113","2013-09-18",23.370001
"114","2013-09-19",23.83
"115","2013-09-20",23.02
"116","2013-09-23",22.4
"117","2013-09-24",22.66
"118","2013-09-25",23.15
"119","2013-09-26",22.799999
"120","2013-09-27",22.98
"121","2013-09-30",22.65
"122","2013-10-01",22.709999
"123","2013-10-02",22.790001
"124","2013-10-03",22.27
"125","2013-10-04",21.959999
"126","2013-10-07",21.93
"127","2013-10-08",21.5
"128","2013-10-09",21.23
"129","2013-10-10",21.9
"130","2013-10-11",22.389999
"131","2013-10-14",21.780001
"132","2013-10-15",21.16
"133","2013-10-16",22.15
"134","2013-10-17",22.67
"135","2013-10-18",22.120001
"136","2013-10-21",21.77
"137","2013-10-22",22.540001
"138","2013-10-23",23.059999
"139","2013-10-24",23.15
"140","2013-10-25",23.209999
"141","2013-10-28",22.950001
"142","2013-10-29",23.4
"143","2013-10-30",22.959999
"144","2013-10-31",22.24
"145","2013-11-01",21.309999
"146","2013-11-04",21.969999
"147","2013-11-05",21.309999
"148","2013-11-06",20.790001
"149","2013-11-07",20.83
"150","2013-11-08",20.709999
"151","2013-11-11",20.719999
"152","2013-11-12",20.73
"153","2013-11-13",20.299999
"154","2013-11-14",21.190001
"155","2013-11-15",20.48
"156","2013-11-18",21.030001
"157","2013-11-19",20.709999
"158","2013-11-20",20.43
"159","2013-11-21",21.120001
"160","2013-11-22",20.690001
"161","2013-11-25",20.51
"162","2013-11-26",21.83
"163","2013-11-27",21.92
"164","2013-11-29",21.85
"165","2013-12-02",21.25
"166","2013-12-03",21.059999
"167","2013-12-04",20.84
"168","2013-12-05",20.5
"169","2013-12-06",20.610001
"170","2013-12-09",20.690001
"171","2013-12-10",20.6
"172","2013-12-11",20.25
"173","2013-12-12",20.23
"174","2013-12-13",20.200001
"175","2013-12-16",20.190001
"176","2013-12-17",20.02
"177","2013-12-18",20.969999
"178","2013-12-19",20.92
"179","2013-12-20",21.76
"180","2013-12-23",22.059999
"181","2013-12-24",22.49
"182","2013-12-26",21.99
"183","2013-12-27",22.1
"184","2013-12-30",22.129999
"185","2013-12-31",22.450001
"186","2014-01-02",22.34
"187","2014-01-03",22.48
