"","date","ALLK"
"1","2018-07-19",31.25
"2","2018-07-20",35.049999
"3","2018-07-23",36.290001
"4","2018-07-24",38.119999
"5","2018-07-25",39.299999
"6","2018-07-26",39.970001
"7","2018-07-27",39.790001
"8","2018-07-30",40
"9","2018-07-31",40.77
"10","2018-08-01",40.950001
"11","2018-08-02",41.360001
"12","2018-08-03",41.02
"13","2018-08-06",39.689999
"14","2018-08-07",39.849998
"15","2018-08-08",36.779999
"16","2018-08-09",37.27
"17","2018-08-10",38.919998
"18","2018-08-13",39.310001
"19","2018-08-14",40.07
"20","2018-08-15",37.799999
"21","2018-08-16",38.810001
"22","2018-08-17",38.91
"23","2018-08-20",40.380001
"24","2018-08-21",39.549999
"25","2018-08-22",39.240002
"26","2018-08-23",39
"27","2018-08-24",38.91
"28","2018-08-27",38.91
"29","2018-08-28",40.07
"30","2018-08-29",40.09
"31","2018-08-30",38.459999
"32","2018-08-31",38.84
"33","2018-09-04",39.93
"34","2018-09-05",42.23
"35","2018-09-06",43
"36","2018-09-07",46.599998
"37","2018-09-10",42.950001
"38","2018-09-11",42.77
"39","2018-09-12",44.470001
"40","2018-09-13",44.490002
"41","2018-09-14",44.43
"42","2018-09-17",43.990002
"43","2018-09-18",44.900002
"44","2018-09-19",45.279999
"45","2018-09-20",45.040001
"46","2018-09-21",47.639999
"47","2018-09-24",46.73
"48","2018-09-25",46.540001
"49","2018-09-26",46.209999
"50","2018-09-27",45.57
"51","2018-09-28",44.990002
"52","2018-10-01",41.32
"53","2018-10-02",42.25
"54","2018-10-03",38.490002
"55","2018-10-04",31.59
"56","2018-10-05",33.349998
"57","2018-10-08",32.169998
"58","2018-10-09",35.279999
"59","2018-10-10",34.07
"60","2018-10-11",34.27
"61","2018-10-12",33.630001
"62","2018-10-15",33.849998
"63","2018-10-16",37.400002
"64","2018-10-17",40.099998
"65","2018-10-18",42.459999
"66","2018-10-19",43.110001
"67","2018-10-22",44.540001
"68","2018-10-23",46.189999
"69","2018-10-24",43.990002
"70","2018-10-25",48.360001
"71","2018-10-26",46.790001
"72","2018-10-29",46.009998
"73","2018-10-30",47.130001
"74","2018-10-31",48.349998
"75","2018-11-01",50.110001
"76","2018-11-02",51.849998
"77","2018-11-05",53.240002
"78","2018-11-06",55
"79","2018-11-07",57.299999
"80","2018-11-08",57.330002
"81","2018-11-09",53.169998
"82","2018-11-12",55.830002
"83","2018-11-13",56.970001
"84","2018-11-14",54.080002
"85","2018-11-15",55.919998
"86","2018-11-16",58.990002
"87","2018-11-19",55.32
"88","2018-11-20",54.130001
"89","2018-11-21",53.040001
"90","2018-11-23",55.740002
"91","2018-11-26",55.91
"92","2018-11-27",54.59
"93","2018-11-28",59.029999
"94","2018-11-29",61.380001
"95","2018-11-30",58.91
"96","2018-12-03",59.91
"97","2018-12-04",59.169998
"98","2018-12-06",60.759998
"99","2018-12-07",62.630001
"100","2018-12-10",62.650002
"101","2018-12-11",61.509998
"102","2018-12-12",61.759998
"103","2018-12-13",59.939999
"104","2018-12-14",60.700001
"105","2018-12-17",56.66
"106","2018-12-18",55.82
"107","2018-12-19",47.169998
"108","2018-12-20",50.240002
"109","2018-12-21",47.77
"110","2018-12-24",48.759998
"111","2018-12-26",52.93
"112","2018-12-27",51.849998
"113","2018-12-28",52.439999
"114","2018-12-31",52.27
"115","2019-01-02",51.990002
"116","2019-01-03",49.34
"117","2019-01-04",47.259998
"118","2019-01-07",43.549999
"119","2019-01-08",43.09
"120","2019-01-09",45
"121","2019-01-10",46.919998
"122","2019-01-11",47.549999
"123","2019-01-14",46.150002
"124","2019-01-15",43.619999
"125","2019-01-16",42.75
"126","2019-01-17",42.09
"127","2019-01-18",42.459999
"128","2019-01-22",41.150002
"129","2019-01-23",42.84
"130","2019-01-24",43.139999
"131","2019-01-25",44.810001
"132","2019-01-28",42.849998
"133","2019-01-29",39.549999
"134","2019-01-30",39.009998
"135","2019-01-31",39.950001
"136","2019-02-01",40.5
"137","2019-02-04",40.099998
"138","2019-02-05",39.73
"139","2019-02-06",39.990002
"140","2019-02-07",40.700001
"141","2019-02-08",40.060001
"142","2019-02-11",35.869999
"143","2019-02-12",33.790001
"144","2019-02-13",34.77
"145","2019-02-14",35.259998
"146","2019-02-15",34.849998
"147","2019-02-19",34.990002
"148","2019-02-20",36.32
"149","2019-02-21",35.16
"150","2019-02-22",37.68
"151","2019-02-25",39.720001
"152","2019-02-26",39.93
"153","2019-02-27",42
"154","2019-02-28",39.959999
"155","2019-03-01",42.27
"156","2019-03-04",40.619999
"157","2019-03-05",40.07
"158","2019-03-06",37.470001
"159","2019-03-07",37.110001
