"","date","RDWR"
"516","2009-01-20",3
"517","2009-01-21",2.87
"518","2009-01-22",2.755
"519","2009-01-23",2.84
"520","2009-01-26",2.945
"521","2009-01-27",2.945
"522","2009-01-28",2.95
"523","2009-01-29",2.86
"524","2009-01-30",2.775
"525","2009-02-02",2.655
"526","2009-02-03",2.68
"527","2009-02-04",2.675
"528","2009-02-05",2.735
"529","2009-02-06",2.885
"530","2009-02-09",2.8
"531","2009-02-10",3.075
"532","2009-02-11",3.05
"533","2009-02-12",3.035
"534","2009-02-13",3.09
"535","2009-02-17",3
"536","2009-02-18",3
"537","2009-02-19",2.805
"538","2009-02-20",2.765
"539","2009-02-23",2.85
"540","2009-02-24",2.975
"541","2009-02-25",3.24
"542","2009-02-26",3.24
"543","2009-02-27",3.005
"544","2009-03-02",2.9
"545","2009-03-03",2.685
"546","2009-03-04",2.635
"547","2009-03-05",2.575
"548","2009-03-06",2.605
"549","2009-03-09",2.615
"550","2009-03-10",2.715
"551","2009-03-11",2.7
"552","2009-03-12",2.8
"553","2009-03-13",2.865
"554","2009-03-16",2.85
"555","2009-03-17",2.845
"556","2009-03-18",2.74
"557","2009-03-19",2.755
"558","2009-03-20",2.7
"559","2009-03-23",2.755
"560","2009-03-24",2.795
"561","2009-03-25",2.8
"562","2009-03-26",2.96
"563","2009-03-27",2.955
"564","2009-03-30",2.825
"565","2009-03-31",2.91
"566","2009-04-01",2.95
"567","2009-04-02",2.965
"568","2009-04-03",2.94
"569","2009-04-06",2.795
"570","2009-04-07",2.88
"571","2009-04-08",2.87
"572","2009-04-09",2.9
"573","2009-04-13",2.905
"574","2009-04-14",2.92
"575","2009-04-15",2.94
"576","2009-04-16",3.015
"577","2009-04-17",3.035
"578","2009-04-20",3.015
"579","2009-04-21",3
"580","2009-04-22",3.15
"581","2009-04-23",3.155
"582","2009-04-24",3.155
"583","2009-04-27",3.15
"584","2009-04-28",3.075
"585","2009-04-29",3.15
"586","2009-04-30",3.22
"587","2009-05-01",3.37
"588","2009-05-04",3.395
"589","2009-05-05",3.5
"590","2009-05-06",3.44
"591","2009-05-07",3.5
"592","2009-05-08",3.63
"593","2009-05-11",3.615
"594","2009-05-12",3.635
"595","2009-05-13",3.655
"596","2009-05-14",3.75
"597","2009-05-15",3.765
"598","2009-05-18",3.765
"599","2009-05-19",3.75
"600","2009-05-20",3.935
"601","2009-05-21",3.81
"602","2009-05-22",3.785
"603","2009-05-26",3.755
"604","2009-05-27",3.58
"605","2009-05-28",3.625
"606","2009-05-29",3.805
"607","2009-06-01",3.84
"608","2009-06-02",3.86
"609","2009-06-03",3.775
"610","2009-06-04",3.835
"611","2009-06-05",3.71
"612","2009-06-08",3.715
"613","2009-06-09",3.815
"614","2009-06-10",3.74
"615","2009-06-11",3.83
"616","2009-06-12",3.81
"617","2009-06-15",3.845
"618","2009-06-16",3.93
"619","2009-06-17",3.9
"620","2009-06-18",3.88
"621","2009-06-19",3.925
"622","2009-06-22",3.915
"623","2009-06-23",3.955
"624","2009-06-24",3.83
"625","2009-06-25",3.82
"626","2009-06-26",3.835
"627","2009-06-29",3.86
"628","2009-06-30",3.85
"629","2009-07-01",3.84
"630","2009-07-02",3.9
"631","2009-07-06",4.015
"632","2009-07-07",3.965
"633","2009-07-08",3.865
"634","2009-07-09",3.985
"635","2009-07-10",3.93
"636","2009-07-13",3.95
"637","2009-07-14",4
"638","2009-07-15",4.03
"639","2009-07-16",4.275
"640","2009-07-17",4.39
"641","2009-07-20",4.5
"642","2009-07-21",4.475
"643","2009-07-22",4.375
"644","2009-07-23",4.515
"645","2009-07-24",4.495
"646","2009-07-27",4.53
"647","2009-07-28",4.475
"648","2009-07-29",4.235
"649","2009-07-30",4.45
"650","2009-07-31",4.535
"651","2009-08-03",4.63
"652","2009-08-04",4.52
"653","2009-08-05",4.49
"654","2009-08-06",4.5
"655","2009-08-07",4.485
"656","2009-08-10",4.485
"657","2009-08-11",4.475
"658","2009-08-12",4.7
"659","2009-08-13",4.69
"660","2009-08-14",4.73
"661","2009-08-17",4.7
"662","2009-08-18",4.855
"663","2009-08-19",5.04
"664","2009-08-20",5.245
"665","2009-08-21",5.125
"666","2009-08-24",5.05
"667","2009-08-25",5.175
"668","2009-08-26",5.315
"669","2009-08-27",5.555
"670","2009-08-28",5.465
"671","2009-08-31",5.53
"672","2009-09-01",5.48
"673","2009-09-02",5.395
"674","2009-09-03",5.52
"675","2009-09-04",5.82
"676","2009-09-08",6.035
"677","2009-09-09",5.77
"678","2009-09-10",5.765
"679","2009-09-11",5.75
"680","2009-09-14",5.79
"681","2009-09-15",5.955
"682","2009-09-16",6.055
"683","2009-09-17",6.205
"684","2009-09-18",6.22
"685","2009-09-21",6.25
"686","2009-09-22",6.245
"687","2009-09-23",6.1
"688","2009-09-24",5.995
"689","2009-09-25",5.955
"690","2009-09-28",5.98
"691","2009-09-29",5.685
"692","2009-09-30",5.615
"693","2009-10-01",5.495
"694","2009-10-02",5.5
"695","2009-10-05",5.535
"696","2009-10-06",5.695
"697","2009-10-07",5.82
"698","2009-10-08",5.845
"699","2009-10-09",5.95
"700","2009-10-12",5.985
"701","2009-10-13",5.96
"702","2009-10-14",5.985
"703","2009-10-15",6.02
"704","2009-10-16",6.025
"705","2009-10-19",6.09
"706","2009-10-20",6.005
"707","2009-10-21",5.94
"708","2009-10-22",5.865
"709","2009-10-23",5.91
"710","2009-10-26",6.07
"711","2009-10-27",6
"712","2009-10-28",5.85
"713","2009-10-29",5.905
"714","2009-10-30",5.785
"715","2009-11-02",5.775
"716","2009-11-03",5.88
"717","2009-11-04",6.115
"718","2009-11-05",6.045
"719","2009-11-06",5.94
"720","2009-11-09",6.24
"721","2009-11-10",6.7
"722","2009-11-11",6.935
"723","2009-11-12",6.9
"724","2009-11-13",6.93
"725","2009-11-16",6.835
"726","2009-11-17",6.985
"727","2009-11-18",7.005
"728","2009-11-19",6.93
"729","2009-11-20",6.79
"730","2009-11-23",6.785
"731","2009-11-24",6.695
"732","2009-11-25",6.68
"733","2009-11-27",6.52
"734","2009-11-30",6.54
"735","2009-12-01",6.765
"736","2009-12-02",6.795
"737","2009-12-03",6.78
"738","2009-12-04",6.765
"739","2009-12-07",6.925
"740","2009-12-08",6.9
"741","2009-12-09",6.895
"742","2009-12-10",6.79
"743","2009-12-11",6.8
"744","2009-12-14",6.755
"745","2009-12-15",6.715
"746","2009-12-16",6.76
"747","2009-12-17",6.785
"748","2009-12-18",7.19
"749","2009-12-21",6.88
"750","2009-12-22",7.005
"751","2009-12-23",7.11
"752","2009-12-24",7.11
"753","2009-12-28",7.385
"754","2009-12-29",7.375
"755","2009-12-30",7.485
"756","2009-12-31",7.56
"757","2010-01-04",7.46
"758","2010-01-05",7.685
"759","2010-01-06",7.875
"760","2010-01-07",7.815
"761","2010-01-08",7.965
"762","2010-01-11",7.975
"763","2010-01-12",8.15
"764","2010-01-13",8.2
"765","2010-01-14",8.18
"766","2010-01-15",8.03
"767","2010-01-19",8.115
"768","2010-01-20",7.905
"769","2010-01-21",7.885
"770","2010-01-22",7.84
"771","2010-01-25",7.855
"772","2010-01-26",7.95
"773","2010-01-27",7.85
"774","2010-01-28",7.77
"775","2010-01-29",7.65
"776","2010-02-01",7.835
"777","2010-02-02",7.885
"778","2010-02-03",7.955
"779","2010-02-04",7.635
"780","2010-02-05",7.565
"781","2010-02-08",7.475
"782","2010-02-09",7.51
"783","2010-02-10",7.88
"784","2010-02-11",8.355
"785","2010-02-12",8.425
"786","2010-02-16",8.51
"787","2010-02-17",8.41
"788","2010-02-18",8.45
"789","2010-02-19",8.49
"790","2010-02-22",8.465
"791","2010-02-23",8.24
"792","2010-02-24",8.51
"793","2010-02-25",8.47
"794","2010-02-26",8.5
"795","2010-03-01",8.885
"796","2010-03-02",9.045
"797","2010-03-03",9.03
"798","2010-03-04",9.085
"799","2010-03-05",9.055
"800","2010-03-08",9.045
"801","2010-03-09",8.99
"802","2010-03-10",9.205
"803","2010-03-11",9.34
"804","2010-03-12",9.375
"805","2010-03-15",9.43
"806","2010-03-16",9.77
"807","2010-03-17",9.975
"808","2010-03-18",10.125
"809","2010-03-19",10.155
"810","2010-03-22",10.285
"811","2010-03-23",10.66
"812","2010-03-24",10.805
"813","2010-03-25",10.52
"814","2010-03-26",10.6
"815","2010-03-29",10.72
"816","2010-03-30",11.155
"817","2010-03-31",11.04
"818","2010-04-01",11.155
"819","2010-04-05",11.655
"820","2010-04-06",11.83
"821","2010-04-07",11.535
"822","2010-04-08",11.36
"823","2010-04-09",11.33
"824","2010-04-12",11.47
"825","2010-04-13",11.28
"826","2010-04-14",11.525
"827","2010-04-15",11.365
"828","2010-04-16",11.185
"829","2010-04-19",11.15
"830","2010-04-20",11.385
"831","2010-04-21",11.195
"832","2010-04-22",11.325
"833","2010-04-23",11.27
"834","2010-04-26",11.935
"835","2010-04-27",11.77
"836","2010-04-28",11.335
"837","2010-04-29",10.53
"838","2010-04-30",9.895
"839","2010-05-03",10.22
"840","2010-05-04",9.985
"841","2010-05-05",9.885
"842","2010-05-06",9.38
"843","2010-05-07",9.105
"844","2010-05-10",9.47
"845","2010-05-11",9.78
"846","2010-05-12",10.1
"847","2010-05-13",10.33
"848","2010-05-14",10
"849","2010-05-17",9.975
"850","2010-05-18",9.735
"851","2010-05-19",9.545
"852","2010-05-20",9.225
"853","2010-05-21",9.24
"854","2010-05-24",9.205
"855","2010-05-25",9.22
"856","2010-05-26",9.155
"857","2010-05-27",9.535
"858","2010-05-28",9.455
"859","2010-06-01",9.56
"860","2010-06-02",9.735
"861","2010-06-03",10.065
"862","2010-06-04",9.825
"863","2010-06-07",9.715
"864","2010-06-08",9.75
"865","2010-06-09",9.69
"866","2010-06-10",9.955
"867","2010-06-11",10.13
"868","2010-06-14",9.995
"869","2010-06-15",10.32
"870","2010-06-16",10.56
"871","2010-06-17",10.735
"872","2010-06-18",10.715
"873","2010-06-21",10.58
"874","2010-06-22",10.49
"875","2010-06-23",10.525
"876","2010-06-24",10.335
"877","2010-06-25",10.465
"878","2010-06-28",10.725
"879","2010-06-29",9.83
"880","2010-06-30",10.235
"881","2010-07-01",10.035
"882","2010-07-02",9.945
"883","2010-07-06",9.875
"884","2010-07-07",9.82
"885","2010-07-08",10.17
"886","2010-07-09",10.22
"887","2010-07-12",10.74
"888","2010-07-13",11.02
"889","2010-07-14",11.245
"890","2010-07-15",11.205
"891","2010-07-16",11.165
"892","2010-07-19",11.025
"893","2010-07-20",11.24
"894","2010-07-21",11.31
"895","2010-07-22",11.93
"896","2010-07-23",11.97
"897","2010-07-26",11.685
"898","2010-07-27",11.5
"899","2010-07-28",11.43
"900","2010-07-29",11.145
"901","2010-07-30",11.43
"902","2010-08-02",11.515
"903","2010-08-03",11.29
"904","2010-08-04",11.255
"905","2010-08-05",11.445
"906","2010-08-06",11.26
"907","2010-08-09",11.205
"908","2010-08-10",11.15
"909","2010-08-11",10.935
"910","2010-08-12",11.04
"911","2010-08-13",10.885
"912","2010-08-16",10.955
"913","2010-08-17",11.485
"914","2010-08-18",11.43
"915","2010-08-19",11.6
"916","2010-08-20",11.565
"917","2010-08-23",11.76
"918","2010-08-24",12.39
"919","2010-08-25",12.1
"920","2010-08-26",11.92
"921","2010-08-27",12.635
"922","2010-08-30",12.415
"923","2010-08-31",12.17
"924","2010-09-01",12.305
"925","2010-09-02",12.465
"926","2010-09-03",12.565
"927","2010-09-07",12.715
"928","2010-09-08",13.365
"929","2010-09-09",13.58
"930","2010-09-10",13.575
"931","2010-09-13",13.935
"932","2010-09-14",19.295
"933","2010-09-15",17.395
"934","2010-09-16",17.325001
"935","2010-09-17",18.215
"936","2010-09-20",18.405001
"937","2010-09-21",17.855
"938","2010-09-22",17.695
"939","2010-09-23",17.82
"940","2010-09-24",17.35
"941","2010-09-27",16.75
"942","2010-09-28",16.09
"943","2010-09-29",17.395
"944","2010-09-30",17.18
"945","2010-10-01",17.375
"946","2010-10-04",16.709999
"947","2010-10-05",17.290001
"948","2010-10-06",15.9
"949","2010-10-07",15.705
"950","2010-10-08",16.125
"951","2010-10-11",17.025
"952","2010-10-12",17.129999
"953","2010-10-13",17.094999
"954","2010-10-14",17.094999
"955","2010-10-15",17.26
"956","2010-10-18",16.959999
"957","2010-10-19",16.360001
"958","2010-10-20",16.445
"959","2010-10-21",16.495001
"960","2010-10-22",16.705
"961","2010-10-25",17.965
"962","2010-10-26",17.01
"963","2010-10-27",17.99
"964","2010-10-28",17.67
"965","2010-10-29",17.65
"966","2010-11-01",16.959999
"967","2010-11-02",17
"968","2010-11-03",17.195
"969","2010-11-04",16.995001
"970","2010-11-05",16.9
"971","2010-11-08",17.07
"972","2010-11-09",17.105
"973","2010-11-10",17.129999
"974","2010-11-11",16.870001
"975","2010-11-12",16.145
"976","2010-11-15",15.905
"977","2010-11-16",15.265
"978","2010-11-17",15.795
"979","2010-11-18",16.26
"980","2010-11-19",16.15
"981","2010-11-22",16.459999
"982","2010-11-23",16.405001
"983","2010-11-24",16.41
"984","2010-11-26",16.195
"985","2010-11-29",15.825
"986","2010-11-30",15.515
"987","2010-12-01",16.254999
"988","2010-12-02",16.264999
"989","2010-12-03",16.379999
"990","2010-12-06",19.885
"991","2010-12-07",17.6
"992","2010-12-08",18.879999
"993","2010-12-09",19.76
"994","2010-12-10",19.885
"995","2010-12-13",19.4
"996","2010-12-14",19.155001
"997","2010-12-15",19.379999
"998","2010-12-16",19.41
