"","date","FLOW"
"1","2015-09-17",39.560001
"2","2015-09-18",38.990002
"3","2015-09-21",39.25
"4","2015-09-22",38.25
"5","2015-09-23",38.139999
"6","2015-09-24",36.799999
"7","2015-09-25",36.990002
"8","2015-09-28",34
"9","2015-09-29",33.549999
"10","2015-09-30",34.43
"11","2015-10-01",35.07
"12","2015-10-02",35.299999
"13","2015-10-05",35.900002
"14","2015-10-06",37.889999
"15","2015-10-07",39.360001
"16","2015-10-08",40.950001
"17","2015-10-09",39.130001
"18","2015-10-12",38.169998
"19","2015-10-13",37.470001
"20","2015-10-14",36.709999
"21","2015-10-15",36.759998
"22","2015-10-16",36.48
"23","2015-10-19",36.490002
"24","2015-10-20",38.130001
"25","2015-10-21",36.740002
"26","2015-10-22",36.490002
"27","2015-10-23",36.82
"28","2015-10-26",34.68
"29","2015-10-27",34.57
"30","2015-10-28",35.779999
"31","2015-10-29",34.25
"32","2015-10-30",33.900002
"33","2015-11-02",36.009998
"34","2015-11-03",35.09
"35","2015-11-04",35.490002
"36","2015-11-05",35.200001
"37","2015-11-06",33.07
"38","2015-11-09",31.690001
"39","2015-11-10",31.610001
"40","2015-11-11",31.459999
"41","2015-11-12",29.98
"42","2015-11-13",30.01
"43","2015-11-16",31.309999
"44","2015-11-17",31.950001
"45","2015-11-18",33.380001
"46","2015-11-19",32.959999
"47","2015-11-20",32.419998
"48","2015-11-23",32.09
"49","2015-11-24",33.07
"50","2015-11-25",33.75
"51","2015-11-27",33.310001
"52","2015-11-30",33.599998
"53","2015-12-01",33.939999
"54","2015-12-02",33.73
"55","2015-12-03",33.66
"56","2015-12-04",33.439999
"57","2015-12-07",32.439999
"58","2015-12-08",31.09
"59","2015-12-09",29.59
"60","2015-12-10",29.799999
"61","2015-12-11",28.889999
"62","2015-12-14",27.040001
"63","2015-12-15",26.700001
"64","2015-12-16",25.860001
"65","2015-12-17",26.440001
"66","2015-12-18",26.84
"67","2015-12-21",27.379999
"68","2015-12-22",28.139999
"69","2015-12-23",28.809999
"70","2015-12-24",29.059999
"71","2015-12-28",27.530001
"72","2015-12-29",27.780001
"73","2015-12-30",26.92
"74","2015-12-31",27.91
"75","2016-01-04",28.42
"76","2016-01-05",26.969999
"77","2016-01-06",25.290001
"78","2016-01-07",24.4
"79","2016-01-08",23.66
"80","2016-01-11",23.549999
"81","2016-01-12",23.35
"82","2016-01-13",23.309999
"83","2016-01-14",23.190001
"84","2016-01-15",22.52
"85","2016-01-19",21.66
"86","2016-01-20",20.85
"87","2016-01-21",21.5
"88","2016-01-22",22.040001
"89","2016-01-25",21.23
"90","2016-01-26",22.440001
"91","2016-01-27",24.15
"92","2016-01-28",22.559999
"93","2016-01-29",23.84
"94","2016-02-01",22.49
"95","2016-02-02",20.85
"96","2016-02-03",20.42
"97","2016-02-04",21.379999
"98","2016-02-05",21.629999
"99","2016-02-08",21.49
"100","2016-02-09",20.809999
"101","2016-02-10",15.76
"102","2016-02-11",16.459999
"103","2016-02-12",16.34
"104","2016-02-16",16.389999
"105","2016-02-17",16.889999
"106","2016-02-18",16.889999
"107","2016-02-19",16.32
"108","2016-02-22",17.719999
"109","2016-02-23",17.68
"110","2016-02-24",17.870001
"111","2016-02-25",18.41
"112","2016-02-26",19.33
"113","2016-02-29",18.73
"114","2016-03-01",19.700001
"115","2016-03-02",19.940001
"116","2016-03-03",19.92
"117","2016-03-04",19.43
"118","2016-03-07",20.450001
"119","2016-03-08",19.709999
"120","2016-03-09",20.639999
"121","2016-03-10",22.48
"122","2016-03-11",23.030001
"123","2016-03-14",24.030001
"124","2016-03-15",24.389999
"125","2016-03-16",24.52
"126","2016-03-17",25.299999
"127","2016-03-18",25.49
"128","2016-03-21",25.780001
"129","2016-03-22",26.530001
"130","2016-03-23",25.219999
"131","2016-03-24",25.959999
"132","2016-03-28",24.99
"133","2016-03-29",25.620001
"134","2016-03-30",25.549999
"135","2016-03-31",25.08
"136","2016-04-01",24.43
"137","2016-04-04",24.1
"138","2016-04-05",24.290001
"139","2016-04-06",24.32
"140","2016-04-07",24.15
"141","2016-04-08",25.790001
"142","2016-04-11",26.18
"143","2016-04-12",26.530001
"144","2016-04-13",26.16
"145","2016-04-14",26.610001
"146","2016-04-15",26.98
"147","2016-04-18",27.23
"148","2016-04-19",28.27
"149","2016-04-20",27.370001
"150","2016-04-21",28.459999
"151","2016-04-22",29.15
"152","2016-04-25",28.059999
"153","2016-04-26",29.139999
"154","2016-04-27",30
"155","2016-04-28",29.84
"156","2016-04-29",29.959999
"157","2016-05-02",30.440001
"158","2016-05-03",30.059999
"159","2016-05-04",28.17
"160","2016-05-05",29.450001
"161","2016-05-06",29.889999
"162","2016-05-09",29.469999
"163","2016-05-10",30.950001
"164","2016-05-11",30.65
"165","2016-05-12",30.190001
"166","2016-05-13",30.35
"167","2016-05-16",29.950001
"168","2016-05-17",28.93
"169","2016-05-18",29
"170","2016-05-19",27.190001
"171","2016-05-20",27.68
"172","2016-05-23",27.85
"173","2016-05-24",28.49
"174","2016-05-25",29.26
"175","2016-05-26",29
"176","2016-05-27",29.51
"177","2016-05-31",29.969999
"178","2016-06-01",29.940001
"179","2016-06-02",30.26
"180","2016-06-03",30.01
"181","2016-06-06",30.76
"182","2016-06-07",30.870001
"183","2016-06-08",30.83
"184","2016-06-09",30.35
"185","2016-06-10",29.9
"186","2016-06-13",28.5
"187","2016-06-14",29
"188","2016-06-15",29.370001
"189","2016-06-16",29
"190","2016-06-17",29.82
"191","2016-06-20",30.51
"192","2016-06-21",29.99
"193","2016-06-22",29.84
"194","2016-06-23",30.32
"195","2016-06-24",27.530001
"196","2016-06-27",24.799999
"197","2016-06-28",24.469999
"198","2016-06-29",25.57
"199","2016-06-30",26.07
"200","2016-07-01",25.75
"201","2016-07-05",24.07
"202","2016-07-06",24.98
"203","2016-07-07",25.530001
"204","2016-07-08",26.66
"205","2016-07-11",27.02
"206","2016-07-12",27.25
"207","2016-07-13",27.33
"208","2016-07-14",27.549999
"209","2016-07-15",27.690001
"210","2016-07-18",27.950001
"211","2016-07-19",27.09
"212","2016-07-20",27.110001
"213","2016-07-21",28.16
"214","2016-07-22",27.52
"215","2016-07-25",27.02
"216","2016-07-26",28.09
"217","2016-07-27",27.969999
"218","2016-07-28",27.82
"219","2016-07-29",27.280001
"220","2016-08-01",27.34
"221","2016-08-02",26.190001
"222","2016-08-03",26.65
"223","2016-08-04",25.43
"224","2016-08-05",25.66
"225","2016-08-08",25.65
"226","2016-08-09",25.35
"227","2016-08-10",25.459999
"228","2016-08-11",26.690001
"229","2016-08-12",26.309999
"230","2016-08-15",26.959999
"231","2016-08-16",26.870001
"232","2016-08-17",26.719999
"233","2016-08-18",27.52
"234","2016-08-19",28.25
"235","2016-08-22",28.52
"236","2016-08-23",29.620001
"237","2016-08-24",29.35
"238","2016-08-25",29.639999
"239","2016-08-26",29.91
"240","2016-08-29",29.690001
"241","2016-08-30",29.459999
"242","2016-08-31",29.41
"243","2016-09-01",29.68
"244","2016-09-02",30.040001
"245","2016-09-06",29.85
"246","2016-09-07",29.889999
"247","2016-09-08",29.780001
