"","date","GATX"
"1","2007-01-03",43.599998
"2","2007-01-04",43.740002
"3","2007-01-05",42.799999
"4","2007-01-08",43.049999
"5","2007-01-09",43.27
"6","2007-01-10",43.470001
"7","2007-01-11",44.130001
"8","2007-01-12",45.200001
"9","2007-01-16",45.549999
"10","2007-01-17",45.080002
"11","2007-01-18",44.619999
"12","2007-01-19",45.240002
"13","2007-01-22",45.389999
"14","2007-01-23",46
"15","2007-01-24",46.330002
"16","2007-01-25",44.150002
"17","2007-01-26",45
"18","2007-01-29",44.639999
"19","2007-01-30",45.029999
"20","2007-01-31",45.599998
"21","2007-02-01",46.509998
"22","2007-02-02",47.369999
"23","2007-02-05",46.939999
"24","2007-02-06",47.200001
"25","2007-02-07",47.52
"26","2007-02-08",47.080002
"27","2007-02-09",46.5
"28","2007-02-12",46.470001
"29","2007-02-13",47.470001
"30","2007-02-14",47.900002
"31","2007-02-15",47.799999
"32","2007-02-16",47.700001
"33","2007-02-20",48.380001
"34","2007-02-21",48.349998
"35","2007-02-22",48.240002
"36","2007-02-23",48.049999
"37","2007-02-26",47.73
"38","2007-02-27",46.380001
"39","2007-02-28",46.150002
"40","2007-03-01",46.25
"41","2007-03-02",45.349998
"42","2007-03-05",45.060001
"43","2007-03-06",46.099998
"44","2007-03-07",46.41
"45","2007-03-08",46.599998
"46","2007-03-09",47
"47","2007-03-12",46.939999
"48","2007-03-13",45.68
"49","2007-03-14",45.860001
"50","2007-03-15",46.610001
"51","2007-03-16",46.57
"52","2007-03-19",46.700001
"53","2007-03-20",46.959999
"54","2007-03-21",48.080002
"55","2007-03-22",49
"56","2007-03-23",49.5
"57","2007-03-26",49.139999
"58","2007-03-27",48.580002
"59","2007-03-28",48.169998
"60","2007-03-29",47.919998
"61","2007-03-30",47.799999
"62","2007-04-02",47.849998
"63","2007-04-03",48.32
"64","2007-04-04",47.869999
"65","2007-04-05",48.049999
"66","2007-04-09",48.91
"67","2007-04-10",49.189999
"68","2007-04-11",48.75
"69","2007-04-12",49.209999
"70","2007-04-13",49.060001
"71","2007-04-16",49.5
"72","2007-04-17",49.349998
"73","2007-04-18",49.259998
"74","2007-04-19",50.049999
"75","2007-04-20",50.75
"76","2007-04-23",50.799999
"77","2007-04-24",50.91
"78","2007-04-25",51.450001
"79","2007-04-26",51.110001
"80","2007-04-27",49.93
"81","2007-04-30",49.009998
"82","2007-05-01",48.860001
"83","2007-05-02",49.709999
"84","2007-05-03",50.009998
"85","2007-05-04",50.200001
"86","2007-05-07",49.93
"87","2007-05-08",50.049999
"88","2007-05-09",50.389999
"89","2007-05-10",49.990002
"90","2007-05-11",50.130001
"91","2007-05-14",49.959999
"92","2007-05-15",49.68
"93","2007-05-16",50.490002
"94","2007-05-17",50.43
"95","2007-05-18",50.669998
"96","2007-05-21",51.169998
"97","2007-05-22",51.200001
"98","2007-05-23",51.18
"99","2007-05-24",49.599998
"100","2007-05-25",49.919998
"101","2007-05-29",50.18
"102","2007-05-30",51.16
"103","2007-05-31",51.450001
"104","2007-06-01",52.25
"105","2007-06-04",51.77
"106","2007-06-05",51.240002
"107","2007-06-06",49.919998
"108","2007-06-07",49.279999
"109","2007-06-08",50.720001
"110","2007-06-11",50.490002
"111","2007-06-12",49.029999
"112","2007-06-13",49.84
"113","2007-06-14",50.029999
"114","2007-06-15",50.240002
"115","2007-06-18",49.950001
"116","2007-06-19",49.880001
"117","2007-06-20",49.799999
"118","2007-06-21",49.57
"119","2007-06-22",49.580002
"120","2007-06-25",49.77
"121","2007-06-26",49.34
"122","2007-06-27",49.75
"123","2007-06-28",49.869999
"124","2007-06-29",49.25
"125","2007-07-02",49.540001
"126","2007-07-03",49.93
"127","2007-07-05",49.93
"128","2007-07-06",50.09
"129","2007-07-09",49.939999
"130","2007-07-10",48.709999
"131","2007-07-11",49.450001
"132","2007-07-12",50.02
"133","2007-07-13",50.560001
"134","2007-07-16",49.990002
"135","2007-07-17",50.07
"136","2007-07-18",49.91
"137","2007-07-19",50.360001
"138","2007-07-20",50.080002
"139","2007-07-23",50.240002
"140","2007-07-24",48.459999
"141","2007-07-25",48.360001
"142","2007-07-26",47
"143","2007-07-27",46.119999
"144","2007-07-30",46.16
"145","2007-07-31",45.360001
"146","2007-08-01",45.040001
"147","2007-08-02",45.169998
"148","2007-08-03",42.189999
"149","2007-08-06",44.799999
"150","2007-08-07",45.57
"151","2007-08-08",46.279999
"152","2007-08-09",46.790001
"153","2007-08-10",46.57
"154","2007-08-13",45.619999
"155","2007-08-14",43.990002
"156","2007-08-15",42.639999
"157","2007-08-16",42.779999
"158","2007-08-17",43.299999
"159","2007-08-20",44.02
"160","2007-08-21",43.41
"161","2007-08-22",43.970001
"162","2007-08-23",43.75
"163","2007-08-24",44.16
"164","2007-08-27",43.580002
"165","2007-08-28",42
"166","2007-08-29",43.330002
"167","2007-08-30",42.290001
"168","2007-08-31",43.599998
"169","2007-09-04",43.540001
"170","2007-09-05",43.459999
"171","2007-09-06",43.049999
"172","2007-09-07",42.25
"173","2007-09-10",41.849998
"174","2007-09-11",41.919998
"175","2007-09-12",41.099998
"176","2007-09-13",41.130001
"177","2007-09-14",41.580002
"178","2007-09-17",41.139999
"179","2007-09-18",43.459999
"180","2007-09-19",43.75
"181","2007-09-20",43.43
"182","2007-09-21",43.810001
"183","2007-09-24",42.439999
"184","2007-09-25",42.240002
"185","2007-09-26",43.799999
"186","2007-09-27",42.950001
"187","2007-09-28",42.75
"188","2007-10-01",43.360001
"189","2007-10-02",42.98
"190","2007-10-03",43.18
"191","2007-10-04",43.139999
"192","2007-10-05",45.59
"193","2007-10-08",45.16
"194","2007-10-09",45.189999
"195","2007-10-10",44.849998
"196","2007-10-11",44.59
"197","2007-10-12",44.349998
"198","2007-10-15",43.91
"199","2007-10-16",43.040001
"200","2007-10-17",42.139999
"201","2007-10-18",41.639999
"202","2007-10-19",40.09
"203","2007-10-22",40.209999
"204","2007-10-23",40.849998
"205","2007-10-24",40.279999
"206","2007-10-25",39.77
"207","2007-10-26",39.950001
"208","2007-10-29",39.5
"209","2007-10-30",39.490002
"210","2007-10-31",40.970001
"211","2007-11-01",40.25
"212","2007-11-02",39.790001
"213","2007-11-05",39.189999
