"","date","BNFT"
"1","2013-09-18",53.549999
"2","2013-09-19",50.299999
"3","2013-09-20",50.91
"4","2013-09-23",49.57
"5","2013-09-24",47.950001
"6","2013-09-25",46.52
"7","2013-09-26",44.970001
"8","2013-09-27",48.459999
"9","2013-09-30",49.16
"10","2013-10-01",49.099998
"11","2013-10-02",49.049999
"12","2013-10-03",47.310001
"13","2013-10-04",44.77
"14","2013-10-07",43.25
"15","2013-10-08",39.669998
"16","2013-10-09",38.310001
"17","2013-10-10",40.73
"18","2013-10-11",41.860001
"19","2013-10-14",48.32
"20","2013-10-15",47.59
"21","2013-10-16",49.099998
"22","2013-10-17",48.57
"23","2013-10-18",48.599998
"24","2013-10-21",52.59
"25","2013-10-22",51
"26","2013-10-23",50.450001
"27","2013-10-24",52.630001
"28","2013-10-25",52.599998
"29","2013-10-28",52.259998
"30","2013-10-29",52.889999
"31","2013-10-30",52.720001
"32","2013-10-31",50.099998
"33","2013-11-01",50.080002
"34","2013-11-04",48.349998
"35","2013-11-05",47.82
"36","2013-11-06",48.630001
"37","2013-11-07",46.259998
"38","2013-11-08",46.259998
"39","2013-11-11",47.630001
"40","2013-11-12",48.040001
"41","2013-11-13",47.490002
"42","2013-11-14",42.259998
"43","2013-11-15",43.5
"44","2013-11-18",40.389999
"45","2013-11-19",39.93
"46","2013-11-20",40.849998
"47","2013-11-21",40.27
"48","2013-11-22",40.84
"49","2013-11-25",41.610001
"50","2013-11-26",43.099998
"51","2013-11-27",48.049999
"52","2013-11-29",48.310001
"53","2013-12-02",48.700001
"54","2013-12-03",46.5
"55","2013-12-04",46.07
"56","2013-12-05",45.720001
"57","2013-12-06",48.25
"58","2013-12-09",46.029999
"59","2013-12-10",46.439999
"60","2013-12-11",47.669998
"61","2013-12-12",51.580002
"62","2013-12-13",54.509998
"63","2013-12-16",58.060001
"64","2013-12-17",57.040001
"65","2013-12-18",58.200001
"66","2013-12-19",54.639999
"67","2013-12-20",57.240002
"68","2013-12-23",58.349998
"69","2013-12-24",58.560001
"70","2013-12-26",57.290001
"71","2013-12-27",58.200001
"72","2013-12-30",58.299999
"73","2013-12-31",57.740002
"74","2014-01-02",56.049999
"75","2014-01-03",56.66
"76","2014-01-06",58.060001
"77","2014-01-07",63.18
"78","2014-01-08",63.509998
"79","2014-01-09",62.07
"80","2014-01-10",64.639999
"81","2014-01-13",64.580002
"82","2014-01-14",64.699997
"83","2014-01-15",69.050003
"84","2014-01-16",76
"85","2014-01-17",74.330002
"86","2014-01-21",73.730003
"87","2014-01-22",72.160004
"88","2014-01-23",71.599998
"89","2014-01-24",68
"90","2014-01-27",65.620003
"91","2014-01-28",66.18
"92","2014-01-29",63.799999
"93","2014-01-30",64.419998
"94","2014-01-31",65.150002
"95","2014-02-03",62.650002
"96","2014-02-04",65.760002
"97","2014-02-05",66.540001
"98","2014-02-06",66.989998
"99","2014-02-07",66.25
"100","2014-02-10",66
"101","2014-02-11",65.989998
"102","2014-02-12",65.839996
"103","2014-02-13",65.690002
"104","2014-02-14",65.599998
"105","2014-02-18",65.989998
"106","2014-02-19",65.940002
"107","2014-02-20",64.620003
"108","2014-02-21",64.330002
"109","2014-02-24",65.150002
"110","2014-02-25",67
"111","2014-02-26",67.07
"112","2014-02-27",66.050003
"113","2014-02-28",64.779999
"114","2014-03-03",62.139999
"115","2014-03-04",65.980003
"116","2014-03-05",68.440002
"117","2014-03-06",68.440002
"118","2014-03-07",63.450001
"119","2014-03-10",65.300003
"120","2014-03-11",59.709999
"121","2014-03-12",58.549999
"122","2014-03-13",57.91
"123","2014-03-14",56.970001
"124","2014-03-17",57.130001
"125","2014-03-18",57.700001
"126","2014-03-19",55.740002
"127","2014-03-20",51.93
"128","2014-03-21",52.580002
"129","2014-03-24",51.810001
"130","2014-03-25",53.470001
"131","2014-03-26",48.900002
"132","2014-03-27",47.490002
"133","2014-03-28",49.209999
"134","2014-03-31",46.970001
"135","2014-04-01",47.900002
"136","2014-04-02",44.290001
"137","2014-04-03",43.880001
"138","2014-04-04",40.549999
"139","2014-04-07",39.150002
"140","2014-04-08",41.849998
"141","2014-04-09",43.509998
"142","2014-04-10",40.950001
"143","2014-04-11",37.57
"144","2014-04-14",33.73
"145","2014-04-15",36.450001
"146","2014-04-16",37.330002
"147","2014-04-17",39.209999
"148","2014-04-21",38.369999
"149","2014-04-22",37.189999
"150","2014-04-23",36.650002
"151","2014-04-24",34.509998
"152","2014-04-25",31.700001
"153","2014-04-28",29.76
"154","2014-04-29",31.51
"155","2014-04-30",32.400002
"156","2014-05-01",33.200001
"157","2014-05-02",34.990002
"158","2014-05-05",32.599998
"159","2014-05-06",29.66
"160","2014-05-07",27.719999
"161","2014-05-08",28.610001
"162","2014-05-09",30
"163","2014-05-12",32.330002
"164","2014-05-13",32.32
"165","2014-05-14",31.940001
"166","2014-05-15",31.34
"167","2014-05-16",31.77
"168","2014-05-19",33.130001
"169","2014-05-20",33.889999
"170","2014-05-21",33.75
"171","2014-05-22",34.110001
"172","2014-05-23",34.98
"173","2014-05-27",38.16
"174","2014-05-28",39.34
"175","2014-05-29",39.310001
"176","2014-05-30",37.040001
