"","date","SNEX"
"1","2007-01-03",25.65
"2","2007-01-04",25.889999
"3","2007-01-05",25.559999
"4","2007-01-08",24.209999
"5","2007-01-09",22.16
"6","2007-01-10",23.66
"7","2007-01-11",22.719999
"8","2007-01-12",22.280001
"9","2007-01-16",21.950001
"10","2007-01-17",21.469999
"11","2007-01-18",21.17
"12","2007-01-19",22.67
"13","2007-01-22",21.76
"14","2007-01-23",22.52
"15","2007-01-24",22.98
"16","2007-01-25",23.74
"17","2007-01-26",23.799999
"18","2007-01-29",23.629999
"19","2007-01-30",23.200001
"20","2007-01-31",23.33
"21","2007-02-01",23.32
"22","2007-02-02",23.07
"23","2007-02-05",22.200001
"24","2007-02-06",20.24
"25","2007-02-07",19.299999
"26","2007-02-08",19.870001
"27","2007-02-09",19.450001
"28","2007-02-12",18.959999
"29","2007-02-13",19.26
"30","2007-02-14",19.299999
"31","2007-02-15",18.559999
"32","2007-02-16",17.389999
"33","2007-02-20",17.91
"34","2007-02-21",18.370001
"35","2007-02-22",18.450001
"36","2007-02-23",18.129999
"37","2007-02-26",17.809999
"38","2007-02-27",17.51
"39","2007-02-28",17.370001
"40","2007-03-01",17.200001
"41","2007-03-02",16.9
"42","2007-03-05",15.82
"43","2007-03-06",16.02
"44","2007-03-07",18.68
"45","2007-03-08",19.65
"46","2007-03-09",19.389999
"47","2007-03-12",19
"48","2007-03-13",18.23
"49","2007-03-14",18.43
"50","2007-03-15",19
"51","2007-03-16",19.040001
"52","2007-03-19",18.690001
"53","2007-03-20",19.34
"54","2007-03-21",20.18
"55","2007-03-22",20.639999
"56","2007-03-23",21.52
"57","2007-03-26",23.15
"58","2007-03-27",25.200001
"59","2007-03-28",25.950001
"60","2007-03-29",28.08
"61","2007-03-30",27.93
"62","2007-04-02",24.85
"63","2007-04-03",24.66
"64","2007-04-04",26.219999
"65","2007-04-05",25.92
"66","2007-04-09",25.459999
"67","2007-04-10",24.450001
"68","2007-04-11",22.870001
"69","2007-04-12",22.16
"70","2007-04-13",23.299999
"71","2007-04-16",24.049999
"72","2007-04-17",23.82
"73","2007-04-18",23.290001
"74","2007-04-19",23
"75","2007-04-20",22.76
"76","2007-04-23",22.51
"77","2007-04-24",22.65
"78","2007-04-25",22.4
"79","2007-04-26",22.700001
"80","2007-04-27",22.950001
"81","2007-04-30",22.809999
"82","2007-05-01",22.18
"83","2007-05-02",22.059999
"84","2007-05-03",22.08
"85","2007-05-04",23.200001
"86","2007-05-07",23.01
"87","2007-05-08",22.780001
"88","2007-05-09",22.67
"89","2007-05-10",22.65
"90","2007-05-11",22.34
"91","2007-05-14",22.049999
"92","2007-05-15",20.68
"93","2007-05-16",24
"94","2007-05-17",25.07
"95","2007-05-18",25
"96","2007-05-21",24.790001
"97","2007-05-22",24.299999
"98","2007-05-23",24.209999
"99","2007-05-24",23.6
"100","2007-05-25",23.959999
"101","2007-05-29",24.040001
"102","2007-05-30",24.83
"103","2007-05-31",24.1
"104","2007-06-01",24.309999
"105","2007-06-04",23.67
"106","2007-06-05",24.25
"107","2007-06-06",24.200001
"108","2007-06-07",23.41
"109","2007-06-08",23.67
"110","2007-06-11",23.85
"111","2007-06-12",23.92
"112","2007-06-13",23.93
"113","2007-06-14",23.83
"114","2007-06-15",23.809999
"115","2007-06-18",23.299999
"116","2007-06-19",23.709999
"117","2007-06-20",23.5
"118","2007-06-21",23.709999
"119","2007-06-22",23.280001
"120","2007-06-25",22.549999
"121","2007-06-26",22.58
"122","2007-06-27",22.65
"123","2007-06-28",22.709999
"124","2007-06-29",23.25
"125","2007-07-02",23.709999
"126","2007-07-03",23.5
"127","2007-07-05",23.549999
"128","2007-07-06",23.700001
"129","2007-07-09",23.84
"130","2007-07-10",23.280001
"131","2007-07-11",23.26
"132","2007-07-12",23.26
"133","2007-07-13",23.35
"134","2007-07-16",23.540001
"135","2007-07-17",23.9
"136","2007-07-18",24.440001
"137","2007-07-19",24.360001
"138","2007-07-20",24.129999
"139","2007-07-23",24.07
"140","2007-07-24",23.629999
"141","2007-07-25",23.51
"142","2007-07-26",22.25
"143","2007-07-27",21.74
"144","2007-07-30",21.51
"145","2007-07-31",21.790001
"146","2007-08-01",22.15
"147","2007-08-02",22.01
"148","2007-08-03",22.01
"149","2007-08-06",22.15
"150","2007-08-07",22.57
"151","2007-08-08",24.34
"152","2007-08-09",25.799999
"153","2007-08-10",23.959999
"154","2007-08-13",24.02
"155","2007-08-14",23.379999
"156","2007-08-15",23.450001
"157","2007-08-16",23.59
"158","2007-08-17",23.57
"159","2007-08-20",24.82
"160","2007-08-21",24.5
"161","2007-08-22",24.5
"162","2007-08-23",24.34
"163","2007-08-24",24.530001
"164","2007-08-27",24.98
"165","2007-08-28",25.01
"166","2007-08-29",25.01
"167","2007-08-30",25.01
"168","2007-08-31",25.02
"169","2007-09-04",25.209999
"170","2007-09-05",25.1
"171","2007-09-06",25.450001
"172","2007-09-07",25.5
"173","2007-09-10",25.200001
"174","2007-09-11",25.370001
"175","2007-09-12",25.75
"176","2007-09-13",25.700001
"177","2007-09-14",25.48
"178","2007-09-17",25.719999
"179","2007-09-18",25.65
"180","2007-09-19",25.969999
"181","2007-09-20",25.99
"182","2007-09-21",26.4
"183","2007-09-24",26.57
"184","2007-09-25",26.35
"185","2007-09-26",26.35
"186","2007-09-27",25.790001
"187","2007-09-28",25.75
"188","2007-10-01",25.540001
"189","2007-10-02",25.559999
"190","2007-10-03",25.76
"191","2007-10-04",25.83
"192","2007-10-05",25.629999
"193","2007-10-08",25.65
"194","2007-10-09",25.6
"195","2007-10-10",25.51
"196","2007-10-11",25.5
"197","2007-10-12",25.459999
"198","2007-10-15",25.379999
"199","2007-10-16",25.459999
"200","2007-10-17",25.49
"201","2007-10-18",25.49
"202","2007-10-19",25.24
"203","2007-10-22",25.41
"204","2007-10-23",25.440001
"205","2007-10-24",25.5
"206","2007-10-25",25.52
"207","2007-10-26",25.42
"208","2007-10-29",25.65
"209","2007-10-30",25.620001
"210","2007-10-31",26.040001
"211","2007-11-01",26.09
"212","2007-11-02",26.459999
"213","2007-11-05",26.09
"214","2007-11-06",30.68
"215","2007-11-07",27.530001
"216","2007-11-08",27.870001
"217","2007-11-09",27.32
"218","2007-11-12",27.469999
"219","2007-11-13",28.450001
"220","2007-11-14",29.48
"221","2007-11-15",28.200001
