"","date","HTLD"
"1","2007-01-03",15.34
"2","2007-01-04",15.8
"3","2007-01-05",15.5
"4","2007-01-08",15.33
"5","2007-01-09",15.43
"6","2007-01-10",15.33
"7","2007-01-11",15.61
"8","2007-01-12",15.96
"9","2007-01-16",16.219999
"10","2007-01-17",16.17
"11","2007-01-18",16.290001
"12","2007-01-19",16.42
"13","2007-01-22",16.23
"14","2007-01-23",16.24
"15","2007-01-24",16.290001
"16","2007-01-25",16.209999
"17","2007-01-26",15.93
"18","2007-01-29",16.299999
"19","2007-01-30",16.74
"20","2007-01-31",16.93
"21","2007-02-01",17.33
"22","2007-02-02",17.58
"23","2007-02-05",17.370001
"24","2007-02-06",17.33
"25","2007-02-07",17.15
"26","2007-02-08",17
"27","2007-02-09",16.879999
"28","2007-02-12",16.860001
"29","2007-02-13",17.049999
"30","2007-02-14",17.190001
"31","2007-02-15",17.219999
"32","2007-02-16",17.09
"33","2007-02-20",17.440001
"34","2007-02-21",17.719999
"35","2007-02-22",17.620001
"36","2007-02-23",17.620001
"37","2007-02-26",17.18
"38","2007-02-27",16.459999
"39","2007-02-28",16.51
"40","2007-03-01",16.34
"41","2007-03-02",15.97
"42","2007-03-05",15.5
"43","2007-03-06",15.9
"44","2007-03-07",16.01
"45","2007-03-08",16
"46","2007-03-09",15.94
"47","2007-03-12",16.15
"48","2007-03-13",16
"49","2007-03-14",15.99
"50","2007-03-15",16.059999
"51","2007-03-16",16.09
"52","2007-03-19",15.96
"53","2007-03-20",16.23
"54","2007-03-21",16.58
"55","2007-03-22",16.74
"56","2007-03-23",16.84
"57","2007-03-26",16.6
"58","2007-03-27",16.290001
"59","2007-03-28",16.07
"60","2007-03-29",15.93
"61","2007-03-30",15.88
"62","2007-04-02",15.89
"63","2007-04-03",16.24
"64","2007-04-04",15.8
"65","2007-04-05",15.98
"66","2007-04-09",16.129999
"67","2007-04-10",15.95
"68","2007-04-11",16.02
"69","2007-04-12",16.34
"70","2007-04-13",16.6
"71","2007-04-16",16.83
"72","2007-04-17",16.41
"73","2007-04-18",16.389999
"74","2007-04-19",17.91
"75","2007-04-20",17.82
"76","2007-04-23",17.93
"77","2007-04-24",17.52
"78","2007-04-25",17.870001
"79","2007-04-26",17.65
"80","2007-04-27",17.440001
"81","2007-04-30",17.23
"82","2007-05-01",17.32
"83","2007-05-02",17.450001
"84","2007-05-03",17.610001
"85","2007-05-04",17.68
"86","2007-05-07",17.6
"87","2007-05-08",17.57
"88","2007-05-09",17.459999
"89","2007-05-10",16.879999
"90","2007-05-11",17.25
"91","2007-05-14",16.860001
"92","2007-05-15",18.200001
"93","2007-05-16",18.35
"94","2007-05-17",18.09
"95","2007-05-18",18.219999
"96","2007-05-21",18.82
"97","2007-05-22",16.889999
"98","2007-05-23",16.9
"99","2007-05-24",16.530001
"100","2007-05-25",16.360001
"101","2007-05-29",16.700001
"102","2007-05-30",16.99
"103","2007-05-31",16.77
"104","2007-06-01",16.809999
"105","2007-06-04",16.91
"106","2007-06-05",16.559999
"107","2007-06-06",16.360001
"108","2007-06-07",16
"109","2007-06-08",16.110001
"110","2007-06-11",15.98
"111","2007-06-12",15.9
"112","2007-06-13",16.219999
"113","2007-06-14",16.309999
"114","2007-06-15",16.34
"115","2007-06-18",16.110001
"116","2007-06-19",16.370001
"117","2007-06-20",16.16
"118","2007-06-21",16.360001
"119","2007-06-22",16.18
"120","2007-06-25",16.219999
"121","2007-06-26",16.32
"122","2007-06-27",16.68
"123","2007-06-28",16.77
"124","2007-06-29",16.299999
"125","2007-07-02",16.48
"126","2007-07-03",16.700001
"127","2007-07-05",16.51
"128","2007-07-06",16.700001
"129","2007-07-09",16.959999
"130","2007-07-10",16.67
"131","2007-07-11",17
"132","2007-07-12",17.389999
"133","2007-07-13",16.98
"134","2007-07-16",16.82
"135","2007-07-17",16.73
"136","2007-07-18",16.57
"137","2007-07-19",16.49
"138","2007-07-20",15.92
"139","2007-07-23",15.18
"140","2007-07-24",14.76
"141","2007-07-25",14.69
"142","2007-07-26",14.69
"143","2007-07-27",14.43
"144","2007-07-30",14.58
"145","2007-07-31",14.91
"146","2007-08-01",15.27
"147","2007-08-02",15.28
"148","2007-08-03",14.75
"149","2007-08-06",15.56
"150","2007-08-07",15.25
"151","2007-08-08",16.139999
"152","2007-08-09",16.15
"153","2007-08-10",15.34
"154","2007-08-13",15.08
"155","2007-08-14",14.89
"156","2007-08-15",14.9
"157","2007-08-16",15.14
"158","2007-08-17",15.85
"159","2007-08-20",15.79
"160","2007-08-21",15.51
"161","2007-08-22",15.59
"162","2007-08-23",15.03
"163","2007-08-24",15.47
"164","2007-08-27",15.35
"165","2007-08-28",14.82
"166","2007-08-29",15.47
"167","2007-08-30",15.36
"168","2007-08-31",15.57
"169","2007-09-04",15.47
"170","2007-09-05",15.01
"171","2007-09-06",15.23
"172","2007-09-07",14.91
"173","2007-09-10",14.58
"174","2007-09-11",14.71
"175","2007-09-12",14.51
"176","2007-09-13",14.55
"177","2007-09-14",14.82
"178","2007-09-17",14.62
"179","2007-09-18",15.05
"180","2007-09-19",14.92
"181","2007-09-20",14.7
"182","2007-09-21",14.86
"183","2007-09-24",14.41
"184","2007-09-25",14.29
"185","2007-09-26",14.39
"186","2007-09-27",14.29
"187","2007-09-28",14.28
"188","2007-10-01",14.44
"189","2007-10-02",14.97
"190","2007-10-03",14.55
"191","2007-10-04",14.55
"192","2007-10-05",15.05
"193","2007-10-08",14.79
"194","2007-10-09",15.05
"195","2007-10-10",14.85
"196","2007-10-11",14.43
"197","2007-10-12",14.36
"198","2007-10-15",14.34
"199","2007-10-16",14.3
"200","2007-10-17",13.97
"201","2007-10-18",13.76
"202","2007-10-19",13.45
"203","2007-10-22",14.15
"204","2007-10-23",14.2
"205","2007-10-24",13.86
"206","2007-10-25",13.78
"207","2007-10-26",14.08
"208","2007-10-29",13.94
"209","2007-10-30",13.77
"210","2007-10-31",13.94
"211","2007-11-01",13.55
"212","2007-11-02",14.01
"213","2007-11-05",13.94
"214","2007-11-06",13.73
"215","2007-11-07",13.34
"216","2007-11-08",13.52
"217","2007-11-09",13.45
"218","2007-11-12",13.41
"219","2007-11-13",13.86
"220","2007-11-14",13.85
"221","2007-11-15",13.39
"222","2007-11-16",13.21
"223","2007-11-19",13.32
"224","2007-11-20",13.64
"225","2007-11-21",13.74
"226","2007-11-23",13.78
"227","2007-11-26",13.92
"228","2007-11-27",13.98
"229","2007-11-28",14.59
"230","2007-11-29",14.23
"231","2007-11-30",14.53
"232","2007-12-03",14.3
"233","2007-12-04",14.29
"234","2007-12-05",14.5
"235","2007-12-06",15.27
"236","2007-12-07",15.29
"237","2007-12-10",15.57
"238","2007-12-11",15
"239","2007-12-12",15.08
"240","2007-12-13",15.11
"241","2007-12-14",14.8
"242","2007-12-17",14.6
"243","2007-12-18",14.48
"244","2007-12-19",14.34
"245","2007-12-20",14.67
"246","2007-12-21",14.76
"247","2007-12-24",14.97
"248","2007-12-26",15.06
"249","2007-12-27",14.28
"250","2007-12-28",14.47
"251","2007-12-31",14.18
"252","2008-01-02",13.71
"253","2008-01-03",13.46
"254","2008-01-04",13.5
"255","2008-01-07",13.48
"256","2008-01-08",13.27
"257","2008-01-09",13.39
"258","2008-01-10",13.88
"259","2008-01-11",13.62
"260","2008-01-14",14.08
"261","2008-01-15",13.76
"262","2008-01-16",14.18
"263","2008-01-17",14.31
"264","2008-01-18",14.72
"265","2008-01-22",14.21
"266","2008-01-23",15.58
"267","2008-01-24",14.78
"268","2008-01-25",14.81
"269","2008-01-28",14.91
"270","2008-01-29",15.32
"271","2008-01-30",15.62
"272","2008-01-31",16.25
"273","2008-02-01",16.219999
"274","2008-02-04",15.62
"275","2008-02-05",15.71
"276","2008-02-06",15.39
"277","2008-02-07",15.58
"278","2008-02-08",15.32
"279","2008-02-11",15.26
"280","2008-02-12",15.28
"281","2008-02-13",15.1
"282","2008-02-14",14.75
"283","2008-02-15",14.76
"284","2008-02-19",14.55
"285","2008-02-20",14.69
"286","2008-02-21",14.1
"287","2008-02-22",14.22
"288","2008-02-25",14.32
"289","2008-02-26",14.39
"290","2008-02-27",14.14
"291","2008-02-28",14
"292","2008-02-29",13.98
"293","2008-03-03",14.05
"294","2008-03-04",14.4
"295","2008-03-05",14.27
"296","2008-03-06",13.88
"297","2008-03-07",13.86
"298","2008-03-10",13.48
"299","2008-03-11",14.28
"300","2008-03-12",13.92
"301","2008-03-13",14
"302","2008-03-14",13.74
"303","2008-03-17",14.08
"304","2008-03-18",14.71
"305","2008-03-19",13.84
"306","2008-03-20",14.5
"307","2008-03-24",15.34
"308","2008-03-25",15.22
"309","2008-03-26",15.19
"310","2008-03-27",15
"311","2008-03-28",14.72
"312","2008-03-31",14.26
"313","2008-04-01",14.83
"314","2008-04-02",14.89
"315","2008-04-03",15.17
"316","2008-04-04",14.54
"317","2008-04-07",14.53
"318","2008-04-08",14.54
"319","2008-04-09",14.16
"320","2008-04-10",14.36
"321","2008-04-11",14.13
"322","2008-04-14",14.03
"323","2008-04-15",14.11
"324","2008-04-16",15.03
"325","2008-04-17",14.4
"326","2008-04-18",14.89
"327","2008-04-21",14.48
"328","2008-04-22",14.5
"329","2008-04-23",14.2
"330","2008-04-24",15
"331","2008-04-25",15.21
"332","2008-04-28",15.39
"333","2008-04-29",15.5
"334","2008-04-30",15.47
"335","2008-05-01",16.16
"336","2008-05-02",15.81
"337","2008-05-05",15.65
"338","2008-05-06",16.02
"339","2008-05-07",15.48
"340","2008-05-08",15.79
"341","2008-05-09",15.59
"342","2008-05-12",15.86
"343","2008-05-13",16
"344","2008-05-14",15.98
"345","2008-05-15",16.209999
"346","2008-05-16",16.030001
"347","2008-05-19",15.95
"348","2008-05-20",15.52
"349","2008-05-21",14.81
"350","2008-05-22",15.1
"351","2008-05-23",15.09
"352","2008-05-27",15.35
"353","2008-05-28",15.45
"354","2008-05-29",15.5
"355","2008-05-30",15.4
"356","2008-06-02",15.21
"357","2008-06-03",15.27
"358","2008-06-04",15.77
"359","2008-06-05",15.91
"360","2008-06-06",15.27
"361","2008-06-09",15.44
"362","2008-06-10",15.34
"363","2008-06-11",14.76
