"","date","AMZN"
"1","2007-01-03",38.700001
"2","2007-01-04",38.900002
"3","2007-01-05",38.369999
"4","2007-01-08",37.5
"5","2007-01-09",37.779999
"6","2007-01-10",37.150002
"7","2007-01-11",37.400002
"8","2007-01-12",38.200001
"9","2007-01-16",38.66
"10","2007-01-17",37.880001
"11","2007-01-18",36.98
"12","2007-01-19",37.02
"13","2007-01-22",36.950001
"14","2007-01-23",36.43
"15","2007-01-24",37.259998
"16","2007-01-25",37.080002
"17","2007-01-26",36.849998
"18","2007-01-29",37.43
"19","2007-01-30",37.049999
"20","2007-01-31",37.669998
"21","2007-02-01",38.700001
"22","2007-02-02",37.389999
"23","2007-02-05",37.16
"24","2007-02-06",38.27
"25","2007-02-07",38.98
"26","2007-02-08",39.099998
"27","2007-02-09",38.720001
"28","2007-02-12",38.849998
"29","2007-02-13",39.310001
"30","2007-02-14",40.139999
"31","2007-02-15",40.060001
"32","2007-02-16",40.330002
"33","2007-02-20",41.509998
"34","2007-02-21",41.259998
"35","2007-02-22",41
"36","2007-02-23",40.779999
"37","2007-02-26",40.880001
"38","2007-02-27",38.830002
"39","2007-02-28",39.139999
"40","2007-03-01",38.849998
"41","2007-03-02",37.689999
"42","2007-03-05",37.049999
"43","2007-03-06",38.580002
"44","2007-03-07",38.360001
"45","2007-03-08",38.099998
"46","2007-03-09",38.84
"47","2007-03-12",38.810001
"48","2007-03-13",37.82
"49","2007-03-14",38.080002
"50","2007-03-15",37.779999
"51","2007-03-16",37.849998
"52","2007-03-19",38.450001
"53","2007-03-20",38.580002
"54","2007-03-21",39.799999
"55","2007-03-22",39.490002
"56","2007-03-23",38.98
"57","2007-03-26",39.009998
"58","2007-03-27",39.369999
"59","2007-03-28",39.34
"60","2007-03-29",39.810001
"61","2007-03-30",39.790001
"62","2007-04-02",40.419998
"63","2007-04-03",41.189999
"64","2007-04-04",41.529999
"65","2007-04-05",41.68
"66","2007-04-09",41.66
"67","2007-04-10",41.860001
"68","2007-04-11",41.68
"69","2007-04-12",42.27
"70","2007-04-13",42.41
"71","2007-04-16",45.200001
"72","2007-04-17",45.07
"73","2007-04-18",44.990002
"74","2007-04-19",44.639999
"75","2007-04-20",44.950001
"76","2007-04-23",44.77
"77","2007-04-24",44.75
"78","2007-04-25",56.810001
"79","2007-04-26",62.779999
"80","2007-04-27",62.599998
"81","2007-04-30",61.330002
"82","2007-05-01",62.040001
"83","2007-05-02",61.18
"84","2007-05-03",62.189999
"85","2007-05-04",63.23
"86","2007-05-07",60.82
"87","2007-05-08",61.830002
"88","2007-05-09",62.849998
"89","2007-05-10",60.919998
"90","2007-05-11",61.560001
"91","2007-05-14",61.700001
"92","2007-05-15",60.580002
"93","2007-05-16",63.220001
"94","2007-05-17",62.169998
"95","2007-05-18",63.299999
"96","2007-05-21",68.300003
"97","2007-05-22",68.879997
"98","2007-05-23",69
"99","2007-05-24",69.349998
"100","2007-05-25",68.550003
"101","2007-05-29",69.629997
"102","2007-05-30",69.860001
"103","2007-05-31",69.139999
"104","2007-06-01",68.580002
"105","2007-06-04",70.419998
"106","2007-06-05",73.650002
"107","2007-06-06",72.290001
"108","2007-06-07",72.040001
"109","2007-06-08",73.239998
"110","2007-06-11",71.169998
"111","2007-06-12",70.07
"112","2007-06-13",70.889999
"113","2007-06-14",71.940002
"114","2007-06-15",72.400002
"115","2007-06-18",71.830002
"116","2007-06-19",69.809998
"117","2007-06-20",69.099998
"118","2007-06-21",69.669998
"119","2007-06-22",68.860001
"120","2007-06-25",68.660004
"121","2007-06-26",67.480003
"122","2007-06-27",68.139999
"123","2007-06-28",68.889999
"124","2007-06-29",68.410004
"125","2007-07-02",69.610001
"126","2007-07-03",69.449997
"127","2007-07-05",68.730003
"128","2007-07-06",68.970001
"129","2007-07-09",72.07
"130","2007-07-10",70.279999
"131","2007-07-11",70.730003
"132","2007-07-12",72.790001
"133","2007-07-13",75.099998
"134","2007-07-16",73.690002
"135","2007-07-17",73.790001
"136","2007-07-18",73.32
"137","2007-07-19",73.349998
"138","2007-07-20",71.629997
"139","2007-07-23",71.739998
"140","2007-07-24",69.25
"141","2007-07-25",86.18
"142","2007-07-26",84.010002
"143","2007-07-27",84.040001
"144","2007-07-30",82.699997
"145","2007-07-31",78.540001
"146","2007-08-01",77.309998
"147","2007-08-02",79.709999
"148","2007-08-03",76.800003
"149","2007-08-06",79
"150","2007-08-07",79.139999
"151","2007-08-08",77.779999
"152","2007-08-09",74.110001
"153","2007-08-10",74.779999
"154","2007-08-13",74.870003
"155","2007-08-14",73.449997
"156","2007-08-15",72.379997
"157","2007-08-16",72.790001
"158","2007-08-17",75.019997
"159","2007-08-20",74.699997
"160","2007-08-21",77.489998
"161","2007-08-22",78.5
"162","2007-08-23",77.300003
"163","2007-08-24",79.25
"164","2007-08-27",78.650002
"165","2007-08-28",76.220001
"166","2007-08-29",79.050003
"167","2007-08-30",78.68
"168","2007-08-31",79.910004
"169","2007-09-04",82.699997
"170","2007-09-05",83.75
"171","2007-09-06",86.209999
"172","2007-09-07",84.519997
"173","2007-09-10",83.339996
"174","2007-09-11",86.279999
"175","2007-09-12",87.300003
"176","2007-09-13",87.260002
"177","2007-09-14",87.769997
"178","2007-09-17",86.910004
"179","2007-09-18",88.75
"180","2007-09-19",89
"181","2007-09-20",89.650002
"182","2007-09-21",91.300003
"183","2007-09-24",92.589996
"184","2007-09-25",93.480003
"185","2007-09-26",93.43
"186","2007-09-27",93.379997
"187","2007-09-28",93.150002
"188","2007-10-01",93.410004
"189","2007-10-02",92.360001
"190","2007-10-03",92.459999
"191","2007-10-04",92.260002
"192","2007-10-05",93.43
"193","2007-10-08",95.849998
"194","2007-10-09",95.32
"195","2007-10-10",94.660004
"196","2007-10-11",89.339996
"197","2007-10-12",92.370003
"198","2007-10-15",90.529999
"199","2007-10-16",89.529999
"200","2007-10-17",90.550003
"201","2007-10-18",89.849998
"202","2007-10-19",89.760002
"203","2007-10-22",91.290001
"204","2007-10-23",100.82
"205","2007-10-24",88.730003
"206","2007-10-25",88.209999
"207","2007-10-26",90
"208","2007-10-29",90.099998
"209","2007-10-30",88.239998
"210","2007-10-31",89.150002
"211","2007-11-01",87.650002
"212","2007-11-02",85.980003
"213","2007-11-05",84.370003
"214","2007-11-06",87.269997
"215","2007-11-07",87.040001
"216","2007-11-08",83.580002
"217","2007-11-09",78.889999
"218","2007-11-12",77
"219","2007-11-13",79.860001
"220","2007-11-14",78.510002
"221","2007-11-15",77.849998
"222","2007-11-16",78.599998
"223","2007-11-19",79.18
"224","2007-11-20",80.389999
"225","2007-11-21",79.760002
"226","2007-11-23",81.43
"227","2007-11-26",81.300003
"228","2007-11-27",85.589996
