"","date","BHVN"
"1","2017-05-04",17.5
"2","2017-05-05",17.91
"3","2017-05-08",19.4
"4","2017-05-09",19.85
"5","2017-05-10",21.870001
"6","2017-05-11",21.9
"7","2017-05-12",21.59
"8","2017-05-15",21.969999
"9","2017-05-16",22.85
"10","2017-05-17",22.09
"11","2017-05-18",22.42
"12","2017-05-19",22.02
"13","2017-05-22",20.9
"14","2017-05-23",21.940001
"15","2017-05-24",21.84
"16","2017-05-25",22.969999
"17","2017-05-26",23.790001
"18","2017-05-30",24.09
"19","2017-05-31",25.209999
"20","2017-06-01",24.889999
"21","2017-06-02",24.51
"22","2017-06-05",24.75
"23","2017-06-06",22.219999
"24","2017-06-07",22.01
"25","2017-06-08",21.99
"26","2017-06-09",21.5
"27","2017-06-12",21.57
"28","2017-06-13",22.68
"29","2017-06-14",23.52
"30","2017-06-15",23.08
"31","2017-06-16",25.58
"32","2017-06-19",25.629999
"33","2017-06-20",25.58
"34","2017-06-21",26.799999
"35","2017-06-22",25.459999
"36","2017-06-23",25.33
"37","2017-06-26",25.01
"38","2017-06-27",25.059999
"39","2017-06-28",24.790001
"40","2017-06-29",25.129999
"41","2017-06-30",25
"42","2017-07-03",26.01
"43","2017-07-05",25.51
"44","2017-07-06",24.66
"45","2017-07-07",24.01
"46","2017-07-10",24
"47","2017-07-11",23.83
"48","2017-07-12",24.6
"49","2017-07-13",24.4
"50","2017-07-14",24.73
"51","2017-07-17",25.030001
"52","2017-07-18",24.91
"53","2017-07-19",24.74
"54","2017-07-20",24.33
"55","2017-07-21",24.879999
"56","2017-07-24",25.790001
"57","2017-07-25",26.23
"58","2017-07-26",26.120001
"59","2017-07-27",25.25
"60","2017-07-28",25.610001
"61","2017-07-31",25.76
"62","2017-08-01",25.34
"63","2017-08-02",23.629999
"64","2017-08-03",23.540001
"65","2017-08-04",23.58
"66","2017-08-07",23.98
"67","2017-08-08",24.24
"68","2017-08-09",24.18
"69","2017-08-10",23.620001
"70","2017-08-11",24.4
"71","2017-08-14",24.41
"72","2017-08-15",24.59
"73","2017-08-16",25.639999
"74","2017-08-17",25.59
"75","2017-08-18",28.52
"76","2017-08-21",30.33
"77","2017-08-22",33.5
"78","2017-08-23",33.02
"79","2017-08-24",34.200001
"80","2017-08-25",34.240002
"81","2017-08-28",37.540001
"82","2017-08-29",36.439999
"83","2017-08-30",35.150002
"84","2017-08-31",35.75
"85","2017-09-01",38
"86","2017-09-05",37.540001
"87","2017-09-06",38.080002
"88","2017-09-07",37.970001
"89","2017-09-08",38.119999
"90","2017-09-11",38.209999
"91","2017-09-12",38.009998
"92","2017-09-13",38.169998
"93","2017-09-14",37.82
"94","2017-09-15",37.860001
"95","2017-09-18",37.349998
"96","2017-09-19",37.68
"97","2017-09-20",37.18
"98","2017-09-21",36.790001
"99","2017-09-22",36.880001
"100","2017-09-25",37.98
"101","2017-09-26",37.990002
"102","2017-09-27",38.07
"103","2017-09-28",38
"104","2017-09-29",37.380001
"105","2017-10-02",35.560001
"106","2017-10-03",33.080002
"107","2017-10-04",33
"108","2017-10-05",32.060001
"109","2017-10-06",32.099998
"110","2017-10-09",32.110001
"111","2017-10-10",33.040001
"112","2017-10-11",33.900002
"113","2017-10-12",32.560001
"114","2017-10-13",31.700001
"115","2017-10-16",31.549999
"116","2017-10-17",32.07
"117","2017-10-18",32.41
"118","2017-10-19",32.720001
"119","2017-10-20",31.67
"120","2017-10-23",31.16
"121","2017-10-24",30.25
"122","2017-10-25",30.08
"123","2017-10-26",30.16
"124","2017-10-27",32.080002
"125","2017-10-30",30.77
"126","2017-10-31",30.059999
"127","2017-11-01",29.360001
"128","2017-11-02",28.93
"129","2017-11-03",29.440001
"130","2017-11-06",29.65
"131","2017-11-07",29.049999
"132","2017-11-08",27.700001
"133","2017-11-09",26.25
"134","2017-11-10",26.469999
"135","2017-11-13",25.389999
"136","2017-11-14",24.389999
"137","2017-11-15",23.940001
"138","2017-11-16",25.360001
"139","2017-11-17",25.610001
"140","2017-11-20",25.08
"141","2017-11-21",25.15
"142","2017-11-22",25.51
"143","2017-11-24",25.98
"144","2017-11-27",25.950001
"145","2017-11-28",25.35
"146","2017-11-29",25.26
"147","2017-11-30",23.129999
"148","2017-12-01",22.58
"149","2017-12-04",21.18
"150","2017-12-05",21.1
"151","2017-12-06",20.440001
"152","2017-12-07",20.790001
"153","2017-12-08",21.01
"154","2017-12-11",21.700001
"155","2017-12-12",21.77
"156","2017-12-13",23.24
"157","2017-12-14",21.93
"158","2017-12-15",22.280001
"159","2017-12-18",23.67
"160","2017-12-19",25.209999
"161","2017-12-20",26.85
"162","2017-12-21",27.209999
"163","2017-12-22",28.1
"164","2017-12-26",27.51
"165","2017-12-27",26.950001
"166","2017-12-28",27.01
"167","2017-12-29",26.98
"168","2018-01-02",28.09
"169","2018-01-03",28.42
"170","2018-01-04",28.85
"171","2018-01-05",29.959999
"172","2018-01-08",29.91
"173","2018-01-09",30.07
"174","2018-01-10",27.09
"175","2018-01-11",26.129999
"176","2018-01-12",26.440001
"177","2018-01-16",26.57
"178","2018-01-17",26.93
"179","2018-01-18",28.969999
"180","2018-01-19",31.24
"181","2018-01-22",32.060001
"182","2018-01-23",33.150002
"183","2018-01-24",31.370001
"184","2018-01-25",32.299999
"185","2018-01-26",32.75
"186","2018-01-29",33.099998
"187","2018-01-30",32.919998
"188","2018-01-31",34.560001
"189","2018-02-01",32.700001
"190","2018-02-02",32.060001
"191","2018-02-05",32.41
"192","2018-02-06",32.490002
"193","2018-02-07",32.540001
"194","2018-02-08",30.4
"195","2018-02-09",29.709999
"196","2018-02-12",30.549999
"197","2018-02-13",31.17
"198","2018-02-14",29.9
"199","2018-02-15",29.190001
"200","2018-02-16",29.610001
"201","2018-02-20",29.58
"202","2018-02-21",28.940001
"203","2018-02-22",31.059999
"204","2018-02-23",33.099998
"205","2018-02-26",33.669998
"206","2018-02-27",34.290001
"207","2018-02-28",33.889999
"208","2018-03-01",32.41
"209","2018-03-02",33.98
"210","2018-03-05",33.209999
"211","2018-03-06",30.690001
"212","2018-03-07",30.25
"213","2018-03-08",29.49
"214","2018-03-09",30.5
"215","2018-03-12",30.32
"216","2018-03-13",28.93
"217","2018-03-14",28.530001
"218","2018-03-15",27.25
