"","date","SVA"
"79","2012-10-08",3.27
"80","2012-10-09",3.22
"81","2012-10-10",3.14
"82","2012-10-11",3.25
"83","2012-10-12",3.17
"84","2012-10-15",3.19
"85","2012-10-16",3.27
"86","2012-10-17",3.46
"87","2012-10-18",3.25
"88","2012-10-19",3.3
"89","2012-10-22",3.22
"90","2012-10-23",3.18
"91","2012-10-24",3.17
"92","2012-10-25",3.18
"93","2012-10-26",3.1
"94","2012-10-31",2.95
"95","2012-11-01",2.85
"96","2012-11-02",2.69
"97","2012-11-05",2.65
"98","2012-11-06",2.7
"99","2012-11-07",2.59
"100","2012-11-08",2.6
"101","2012-11-09",2.57
"102","2012-11-12",2.6
"103","2012-11-13",2.8
"104","2012-11-14",2.75
"105","2012-11-15",2.47
"106","2012-11-16",2.52
"107","2012-11-19",2.58
"108","2012-11-20",2.64
"109","2012-11-21",2.64
"110","2012-11-23",2.76
"111","2012-11-26",2.72
"112","2012-11-27",2.71
"113","2012-11-28",2.64
"114","2012-11-29",2.66
"115","2012-11-30",2.63
"116","2012-12-03",2.51
"117","2012-12-04",2.49
"118","2012-12-05",2.47
"119","2012-12-06",2.53
"120","2012-12-07",2.47
"121","2012-12-10",2.45
"122","2012-12-11",2.52
"123","2012-12-12",2.45
"124","2012-12-13",2.46
"125","2012-12-14",2.44
"126","2012-12-17",2.52
"127","2012-12-18",2.57
"128","2012-12-19",2.68
"129","2012-12-20",2.81
"130","2012-12-21",3.28
"131","2012-12-24",2.92
"132","2012-12-26",2.88
"133","2012-12-27",2.86
"134","2012-12-28",3.11
"135","2012-12-31",3.14
"136","2013-01-02",3.07
"137","2013-01-03",3.12
"138","2013-01-04",3.12
"139","2013-01-07",3.24
"140","2013-01-08",3.24
"141","2013-01-09",3.5
"142","2013-01-10",3.5
"143","2013-01-11",3.67
"144","2013-01-14",3.58
"145","2013-01-15",3.62
"146","2013-01-16",3.4
"147","2013-01-17",3.35
"148","2013-01-18",3.48
"149","2013-01-22",3.45
"150","2013-01-23",3.28
"151","2013-01-24",3.22
"152","2013-01-25",3.19
"153","2013-01-28",3.1
"154","2013-01-29",3.15
"155","2013-01-30",3.17
"156","2013-01-31",3.14
"157","2013-02-01",3.23
"158","2013-02-04",3.19
"159","2013-02-05",3.24
"160","2013-02-06",3.24
"161","2013-02-07",3.24
"162","2013-02-08",3.23
"163","2013-02-11",3.24
"164","2013-02-12",3.27
"165","2013-02-13",3.28
"166","2013-02-14",3.29
"167","2013-02-15",3.36
"168","2013-02-19",3.27
"169","2013-02-20",3.4
"170","2013-02-21",3.41
"171","2013-02-22",3.4
"172","2013-02-25",3.34
"173","2013-02-26",3.41
"174","2013-02-27",3.4
"175","2013-02-28",3.3
"176","2013-03-01",3.37
"177","2013-03-04",3.41
"178","2013-03-05",3.42
"179","2013-03-06",3.38
"180","2013-03-07",3.45
"181","2013-03-08",3.4
"182","2013-03-11",3.34
"183","2013-03-12",3.22
"184","2013-03-13",3.19
"185","2013-03-14",3.76
"186","2013-03-15",3.6
"187","2013-03-18",3.66
"188","2013-03-19",3.76
"189","2013-03-20",3.76
"190","2013-03-21",3.7
"191","2013-03-22",3.77
"192","2013-03-25",3.69
"193","2013-03-26",3.76
"194","2013-03-27",3.68
"195","2013-03-28",3.72
"196","2013-04-01",3.81
"197","2013-04-02",3.65
"198","2013-04-03",3.6
"199","2013-04-04",3.6
"200","2013-04-05",3.93
"201","2013-04-08",3.77
"202","2013-04-09",3.83
"203","2013-04-10",3.76
"204","2013-04-11",3.84
"205","2013-04-12",3.85
"206","2013-04-15",4.11
"207","2013-04-16",4.1
"208","2013-04-17",4.13
"209","2013-04-18",3.72
"210","2013-04-19",3.705
"211","2013-04-22",3.69
"212","2013-04-23",3.77
"213","2013-04-24",3.71
"214","2013-04-25",3.72
"215","2013-04-26",3.65
"216","2013-04-29",3.69
"217","2013-04-30",3.56
"218","2013-05-01",3.38
"219","2013-05-02",3.35
"220","2013-05-03",3.38
"221","2013-05-06",3.33
"222","2013-05-07",3.35
"223","2013-05-08",3.34
"224","2013-05-09",3.31
"225","2013-05-10",3.28
"226","2013-05-13",3.26
"227","2013-05-14",3.33
"228","2013-05-15",3.28
"229","2013-05-16",3.26
"230","2013-05-17",3.23
"231","2013-05-20",3.3
"232","2013-05-21",3.4
"233","2013-05-22",3.35
"234","2013-05-23",3.35
"235","2013-05-24",3.31
"236","2013-05-28",3.99
"237","2013-05-29",3.87
"238","2013-05-30",4
"239","2013-05-31",3.99
"240","2013-06-03",4.05
"241","2013-06-04",3.99
"242","2013-06-05",3.92
"243","2013-06-06",3.9
"244","2013-06-07",4.02
"245","2013-06-10",4.01
"246","2013-06-11",4.04
"247","2013-06-12",3.99
"248","2013-06-13",4.03
"249","2013-06-14",3.98
"250","2013-06-17",3.98
"251","2013-06-18",4.05
"252","2013-06-19",4.01
"253","2013-06-20",3.9
"254","2013-06-21",3.92
"255","2013-06-24",3.86
"256","2013-06-25",3.87
"257","2013-06-26",3.91
"258","2013-06-27",3.96
"259","2013-06-28",3.93
"260","2013-07-01",3.9
"261","2013-07-02",3.94
"262","2013-07-03",3.95
"263","2013-07-05",3.92
"264","2013-07-08",3.89
"265","2013-07-09",3.86
"266","2013-07-10",3.89
"267","2013-07-11",4.04
"268","2013-07-12",4.07
"269","2013-07-15",4.03
"270","2013-07-16",3.94
"271","2013-07-17",3.99
"272","2013-07-18",3.96
"273","2013-07-19",3.88
"274","2013-07-22",3.92
"275","2013-07-23",3.87
"276","2013-07-24",3.91
"277","2013-07-25",3.94
"278","2013-07-26",3.96
"279","2013-07-29",3.92
"280","2013-07-30",3.91
"281","2013-07-31",3.95
"282","2013-08-01",3.97
"283","2013-08-02",4.01
"284","2013-08-05",4.05
"285","2013-08-06",4.24
"286","2013-08-07",4.37
"287","2013-08-08",4.25
"288","2013-08-09",4.1
"289","2013-08-12",4.31
"290","2013-08-13",4.28
"291","2013-08-14",4.57
"292","2013-08-15",4.61
"293","2013-08-16",4.65
"294","2013-08-19",4.64
"295","2013-08-20",4.61
"296","2013-08-21",4.67
"297","2013-08-22",4.6
"298","2013-08-23",4.69
"299","2013-08-26",4.78
"300","2013-08-27",4.77
"301","2013-08-28",4.96
"302","2013-08-29",5.11
"303","2013-08-30",5.19
"304","2013-09-03",5.37
"305","2013-09-04",5.39
"306","2013-09-05",5.57
"307","2013-09-06",5.69
"308","2013-09-09",6.1
"309","2013-09-10",6.08
"310","2013-09-11",6.1
"311","2013-09-12",6.08
"312","2013-09-13",6.08
"313","2013-09-16",6.17
"314","2013-09-17",6.17
"315","2013-09-18",6.24
"316","2013-09-19",6.24
"317","2013-09-20",6.15
"318","2013-09-23",6.13
"319","2013-09-24",6.09
"320","2013-09-25",6.06
"321","2013-09-26",6.09
"322","2013-09-27",6.08
"323","2013-09-30",5.98
"324","2013-10-01",6.19
"325","2013-10-02",6.19
"326","2013-10-03",6.12
"327","2013-10-04",6.11
"328","2013-10-07",5.98
"329","2013-10-08",5.86
"330","2013-10-09",5.92
"331","2013-10-10",6.05
"332","2013-10-11",6.13
"333","2013-10-14",6.18
"334","2013-10-15",6.15
"335","2013-10-16",6.25
"336","2013-10-17",6.42
"337","2013-10-18",6.34
"338","2013-10-21",5.99
"339","2013-10-22",5.9
"340","2013-10-23",6.1
"341","2013-10-24",6.14
"342","2013-10-25",6.04
"343","2013-10-28",6
"344","2013-10-29",5.82
"345","2013-10-30",5.61
"346","2013-10-31",5.51
"347","2013-11-01",5.47
"348","2013-11-04",5.76
"349","2013-11-05",5.71
"350","2013-11-06",5.7
"351","2013-11-07",5.54
"352","2013-11-08",5.84
"353","2013-11-11",5.89
"354","2013-11-12",5.89
"355","2013-11-13",6.22
"356","2013-11-14",6.09
"357","2013-11-15",6.05
"358","2013-11-18",6.14
"359","2013-11-19",6.08
"360","2013-11-20",6.02
"361","2013-11-21",6.09
"362","2013-11-22",6.17
"363","2013-11-25",6.27
"364","2013-11-26",6.27
"365","2013-11-27",6.23
"366","2013-11-29",6.25
"367","2013-12-02",6.25
"368","2013-12-03",5.88
"369","2013-12-04",5.98
"370","2013-12-05",5.68
"371","2013-12-06",5.71
"372","2013-12-09",5.64
"373","2013-12-10",5.68
"374","2013-12-11",5.67
"375","2013-12-12",5.81
"376","2013-12-13",5.97
"377","2013-12-16",6.17
"378","2013-12-17",6.08
"379","2013-12-18",6.24
"380","2013-12-19",6.23
"381","2013-12-20",6.27
"382","2013-12-23",6.35
"383","2013-12-24",6.34
"384","2013-12-26",6.36
"385","2013-12-27",6.31
"386","2013-12-30",6.18
"387","2013-12-31",6.12
"388","2014-01-02",6.06
"389","2014-01-03",6
"390","2014-01-06",6.3
"391","2014-01-07",6.28
"392","2014-01-08",6.33
"393","2014-01-09",6.31
"394","2014-01-10",6.34
"395","2014-01-13",6.19
"396","2014-01-14",6.37
"397","2014-01-15",6.87
"398","2014-01-16",6.86
"399","2014-01-17",6.85
"400","2014-01-21",6.93
"401","2014-01-22",7.14
"402","2014-01-23",6.8
"403","2014-01-24",6.09
"404","2014-01-27",6.19
"405","2014-01-28",6.23
"406","2014-01-29",6.4
"407","2014-01-30",6.39
"408","2014-01-31",6.31
"409","2014-02-03",6.32
"410","2014-02-04",6.23
"411","2014-02-05",6.03
"412","2014-02-06",6.06
"413","2014-02-07",6.17
"414","2014-02-10",6.36
"415","2014-02-11",6.7
"416","2014-02-12",6.71
"417","2014-02-13",6.72
"418","2014-02-14",6.66
"419","2014-02-18",6.63
"420","2014-02-19",6.57
"421","2014-02-20",6.64
"422","2014-02-21",6.68
"423","2014-02-24",6.7
"424","2014-02-25",6.42
"425","2014-02-26",6.56
"426","2014-02-27",6.7
"427","2014-02-28",6.57
"428","2014-03-03",6.72
"429","2014-03-04",6.8
"430","2014-03-05",6.83
"431","2014-03-06",6.59
"432","2014-03-07",6.52
"433","2014-03-10",6.5
"434","2014-03-11",6.54
"435","2014-03-12",6.54
"436","2014-03-13",6.48
"437","2014-03-14",6.4
"438","2014-03-17",6.45
"439","2014-03-18",6.8
"440","2014-03-19",6.89
"441","2014-03-20",8.07
"442","2014-03-21",7.53
"443","2014-03-24",7.3
"444","2014-03-25",7.42
"445","2014-03-26",7.38
"446","2014-03-27",7.33
"447","2014-03-28",6.94
"448","2014-03-31",7.2
"449","2014-04-01",7.41
"450","2014-04-02",7.32
"451","2014-04-03",7.12
"452","2014-04-04",6.72
"453","2014-04-07",6.65
"454","2014-04-08",6.61
"455","2014-04-09",6.87
"456","2014-04-10",6.56
"457","2014-04-11",6.27
"458","2014-04-14",6.12
"459","2014-04-15",6.04
"460","2014-04-16",6.13
"461","2014-04-17",6.12
"462","2014-04-21",6.3
"463","2014-04-22",6.38
"464","2014-04-23",6.27
"465","2014-04-24",6.29
"466","2014-04-25",5.93
"467","2014-04-28",5.72
"468","2014-04-29",6.08
"469","2014-04-30",5.94
"470","2014-05-01",5.96
"471","2014-05-02",5.83
"472","2014-05-05",5.96
"473","2014-05-06",5.76
"474","2014-05-07",5.83
"475","2014-05-08",5.74
"476","2014-05-09",6.26
"477","2014-05-12",6.32
"478","2014-05-13",6.28
"479","2014-05-14",6.28
"480","2014-05-15",5.93
"481","2014-05-16",5.89
"482","2014-05-19",5.98
"483","2014-05-20",6.09
"484","2014-05-21",6.27
"485","2014-05-22",6.06
"486","2014-05-23",6.02
"487","2014-05-27",6.03
"488","2014-05-28",6.39
"489","2014-05-29",6.29
"490","2014-05-30",6.27
"491","2014-06-02",6.16
"492","2014-06-03",5.98
"493","2014-06-04",5.97
"494","2014-06-05",5.98
"495","2014-06-06",5.92
"496","2014-06-09",5.71
"497","2014-06-10",5.81
"498","2014-06-11",5.77
"499","2014-06-12",5.75
"500","2014-06-13",5.63
"501","2014-06-16",5.6
"502","2014-06-17",5.6
"503","2014-06-18",5.61
"504","2014-06-19",5.58
"505","2014-06-20",5.59
"506","2014-06-23",5.68
"507","2014-06-24",5.55
"508","2014-06-25",5.54
"509","2014-06-26",5.7
"510","2014-06-27",5.62
"511","2014-06-30",5.64
"512","2014-07-01",5.71
"513","2014-07-02",6.01
"514","2014-07-03",5.74
"515","2014-07-07",5.66
"516","2014-07-08",5.38
"517","2014-07-09",5.42
"518","2014-07-10",5.48
"519","2014-07-11",5.55
"520","2014-07-14",5.69
"521","2014-07-15",5.55
"522","2014-07-16",5.51
"523","2014-07-17",5.44
"524","2014-07-18",5.6
"525","2014-07-21",5.63
"526","2014-07-22",5.68
"527","2014-07-23",5.78
"528","2014-07-24",5.71
"529","2014-07-25",5.55
"530","2014-07-28",5.53
"531","2014-07-29",5.65
"532","2014-07-30",5.63
"533","2014-07-31",5.54
"534","2014-08-01",5.57
"535","2014-08-04",5.6
"536","2014-08-05",5.61
"537","2014-08-06",5.66
"538","2014-08-07",5.585
"539","2014-08-08",5.6
"540","2014-08-11",5.63
"541","2014-08-12",5.62
"542","2014-08-13",5.62
"543","2014-08-14",5.59
"544","2014-08-15",5.61
"545","2014-08-18",5.6
"546","2014-08-19",5.58
"547","2014-08-20",5.545
"548","2014-08-21",5.54
"549","2014-08-22",5.6
"550","2014-08-25",5.62
"551","2014-08-26",5.49
"552","2014-08-27",5.41
"553","2014-08-28",5.5
"554","2014-08-29",5.53
"555","2014-09-02",5.02
"556","2014-09-03",5.04
"557","2014-09-04",4.92
"558","2014-09-05",4.97
"559","2014-09-08",4.99
"560","2014-09-09",4.97
"561","2014-09-10",4.96
"562","2014-09-11",4.95
"563","2014-09-12",4.95
"564","2014-09-15",4.93
"565","2014-09-16",4.97
"566","2014-09-17",5.04
"567","2014-09-18",5.09
"568","2014-09-19",4.91
"569","2014-09-22",4.78
"570","2014-09-23",4.79
"571","2014-09-24",4.91
"572","2014-09-25",4.75
"573","2014-09-26",4.7
"574","2014-09-29",4.57
"575","2014-09-30",4.81
"576","2014-10-01",4.73
"577","2014-10-02",4.71
"578","2014-10-03",4.76
"579","2014-10-06",4.77
"580","2014-10-07",4.89
"581","2014-10-08",5.26
"582","2014-10-09",5.15
"583","2014-10-10",5.08
"584","2014-10-13",5.01
"585","2014-10-14",5.06
"586","2014-10-15",5.4
"587","2014-10-16",5.52
"588","2014-10-17",5.27
"589","2014-10-20",5.33
"590","2014-10-21",5.34
"591","2014-10-22",5.3
"592","2014-10-23",5.37
"593","2014-10-24",5.4
"594","2014-10-27",5.4
"595","2014-10-28",5.42
"596","2014-10-29",5.37
"597","2014-10-30",5.44
"598","2014-10-31",5.29
"599","2014-11-03",5.29
"600","2014-11-04",5.32
"601","2014-11-05",5.26
"602","2014-11-06",5.37
"603","2014-11-07",5.29
"604","2014-11-10",5.3
"605","2014-11-11",5.24
"606","2014-11-12",5.26
"607","2014-11-13",5.24
"608","2014-11-14",5.25
"609","2014-11-17",5.06
"610","2014-11-18",5.05
"611","2014-11-19",5.01
"612","2014-11-20",5.01
"613","2014-11-21",5.05
"614","2014-11-24",5.08
"615","2014-11-25",5.04
"616","2014-11-26",5.05
"617","2014-11-28",4.98
"618","2014-12-01",4.88
"619","2014-12-02",5
"620","2014-12-03",5
"621","2014-12-04",4.97
"622","2014-12-05",4.91
"623","2014-12-08",5
"624","2014-12-09",4.96
"625","2014-12-10",4.76
"626","2014-12-11",4.88
"627","2014-12-12",4.9
"628","2014-12-15",4.73
"629","2014-12-16",4.88
"630","2014-12-17",4.99
"631","2014-12-18",4.9
"632","2014-12-19",4.83
"633","2014-12-22",4.94
"634","2014-12-23",4.88
"635","2014-12-24",4.95
"636","2014-12-26",5.11
"637","2014-12-29",5.13
"638","2014-12-30",5.08
"639","2014-12-31",5.23
"640","2015-01-02",5.3
"641","2015-01-05",5.02
"642","2015-01-06",4.87
"643","2015-01-07",5.04
"644","2015-01-08",5.03
"645","2015-01-09",5.04
"646","2015-01-12",4.94
"647","2015-01-13",4.7
"648","2015-01-14",4.82
"649","2015-01-15",4.71
"650","2015-01-16",4.83
"651","2015-01-20",4.85
"652","2015-01-21",4.77
"653","2015-01-22",4.76
"654","2015-01-23",4.74
"655","2015-01-26",4.72
"656","2015-01-27",4.83
"657","2015-01-28",4.78
"658","2015-01-29",4.78
"659","2015-01-30",4.82
"660","2015-02-02",4.8
"661","2015-02-03",4.86
"662","2015-02-04",4.79
"663","2015-02-05",4.87
"664","2015-02-06",4.95
"665","2015-02-09",4.96
"666","2015-02-10",5
"667","2015-02-11",4.9
"668","2015-02-12",4.99
"669","2015-02-13",5.05
"670","2015-02-17",4.85
"671","2015-02-18",5
"672","2015-02-19",5
"673","2015-02-20",5
"674","2015-02-23",4.95
"675","2015-02-24",4.94
"676","2015-02-25",4.93
"677","2015-02-26",4.96
"678","2015-02-27",4.94
"679","2015-03-02",5.1
"680","2015-03-03",4.99
"681","2015-03-04",4.97
"682","2015-03-05",5.02
"683","2015-03-06",4.99
"684","2015-03-09",4.98
"685","2015-03-10",5
"686","2015-03-11",4.96
"687","2015-03-12",4.92
"688","2015-03-13",5
"689","2015-03-16",4.91
"690","2015-03-17",4.88
"691","2015-03-18",4.9
"692","2015-03-19",4.99
"693","2015-03-20",5.02
"694","2015-03-23",4.99
"695","2015-03-24",4.98
"696","2015-03-25",4.95
"697","2015-03-26",4.94
"698","2015-03-27",4.98
"699","2015-03-30",4.95
"700","2015-03-31",4.96
"701","2015-04-01",4.92
"702","2015-04-02",4.92
"703","2015-04-06",4.9
"704","2015-04-07",4.94
"705","2015-04-08",5.05
"706","2015-04-09",5.02
"707","2015-04-10",4.95
"708","2015-04-13",4.9
"709","2015-04-14",4.9
"710","2015-04-15",5.04
"711","2015-04-16",4.99
"712","2015-04-17",5.03
"713","2015-04-20",4.9
"714","2015-04-21",4.96
"715","2015-04-22",5.06
"716","2015-04-23",5.1
"717","2015-04-24",5.1
"718","2015-04-27",4.9
"719","2015-04-28",4.93
"720","2015-04-29",4.93
"721","2015-04-30",4.94
"722","2015-05-01",4.98
"723","2015-05-04",5.06
"724","2015-05-05",4.95
"725","2015-05-06",4.95
"726","2015-05-07",4.98
"727","2015-05-08",5.2
"728","2015-05-11",5.09
"729","2015-05-12",5.24
"730","2015-05-13",5.52
"731","2015-05-14",5.61
"732","2015-05-15",5.36
"733","2015-05-18",5.42
"734","2015-05-19",5.5
"735","2015-05-20",5.52
"736","2015-05-21",5.74
"737","2015-05-22",5.8
"738","2015-05-26",5.75
"739","2015-05-27",5.76
"740","2015-05-28",5.51
"741","2015-05-29",5.53
"742","2015-06-01",5.45
"743","2015-06-02",5.52
"744","2015-06-03",5.64
"745","2015-06-04",5.58
"746","2015-06-05",5.63
"747","2015-06-08",5.67
"748","2015-06-09",5.5
"749","2015-06-10",5.55
"750","2015-06-11",5.71
"751","2015-06-12",5.72
"752","2015-06-15",5.81
"753","2015-06-16",5.55
"754","2015-06-17",5.6
"755","2015-06-18",5.52
"756","2015-06-19",5.61
"757","2015-06-22",5.58
"758","2015-06-23",5.53
"759","2015-06-24",5.37
"760","2015-06-25",5.26
"761","2015-06-26",5.08
"762","2015-06-29",4.9
"763","2015-06-30",5.25
"764","2015-07-01",5.24
"765","2015-07-02",5.21
"766","2015-07-06",5.24
"767","2015-07-07",5.21
"768","2015-07-08",5.09
"769","2015-07-09",5.24
"770","2015-07-10",5.26
"771","2015-07-13",5.28
"772","2015-07-14",5.36
"773","2015-07-15",5.31
"774","2015-07-16",5.35
"775","2015-07-17",5.35
"776","2015-07-20",5.29
"777","2015-07-21",5.31
"778","2015-07-22",5.31
"779","2015-07-23",5.33
"780","2015-07-24",5.15
"781","2015-07-27",5.12
"782","2015-07-28",5.19
"783","2015-07-29",5.15
"784","2015-07-30",5.23
"785","2015-07-31",5.24
"786","2015-08-03",5.22
"787","2015-08-04",5.25
"788","2015-08-05",5.2
"789","2015-08-06",5.18
"790","2015-08-07",5.19
"791","2015-08-10",5.28
"792","2015-08-11",5.32
"793","2015-08-12",5.6
"794","2015-08-13",5.66
"795","2015-08-14",5.81
"796","2015-08-17",6
"797","2015-08-18",5.82
"798","2015-08-19",5.79
"799","2015-08-20",5.7
"800","2015-08-21",5.5
"801","2015-08-24",5.18
"802","2015-08-25",5.07
"803","2015-08-26",5.32
"804","2015-08-27",5.43
"805","2015-08-28",5.58
"806","2015-08-31",5.19
"807","2015-09-01",5.2
"808","2015-09-02",5.38
"809","2015-09-03",5.2
"810","2015-09-04",5.1
"811","2015-09-08",5.27
"812","2015-09-09",5.19
"813","2015-09-10",5.22
"814","2015-09-11",5.3
"815","2015-09-14",5.41
"816","2015-09-15",5.39
"817","2015-09-16",5.28
"818","2015-09-17",5.29
"819","2015-09-18",5.25
"820","2015-09-21",5.23
"821","2015-09-22",5.17
"822","2015-09-23",5.11
"823","2015-09-24",5.1
"824","2015-09-25",5.05
"825","2015-09-28",5.02
"826","2015-09-29",5.04
"827","2015-09-30",5.08
"828","2015-10-01",5.1
"829","2015-10-02",5.17
"830","2015-10-05",5.12
"831","2015-10-06",5.09
"832","2015-10-07",5.12
"833","2015-10-08",5.09
"834","2015-10-09",5.07
"835","2015-10-12",5.15
"836","2015-10-13",5.1
"837","2015-10-14",5.19
"838","2015-10-15",5.28
"839","2015-10-16",5.3
"840","2015-10-19",5.4
"841","2015-10-20",5.24
"842","2015-10-21",5.21
"843","2015-10-22",5.29
"844","2015-10-23",5.28
"845","2015-10-26",5.28
"846","2015-10-27",5.26
"847","2015-10-28",5.27
"848","2015-10-29",5.24
"849","2015-10-30",5.18
"850","2015-11-02",5.31
"851","2015-11-03",5.39
"852","2015-11-04",5.49
"853","2015-11-05",5.32
"854","2015-11-06",5.36
"855","2015-11-09",5.27
"856","2015-11-10",5.25
"857","2015-11-11",5.23
"858","2015-11-12",5.13
"859","2015-11-13",5.19
"860","2015-11-16",5.23
"861","2015-11-17",5.25
"862","2015-11-18",5.33
"863","2015-11-19",5.2
"864","2015-11-20",5.17
"865","2015-11-23",5.25
"866","2015-11-24",5.39
"867","2015-11-25",5.42
"868","2015-11-27",5.42
"869","2015-11-30",5.34
"870","2015-12-01",5.48
"871","2015-12-02",5.57
"872","2015-12-03",5.7
"873","2015-12-04",6.18
"874","2015-12-07",5.94
"875","2015-12-08",5.98
"876","2015-12-09",5.58
"877","2015-12-10",5.63
"878","2015-12-11",5.35
"879","2015-12-14",5.24
"880","2015-12-15",5.36
"881","2015-12-16",5.54
"882","2015-12-17",5.34
"883","2015-12-18",5.43
"884","2015-12-21",5.53
"885","2015-12-22",5.64
"886","2015-12-23",5.75
"887","2015-12-24",5.71
"888","2015-12-28",5.69
"889","2015-12-29",5.9
"890","2015-12-30",5.87
"891","2015-12-31",5.72
"892","2016-01-04",5.57
"893","2016-01-05",5.73
"894","2016-01-06",5.37
"895","2016-01-07",5.23
"896","2016-01-08",5.21
"897","2016-01-11",5.17
"898","2016-01-12",5.33
"899","2016-01-13",5.25
"900","2016-01-14",5.09
"901","2016-01-15",5.05
"902","2016-01-19",5.03
"903","2016-01-20",4.98
"904","2016-01-21",4.86
"905","2016-01-22",4.88
"906","2016-01-25",4.73
"907","2016-01-26",4.49
"908","2016-01-27",4.85
"909","2016-01-28",4.77
"910","2016-01-29",5.02
"911","2016-02-01",5.8
"912","2016-02-02",5.8
"913","2016-02-03",6.17
"914","2016-02-04",7.12
"915","2016-02-05",7.05
"916","2016-02-08",6.72
"917","2016-02-09",6.6
"918","2016-02-10",6.57
"919","2016-02-11",6.42
"920","2016-02-12",6.56
"921","2016-02-16",6.42
"922","2016-02-17",6.41
"923","2016-02-18",6.39
"924","2016-02-19",6.43
"925","2016-02-22",6.45
"926","2016-02-23",6.4
"927","2016-02-24",6.415
"928","2016-02-25",6.38
"929","2016-02-26",6.41
"930","2016-02-29",6.38
"931","2016-03-01",6.36
"932","2016-03-02",6.4
"933","2016-03-03",6.42
"934","2016-03-04",6.4
"935","2016-03-07",6.43
"936","2016-03-08",6.42
"937","2016-03-09",6.4
"938","2016-03-10",6.41
"939","2016-03-11",6.42
"940","2016-03-14",6.45
"941","2016-03-15",6.44
"942","2016-03-16",6.4
"943","2016-03-17",6.35
"944","2016-03-18",6.39
"945","2016-03-21",6.35
"946","2016-03-22",6.4
"947","2016-03-23",6.39
"948","2016-03-24",6.36
"949","2016-03-28",6.38
"950","2016-03-29",6.38
"951","2016-03-30",6.38
"952","2016-03-31",6.39
"953","2016-04-01",6.42
"954","2016-04-04",6.39
"955","2016-04-05",6.36
"956","2016-04-06",6.36
"957","2016-04-07",6.4
"958","2016-04-08",6.36
"959","2016-04-11",6.4
"960","2016-04-12",6.35
"961","2016-04-13",6.29
"962","2016-04-14",6.34
"963","2016-04-15",6.38
"964","2016-04-18",6.37
"965","2016-04-19",6.33
"966","2016-04-20",6.28
"967","2016-04-21",6.35
"968","2016-04-22",6.35
"969","2016-04-25",6.39
"970","2016-04-26",6.36
"971","2016-04-27",6.38
"972","2016-04-28",6.325
"973","2016-04-29",6.32
"974","2016-05-02",6.39
"975","2016-05-03",6.33
"976","2016-05-04",6.34
"977","2016-05-05",6.29
"978","2016-05-06",6.25
"979","2016-05-09",6.14
"980","2016-05-10",6.02
"981","2016-05-11",5.94
"982","2016-05-12",5.85
"983","2016-05-13",5.94
"984","2016-05-16",6.06
"985","2016-05-17",6.04
"986","2016-05-18",6.13
"987","2016-05-19",6
"988","2016-05-20",6
"989","2016-05-23",6.05
"990","2016-05-24",6.08
"991","2016-05-25",6.08
"992","2016-05-26",6.08
"993","2016-05-27",6.09
"994","2016-05-31",5.88
"995","2016-06-01",5.99
"996","2016-06-02",6.02
"997","2016-06-03",5.97
"998","2016-06-06",5.99
"999","2016-06-07",5.86
"1000","2016-06-08",5.92
