"","date","QTWO"
"305","2015-06-04",24.459999
"306","2015-06-05",24.940001
"307","2015-06-08",24.77
"308","2015-06-09",24.889999
"309","2015-06-10",25.790001
"310","2015-06-11",25.219999
"311","2015-06-12",25.469999
"312","2015-06-15",26.290001
"313","2015-06-16",26.360001
"314","2015-06-17",26.6
"315","2015-06-18",26.75
"316","2015-06-19",26.280001
"317","2015-06-22",26.6
"318","2015-06-23",26.74
"319","2015-06-24",26.75
"320","2015-06-25",27.73
"321","2015-06-26",28.01
"322","2015-06-29",27.129999
"323","2015-06-30",28.25
"324","2015-07-01",27.540001
"325","2015-07-02",27.219999
"326","2015-07-06",28.08
"327","2015-07-07",27.83
"328","2015-07-08",26.59
"329","2015-07-09",27.15
"330","2015-07-10",27.280001
"331","2015-07-13",28.360001
"332","2015-07-14",28.49
"333","2015-07-15",28.639999
"334","2015-07-16",29.110001
"335","2015-07-17",29.040001
"336","2015-07-20",29.870001
"337","2015-07-21",29.59
"338","2015-07-22",29.959999
"339","2015-07-23",29.34
"340","2015-07-24",29.389999
"341","2015-07-27",28.940001
"342","2015-07-28",27.469999
"343","2015-07-29",26.77
"344","2015-07-30",26.82
"345","2015-07-31",27.190001
"346","2015-08-03",27.040001
"347","2015-08-04",26.790001
"348","2015-08-05",27.469999
"349","2015-08-06",26.43
"350","2015-08-07",27.950001
"351","2015-08-10",27.379999
"352","2015-08-11",27.110001
"353","2015-08-12",26.76
"354","2015-08-13",26.6
"355","2015-08-14",27.559999
"356","2015-08-17",28.280001
"357","2015-08-18",28.620001
"358","2015-08-19",28.950001
"359","2015-08-20",28.059999
"360","2015-08-21",27.57
"361","2015-08-24",26.92
"362","2015-08-25",27.08
"363","2015-08-26",27.370001
"364","2015-08-27",26.620001
"365","2015-08-28",26.18
"366","2015-08-31",26.16
"367","2015-09-01",25.73
"368","2015-09-02",26.940001
"369","2015-09-03",26.91
"370","2015-09-04",26.93
"371","2015-09-08",28.629999
"372","2015-09-09",28.6
"373","2015-09-10",29.379999
"374","2015-09-11",28.799999
"375","2015-09-14",28.969999
"376","2015-09-15",29.370001
"377","2015-09-16",28.91
"378","2015-09-17",29.58
"379","2015-09-18",29.99
"380","2015-09-21",28.85
"381","2015-09-22",28.27
"382","2015-09-23",28.790001
"383","2015-09-24",25.98
"384","2015-09-25",23.85
"385","2015-09-28",24.620001
"386","2015-09-29",23.780001
"387","2015-09-30",24.719999
"388","2015-10-01",24.389999
"389","2015-10-02",24.379999
"390","2015-10-05",24.959999
"391","2015-10-06",24.18
"392","2015-10-07",24.200001
"393","2015-10-08",25.040001
"394","2015-10-09",25.85
"395","2015-10-12",25.51
"396","2015-10-13",24.99
"397","2015-10-14",24.879999
"398","2015-10-15",25.780001
"399","2015-10-16",25.870001
"400","2015-10-19",25.76
"401","2015-10-20",25.030001
"402","2015-10-21",24.02
"403","2015-10-22",24.309999
"404","2015-10-23",24.780001
"405","2015-10-26",24.9
"406","2015-10-27",24.85
"407","2015-10-28",25.66
"408","2015-10-29",24.83
"409","2015-10-30",24.65
"410","2015-11-02",24.99
"411","2015-11-03",24.950001
"412","2015-11-04",25.07
"413","2015-11-05",24.360001
"414","2015-11-06",27.73
"415","2015-11-09",27.02
"416","2015-11-10",26.41
"417","2015-11-11",26.51
"418","2015-11-12",26.49
"419","2015-11-13",26.41
"420","2015-11-16",26.98
"421","2015-11-17",26.719999
"422","2015-11-18",27.530001
"423","2015-11-19",27.469999
"424","2015-11-20",28.139999
"425","2015-11-23",28.219999
"426","2015-11-24",28.02
"427","2015-11-25",28.27
"428","2015-11-27",28.24
"429","2015-11-30",27.48
"430","2015-12-01",27.48
"431","2015-12-02",27.719999
"432","2015-12-03",27.309999
"433","2015-12-04",27.030001
"434","2015-12-07",25.91
"435","2015-12-08",26.290001
"436","2015-12-09",27.07
"437","2015-12-10",27.99
"438","2015-12-11",27.379999
"439","2015-12-14",27.379999
"440","2015-12-15",27.57
"441","2015-12-16",27.629999
"442","2015-12-17",27.620001
"443","2015-12-18",26.860001
"444","2015-12-21",26.75
"445","2015-12-22",26.969999
"446","2015-12-23",27.809999
"447","2015-12-24",27.51
"448","2015-12-28",27.1
"449","2015-12-29",26.959999
"450","2015-12-30",26.68
"451","2015-12-31",26.370001
"452","2016-01-04",25.68
"453","2016-01-05",25.18
"454","2016-01-06",24.77
"455","2016-01-07",24.120001
"456","2016-01-08",24
"457","2016-01-11",24.07
"458","2016-01-12",23.42
"459","2016-01-13",22.040001
"460","2016-01-14",22.66
"461","2016-01-15",22.870001
"462","2016-01-19",22.360001
"463","2016-01-20",22.290001
"464","2016-01-21",21.389999
"465","2016-01-22",21.98
"466","2016-01-25",21.309999
"467","2016-01-26",21.6
"468","2016-01-27",21.209999
"469","2016-01-28",20.709999
"470","2016-01-29",21.66
"471","2016-02-01",22.02
"472","2016-02-02",21.879999
"473","2016-02-03",21.780001
"474","2016-02-04",21.860001
"475","2016-02-05",17.940001
"476","2016-02-08",16.84
"477","2016-02-09",17.459999
"478","2016-02-10",18.33
"479","2016-02-11",19.790001
"480","2016-02-12",18.309999
"481","2016-02-16",19.26
"482","2016-02-17",19.559999
"483","2016-02-18",20
"484","2016-02-19",20.02
"485","2016-02-22",19.9
"486","2016-02-23",20.35
"487","2016-02-24",21.139999
"488","2016-02-25",20.32
"489","2016-02-26",20.17
"490","2016-02-29",20.27
"491","2016-03-01",20.870001
"492","2016-03-02",21.540001
"493","2016-03-03",21.870001
"494","2016-03-04",21.32
"495","2016-03-07",21.200001
"496","2016-03-08",20.92
"497","2016-03-09",20.57
"498","2016-03-10",21.34
"499","2016-03-11",21.42
"500","2016-03-14",21.719999
"501","2016-03-15",20.969999
"502","2016-03-16",20.799999
"503","2016-03-17",20.76
"504","2016-03-18",22.16
"505","2016-03-21",22.18
"506","2016-03-22",22.32
"507","2016-03-23",22.530001
"508","2016-03-24",22.370001
"509","2016-03-28",21.950001
"510","2016-03-29",22.75
"511","2016-03-30",23.370001
"512","2016-03-31",24.040001
"513","2016-04-01",24.16
"514","2016-04-04",24.190001
"515","2016-04-05",23.51
"516","2016-04-06",23.950001
"517","2016-04-07",22.6
"518","2016-04-08",22.18
"519","2016-04-11",22.83
"520","2016-04-12",22.57
"521","2016-04-13",23.27
"522","2016-04-14",23.559999
"523","2016-04-15",23.74
"524","2016-04-18",24.280001
"525","2016-04-19",24.51
"526","2016-04-20",24.620001
"527","2016-04-21",24.799999
"528","2016-04-22",24.219999
"529","2016-04-25",24.559999
"530","2016-04-26",24.379999
"531","2016-04-27",24.18
"532","2016-04-28",24.08
"533","2016-04-29",23.91
"534","2016-05-02",23.969999
"535","2016-05-03",23.700001
"536","2016-05-04",23.450001
"537","2016-05-05",22.9
"538","2016-05-06",23.190001
"539","2016-05-09",24.91
"540","2016-05-10",24.74
"541","2016-05-11",24.33
"542","2016-05-12",23.5
"543","2016-05-13",23.540001
"544","2016-05-16",22.83
"545","2016-05-17",22.18
"546","2016-05-18",22.41
"547","2016-05-19",22.219999
"548","2016-05-20",22.780001
"549","2016-05-23",23.59
"550","2016-05-24",24.93
"551","2016-05-25",24.82
"552","2016-05-26",24.91
"553","2016-05-27",24.959999
"554","2016-05-31",24.98
"555","2016-06-01",25.719999
"556","2016-06-02",27.02
"557","2016-06-03",27.690001
"558","2016-06-06",28.01
"559","2016-06-07",27.879999
"560","2016-06-08",28.34
"561","2016-06-09",27.860001
"562","2016-06-10",27.129999
"563","2016-06-13",27
"564","2016-06-14",27.040001
"565","2016-06-15",27.33
"566","2016-06-16",27.18
"567","2016-06-17",27.379999
"568","2016-06-20",27.860001
"569","2016-06-21",28.299999
"570","2016-06-22",28.219999
"571","2016-06-23",28.67
"572","2016-06-24",27.360001
"573","2016-06-27",26.139999
"574","2016-06-28",26.559999
"575","2016-06-29",27.459999
"576","2016-06-30",28.02
"577","2016-07-01",27.889999
"578","2016-07-05",27.360001
"579","2016-07-06",27.190001
"580","2016-07-07",27.43
"581","2016-07-08",27.9
"582","2016-07-11",27.860001
"583","2016-07-12",28.09
"584","2016-07-13",27.42
"585","2016-07-14",27.34
"586","2016-07-15",27.4
"587","2016-07-18",27.530001
"588","2016-07-19",27.290001
"589","2016-07-20",28.299999
"590","2016-07-21",28.17
"591","2016-07-22",28.33
"592","2016-07-25",28.110001
"593","2016-07-26",29.26
"594","2016-07-27",29.85
"595","2016-07-28",29.43
"596","2016-07-29",29.68
"597","2016-08-01",30.389999
"598","2016-08-02",30.309999
"599","2016-08-03",30.370001
"600","2016-08-04",28.75
"601","2016-08-05",27.93
"602","2016-08-08",26.01
"603","2016-08-09",26.209999
"604","2016-08-10",25.58
"605","2016-08-11",26.23
"606","2016-08-12",26.25
"607","2016-08-15",26.700001
"608","2016-08-16",26.66
"609","2016-08-17",26.58
"610","2016-08-18",26.799999
"611","2016-08-19",27.110001
"612","2016-08-22",27.559999
"613","2016-08-23",28.219999
"614","2016-08-24",28.959999
"615","2016-08-25",29.030001
"616","2016-08-26",28.43
"617","2016-08-29",28.35
"618","2016-08-30",28.459999
"619","2016-08-31",28.32
"620","2016-09-01",28.469999
"621","2016-09-02",28.629999
"622","2016-09-06",28.65
"623","2016-09-07",28.59
"624","2016-09-08",28.51
"625","2016-09-09",28.16
"626","2016-09-12",28.57
"627","2016-09-13",28.18
"628","2016-09-14",28.299999
"629","2016-09-15",28.42
"630","2016-09-16",28.25
"631","2016-09-19",28.35
"632","2016-09-20",28.24
"633","2016-09-21",28.41
"634","2016-09-22",28.34
"635","2016-09-23",28.379999
"636","2016-09-26",28.16
"637","2016-09-27",28.9
"638","2016-09-28",29.040001
"639","2016-09-29",28.51
"640","2016-09-30",28.66
"641","2016-10-03",28.610001
"642","2016-10-04",29.09
"643","2016-10-05",28.85
"644","2016-10-06",28.459999
"645","2016-10-07",28.370001
"646","2016-10-10",28.690001
"647","2016-10-11",28.18
"648","2016-10-12",28.17
"649","2016-10-13",28.1
"650","2016-10-14",28.16
"651","2016-10-17",28
"652","2016-10-18",28.35
"653","2016-10-19",28.25
"654","2016-10-20",28.049999
"655","2016-10-21",28.75
"656","2016-10-24",29.35
"657","2016-10-25",28.25
"658","2016-10-26",28.200001
"659","2016-10-27",28
"660","2016-10-28",28.25
"661","2016-10-31",28.1
"662","2016-11-01",28.049999
"663","2016-11-02",26.549999
"664","2016-11-03",27
"665","2016-11-04",27.549999
"666","2016-11-07",29.6
"667","2016-11-08",29.200001
"668","2016-11-09",29.6
"669","2016-11-10",29.9
"670","2016-11-11",32.099998
"671","2016-11-14",30
"672","2016-11-15",30.200001
"673","2016-11-16",30.9
"674","2016-11-17",32.049999
"675","2016-11-18",32.599998
"676","2016-11-21",32.599998
"677","2016-11-22",31.25
"678","2016-11-23",31.5
"679","2016-11-25",31.4
"680","2016-11-28",31.35
"681","2016-11-29",30.15
"682","2016-11-30",29.5
"683","2016-12-01",28.700001
"684","2016-12-02",28.6
"685","2016-12-05",29.75
"686","2016-12-06",30.15
"687","2016-12-07",30.450001
"688","2016-12-08",31.85
"689","2016-12-09",31.85
"690","2016-12-12",31.549999
"691","2016-12-13",31.15
"692","2016-12-14",30.75
"693","2016-12-15",30.4
"694","2016-12-16",30.25
"695","2016-12-19",30.4
"696","2016-12-20",30.9
"697","2016-12-21",30.200001
"698","2016-12-22",29.299999
"699","2016-12-23",29.15
"700","2016-12-27",29.200001
"701","2016-12-28",29
"702","2016-12-29",29.1
"703","2016-12-30",28.85
"704","2017-01-03",28.549999
"705","2017-01-04",29
"706","2017-01-05",29.799999
"707","2017-01-06",30.1
"708","2017-01-09",30.5
"709","2017-01-10",30.299999
"710","2017-01-11",29.9
"711","2017-01-12",29.450001
"712","2017-01-13",30.15
"713","2017-01-17",29.799999
"714","2017-01-18",30.15
"715","2017-01-19",30.1
"716","2017-01-20",31.25
"717","2017-01-23",31.6
"718","2017-01-24",32.150002
"719","2017-01-25",33.049999
"720","2017-01-26",32.299999
"721","2017-01-27",32.75
"722","2017-01-30",32.25
"723","2017-01-31",31.75
"724","2017-02-01",31.450001
"725","2017-02-02",30.75
"726","2017-02-03",31.85
"727","2017-02-06",32.099998
"728","2017-02-07",32.349998
"729","2017-02-08",31.5
"730","2017-02-09",32.049999
"731","2017-02-10",32.099998
"732","2017-02-13",31.9
"733","2017-02-14",31.799999
"734","2017-02-15",32.900002
"735","2017-02-16",35.650002
"736","2017-02-17",36
"737","2017-02-21",35.799999
"738","2017-02-22",36.150002
"739","2017-02-23",35.5
"740","2017-02-24",35.950001
"741","2017-02-27",37.25
"742","2017-02-28",35.950001
"743","2017-03-01",35.099998
"744","2017-03-02",35.25
"745","2017-03-03",35.900002
"746","2017-03-06",35.299999
"747","2017-03-07",35.200001
"748","2017-03-08",35.400002
"749","2017-03-09",35.049999
"750","2017-03-10",35.200001
"751","2017-03-13",35.299999
"752","2017-03-14",35.150002
"753","2017-03-15",35.450001
"754","2017-03-16",35.349998
"755","2017-03-17",36
"756","2017-03-20",35.799999
"757","2017-03-21",35.450001
"758","2017-03-22",35
"759","2017-03-23",35.099998
"760","2017-03-24",35.299999
"761","2017-03-27",35.849998
"762","2017-03-28",35.549999
"763","2017-03-29",35.349998
"764","2017-03-30",35.200001
"765","2017-03-31",34.849998
"766","2017-04-03",35
"767","2017-04-04",35.75
"768","2017-04-05",35.950001
"769","2017-04-06",36.099998
"770","2017-04-07",36.299999
"771","2017-04-10",35.900002
"772","2017-04-11",35.950001
"773","2017-04-12",36.200001
"774","2017-04-13",35.450001
"775","2017-04-17",36.200001
"776","2017-04-18",36.5
"777","2017-04-19",37
"778","2017-04-20",37.299999
"779","2017-04-21",37.200001
"780","2017-04-24",37.599998
"781","2017-04-25",38.549999
"782","2017-04-26",38.049999
"783","2017-04-27",38.299999
"784","2017-04-28",38.150002
"785","2017-05-01",38.650002
"786","2017-05-02",38.599998
"787","2017-05-03",39
"788","2017-05-04",38.200001
"789","2017-05-05",38.400002
"790","2017-05-08",38.099998
"791","2017-05-09",38.299999
"792","2017-05-10",38.400002
"793","2017-05-11",38.700001
"794","2017-05-12",38.25
"795","2017-05-15",38.700001
"796","2017-05-16",39.099998
"797","2017-05-17",38.200001
"798","2017-05-18",38.25
"799","2017-05-19",39.150002
"800","2017-05-22",39.5
"801","2017-05-23",39.849998
"802","2017-05-24",39.900002
"803","2017-05-25",40.200001
"804","2017-05-26",40.049999
"805","2017-05-30",39.700001
"806","2017-05-31",39.599998
"807","2017-06-01",39.25
"808","2017-06-02",39.950001
"809","2017-06-05",39.150002
"810","2017-06-06",38.650002
"811","2017-06-07",38.700001
"812","2017-06-08",39.75
"813","2017-06-09",38
"814","2017-06-12",38.049999
"815","2017-06-13",38
"816","2017-06-14",37.950001
"817","2017-06-15",37.900002
"818","2017-06-16",38.099998
"819","2017-06-19",38.549999
"820","2017-06-20",37.700001
"821","2017-06-21",37.349998
"822","2017-06-22",37.25
"823","2017-06-23",37.849998
"824","2017-06-26",37.150002
"825","2017-06-27",36.5
"826","2017-06-28",37.599998
"827","2017-06-29",36.950001
"828","2017-06-30",36.950001
"829","2017-07-03",36.700001
"830","2017-07-05",36.900002
"831","2017-07-06",36.450001
"832","2017-07-07",37.299999
"833","2017-07-10",37.400002
"834","2017-07-11",38.400002
"835","2017-07-12",38.700001
"836","2017-07-13",38.950001
"837","2017-07-14",38.75
"838","2017-07-17",38.75
"839","2017-07-18",38.549999
"840","2017-07-19",39.150002
"841","2017-07-20",38.700001
"842","2017-07-21",37.950001
"843","2017-07-24",38.650002
"844","2017-07-25",38.700001
"845","2017-07-26",38.849998
"846","2017-07-27",38.799999
"847","2017-07-28",38.75
"848","2017-07-31",38.900002
"849","2017-08-01",38.650002
"850","2017-08-02",37
"851","2017-08-03",37.700001
"852","2017-08-04",37.549999
"853","2017-08-07",37.599998
"854","2017-08-08",37.5
"855","2017-08-09",37.049999
"856","2017-08-10",36.25
"857","2017-08-11",37.5
"858","2017-08-14",38.599998
"859","2017-08-15",38.400002
"860","2017-08-16",37.700001
"861","2017-08-17",36.5
"862","2017-08-18",37.900002
"863","2017-08-21",38.650002
"864","2017-08-22",41.099998
"865","2017-08-23",40
"866","2017-08-24",40.799999
"867","2017-08-25",40.950001
"868","2017-08-28",41.150002
"869","2017-08-29",41.099998
"870","2017-08-30",40.849998
"871","2017-08-31",40.599998
"872","2017-09-01",40.450001
"873","2017-09-05",40.700001
"874","2017-09-06",41.049999
"875","2017-09-07",40.950001
"876","2017-09-08",40.950001
"877","2017-09-11",40.849998
"878","2017-09-12",41
"879","2017-09-13",40.599998
"880","2017-09-14",41.049999
"881","2017-09-15",40.200001
"882","2017-09-18",39.900002
"883","2017-09-19",39.650002
"884","2017-09-20",38.799999
"885","2017-09-21",39.400002
"886","2017-09-22",39.849998
"887","2017-09-25",39.349998
"888","2017-09-26",39.849998
"889","2017-09-27",40.950001
"890","2017-09-28",41
"891","2017-09-29",41.650002
"892","2017-10-02",41.549999
"893","2017-10-03",41.299999
"894","2017-10-04",41.099998
"895","2017-10-05",41.25
"896","2017-10-06",41.75
"897","2017-10-09",41.450001
"898","2017-10-10",41.799999
"899","2017-10-11",41.950001
"900","2017-10-12",42.400002
"901","2017-10-13",42.599998
"902","2017-10-16",42.299999
"903","2017-10-17",41.700001
"904","2017-10-18",42.049999
"905","2017-10-19",40.75
"906","2017-10-20",41.5
"907","2017-10-23",40.950001
"908","2017-10-24",41.700001
"909","2017-10-25",41.400002
"910","2017-10-26",42.150002
"911","2017-10-27",42.349998
"912","2017-10-30",41.849998
"913","2017-10-31",42.549999
"914","2017-11-01",41.900002
"915","2017-11-02",40.950001
"916","2017-11-03",42.75
"917","2017-11-06",42
"918","2017-11-07",42
"919","2017-11-08",42.650002
"920","2017-11-09",42.650002
"921","2017-11-10",43.049999
"922","2017-11-13",42.950001
"923","2017-11-14",43.099998
"924","2017-11-15",42.650002
"925","2017-11-16",44
"926","2017-11-17",42.450001
"927","2017-11-20",42.200001
"928","2017-11-21",42.150002
"929","2017-11-22",42.400002
"930","2017-11-24",42.75
"931","2017-11-27",42.799999
"932","2017-11-28",43.099998
"933","2017-11-29",41.599998
"934","2017-11-30",41.849998
"935","2017-12-01",41.400002
"936","2017-12-04",39.849998
"937","2017-12-05",40.700001
"938","2017-12-06",40.900002
"939","2017-12-07",40.5
"940","2017-12-08",40.450001
"941","2017-12-11",40.349998
"942","2017-12-12",38.25
"943","2017-12-13",38.049999
"944","2017-12-14",37.299999
"945","2017-12-15",38
"946","2017-12-18",38.349998
"947","2017-12-19",38.150002
"948","2017-12-20",37.650002
"949","2017-12-21",37.25
"950","2017-12-22",36.700001
"951","2017-12-26",36.700001
"952","2017-12-27",36.75
"953","2017-12-28",36.849998
"954","2017-12-29",36.849998
"955","2018-01-02",38.200001
"956","2018-01-03",39.400002
"957","2018-01-04",39.150002
"958","2018-01-05",38.25
"959","2018-01-08",38.650002
"960","2018-01-09",38.299999
"961","2018-01-10",37.200001
"962","2018-01-11",37.450001
"963","2018-01-12",37.900002
"964","2018-01-16",38
"965","2018-01-17",38.349998
"966","2018-01-18",38.200001
"967","2018-01-19",38.25
"968","2018-01-22",38.450001
"969","2018-01-23",38.400002
"970","2018-01-24",39.549999
