"","date","MTP"
"187","2016-09-01",211
"188","2016-09-02",201.399994
"189","2016-09-06",195
"190","2016-09-07",197
"191","2016-09-08",193.5
"192","2016-09-09",190
"193","2016-09-12",191.75
"194","2016-09-13",191.75
"195","2016-09-14",195.5
"196","2016-09-15",186.449997
"197","2016-09-16",173.300003
"198","2016-09-19",178.5
"199","2016-09-20",181.5
"200","2016-09-21",161.5
"201","2016-09-22",162.5
"202","2016-09-23",155.5
"203","2016-09-26",163.5
"204","2016-09-27",163
"205","2016-09-28",154.5
"206","2016-09-29",158.5
"207","2016-09-30",158
"208","2016-10-03",156.050003
"209","2016-10-04",153.899994
"210","2016-10-05",158.5
"211","2016-10-06",162.399994
"212","2016-10-07",162.5
"213","2016-10-10",159
"214","2016-10-11",147
"215","2016-10-12",140.75
"216","2016-10-13",140
"217","2016-10-14",136
"218","2016-10-17",140.5
"219","2016-10-18",141.850006
"220","2016-10-19",138.5
"221","2016-10-20",141.5
"222","2016-10-21",145.5
"223","2016-10-24",145
"224","2016-10-25",146
"225","2016-10-26",142.199997
"226","2016-10-27",136.5
"227","2016-10-28",139.5
"228","2016-10-31",136.5
"229","2016-11-01",141.949997
"230","2016-11-02",139.649994
"231","2016-11-03",136
"232","2016-11-04",136.199997
"233","2016-11-07",142.449997
"234","2016-11-08",135.699997
"235","2016-11-09",135.550003
"236","2016-11-10",138.75
"237","2016-11-11",145
"238","2016-11-14",146.949997
"239","2016-11-15",160.449997
"240","2016-11-16",150
"241","2016-11-17",148
"242","2016-11-18",146.5
"243","2016-11-21",140.5
"244","2016-11-22",150
"245","2016-11-23",150
"246","2016-11-25",149.5
"247","2016-11-28",149.5
"248","2016-11-29",144.5
"249","2016-11-30",140.5
"250","2016-12-01",143
"251","2016-12-02",140
"252","2016-12-05",142.5
"253","2016-12-06",145
"254","2016-12-07",140.5
"255","2016-12-08",138
"256","2016-12-09",135
"257","2016-12-12",140
"258","2016-12-13",138
"259","2016-12-14",135
"260","2016-12-15",135
"261","2016-12-16",131.5
"262","2016-12-19",128
"263","2016-12-20",130
"264","2016-12-21",124.5
"265","2016-12-22",130
"266","2016-12-23",130
"267","2016-12-27",134.399994
"268","2016-12-28",131
"269","2016-12-29",131.5
"270","2016-12-30",138
"271","2017-01-03",142
"272","2017-01-04",148
"273","2017-01-05",149
"274","2017-01-06",149
"275","2017-01-09",144.5
"276","2017-01-10",154.5
"277","2017-01-11",135
"278","2017-01-12",140.199997
"279","2017-01-13",133
"280","2017-01-17",145
"281","2017-01-18",155
"282","2017-01-19",150.5
"283","2017-01-20",155
"284","2017-01-23",156.5
"285","2017-01-24",151
"286","2017-01-25",150.5
"287","2017-01-26",150.5
"288","2017-01-27",156.5
"289","2017-01-30",155.300003
"290","2017-01-31",157.5
"291","2017-02-01",161
"292","2017-02-02",160.5
"293","2017-02-03",157.5
"294","2017-02-06",156.5
"295","2017-02-07",157
"296","2017-02-08",158
"297","2017-02-09",156.5
"298","2017-02-10",158.75
"299","2017-02-13",157.5
"300","2017-02-14",152.5
"301","2017-02-15",159
"302","2017-02-16",149.5
"303","2017-02-17",153.5
"304","2017-02-21",140
"305","2017-02-22",148.5
"306","2017-02-23",146
"307","2017-02-24",139.5
"308","2017-02-27",141.5
"309","2017-02-28",143
"310","2017-03-01",140
"311","2017-03-02",135
"312","2017-03-03",138
"313","2017-03-06",140
"314","2017-03-07",140.5
"315","2017-03-08",143
"316","2017-03-09",137.199997
"317","2017-03-10",138
"318","2017-03-13",142
"319","2017-03-14",139
"320","2017-03-15",140
"321","2017-03-16",144.5
"322","2017-03-17",140
"323","2017-03-20",142.5
"324","2017-03-21",144.100006
"325","2017-03-22",142
"326","2017-03-23",144.5
"327","2017-03-24",140
"328","2017-03-27",142.5
"329","2017-03-28",138
"330","2017-03-29",137.5
"331","2017-03-30",138
"332","2017-03-31",130.5
"333","2017-04-03",135
"334","2017-04-04",134
"335","2017-04-05",137
"336","2017-04-06",131.5
"337","2017-04-07",135.5
"338","2017-04-10",132.5
"339","2017-04-11",133
"340","2017-04-12",133
"341","2017-04-13",131
"342","2017-04-17",136.149994
"343","2017-04-18",142
"344","2017-04-19",145
"345","2017-04-20",147.5
"346","2017-04-21",146.5
"347","2017-04-24",145
"348","2017-04-25",142.5
"349","2017-04-26",144
"350","2017-04-27",143.5
"351","2017-04-28",138.5
"352","2017-05-01",140
"353","2017-05-02",140.5
"354","2017-05-03",139
"355","2017-05-04",135.5
"356","2017-05-05",134
"357","2017-05-08",137
"358","2017-05-09",137
"359","2017-05-10",136
"360","2017-05-11",131
"361","2017-05-12",136.5
"362","2017-05-15",135.5
"363","2017-05-16",142.5
"364","2017-05-17",136.5
"365","2017-05-18",136.600006
"366","2017-05-19",129
"367","2017-05-22",137
"368","2017-05-23",130.5
"369","2017-05-24",131.300003
"370","2017-05-25",134
"371","2017-05-26",144.899994
"372","2017-05-30",138
"373","2017-05-31",139.5
"374","2017-06-01",137.5
"375","2017-06-02",140
"376","2017-06-05",134
"377","2017-06-06",138.5
"378","2017-06-07",126.5
"379","2017-06-08",129
"380","2017-06-09",128.5
"381","2017-06-12",135.5
"382","2017-06-13",136.350006
"383","2017-06-14",136.350006
"384","2017-06-15",136.350006
"385","2017-06-16",135.5
"386","2017-06-19",135.5
"387","2017-06-20",129.5
"388","2017-06-21",132.300003
"389","2017-06-22",134.300003
"390","2017-06-23",127.699997
"391","2017-06-26",129
"392","2017-06-27",128.5
"393","2017-06-28",126
"394","2017-06-29",125
"395","2017-06-30",129
"396","2017-07-03",129.5
"397","2017-07-05",130
"398","2017-07-06",129.350006
"399","2017-07-07",127.5
"400","2017-07-10",132.5
"401","2017-07-11",130.5
"402","2017-07-12",135
"403","2017-07-13",131
"404","2017-07-14",132.449997
"405","2017-07-17",132
"406","2017-07-18",135
"407","2017-07-19",132.5
"408","2017-07-20",131.800003
"409","2017-07-21",131.850006
"410","2017-07-24",134.5
"411","2017-07-25",131.25
"412","2017-07-26",131.5
"413","2017-07-27",135
"414","2017-07-28",135
"415","2017-07-31",133
"416","2017-08-01",137.949997
"417","2017-08-02",140
"418","2017-08-03",130
"419","2017-08-04",131.149994
"420","2017-08-07",132.899994
"421","2017-08-08",130
"422","2017-08-09",132
"423","2017-08-10",125.5
"424","2017-08-11",134.5
"425","2017-08-14",123.5
"426","2017-08-15",123
"427","2017-08-16",123
"428","2017-08-17",121
"429","2017-08-18",128.5
"430","2017-08-21",119.5
"431","2017-08-22",123.5
"432","2017-08-23",121.75
"433","2017-08-24",120.5
"434","2017-08-25",121.5
"435","2017-08-28",119
"436","2017-08-29",114
"437","2017-08-30",116
"438","2017-08-31",115.900002
"439","2017-09-01",116.5
"440","2017-09-05",111
"441","2017-09-06",102
"442","2017-09-07",111
"443","2017-09-08",110.5
"444","2017-09-11",114.949997
"445","2017-09-12",110.5
"446","2017-09-13",109.5
"447","2017-09-14",111.5
"448","2017-09-15",110.5
"449","2017-09-18",106.349998
"450","2017-09-19",111
"451","2017-09-20",105.5
"452","2017-09-21",106
"453","2017-09-22",103.5
"454","2017-09-25",105
"455","2017-09-26",109.5
"456","2017-09-27",98
"457","2017-09-28",82.949997
"458","2017-09-29",77.5
"459","2017-10-02",77.5
"460","2017-10-03",77.5
"461","2017-10-04",74.75
"462","2017-10-05",71
"463","2017-10-06",71.75
"464","2017-10-09",70.5
"465","2017-10-10",73.849998
"466","2017-10-11",74.300003
"467","2017-10-12",73.5
"468","2017-10-13",72
"469","2017-10-16",74.099998
"470","2017-10-17",73
"471","2017-10-18",70.800003
"472","2017-10-19",73.849998
"473","2017-10-20",72.199997
"474","2017-10-23",73
"475","2017-10-24",68.5
"476","2017-10-25",73
"477","2017-10-26",74
"478","2017-10-27",69.5
"479","2017-10-30",72
"480","2017-10-31",71
"481","2017-11-01",71
"482","2017-11-02",69.5
"483","2017-11-03",70
"484","2017-11-06",70
"485","2017-11-07",69.5
"486","2017-11-08",70
"487","2017-11-09",66.5
"488","2017-11-10",66.949997
"489","2017-11-13",66.25
"490","2017-11-14",64.5
"491","2017-11-15",64.150002
"492","2017-11-16",54
"493","2017-11-17",60.099998
"494","2017-11-20",60.099998
"495","2017-11-21",69.5
"496","2017-11-22",73.550003
"497","2017-11-24",68
"498","2017-11-27",64
"499","2017-11-28",62
"500","2017-11-29",62.75
"501","2017-11-30",60.5
"502","2017-12-01",60.5
"503","2017-12-04",60.5
"504","2017-12-05",58.700001
"505","2017-12-06",56.5
"506","2017-12-07",52.5
"507","2017-12-08",54
"508","2017-12-11",53.049999
"509","2017-12-12",55.5
"510","2017-12-13",55
"511","2017-12-14",53.950001
"512","2017-12-15",52.5
"513","2017-12-18",51.5
"514","2017-12-19",50
"515","2017-12-20",52.299999
"516","2017-12-21",48.5
"517","2017-12-22",48.849998
"518","2017-12-26",46.25
"519","2017-12-27",45
"520","2017-12-28",43
"521","2017-12-29",41.900002
"522","2018-01-02",73.5
"523","2018-01-03",68
"524","2018-01-04",65.099998
"525","2018-01-05",61.5
"526","2018-01-08",61
"527","2018-01-09",65
"528","2018-01-10",63.5
"529","2018-01-11",62.5
"530","2018-01-12",62.5
"531","2018-01-16",63.700001
"532","2018-01-17",63
"533","2018-01-18",60.5
"534","2018-01-19",60.299999
"535","2018-01-22",60.5
"536","2018-01-23",58.950001
"537","2018-01-24",58.5
"538","2018-01-25",56.5
"539","2018-01-26",56.549999
"540","2018-01-29",51.5
"541","2018-01-30",55.700001
"542","2018-01-31",53.5
"543","2018-02-01",50.5
"544","2018-02-02",50.5
"545","2018-02-05",43.5
"546","2018-02-06",51
"547","2018-02-07",51.5
"548","2018-02-08",52.349998
"549","2018-02-09",52
"550","2018-02-12",49.900002
"551","2018-02-13",49.5
"552","2018-02-14",49
"553","2018-02-15",49.5
"554","2018-02-16",49
"555","2018-02-20",49
"556","2018-02-21",51.150002
"557","2018-02-22",50.5
"558","2018-02-23",50.5
"559","2018-02-26",49
"560","2018-02-27",54
"561","2018-02-28",52
"562","2018-03-01",48
"563","2018-03-02",51
"564","2018-03-05",50.5
"565","2018-03-06",48.5
"566","2018-03-07",47.400002
"567","2018-03-08",49
"568","2018-03-09",48
"569","2018-03-12",47.5
"570","2018-03-13",45.5
"571","2018-03-14",46.299999
"572","2018-03-15",59.5
"573","2018-03-16",52.450001
"574","2018-03-19",49.900002
"575","2018-03-20",48.450001
"576","2018-03-21",49
"577","2018-03-22",46.349998
"578","2018-03-23",45.5
"579","2018-03-26",43
"580","2018-03-27",42.5
"581","2018-03-28",45
"582","2018-03-29",41.5
"583","2018-04-02",39
"584","2018-04-03",41
"585","2018-04-04",41.950001
"586","2018-04-05",37.200001
"587","2018-04-06",38.099998
"588","2018-04-09",39.400002
"589","2018-04-10",39.799999
"590","2018-04-11",38.75
"591","2018-04-12",39.5
"592","2018-04-13",40
"593","2018-04-16",39.900002
"594","2018-04-17",39.450001
"595","2018-04-18",38.200001
"596","2018-04-19",38.200001
"597","2018-04-20",38
"598","2018-04-23",37.5
"599","2018-04-24",37.5
"600","2018-04-25",37.5
"601","2018-04-26",37.5
"602","2018-04-27",37
"603","2018-04-30",36.5
"604","2018-05-01",44.799999
"605","2018-05-02",49.549999
"606","2018-05-03",42.5
"607","2018-05-04",40.5
"608","2018-05-07",38.5
"609","2018-05-08",38.5
"610","2018-05-09",38.5
"611","2018-05-10",37.700001
"612","2018-05-11",39.25
"613","2018-05-14",40
"614","2018-05-15",39
"615","2018-05-16",39
"616","2018-05-17",36.450001
"617","2018-05-18",35
"618","2018-05-21",47.75
"619","2018-05-22",38.5
"620","2018-05-23",37.5
"621","2018-05-24",37.5
"622","2018-05-25",37.700001
"623","2018-05-29",36.400002
"624","2018-05-30",36.400002
"625","2018-05-31",36.299999
"626","2018-06-01",36.049999
"627","2018-06-04",35
"628","2018-06-05",34
"629","2018-06-06",34
"630","2018-06-07",33.299999
"631","2018-06-08",36.599998
"632","2018-06-11",36.049999
"633","2018-06-12",36
"634","2018-06-13",36.799999
"635","2018-06-14",36
"636","2018-06-15",36.900002
"637","2018-06-18",36.5
"638","2018-06-19",35.650002
"639","2018-06-20",35.599998
"640","2018-06-21",35.799999
"641","2018-06-22",34.549999
"642","2018-06-25",34.950001
"643","2018-06-26",36
"644","2018-06-27",34.5
"645","2018-06-28",34.5
"646","2018-06-29",34.25
"647","2018-07-02",34.5
"648","2018-07-03",36
"649","2018-07-05",35
"650","2018-07-06",36
"651","2018-07-09",36.849998
"652","2018-07-10",38.5
"653","2018-07-11",38.349998
"654","2018-07-12",35.5
"655","2018-07-13",35.400002
"656","2018-07-16",35.200001
"657","2018-07-17",34.5
"658","2018-07-18",34.849998
"659","2018-07-19",33.75
"660","2018-07-20",33.299999
"661","2018-07-23",34
"662","2018-07-24",34.5
"663","2018-07-25",32.5
"664","2018-07-26",31.5
"665","2018-07-27",32.400002
"666","2018-07-30",30.75
"667","2018-07-31",31
"668","2018-08-01",30
"669","2018-08-02",29.5
"670","2018-08-03",31
"671","2018-08-06",25.200001
"672","2018-08-07",25.6
"673","2018-08-08",28.5
"674","2018-08-09",27
"675","2018-08-10",26
"676","2018-08-13",32
"677","2018-08-14",28.5
"678","2018-08-15",29.200001
"679","2018-08-16",32.200001
"680","2018-08-17",30.25
"681","2018-08-20",29.799999
"682","2018-08-21",29.5
"683","2018-08-22",30.6
"684","2018-08-23",30.450001
"685","2018-08-24",29
"686","2018-08-27",31
"687","2018-08-28",29
"688","2018-08-29",31.299999
"689","2018-08-30",33.25
"690","2018-08-31",42.900002
"691","2018-09-04",38.799999
"692","2018-09-05",36.25
"693","2018-09-06",38.099998
"694","2018-09-07",36.049999
"695","2018-09-10",33.5
"696","2018-09-11",37.799999
"697","2018-09-12",36.049999
"698","2018-09-13",36.5
"699","2018-09-14",37.400002
"700","2018-09-17",35.5
"701","2018-09-18",36.200001
"702","2018-09-19",36.599998
"703","2018-09-20",36.75
"704","2018-09-21",38.75
"705","2018-09-24",39.400002
"706","2018-09-25",39.349998
"707","2018-09-26",37.700001
"708","2018-09-27",37.349998
"709","2018-09-28",28.9
"710","2018-10-01",30.85
"711","2018-10-02",30.9
"712","2018-10-03",29.5
"713","2018-10-04",30
"714","2018-10-05",29.950001
"715","2018-10-08",29
"716","2018-10-09",29.049999
"717","2018-10-10",28
"718","2018-10-11",28.25
"719","2018-10-12",28.6
"720","2018-10-15",27.75
"721","2018-10-16",29.5
"722","2018-10-17",28.25
"723","2018-10-18",27
"724","2018-10-19",26
"725","2018-10-22",25.5
"726","2018-10-23",24
"727","2018-10-24",23.5
"728","2018-10-25",23.15
"729","2018-10-26",22.049999
"730","2018-10-29",21.1
"731","2018-10-30",20.85
"732","2018-10-31",21
"733","2018-11-01",24.5
"734","2018-11-02",20.9
"735","2018-11-05",20.200001
"736","2018-11-06",20.75
"737","2018-11-07",19.5
"738","2018-11-08",18
"739","2018-11-09",19
"740","2018-11-12",18.299999
"741","2018-11-13",18.5
"742","2018-11-14",18.299999
"743","2018-11-15",19
"744","2018-11-16",17.5
"745","2018-11-19",17
"746","2018-11-20",18.799999
"747","2018-11-21",17
"748","2018-11-23",17
"749","2018-11-26",15.55
"750","2018-11-27",13.95
"751","2018-11-28",11.75
"752","2018-11-29",13.5
"753","2018-11-30",13.4
"754","2018-12-03",12.5
"755","2018-12-04",11.95
"756","2018-12-06",12.05
"757","2018-12-07",11.15
"758","2018-12-10",10.4
"759","2018-12-11",8.9
"760","2018-12-12",9.5
"761","2018-12-13",9.55
"762","2018-12-14",9.7
"763","2018-12-17",9.35
"764","2018-12-18",8.5
"765","2018-12-19",7.75
"766","2018-12-20",7.05
"767","2018-12-21",7.5
"768","2018-12-24",6.85
"769","2018-12-26",6.95
"770","2018-12-27",7.05
"771","2018-12-28",7.35
"772","2018-12-31",7.75
"773","2019-01-02",9.5
"774","2019-01-03",8.15
"775","2019-01-04",8.1
"776","2019-01-07",8.5
"777","2019-01-08",8.6
"778","2019-01-09",10
"779","2019-01-10",10
"780","2019-01-11",9.5
"781","2019-01-14",8.3
"782","2019-01-15",8
"783","2019-01-16",7.5
"784","2019-01-17",7.75
"785","2019-01-18",7.55
"786","2019-01-22",8.4
"787","2019-01-23",8.4
"788","2019-01-24",8.2
"789","2019-01-25",6.35
"790","2019-01-28",6.15
"791","2019-01-29",6.05
"792","2019-01-30",6
"793","2019-01-31",6.05
"794","2019-02-01",6.2
"795","2019-02-04",6.2
"796","2019-02-05",5.9
"797","2019-02-06",5.85
"798","2019-02-07",5.6
"799","2019-02-08",5.5
"800","2019-02-11",5.5
"801","2019-02-12",5.4
"802","2019-02-13",5.55
"803","2019-02-14",5.65
"804","2019-02-15",5.85
"805","2019-02-19",6.3
"806","2019-02-20",6.25
"807","2019-02-21",6.25
"808","2019-02-22",6
"809","2019-02-25",6
"810","2019-02-26",25.5
"811","2019-02-27",39.5
"812","2019-02-28",27.5
"813","2019-03-01",26.25
"814","2019-03-04",26
"815","2019-03-05",30.5
"816","2019-03-06",27.9
"817","2019-03-07",23
"818","2019-03-08",20.5
"819","2019-03-11",21.549999
"820","2019-03-12",22.75
"821","2019-03-13",21.75
"822","2019-03-14",21
"823","2019-03-15",19.1
"824","2019-03-18",18.85
"825","2019-03-19",18.049999
"826","2019-03-20",18.25
"827","2019-03-21",18.25
"828","2019-03-22",16.450001
"829","2019-03-25",16
"830","2019-03-26",16.700001
"831","2019-03-27",19
"832","2019-03-28",17.5
"833","2019-03-29",18.35
"834","2019-04-01",16.5
"835","2019-04-02",15
"836","2019-04-03",13.05
"837","2019-04-04",15.95
"838","2019-04-05",15.65
"839","2019-04-08",13.325
"840","2019-04-09",13.25
"841","2019-04-10",12.25
"842","2019-04-11",12.5
"843","2019-04-12",12.05
"844","2019-04-15",11.85
"845","2019-04-16",11.4
"846","2019-04-17",10.735
"847","2019-04-18",10.1
"848","2019-04-22",10.895
"849","2019-04-23",11.25
"850","2019-04-24",12.85
"851","2019-04-25",11.1
"852","2019-04-26",10.45
"853","2019-04-29",10.05
"854","2019-04-30",9.25
"855","2019-05-01",10.1
"856","2019-05-02",9.65
"857","2019-05-03",10
"858","2019-05-06",10.1
"859","2019-05-07",10.25
"860","2019-05-08",10.45
"861","2019-05-09",9.6
"862","2019-05-10",9.5
"863","2019-05-13",8.2
"864","2019-05-14",8.45
"865","2019-05-15",8.25
"866","2019-05-16",8.565
"867","2019-05-17",7.95
"868","2019-05-20",7.85
"869","2019-05-21",7.95
"870","2019-05-22",7.85
"871","2019-05-23",7.8
"872","2019-05-24",7.9
"873","2019-05-28",8.15
"874","2019-05-29",7.1
"875","2019-05-30",7.105
"876","2019-05-31",7.38
"877","2019-06-03",6.65
"878","2019-06-04",6.55
"879","2019-06-05",6.8
"880","2019-06-06",6.75
"881","2019-06-07",6.15
"882","2019-06-10",7
"883","2019-06-11",7.75
"884","2019-06-12",7.7
"885","2019-06-13",8.1
"886","2019-06-14",7
"887","2019-06-17",6.8
"888","2019-06-18",6.75
"889","2019-06-19",7.2
"890","2019-06-20",6.95
"891","2019-06-21",6.95
"892","2019-06-24",6.8
"893","2019-06-25",6.75
"894","2019-06-26",6.68
"895","2019-06-27",7.05
"896","2019-06-28",7.2
"897","2019-07-01",7.05
"898","2019-07-02",7.05
"899","2019-07-03",7.14
"900","2019-07-05",6.6
"901","2019-07-08",6.85
"902","2019-07-09",6.5
"903","2019-07-10",6.65
"904","2019-07-11",7.05
"905","2019-07-12",6.9
"906","2019-07-15",7.1
"907","2019-07-16",6.9
"908","2019-07-17",6.65
"909","2019-07-18",6.5
"910","2019-07-19",9.3
"911","2019-07-22",8.2
"912","2019-07-23",7.65
"913","2019-07-24",8.15
"914","2019-07-25",8.55
"915","2019-07-26",8.63
"916","2019-07-29",8.15
"917","2019-07-30",8.1
"918","2019-07-31",7.7
"919","2019-08-01",7.75
"920","2019-08-02",7.35
"921","2019-08-05",6.65
"922","2019-08-06",7
"923","2019-08-07",6.785
"924","2019-08-08",7.1
"925","2019-08-09",6.8
"926","2019-08-12",6.7
"927","2019-08-13",6.7
"928","2019-08-14",6.2
"929","2019-08-15",6.05
"930","2019-08-16",6.735
"931","2019-08-19",6.5
"932","2019-08-20",6.5
"933","2019-08-21",6.75
"934","2019-08-22",6.45
"935","2019-08-23",6.65
"936","2019-08-26",6.585
"937","2019-08-27",6.4
"938","2019-08-28",6.35
"939","2019-08-29",6.25
"940","2019-08-30",6.2
"941","2019-09-03",6.2
"942","2019-09-04",6
"943","2019-09-05",6.3
"944","2019-09-06",6.235
"945","2019-09-09",6.6
"946","2019-09-10",6.9
"947","2019-09-11",6.45
"948","2019-09-12",6.25
"949","2019-09-13",6.25
"950","2019-09-16",6.35
"951","2019-09-17",6.1
"952","2019-09-18",6.1
"953","2019-09-19",5.9
"954","2019-09-20",6.65
"955","2019-09-23",6.6
"956","2019-09-24",6.1
"957","2019-09-25",6.11
"958","2019-09-26",6.1
"959","2019-09-27",6.2
"960","2019-09-30",6.15
"961","2019-10-01",6.1
"962","2019-10-02",6.8
"963","2019-10-03",6.8
"964","2019-10-04",6.8
"965","2019-10-07",7.3
"966","2019-10-08",7
"967","2019-10-09",7
"968","2019-10-10",6.55
"969","2019-10-11",6.7
"970","2019-10-14",6.9
"971","2019-10-15",6.8
"972","2019-10-16",7.1
"973","2019-10-17",6.85
"974","2019-10-18",7.05
"975","2019-10-21",6.9
"976","2019-10-22",6.9
"977","2019-10-23",5.5
"978","2019-10-24",5.2
"979","2019-10-25",5.3
"980","2019-10-28",5.05
"981","2019-10-29",4.9
"982","2019-10-30",4.7
"983","2019-10-31",4.65
"984","2019-11-01",4.55
"985","2019-11-04",4.505
"986","2019-11-05",4.55
"987","2019-11-06",4.4
"988","2019-11-07",4.15
"989","2019-11-08",4.12
"990","2019-11-11",4.12
"991","2019-11-12",4.24
"992","2019-11-13",4.125
"993","2019-11-14",4
"994","2019-11-15",3.85
"995","2019-11-18",3.84
"996","2019-11-19",3.82
"997","2019-11-20",3.68
"998","2019-11-21",3.8
"999","2019-11-22",3.68
"1000","2019-11-25",3.5
"1001","2019-11-26",3.35
"1002","2019-11-27",3.33
"1003","2019-11-29",3.37
"1004","2019-12-02",3.37
"1005","2019-12-03",3.2
"1006","2019-12-04",3.15
"1007","2019-12-05",2.845
"1008","2019-12-06",2.925
"1009","2019-12-09",2.82
"1010","2019-12-10",2.9
"1011","2019-12-11",3.15
"1012","2019-12-12",2.925
"1013","2019-12-13",2.865
"1014","2019-12-16",2.945
"1015","2019-12-17",2.95
"1016","2019-12-18",2.975
"1017","2019-12-19",3.095
"1018","2019-12-20",3.13
"1019","2019-12-23",3.15
"1020","2019-12-24",3.58
"1021","2019-12-26",3.3
"1022","2019-12-27",3.25
"1023","2019-12-30",3.44
"1024","2019-12-31",3.445
"1025","2020-01-02",3.595
"1026","2020-01-03",3.5
