"","date","VBFC"
"1","2007-01-03",224
"2","2007-01-04",220
"3","2007-01-05",220
"4","2007-01-08",220
"5","2007-01-09",220
"6","2007-01-10",216.800003
"7","2007-01-11",222.399994
"8","2007-01-12",222.399994
"9","2007-01-16",222.399994
"10","2007-01-17",216.800003
"11","2007-01-18",216.800003
"12","2007-01-19",222.399994
"13","2007-01-22",223.199997
"14","2007-01-23",223.360001
"15","2007-01-24",220
"16","2007-01-25",220
"17","2007-01-26",220
"18","2007-01-29",228.800003
"19","2007-01-30",224.800003
"20","2007-01-31",228
"21","2007-02-01",228
"22","2007-02-02",231.839996
"23","2007-02-05",239.039993
"24","2007-02-06",244
"25","2007-02-07",244
"26","2007-02-08",248.800003
"27","2007-02-09",248.800003
"28","2007-02-12",243.199997
"29","2007-02-13",248.800003
"30","2007-02-14",255.199997
"31","2007-02-15",255.199997
"32","2007-02-16",255.199997
"33","2007-02-20",244.479996
"34","2007-02-21",256
"35","2007-02-22",256
"36","2007-02-23",256
"37","2007-02-26",256
"38","2007-02-27",256
"39","2007-02-28",256
"40","2007-03-01",256
"41","2007-03-02",256
"42","2007-03-05",256
"43","2007-03-06",256
"44","2007-03-07",248
"45","2007-03-08",241.119995
"46","2007-03-09",241.119995
"47","2007-03-12",241.119995
"48","2007-03-13",248.800003
"49","2007-03-14",248.800003
"50","2007-03-15",249.600006
"51","2007-03-16",249.600006
"52","2007-03-19",249.600006
"53","2007-03-20",249.600006
"54","2007-03-21",249.600006
"55","2007-03-22",244
"56","2007-03-23",244
"57","2007-03-26",244
"58","2007-03-27",248
"59","2007-03-28",248
"60","2007-03-29",248
"61","2007-03-30",256
"62","2007-04-02",256
"63","2007-04-03",256
"64","2007-04-04",256
"65","2007-04-05",256
"66","2007-04-09",256
"67","2007-04-10",256
"68","2007-04-11",248.320007
"69","2007-04-12",248.320007
"70","2007-04-13",240.160004
"71","2007-04-16",240.160004
"72","2007-04-17",240.639999
"73","2007-04-18",240.639999
"74","2007-04-19",240.639999
"75","2007-04-20",241.919998
"76","2007-04-23",241.919998
"77","2007-04-24",242.399994
"78","2007-04-25",242.399994
"79","2007-04-26",242.399994
"80","2007-04-27",242.399994
"81","2007-04-30",259.040009
"82","2007-05-01",256
"83","2007-05-02",256
"84","2007-05-03",250.720001
"85","2007-05-04",251.039993
"86","2007-05-07",263.040009
"87","2007-05-08",256.959991
"88","2007-05-09",251.199997
"89","2007-05-10",251.199997
"90","2007-05-11",261.600006
"91","2007-05-14",261.600006
"92","2007-05-15",264
"93","2007-05-16",271.040009
"94","2007-05-17",271.040009
"95","2007-05-18",271.040009
"96","2007-05-21",270.399994
"97","2007-05-22",270.23999
"98","2007-05-23",270.23999
"99","2007-05-24",270.23999
"100","2007-05-25",270.23999
"101","2007-05-29",270.23999
"102","2007-05-30",265.600006
"103","2007-05-31",265.600006
"104","2007-06-01",268
"105","2007-06-04",276.799988
"106","2007-06-05",276.799988
"107","2007-06-06",276.799988
"108","2007-06-07",276.799988
"109","2007-06-08",264
"110","2007-06-11",264
"111","2007-06-12",272
"112","2007-06-13",264.160004
"113","2007-06-14",264.160004
"114","2007-06-15",266.399994
"115","2007-06-18",266.399994
"116","2007-06-19",266.23999
"117","2007-06-20",266.23999
"118","2007-06-21",272.799988
"119","2007-06-22",274.399994
"120","2007-06-25",274.399994
"121","2007-06-26",274.399994
"122","2007-06-27",272
"123","2007-06-28",268.160004
"124","2007-06-29",279.040009
"125","2007-07-02",278.720001
"126","2007-07-03",278.720001
"127","2007-07-05",278.720001
"128","2007-07-06",279.040009
"129","2007-07-09",277.600006
"130","2007-07-10",272
"131","2007-07-11",267.200012
"132","2007-07-12",267.200012
"133","2007-07-13",277.440002
"134","2007-07-16",277.440002
"135","2007-07-17",277.440002
"136","2007-07-18",268
"137","2007-07-19",268
"138","2007-07-20",268
"139","2007-07-23",252
"140","2007-07-24",252
"141","2007-07-25",256
"142","2007-07-26",256
"143","2007-07-27",256
"144","2007-07-30",256
"145","2007-07-31",252
"146","2007-08-01",256
"147","2007-08-02",256
"148","2007-08-03",246.240005
"149","2007-08-06",246.240005
"150","2007-08-07",246.240005
"151","2007-08-08",253.279999
"152","2007-08-09",248
"153","2007-08-10",254.240005
"154","2007-08-13",254.240005
"155","2007-08-14",254.240005
"156","2007-08-15",254.240005
"157","2007-08-16",254.240005
"158","2007-08-17",248
"159","2007-08-20",245.600006
"160","2007-08-21",250.080002
"161","2007-08-22",250.080002
"162","2007-08-23",248
"163","2007-08-24",252
"164","2007-08-27",240.320007
"165","2007-08-28",247.360001
"166","2007-08-29",247.360001
"167","2007-08-30",250.399994
"168","2007-08-31",250.399994
"169","2007-09-04",250.399994
"170","2007-09-05",250.399994
"171","2007-09-06",250.399994
"172","2007-09-07",240
"173","2007-09-10",240
"174","2007-09-11",240
"175","2007-09-12",240
"176","2007-09-13",240
"177","2007-09-14",248
"178","2007-09-17",240
"179","2007-09-18",240
"180","2007-09-19",244
"181","2007-09-20",240
"182","2007-09-21",237.600006
"183","2007-09-24",237.600006
"184","2007-09-25",248
"185","2007-09-26",248
"186","2007-09-27",232.479996
"187","2007-09-28",248
"188","2007-10-01",241.279999
"189","2007-10-02",249.759995
"190","2007-10-03",244
"191","2007-10-04",244
"192","2007-10-05",250.240005
"193","2007-10-08",252
"194","2007-10-09",250.399994
"195","2007-10-10",240.479996
"196","2007-10-11",249.600006
"197","2007-10-12",248.800003
"198","2007-10-15",249.600006
"199","2007-10-16",245.279999
"200","2007-10-17",245.279999
"201","2007-10-18",245.279999
"202","2007-10-19",245.279999
"203","2007-10-22",249.600006
"204","2007-10-23",240
"205","2007-10-24",236.160004
"206","2007-10-25",236
"207","2007-10-26",236
"208","2007-10-29",232.800003
"209","2007-10-30",232.800003
"210","2007-10-31",236
"211","2007-11-01",236
"212","2007-11-02",233.600006
"213","2007-11-05",232.800003
"214","2007-11-06",232.800003
"215","2007-11-07",233.600006
"216","2007-11-08",233.600006
"217","2007-11-09",224
"218","2007-11-12",216.320007
"219","2007-11-13",220
"220","2007-11-14",204.800003
"221","2007-11-15",212.160004
"222","2007-11-16",220
"223","2007-11-19",207.199997
"224","2007-11-20",207.199997
"225","2007-11-21",207.199997
"226","2007-11-23",207.199997
"227","2007-11-26",203.839996
"228","2007-11-27",203.839996
"229","2007-11-28",203.199997
"230","2007-11-29",194.399994
"231","2007-11-30",194.399994
"232","2007-12-03",192
"233","2007-12-04",192
"234","2007-12-05",198.399994
"235","2007-12-06",187.839996
"236","2007-12-07",184
"237","2007-12-10",184
"238","2007-12-11",184
"239","2007-12-12",184
"240","2007-12-13",164.800003
"241","2007-12-14",182.240005
"242","2007-12-17",175.679993
"243","2007-12-18",169.919998
"244","2007-12-19",175.839996
"245","2007-12-20",164
"246","2007-12-21",164
"247","2007-12-24",164
"248","2007-12-26",160
"249","2007-12-27",168
"250","2007-12-28",162.080002
"251","2007-12-31",171.199997
"252","2008-01-02",168
