"","date","RXN"
"1","2012-03-29",20
"2","2012-03-30",21.1
"3","2012-04-02",21.73
"4","2012-04-03",21.549999
"5","2012-04-04",21.530001
"6","2012-04-05",21.559999
"7","2012-04-09",21.459999
"8","2012-04-10",21.450001
"9","2012-04-11",21.6
"10","2012-04-12",21.790001
"11","2012-04-13",21.540001
"12","2012-04-16",21.549999
"13","2012-04-17",21.639999
"14","2012-04-18",21.860001
"15","2012-04-19",21.6
"16","2012-04-20",21.450001
"17","2012-04-23",21.4
"18","2012-04-24",21.540001
"19","2012-04-25",21.540001
"20","2012-04-26",21.530001
"21","2012-04-27",21.610001
"22","2012-04-30",22.08
"23","2012-05-01",22
"24","2012-05-02",22.030001
"25","2012-05-03",21.799999
"26","2012-05-04",21.629999
"27","2012-05-07",22.02
"28","2012-05-08",21.709999
"29","2012-05-09",21.459999
"30","2012-05-10",21.74
"31","2012-05-11",22.030001
"32","2012-05-14",21.51
"33","2012-05-15",20.309999
"34","2012-05-16",19.98
"35","2012-05-17",19.940001
"36","2012-05-18",19.35
"37","2012-05-21",19.690001
"38","2012-05-22",19.790001
"39","2012-05-23",19.73
"40","2012-05-24",19.84
"41","2012-05-25",20.610001
"42","2012-05-29",20.540001
"43","2012-05-30",20.4
"44","2012-05-31",19.799999
"45","2012-06-01",19.01
"46","2012-06-04",19.200001
"47","2012-06-05",19.1
"48","2012-06-06",19.67
"49","2012-06-07",20
"50","2012-06-08",20.309999
"51","2012-06-11",19.92
"52","2012-06-12",19.950001
"53","2012-06-13",19.440001
"54","2012-06-14",19.629999
"55","2012-06-15",19.5
"56","2012-06-18",20.42
"57","2012-06-19",19.98
"58","2012-06-20",20
"59","2012-06-21",20.09
"60","2012-06-22",19.85
"61","2012-06-25",19.16
"62","2012-06-26",19.719999
"63","2012-06-27",19.719999
"64","2012-06-28",19.24
"65","2012-06-29",20.040001
"66","2012-07-02",20.34
"67","2012-07-03",20.82
"68","2012-07-05",21.15
"69","2012-07-06",20.459999
"70","2012-07-09",19.91
"71","2012-07-10",19.559999
"72","2012-07-11",19.309999
"73","2012-07-12",19.27
"74","2012-07-13",19.450001
"75","2012-07-16",19.65
"76","2012-07-17",20.02
"77","2012-07-18",20.110001
"78","2012-07-19",19.92
"79","2012-07-20",19.32
"80","2012-07-23",19.049999
"81","2012-07-24",19
"82","2012-07-25",19.25
"83","2012-07-26",19.030001
"84","2012-07-27",19.67
"85","2012-07-30",19.17
"86","2012-07-31",19.4
"87","2012-08-01",19.26
"88","2012-08-02",15.81
"89","2012-08-03",15.48
"90","2012-08-06",15.49
"91","2012-08-07",15.5
"92","2012-08-08",15.58
"93","2012-08-09",15.54
"94","2012-08-10",15.53
"95","2012-08-13",15.38
"96","2012-08-14",15.06
"97","2012-08-15",15.44
"98","2012-08-16",15.75
"99","2012-08-17",15.52
"100","2012-08-20",15.33
"101","2012-08-21",15.52
"102","2012-08-22",15.69
"103","2012-08-23",15.2
"104","2012-08-24",15.24
"105","2012-08-27",15.08
"106","2012-08-28",15.16
"107","2012-08-29",15.23
"108","2012-08-30",15.03
"109","2012-08-31",15.05
"110","2012-09-04",15.7
"111","2012-09-05",15.48
"112","2012-09-06",16.17
"113","2012-09-07",16.27
"114","2012-09-10",16.43
"115","2012-09-11",17.01
"116","2012-09-12",17.549999
"117","2012-09-13",17.799999
"118","2012-09-14",18.32
"119","2012-09-17",18.15
"120","2012-09-18",18.76
"121","2012-09-19",18.84
"122","2012-09-20",18.77
"123","2012-09-21",18.799999
"124","2012-09-24",18.450001
"125","2012-09-25",18.25
"126","2012-09-26",18.209999
"127","2012-09-27",18.26
"128","2012-09-28",18.219999
"129","2012-10-01",18.24
"130","2012-10-02",18.25
"131","2012-10-03",18.18
"132","2012-10-04",17.879999
"133","2012-10-05",17.540001
"134","2012-10-08",17
"135","2012-10-09",16.85
"136","2012-10-10",16.889999
"137","2012-10-11",17.52
"138","2012-10-12",16.790001
"139","2012-10-15",16.969999
"140","2012-10-16",17.48
"141","2012-10-17",17.59
"142","2012-10-18",17.48
"143","2012-10-19",16.889999
"144","2012-10-22",16.82
"145","2012-10-23",16.65
"146","2012-10-24",16.780001
"147","2012-10-25",17.040001
"148","2012-10-26",17.48
"149","2012-10-31",18.120001
"150","2012-11-01",18.34
"151","2012-11-02",17.780001
"152","2012-11-05",17.9
"153","2012-11-06",17.92
"154","2012-11-07",18.450001
"155","2012-11-08",18.200001
"156","2012-11-09",17.950001
"157","2012-11-12",18.5
"158","2012-11-13",18.799999
"159","2012-11-14",18.690001
"160","2012-11-15",18.84
"161","2012-11-16",19.01
"162","2012-11-19",19.860001
"163","2012-11-20",19.76
"164","2012-11-21",20.16
"165","2012-11-23",20.76
"166","2012-11-26",20.75
"167","2012-11-27",20.690001
"168","2012-11-28",21.120001
"169","2012-11-29",21.620001
"170","2012-11-30",21.379999
"171","2012-12-03",21.559999
"172","2012-12-04",21.549999
"173","2012-12-05",21.67
"174","2012-12-06",21.59
"175","2012-12-07",21.700001
"176","2012-12-10",21.780001
"177","2012-12-11",21.700001
"178","2012-12-12",21.370001
"179","2012-12-13",20.940001
"180","2012-12-14",20.940001
"181","2012-12-17",21.1
"182","2012-12-18",21.200001
"183","2012-12-19",21.02
"184","2012-12-20",21.25
"185","2012-12-21",21.469999
"186","2012-12-24",21.23
"187","2012-12-26",21.200001
"188","2012-12-27",20.889999
"189","2012-12-28",20.879999
"190","2012-12-31",21.299999
"191","2013-01-02",21.719999
"192","2013-01-03",21.280001
"193","2013-01-04",21.18
"194","2013-01-07",20.43
"195","2013-01-08",19.959999
"196","2013-01-09",20
"197","2013-01-10",19.940001
"198","2013-01-11",20
"199","2013-01-14",19.389999
"200","2013-01-15",19.75
"201","2013-01-16",19.84
"202","2013-01-17",19.799999
"203","2013-01-18",19.809999
"204","2013-01-22",20.16
"205","2013-01-23",19.99
"206","2013-01-24",20
"207","2013-01-25",20.58
"208","2013-01-28",21
"209","2013-01-29",20.709999
"210","2013-01-30",20
"211","2013-01-31",19.98
"212","2013-02-01",20
"213","2013-02-04",19.43
"214","2013-02-05",19.940001
"215","2013-02-06",20.33
"216","2013-02-07",20.200001
"217","2013-02-08",20.290001
"218","2013-02-11",20.209999
"219","2013-02-12",21
"220","2013-02-13",20.299999
"221","2013-02-14",20.35
"222","2013-02-15",20.450001
"223","2013-02-19",20.18
"224","2013-02-20",20.379999
"225","2013-02-21",20.209999
"226","2013-02-22",20.5
"227","2013-02-25",20.25
"228","2013-02-26",20.18
"229","2013-02-27",20.309999
"230","2013-02-28",20.370001
"231","2013-03-01",20.299999
"232","2013-03-04",20.27
"233","2013-03-05",20.58
"234","2013-03-06",20.959999
"235","2013-03-07",21.34
"236","2013-03-08",21.84
"237","2013-03-11",21.280001
"238","2013-03-12",21.1
"239","2013-03-13",21.16
"240","2013-03-14",21.370001
"241","2013-03-15",21.32
"242","2013-03-18",21.4
"243","2013-03-19",21.25
"244","2013-03-20",21.4
"245","2013-03-21",21.42
