"","date","GBX"
"1","2007-01-03",28.879999
"2","2007-01-04",28.6
"3","2007-01-05",28.780001
"4","2007-01-08",28.459999
"5","2007-01-09",27.799999
"6","2007-01-10",27.66
"7","2007-01-11",27.58
"8","2007-01-12",27.68
"9","2007-01-16",26.98
"10","2007-01-17",26.440001
"11","2007-01-18",26.93
"12","2007-01-19",26.799999
"13","2007-01-22",26.6
"14","2007-01-23",27.77
"15","2007-01-24",27.92
"16","2007-01-25",27.049999
"17","2007-01-26",27.25
"18","2007-01-29",27.51
"19","2007-01-30",27.360001
"20","2007-01-31",28.870001
"21","2007-02-01",28.91
"22","2007-02-02",28.92
"23","2007-02-05",28.25
"24","2007-02-06",28.629999
"25","2007-02-07",29.280001
"26","2007-02-08",29.370001
"27","2007-02-09",28.58
"28","2007-02-12",28.32
"29","2007-02-13",28.99
"30","2007-02-14",29.58
"31","2007-02-15",30.1
"32","2007-02-16",29.52
"33","2007-02-20",29.66
"34","2007-02-21",30.08
"35","2007-02-22",31.1
"36","2007-02-23",31.32
"37","2007-02-26",30.9
"38","2007-02-27",28.9
"39","2007-02-28",28.469999
"40","2007-03-01",28.24
"41","2007-03-02",27.530001
"42","2007-03-05",26.42
"43","2007-03-06",26.74
"44","2007-03-07",26.51
"45","2007-03-08",26.4
"46","2007-03-09",26.639999
"47","2007-03-12",27.049999
"48","2007-03-13",25.99
"49","2007-03-14",25.639999
"50","2007-03-15",26.040001
"51","2007-03-16",26.190001
"52","2007-03-19",26.59
"53","2007-03-20",26.76
"54","2007-03-21",26.610001
"55","2007-03-22",26.48
"56","2007-03-23",26.67
"57","2007-03-26",26.9
"58","2007-03-27",26.799999
"59","2007-03-28",26.82
"60","2007-03-29",26.84
"61","2007-03-30",26.700001
"62","2007-04-02",26.67
"63","2007-04-03",26.719999
"64","2007-04-04",22.200001
"65","2007-04-05",22.200001
"66","2007-04-09",23.129999
"67","2007-04-10",23.16
"68","2007-04-11",22.98
"69","2007-04-12",22.93
"70","2007-04-13",23.18
"71","2007-04-16",23.24
"72","2007-04-17",23.42
"73","2007-04-18",23.219999
"74","2007-04-19",23.41
"75","2007-04-20",23.780001
"76","2007-04-23",24.120001
"77","2007-04-24",24.870001
"78","2007-04-25",24.85
"79","2007-04-26",23.889999
"80","2007-04-27",24.290001
"81","2007-04-30",22.940001
"82","2007-05-01",23.27
"83","2007-05-02",23.049999
"84","2007-05-03",23.75
"85","2007-05-04",24.34
"86","2007-05-07",24.790001
"87","2007-05-08",27.17
"88","2007-05-09",28.01
"89","2007-05-10",27.879999
"90","2007-05-11",28.34
"91","2007-05-14",27.440001
"92","2007-05-15",26.6
"93","2007-05-16",27.34
"94","2007-05-17",27.280001
"95","2007-05-18",28.190001
"96","2007-05-21",28.469999
"97","2007-05-22",29.25
"98","2007-05-23",29.360001
"99","2007-05-24",28.860001
"100","2007-05-25",29.84
"101","2007-05-29",30.870001
"102","2007-05-30",31.799999
"103","2007-05-31",31.530001
"104","2007-06-01",31.620001
"105","2007-06-04",31.6
"106","2007-06-05",31.799999
"107","2007-06-06",31.18
"108","2007-06-07",31.49
"109","2007-06-08",31.129999
"110","2007-06-11",30.950001
"111","2007-06-12",30.85
"112","2007-06-13",31.32
"113","2007-06-14",31.209999
"114","2007-06-15",31.5
"115","2007-06-18",30.860001
"116","2007-06-19",30.9
"117","2007-06-20",30.6
"118","2007-06-21",31.860001
"119","2007-06-22",31
"120","2007-06-25",30.059999
"121","2007-06-26",29.25
"122","2007-06-27",29.950001
"123","2007-06-28",30.129999
"124","2007-06-29",30.219999
"125","2007-07-02",30.35
"126","2007-07-03",29.9
"127","2007-07-05",29.25
"128","2007-07-06",28.91
"129","2007-07-09",28.629999
"130","2007-07-10",33.150002
"131","2007-07-11",34.52
"132","2007-07-12",35.18
"133","2007-07-13",35.950001
"134","2007-07-16",38.130001
"135","2007-07-17",36.73
"136","2007-07-18",37.330002
"137","2007-07-19",38.369999
"138","2007-07-20",36.599998
"139","2007-07-23",35.599998
"140","2007-07-24",34.57
"141","2007-07-25",33.799999
"142","2007-07-26",32.91
"143","2007-07-27",33.150002
"144","2007-07-30",33.41
"145","2007-07-31",33.369999
"146","2007-08-01",32.860001
"147","2007-08-02",32.34
"148","2007-08-03",31.049999
"149","2007-08-06",29.9
"150","2007-08-07",29.459999
"151","2007-08-08",28.16
"152","2007-08-09",27.26
"153","2007-08-10",28.209999
"154","2007-08-13",28.6
"155","2007-08-14",28.209999
"156","2007-08-15",28.15
"157","2007-08-16",28.17
"158","2007-08-17",28.85
"159","2007-08-20",28.82
"160","2007-08-21",28.18
"161","2007-08-22",29.059999
"162","2007-08-23",28.379999
"163","2007-08-24",29.65
"164","2007-08-27",29.209999
"165","2007-08-28",27.120001
"166","2007-08-29",28.110001
"167","2007-08-30",28.27
"168","2007-08-31",29.379999
"169","2007-09-04",30.040001
"170","2007-09-05",29.4
"171","2007-09-06",29.41
"172","2007-09-07",27.67
"173","2007-09-10",27.27
"174","2007-09-11",27.76
"175","2007-09-12",26.809999
"176","2007-09-13",27.120001
"177","2007-09-14",26.459999
"178","2007-09-17",26.15
"179","2007-09-18",27.799999
"180","2007-09-19",28.74
"181","2007-09-20",27.49
"182","2007-09-21",28.709999
"183","2007-09-24",27.709999
"184","2007-09-25",27.1
"185","2007-09-26",27.51
"186","2007-09-27",27.530001
"187","2007-09-28",26.709999
"188","2007-10-01",27.57
"189","2007-10-02",27.82
"190","2007-10-03",26.639999
"191","2007-10-04",26.280001
"192","2007-10-05",26.85
"193","2007-10-08",26.4
"194","2007-10-09",26.4
"195","2007-10-10",28.780001
"196","2007-10-11",29.790001
"197","2007-10-12",30.459999
"198","2007-10-15",29.809999
"199","2007-10-16",28.4
"200","2007-10-17",26.379999
"201","2007-10-18",27.299999
"202","2007-10-19",25.719999
"203","2007-10-22",26.209999
"204","2007-10-23",26.9
"205","2007-10-24",26.41
"206","2007-10-25",26.16
"207","2007-10-26",26.35
"208","2007-10-29",26.690001
"209","2007-10-30",26.110001
"210","2007-10-31",26.709999
"211","2007-11-01",24.690001
"212","2007-11-02",24.34
"213","2007-11-05",24.139999
"214","2007-11-06",24.9
"215","2007-11-07",23.49
"216","2007-11-08",24.450001
"217","2007-11-09",23.5
"218","2007-11-12",22.85
"219","2007-11-13",23.299999
"220","2007-11-14",23.969999
"221","2007-11-15",23.33
"222","2007-11-16",22.870001
"223","2007-11-19",22.23
"224","2007-11-20",22.23
"225","2007-11-21",21.790001
"226","2007-11-23",22.290001
"227","2007-11-26",21.85
"228","2007-11-27",21.83
"229","2007-11-28",22.98
"230","2007-11-29",22.389999
"231","2007-11-30",22.18
"232","2007-12-03",22.92
"233","2007-12-04",21.959999
"234","2007-12-05",22.450001
"235","2007-12-06",23.209999
"236","2007-12-07",23.799999
"237","2007-12-10",24.08
"238","2007-12-11",23.040001
"239","2007-12-12",23.57
"240","2007-12-13",23.200001
"241","2007-12-14",22.549999
"242","2007-12-17",21.629999
"243","2007-12-18",22.379999
