"","date","TCX"
"153","2007-08-10",3.96
"154","2007-08-13",4.24
"155","2007-08-14",4.04
"156","2007-08-15",4.08
"157","2007-08-16",3.88
"158","2007-08-17",3.88
"159","2007-08-20",3.88
"160","2007-08-21",3.88
"161","2007-08-22",3.92
"162","2007-08-23",3.96
"163","2007-08-24",3.72
"164","2007-08-27",3.8
"165","2007-08-28",3.84
"166","2007-08-29",3.84
"167","2007-08-30",3.88
"168","2007-08-31",3.96
"169","2007-09-04",4
"170","2007-09-05",3.92
"171","2007-09-06",3.92
"172","2007-09-07",3.92
"173","2007-09-10",3.92
"174","2007-09-11",3.92
"175","2007-09-12",3.84
"176","2007-09-13",3.84
"177","2007-09-14",3.92
"178","2007-09-17",3.84
"179","2007-09-18",4
"180","2007-09-19",3.84
"181","2007-09-20",3.8
"182","2007-09-21",3.96
"183","2007-09-24",3.88
"184","2007-09-25",3.84
"185","2007-09-26",3.84
"186","2007-09-27",3.92
"187","2007-09-28",3.84
"188","2007-10-01",3.92
"189","2007-10-02",3.88
"190","2007-10-03",3.96
"191","2007-10-04",3.84
"192","2007-10-05",3.88
"193","2007-10-08",3.88
"194","2007-10-09",3.84
"195","2007-10-10",3.76
"196","2007-10-11",3.8
"197","2007-10-12",3.6
"198","2007-10-15",3.68
"199","2007-10-16",3.6
"200","2007-10-17",3.68
"201","2007-10-18",3.68
"202","2007-10-19",3.68
"203","2007-10-22",3.8
"204","2007-10-23",3.92
"205","2007-10-24",3.8
"206","2007-10-25",3.84
"207","2007-10-26",3.84
"208","2007-10-29",3.84
"209","2007-10-30",3.76
"210","2007-10-31",3.8
"211","2007-11-01",3.8
"212","2007-11-02",3.88
"213","2007-11-05",3.8
"214","2007-11-06",3.8
"215","2007-11-07",3
"216","2007-11-08",2.84
"217","2007-11-09",2.96
"218","2007-11-12",2.76
"219","2007-11-13",2.8
"220","2007-11-14",2.92
"221","2007-11-15",3
"222","2007-11-16",3.04
"223","2007-11-19",3.16
"224","2007-11-20",3.08
"225","2007-11-21",2.84
"226","2007-11-23",2.8
"227","2007-11-26",2.8
"228","2007-11-27",2.8
"229","2007-11-28",2.8
"230","2007-11-29",2.8
"231","2007-11-30",2.88
"232","2007-12-03",2.8
"233","2007-12-04",2.72
"234","2007-12-05",2.8
"235","2007-12-06",2.8
"236","2007-12-07",2.72
"237","2007-12-10",2.8
"238","2007-12-11",2.84
"239","2007-12-12",2.8
"240","2007-12-13",2.8
"241","2007-12-14",2.76
"242","2007-12-17",2.76
"243","2007-12-18",2.56
"244","2007-12-19",2.32
"245","2007-12-20",2.4
"246","2007-12-21",2.4
"247","2007-12-24",2.56
"248","2007-12-26",2.52
"249","2007-12-27",2.52
"250","2007-12-28",2.8
"251","2007-12-31",2.76
"252","2008-01-02",2.88
"253","2008-01-03",2.96
"254","2008-01-04",2.88
"255","2008-01-07",2.88
"256","2008-01-08",2.8
"257","2008-01-09",2.96
"258","2008-01-10",2.88
"259","2008-01-11",2.92
"260","2008-01-14",2.88
"261","2008-01-15",2.8
"262","2008-01-16",2.92
"263","2008-01-17",2.84
"264","2008-01-18",2.76
"265","2008-01-22",2.72
"266","2008-01-23",2.68
"267","2008-01-24",2.6
"268","2008-01-25",2.68
"269","2008-01-28",2.56
"270","2008-01-29",2.52
"271","2008-01-30",2.56
"272","2008-01-31",2.6
"273","2008-02-01",2.76
"274","2008-02-04",2.52
"275","2008-02-05",2.48
"276","2008-02-06",2.48
"277","2008-02-07",2.56
"278","2008-02-08",2.48
"279","2008-02-11",2.52
"280","2008-02-12",2.44
"281","2008-02-13",2.52
"282","2008-02-14",2.6
"283","2008-02-15",2.56
"284","2008-02-19",2.52
"285","2008-02-20",2.72
"286","2008-02-21",2.72
"287","2008-02-22",2.72
"288","2008-02-25",2.64
"289","2008-02-26",2.64
"290","2008-02-27",2.72
"291","2008-02-28",2.72
"292","2008-02-29",2.76
"293","2008-03-03",2.72
"294","2008-03-04",2.76
"295","2008-03-05",2.8
"296","2008-03-06",2.68
"297","2008-03-07",2.76
"298","2008-03-10",2.76
"299","2008-03-11",2.68
"300","2008-03-12",2.48
"301","2008-03-13",2.44
"302","2008-03-14",2.48
"303","2008-03-17",2.44
"304","2008-03-18",2.4
"305","2008-03-19",2.4
"306","2008-03-20",2.4
"307","2008-03-24",2.32
"308","2008-03-25",2.4
"309","2008-03-26",2.36
"310","2008-03-27",2.44
"311","2008-03-28",2.4
"312","2008-03-31",2.4
"313","2008-04-01",2.4
"314","2008-04-02",2.32
"315","2008-04-03",2.32
"316","2008-04-04",2.36
"317","2008-04-07",2.32
"318","2008-04-08",2.32
"319","2008-04-09",2.32
"320","2008-04-10",2.32
"321","2008-04-11",2.4
"322","2008-04-14",2.36
"323","2008-04-15",2.4
"324","2008-04-16",2.4
"325","2008-04-17",2.4
"326","2008-04-18",2.44
"327","2008-04-21",2.44
"328","2008-04-22",2.36
"329","2008-04-23",2.4
"330","2008-04-24",2.44
"331","2008-04-25",2.44
"332","2008-04-28",2.4
"333","2008-04-29",2.4
"334","2008-04-30",2.4
"335","2008-05-01",2.4
"336","2008-05-02",2.4
"337","2008-05-05",2.36
"338","2008-05-06",2.32
"339","2008-05-07",2.2
"340","2008-05-08",2.36
"341","2008-05-09",2.4
"342","2008-05-12",2.44
"343","2008-05-13",2.4
"344","2008-05-14",2.36
"345","2008-05-15",2.4
"346","2008-05-16",2.4
"347","2008-05-19",2.44
"348","2008-05-20",2.44
"349","2008-05-21",2.4
"350","2008-05-22",2.4
"351","2008-05-23",2.4
"352","2008-05-27",2.36
"353","2008-05-28",2.4
"354","2008-05-29",2.36
"355","2008-05-30",2.48
"356","2008-06-02",2.52
"357","2008-06-03",2.52
"358","2008-06-04",2.6
"359","2008-06-05",2.76
"360","2008-06-06",2.6
"361","2008-06-09",2.64
"362","2008-06-10",2.6
"363","2008-06-11",2.64
"364","2008-06-12",2.56
"365","2008-06-13",2.48
"366","2008-06-16",2.6
"367","2008-06-17",2.4
"368","2008-06-18",2.44
"369","2008-06-19",2.36
"370","2008-06-20",2.4
"371","2008-06-23",2.36
"372","2008-06-24",2.4
"373","2008-06-25",2.32
"374","2008-06-26",2.28
"375","2008-06-27",2.4
"376","2008-06-30",2.32
"377","2008-07-01",2.32
"378","2008-07-02",2.28
"379","2008-07-03",2.28
"380","2008-07-07",2.28
"381","2008-07-08",2.28
"382","2008-07-09",2.24
"383","2008-07-10",2.2
"384","2008-07-11",2.2
"385","2008-07-14",2.24
"386","2008-07-15",2.2
"387","2008-07-16",2.16
"388","2008-07-17",2.16
"389","2008-07-18",2.2
"390","2008-07-21",2.24
"391","2008-07-22",2.24
"392","2008-07-23",2.2
"393","2008-07-24",2.2
"394","2008-07-25",2.2
"395","2008-07-28",2.2
"396","2008-07-29",2.16
"397","2008-07-30",2.16
"398","2008-07-31",2.12
"399","2008-08-01",2.16
"400","2008-08-04",2.12
"401","2008-08-05",2.16
"402","2008-08-06",2.12
"403","2008-08-07",2.08
"404","2008-08-08",2.2
"405","2008-08-11",2.28
"406","2008-08-12",2.16
"407","2008-08-13",2.2
"408","2008-08-14",2.2
"409","2008-08-15",2.16
"410","2008-08-18",2.2
"411","2008-08-19",2.08
"412","2008-08-20",2.08
"413","2008-08-21",2.08
"414","2008-08-22",2.08
"415","2008-08-25",1.88
"416","2008-08-26",1.96
"417","2008-08-27",1.88
"418","2008-08-28",1.88
"419","2008-08-29",1.92
"420","2008-09-02",1.92
"421","2008-09-03",1.88
"422","2008-09-04",1.84
"423","2008-09-05",1.88
"424","2008-09-08",1.92
"425","2008-09-09",1.92
"426","2008-09-10",1.68
"427","2008-09-11",1.64
"428","2008-09-12",1.68
"429","2008-09-15",1.6
"430","2008-09-16",1.72
"431","2008-09-17",1.64
"432","2008-09-18",1.6
"433","2008-09-19",1.56
"434","2008-09-22",1.6
"435","2008-09-23",1.56
"436","2008-09-24",1.6
"437","2008-09-25",1.6
"438","2008-09-26",1.52
"439","2008-09-29",1.48
"440","2008-09-30",1.56
"441","2008-10-01",1.56
"442","2008-10-02",1.56
"443","2008-10-03",1.44
"444","2008-10-06",1.4
"445","2008-10-07",1.44
"446","2008-10-08",1.28
"447","2008-10-09",1.36
"448","2008-10-10",1.32
"449","2008-10-13",1.28
"450","2008-10-14",1.4
"451","2008-10-15",1.28
"452","2008-10-16",1.36
"453","2008-10-17",1.28
"454","2008-10-20",1.28
"455","2008-10-21",1.36
"456","2008-10-22",1.32
"457","2008-10-23",1.24
"458","2008-10-24",1.24
"459","2008-10-27",1.2
"460","2008-10-28",1.36
"461","2008-10-29",1.36
"462","2008-10-30",1.32
"463","2008-10-31",1.32
"464","2008-11-03",1.32
"465","2008-11-04",1.32
"466","2008-11-05",1.76
"467","2008-11-06",1.6
"468","2008-11-07",1.64
"469","2008-11-10",1.76
"470","2008-11-11",1.2
"471","2008-11-12",1
"472","2008-11-13",1.12
"473","2008-11-14",1.16
"474","2008-11-17",1.12
"475","2008-11-18",1.08
"476","2008-11-19",1.04
"477","2008-11-20",1.12
"478","2008-11-21",1
"479","2008-11-24",1.12
"480","2008-11-25",1.2
"481","2008-11-26",1.2
"482","2008-11-28",1.2
"483","2008-12-01",1.32
"484","2008-12-02",1.48
"485","2008-12-03",1.44
"486","2008-12-04",1.48
"487","2008-12-05",1.48
"488","2008-12-08",1.6
"489","2008-12-09",1.52
"490","2008-12-10",1.56
"491","2008-12-11",1.52
"492","2008-12-12",1.36
"493","2008-12-15",1.24
"494","2008-12-16",1.16
"495","2008-12-17",1.2
"496","2008-12-18",1.08
"497","2008-12-19",1.08
"498","2008-12-22",1.12
"499","2008-12-23",1.16
"500","2008-12-24",1.2
"501","2008-12-26",1.16
"502","2008-12-29",1.36
"503","2008-12-30",1.44
"504","2008-12-31",1.32
"505","2009-01-02",1.4
"506","2009-01-05",1.2
"507","2009-01-06",1.32
"508","2009-01-07",1.24
"509","2009-01-08",1.24
"510","2009-01-09",1.24
"511","2009-01-12",1.2
"512","2009-01-13",1.28
"513","2009-01-14",1.2
"514","2009-01-15",1.12
"515","2009-01-16",1.16
"516","2009-01-20",1.2
"517","2009-01-21",1.28
"518","2009-01-22",1.16
"519","2009-01-23",1.16
"520","2009-01-26",1.32
"521","2009-01-27",1.16
"522","2009-01-28",1.16
"523","2009-01-29",1.24
"524","2009-01-30",1.32
"525","2009-02-02",1.36
"526","2009-02-03",1.36
"527","2009-02-04",1.36
"528","2009-02-05",1.28
"529","2009-02-06",1.32
"530","2009-02-09",1.4
"531","2009-02-10",1.4
"532","2009-02-11",1.44
"533","2009-02-12",1.52
"534","2009-02-13",1.56
"535","2009-02-17",1.48
"536","2009-02-18",1.32
"537","2009-02-19",1.36
"538","2009-02-20",1.4
"539","2009-02-23",1.4
"540","2009-02-24",1.4
"541","2009-02-25",1.44
"542","2009-02-26",1.52
"543","2009-02-27",1.48
"544","2009-03-02",1.4
"545","2009-03-03",1.4
"546","2009-03-04",1.48
"547","2009-03-05",1.48
"548","2009-03-06",1.44
"549","2009-03-09",1.44
"550","2009-03-10",1.4
"551","2009-03-11",1.44
"552","2009-03-12",1.36
"553","2009-03-13",1.4
"554","2009-03-16",1.4
"555","2009-03-17",1.44
"556","2009-03-18",1.44
"557","2009-03-19",1.44
"558","2009-03-20",1.4
"559","2009-03-23",1.48
"560","2009-03-24",1.4
"561","2009-03-25",1.36
"562","2009-03-26",1.32
"563","2009-03-27",1.24
"564","2009-03-30",1.24
"565","2009-03-31",1.28
"566","2009-04-01",1.32
"567","2009-04-02",1.36
"568","2009-04-03",1.32
"569","2009-04-06",1.28
"570","2009-04-07",1.36
"571","2009-04-08",1.32
"572","2009-04-09",1.4
"573","2009-04-13",1.36
"574","2009-04-14",1.28
"575","2009-04-15",1.28
"576","2009-04-16",1.28
"577","2009-04-17",1.44
"578","2009-04-20",1.36
"579","2009-04-21",1.4
"580","2009-04-22",1.4
"581","2009-04-23",1.4
"582","2009-04-24",1.36
"583","2009-04-27",1.36
"584","2009-04-28",1.44
"585","2009-04-29",1.44
"586","2009-04-30",1.48
"587","2009-05-01",1.48
"588","2009-05-04",1.4
"589","2009-05-05",1.52
"590","2009-05-06",1.52
"591","2009-05-07",1.52
"592","2009-05-08",1.52
"593","2009-05-11",1.52
"594","2009-05-12",1.52
"595","2009-05-13",1.6
"596","2009-05-14",1.52
"597","2009-05-15",1.56
"598","2009-05-18",1.52
"599","2009-05-19",1.56
"600","2009-05-20",1.6
"601","2009-05-21",1.56
"602","2009-05-22",1.52
"603","2009-05-26",1.56
"604","2009-05-27",1.6
"605","2009-05-28",1.64
"606","2009-05-29",1.6
"607","2009-06-01",1.64
"608","2009-06-02",1.64
"609","2009-06-03",1.72
"610","2009-06-04",1.8
"611","2009-06-05",1.88
"612","2009-06-08",1.8
"613","2009-06-09",1.76
"614","2009-06-10",1.76
"615","2009-06-11",1.84
"616","2009-06-12",1.76
"617","2009-06-15",1.8
"618","2009-06-16",1.8
"619","2009-06-17",1.72
"620","2009-06-18",1.72
"621","2009-06-19",1.76
"622","2009-06-22",1.8
"623","2009-06-23",1.8
"624","2009-06-24",1.72
"625","2009-06-25",1.8
"626","2009-06-26",1.8
"627","2009-06-29",1.72
"628","2009-06-30",1.68
"629","2009-07-01",1.72
"630","2009-07-02",1.76
"631","2009-07-06",1.64
"632","2009-07-07",1.68
"633","2009-07-08",1.6
"634","2009-07-09",1.56
"635","2009-07-10",1.56
"636","2009-07-13",1.6
"637","2009-07-14",1.6
"638","2009-07-15",1.72
"639","2009-07-16",1.6
"640","2009-07-17",1.44
"641","2009-07-20",1.56
"642","2009-07-21",1.56
"643","2009-07-22",1.52
"644","2009-07-23",1.56
"645","2009-07-24",1.52
"646","2009-07-27",1.68
"647","2009-07-28",1.68
"648","2009-07-29",1.6
"649","2009-07-30",1.68
"650","2009-07-31",1.72
"651","2009-08-03",1.76
"652","2009-08-04",1.76
"653","2009-08-05",1.68
"654","2009-08-06",1.8
"655","2009-08-07",1.8
"656","2009-08-10",1.8
"657","2009-08-11",1.72
"658","2009-08-12",1.84
"659","2009-08-13",2.16
"660","2009-08-14",2.16
"661","2009-08-17",2.16
"662","2009-08-18",2.16
"663","2009-08-19",2.16
"664","2009-08-20",2.2
"665","2009-08-21",2.24
"666","2009-08-24",2.24
"667","2009-08-25",2.24
"668","2009-08-26",2.2
"669","2009-08-27",2.12
"670","2009-08-28",2.2
"671","2009-08-31",2.2
"672","2009-09-01",2.16
"673","2009-09-02",2.24
"674","2009-09-03",2.24
"675","2009-09-04",2.28
"676","2009-09-08",2.24
"677","2009-09-09",2.32
"678","2009-09-10",2.4
"679","2009-09-11",2.44
"680","2009-09-14",2.4
"681","2009-09-15",2.4
"682","2009-09-16",2.36
"683","2009-09-17",2.36
"684","2009-09-18",2.36
"685","2009-09-21",2.28
"686","2009-09-22",2.32
"687","2009-09-23",2.36
"688","2009-09-24",2.4
"689","2009-09-25",2.36
"690","2009-09-28",2.4
"691","2009-09-29",2.28
"692","2009-09-30",2.44
"693","2009-10-01",2.44
"694","2009-10-02",2.36
"695","2009-10-05",2.4
"696","2009-10-06",2.28
"697","2009-10-07",2.28
"698","2009-10-08",2.32
"699","2009-10-09",2.32
"700","2009-10-12",2.32
"701","2009-10-13",2.12
"702","2009-10-14",2.28
"703","2009-10-15",2.12
"704","2009-10-16",2.08
"705","2009-10-19",2.2
"706","2009-10-20",2.2
"707","2009-10-21",2.2
"708","2009-10-22",2.16
"709","2009-10-23",2.16
"710","2009-10-26",2.12
"711","2009-10-27",2.12
"712","2009-10-28",2.36
"713","2009-10-29",2.12
"714","2009-10-30",2.2
"715","2009-11-02",2.36
"716","2009-11-03",2.28
"717","2009-11-04",2.32
"718","2009-11-05",2.24
"719","2009-11-06",2.24
"720","2009-11-09",2.28
"721","2009-11-10",2.28
"722","2009-11-11",2.4
"723","2009-11-12",2.44
"724","2009-11-13",2.4
"725","2009-11-16",2.4
"726","2009-11-17",2.4
"727","2009-11-18",2.28
"728","2009-11-19",2.32
"729","2009-11-20",2.36
"730","2009-11-23",2.32
"731","2009-11-24",2.36
"732","2009-11-25",2.44
"733","2009-11-27",2.44
"734","2009-11-30",2.4
"735","2009-12-01",2.36
"736","2009-12-02",2.4
"737","2009-12-03",2.4
"738","2009-12-04",2.36
"739","2009-12-07",2.32
"740","2009-12-08",2.4
"741","2009-12-09",2.4
"742","2009-12-10",2.52
"743","2009-12-11",2.6
"744","2009-12-14",2.76
"745","2009-12-15",2.72
"746","2009-12-16",2.72
"747","2009-12-17",2.72
"748","2009-12-18",2.72
"749","2009-12-21",2.76
"750","2009-12-22",2.76
"751","2009-12-23",2.72
"752","2009-12-24",2.72
"753","2009-12-28",2.68
"754","2009-12-29",2.76
"755","2009-12-30",2.76
"756","2009-12-31",2.72
"757","2010-01-04",2.76
"758","2010-01-05",2.8
"759","2010-01-06",2.76
"760","2010-01-07",2.8
"761","2010-01-08",2.76
"762","2010-01-11",2.76
"763","2010-01-12",2.76
"764","2010-01-13",2.72
"765","2010-01-14",2.76
"766","2010-01-15",2.72
"767","2010-01-19",2.84
"768","2010-01-20",2.84
"769","2010-01-21",2.8
"770","2010-01-22",2.84
"771","2010-01-25",2.72
"772","2010-01-26",2.68
"773","2010-01-27",2.76
"774","2010-01-28",2.72
"775","2010-01-29",2.72
"776","2010-02-01",2.72
"777","2010-02-02",2.68
"778","2010-02-03",2.76
"779","2010-02-04",2.64
"780","2010-02-05",2.72
"781","2010-02-08",2.68
"782","2010-02-09",2.64
"783","2010-02-10",2.72
"784","2010-02-11",2.68
"785","2010-02-12",2.68
"786","2010-02-16",2.68
"787","2010-02-17",3.08
"788","2010-02-18",3.72
"789","2010-02-19",3.08
"790","2010-02-22",3
"791","2010-02-23",3
"792","2010-02-24",3.16
"793","2010-02-25",3.12
"794","2010-02-26",3.16
"795","2010-03-01",3.04
"796","2010-03-02",3
"797","2010-03-03",3
"798","2010-03-04",3.12
"799","2010-03-05",3.32
"800","2010-03-08",3.32
"801","2010-03-09",3.2
"802","2010-03-10",3.24
"803","2010-03-11",3.28
"804","2010-03-12",3.48
"805","2010-03-15",3.6
"806","2010-03-16",3.4
"807","2010-03-17",3.28
"808","2010-03-18",3.32
"809","2010-03-19",3.36
"810","2010-03-22",3.36
"811","2010-03-23",3.32
"812","2010-03-24",3.28
"813","2010-03-25",3.16
"814","2010-03-26",3.16
"815","2010-03-29",3.16
"816","2010-03-30",3
"817","2010-03-31",2.84
"818","2010-04-01",2.88
"819","2010-04-05",3.08
"820","2010-04-06",3.08
"821","2010-04-07",3.04
"822","2010-04-08",3.12
"823","2010-04-09",3.04
"824","2010-04-12",3.04
"825","2010-04-13",3.08
"826","2010-04-14",3.12
"827","2010-04-15",3.12
"828","2010-04-16",3.04
"829","2010-04-19",3.08
"830","2010-04-20",3.04
"831","2010-04-21",3.04
"832","2010-04-22",3.08
"833","2010-04-23",2.96
"834","2010-04-26",3
"835","2010-04-27",3
"836","2010-04-28",3
"837","2010-04-29",3.04
"838","2010-04-30",3.04
"839","2010-05-03",2.96
"840","2010-05-04",2.96
"841","2010-05-05",2.8
"842","2010-05-06",2.92
"843","2010-05-07",2.8
"844","2010-05-10",2.84
"845","2010-05-11",2.84
"846","2010-05-12",3
"847","2010-05-13",2.84
"848","2010-05-14",2.8
"849","2010-05-17",2.72
"850","2010-05-18",2.72
"851","2010-05-19",2.76
"852","2010-05-20",2.64
"853","2010-05-21",2.6
"854","2010-05-24",2.6
"855","2010-05-25",2.56
"856","2010-05-26",2.56
"857","2010-05-27",2.56
"858","2010-05-28",2.56
"859","2010-06-01",2.48
"860","2010-06-02",2.48
"861","2010-06-03",2.48
"862","2010-06-04",2.64
"863","2010-06-07",2.64
"864","2010-06-08",2.56
"865","2010-06-09",2.72
"866","2010-06-10",2.76
"867","2010-06-11",2.8
"868","2010-06-14",2.72
"869","2010-06-15",2.68
"870","2010-06-16",2.72
"871","2010-06-17",2.64
"872","2010-06-18",2.76
"873","2010-06-21",2.72
"874","2010-06-22",2.64
"875","2010-06-23",2.68
"876","2010-06-24",2.72
"877","2010-06-25",2.68
"878","2010-06-28",2.64
"879","2010-06-29",2.48
"880","2010-06-30",2.56
"881","2010-07-01",2.4
"882","2010-07-02",2.36
"883","2010-07-06",2.52
"884","2010-07-07",2.4
"885","2010-07-08",2.4
"886","2010-07-09",2.4
"887","2010-07-12",2.32
"888","2010-07-13",2.4
"889","2010-07-14",2.32
"890","2010-07-15",2.32
"891","2010-07-16",2.44
"892","2010-07-19",2.44
"893","2010-07-20",2.36
"894","2010-07-21",2.44
"895","2010-07-22",2.4
"896","2010-07-23",2.36
"897","2010-07-26",2.4
"898","2010-07-27",2.36
"899","2010-07-28",2.4
"900","2010-07-29",2.4
"901","2010-07-30",2.4
"902","2010-08-02",2.36
"903","2010-08-03",2.36
"904","2010-08-04",2.4
"905","2010-08-05",2.4
"906","2010-08-06",2.4
"907","2010-08-09",2.4
"908","2010-08-10",2.56
"909","2010-08-11",2.52
"910","2010-08-12",2.6
"911","2010-08-13",2.56
"912","2010-08-16",2.48
"913","2010-08-17",2.56
"914","2010-08-18",2.68
"915","2010-08-19",2.52
"916","2010-08-20",2.52
"917","2010-08-23",2.52
"918","2010-08-24",2.48
"919","2010-08-25",2.44
"920","2010-08-26",2.4
"921","2010-08-27",2.44
"922","2010-08-30",2.4
"923","2010-08-31",2.48
"924","2010-09-01",2.6
"925","2010-09-02",2.6
"926","2010-09-03",2.56
"927","2010-09-07",2.48
"928","2010-09-08",2.48
"929","2010-09-09",2.76
"930","2010-09-10",2.72
"931","2010-09-13",2.72
"932","2010-09-14",2.68
"933","2010-09-15",2.64
"934","2010-09-16",2.68
"935","2010-09-17",2.68
"936","2010-09-20",2.64
"937","2010-09-21",2.64
"938","2010-09-22",2.64
"939","2010-09-23",2.68
"940","2010-09-24",2.72
"941","2010-09-27",2.68
"942","2010-09-28",2.68
"943","2010-09-29",2.64
"944","2010-09-30",2.68
"945","2010-10-01",2.68
"946","2010-10-04",2.64
"947","2010-10-05",2.68
"948","2010-10-06",2.68
"949","2010-10-07",2.68
"950","2010-10-08",2.64
"951","2010-10-11",2.64
"952","2010-10-12",2.72
"953","2010-10-13",2.72
"954","2010-10-14",2.72
"955","2010-10-15",2.72
"956","2010-10-18",2.68
"957","2010-10-19",2.64
"958","2010-10-20",2.72
"959","2010-10-21",2.72
"960","2010-10-22",2.8
"961","2010-10-25",2.8
"962","2010-10-26",2.68
"963","2010-10-27",2.72
"964","2010-10-28",2.8
"965","2010-10-29",2.88
"966","2010-11-01",2.84
"967","2010-11-02",2.92
"968","2010-11-03",2.68
"969","2010-11-04",2.68
"970","2010-11-05",2.8
"971","2010-11-08",2.84
"972","2010-11-09",2.68
"973","2010-11-10",2.84
"974","2010-11-11",2.76
"975","2010-11-12",2.72
"976","2010-11-15",2.72
"977","2010-11-16",2.72
"978","2010-11-17",2.72
"979","2010-11-18",2.76
"980","2010-11-19",2.76
"981","2010-11-22",2.76
"982","2010-11-23",2.76
"983","2010-11-24",2.84
"984","2010-11-26",2.72
"985","2010-11-29",2.8
"986","2010-11-30",2.84
"987","2010-12-01",2.72
"988","2010-12-02",2.8
"989","2010-12-03",2.76
"990","2010-12-06",2.8
"991","2010-12-07",2.84
"992","2010-12-08",2.88
"993","2010-12-09",2.92
"994","2010-12-10",2.88
"995","2010-12-13",3
"996","2010-12-14",3
"997","2010-12-15",3.08
"998","2010-12-16",3.08
"999","2010-12-17",3.16
"1000","2010-12-20",3.2
"1001","2010-12-21",3.08
"1002","2010-12-22",3.2
