"","date","ASYS"
"457","2008-10-23",7.44
"458","2008-10-24",6.88
"459","2008-10-27",6.49
"460","2008-10-28",6.44
"461","2008-10-29",6.2
"462","2008-10-30",6.2
"463","2008-10-31",6.41
"464","2008-11-03",6.94
"465","2008-11-04",7.04
"466","2008-11-05",6.76
"467","2008-11-06",6.11
"468","2008-11-07",6.26
"469","2008-11-10",6.16
"470","2008-11-11",5.62
"471","2008-11-12",4.95
"472","2008-11-13",4.4
"473","2008-11-14",4.13
"474","2008-11-17",4.05
"475","2008-11-18",3.87
"476","2008-11-19",3.45
"477","2008-11-20",2.87
"478","2008-11-21",2.46
"479","2008-11-24",2.72
"480","2008-11-25",3.34
"481","2008-11-26",3.6
"482","2008-11-28",3.47
"483","2008-12-01",3.21
"484","2008-12-02",3.21
"485","2008-12-03",3.53
"486","2008-12-04",3.39
"487","2008-12-05",3.48
"488","2008-12-08",3.93
"489","2008-12-09",3.8
"490","2008-12-10",3.77
"491","2008-12-11",3.37
"492","2008-12-12",3.7
"493","2008-12-15",3.8
"494","2008-12-16",3.89
"495","2008-12-17",3.99
"496","2008-12-18",3.45
"497","2008-12-19",3.61
"498","2008-12-22",3.45
"499","2008-12-23",3.43
"500","2008-12-24",3.47
"501","2008-12-26",3.45
"502","2008-12-29",3.64
"503","2008-12-30",3.63
"504","2008-12-31",3.69
"505","2009-01-02",3.77
"506","2009-01-05",4
"507","2009-01-06",4.49
"508","2009-01-07",4.24
"509","2009-01-08",4.49
"510","2009-01-09",4.37
"511","2009-01-12",4.35
"512","2009-01-13",4.35
"513","2009-01-14",4.25
"514","2009-01-15",4.28
"515","2009-01-16",4.2
"516","2009-01-20",4.1
"517","2009-01-21",4.28
"518","2009-01-22",4.2
"519","2009-01-23",4.22
"520","2009-01-26",4.17
"521","2009-01-27",4.16
"522","2009-01-28",4.31
"523","2009-01-29",4.13
"524","2009-01-30",4.04
"525","2009-02-02",4.07
"526","2009-02-03",4.08
"527","2009-02-04",4.09
"528","2009-02-05",4.17
"529","2009-02-06",4.22
"530","2009-02-09",4.2
"531","2009-02-10",3.69
"532","2009-02-11",3.7
"533","2009-02-12",3.4
"534","2009-02-13",3.38
"535","2009-02-17",3.27
"536","2009-02-18",3.29
"537","2009-02-19",3.2
"538","2009-02-20",3.01
"539","2009-02-23",2.85
"540","2009-02-24",3.01
"541","2009-02-25",2.99
"542","2009-02-26",2.99
"543","2009-02-27",2.96
"544","2009-03-02",2.86
"545","2009-03-03",2.79
"546","2009-03-04",2.74
"547","2009-03-05",2.66
"548","2009-03-06",2.73
"549","2009-03-09",2.98
"550","2009-03-10",3
"551","2009-03-11",3.14
"552","2009-03-12",3.2
"553","2009-03-13",3.3
"554","2009-03-16",3.16
"555","2009-03-17",3.33
"556","2009-03-18",3.32
"557","2009-03-19",3.05
"558","2009-03-20",3.06
"559","2009-03-23",3.3
"560","2009-03-24",3.28
"561","2009-03-25",3.26
"562","2009-03-26",3.51
"563","2009-03-27",3.46
"564","2009-03-30",3.14
"565","2009-03-31",3.22
"566","2009-04-01",3.21
"567","2009-04-02",3.24
"568","2009-04-03",3.27
"569","2009-04-06",3.24
"570","2009-04-07",3.25
"571","2009-04-08",3.28
"572","2009-04-09",3.29
"573","2009-04-13",3.3
"574","2009-04-14",3.34
"575","2009-04-15",3.69
"576","2009-04-16",3.75
"577","2009-04-17",3.67
"578","2009-04-20",3.26
"579","2009-04-21",3.62
"580","2009-04-22",3.72
"581","2009-04-23",3.76
"582","2009-04-24",3.67
"583","2009-04-27",3.66
"584","2009-04-28",3.83
"585","2009-04-29",3.8
"586","2009-04-30",4.19
"587","2009-05-01",4.6
"588","2009-05-04",4.66
"589","2009-05-05",4.73
"590","2009-05-06",5.2
"591","2009-05-07",5.01
"592","2009-05-08",5
"593","2009-05-11",4.83
"594","2009-05-12",4.38
"595","2009-05-13",3.93
"596","2009-05-14",4.1
"597","2009-05-15",4.13
"598","2009-05-18",4.16
"599","2009-05-19",4.15
"600","2009-05-20",4.45
"601","2009-05-21",4.39
"602","2009-05-22",4.5
"603","2009-05-26",4.45
"604","2009-05-27",4.45
"605","2009-05-28",4.53
"606","2009-05-29",4.55
"607","2009-06-01",5
"608","2009-06-02",5.65
"609","2009-06-03",4.98
"610","2009-06-04",4.86
"611","2009-06-05",5.07
"612","2009-06-08",5.18
"613","2009-06-09",5.43
"614","2009-06-10",5.68
"615","2009-06-11",5.95
"616","2009-06-12",5.71
"617","2009-06-15",5.53
"618","2009-06-16",5.6
"619","2009-06-17",5.52
"620","2009-06-18",5.33
"621","2009-06-19",5.46
"622","2009-06-22",5.17
"623","2009-06-23",4.89
"624","2009-06-24",5.1
"625","2009-06-25",5.01
"626","2009-06-26",4.72
"627","2009-06-29",4.8
"628","2009-06-30",4.85
"629","2009-07-01",4.77
"630","2009-07-02",4.77
"631","2009-07-06",4.78
"632","2009-07-07",4.56
"633","2009-07-08",4.33
"634","2009-07-09",4.27
"635","2009-07-10",4.73
"636","2009-07-13",4.83
"637","2009-07-14",4.84
"638","2009-07-15",5
"639","2009-07-16",5
"640","2009-07-17",4.94
"641","2009-07-20",4.89
"642","2009-07-21",4.98
"643","2009-07-22",5.45
"644","2009-07-23",5.52
"645","2009-07-24",5.56
"646","2009-07-27",5.69
"647","2009-07-28",5.57
"648","2009-07-29",5.65
"649","2009-07-30",5.65
"650","2009-07-31",5.74
"651","2009-08-03",6
"652","2009-08-04",5.83
"653","2009-08-05",5.64
"654","2009-08-06",5.59
"655","2009-08-07",5.63
"656","2009-08-10",5.37
"657","2009-08-11",5.08
"658","2009-08-12",5.05
"659","2009-08-13",4.93
"660","2009-08-14",4.91
"661","2009-08-17",4.86
"662","2009-08-18",4.99
"663","2009-08-19",4.9
"664","2009-08-20",5.04
"665","2009-08-21",5.05
"666","2009-08-24",5.06
"667","2009-08-25",4.95
"668","2009-08-26",5.03
"669","2009-08-27",5.03
"670","2009-08-28",5.03
"671","2009-08-31",4.95
"672","2009-09-01",4.9
"673","2009-09-02",4.85
"674","2009-09-03",4.94
"675","2009-09-04",5.01
"676","2009-09-08",5.01
"677","2009-09-09",5.05
"678","2009-09-10",5.09
"679","2009-09-11",5.01
"680","2009-09-14",5.09
"681","2009-09-15",5.2
"682","2009-09-16",5.33
"683","2009-09-17",5.53
"684","2009-09-18",5.5
"685","2009-09-21",5.69
"686","2009-09-22",5.81
"687","2009-09-23",5.89
"688","2009-09-24",5.74
"689","2009-09-25",5.34
"690","2009-09-28",5.49
"691","2009-09-29",5.46
"692","2009-09-30",5.3
"693","2009-10-01",5.16
"694","2009-10-02",5.1
"695","2009-10-05",5.18
"696","2009-10-06",5.27
"697","2009-10-07",5.01
"698","2009-10-08",5.07
"699","2009-10-09",5.28
"700","2009-10-12",5.4
"701","2009-10-13",5.69
"702","2009-10-14",5.86
"703","2009-10-15",5.71
"704","2009-10-16",5.69
"705","2009-10-19",5.8
"706","2009-10-20",6.24
"707","2009-10-21",6.05
"708","2009-10-22",6.08
"709","2009-10-23",5.85
"710","2009-10-26",5.8
"711","2009-10-27",5.91
"712","2009-10-28",5.53
"713","2009-10-29",5.58
"714","2009-10-30",5.4
"715","2009-11-02",5.06
"716","2009-11-03",5.1
"717","2009-11-04",5.1
"718","2009-11-05",5.06
"719","2009-11-06",5.1
"720","2009-11-09",5.45
"721","2009-11-10",5.47
"722","2009-11-11",5.8
"723","2009-11-12",5.77
"724","2009-11-13",5.8
"725","2009-11-16",6.1
"726","2009-11-17",6.51
"727","2009-11-18",6.5
"728","2009-11-19",6.42
"729","2009-11-20",6.15
"730","2009-11-23",6.36
"731","2009-11-24",6.44
"732","2009-11-25",6.13
"733","2009-11-27",6.2
"734","2009-11-30",5.98
"735","2009-12-01",5.97
"736","2009-12-02",6.35
"737","2009-12-03",6.55
"738","2009-12-04",6.59
"739","2009-12-07",6.53
"740","2009-12-08",6.5
"741","2009-12-09",6.5
"742","2009-12-10",6.72
"743","2009-12-11",7.12
"744","2009-12-14",7.41
"745","2009-12-15",7.44
"746","2009-12-16",8.21
"747","2009-12-17",8.2
"748","2009-12-18",10.27
"749","2009-12-21",10.1
"750","2009-12-22",11.03
"751","2009-12-23",10.98
"752","2009-12-24",11.15
"753","2009-12-28",10.74
"754","2009-12-29",11.01
"755","2009-12-30",10.94
"756","2009-12-31",11.07
"757","2010-01-04",11.03
"758","2010-01-05",11.02
"759","2010-01-06",10.98
"760","2010-01-07",11
"761","2010-01-08",11.11
"762","2010-01-11",10.9
"763","2010-01-12",10.53
"764","2010-01-13",12.86
"765","2010-01-14",12.34
"766","2010-01-15",10.89
"767","2010-01-19",11.92
"768","2010-01-20",12.48
"769","2010-01-21",12.19
"770","2010-01-22",10.97
"771","2010-01-25",10.84
"772","2010-01-26",10.84
"773","2010-01-27",10.24
"774","2010-01-28",10.92
"775","2010-01-29",10.42
"776","2010-02-01",10.66
"777","2010-02-02",11
"778","2010-02-03",11.02
"779","2010-02-04",10.33
"780","2010-02-05",10.44
"781","2010-02-08",10.49
"782","2010-02-09",10.18
"783","2010-02-10",8.15
"784","2010-02-11",8.97
"785","2010-02-12",8.84
"786","2010-02-16",9.05
"787","2010-02-17",9.13
"788","2010-02-18",8.92
"789","2010-02-19",8.64
"790","2010-02-22",8.54
"791","2010-02-23",8.46
"792","2010-02-24",8.44
"793","2010-02-25",8.45
"794","2010-02-26",8.69
"795","2010-03-01",8.68
"796","2010-03-02",8.77
"797","2010-03-03",8.82
"798","2010-03-04",8.77
"799","2010-03-05",8.8
"800","2010-03-08",8.95
"801","2010-03-09",8.7
"802","2010-03-10",8.53
"803","2010-03-11",8.48
"804","2010-03-12",8.59
"805","2010-03-15",8.63
"806","2010-03-16",8.93
"807","2010-03-17",9.65
"808","2010-03-18",9.39
"809","2010-03-19",9.22
"810","2010-03-22",9.41
"811","2010-03-23",9.51
"812","2010-03-24",9.41
"813","2010-03-25",9.46
"814","2010-03-26",9.8
"815","2010-03-29",10.16
"816","2010-03-30",9.84
"817","2010-03-31",10.09
"818","2010-04-01",9.79
"819","2010-04-05",9.86
"820","2010-04-06",9.64
"821","2010-04-07",9.57
"822","2010-04-08",9.38
"823","2010-04-09",9.31
"824","2010-04-12",9.22
"825","2010-04-13",9.26
"826","2010-04-14",9.88
"827","2010-04-15",9.74
"828","2010-04-16",9.89
"829","2010-04-19",9.75
"830","2010-04-20",10.13
"831","2010-04-21",10.09
"832","2010-04-22",10
"833","2010-04-23",9.95
"834","2010-04-26",9.93
"835","2010-04-27",9.87
"836","2010-04-28",9.68
"837","2010-04-29",9.79
"838","2010-04-30",9.57
"839","2010-05-03",9.65
"840","2010-05-04",9.31
"841","2010-05-05",9.13
"842","2010-05-06",9.27
"843","2010-05-07",8.6
"844","2010-05-10",9.05
"845","2010-05-11",9.41
"846","2010-05-12",9.97
"847","2010-05-13",9.99
"848","2010-05-14",9.49
"849","2010-05-17",9.69
"850","2010-05-18",9.33
"851","2010-05-19",9.29
"852","2010-05-20",8.97
"853","2010-05-21",9.07
"854","2010-05-24",8.96
"855","2010-05-25",9.07
"856","2010-05-26",9
"857","2010-05-27",9.43
"858","2010-05-28",9.47
"859","2010-06-01",9.03
"860","2010-06-02",9.43
"861","2010-06-03",9.43
"862","2010-06-04",9
"863","2010-06-07",8.77
"864","2010-06-08",8.73
"865","2010-06-09",8.64
"866","2010-06-10",8.9
"867","2010-06-11",8.78
"868","2010-06-14",9.02
"869","2010-06-15",9.25
"870","2010-06-16",9.45
"871","2010-06-17",9
"872","2010-06-18",9.07
"873","2010-06-21",9
"874","2010-06-22",8.92
"875","2010-06-23",8.86
"876","2010-06-24",8.82
"877","2010-06-25",8.76
"878","2010-06-28",8.7
"879","2010-06-29",8.27
"880","2010-06-30",8.35
"881","2010-07-01",8.71
"882","2010-07-02",8.59
"883","2010-07-06",8.6
"884","2010-07-07",8.67
"885","2010-07-08",8.65
"886","2010-07-09",8.69
"887","2010-07-12",8.59
"888","2010-07-13",8.61
"889","2010-07-14",9.5
"890","2010-07-15",9.3
"891","2010-07-16",9.27
"892","2010-07-19",9.35
"893","2010-07-20",9.84
"894","2010-07-21",9.92
"895","2010-07-22",10.33
"896","2010-07-23",10.32
"897","2010-07-26",10.29
"898","2010-07-27",10.3
"899","2010-07-28",10.1
"900","2010-07-29",10.11
"901","2010-07-30",10.08
"902","2010-08-02",10.14
"903","2010-08-03",10.18
"904","2010-08-04",10.52
"905","2010-08-05",10.73
"906","2010-08-06",10.64
"907","2010-08-09",12.06
"908","2010-08-10",12.22
"909","2010-08-11",11.67
"910","2010-08-12",11.85
"911","2010-08-13",11.92
"912","2010-08-16",12.6
"913","2010-08-17",13.25
"914","2010-08-18",13.34
"915","2010-08-19",14.03
"916","2010-08-20",14.31
"917","2010-08-23",14.3
"918","2010-08-24",14.11
"919","2010-08-25",13.65
"920","2010-08-26",12.77
"921","2010-08-27",13.69
"922","2010-08-30",13.14
"923","2010-08-31",13.62
"924","2010-09-01",14.27
"925","2010-09-02",15.78
"926","2010-09-03",15.92
"927","2010-09-07",15.95
"928","2010-09-08",15.73
"929","2010-09-09",15.49
"930","2010-09-10",14.93
"931","2010-09-13",15.68
"932","2010-09-14",15.71
"933","2010-09-15",15.91
"934","2010-09-16",15.96
"935","2010-09-17",15.22
"936","2010-09-20",15.45
"937","2010-09-21",15.81
"938","2010-09-22",16.01
"939","2010-09-23",17.200001
"940","2010-09-24",17.68
"941","2010-09-27",18.25
"942","2010-09-28",18.139999
"943","2010-09-29",18.15
"944","2010-09-30",17.959999
"945","2010-10-01",17.870001
"946","2010-10-04",17.309999
"947","2010-10-05",18.9
"948","2010-10-06",18.389999
"949","2010-10-07",18.309999
"950","2010-10-08",18.049999
"951","2010-10-11",17.42
"952","2010-10-12",18.09
"953","2010-10-13",17.66
"954","2010-10-14",18.51
"955","2010-10-15",19.450001
"956","2010-10-18",19.66
"957","2010-10-19",18.110001
"958","2010-10-20",17.370001
"959","2010-10-21",16.620001
"960","2010-10-22",17.35
"961","2010-10-25",17.59
"962","2010-10-26",17.139999
"963","2010-10-27",17.5
"964","2010-10-28",16.93
"965","2010-10-29",16.74
"966","2010-11-01",17.27
"967","2010-11-02",17.129999
"968","2010-11-03",17.200001
"969","2010-11-04",18.76
"970","2010-11-05",18.27
"971","2010-11-08",18.469999
"972","2010-11-09",17.440001
"973","2010-11-10",17.110001
"974","2010-11-11",17.120001
"975","2010-11-12",17.280001
"976","2010-11-15",18.49
"977","2010-11-16",18.549999
"978","2010-11-17",15.76
"979","2010-11-18",17
"980","2010-11-19",17.5
"981","2010-11-22",17.969999
"982","2010-11-23",18.450001
"983","2010-11-24",18.84
"984","2010-11-26",19.940001
"985","2010-11-29",20.969999
"986","2010-11-30",20.700001
"987","2010-12-01",21.549999
"988","2010-12-02",23.26
"989","2010-12-03",23.18
"990","2010-12-06",24.99
"991","2010-12-07",23.879999
"992","2010-12-08",24.01
"993","2010-12-09",24.610001
"994","2010-12-10",25.040001
"995","2010-12-13",24.959999
"996","2010-12-14",23.15
"997","2010-12-15",23.01
"998","2010-12-16",24.4
"999","2010-12-17",24.540001
