"","date","ZS"
"1","2018-03-16",33
"2","2018-03-19",27.9
"3","2018-03-20",30.379999
"4","2018-03-21",31.08
"5","2018-03-22",29.83
"6","2018-03-23",29.43
"7","2018-03-26",27.83
"8","2018-03-27",27.75
"9","2018-03-28",27.530001
"10","2018-03-29",28.07
"11","2018-04-02",27.059999
"12","2018-04-03",26.799999
"13","2018-04-04",27.969999
"14","2018-04-05",28.530001
"15","2018-04-06",28.219999
"16","2018-04-09",26.540001
"17","2018-04-10",28.07
"18","2018-04-11",27.709999
"19","2018-04-12",27.959999
"20","2018-04-13",27.48
"21","2018-04-16",28.99
"22","2018-04-17",28.75
"23","2018-04-18",28.65
"24","2018-04-19",28.030001
"25","2018-04-20",27.219999
"26","2018-04-23",26.860001
"27","2018-04-24",27.139999
"28","2018-04-25",28.110001
"29","2018-04-26",28.65
"30","2018-04-27",28.709999
"31","2018-04-30",29.889999
"32","2018-05-01",29.129999
"33","2018-05-02",29.950001
"34","2018-05-03",27.57
"35","2018-05-04",27.860001
"36","2018-05-07",27.65
"37","2018-05-08",27.530001
"38","2018-05-09",27.85
"39","2018-05-10",28.18
"40","2018-05-11",29.32
"41","2018-05-14",28.469999
"42","2018-05-15",27.41
"43","2018-05-16",27.09
"44","2018-05-17",27.389999
"45","2018-05-18",27.280001
"46","2018-05-21",27.42
"47","2018-05-22",27.09
"48","2018-05-23",26.559999
"49","2018-05-24",26.549999
"50","2018-05-25",24.950001
"51","2018-05-29",25.629999
"52","2018-05-30",25.5
"53","2018-05-31",26.26
"54","2018-06-01",28.18
"55","2018-06-04",29.209999
"56","2018-06-05",30.129999
"57","2018-06-06",30.65
"58","2018-06-07",37.790001
"59","2018-06-08",40.529999
"60","2018-06-11",41.25
"61","2018-06-12",38.93
"62","2018-06-13",38.830002
"63","2018-06-14",39.389999
"64","2018-06-15",41
"65","2018-06-18",40.400002
"66","2018-06-19",39.16
"67","2018-06-20",37.884998
"68","2018-06-21",35.209999
"69","2018-06-22",36.630001
"70","2018-06-25",36.360001
"71","2018-06-26",35.869999
"72","2018-06-27",34.610001
"73","2018-06-28",35.310001
"74","2018-06-29",35.75
"75","2018-07-02",37.080002
"76","2018-07-03",36.43
"77","2018-07-05",36.669998
"78","2018-07-06",38.009998
"79","2018-07-09",39.869999
"80","2018-07-10",38.540001
"81","2018-07-11",39.119999
"82","2018-07-12",40.540001
"83","2018-07-13",39.740002
"84","2018-07-16",41.119999
"85","2018-07-17",41.880001
"86","2018-07-18",41.68
"87","2018-07-19",40.380001
"88","2018-07-20",39.790001
"89","2018-07-23",41.380001
"90","2018-07-24",39.810001
"91","2018-07-25",41.220001
"92","2018-07-26",39.669998
"93","2018-07-27",37.380001
"94","2018-07-30",36.220001
"95","2018-07-31",35.310001
"96","2018-08-01",36.060001
"97","2018-08-02",37.029999
"98","2018-08-03",37.330002
"99","2018-08-06",36.59
"100","2018-08-07",37.25
"101","2018-08-08",37.040001
"102","2018-08-09",38.290001
"103","2018-08-10",38.189999
"104","2018-08-13",38.060001
"105","2018-08-14",37.52
"106","2018-08-15",36.349998
"107","2018-08-16",39.099998
"108","2018-08-17",40.290001
"109","2018-08-20",39.82
"110","2018-08-21",39.43
"111","2018-08-22",41.720001
"112","2018-08-23",42.549999
"113","2018-08-24",44.43
"114","2018-08-27",47.259998
"115","2018-08-28",47
"116","2018-08-29",47.16
"117","2018-08-30",43.900002
"118","2018-08-31",42.790001
"119","2018-09-04",44.259998
"120","2018-09-05",44.07
"121","2018-09-06",41.869999
"122","2018-09-07",46.049999
"123","2018-09-10",45.759998
"124","2018-09-11",42.950001
"125","2018-09-12",42.68
"126","2018-09-13",42.439999
"127","2018-09-14",42.639999
"128","2018-09-17",40.259998
"129","2018-09-18",39.75
"130","2018-09-19",37.830002
"131","2018-09-20",38.82
"132","2018-09-21",40.130001
"133","2018-09-24",41.43
"134","2018-09-25",42.639999
"135","2018-09-26",41.970001
"136","2018-09-27",41.610001
"137","2018-09-28",40.779999
"138","2018-10-01",39.93
"139","2018-10-02",37.029999
"140","2018-10-03",38.209999
"141","2018-10-04",37.810001
"142","2018-10-05",37.040001
"143","2018-10-08",36.349998
"144","2018-10-09",35.73
"145","2018-10-10",33.540001
"146","2018-10-11",34.549999
"147","2018-10-12",36.299999
"148","2018-10-15",36.860001
"149","2018-10-16",38.959999
"150","2018-10-17",37.91
"151","2018-10-18",36.779999
"152","2018-10-19",35.68
"153","2018-10-22",36.299999
"154","2018-10-23",35.529999
"155","2018-10-24",34.02
"156","2018-10-25",35.75
"157","2018-10-26",33.75
"158","2018-10-29",34.169998
"159","2018-10-30",35.490002
"160","2018-10-31",36.290001
"161","2018-11-01",38.959999
"162","2018-11-02",39.419998
"163","2018-11-05",39.77
"164","2018-11-06",40.970001
"165","2018-11-07",41
"166","2018-11-08",41.740002
"167","2018-11-09",40.709999
"168","2018-11-12",39.34
"169","2018-11-13",40.32
"170","2018-11-14",40.09
"171","2018-11-15",40.990002
"172","2018-11-16",37.650002
"173","2018-11-19",33.099998
"174","2018-11-20",32.25
"175","2018-11-21",33.48
"176","2018-11-23",33.849998
"177","2018-11-26",34.68
"178","2018-11-27",34.610001
"179","2018-11-28",36.900002
"180","2018-11-29",37.560001
"181","2018-11-30",39.259998
"182","2018-12-03",39.119999
"183","2018-12-04",37.209999
"184","2018-12-06",42.98
"185","2018-12-07",40.389999
"186","2018-12-10",40.599998
"187","2018-12-11",39.759998
"188","2018-12-12",41.220001
"189","2018-12-13",41.860001
"190","2018-12-14",42.470001
"191","2018-12-17",38.27
"192","2018-12-18",39.599998
"193","2018-12-19",39.330002
"194","2018-12-20",37.23
"195","2018-12-21",34.959999
"196","2018-12-24",35.549999
"197","2018-12-26",39.130001
"198","2018-12-27",40.169998
"199","2018-12-28",39.799999
"200","2018-12-31",39.209999
"201","2019-01-02",39.810001
"202","2019-01-03",39.32
"203","2019-01-04",41.77
"204","2019-01-07",43.560001
"205","2019-01-08",43.98
"206","2019-01-09",44.880001
"207","2019-01-10",45.41
"208","2019-01-11",45.200001
"209","2019-01-14",45.009998
"210","2019-01-15",45.32
"211","2019-01-16",44.150002
"212","2019-01-17",44.84
"213","2019-01-18",45.349998
"214","2019-01-22",44.59
"215","2019-01-23",45.049999
"216","2019-01-24",45.060001
"217","2019-01-25",45.889999
"218","2019-01-28",45.59
"219","2019-01-29",45.169998
"220","2019-01-30",45.52
"221","2019-01-31",48.369999
"222","2019-02-01",48.32
"223","2019-02-04",49.07
"224","2019-02-05",48.32
"225","2019-02-06",47.75
"226","2019-02-07",48.029999
"227","2019-02-08",48.459999
"228","2019-02-11",48.59
"229","2019-02-12",50.099998
"230","2019-02-13",49
"231","2019-02-14",50.080002
"232","2019-02-15",50.110001
"233","2019-02-19",49.990002
"234","2019-02-20",49.830002
"235","2019-02-21",49.669998
"236","2019-02-22",49.779999
"237","2019-02-25",49.93
"238","2019-02-26",50
"239","2019-02-27",50.720001
"240","2019-02-28",49.68
"241","2019-03-01",60.57
"242","2019-03-04",58.029999
"243","2019-03-05",57.529999
"244","2019-03-06",58.27
"245","2019-03-07",59.18
"246","2019-03-08",60.540001
"247","2019-03-11",63.34
"248","2019-03-12",63.650002
"249","2019-03-13",64.800003
"250","2019-03-14",66.940002
"251","2019-03-15",67.190002
"252","2019-03-18",67.279999
"253","2019-03-19",67.910004
"254","2019-03-20",67.489998
"255","2019-03-21",69.919998
"256","2019-03-22",66.010002
"257","2019-03-25",67.809998
"258","2019-03-26",71.029999
"259","2019-03-27",69.75
"260","2019-03-28",71.050003
"261","2019-03-29",70.93
"262","2019-04-01",70.739998
"263","2019-04-02",70.910004
"264","2019-04-03",69.339996
"265","2019-04-04",63.279999
"266","2019-04-05",63.139999
"267","2019-04-08",63.470001
"268","2019-04-09",64.940002
"269","2019-04-10",68.440002
"270","2019-04-11",67.75
"271","2019-04-12",66.639999
"272","2019-04-15",67.040001
"273","2019-04-16",66.260002
"274","2019-04-17",62.43
"275","2019-04-18",62.73
"276","2019-04-22",64.260002
"277","2019-04-23",65.419998
"278","2019-04-24",64.989998
"279","2019-04-25",66.959999
"280","2019-04-26",66.940002
"281","2019-04-29",68.199997
"282","2019-04-30",68.309998
"283","2019-05-01",66.169998
"284","2019-05-02",65.669998
"285","2019-05-03",67.400002
"286","2019-05-06",69.5
"287","2019-05-07",66.360001
"288","2019-05-08",67.610001
"289","2019-05-09",68.620003
"290","2019-05-10",73.550003
"291","2019-05-13",68.089996
"292","2019-05-14",72.050003
"293","2019-05-15",75.019997
"294","2019-05-16",78.660004
"295","2019-05-17",78.790001
"296","2019-05-20",76.639999
"297","2019-05-21",76.089996
"298","2019-05-22",75.889999
"299","2019-05-23",73.449997
"300","2019-05-24",73.760002
"301","2019-05-28",74.239998
"302","2019-05-29",71.150002
"303","2019-05-30",72.989998
"304","2019-05-31",68.629997
"305","2019-06-03",66.900002
"306","2019-06-04",71.959999
"307","2019-06-05",72.449997
"308","2019-06-06",72.330002
"309","2019-06-07",75.510002
"310","2019-06-10",76.919998
"311","2019-06-11",75.830002
"312","2019-06-12",77.169998
"313","2019-06-13",79.720001
"314","2019-06-14",77.669998
"315","2019-06-17",76.739998
"316","2019-06-18",78
"317","2019-06-19",79.879997
"318","2019-06-20",79.18
"319","2019-06-21",77.239998
"320","2019-06-24",75.459999
"321","2019-06-25",73.82
"322","2019-06-26",74.300003
"323","2019-06-27",77.5
"324","2019-06-28",76.639999
"325","2019-07-01",76.610001
"326","2019-07-02",78.959999
"327","2019-07-03",80.639999
"328","2019-07-05",83.059998
"329","2019-07-08",83.790001
"330","2019-07-09",84.309998
"331","2019-07-10",83.290001
"332","2019-07-11",82.279999
"333","2019-07-12",81.870003
"334","2019-07-15",83.790001
"335","2019-07-16",82.589996
"336","2019-07-17",82
"337","2019-07-18",82.379997
"338","2019-07-19",82.68
"339","2019-07-22",84
"340","2019-07-23",84
"341","2019-07-24",86.690002
"342","2019-07-25",86.419998
"343","2019-07-26",88.209999
"344","2019-07-29",85.57
"345","2019-07-30",84.68
"346","2019-07-31",84.269997
"347","2019-08-01",85.260002
"348","2019-08-02",83.480003
"349","2019-08-05",78.169998
"350","2019-08-06",79.940002
"351","2019-08-07",81.220001
"352","2019-08-08",84.720001
"353","2019-08-09",85.18
"354","2019-08-12",83.209999
"355","2019-08-13",85.040001
"356","2019-08-14",81.5
"357","2019-08-15",79.18
"358","2019-08-16",80.910004
"359","2019-08-19",71.800003
"360","2019-08-20",70.800003
"361","2019-08-21",72.989998
"362","2019-08-22",72.540001
"363","2019-08-23",71.279999
"364","2019-08-26",71.779999
"365","2019-08-27",71.459999
"366","2019-08-28",69.160004
"367","2019-08-29",70.510002
"368","2019-08-30",68.739998
"369","2019-09-03",65.669998
"370","2019-09-04",67.910004
"371","2019-09-05",66.980003
"372","2019-09-06",64.050003
"373","2019-09-09",62.02
"374","2019-09-10",61.599998
"375","2019-09-11",49.669998
"376","2019-09-12",49.59
"377","2019-09-13",47.48
"378","2019-09-16",47.619999
"379","2019-09-17",50.639999
"380","2019-09-18",51.950001
"381","2019-09-19",50.349998
"382","2019-09-20",51.450001
"383","2019-09-23",50.32
