"","date","APTS"
"391","2012-10-17",8.36
"392","2012-10-18",8.45
"393","2012-10-19",8.51
"394","2012-10-22",8.4
"395","2012-10-23",8.4
"396","2012-10-24",8.37
"397","2012-10-25",8.39
"398","2012-10-26",8.35
"399","2012-10-31",8.06
"400","2012-11-01",8
"401","2012-11-02",8.16
"402","2012-11-05",8.11
"403","2012-11-06",8.13
"404","2012-11-07",8.12
"405","2012-11-08",8.29
"406","2012-11-09",8.25
"407","2012-11-12",8.25
"408","2012-11-13",8.27
"409","2012-11-14",8.06
"410","2012-11-15",8.01
"411","2012-11-16",8.05
"412","2012-11-19",8.05
"413","2012-11-20",7.99
"414","2012-11-21",8.05
"415","2012-11-23",7.9
"416","2012-11-26",7.85
"417","2012-11-27",8.06
"418","2012-11-28",8.14
"419","2012-11-29",8.07
"420","2012-11-30",7.86
"421","2012-12-03",7.79
"422","2012-12-04",7.69
"423","2012-12-05",7.62
"424","2012-12-06",7.4
"425","2012-12-07",7.45
"426","2012-12-10",7.5
"427","2012-12-11",7.6
"428","2012-12-12",7.8
"429","2012-12-13",7.99
"430","2012-12-14",7.97
"431","2012-12-17",8.05
"432","2012-12-18",8.14
"433","2012-12-19",8.09
"434","2012-12-20",8.04
"435","2012-12-21",7.86
"436","2012-12-24",7.75
"437","2012-12-26",7.95
"438","2012-12-27",7.69
"439","2012-12-28",7.99
"440","2012-12-31",7.79
"441","2013-01-02",7.89
"442","2013-01-03",7.85
"443","2013-01-04",7.93
"444","2013-01-07",7.98
"445","2013-01-08",8.03
"446","2013-01-09",7.99
"447","2013-01-10",7.98
"448","2013-01-11",7.86
"449","2013-01-14",7.97
"450","2013-01-15",8.2
"451","2013-01-16",8.23
"452","2013-01-17",8.39
"453","2013-01-18",8.34
"454","2013-01-22",8.22
"455","2013-01-23",8.39
"456","2013-01-24",8.23
"457","2013-01-25",8.16
"458","2013-01-28",8.2
"459","2013-01-29",8.34
"460","2013-01-30",8.35
"461","2013-01-31",8.35
"462","2013-02-01",8.39
"463","2013-02-04",8.42
"464","2013-02-05",8.6
"465","2013-02-06",8.59
"466","2013-02-07",8.65
"467","2013-02-08",9.05
"468","2013-02-11",8.9
"469","2013-02-12",8.83
"470","2013-02-13",8.83
"471","2013-02-14",9.01
"472","2013-02-15",8.97
"473","2013-02-19",9.05
"474","2013-02-20",9.13
"475","2013-02-21",9
"476","2013-02-22",9.12
"477","2013-02-25",8.97
"478","2013-02-26",8.92
"479","2013-02-27",8.86
"480","2013-02-28",8.73
"481","2013-03-01",8.61
"482","2013-03-04",8.77
"483","2013-03-05",9.01
"484","2013-03-06",9.19
"485","2013-03-07",9.35
"486","2013-03-08",9.53
"487","2013-03-11",9.65
"488","2013-03-12",9.64
"489","2013-03-13",9.65
"490","2013-03-14",9.84
"491","2013-03-15",9.88
"492","2013-03-18",9.84
"493","2013-03-19",9.87
"494","2013-03-20",10
"495","2013-03-21",9.75
"496","2013-03-22",10
"497","2013-03-25",9.72
"498","2013-03-26",9.56
"499","2013-03-27",9.57
"500","2013-03-28",9.54
"501","2013-04-01",9.94
"502","2013-04-02",9.87
"503","2013-04-03",9.83
"504","2013-04-04",9.79
"505","2013-04-05",9.58
"506","2013-04-08",9.51
"507","2013-04-09",9.49
"508","2013-04-10",9.7
"509","2013-04-11",9.7
"510","2013-04-12",9.59
"511","2013-04-15",8.92
"512","2013-04-16",9.62
"513","2013-04-17",9.3
"514","2013-04-18",9.1
"515","2013-04-19",9.1
"516","2013-04-22",9.5
"517","2013-04-23",9.37
"518","2013-04-24",9.17
"519","2013-04-25",9.11
"520","2013-04-26",9.02
"521","2013-04-29",9.11
"522","2013-04-30",9.15
"523","2013-05-01",9.12
"524","2013-05-02",9.1
"525","2013-05-03",9.1
"526","2013-05-06",9
"527","2013-05-07",9
"528","2013-05-08",8.85
"529","2013-05-09",9.12
"530","2013-05-10",9.65
"531","2013-05-13",9.6
"532","2013-05-14",9.65
"533","2013-05-15",9.85
"534","2013-05-16",9.84
"535","2013-05-17",9.5
"536","2013-05-20",8.99
"537","2013-05-21",8.98
"538","2013-05-22",8.92
"539","2013-05-23",9.29
"540","2013-05-24",9.23
"541","2013-05-28",9.18
"542","2013-05-29",9
"543","2013-05-30",8.74
"544","2013-05-31",8.5
"545","2013-06-03",8.3
"546","2013-06-04",8.31
"547","2013-06-05",8.38
"548","2013-06-06",8.34
"549","2013-06-07",8.38
"550","2013-06-10",8.4
"551","2013-06-11",8.11
"552","2013-06-12",8.15
"553","2013-06-13",8.21
"554","2013-06-14",8.42
"555","2013-06-17",8.7
"556","2013-06-18",8.71
"557","2013-06-19",8.7
"558","2013-06-20",8.75
"559","2013-06-21",8.9
"560","2013-06-24",8.09
"561","2013-06-25",8.16
"562","2013-06-26",8.12
"563","2013-06-27",8.25
"564","2013-06-28",9
"565","2013-07-01",8.6
"566","2013-07-02",8.54
"567","2013-07-03",8.46
"568","2013-07-05",8.08
"569","2013-07-08",8.01
"570","2013-07-09",8.2
"571","2013-07-10",8.4
"572","2013-07-11",8.45
"573","2013-07-12",8.45
"574","2013-07-15",8.7
"575","2013-07-16",8.59
"576","2013-07-17",8.65
"577","2013-07-18",8.68
"578","2013-07-19",8.65
"579","2013-07-22",8.77
"580","2013-07-23",8.54
"581","2013-07-24",8.82
"582","2013-07-25",8.67
"583","2013-07-26",8.83
"584","2013-07-29",8.84
"585","2013-07-30",8.83
"586","2013-07-31",8.79
"587","2013-08-01",8.49
"588","2013-08-02",8.45
"589","2013-08-05",8.47
"590","2013-08-06",8.5
"591","2013-08-07",8.45
"592","2013-08-08",8.46
"593","2013-08-09",8.5
"594","2013-08-12",8.48
"595","2013-08-13",8.5
"596","2013-08-14",8.47
"597","2013-08-15",8.43
"598","2013-08-16",8.47
"599","2013-08-19",8.7
"600","2013-08-20",8.55
"601","2013-08-21",8.49
"602","2013-08-22",8.56
"603","2013-08-23",8.2
"604","2013-08-26",8.4
"605","2013-08-27",8.29
"606","2013-08-28",8.29
"607","2013-08-29",8.31
"608","2013-08-30",8.29
"609","2013-09-03",8.3
"610","2013-09-04",8.28
"611","2013-09-05",8.26
"612","2013-09-06",8.2
"613","2013-09-09",8.4
"614","2013-09-10",8.43
"615","2013-09-11",8.28
"616","2013-09-12",8.65
"617","2013-09-13",8.3
"618","2013-09-16",8.29
"619","2013-09-17",8.3
"620","2013-09-18",8.24
"621","2013-09-19",8.25
"622","2013-09-20",8.03
"623","2013-09-23",8.17
"624","2013-09-24",8.16
"625","2013-09-25",8.13
"626","2013-09-26",8.05
"627","2013-09-27",7.86
"628","2013-09-30",8.12
"629","2013-10-01",8.2
"630","2013-10-02",8.37
"631","2013-10-03",8.26
"632","2013-10-04",8.22
"633","2013-10-07",8.07
"634","2013-10-08",7.95
"635","2013-10-09",7.96
"636","2013-10-10",8.16
"637","2013-10-11",8.25
"638","2013-10-14",8.3
"639","2013-10-15",8.23
"640","2013-10-16",8.2
"641","2013-10-17",8.19
"642","2013-10-18",8.3
"643","2013-10-21",8.34
"644","2013-10-22",8.3
"645","2013-10-23",8.2
"646","2013-10-24",8.32
"647","2013-10-25",8.25
"648","2013-10-28",8.26
"649","2013-10-29",8.28
"650","2013-10-30",8.31
"651","2013-10-31",8.28
"652","2013-11-01",8.27
"653","2013-11-04",8.39
"654","2013-11-05",8.15
"655","2013-11-06",8.28
"656","2013-11-07",8.3
"657","2013-11-08",8.16
"658","2013-11-11",8.21
"659","2013-11-12",7.85
"660","2013-11-13",7.75
"661","2013-11-14",7.84
"662","2013-11-15",7.92
"663","2013-11-18",7.92
"664","2013-11-19",7.84
"665","2013-11-20",7.86
"666","2013-11-21",7.85
"667","2013-11-22",7.77
"668","2013-11-25",7.79
"669","2013-11-26",7.8
"670","2013-11-27",7.76
"671","2013-11-29",7.94
"672","2013-12-02",7.82
"673","2013-12-03",7.75
"674","2013-12-04",7.75
"675","2013-12-05",7.85
"676","2013-12-06",7.85
"677","2013-12-09",7.88
"678","2013-12-10",7.92
"679","2013-12-11",7.86
"680","2013-12-12",7.95
"681","2013-12-13",7.86
"682","2013-12-16",7.94
"683","2013-12-17",7.92
"684","2013-12-18",8
"685","2013-12-19",7.92
"686","2013-12-20",8.44
"687","2013-12-23",8.04
"688","2013-12-24",8
"689","2013-12-26",8.05
"690","2013-12-27",8
"691","2013-12-30",8.18
"692","2013-12-31",8.04
"693","2014-01-02",8.2
"694","2014-01-03",8.1
"695","2014-01-06",8.15
"696","2014-01-07",8.03
"697","2014-01-08",8.13
"698","2014-01-09",8.15
"699","2014-01-10",8.1
"700","2014-01-13",8.03
"701","2014-01-14",8.02
"702","2014-01-15",8.04
"703","2014-01-16",8.09
"704","2014-01-17",8.04
"705","2014-01-21",8
"706","2014-01-22",8.02
"707","2014-01-23",8.05
"708","2014-01-24",7.92
"709","2014-01-27",7.91
"710","2014-01-28",7.86
"711","2014-01-29",7.97
"712","2014-01-30",8.04
"713","2014-01-31",8.03
"714","2014-02-03",8.07
"715","2014-02-04",8.03
"716","2014-02-05",8
"717","2014-02-06",8.06
"718","2014-02-07",8.14
"719","2014-02-10",8.13
"720","2014-02-11",8.12
"721","2014-02-12",8.13
"722","2014-02-13",8.13
"723","2014-02-14",8.13
"724","2014-02-18",8.17
"725","2014-02-19",8.15
"726","2014-02-20",8.19
"727","2014-02-21",8.15
"728","2014-02-24",8.15
"729","2014-02-25",8.19
"730","2014-02-26",8.25
"731","2014-02-27",8.2
"732","2014-02-28",8.2
"733","2014-03-03",8.16
"734","2014-03-04",8.27
"735","2014-03-05",8.27
"736","2014-03-06",8.27
"737","2014-03-07",8.27
"738","2014-03-10",8.22
"739","2014-03-11",8.25
"740","2014-03-12",8.23
"741","2014-03-13",8.23
"742","2014-03-14",8.3
"743","2014-03-17",8.26
"744","2014-03-18",8.26
"745","2014-03-19",8.17
"746","2014-03-20",8.12
"747","2014-03-21",8.12
"748","2014-03-24",8.03
"749","2014-03-25",8.03
"750","2014-03-26",8.09
"751","2014-03-27",8.07
"752","2014-03-28",8.05
"753","2014-03-31",8.06
"754","2014-04-01",8.07
"755","2014-04-02",8.12
"756","2014-04-03",8.1
"757","2014-04-04",8.09
"758","2014-04-07",8.06
"759","2014-04-08",8.05
"760","2014-04-09",8.12
"761","2014-04-10",8.06
"762","2014-04-11",8.04
"763","2014-04-14",8.05
"764","2014-04-15",8.05
"765","2014-04-16",8.08
"766","2014-04-17",8.1
"767","2014-04-21",8.1
"768","2014-04-22",8.11
"769","2014-04-23",8.1
"770","2014-04-24",8.1
"771","2014-04-25",8.07
"772","2014-04-28",8
"773","2014-04-29",8.08
"774","2014-04-30",8.09
"775","2014-05-01",8.12
"776","2014-05-02",8.12
"777","2014-05-05",8.1
"778","2014-05-06",8.22
"779","2014-05-07",8.21
"780","2014-05-08",8.17
"781","2014-05-09",8.24
"782","2014-05-12",8.25
"783","2014-05-13",8.25
"784","2014-05-14",8.22
"785","2014-05-15",8.25
"786","2014-05-16",8.28
"787","2014-05-19",8.31
"788","2014-05-20",8.29
"789","2014-05-21",8.3
"790","2014-05-22",8.27
"791","2014-05-23",8.41
"792","2014-05-27",8.44
"793","2014-05-28",8.35
"794","2014-05-29",8.5
"795","2014-05-30",8.46
"796","2014-06-02",8.75
"797","2014-06-03",8.82
"798","2014-06-04",8.95
"799","2014-06-05",8.89
"800","2014-06-06",9.16
"801","2014-06-09",9.19
"802","2014-06-10",9.18
"803","2014-06-11",9.1
"804","2014-06-12",9.04
"805","2014-06-13",8.98
"806","2014-06-16",8.93
"807","2014-06-17",9
"808","2014-06-18",8.93
"809","2014-06-19",8.97
"810","2014-06-20",9
"811","2014-06-23",9
"812","2014-06-24",9
"813","2014-06-25",8.95
"814","2014-06-26",8.95
"815","2014-06-27",8.93
"816","2014-06-30",8.87
"817","2014-07-01",9
"818","2014-07-02",9.02
"819","2014-07-03",8.97
"820","2014-07-07",8.96
"821","2014-07-08",8.95
"822","2014-07-09",9.01
"823","2014-07-10",9.01
"824","2014-07-11",9
"825","2014-07-14",9.02
"826","2014-07-15",8.99
"827","2014-07-16",9
"828","2014-07-17",8.96
"829","2014-07-18",8.97
"830","2014-07-21",8.99
"831","2014-07-22",8.99
"832","2014-07-23",9
"833","2014-07-24",8.95
"834","2014-07-25",8.92
"835","2014-07-28",8.93
"836","2014-07-29",9
"837","2014-07-30",9
"838","2014-07-31",8.99
"839","2014-08-01",9.1
"840","2014-08-04",9.01
"841","2014-08-05",8.97
"842","2014-08-06",8.8
"843","2014-08-07",8.79
"844","2014-08-08",8.76
"845","2014-08-11",8.78
"846","2014-08-12",8.77
"847","2014-08-13",8.75
"848","2014-08-14",8.78
"849","2014-08-15",8.76
"850","2014-08-18",8.7
"851","2014-08-19",8.82
"852","2014-08-20",8.82
"853","2014-08-21",8.81
"854","2014-08-22",8.71
"855","2014-08-25",8.76
"856","2014-08-26",8.78
"857","2014-08-27",8.77
"858","2014-08-28",8.72
"859","2014-08-29",8.72
"860","2014-09-02",8.76
"861","2014-09-03",8.76
"862","2014-09-04",8.72
"863","2014-09-05",8.73
"864","2014-09-08",8.75
"865","2014-09-09",8.75
"866","2014-09-10",8.74
"867","2014-09-11",8.56
"868","2014-09-12",8.55
"869","2014-09-15",8.51
"870","2014-09-16",8.47
"871","2014-09-17",8.57
"872","2014-09-18",8.47
"873","2014-09-19",8.95
"874","2014-09-22",8.63
"875","2014-09-23",8.5
"876","2014-09-24",8.4
"877","2014-09-25",8.4
"878","2014-09-26",8.34
"879","2014-09-29",8.34
"880","2014-09-30",8.32
"881","2014-10-01",8.32
"882","2014-10-02",8.33
"883","2014-10-03",8.3
"884","2014-10-06",8.36
"885","2014-10-07",8.25
"886","2014-10-08",8.34
"887","2014-10-09",8.4
"888","2014-10-10",8.35
"889","2014-10-13",8.32
"890","2014-10-14",8.26
"891","2014-10-15",8.25
"892","2014-10-16",8.4
"893","2014-10-17",8.3
"894","2014-10-20",8.3
"895","2014-10-21",8.23
"896","2014-10-22",8.4
"897","2014-10-23",8.5
"898","2014-10-24",8.48
"899","2014-10-27",8.45
"900","2014-10-28",8.6
"901","2014-10-29",8.56
"902","2014-10-30",8.63
"903","2014-10-31",8.5
"904","2014-11-03",8.59
"905","2014-11-04",8.65
"906","2014-11-05",8.81
"907","2014-11-06",8.7
"908","2014-11-07",8.66
"909","2014-11-10",8.74
"910","2014-11-11",8.72
"911","2014-11-12",8.71
"912","2014-11-13",8.69
"913","2014-11-14",8.64
"914","2014-11-17",8.68
"915","2014-11-18",8.7
"916","2014-11-19",8.65
"917","2014-11-20",8.65
"918","2014-11-21",8.55
"919","2014-11-24",8.65
"920","2014-11-25",8.65
"921","2014-11-26",8.67
"922","2014-11-28",8.88
"923","2014-12-01",8.52
"924","2014-12-02",8.71
"925","2014-12-03",8.76
"926","2014-12-04",8.69
"927","2014-12-05",8.68
"928","2014-12-08",8.67
"929","2014-12-09",8.72
"930","2014-12-10",8.75
"931","2014-12-11",8.64
"932","2014-12-12",8.65
"933","2014-12-15",8.7
"934","2014-12-16",8.7
"935","2014-12-17",8.65
"936","2014-12-18",8.71
"937","2014-12-19",8.67
"938","2014-12-22",8.76
"939","2014-12-23",8.92
"940","2014-12-24",8.9
"941","2014-12-26",8.94
"942","2014-12-29",9.17
"943","2014-12-30",9.14
"944","2014-12-31",9.1
"945","2015-01-02",9.21
"946","2015-01-05",9.22
"947","2015-01-06",9.37
"948","2015-01-07",9.36
"949","2015-01-08",9.31
"950","2015-01-09",9.48
"951","2015-01-12",9.48
"952","2015-01-13",9.45
"953","2015-01-14",9.49
"954","2015-01-15",9.41
"955","2015-01-16",9.39
"956","2015-01-20",9.46
"957","2015-01-21",9.66
"958","2015-01-22",9.77
"959","2015-01-23",9.86
"960","2015-01-26",9.8
"961","2015-01-27",10
"962","2015-01-28",10.07
"963","2015-01-29",10.24
"964","2015-01-30",10.11
"965","2015-02-02",9.87
"966","2015-02-03",10.16
"967","2015-02-04",10.05
"968","2015-02-05",10.25
"969","2015-02-06",10.18
"970","2015-02-09",10.19
"971","2015-02-10",10.2
"972","2015-02-11",10.35
"973","2015-02-12",10.42
"974","2015-02-13",10.36
"975","2015-02-17",10.32
"976","2015-02-18",10.51
"977","2015-02-19",10.4
"978","2015-02-20",10.3
"979","2015-02-23",10.35
"980","2015-02-24",10.2
"981","2015-02-25",10.26
"982","2015-02-26",10.08
"983","2015-02-27",10.23
"984","2015-03-02",10.2
"985","2015-03-03",10.17
"986","2015-03-04",10.13
"987","2015-03-05",10.25
"988","2015-03-06",10.16
"989","2015-03-09",10.3
"990","2015-03-10",10.38
"991","2015-03-11",10.39
"992","2015-03-12",10.41
"993","2015-03-13",10.43
"994","2015-03-16",10.31
"995","2015-03-17",10.5
"996","2015-03-18",10.52
"997","2015-03-19",10.69
"998","2015-03-20",10.95
"999","2015-03-23",11.03
"1000","2015-03-24",10.73
"1001","2015-03-25",10.59
"1002","2015-03-26",10.64
"1003","2015-03-27",10.88
"1004","2015-03-30",10.82
