"","date","AUTL"
"86","2018-10-23",30.639999
"87","2018-10-24",29.959999
"88","2018-10-25",31.1
"89","2018-10-26",29
"90","2018-10-29",27.65
"91","2018-10-30",27.6
"92","2018-10-31",28.5
"93","2018-11-01",31.5
"94","2018-11-02",31.75
"95","2018-11-05",31.84
"96","2018-11-06",28.540001
"97","2018-11-07",31.200001
"98","2018-11-08",38.889999
"99","2018-11-09",48.009998
"100","2018-11-12",35.5
"101","2018-11-13",39.490002
"102","2018-11-14",37
"103","2018-11-15",35.709999
"104","2018-11-16",34.990002
"105","2018-11-19",36.799999
"106","2018-11-20",41.200001
"107","2018-11-21",45.709999
"108","2018-11-23",45
"109","2018-11-26",40.880001
"110","2018-11-27",37
"111","2018-11-28",39.93
"112","2018-11-29",38.779999
"113","2018-11-30",39.02
"114","2018-12-03",41.18
"115","2018-12-04",42.689999
"116","2018-12-06",41
"117","2018-12-07",37
"118","2018-12-10",36.009998
"119","2018-12-11",34.330002
"120","2018-12-12",32.720001
"121","2018-12-13",31.99
"122","2018-12-14",32.830002
"123","2018-12-17",31.34
"124","2018-12-18",30.290001
"125","2018-12-19",29.9
"126","2018-12-20",29.860001
"127","2018-12-21",29.129999
"128","2018-12-24",28.799999
"129","2018-12-26",31.25
"130","2018-12-27",27.76
"131","2018-12-28",30.75
"132","2018-12-31",32.84
"133","2019-01-02",33.360001
"134","2019-01-03",34.34
"135","2019-01-04",34.709999
"136","2019-01-07",34.369999
"137","2019-01-08",34.68
"138","2019-01-09",34.189999
"139","2019-01-10",34.029999
"140","2019-01-11",33.919998
"141","2019-01-14",32.049999
"142","2019-01-15",32
"143","2019-01-16",30.870001
"144","2019-01-17",31.4
"145","2019-01-18",31.030001
"146","2019-01-22",28.65
"147","2019-01-23",26.370001
"148","2019-01-24",25.450001
"149","2019-01-25",26
"150","2019-01-28",27.35
"151","2019-01-29",27.5
"152","2019-01-30",26.459999
"153","2019-01-31",26.41
"154","2019-02-01",25.51
"155","2019-02-04",27
"156","2019-02-05",26.15
"157","2019-02-06",28
"158","2019-02-07",27.875
"159","2019-02-08",28.77
"160","2019-02-11",30.940001
"161","2019-02-12",28.9
"162","2019-02-13",29.26
"163","2019-02-14",29.450001
"164","2019-02-15",29.200001
"165","2019-02-19",27.98
"166","2019-02-20",27.780001
"167","2019-02-21",27.129999
"168","2019-02-22",28.889999
"169","2019-02-25",27.969999
"170","2019-02-26",27.01
"171","2019-02-27",28.49
"172","2019-02-28",27.35
"173","2019-03-01",27.65
"174","2019-03-04",27.33
"175","2019-03-05",28.01
"176","2019-03-06",27.549999
"177","2019-03-07",28.58
"178","2019-03-08",27.059999
"179","2019-03-11",25.91
"180","2019-03-12",24.77
"181","2019-03-13",25.530001
"182","2019-03-14",24.91
"183","2019-03-15",24.700001
"184","2019-03-18",24.75
"185","2019-03-19",24.950001
"186","2019-03-20",24.4
"187","2019-03-21",25.190001
"188","2019-03-22",24.379999
"189","2019-03-25",24.459999
"190","2019-03-26",26.389999
"191","2019-03-27",27.74
"192","2019-03-28",30.24
"193","2019-03-29",31.469999
"194","2019-04-01",30.299999
"195","2019-04-02",29.82
"196","2019-04-03",30.799999
"197","2019-04-04",30.959999
"198","2019-04-05",31.02
"199","2019-04-08",31.25
"200","2019-04-09",26.75
"201","2019-04-10",24.299999
"202","2019-04-11",25.65
"203","2019-04-12",26.120001
"204","2019-04-15",28
"205","2019-04-16",26.9
"206","2019-04-17",25.73
"207","2019-04-18",26.370001
"208","2019-04-22",26.34
"209","2019-04-23",25.969999
"210","2019-04-24",26.68
"211","2019-04-25",26.280001
"212","2019-04-26",26.889999
"213","2019-04-29",26.58
"214","2019-04-30",26.18
"215","2019-05-01",27.559999
"216","2019-05-02",26.09
"217","2019-05-03",24.700001
"218","2019-05-06",24.870001
"219","2019-05-07",25.290001
"220","2019-05-08",23.25
"221","2019-05-09",22.030001
"222","2019-05-10",23.190001
"223","2019-05-13",22.389999
"224","2019-05-14",23.84
"225","2019-05-15",23.9
"226","2019-05-16",23.040001
"227","2019-05-17",22.59
"228","2019-05-20",22.01
"229","2019-05-21",21.98
"230","2019-05-22",21.76
"231","2019-05-23",20.76
"232","2019-05-24",21.08
"233","2019-05-28",21.860001
"234","2019-05-29",20.549999
"235","2019-05-30",21.15
"236","2019-05-31",20.629999
"237","2019-06-03",19.190001
"238","2019-06-04",16.799999
"239","2019-06-05",16.690001
"240","2019-06-06",16.559999
"241","2019-06-07",15.93
"242","2019-06-10",15.53
"243","2019-06-11",15.9
"244","2019-06-12",16
"245","2019-06-13",16.059999
"246","2019-06-14",15.41
"247","2019-06-17",15.86
"248","2019-06-18",17.200001
"249","2019-06-19",16.639999
"250","2019-06-20",16.700001
"251","2019-06-21",16.32
"252","2019-06-24",15.93
"253","2019-06-25",15.9
"254","2019-06-26",15.1
"255","2019-06-27",15.53
"256","2019-06-28",16.1
"257","2019-07-01",16.52
"258","2019-07-02",16.07
"259","2019-07-03",16.33
"260","2019-07-05",16.540001
"261","2019-07-08",16.08
"262","2019-07-09",16.719999
"263","2019-07-10",16.09
"264","2019-07-11",15.98
"265","2019-07-12",16.01
"266","2019-07-15",16.1
"267","2019-07-16",15.95
"268","2019-07-17",15.91
"269","2019-07-18",15.71
"270","2019-07-19",15.24
"271","2019-07-22",14.48
"272","2019-07-23",13.55
"273","2019-07-24",13.13
"274","2019-07-25",13.5
"275","2019-07-26",13.75
"276","2019-07-29",15.38
"277","2019-07-30",15.79
"278","2019-07-31",15.42
"279","2019-08-01",14.98
"280","2019-08-02",14.95
"281","2019-08-05",14.12
"282","2019-08-06",14.7
"283","2019-08-07",14.83
"284","2019-08-08",13.03
"285","2019-08-09",11.33
"286","2019-08-12",9.79
"287","2019-08-13",10.03
"288","2019-08-14",10.54
"289","2019-08-15",10.02
"290","2019-08-16",9.91
"291","2019-08-19",10.85
"292","2019-08-20",10.77
"293","2019-08-21",10.94
"294","2019-08-22",10.61
"295","2019-08-23",10.5
"296","2019-08-26",10.52
"297","2019-08-27",10.99
"298","2019-08-28",10.41
"299","2019-08-29",10.25
"300","2019-08-30",10.35
"301","2019-09-03",9.96
"302","2019-09-04",9.8
"303","2019-09-05",11.93
"304","2019-09-06",14.09
"305","2019-09-09",14.32
"306","2019-09-10",13.2
"307","2019-09-11",12.29
"308","2019-09-12",12.4
"309","2019-09-13",13.5
"310","2019-09-16",13.61
"311","2019-09-17",12.6
"312","2019-09-18",12.5
"313","2019-09-19",12.58
"314","2019-09-20",13.09
"315","2019-09-23",13.07
"316","2019-09-24",13.15
"317","2019-09-25",12.75
"318","2019-09-26",11.94
"319","2019-09-27",12
"320","2019-09-30",12.42
"321","2019-10-01",11.78
"322","2019-10-02",11.89
"323","2019-10-03",12.25
"324","2019-10-04",12.06
"325","2019-10-07",12.35
"326","2019-10-08",11.85
"327","2019-10-09",12.38
"328","2019-10-10",12.68
"329","2019-10-11",12.44
"330","2019-10-14",12.16
"331","2019-10-15",12.13
"332","2019-10-16",11.77
"333","2019-10-17",12.92
"334","2019-10-18",12.31
"335","2019-10-21",12.74
"336","2019-10-22",12.88
"337","2019-10-23",12.5
"338","2019-10-24",13.52
"339","2019-10-25",13.41
"340","2019-10-28",12.64
"341","2019-10-29",12.46
"342","2019-10-30",12.01
"343","2019-10-31",11.97
"344","2019-11-01",12.66
"345","2019-11-04",12.91
"346","2019-11-05",14.29
"347","2019-11-06",13.04
"348","2019-11-07",12.39
"349","2019-11-08",12.05
"350","2019-11-11",12.24
"351","2019-11-12",11.5
"352","2019-11-13",11.13
"353","2019-11-14",11.17
"354","2019-11-15",11.79
"355","2019-11-18",11.92
"356","2019-11-19",12.69
"357","2019-11-20",13.8
"358","2019-11-21",13.43
"359","2019-11-22",12.91
"360","2019-11-25",13.54
"361","2019-11-26",13.91
"362","2019-11-27",14.29
"363","2019-11-29",15
"364","2019-12-02",16.280001
"365","2019-12-03",16.190001
"366","2019-12-04",15.92
"367","2019-12-05",14.78
"368","2019-12-06",14.74
"369","2019-12-09",15.69
"370","2019-12-10",15
"371","2019-12-11",13.71
"372","2019-12-12",13
"373","2019-12-13",12.65
"374","2019-12-16",12.09
"375","2019-12-17",13.5
"376","2019-12-18",13.6
"377","2019-12-19",13.12
"378","2019-12-20",12.79
"379","2019-12-23",13.56
"380","2019-12-24",14.27
"381","2019-12-26",14.19
"382","2019-12-27",13.61
"383","2019-12-30",14.09
"384","2019-12-31",13.2
"385","2020-01-02",12.96
"386","2020-01-03",12.91
"387","2020-01-06",12.94
"388","2020-01-07",12.99
"389","2020-01-08",13
"390","2020-01-09",12.85
"391","2020-01-10",12.56
"392","2020-01-13",12.59
"393","2020-01-14",12.7
"394","2020-01-15",12.72
"395","2020-01-16",12.85
"396","2020-01-17",12.55
"397","2020-01-21",12.84
"398","2020-01-22",12.47
"399","2020-01-23",9.99
"400","2020-01-24",9.76
"401","2020-01-27",10.18
"402","2020-01-28",10.07
"403","2020-01-29",10.25
"404","2020-01-30",9.95
"405","2020-01-31",9.82
"406","2020-02-03",9.72
"407","2020-02-04",9.66
"408","2020-02-05",9.8
"409","2020-02-06",9.85
"410","2020-02-07",9.8
"411","2020-02-10",9.96
"412","2020-02-11",10.2
"413","2020-02-12",10
"414","2020-02-13",10.49
"415","2020-02-14",11.18
"416","2020-02-18",10.21
"417","2020-02-19",10.33
"418","2020-02-20",10.54
"419","2020-02-21",10.47
"420","2020-02-24",9.92
"421","2020-02-25",9.12
"422","2020-02-26",9.29
"423","2020-02-27",8.6
"424","2020-02-28",8.18
"425","2020-03-02",8.4
"426","2020-03-03",8.91
"427","2020-03-04",9.29
"428","2020-03-05",8.81
"429","2020-03-06",8.25
"430","2020-03-09",7.34
"431","2020-03-10",7.24
"432","2020-03-11",6.77
"433","2020-03-12",5.36
"434","2020-03-13",5.55
"435","2020-03-16",5.11
"436","2020-03-17",5.26
"437","2020-03-18",4.2
"438","2020-03-19",4.91
"439","2020-03-20",4.49
"440","2020-03-23",4.43
"441","2020-03-24",4.48
"442","2020-03-25",5.32
"443","2020-03-26",5.62
"444","2020-03-27",5.44
"445","2020-03-30",5.63
"446","2020-03-31",5.99
"447","2020-04-01",5.42
"448","2020-04-02",5.43
"449","2020-04-03",5.38
"450","2020-04-06",6.35
"451","2020-04-07",6.55
"452","2020-04-08",7.07
"453","2020-04-09",7.99
"454","2020-04-13",7.74
"455","2020-04-14",8.18
"456","2020-04-15",8.32
"457","2020-04-16",8.68
"458","2020-04-17",9.28
"459","2020-04-20",9.2
"460","2020-04-21",9.46
"461","2020-04-22",9.9
"462","2020-04-23",9.95
"463","2020-04-24",10.24
"464","2020-04-27",9.99
"465","2020-04-28",10.14
"466","2020-04-29",9.9
"467","2020-04-30",9.42
"468","2020-05-01",9
"469","2020-05-04",9.85
"470","2020-05-05",9.87
"471","2020-05-06",10.28
"472","2020-05-07",10.72
"473","2020-05-08",10.09
"474","2020-05-11",10.52
"475","2020-05-12",10.44
"476","2020-05-13",10.04
"477","2020-05-14",10.26
"478","2020-05-15",10.75
"479","2020-05-18",10.79
"480","2020-05-19",10.98
"481","2020-05-20",11.47
"482","2020-05-21",11.41
"483","2020-05-22",11.55
"484","2020-05-26",12.01
"485","2020-05-27",12.11
"486","2020-05-28",11.33
"487","2020-05-29",12.52
"488","2020-06-01",11.98
"489","2020-06-02",12.79
"490","2020-06-03",12.91
"491","2020-06-04",13.05
"492","2020-06-05",13.14
"493","2020-06-08",13.1
"494","2020-06-09",13.81
"495","2020-06-10",14.14
"496","2020-06-11",12.99
"497","2020-06-12",12.92
"498","2020-06-15",13
"499","2020-06-16",13.04
"500","2020-06-17",13.17
"501","2020-06-18",13.25
"502","2020-06-19",13.56
"503","2020-06-22",15.38
"504","2020-06-23",15.79
"505","2020-06-24",15.67
"506","2020-06-25",16.139999
"507","2020-06-26",16.09
"508","2020-06-29",16.059999
"509","2020-06-30",16.030001
"510","2020-07-01",16
"511","2020-07-02",14.9
"512","2020-07-06",14.34
"513","2020-07-07",15.07
"514","2020-07-08",16
"515","2020-07-09",15.93
"516","2020-07-10",15.21
"517","2020-07-13",14.25
"518","2020-07-14",15.08
"519","2020-07-15",15.1
"520","2020-07-16",15.43
"521","2020-07-17",16.110001
"522","2020-07-20",16.299999
"523","2020-07-21",14.95
"524","2020-07-22",16.040001
"525","2020-07-23",14.38
"526","2020-07-24",13.93
"527","2020-07-27",14.2
"528","2020-07-28",13.67
"529","2020-07-29",13.2
"530","2020-07-30",13.22
"531","2020-07-31",13.2
"532","2020-08-03",13.97
"533","2020-08-04",14.69
"534","2020-08-05",15.03
"535","2020-08-06",16.129999
"536","2020-08-07",15.66
"537","2020-08-10",15.81
"538","2020-08-11",15.37
"539","2020-08-12",15.44
"540","2020-08-13",16.01
"541","2020-08-14",16
"542","2020-08-17",16.02
"543","2020-08-18",15.94
"544","2020-08-19",15.94
"545","2020-08-20",16
"546","2020-08-21",15.72
"547","2020-08-24",15.56
"548","2020-08-25",16.17
"549","2020-08-26",15.85
"550","2020-08-27",15.3
"551","2020-08-28",15.34
"552","2020-08-31",14.67
"553","2020-09-01",14.05
"554","2020-09-02",13.76
"555","2020-09-03",12.85
"556","2020-09-04",12.36
"557","2020-09-08",12.5
"558","2020-09-09",12.92
"559","2020-09-10",12.77
"560","2020-09-11",12.65
"561","2020-09-14",13.81
"562","2020-09-15",13.81
"563","2020-09-16",13.94
"564","2020-09-17",14
"565","2020-09-18",14.28
"566","2020-09-21",13.44
"567","2020-09-22",13.3
"568","2020-09-23",12.69
"569","2020-09-24",12.44
"570","2020-09-25",12.77
"571","2020-09-28",12.89
"572","2020-09-29",12
"573","2020-09-30",11.64
"574","2020-10-01",11.63
"575","2020-10-02",11.09
"576","2020-10-05",12
"577","2020-10-06",12.09
"578","2020-10-07",12.27
"579","2020-10-08",12.26
"580","2020-10-09",12.35
"581","2020-10-12",12.79
"582","2020-10-13",12.7
"583","2020-10-14",12.23
"584","2020-10-15",12.11
"585","2020-10-16",12.25
"586","2020-10-19",11.86
"587","2020-10-20",11.56
"588","2020-10-21",11.8
"589","2020-10-22",11.74
"590","2020-10-23",12.01
"591","2020-10-26",11.19
"592","2020-10-27",11.18
"593","2020-10-28",11.4
"594","2020-10-29",11.42
"595","2020-10-30",10.81
"596","2020-11-02",11.28
"597","2020-11-03",11.36
"598","2020-11-04",11.94
"599","2020-11-05",12.01
"600","2020-11-06",10.95
"601","2020-11-09",11.43
"602","2020-11-10",11
"603","2020-11-11",10.56
"604","2020-11-12",10.77
"605","2020-11-13",10.97
"606","2020-11-16",10.76
"607","2020-11-17",11.17
"608","2020-11-18",10.81
"609","2020-11-19",11.22
"610","2020-11-20",10.89
"611","2020-11-23",10.28
"612","2020-11-24",10.13
"613","2020-11-25",10.58
"614","2020-11-27",9.61
