"","date","IONS"
"288","2008-02-25",14.68
"289","2008-02-26",14.8
"290","2008-02-27",15.44
"291","2008-02-28",14.87
"292","2008-02-29",14.4
"293","2008-03-03",14.52
"294","2008-03-04",15.27
"295","2008-03-05",15.54
"296","2008-03-06",14.65
"297","2008-03-07",14.49
"298","2008-03-10",13.44
"299","2008-03-11",13.45
"300","2008-03-12",13.78
"301","2008-03-13",14
"302","2008-03-14",13.81
"303","2008-03-17",13.37
"304","2008-03-18",14.11
"305","2008-03-19",14.2
"306","2008-03-20",14.62
"307","2008-03-24",14.92
"308","2008-03-25",15
"309","2008-03-26",14.76
"310","2008-03-27",14.73
"311","2008-03-28",14.47
"312","2008-03-31",14.11
"313","2008-04-01",15.46
"314","2008-04-02",15.18
"315","2008-04-03",15.21
"316","2008-04-04",15.45
"317","2008-04-07",15.77
"318","2008-04-08",15.57
"319","2008-04-09",15.89
"320","2008-04-10",16.790001
"321","2008-04-11",16.17
"322","2008-04-14",16.219999
"323","2008-04-15",15.98
"324","2008-04-16",16.530001
"325","2008-04-17",17.379999
"326","2008-04-18",16.889999
"327","2008-04-21",16.57
"328","2008-04-22",16.42
"329","2008-04-23",16.780001
"330","2008-04-24",16.799999
"331","2008-04-25",11.99
"332","2008-04-28",12.58
"333","2008-04-29",12.11
"334","2008-04-30",11.78
"335","2008-05-01",12.12
"336","2008-05-02",11.91
"337","2008-05-05",11.75
"338","2008-05-06",11.68
"339","2008-05-07",11.14
"340","2008-05-08",11.26
"341","2008-05-09",11.77
"342","2008-05-12",12.64
"343","2008-05-13",12.86
"344","2008-05-14",12.88
"345","2008-05-15",12.72
"346","2008-05-16",12.89
"347","2008-05-19",12.86
"348","2008-05-20",12.95
"349","2008-05-21",12.69
"350","2008-05-22",12.71
"351","2008-05-23",12.64
"352","2008-05-27",13.37
"353","2008-05-28",13.64
"354","2008-05-29",14.08
"355","2008-05-30",14.14
"356","2008-06-02",13.99
"357","2008-06-03",13.97
"358","2008-06-04",13.84
"359","2008-06-05",14.87
"360","2008-06-06",15.18
"361","2008-06-09",14.51
"362","2008-06-10",14.97
"363","2008-06-11",14.56
"364","2008-06-12",14.39
"365","2008-06-13",14.89
"366","2008-06-16",14.8
"367","2008-06-17",14.5
"368","2008-06-18",14.34
"369","2008-06-19",14.76
"370","2008-06-20",14.47
"371","2008-06-23",14.03
"372","2008-06-24",14.18
"373","2008-06-25",13.95
"374","2008-06-26",13.76
"375","2008-06-27",13.8
"376","2008-06-30",13.63
"377","2008-07-01",13.88
"378","2008-07-02",13.71
"379","2008-07-03",14.24
"380","2008-07-07",13.88
"381","2008-07-08",14.46
"382","2008-07-09",14.36
"383","2008-07-10",14.36
"384","2008-07-11",14.81
"385","2008-07-14",14.53
"386","2008-07-15",15
"387","2008-07-16",14.86
"388","2008-07-17",15.21
"389","2008-07-18",15
"390","2008-07-21",15.32
"391","2008-07-22",16.24
"392","2008-07-23",15.98
"393","2008-07-24",16.34
"394","2008-07-25",16.42
"395","2008-07-28",16.34
"396","2008-07-29",16.52
"397","2008-07-30",16.290001
"398","2008-07-31",17.129999
"399","2008-08-01",17.459999
"400","2008-08-04",17.43
"401","2008-08-05",17.530001
"402","2008-08-06",17.33
"403","2008-08-07",16.16
"404","2008-08-08",17.780001
"405","2008-08-11",18.950001
"406","2008-08-12",18.790001
"407","2008-08-13",19.01
"408","2008-08-14",19
"409","2008-08-15",19.08
"410","2008-08-18",18.709999
"411","2008-08-19",18.15
"412","2008-08-20",17.940001
"413","2008-08-21",17.950001
"414","2008-08-22",18.5
"415","2008-08-25",17.93
"416","2008-08-26",17.82
"417","2008-08-27",17.73
"418","2008-08-28",18
"419","2008-08-29",17.68
"420","2008-09-02",17.690001
"421","2008-09-03",17.99
"422","2008-09-04",17.059999
"423","2008-09-05",17
"424","2008-09-08",17.17
"425","2008-09-09",17.120001
"426","2008-09-10",17.68
"427","2008-09-11",17.65
"428","2008-09-12",17.459999
"429","2008-09-15",16.450001
"430","2008-09-16",16.450001
"431","2008-09-17",15.41
"432","2008-09-18",16.41
"433","2008-09-19",17.139999
"434","2008-09-22",16.559999
"435","2008-09-23",16.1
"436","2008-09-24",16.74
"437","2008-09-25",17.200001
"438","2008-09-26",17.450001
"439","2008-09-29",16.23
"440","2008-09-30",16.889999
"441","2008-10-01",16.84
"442","2008-10-02",15.82
"443","2008-10-03",15.61
"444","2008-10-06",14.43
"445","2008-10-07",13.63
"446","2008-10-08",13.3
"447","2008-10-09",12.62
"448","2008-10-10",12.23
"449","2008-10-13",13.7
"450","2008-10-14",13.97
"451","2008-10-15",12.72
"452","2008-10-16",13.16
"453","2008-10-17",13.36
"454","2008-10-20",14.21
"455","2008-10-21",13.95
"456","2008-10-22",13.58
"457","2008-10-23",13.63
"458","2008-10-24",13.16
"459","2008-10-27",12.25
"460","2008-10-28",13.02
"461","2008-10-29",12.82
"462","2008-10-30",13.56
"463","2008-10-31",14.06
"464","2008-11-03",14.69
"465","2008-11-04",15.23
"466","2008-11-05",14.48
"467","2008-11-06",14.46
"468","2008-11-07",14.81
"469","2008-11-10",15.52
"470","2008-11-11",15.12
"471","2008-11-12",13.6
"472","2008-11-13",15.07
"473","2008-11-14",14.09
"474","2008-11-17",13.77
"475","2008-11-18",13.21
"476","2008-11-19",12.03
"477","2008-11-20",11.42
"478","2008-11-21",10.7
"479","2008-11-24",10.9
"480","2008-11-25",11.14
"481","2008-11-26",11.47
"482","2008-11-28",11.47
"483","2008-12-01",10.37
"484","2008-12-02",10.54
"485","2008-12-03",10.8
"486","2008-12-04",10.74
"487","2008-12-05",11.4
"488","2008-12-08",11.66
"489","2008-12-09",11.83
"490","2008-12-10",11.8
"491","2008-12-11",11.33
"492","2008-12-12",11.6
"493","2008-12-15",11
"494","2008-12-16",12.09
"495","2008-12-17",12.93
"496","2008-12-18",13.34
"497","2008-12-19",13.96
"498","2008-12-22",13.32
"499","2008-12-23",13.47
"500","2008-12-24",13.44
"501","2008-12-26",13.32
"502","2008-12-29",13.09
"503","2008-12-30",13.73
"504","2008-12-31",14.18
"505","2009-01-02",14.47
"506","2009-01-05",14.41
"507","2009-01-06",14.86
"508","2009-01-07",14.1
"509","2009-01-08",14.01
"510","2009-01-09",13.93
"511","2009-01-12",13.87
"512","2009-01-13",14.13
"513","2009-01-14",13.92
"514","2009-01-15",14.09
"515","2009-01-16",13.99
"516","2009-01-20",12.57
"517","2009-01-21",13.61
"518","2009-01-22",13.23
"519","2009-01-23",13.3
"520","2009-01-26",13.66
"521","2009-01-27",14.15
"522","2009-01-28",14.6
"523","2009-01-29",13.83
"524","2009-01-30",14.13
"525","2009-02-02",14.22
"526","2009-02-03",14.8
"527","2009-02-04",14.82
"528","2009-02-05",15.08
"529","2009-02-06",15.31
"530","2009-02-09",15.15
"531","2009-02-10",14.5
"532","2009-02-11",14.94
"533","2009-02-12",15.1
"534","2009-02-13",14.65
"535","2009-02-17",14.25
"536","2009-02-18",13.87
"537","2009-02-19",13.68
"538","2009-02-20",13.24
"539","2009-02-23",13.02
"540","2009-02-24",13.59
"541","2009-02-25",14.31
"542","2009-02-26",13.69
"543","2009-02-27",12.86
"544","2009-03-02",12.04
"545","2009-03-03",12.14
"546","2009-03-04",12.47
"547","2009-03-05",11.7
"548","2009-03-06",12.13
"549","2009-03-09",12.38
"550","2009-03-10",13.16
"551","2009-03-11",12.37
"552","2009-03-12",13.18
"553","2009-03-13",13.81
"554","2009-03-16",13.57
"555","2009-03-17",13.48
"556","2009-03-18",13.89
"557","2009-03-19",13.57
"558","2009-03-20",13.49
"559","2009-03-23",14.29
"560","2009-03-24",13.89
"561","2009-03-25",14.56
"562","2009-03-26",15.12
"563","2009-03-27",15.12
"564","2009-03-30",14.82
"565","2009-03-31",15.01
"566","2009-04-01",14.68
"567","2009-04-02",15.3
"568","2009-04-03",14.98
"569","2009-04-06",14.7
"570","2009-04-07",14.34
"571","2009-04-08",14.84
"572","2009-04-09",15.18
"573","2009-04-13",15.26
"574","2009-04-14",14.67
"575","2009-04-15",14.96
"576","2009-04-16",15.28
"577","2009-04-17",15.32
"578","2009-04-20",15.32
"579","2009-04-21",15.72
"580","2009-04-22",15.5
"581","2009-04-23",15.64
"582","2009-04-24",15.92
"583","2009-04-27",15.65
"584","2009-04-28",15.72
"585","2009-04-29",16.1
"586","2009-04-30",15.68
"587","2009-05-01",15.39
"588","2009-05-04",15.72
"589","2009-05-05",15.93
"590","2009-05-06",15.24
"591","2009-05-07",15.07
"592","2009-05-08",15.5
"593","2009-05-11",15.86
"594","2009-05-12",15.84
"595","2009-05-13",15.31
"596","2009-05-14",15.22
"597","2009-05-15",14.91
"598","2009-05-18",15.39
"599","2009-05-19",15.48
"600","2009-05-20",13.88
"601","2009-05-21",13.5
"602","2009-05-22",13.13
"603","2009-05-26",13.66
"604","2009-05-27",13.59
"605","2009-05-28",13.63
"606","2009-05-29",13.8
"607","2009-06-01",14.28
"608","2009-06-02",14.89
"609","2009-06-03",15.15
"610","2009-06-04",15.33
"611","2009-06-05",15.13
"612","2009-06-08",15.07
"613","2009-06-09",15.4
"614","2009-06-10",15.27
"615","2009-06-11",15.41
"616","2009-06-12",15.28
"617","2009-06-15",14.35
"618","2009-06-16",14.65
"619","2009-06-17",15.3
"620","2009-06-18",15.39
"621","2009-06-19",15.51
"622","2009-06-22",15.07
"623","2009-06-23",15.02
"624","2009-06-24",15.39
"625","2009-06-25",16.08
"626","2009-06-26",16.59
"627","2009-06-29",16.639999
"628","2009-06-30",16.5
"629","2009-07-01",16.32
"630","2009-07-02",15.83
"631","2009-07-06",15.86
"632","2009-07-07",15.44
"633","2009-07-08",15.25
"634","2009-07-09",15.26
"635","2009-07-10",15.05
"636","2009-07-13",15.37
"637","2009-07-14",15.35
"638","2009-07-15",15.71
"639","2009-07-16",15.7
"640","2009-07-17",16.08
"641","2009-07-20",16.389999
"642","2009-07-21",16.389999
"643","2009-07-22",16.48
"644","2009-07-23",17.299999
"645","2009-07-24",17.610001
"646","2009-07-27",17.450001
"647","2009-07-28",17.92
"648","2009-07-29",18.030001
"649","2009-07-30",18.379999
"650","2009-07-31",18.280001
"651","2009-08-03",18.450001
"652","2009-08-04",18.700001
"653","2009-08-05",18.41
"654","2009-08-06",17.049999
"655","2009-08-07",16.5
"656","2009-08-10",16.48
"657","2009-08-11",15.87
"658","2009-08-12",15.78
"659","2009-08-13",16.030001
"660","2009-08-14",15.68
"661","2009-08-17",15.32
"662","2009-08-18",15.29
"663","2009-08-19",15.52
"664","2009-08-20",15.52
"665","2009-08-21",15.92
"666","2009-08-24",16
"667","2009-08-25",16
"668","2009-08-26",16.27
"669","2009-08-27",16.469999
"670","2009-08-28",16.15
"671","2009-08-31",16.139999
"672","2009-09-01",15.69
"673","2009-09-02",15.53
"674","2009-09-03",15.24
"675","2009-09-04",15.48
"676","2009-09-08",15.43
"677","2009-09-09",15.53
"678","2009-09-10",15.66
"679","2009-09-11",15.49
"680","2009-09-14",15.66
"681","2009-09-15",15.52
"682","2009-09-16",15.12
"683","2009-09-17",15.23
"684","2009-09-18",15.24
"685","2009-09-21",15.2
"686","2009-09-22",15.09
"687","2009-09-23",15.18
"688","2009-09-24",14.84
"689","2009-09-25",14.56
"690","2009-09-28",15.05
"691","2009-09-29",14.83
"692","2009-09-30",14.57
"693","2009-10-01",14.02
"694","2009-10-02",13.88
"695","2009-10-05",13.76
"696","2009-10-06",14.16
"697","2009-10-07",13.88
"698","2009-10-08",13.82
"699","2009-10-09",14.02
"700","2009-10-12",13.86
"701","2009-10-13",13.55
"702","2009-10-14",13.94
"703","2009-10-15",13.86
"704","2009-10-16",13.96
"705","2009-10-19",13.98
"706","2009-10-20",13.66
"707","2009-10-21",13.27
"708","2009-10-22",13.8
"709","2009-10-23",13.85
"710","2009-10-26",13.16
"711","2009-10-27",12.82
"712","2009-10-28",12.31
"713","2009-10-29",12.52
"714","2009-10-30",12.67
"715","2009-11-02",12.38
"716","2009-11-03",12.66
"717","2009-11-04",12.56
"718","2009-11-05",13.55
"719","2009-11-06",13.46
"720","2009-11-09",13.58
"721","2009-11-10",13.48
"722","2009-11-11",13.56
"723","2009-11-12",13.4
"724","2009-11-13",13.11
"725","2009-11-16",13.4
"726","2009-11-17",11.12
"727","2009-11-18",11.2
"728","2009-11-19",11.03
"729","2009-11-20",11.23
"730","2009-11-23",11.15
"731","2009-11-24",11.14
"732","2009-11-25",11.19
"733","2009-11-27",11
"734","2009-11-30",10.71
"735","2009-12-01",10.58
"736","2009-12-02",10.64
"737","2009-12-03",10.61
"738","2009-12-04",10.53
"739","2009-12-07",10.54
"740","2009-12-08",10.53
"741","2009-12-09",10.22
"742","2009-12-10",10.15
"743","2009-12-11",9.98
"744","2009-12-14",9.98
"745","2009-12-15",10
"746","2009-12-16",10.19
"747","2009-12-17",9.95
"748","2009-12-18",9.94
"749","2009-12-21",10.04
"750","2009-12-22",10.44
"751","2009-12-23",11.17
"752","2009-12-24",11.19
"753","2009-12-28",11.16
"754","2009-12-29",11.12
"755","2009-12-30",11.26
"756","2009-12-31",11.11
"757","2010-01-04",11.27
"758","2010-01-05",11.54
"759","2010-01-06",11.5
"760","2010-01-07",11.41
"761","2010-01-08",11.5
"762","2010-01-11",11.63
"763","2010-01-12",11.29
"764","2010-01-13",11.45
"765","2010-01-14",11.65
"766","2010-01-15",11.29
"767","2010-01-19",11.38
"768","2010-01-20",11.27
"769","2010-01-21",11.09
"770","2010-01-22",11.15
"771","2010-01-25",10.98
"772","2010-01-26",10.71
"773","2010-01-27",11.57
"774","2010-01-28",11.27
"775","2010-01-29",11.16
"776","2010-02-01",11.37
"777","2010-02-02",11.76
"778","2010-02-03",11.74
"779","2010-02-04",11.12
"780","2010-02-05",11.04
"781","2010-02-08",11
"782","2010-02-09",11.04
"783","2010-02-10",8.98
"784","2010-02-11",8.66
"785","2010-02-12",9.01
"786","2010-02-16",9.32
"787","2010-02-17",9.29
"788","2010-02-18",9.06
"789","2010-02-19",8.97
"790","2010-02-22",9.03
"791","2010-02-23",8.9
"792","2010-02-24",8.83
"793","2010-02-25",8.92
"794","2010-02-26",8.84
"795","2010-03-01",9.09
"796","2010-03-02",8.91
"797","2010-03-03",8.84
"798","2010-03-04",8.78
"799","2010-03-05",8.9
"800","2010-03-08",8.91
"801","2010-03-09",9.12
"802","2010-03-10",10.05
"803","2010-03-11",9.98
"804","2010-03-12",9.69
"805","2010-03-15",9.87
"806","2010-03-16",9.8
"807","2010-03-17",9.8
"808","2010-03-18",9.71
"809","2010-03-19",9.94
"810","2010-03-22",10.18
"811","2010-03-23",10.65
"812","2010-03-24",10.8
"813","2010-03-25",10.61
"814","2010-03-26",10.36
"815","2010-03-29",10.31
"816","2010-03-30",10.3
"817","2010-03-31",10.93
"818","2010-04-01",10.85
"819","2010-04-05",11.13
"820","2010-04-06",11
"821","2010-04-07",10.79
"822","2010-04-08",10.81
"823","2010-04-09",10.82
"824","2010-04-12",10.73
"825","2010-04-13",10.7
"826","2010-04-14",10.94
"827","2010-04-15",10.8
"828","2010-04-16",10.79
"829","2010-04-19",10.6
"830","2010-04-20",10.8
"831","2010-04-21",10.7
"832","2010-04-22",10.7
"833","2010-04-23",10.7
"834","2010-04-26",10.65
"835","2010-04-27",10.51
"836","2010-04-28",10.65
"837","2010-04-29",11.02
"838","2010-04-30",10.76
"839","2010-05-03",10.88
"840","2010-05-04",10.47
"841","2010-05-05",9.95
"842","2010-05-06",9.58
"843","2010-05-07",9.38
"844","2010-05-10",9.69
"845","2010-05-11",9.84
"846","2010-05-12",10.01
"847","2010-05-13",10.09
"848","2010-05-14",9.76
"849","2010-05-17",9.69
"850","2010-05-18",9.67
"851","2010-05-19",9.32
"852","2010-05-20",8.84
"853","2010-05-21",8.88
"854","2010-05-24",8.88
"855","2010-05-25",8.87
"856","2010-05-26",8.94
"857","2010-05-27",9.29
"858","2010-05-28",9.2
"859","2010-06-01",9.07
"860","2010-06-02",10.24
"861","2010-06-03",10.07
"862","2010-06-04",9.76
"863","2010-06-07",9.32
"864","2010-06-08",9.05
"865","2010-06-09",8.84
"866","2010-06-10",9.21
"867","2010-06-11",9.32
"868","2010-06-14",9.44
"869","2010-06-15",9.71
"870","2010-06-16",9.59
"871","2010-06-17",9.35
"872","2010-06-18",9.36
"873","2010-06-21",9.14
"874","2010-06-22",9.19
"875","2010-06-23",9.21
"876","2010-06-24",9.4
"877","2010-06-25",9.84
"878","2010-06-28",10
"879","2010-06-29",9.67
"880","2010-06-30",9.57
"881","2010-07-01",9.22
"882","2010-07-02",9.17
"883","2010-07-06",9.1
"884","2010-07-07",9.3
"885","2010-07-08",9.34
"886","2010-07-09",9.62
"887","2010-07-12",9.47
"888","2010-07-13",9.74
"889","2010-07-14",9.7
"890","2010-07-15",9.51
"891","2010-07-16",9.09
"892","2010-07-19",9.22
"893","2010-07-20",9.35
"894","2010-07-21",9.24
"895","2010-07-22",9.47
"896","2010-07-23",9.68
"897","2010-07-26",10.07
"898","2010-07-27",10
"899","2010-07-28",9.69
"900","2010-07-29",9.79
"901","2010-07-30",9.89
"902","2010-08-02",9.99
"903","2010-08-03",9.99
"904","2010-08-04",9.43
"905","2010-08-05",9
"906","2010-08-06",9.1
"907","2010-08-09",8.87
"908","2010-08-10",8.75
"909","2010-08-11",8.45
"910","2010-08-12",8.55
"911","2010-08-13",8.38
"912","2010-08-16",8.29
"913","2010-08-17",8.36
"914","2010-08-18",8.3
"915","2010-08-19",7.99
"916","2010-08-20",7.95
"917","2010-08-23",7.78
"918","2010-08-24",7.78
"919","2010-08-25",8.2
"920","2010-08-26",7.83
"921","2010-08-27",7.96
"922","2010-08-30",7.85
"923","2010-08-31",7.81
"924","2010-09-01",8
"925","2010-09-02",8.12
"926","2010-09-03",8.2
"927","2010-09-07",7.95
"928","2010-09-08",8.12
"929","2010-09-09",8.09
"930","2010-09-10",8.16
"931","2010-09-13",8.36
"932","2010-09-14",8.23
"933","2010-09-15",8.25
"934","2010-09-16",8.28
"935","2010-09-17",8.26
"936","2010-09-20",8.65
"937","2010-09-21",8.81
"938","2010-09-22",8.57
"939","2010-09-23",8.49
"940","2010-09-24",8.65
"941","2010-09-27",8.36
"942","2010-09-28",8.32
"943","2010-09-29",8.18
"944","2010-09-30",8.4
"945","2010-10-01",8.27
"946","2010-10-04",8.05
"947","2010-10-05",8.14
"948","2010-10-06",8.29
"949","2010-10-07",8.45
"950","2010-10-08",8.63
"951","2010-10-11",8.56
"952","2010-10-12",8.48
"953","2010-10-13",8.43
"954","2010-10-14",8.82
"955","2010-10-15",9.12
"956","2010-10-18",9.46
"957","2010-10-19",9.38
"958","2010-10-20",9.4
"959","2010-10-21",9.04
"960","2010-10-22",9.22
"961","2010-10-25",9.03
"962","2010-10-26",8.92
"963","2010-10-27",9.07
"964","2010-10-28",9.02
"965","2010-10-29",9.14
"966","2010-11-01",9.01
"967","2010-11-02",9.1
"968","2010-11-03",9.19
"969","2010-11-04",9.46
"970","2010-11-05",9.9
"971","2010-11-08",9.7
"972","2010-11-09",9.7
"973","2010-11-10",9.84
"974","2010-11-11",9.8
"975","2010-11-12",9.78
"976","2010-11-15",9.95
"977","2010-11-16",9.81
"978","2010-11-17",9.8
"979","2010-11-18",9.71
"980","2010-11-19",9.69
"981","2010-11-22",9.6
"982","2010-11-23",9.48
"983","2010-11-24",9.74
"984","2010-11-26",9.66
"985","2010-11-29",9.61
"986","2010-11-30",9.44
"987","2010-12-01",9.64
"988","2010-12-02",9.6
"989","2010-12-03",9.52
"990","2010-12-06",9.51
"991","2010-12-07",9.61
"992","2010-12-08",9.51
"993","2010-12-09",9.49
"994","2010-12-10",9.63
"995","2010-12-13",9.64
"996","2010-12-14",9.81
"997","2010-12-15",9.94
