"","date","TRTX"
"1","2017-07-20",19.58
"2","2017-07-21",19.67
"3","2017-07-24",19.75
"4","2017-07-25",19.6
"5","2017-07-26",19.75
"6","2017-07-27",19.76
"7","2017-07-28",19.83
"8","2017-07-31",19.9
"9","2017-08-01",19.9
"10","2017-08-02",19.889999
"11","2017-08-03",19.950001
"12","2017-08-04",19.98
"13","2017-08-07",19.879999
"14","2017-08-08",19.889999
"15","2017-08-09",19.85
"16","2017-08-10",19.83
"17","2017-08-11",19.85
"18","2017-08-14",19.870001
"19","2017-08-15",19.83
"20","2017-08-16",19.67
"21","2017-08-17",19.5
"22","2017-08-18",19.51
"23","2017-08-21",19.09
"24","2017-08-22",19.219999
"25","2017-08-23",19.24
"26","2017-08-24",19.51
"27","2017-08-25",19.75
"28","2017-08-28",19.83
"29","2017-08-29",19.9
"30","2017-08-30",19.940001
"31","2017-08-31",20.23
"32","2017-09-01",20.389999
"33","2017-09-05",20.469999
"34","2017-09-06",20.27
"35","2017-09-07",20.309999
"36","2017-09-08",20.379999
"37","2017-09-11",20.4
"38","2017-09-12",20.4
"39","2017-09-13",20.18
"40","2017-09-14",19.98
"41","2017-09-15",19.549999
"42","2017-09-18",19.51
"43","2017-09-19",19.73
"44","2017-09-20",19.719999
"45","2017-09-21",19.559999
"46","2017-09-22",19.629999
"47","2017-09-25",19.629999
"48","2017-09-26",19.450001
"49","2017-09-27",19.700001
"50","2017-09-28",19.82
"51","2017-09-29",19.77
"52","2017-10-02",19.950001
"53","2017-10-03",20.110001
"54","2017-10-04",19.93
"55","2017-10-05",19.77
"56","2017-10-06",19.790001
"57","2017-10-09",19.84
"58","2017-10-10",19.67
"59","2017-10-11",19.870001
"60","2017-10-12",19.860001
"61","2017-10-13",19.879999
"62","2017-10-16",19.879999
"63","2017-10-17",19.709999
"64","2017-10-18",19.59
"65","2017-10-19",19.42
"66","2017-10-20",19.33
"67","2017-10-23",19.26
"68","2017-10-24",19.4
"69","2017-10-25",19.469999
"70","2017-10-26",19.15
"71","2017-10-27",19.309999
"72","2017-10-30",19.25
"73","2017-10-31",19.52
"74","2017-11-01",19.5
"75","2017-11-02",19.530001
"76","2017-11-03",19.440001
"77","2017-11-06",19.33
"78","2017-11-07",19.280001
"79","2017-11-08",19.379999
"80","2017-11-09",19.32
"81","2017-11-10",19.27
"82","2017-11-13",19.43
"83","2017-11-14",19.43
"84","2017-11-15",19.41
"85","2017-11-16",19.35
"86","2017-11-17",19.33
"87","2017-11-20",19.5
"88","2017-11-21",19.6
"89","2017-11-22",19.5
"90","2017-11-24",19.469999
"91","2017-11-27",19.370001
"92","2017-11-28",19.450001
"93","2017-11-29",19.459999
"94","2017-11-30",19.190001
"95","2017-12-01",19.120001
"96","2017-12-04",19.219999
"97","2017-12-05",19.41
"98","2017-12-06",19.33
"99","2017-12-07",19.440001
"100","2017-12-08",19.450001
"101","2017-12-11",19.370001
"102","2017-12-12",19.35
"103","2017-12-13",19.440001
"104","2017-12-14",19.41
"105","2017-12-15",19.559999
"106","2017-12-18",19.549999
"107","2017-12-19",19.34
"108","2017-12-20",19.49
"109","2017-12-21",19.49
"110","2017-12-22",19.450001
"111","2017-12-26",19.42
"112","2017-12-27",19.41
"113","2017-12-28",19.219999
"114","2017-12-29",19.049999
"115","2018-01-02",19.049999
"116","2018-01-03",18.790001
"117","2018-01-04",18.809999
"118","2018-01-05",18.799999
"119","2018-01-08",18.98
"120","2018-01-09",18.959999
"121","2018-01-10",19.030001
"122","2018-01-11",19.030001
"123","2018-01-12",18.870001
"124","2018-01-16",18.799999
"125","2018-01-17",18.9
"126","2018-01-18",18.77
"127","2018-01-19",18.9
"128","2018-01-22",19.049999
"129","2018-01-23",19.059999
"130","2018-01-24",19.02
"131","2018-01-25",18.959999
"132","2018-01-26",18.82
"133","2018-01-29",18.84
"134","2018-01-30",18.690001
"135","2018-01-31",18.82
"136","2018-02-01",18.940001
"137","2018-02-02",18.77
"138","2018-02-05",18.440001
"139","2018-02-06",18.52
"140","2018-02-07",18.540001
"141","2018-02-08",18.48
"142","2018-02-09",18.4
"143","2018-02-12",18.5
"144","2018-02-13",18.75
"145","2018-02-14",18.719999
"146","2018-02-15",18.82
"147","2018-02-16",18.940001
"148","2018-02-20",18.790001
"149","2018-02-21",18.799999
"150","2018-02-22",18.65
"151","2018-02-23",18.73
"152","2018-02-26",18.73
"153","2018-02-27",18.75
"154","2018-02-28",18.530001
"155","2018-03-01",18.799999
"156","2018-03-02",18.790001
"157","2018-03-05",18.98
"158","2018-03-06",19
"159","2018-03-07",18.91
"160","2018-03-08",19.32
"161","2018-03-09",19.540001
"162","2018-03-12",19.790001
"163","2018-03-13",19.879999
"164","2018-03-14",19.889999
"165","2018-03-15",19.959999
"166","2018-03-16",19.870001
"167","2018-03-19",20.190001
"168","2018-03-20",20.049999
"169","2018-03-21",19.969999
"170","2018-03-22",20
"171","2018-03-23",19.75
"172","2018-03-26",20.1
"173","2018-03-27",20.07
"174","2018-03-28",19.870001
"175","2018-03-29",19.889999
"176","2018-04-02",19.75
"177","2018-04-03",19.889999
"178","2018-04-04",19.85
"179","2018-04-05",19.9
"180","2018-04-06",19.879999
"181","2018-04-09",19.790001
"182","2018-04-10",19.799999
"183","2018-04-11",19.790001
"184","2018-04-12",19.76
"185","2018-04-13",19.74
"186","2018-04-16",20.299999
"187","2018-04-17",20.25
"188","2018-04-18",20.190001
"189","2018-04-19",20.139999
"190","2018-04-20",19.68
"191","2018-04-23",19.780001
"192","2018-04-24",19.85
"193","2018-04-25",19.75
"194","2018-04-26",19.860001
"195","2018-04-27",19.799999
"196","2018-04-30",19.790001
"197","2018-05-01",19.780001
"198","2018-05-02",19.799999
"199","2018-05-03",19.799999
"200","2018-05-04",19.98
"201","2018-05-07",20.17
"202","2018-05-08",20.120001
"203","2018-05-09",19.940001
"204","2018-05-10",20.120001
"205","2018-05-11",20.059999
"206","2018-05-14",20.08
"207","2018-05-15",20.17
"208","2018-05-16",20.120001
"209","2018-05-17",20.209999
"210","2018-05-18",20.33
"211","2018-05-21",20.41
"212","2018-05-22",20.17
"213","2018-05-23",20.389999
"214","2018-05-24",20.370001
"215","2018-05-25",20.41
"216","2018-05-29",20.389999
"217","2018-05-30",20.42
"218","2018-05-31",20.42
"219","2018-06-01",20.48
"220","2018-06-04",20.540001
"221","2018-06-05",20.52
"222","2018-06-06",20.559999
"223","2018-06-07",20.5
"224","2018-06-08",20.559999
"225","2018-06-11",20.65
"226","2018-06-12",20.690001
"227","2018-06-13",20.690001
"228","2018-06-14",20.870001
"229","2018-06-15",20.870001
"230","2018-06-18",20.950001
"231","2018-06-19",20.889999
"232","2018-06-20",20.73
"233","2018-06-21",20.74
"234","2018-06-22",20.299999
"235","2018-06-25",20.24
"236","2018-06-26",20.219999
"237","2018-06-27",20.16
"238","2018-06-28",20.35
"239","2018-06-29",20.32
"240","2018-07-02",20.32
"241","2018-07-03",20.34
"242","2018-07-05",20.540001
"243","2018-07-06",20.59
"244","2018-07-09",20.610001
"245","2018-07-10",20.629999
"246","2018-07-11",20.530001
"247","2018-07-12",20.4
"248","2018-07-13",20.49
"249","2018-07-16",20.370001
"250","2018-07-17",20.290001
"251","2018-07-18",20.33
"252","2018-07-19",20.58
"253","2018-07-20",20.58
"254","2018-07-23",20.65
"255","2018-07-24",20.629999
"256","2018-07-25",20.67
"257","2018-07-26",20.709999
"258","2018-07-27",20.65
"259","2018-07-30",20.67
"260","2018-07-31",20.620001
"261","2018-08-01",20.690001
"262","2018-08-02",20.809999
"263","2018-08-03",20.58
"264","2018-08-06",20.690001
"265","2018-08-07",20.469999
"266","2018-08-08",19.43
"267","2018-08-09",19.530001
"268","2018-08-10",19.389999
"269","2018-08-13",19.530001
"270","2018-08-14",19.75
"271","2018-08-15",19.860001
"272","2018-08-16",19.860001
"273","2018-08-17",19.93
"274","2018-08-20",20.200001
"275","2018-08-21",20.51
"276","2018-08-22",20.530001
"277","2018-08-23",20.469999
"278","2018-08-24",20.629999
"279","2018-08-27",20.59
"280","2018-08-28",20.540001
"281","2018-08-29",20.59
"282","2018-08-30",20.620001
"283","2018-08-31",20.65
"284","2018-09-04",20.49
