"","date","SRCL"
"1","2007-01-03",37.825001
"2","2007-01-04",37.445
"3","2007-01-05",36.915001
"4","2007-01-08",36.59
"5","2007-01-09",37.009998
"6","2007-01-10",37.759998
"7","2007-01-11",37.855
"8","2007-01-12",37.825001
"9","2007-01-16",37.709999
"10","2007-01-17",37.775002
"11","2007-01-18",37.279999
"12","2007-01-19",37.27
"13","2007-01-22",37.139999
"14","2007-01-23",37.465
"15","2007-01-24",37.48
"16","2007-01-25",37.259998
"17","2007-01-26",37.57
"18","2007-01-29",38.099998
"19","2007-01-30",38.224998
"20","2007-01-31",38.5
"21","2007-02-01",38.314999
"22","2007-02-02",38.779999
"23","2007-02-05",38.955002
"24","2007-02-06",38.564999
"25","2007-02-07",38.669998
"26","2007-02-08",38.544998
"27","2007-02-09",39.349998
"28","2007-02-12",38.77
"29","2007-02-13",39.044998
"30","2007-02-14",39.525002
"31","2007-02-15",39.505001
"32","2007-02-16",39.494999
"33","2007-02-20",39.84
"34","2007-02-21",39.744999
"35","2007-02-22",39.84
"36","2007-02-23",40.029999
"37","2007-02-26",39.639999
"38","2007-02-27",38.705002
"39","2007-02-28",38.904999
"40","2007-03-01",39.185001
"41","2007-03-02",38.645
"42","2007-03-05",38.465
"43","2007-03-06",38.974998
"44","2007-03-07",39.115002
"45","2007-03-08",39
"46","2007-03-09",39.23
"47","2007-03-12",39.435001
"48","2007-03-13",38.744999
"49","2007-03-14",38.955002
"50","2007-03-15",39.299999
"51","2007-03-16",39.049999
"52","2007-03-19",39.610001
"53","2007-03-20",39.775002
"54","2007-03-21",40.555
"55","2007-03-22",40.764999
"56","2007-03-23",41.064999
"57","2007-03-26",41.115002
"58","2007-03-27",40.779999
"59","2007-03-28",40.5
"60","2007-03-29",40.474998
"61","2007-03-30",40.75
"62","2007-04-02",40.775002
"63","2007-04-03",41.09
"64","2007-04-04",41
"65","2007-04-05",40.959999
"66","2007-04-09",40.959999
"67","2007-04-10",41.130001
"68","2007-04-11",40.945
"69","2007-04-12",41.540001
"70","2007-04-13",41.875
"71","2007-04-16",42.325001
"72","2007-04-17",42.904999
"73","2007-04-18",42.685001
"74","2007-04-19",42.395
"75","2007-04-20",42.470001
"76","2007-04-23",42.525002
"77","2007-04-24",42.474998
"78","2007-04-25",42.665001
"79","2007-04-26",42.575001
"80","2007-04-27",43.23
"81","2007-04-30",43.57
"82","2007-05-01",42.875
"83","2007-05-02",43.049999
"84","2007-05-03",43.415001
"85","2007-05-04",43.389999
"86","2007-05-07",43.220001
"87","2007-05-08",43.259998
"88","2007-05-09",43.689999
"89","2007-05-10",43.435001
"90","2007-05-11",43.400002
"91","2007-05-14",43.110001
"92","2007-05-15",43.255001
"93","2007-05-16",43.330002
"94","2007-05-17",44.259998
"95","2007-05-18",44.009998
"96","2007-05-21",44.700001
"97","2007-05-22",44.645
"98","2007-05-23",44.849998
"99","2007-05-24",43.970001
"100","2007-05-25",44.18
"101","2007-05-29",44.535
"102","2007-05-30",45.084999
"103","2007-05-31",45.584999
"104","2007-06-01",45.25
"105","2007-06-04",44.900002
"106","2007-06-05",44.849998
"107","2007-06-06",44.330002
"108","2007-06-07",43.560001
"109","2007-06-08",43.470001
"110","2007-06-11",43.75
"111","2007-06-12",43.080002
"112","2007-06-13",43.830002
"113","2007-06-14",43.349998
"114","2007-06-15",43.110001
"115","2007-06-18",44.759998
"116","2007-06-19",44.490002
"117","2007-06-20",45.099998
"118","2007-06-21",44.82
"119","2007-06-22",44.279999
"120","2007-06-25",43.82
"121","2007-06-26",43.810001
"122","2007-06-27",44.240002
"123","2007-06-28",45.099998
"124","2007-06-29",44.459999
"125","2007-07-02",44.650002
"126","2007-07-03",45.25
"127","2007-07-05",44.93
"128","2007-07-06",44.389999
"129","2007-07-09",43.91
"130","2007-07-10",43.560001
"131","2007-07-11",44.450001
"132","2007-07-12",44.439999
"133","2007-07-13",44.439999
"134","2007-07-16",44.060001
"135","2007-07-17",43.630001
"136","2007-07-18",44.09
"137","2007-07-19",43.720001
"138","2007-07-20",43.34
"139","2007-07-23",43.580002
"140","2007-07-24",43.27
"141","2007-07-25",44.369999
"142","2007-07-26",45.209999
"143","2007-07-27",51.459999
"144","2007-07-30",48.900002
"145","2007-07-31",47.939999
"146","2007-08-01",47.32
"147","2007-08-02",47.720001
"148","2007-08-03",47.700001
"149","2007-08-06",51.209999
"150","2007-08-07",53.849998
"151","2007-08-08",52.080002
"152","2007-08-09",52.139999
"153","2007-08-10",49.040001
"154","2007-08-13",49.509998
"155","2007-08-14",48.389999
