"","date","SNPS"
"1","2007-01-03",26.49
"2","2007-01-04",26.9
"3","2007-01-05",26.540001
"4","2007-01-08",26.790001
"5","2007-01-09",26.629999
"6","2007-01-10",26.91
"7","2007-01-11",26.950001
"8","2007-01-12",26.969999
"9","2007-01-16",27.139999
"10","2007-01-17",27.450001
"11","2007-01-18",26.549999
"12","2007-01-19",26.389999
"13","2007-01-22",26.26
"14","2007-01-23",26.139999
"15","2007-01-24",26.75
"16","2007-01-25",26.51
"17","2007-01-26",26.34
"18","2007-01-29",26.190001
"19","2007-01-30",27
"20","2007-01-31",26.6
"21","2007-02-01",26.57
"22","2007-02-02",26.389999
"23","2007-02-05",26.41
"24","2007-02-06",26.26
"25","2007-02-07",26.74
"26","2007-02-08",26.719999
"27","2007-02-09",26.09
"28","2007-02-12",25.84
"29","2007-02-13",25.860001
"30","2007-02-14",26.07
"31","2007-02-15",26.32
"32","2007-02-16",26.16
"33","2007-02-20",26.66
"34","2007-02-21",26.82
"35","2007-02-22",26.129999
"36","2007-02-23",26.370001
"37","2007-02-26",26.290001
"38","2007-02-27",25.58
"39","2007-02-28",25.58
"40","2007-03-01",24.879999
"41","2007-03-02",24.6
"42","2007-03-05",24.33
"43","2007-03-06",25.450001
"44","2007-03-07",25.35
"45","2007-03-08",25.15
"46","2007-03-09",25.68
"47","2007-03-12",26.16
"48","2007-03-13",26.030001
"49","2007-03-14",26.17
"50","2007-03-15",26.49
"51","2007-03-16",26.51
"52","2007-03-19",26.360001
"53","2007-03-20",26.75
"54","2007-03-21",26.940001
"55","2007-03-22",27.01
"56","2007-03-23",26.65
"57","2007-03-26",26.49
"58","2007-03-27",26.49
"59","2007-03-28",26.290001
"60","2007-03-29",26.110001
"61","2007-03-30",26.23
"62","2007-04-02",26.25
"63","2007-04-03",26.65
"64","2007-04-04",26.68
"65","2007-04-05",26.9
"66","2007-04-09",26.940001
"67","2007-04-10",26.459999
"68","2007-04-11",26.65
"69","2007-04-12",26.950001
"70","2007-04-13",26.75
"71","2007-04-16",27.120001
"72","2007-04-17",27.49
"73","2007-04-18",27.43
"74","2007-04-19",27.34
"75","2007-04-20",27.700001
"76","2007-04-23",27.700001
"77","2007-04-24",28.08
"78","2007-04-25",28.08
"79","2007-04-26",27.950001
"80","2007-04-27",28.02
"81","2007-04-30",27.66
"82","2007-05-01",27.68
"83","2007-05-02",27.870001
"84","2007-05-03",27.99
"85","2007-05-04",28.25
"86","2007-05-07",28.15
"87","2007-05-08",28.139999
"88","2007-05-09",28.42
"89","2007-05-10",28.030001
"90","2007-05-11",28.379999
"91","2007-05-14",28.209999
"92","2007-05-15",28.07
"93","2007-05-16",27.780001
"94","2007-05-17",27.48
"95","2007-05-18",27.83
"96","2007-05-21",28.309999
"97","2007-05-22",28.290001
"98","2007-05-23",28.299999
"99","2007-05-24",25.389999
"100","2007-05-25",26.66
"101","2007-05-29",26.35
"102","2007-05-30",26.73
"103","2007-05-31",26.52
"104","2007-06-01",27.26
"105","2007-06-04",27.780001
"106","2007-06-05",27.540001
"107","2007-06-06",27.5
"108","2007-06-07",27.370001
"109","2007-06-08",27.48
"110","2007-06-11",27.01
"111","2007-06-12",26.690001
"112","2007-06-13",26.85
"113","2007-06-14",26.99
"114","2007-06-15",27.030001
"115","2007-06-18",26.879999
"116","2007-06-19",27.120001
"117","2007-06-20",26.66
"118","2007-06-21",26.870001
"119","2007-06-22",26.59
"120","2007-06-25",26.32
"121","2007-06-26",26.360001
"122","2007-06-27",26.860001
"123","2007-06-28",26.799999
"124","2007-06-29",26.43
"125","2007-07-02",26.879999
"126","2007-07-03",26.870001
"127","2007-07-05",26.57
"128","2007-07-06",26.799999
"129","2007-07-09",26.57
"130","2007-07-10",26.290001
"131","2007-07-11",26.450001
"132","2007-07-12",27.139999
"133","2007-07-13",26.860001
"134","2007-07-16",26.870001
"135","2007-07-17",27.200001
"136","2007-07-18",26.83
"137","2007-07-19",27.450001
"138","2007-07-20",26.9
"139","2007-07-23",27.09
"140","2007-07-24",26.41
"141","2007-07-25",26.549999
"142","2007-07-26",25.6
"143","2007-07-27",25.42
"144","2007-07-30",25.030001
"145","2007-07-31",24.459999
"146","2007-08-01",24.219999
"147","2007-08-02",25.129999
"148","2007-08-03",24
"149","2007-08-06",23.950001
"150","2007-08-07",23.4
"151","2007-08-08",23.639999
"152","2007-08-09",23.66
"153","2007-08-10",24.92
"154","2007-08-13",24.950001
"155","2007-08-14",24.82
"156","2007-08-15",24.76
"157","2007-08-16",23.620001
"158","2007-08-17",24.030001
"159","2007-08-20",24.309999
"160","2007-08-21",25.02
"161","2007-08-22",25.76
"162","2007-08-23",26.98
"163","2007-08-24",27.040001
"164","2007-08-27",27.049999
"165","2007-08-28",26.799999
"166","2007-08-29",27.15
"167","2007-08-30",27
"168","2007-08-31",27.32
"169","2007-09-04",26.91
"170","2007-09-05",26.76
"171","2007-09-06",27.07
"172","2007-09-07",26.709999
"173","2007-09-10",26.4
"174","2007-09-11",26.49
"175","2007-09-12",26.65
"176","2007-09-13",26.440001
"177","2007-09-14",25.889999
"178","2007-09-17",25.91
"179","2007-09-18",26.43
"180","2007-09-19",26.51
"181","2007-09-20",26.379999
"182","2007-09-21",26.43
"183","2007-09-24",26.200001
"184","2007-09-25",26.360001
"185","2007-09-26",26.440001
"186","2007-09-27",26.99
"187","2007-09-28",27.08
"188","2007-10-01",27.469999
"189","2007-10-02",27.219999
"190","2007-10-03",27.309999
"191","2007-10-04",26.940001
"192","2007-10-05",26.889999
"193","2007-10-08",26.83
"194","2007-10-09",27.780001
"195","2007-10-10",28
"196","2007-10-11",28.34
"197","2007-10-12",28.6
"198","2007-10-15",28.48
"199","2007-10-16",28.34
"200","2007-10-17",28.639999
"201","2007-10-18",28.59
"202","2007-10-19",27.48
"203","2007-10-22",28.030001
"204","2007-10-23",27.860001
"205","2007-10-24",27.860001
"206","2007-10-25",27.389999
"207","2007-10-26",27.59
"208","2007-10-29",27.4
"209","2007-10-30",27.440001
"210","2007-10-31",28.26
"211","2007-11-01",27.85
"212","2007-11-02",28.02
"213","2007-11-05",27.700001
"214","2007-11-06",26.6
"215","2007-11-07",25.77
"216","2007-11-08",25.33
"217","2007-11-09",24.35
"218","2007-11-12",24.09
"219","2007-11-13",24.34
"220","2007-11-14",24.52
"221","2007-11-15",24.219999
"222","2007-11-16",24.33
"223","2007-11-19",23.969999
"224","2007-11-20",23.49
"225","2007-11-21",23.299999
"226","2007-11-23",23.389999
"227","2007-11-26",23.67
"228","2007-11-27",24.040001
"229","2007-11-28",24.540001
"230","2007-11-29",24.58
"231","2007-11-30",24.610001
"232","2007-12-03",23.6
"233","2007-12-04",23.99
"234","2007-12-05",24.299999
"235","2007-12-06",25.059999
"236","2007-12-07",27.379999
"237","2007-12-10",27.139999
"238","2007-12-11",26.190001
"239","2007-12-12",26.620001
"240","2007-12-13",26.780001
"241","2007-12-14",26.030001
"242","2007-12-17",25.629999
"243","2007-12-18",25.709999
"244","2007-12-19",25.709999
"245","2007-12-20",25.879999
"246","2007-12-21",26.110001
"247","2007-12-24",26.26
"248","2007-12-26",26.459999
"249","2007-12-27",26.01
"250","2007-12-28",25.879999
"251","2007-12-31",25.93
"252","2008-01-02",25.200001
"253","2008-01-03",24.9
"254","2008-01-04",24.73
"255","2008-01-07",24.4
"256","2008-01-08",23.59
"257","2008-01-09",23.209999
"258","2008-01-10",23.4
"259","2008-01-11",23.17
"260","2008-01-14",23.700001
"261","2008-01-15",23.700001
"262","2008-01-16",23.809999
"263","2008-01-17",23.440001
"264","2008-01-18",23.85
"265","2008-01-22",23.209999
"266","2008-01-23",22.620001
"267","2008-01-24",23.030001
"268","2008-01-25",23.049999
"269","2008-01-28",23.469999
"270","2008-01-29",24.129999
"271","2008-01-30",24.040001
"272","2008-01-31",22.02
"273","2008-02-01",22.780001
"274","2008-02-04",23.209999
"275","2008-02-05",22.780001
"276","2008-02-06",22.33
"277","2008-02-07",22.049999
"278","2008-02-08",22.290001
"279","2008-02-11",22.389999
"280","2008-02-12",22.41
"281","2008-02-13",23.139999
"282","2008-02-14",23.49
"283","2008-02-15",23.030001
"284","2008-02-19",23.469999
"285","2008-02-20",23.030001
"286","2008-02-21",23.52
"287","2008-02-22",23.59
"288","2008-02-25",23.860001
"289","2008-02-26",24.33
"290","2008-02-27",24.219999
"291","2008-02-28",23.709999
"292","2008-02-29",23.209999
"293","2008-03-03",22.969999
"294","2008-03-04",22.9
"295","2008-03-05",23.129999
"296","2008-03-06",22.75
"297","2008-03-07",22.549999
"298","2008-03-10",22.82
"299","2008-03-11",23.040001
"300","2008-03-12",22.42
"301","2008-03-13",22.700001
"302","2008-03-14",22.209999
"303","2008-03-17",21.33
"304","2008-03-18",22.01
"305","2008-03-19",21.99
"306","2008-03-20",21.780001
"307","2008-03-24",22.559999
"308","2008-03-25",22.559999
"309","2008-03-26",23.08
"310","2008-03-27",22.67
"311","2008-03-28",22.780001
"312","2008-03-31",22.709999
"313","2008-04-01",23.209999
"314","2008-04-02",23.23
"315","2008-04-03",23.08
