"","date","TPX"
"181","2007-09-20",8.72
"182","2007-09-21",8.855
"183","2007-09-24",8.93
"184","2007-09-25",8.9125
"185","2007-09-26",9.005
"186","2007-09-27",9.215
"187","2007-09-28",8.9375
"188","2007-10-01",9.1575
"189","2007-10-02",9.33
"190","2007-10-03",9.1625
"191","2007-10-04",9.115
"192","2007-10-05",9.2625
"193","2007-10-08",9.1775
"194","2007-10-09",9.07
"195","2007-10-10",8.41
"196","2007-10-11",8.1675
"197","2007-10-12",8.465
"198","2007-10-15",8.265
"199","2007-10-16",8.27
"200","2007-10-17",8.385
"201","2007-10-18",8.42
"202","2007-10-19",8.51
"203","2007-10-22",8.6075
"204","2007-10-23",9.345
"205","2007-10-24",9.055
"206","2007-10-25",8.8625
"207","2007-10-26",8.7975
"208","2007-10-29",8.7
"209","2007-10-30",8.7
"210","2007-10-31",9
"211","2007-11-01",8.675
"212","2007-11-02",8.915
"213","2007-11-05",8.705
"214","2007-11-06",8.4875
"215","2007-11-07",8.11
"216","2007-11-08",7.7325
"217","2007-11-09",7.7275
"218","2007-11-12",7.9325
"219","2007-11-13",8.36
"220","2007-11-14",8.3225
"221","2007-11-15",8.105
"222","2007-11-16",8.045
"223","2007-11-19",7.8725
"224","2007-11-20",7.4525
"225","2007-11-21",7.34
"226","2007-11-23",7.3775
"227","2007-11-26",6.915
"228","2007-11-27",6.79
"229","2007-11-28",7
"230","2007-11-29",7.0725
"231","2007-11-30",7.4225
"232","2007-12-03",7.5325
"233","2007-12-04",7.42
"234","2007-12-05",7.455
"235","2007-12-06",7.805
"236","2007-12-07",7.7725
"237","2007-12-10",7.995
"238","2007-12-11",7.64
"239","2007-12-12",7.6675
"240","2007-12-13",7.2975
"241","2007-12-14",6.915
"242","2007-12-17",6.8525
"243","2007-12-18",6.83
"244","2007-12-19",6.7475
"245","2007-12-20",6.7375
"246","2007-12-21",6.985
"247","2007-12-24",6.895
"248","2007-12-26",6.9925
"249","2007-12-27",6.68
"250","2007-12-28",6.67
"251","2007-12-31",6.4925
"252","2008-01-02",6.4875
"253","2008-01-03",6.0375
"254","2008-01-04",5.68
"255","2008-01-07",5.8075
"256","2008-01-08",5.7275
"257","2008-01-09",5.5375
"258","2008-01-10",5.63
"259","2008-01-11",5.52
"260","2008-01-14",5.69
"261","2008-01-15",5.53
"262","2008-01-16",5.56
"263","2008-01-17",5.515
"264","2008-01-18",5.5325
"265","2008-01-22",5.89
"266","2008-01-23",6.1575
"267","2008-01-24",6.2275
"268","2008-01-25",4.7425
"269","2008-01-28",4.995
"270","2008-01-29",5.005
"271","2008-01-30",5
"272","2008-01-31",4.945
"273","2008-02-01",5.0525
"274","2008-02-04",4.8525
"275","2008-02-05",4.73
"276","2008-02-06",4.425
"277","2008-02-07",4.345
"278","2008-02-08",4.4475
"279","2008-02-11",4.4125
"280","2008-02-12",4.46
"281","2008-02-13",4.4325
"282","2008-02-14",4.43
"283","2008-02-15",4.38
"284","2008-02-19",4.2
"285","2008-02-20",4.29
"286","2008-02-21",4.1575
"287","2008-02-22",4.1875
"288","2008-02-25",4.255
"289","2008-02-26",4.64
"290","2008-02-27",4.635
"291","2008-02-28",4.705
"292","2008-02-29",4.355
"293","2008-03-03",4.2775
"294","2008-03-04",4.27
"295","2008-03-05",4.17
"296","2008-03-06",3.945
"297","2008-03-07",3.9925
"298","2008-03-10",3.89
"299","2008-03-11",4.0925
"300","2008-03-12",4.175
"301","2008-03-13",4.2
"302","2008-03-14",4.215
"303","2008-03-17",2.625
"304","2008-03-18",2.75
"305","2008-03-19",2.9125
"306","2008-03-20",3.2325
"307","2008-03-24",3.185
"308","2008-03-25",3.0625
"309","2008-03-26",3.0425
"310","2008-03-27",2.9125
"311","2008-03-28",2.75
"312","2008-03-31",2.75
"313","2008-04-01",3.1225
"314","2008-04-02",2.95
"315","2008-04-03",3.0575
"316","2008-04-04",2.9875
"317","2008-04-07",2.985
"318","2008-04-08",2.8775
"319","2008-04-09",2.7975
"320","2008-04-10",2.79
"321","2008-04-11",2.7475
"322","2008-04-14",2.8125
"323","2008-04-15",2.6325
"324","2008-04-16",2.675
"325","2008-04-17",2.6275
"326","2008-04-18",2.975
"327","2008-04-21",2.955
"328","2008-04-22",2.875
"329","2008-04-23",2.87
"330","2008-04-24",2.855
"331","2008-04-25",2.86
"332","2008-04-28",2.7875
"333","2008-04-29",2.8125
"334","2008-04-30",2.7775
"335","2008-05-01",2.85
"336","2008-05-02",2.8625
"337","2008-05-05",2.8225
"338","2008-05-06",2.82
"339","2008-05-07",2.7525
"340","2008-05-08",2.74
"341","2008-05-09",2.73
"342","2008-05-12",2.7625
"343","2008-05-13",2.8275
"344","2008-05-14",2.8775
"345","2008-05-15",2.94
"346","2008-05-16",3.1
"347","2008-05-19",3.155
"348","2008-05-20",2.9425
"349","2008-05-21",2.7325
"350","2008-05-22",2.7575
"351","2008-05-23",2.785
"352","2008-05-27",2.7375
"353","2008-05-28",2.6725
"354","2008-05-29",2.755
"355","2008-05-30",2.685
"356","2008-06-02",2.62
"357","2008-06-03",2.575
"358","2008-06-04",2.55
"359","2008-06-05",2.6125
"360","2008-06-06",2.45
"361","2008-06-09",2.4625
"362","2008-06-10",2.525
"363","2008-06-11",2.2475
"364","2008-06-12",2.26
"365","2008-06-13",2.3975
"366","2008-06-16",2.405
"367","2008-06-17",2.255
"368","2008-06-18",2.1825
"369","2008-06-19",2.18
"370","2008-06-20",2.1875
"371","2008-06-23",2.075
"372","2008-06-24",2.125
"373","2008-06-25",2.0325
"374","2008-06-26",2
"375","2008-06-27",2.0125
"376","2008-06-30",1.9525
"377","2008-07-01",2.0425
"378","2008-07-02",1.95
"379","2008-07-03",1.9625
"380","2008-07-07",1.965
"381","2008-07-08",2.0825
"382","2008-07-09",1.86
"383","2008-07-10",1.8675
"384","2008-07-11",1.8875
"385","2008-07-14",1.815
"386","2008-07-15",1.97
"387","2008-07-16",2.0375
"388","2008-07-17",2.1675
"389","2008-07-18",2.4575
"390","2008-07-21",2.5125
"391","2008-07-22",2.5875
"392","2008-07-23",2.7125
"393","2008-07-24",2.4675
"394","2008-07-25",2.4675
"395","2008-07-28",2.2975
"396","2008-07-29",2.5075
"397","2008-07-30",2.43
"398","2008-07-31",2.3475
"399","2008-08-01",2.37
"400","2008-08-04",2.3975
"401","2008-08-05",2.535
"402","2008-08-06",2.5
"403","2008-08-07",2.35
"404","2008-08-08",2.4975
"405","2008-08-11",2.615
"406","2008-08-12",2.6
"407","2008-08-13",2.625
"408","2008-08-14",2.5925
"409","2008-08-15",2.785
"410","2008-08-18",2.64
"411","2008-08-19",2.5075
"412","2008-08-20",2.505
"413","2008-08-21",2.525
"414","2008-08-22",2.6325
"415","2008-08-25",2.475
"416","2008-08-26",2.5075
"417","2008-08-27",2.5625
"418","2008-08-28",2.805
"419","2008-08-29",2.8275
"420","2008-09-02",2.8975
"421","2008-09-03",2.94
"422","2008-09-04",2.7125
"423","2008-09-05",2.77
"424","2008-09-08",3.05
"425","2008-09-09",3.1425
"426","2008-09-10",3.125
"427","2008-09-11",2.9775
"428","2008-09-12",2.75
"429","2008-09-15",2.595
"430","2008-09-16",2.655
"431","2008-09-17",2.33
"432","2008-09-18",3.175
"433","2008-09-19",3.35
"434","2008-09-22",3.51
"435","2008-09-23",3.42
"436","2008-09-24",3.0625
"437","2008-09-25",3.1825
"438","2008-09-26",3.185
"439","2008-09-29",2.765
"440","2008-09-30",2.94
"441","2008-10-01",2.8425
"442","2008-10-02",2.5
"443","2008-10-03",2.3225
"444","2008-10-06",2.3725
"445","2008-10-07",2.2925
"446","2008-10-08",2.3325
"447","2008-10-09",1.9875
"448","2008-10-10",2.0725
"449","2008-10-13",2.25
"450","2008-10-14",2.165
"451","2008-10-15",2.0375
"452","2008-10-16",1.9325
"453","2008-10-17",2.005
"454","2008-10-20",2.0475
"455","2008-10-21",1.9825
"456","2008-10-22",1.885
"457","2008-10-23",1.88
"458","2008-10-24",1.695
"459","2008-10-27",1.605
"460","2008-10-28",1.6675
"461","2008-10-29",1.6
"462","2008-10-30",1.8075
"463","2008-10-31",1.9525
"464","2008-11-03",1.875
"465","2008-11-04",1.92
"466","2008-11-05",1.8125
"467","2008-11-06",1.72
"468","2008-11-07",1.7925
"469","2008-11-10",1.785
"470","2008-11-11",1.7775
"471","2008-11-12",1.62
"472","2008-11-13",1.805
"473","2008-11-14",1.68
"474","2008-11-17",1.6075
"475","2008-11-18",1.6625
"476","2008-11-19",1.4775
"477","2008-11-20",1.36
"478","2008-11-21",1.405
"479","2008-11-24",1.555
"480","2008-11-25",1.57
"481","2008-11-26",1.7375
"482","2008-11-28",1.7475
"483","2008-12-01",1.5125
"484","2008-12-02",1.6625
"485","2008-12-03",1.8375
"486","2008-12-04",1.7975
"487","2008-12-05",1.9725
"488","2008-12-08",1.875
"489","2008-12-09",1.77
"490","2008-12-10",1.9325
"491","2008-12-11",1.615
"492","2008-12-12",1.66
"493","2008-12-15",1.58
"494","2008-12-16",1.715
"495","2008-12-17",1.7075
"496","2008-12-18",1.755
"497","2008-12-19",1.475
"498","2008-12-22",1.5425
"499","2008-12-23",1.5775
"500","2008-12-24",1.6275
"501","2008-12-26",1.7675
"502","2008-12-29",1.6575
"503","2008-12-30",1.7275
"504","2008-12-31",1.7725
"505","2009-01-02",1.89
"506","2009-01-05",1.9825
"507","2009-01-06",2.0225
"508","2009-01-07",1.9225
"509","2009-01-08",1.9225
"510","2009-01-09",1.845
"511","2009-01-12",1.835
"512","2009-01-13",1.84
"513","2009-01-14",1.7125
"514","2009-01-15",1.665
"515","2009-01-16",1.7325
"516","2009-01-20",1.5125
"517","2009-01-21",1.605
"518","2009-01-22",1.4425
"519","2009-01-23",1.8125
"520","2009-01-26",1.8775
"521","2009-01-27",1.8825
"522","2009-01-28",1.9625
"523","2009-01-29",1.85
"524","2009-01-30",1.75
"525","2009-02-02",1.8325
"526","2009-02-03",1.8675
"527","2009-02-04",1.865
"528","2009-02-05",1.8725
"529","2009-02-06",1.8825
"530","2009-02-09",1.8725
"531","2009-02-10",1.8275
"532","2009-02-11",1.8625
"533","2009-02-12",1.9175
"534","2009-02-13",1.9
"535","2009-02-17",1.7325
"536","2009-02-18",1.7425
"537","2009-02-19",1.7125
"538","2009-02-20",1.615
"539","2009-02-23",1.5275
"540","2009-02-24",1.6825
"541","2009-02-25",1.5975
"542","2009-02-26",1.605
"543","2009-02-27",1.535
"544","2009-03-02",1.3725
"545","2009-03-03",1.2475
"546","2009-03-04",1.3075
"547","2009-03-05",1.1825
"548","2009-03-06",1.115
"549","2009-03-09",0.9825
"550","2009-03-10",1.1825
"551","2009-03-11",1.3
"552","2009-03-12",1.525
"553","2009-03-13",1.53
"554","2009-03-16",1.475
"555","2009-03-17",1.58
"556","2009-03-18",1.625
"557","2009-03-19",1.7175
"558","2009-03-20",1.715
"559","2009-03-23",1.91
"560","2009-03-24",1.78
"561","2009-03-25",1.885
"562","2009-03-26",2.065
"563","2009-03-27",1.935
"564","2009-03-30",1.76
"565","2009-03-31",1.825
"566","2009-04-01",2.0325
"567","2009-04-02",2.2675
"568","2009-04-03",2.27
"569","2009-04-06",2.1075
"570","2009-04-07",2.07
"571","2009-04-08",2.0675
"572","2009-04-09",2.36
"573","2009-04-13",2.2375
"574","2009-04-14",2.1575
"575","2009-04-15",2.17
"576","2009-04-16",2.29
"577","2009-04-17",2.6875
"578","2009-04-20",2.54
"579","2009-04-21",2.71
"580","2009-04-22",2.7
"581","2009-04-23",2.79
"582","2009-04-24",2.965
"583","2009-04-27",2.875
"584","2009-04-28",3.125
"585","2009-04-29",3.2075
"586","2009-04-30",3.215
"587","2009-05-01",3.1775
"588","2009-05-04",3.39
"589","2009-05-05",3.435
"590","2009-05-06",3.3575
"591","2009-05-07",3.205
"592","2009-05-08",3.3825
"593","2009-05-11",3.1925
"594","2009-05-12",2.9725
"595","2009-05-13",2.735
"596","2009-05-14",2.7825
"597","2009-05-15",2.78
"598","2009-05-18",2.7875
"599","2009-05-19",2.67
"600","2009-05-20",2.7125
"601","2009-05-21",2.5275
"602","2009-05-22",2.47
"603","2009-05-26",2.7475
"604","2009-05-27",2.65
"605","2009-05-28",2.64
"606","2009-05-29",2.7575
"607","2009-06-01",3.035
"608","2009-06-02",2.9275
"609","2009-06-03",2.8125
"610","2009-06-04",2.785
"611","2009-06-05",3.0225
"612","2009-06-08",2.9825
"613","2009-06-09",2.9675
"614","2009-06-10",2.9075
"615","2009-06-11",2.9075
"616","2009-06-12",2.865
"617","2009-06-15",2.9125
"618","2009-06-16",2.795
"619","2009-06-17",2.895
"620","2009-06-18",2.9475
"621","2009-06-19",3.155
"622","2009-06-22",2.94
"623","2009-06-23",3.0725
"624","2009-06-24",3.0575
"625","2009-06-25",3.2
"626","2009-06-26",3.18
"627","2009-06-29",3.385
"628","2009-06-30",3.2675
"629","2009-07-01",3.2275
"630","2009-07-02",2.845
"631","2009-07-06",2.855
"632","2009-07-07",2.73
"633","2009-07-08",2.6525
"634","2009-07-09",2.7925
"635","2009-07-10",2.805
"636","2009-07-13",2.9825
"637","2009-07-14",2.9975
"638","2009-07-15",3.1375
"639","2009-07-16",3.26
"640","2009-07-17",3.4025
"641","2009-07-20",3.615
"642","2009-07-21",3.5
"643","2009-07-22",3.5425
"644","2009-07-23",3.675
"645","2009-07-24",3.64
"646","2009-07-27",3.6
"647","2009-07-28",3.625
"648","2009-07-29",3.6375
"649","2009-07-30",3.6375
"650","2009-07-31",3.7075
"651","2009-08-03",3.945
"652","2009-08-04",3.925
"653","2009-08-05",3.8725
"654","2009-08-06",3.6975
"655","2009-08-07",3.9375
"656","2009-08-10",3.745
"657","2009-08-11",3.56
"658","2009-08-12",3.8525
"659","2009-08-13",3.8725
"660","2009-08-14",3.69
"661","2009-08-17",3.4275
"662","2009-08-18",3.585
"663","2009-08-19",3.6225
"664","2009-08-20",3.575
"665","2009-08-21",3.705
"666","2009-08-24",3.58
"667","2009-08-25",3.665
"668","2009-08-26",3.625
"669","2009-08-27",3.7075
"670","2009-08-28",3.755
"671","2009-08-31",3.7
"672","2009-09-01",3.51
"673","2009-09-02",3.5275
"674","2009-09-03",3.64
"675","2009-09-04",3.73
"676","2009-09-08",3.73
"677","2009-09-09",4.025
"678","2009-09-10",4.0275
"679","2009-09-11",4.12
"680","2009-09-14",4.235
"681","2009-09-15",4.385
"682","2009-09-16",4.4825
"683","2009-09-17",4.555
"684","2009-09-18",4.395
"685","2009-09-21",4.3025
"686","2009-09-22",4.5175
"687","2009-09-23",4.35
"688","2009-09-24",4.225
"689","2009-09-25",4.265
"690","2009-09-28",4.3
"691","2009-09-29",4.775
"692","2009-09-30",4.735
"693","2009-10-01",4.5075
"694","2009-10-02",4.5125
"695","2009-10-05",4.745
"696","2009-10-06",4.7325
"697","2009-10-07",4.67
"698","2009-10-08",4.8525
"699","2009-10-09",4.9
"700","2009-10-12",5
"701","2009-10-13",5.05
"702","2009-10-14",5.1525
"703","2009-10-15",5.1775
"704","2009-10-16",5.5625
"705","2009-10-19",5.53
"706","2009-10-20",5.305
"707","2009-10-21",5.2875
"708","2009-10-22",5.4525
"709","2009-10-23",5.3875
"710","2009-10-26",5.305
"711","2009-10-27",5.0775
"712","2009-10-28",4.7175
"713","2009-10-29",5.0125
"714","2009-10-30",4.8425
"715","2009-11-02",4.8125
"716","2009-11-03",4.95
"717","2009-11-04",4.8075
"718","2009-11-05",4.9925
"719","2009-11-06",5.2
"720","2009-11-09",5.275
"721","2009-11-10",5.2725
"722","2009-11-11",5.3125
"723","2009-11-12",5.1825
"724","2009-11-13",5.1175
"725","2009-11-16",5.3575
"726","2009-11-17",5.3875
"727","2009-11-18",5.455
"728","2009-11-19",5.22
"729","2009-11-20",5.215
"730","2009-11-23",5.375
"731","2009-11-24",5.315
"732","2009-11-25",5.445
"733","2009-11-27",5.375
"734","2009-11-30",5.3875
"735","2009-12-01",5.5925
"736","2009-12-02",5.6475
"737","2009-12-03",5.6825
"738","2009-12-04",5.82
"739","2009-12-07",5.7825
"740","2009-12-08",5.6325
"741","2009-12-09",5.6125
"742","2009-12-10",5.71
"743","2009-12-11",5.855
"744","2009-12-14",5.93
"745","2009-12-15",5.89
"746","2009-12-16",5.755
"747","2009-12-17",5.72
"748","2009-12-18",5.7275
"749","2009-12-21",5.785
"750","2009-12-22",5.93
"751","2009-12-23",6.035
"752","2009-12-24",6.07
"753","2009-12-28",5.975
"754","2009-12-29",5.9575
"755","2009-12-30",5.955
"756","2009-12-31",5.9075
"757","2010-01-04",6.1075
"758","2010-01-05",6.3875
"759","2010-01-06",6.725
"760","2010-01-07",6.675
"761","2010-01-08",6.71
"762","2010-01-11",6.68
"763","2010-01-12",6.4575
"764","2010-01-13",6.585
"765","2010-01-14",6.46
"766","2010-01-15",6.3375
"767","2010-01-19",6.2975
"768","2010-01-20",6.2325
"769","2010-01-21",6.12
"770","2010-01-22",6.15
"771","2010-01-25",6.2875
"772","2010-01-26",6.34
"773","2010-01-27",6.1325
"774","2010-01-28",6.4025
"775","2010-01-29",6.2225
"776","2010-02-01",6.3875
"777","2010-02-02",6.83
"778","2010-02-03",6.7775
"779","2010-02-04",6.6425
"780","2010-02-05",6.7275
"781","2010-02-08",6.64
"782","2010-02-09",6.82
"783","2010-02-10",6.59
"784","2010-02-11",6.75
"785","2010-02-12",6.7875
"786","2010-02-16",7.085
"787","2010-02-17",7.1625
"788","2010-02-18",7.15
"789","2010-02-19",7.1375
"790","2010-02-22",7.0975
"791","2010-02-23",6.9225
"792","2010-02-24",6.87
"793","2010-02-25",7.07
"794","2010-02-26",7.1
"795","2010-03-01",7.3275
"796","2010-03-02",7.2825
"797","2010-03-03",7.38
"798","2010-03-04",7.3525
"799","2010-03-05",7.5
"800","2010-03-08",7.5075
"801","2010-03-09",7.5875
"802","2010-03-10",7.66
"803","2010-03-11",7.7625
"804","2010-03-12",7.725
"805","2010-03-15",7.67
"806","2010-03-16",7.6525
"807","2010-03-17",7.4925
"808","2010-03-18",7.535
"809","2010-03-19",7.235
"810","2010-03-22",7.42
"811","2010-03-23",7.5525
"812","2010-03-24",7.4475
"813","2010-03-25",7.44
"814","2010-03-26",7.5525
"815","2010-03-29",7.7875
"816","2010-03-30",7.6875
"817","2010-03-31",7.54
"818","2010-04-01",7.65
"819","2010-04-05",7.7725
"820","2010-04-06",7.74
"821","2010-04-07",7.575
"822","2010-04-08",7.645
"823","2010-04-09",7.685
"824","2010-04-12",7.805
"825","2010-04-13",7.6925
"826","2010-04-14",7.8275
"827","2010-04-15",7.8025
"828","2010-04-16",7.645
"829","2010-04-19",7.655
"830","2010-04-20",7.81
"831","2010-04-21",8.695
"832","2010-04-22",8.915
"833","2010-04-23",8.6975
"834","2010-04-26",8.5675
"835","2010-04-27",8.3625
"836","2010-04-28",8.5375
"837","2010-04-29",8.7425
"838","2010-04-30",8.425
"839","2010-05-03",8.6475
"840","2010-05-04",8.3325
"841","2010-05-05",8.0875
"842","2010-05-06",7.82
"843","2010-05-07",7.595
"844","2010-05-10",8.3825
"845","2010-05-11",8.445
"846","2010-05-12",8.765
"847","2010-05-13",8.625
"848","2010-05-14",8.42
"849","2010-05-17",8.47
"850","2010-05-18",8.1875
"851","2010-05-19",8.0925
"852","2010-05-20",7.705
"853","2010-05-21",7.8675
"854","2010-05-24",7.7875
"855","2010-05-25",7.875
"856","2010-05-26",7.9225
"857","2010-05-27",8.305
"858","2010-05-28",8.3
"859","2010-06-01",7.9425
"860","2010-06-02",8.16
"861","2010-06-03",8.1375
"862","2010-06-04",7.6175
"863","2010-06-07",7.43
"864","2010-06-08",7.4125
"865","2010-06-09",7.825
"866","2010-06-10",8.14
"867","2010-06-11",8.2175
"868","2010-06-14",8.36
"869","2010-06-15",8.445
"870","2010-06-16",8.71
"871","2010-06-17",8.7025
"872","2010-06-18",8.7525
"873","2010-06-21",8.9475
"874","2010-06-22",8.615
"875","2010-06-23",8.44
"876","2010-06-24",8.065
"877","2010-06-25",8.045
"878","2010-06-28",8.165
"879","2010-06-29",7.8
"880","2010-06-30",7.6875
"881","2010-07-01",7.4775
"882","2010-07-02",7.3325
"883","2010-07-06",7.1025
"884","2010-07-07",7.5875
"885","2010-07-08",7.7575
"886","2010-07-09",8.04
"887","2010-07-12",7.9825
"888","2010-07-13",8.19
"889","2010-07-14",8.015
"890","2010-07-15",7.9475
"891","2010-07-16",7.81
"892","2010-07-19",7.835
"893","2010-07-20",7.995
"894","2010-07-21",7.6975
"895","2010-07-22",7.9025
"896","2010-07-23",7.9825
"897","2010-07-26",8.1525
"898","2010-07-27",8.0375
"899","2010-07-28",7.83
"900","2010-07-29",7.8
"901","2010-07-30",7.6675
"902","2010-08-02",7.6775
"903","2010-08-03",7.3975
"904","2010-08-04",7.59
"905","2010-08-05",7.53
"906","2010-08-06",7.5575
"907","2010-08-09",7.7475
"908","2010-08-10",7.63
"909","2010-08-11",7.4125
"910","2010-08-12",7.335
"911","2010-08-13",7.1625
"912","2010-08-16",7.1225
"913","2010-08-17",7.2325
"914","2010-08-18",7.4225
"915","2010-08-19",7.195
"916","2010-08-20",7.2725
"917","2010-08-23",7.0075
"918","2010-08-24",6.7525
"919","2010-08-25",6.8625
"920","2010-08-26",6.5025
"921","2010-08-27",6.7325
"922","2010-08-30",6.665
"923","2010-08-31",6.7
"924","2010-09-01",7.0575
"925","2010-09-02",7.1975
"926","2010-09-03",7.34
"927","2010-09-07",6.9875
"928","2010-09-08",7.0075
"929","2010-09-09",7.17
"930","2010-09-10",7.205
"931","2010-09-13",7.215
"932","2010-09-14",6.925
"933","2010-09-15",6.8025
"934","2010-09-16",6.72
"935","2010-09-17",6.845
"936","2010-09-20",7.285
"937","2010-09-21",7.32
"938","2010-09-22",7.1825
"939","2010-09-23",7.13
"940","2010-09-24",7.405
"941","2010-09-27",7.44
"942","2010-09-28",7.78
"943","2010-09-29",7.775
"944","2010-09-30",7.75
"945","2010-10-01",7.84
"946","2010-10-04",7.745
"947","2010-10-05",7.8175
"948","2010-10-06",7.74
"949","2010-10-07",7.755
"950","2010-10-08",8.0975
"951","2010-10-11",7.965
"952","2010-10-12",8.065
"953","2010-10-13",8.08
"954","2010-10-14",8.21
"955","2010-10-15",8.1775
"956","2010-10-18",8.2425
"957","2010-10-19",8.1975
"958","2010-10-20",8.2025
"959","2010-10-21",8.5275
"960","2010-10-22",8.7575
"961","2010-10-25",8.6875
"962","2010-10-26",8.6825
"963","2010-10-27",8.615
"964","2010-10-28",8.6225
"965","2010-10-29",8.625
