"","date","PGEN"
"1","2013-08-08",24.73
"2","2013-08-09",29.09
"3","2013-08-12",29.700001
"4","2013-08-13",28.690001
"5","2013-08-14",27.23
"6","2013-08-15",25.799999
"7","2013-08-16",25.629999
"8","2013-08-19",25.940001
"9","2013-08-20",24.1
"10","2013-08-21",23.73
"11","2013-08-22",22.92
"12","2013-08-23",23.42
"13","2013-08-26",22.6
"14","2013-08-27",21.639999
"15","2013-08-28",21.360001
"16","2013-08-29",22.18
"17","2013-08-30",21.73
"18","2013-09-03",22.309999
"19","2013-09-04",22.389999
"20","2013-09-05",24.290001
"21","2013-09-06",25.540001
"22","2013-09-09",25.98
"23","2013-09-10",26.76
"24","2013-09-11",25.42
"25","2013-09-12",24.639999
"26","2013-09-13",23.9
"27","2013-09-16",22.57
"28","2013-09-17",23.950001
"29","2013-09-18",24.299999
"30","2013-09-19",23.700001
"31","2013-09-20",22.120001
"32","2013-09-23",22.120001
"33","2013-09-24",21.41
"34","2013-09-25",22.120001
"35","2013-09-26",22.620001
"36","2013-09-27",23.01
"37","2013-09-30",23.690001
"38","2013-10-01",24.24
"39","2013-10-02",25.5
"40","2013-10-03",25.1
"41","2013-10-04",23.59
"42","2013-10-07",23.129999
"43","2013-10-08",22.27
"44","2013-10-09",21.200001
"45","2013-10-10",21.15
"46","2013-10-11",21.84
"47","2013-10-14",22.5
"48","2013-10-15",22.290001
"49","2013-10-16",23.01
"50","2013-10-17",23.190001
"51","2013-10-18",23
"52","2013-10-21",21.84
"53","2013-10-22",21.209999
"54","2013-10-23",20.9
"55","2013-10-24",21.51
"56","2013-10-25",22.02
"57","2013-10-28",22.4
"58","2013-10-29",22.08
"59","2013-10-30",21.540001
"60","2013-10-31",21.200001
"61","2013-11-01",20.879999
"62","2013-11-04",20.610001
"63","2013-11-05",20.35
"64","2013-11-06",18.65
"65","2013-11-07",17.65
"66","2013-11-08",19.33
"67","2013-11-11",19.620001
"68","2013-11-12",19.200001
"69","2013-11-13",19.17
"70","2013-11-14",18.120001
"71","2013-11-15",19.67
"72","2013-11-18",19.51
"73","2013-11-19",19.42
"74","2013-11-20",19.6
"75","2013-11-21",20.959999
"76","2013-11-22",21.65
"77","2013-11-25",21.290001
"78","2013-11-26",21.6
"79","2013-11-27",21.93
"80","2013-11-29",22.889999
"81","2013-12-02",21.049999
"82","2013-12-03",20.190001
"83","2013-12-04",20.74
"84","2013-12-05",20.790001
"85","2013-12-06",20.51
"86","2013-12-09",19.82
"87","2013-12-10",19.469999
"88","2013-12-11",19.209999
"89","2013-12-12",19.629999
"90","2013-12-13",19.74
"91","2013-12-16",19.91
"92","2013-12-17",19.83
"93","2013-12-18",20.27
"94","2013-12-19",20.120001
"95","2013-12-20",20.360001
"96","2013-12-23",21.42
"97","2013-12-24",21.620001
"98","2013-12-26",21.52
"99","2013-12-27",21.82
"100","2013-12-30",22.5
"101","2013-12-31",23.799999
"102","2014-01-02",23.74
"103","2014-01-03",23.5
"104","2014-01-06",22.77
"105","2014-01-07",23.700001
"106","2014-01-08",25.690001
"107","2014-01-09",26.99
"108","2014-01-10",29.870001
"109","2014-01-13",28.74
"110","2014-01-14",31.25
"111","2014-01-15",34.130001
"112","2014-01-16",35.669998
"113","2014-01-17",36.82
"114","2014-01-21",34.189999
"115","2014-01-22",35.200001
"116","2014-01-23",35.049999
"117","2014-01-24",33.07
"118","2014-01-27",32.619999
"119","2014-01-28",34.57
"120","2014-01-29",32.990002
"121","2014-01-30",32.849998
"122","2014-01-31",33.57
"123","2014-02-03",31.73
"124","2014-02-04",31.309999
"125","2014-02-05",31.030001
"126","2014-02-06",30.09
"127","2014-02-07",30.16
"128","2014-02-10",29.33
"129","2014-02-11",29
"130","2014-02-12",28.299999
"131","2014-02-13",28.450001
"132","2014-02-14",27.08
"133","2014-02-18",27.68
"134","2014-02-19",27.190001
"135","2014-02-20",26.200001
"136","2014-02-21",25.49
"137","2014-02-24",24.98
"138","2014-02-25",27.969999
"139","2014-02-26",26.43
"140","2014-02-27",25.860001
"141","2014-02-28",25.98
"142","2014-03-03",24.74
"143","2014-03-04",25.889999
"144","2014-03-05",28.629999
"145","2014-03-06",27.120001
"146","2014-03-07",26.719999
"147","2014-03-10",27.27
"148","2014-03-11",27.41
"149","2014-03-12",30.549999
"150","2014-03-13",29.57
"151","2014-03-14",30.139999
"152","2014-03-17",29.950001
"153","2014-03-18",30.870001
"154","2014-03-19",30.67
"155","2014-03-20",30.719999
"156","2014-03-21",28.139999
"157","2014-03-24",27.67
"158","2014-03-25",27.049999
"159","2014-03-26",25.719999
"160","2014-03-27",26.26
"161","2014-03-28",24.209999
"162","2014-03-31",26.290001
"163","2014-04-01",25.540001
"164","2014-04-02",25.1
"165","2014-04-03",24.549999
"166","2014-04-04",23.469999
"167","2014-04-07",22.43
"168","2014-04-08",23.67
"169","2014-04-09",23.9
"170","2014-04-10",21.75
"171","2014-04-11",21.440001
"172","2014-04-14",20.309999
"173","2014-04-15",19.49
"174","2014-04-16",19.620001
"175","2014-04-17",19.27
"176","2014-04-21",19.65
"177","2014-04-22",21.1
"178","2014-04-23",20.16
"179","2014-04-24",19.629999
"180","2014-04-25",18.66
"181","2014-04-28",18.610001
"182","2014-04-29",18.870001
"183","2014-04-30",18.879999
"184","2014-05-01",18.32
"185","2014-05-02",18.459999
"186","2014-05-05",18
"187","2014-05-06",17.32
"188","2014-05-07",15.39
"189","2014-05-08",15.3
"190","2014-05-09",15.76
"191","2014-05-12",15.74
"192","2014-05-13",15.5
"193","2014-05-14",17.49
"194","2014-05-15",18.200001
"195","2014-05-16",18.030001
"196","2014-05-19",17.82
"197","2014-05-20",16.709999
"198","2014-05-21",17.09
"199","2014-05-22",17.84
"200","2014-05-23",17.99
"201","2014-05-27",18.889999
"202","2014-05-28",20.33
"203","2014-05-29",21.040001
"204","2014-05-30",21.09
"205","2014-06-02",22.280001
"206","2014-06-03",22.93
"207","2014-06-04",23.299999
"208","2014-06-05",22.959999
"209","2014-06-06",23.48
"210","2014-06-09",24.040001
"211","2014-06-10",24.709999
"212","2014-06-11",25.25
"213","2014-06-12",24.93
"214","2014-06-13",24.620001
"215","2014-06-16",25.690001
"216","2014-06-17",25.43
"217","2014-06-18",25.67
"218","2014-06-19",25.690001
"219","2014-06-20",25.93
"220","2014-06-23",25.610001
"221","2014-06-24",24.73
"222","2014-06-25",25.030001
"223","2014-06-26",25.4
"224","2014-06-27",25.23
"225","2014-06-30",25.129999
"226","2014-07-01",24.68
"227","2014-07-02",25.4
"228","2014-07-03",26.59
"229","2014-07-07",26.049999
"230","2014-07-08",23.66
"231","2014-07-09",23.23
"232","2014-07-10",24.82
"233","2014-07-11",25.059999
"234","2014-07-14",24.83
"235","2014-07-15",23.049999
"236","2014-07-16",23.4
"237","2014-07-17",21.51
"238","2014-07-18",22.41
"239","2014-07-21",22.389999
"240","2014-07-22",22.27
"241","2014-07-23",23.58
"242","2014-07-24",24
"243","2014-07-25",24.200001
"244","2014-07-28",22.709999
"245","2014-07-29",23.190001
"246","2014-07-30",23.9
"247","2014-07-31",22.09
"248","2014-08-01",21.98
"249","2014-08-04",21.809999
"250","2014-08-05",21.84
"251","2014-08-06",21.99
"252","2014-08-07",22.540001
"253","2014-08-08",22.709999
"254","2014-08-11",22.530001
"255","2014-08-12",21.9
"256","2014-08-13",22.280001
"257","2014-08-14",22.4
"258","2014-08-15",21.639999
"259","2014-08-18",21.549999
"260","2014-08-19",20.780001
"261","2014-08-20",20.549999
"262","2014-08-21",19.75
"263","2014-08-22",20.09
"264","2014-08-25",20.290001
"265","2014-08-26",20.66
"266","2014-08-27",20.709999
"267","2014-08-28",20.120001
"268","2014-08-29",20.280001
"269","2014-09-02",19.200001
"270","2014-09-03",18.780001
"271","2014-09-04",18.02
"272","2014-09-05",17.879999
"273","2014-09-08",18.18
"274","2014-09-09",17.860001
"275","2014-09-10",18.540001
"276","2014-09-11",18.690001
"277","2014-09-12",18.52
"278","2014-09-15",18.389999
"279","2014-09-16",18.59
"280","2014-09-17",19.389999
"281","2014-09-18",20.709999
"282","2014-09-19",20.190001
"283","2014-09-22",18.9
"284","2014-09-23",18.65
"285","2014-09-24",19.09
"286","2014-09-25",18.93
"287","2014-09-26",19.09
"288","2014-09-29",19.690001
"289","2014-09-30",18.58
"290","2014-10-01",17.67
"291","2014-10-02",18.09
"292","2014-10-03",17.99
"293","2014-10-06",17.68
"294","2014-10-07",18.23
"295","2014-10-08",17.49
"296","2014-10-09",16.91
"297","2014-10-10",16.91
"298","2014-10-13",16.610001
"299","2014-10-14",18.15
"300","2014-10-15",19.57
"301","2014-10-16",18.51
"302","2014-10-17",17.940001
"303","2014-10-20",18.33
"304","2014-10-21",18.75
"305","2014-10-22",18.48
"306","2014-10-23",20.620001
"307","2014-10-24",20.450001
"308","2014-10-27",21.18
"309","2014-10-28",21.52
"310","2014-10-29",21.459999
"311","2014-10-30",22.889999
"312","2014-10-31",22.32
"313","2014-11-03",21.129999
"314","2014-11-04",20.57
"315","2014-11-05",19.530001
"316","2014-11-06",20.940001
"317","2014-11-07",21.15
"318","2014-11-10",21.6
"319","2014-11-11",23.969999
"320","2014-11-12",24.4
"321","2014-11-13",23.77
"322","2014-11-14",23.459999
"323","2014-11-17",24.93
"324","2014-11-18",24.84
"325","2014-11-19",25.48
"326","2014-11-20",26.139999
"327","2014-11-21",26.07
"328","2014-11-24",26.49
"329","2014-11-25",26.02
"330","2014-11-26",25.82
"331","2014-11-28",26.530001
"332","2014-12-01",25.450001
"333","2014-12-02",25.040001
"334","2014-12-03",24.790001
"335","2014-12-04",23.77
"336","2014-12-05",24.389999
"337","2014-12-08",24.85
"338","2014-12-09",26.59
"339","2014-12-10",25.91
"340","2014-12-11",26.66
"341","2014-12-12",27.01
"342","2014-12-15",26.35
"343","2014-12-16",26.139999
"344","2014-12-17",27.58
"345","2014-12-18",27.629999
"346","2014-12-19",28.02
"347","2014-12-22",27.01
"348","2014-12-23",25.52
"349","2014-12-24",26.190001
"350","2014-12-26",26.530001
"351","2014-12-29",27.200001
"352","2014-12-30",27.639999
"353","2014-12-31",27.530001
"354","2015-01-02",26.110001
"355","2015-01-05",26.08
"356","2015-01-06",26.35
"357","2015-01-07",27.360001
"358","2015-01-08",28.01
"359","2015-01-09",30.08
"360","2015-01-12",29.5
"361","2015-01-13",28.370001
"362","2015-01-14",37.299999
"363","2015-01-15",33.529999
"364","2015-01-16",34.110001
"365","2015-01-20",32.389999
"366","2015-01-21",28.4
"367","2015-01-22",28.639999
"368","2015-01-23",27.34
"369","2015-01-26",29.360001
"370","2015-01-27",31.879999
"371","2015-01-28",30.049999
"372","2015-01-29",30.049999
"373","2015-01-30",28.709999
"374","2015-02-02",28.950001
"375","2015-02-03",29.9
"376","2015-02-04",28.879999
"377","2015-02-05",29.879999
"378","2015-02-06",29.719999
"379","2015-02-09",30.16
"380","2015-02-10",34.27
"381","2015-02-11",35.139999
"382","2015-02-12",38.25
