"","date","LEAF"
"1","2011-01-27",43.353176
"2","2011-01-28",40.555557
"3","2011-01-31",40.238094
"4","2011-02-01",42.063492
"5","2011-02-02",41.865078
"6","2011-02-03",40.277779
"7","2011-02-04",38.948414
"8","2011-02-07",37.936508
"9","2011-02-08",37.956348
"10","2011-02-09",37.043652
"11","2011-02-10",37.539684
"12","2011-02-11",39.365078
"13","2011-02-14",40.793652
"14","2011-02-15",41.210316
"15","2011-02-16",41.785713
"16","2011-02-17",42.619049
"17","2011-02-18",44.920635
"18","2011-02-22",45.396824
"19","2011-02-23",42.797619
"20","2011-02-24",44.84127
"21","2011-02-25",45.555557
"22","2011-02-28",44.642857
"23","2011-03-01",45.17857
"24","2011-03-02",44.464287
"25","2011-03-03",48.75
"26","2011-03-04",48.710316
"27","2011-03-07",46.42857
"28","2011-03-08",46.964287
"29","2011-03-09",45.654762
"30","2011-03-10",44.781746
"31","2011-03-11",42.083332
"32","2011-03-14",41.170635
"33","2011-03-15",40.198414
"34","2011-03-16",41.626984
"35","2011-03-17",41.329365
"36","2011-03-18",41.349205
"37","2011-03-21",43.055557
"38","2011-03-22",42.51984
"39","2011-03-23",41.746033
"40","2011-03-24",41.23016
"41","2011-03-25",40.238094
"42","2011-03-28",41.210316
"43","2011-03-29",43.650795
"44","2011-03-30",45.595238
"45","2011-03-31",46.726189
"46","2011-04-01",48.075397
"47","2011-04-04",47.757938
"48","2011-04-05",47.142857
"49","2011-04-06",47.936508
"50","2011-04-07",47.103176
"51","2011-04-08",45.238094
"52","2011-04-11",44.305557
"53","2011-04-12",41.845238
"54","2011-04-13",42.718254
"55","2011-04-14",40.01984
"56","2011-04-15",38.452381
"57","2011-04-18",34.384922
"58","2011-04-19",32.440475
"59","2011-04-20",31.448412
"60","2011-04-21",30.218254
"61","2011-04-25",29.146826
"62","2011-04-26",29.900793
"63","2011-04-27",29.563492
"64","2011-04-28",30.932539
"65","2011-04-29",32.876984
"66","2011-05-02",30.15873
"67","2011-05-03",29.424603
"68","2011-05-04",31.25
"69","2011-05-05",32.361111
"70","2011-05-06",33.412697
"71","2011-05-09",33.174603
"72","2011-05-10",32.222221
"73","2011-05-11",31.011906
"74","2011-05-12",30.039682
"75","2011-05-13",31.666666
"76","2011-05-16",31.269842
"77","2011-05-17",29.285715
"78","2011-05-18",28.968254
"79","2011-05-19",27.5
"80","2011-05-20",26.984127
"81","2011-05-23",25.535715
"82","2011-05-24",27.162699
"83","2011-05-25",26.984127
"84","2011-05-26",27.261906
"85","2011-05-27",28.630953
"86","2011-05-31",30.178572
"87","2011-06-01",29.642857
"88","2011-06-02",28.789682
"89","2011-06-03",28.11508
"90","2011-06-06",26.130953
"91","2011-06-07",27.003969
"92","2011-06-08",26.011906
"93","2011-06-09",26.607143
"94","2011-06-10",26.666666
"95","2011-06-13",26.071428
"96","2011-06-14",29.424603
"97","2011-06-15",29.246031
"98","2011-06-16",29.067461
"99","2011-06-17",28.928572
"100","2011-06-20",28.055555
"101","2011-06-21",28.710318
"102","2011-06-22",27.777779
"103","2011-06-23",26.626984
"104","2011-06-24",28.968254
"105","2011-06-27",27.738094
"106","2011-06-28",27.539682
"107","2011-06-29",27.5
"108","2011-06-30",26.88492
"109","2011-07-01",26.269842
"110","2011-07-05",26.329365
"111","2011-07-06",25.773809
"112","2011-07-07",25.63492
"113","2011-07-08",25.773809
"114","2011-07-11",25.396826
"115","2011-07-12",24.047619
"116","2011-07-13",24.206348
"117","2011-07-14",23.194445
"118","2011-07-15",23.412699
"119","2011-07-18",21.845238
"120","2011-07-19",22.083334
"121","2011-07-20",22.996031
"122","2011-07-21",23.333334
"123","2011-07-22",23.611111
"124","2011-07-25",22.996031
"125","2011-07-26",22.916666
"126","2011-07-27",21.210318
"127","2011-07-28",20.496031
"128","2011-07-29",20.119047
"129","2011-08-01",19.761906
"130","2011-08-02",18.968254
"131","2011-08-03",18.015873
"132","2011-08-04",16.785715
"133","2011-08-05",18.373016
"134","2011-08-08",16.587301
"135","2011-08-09",17.817461
"136","2011-08-10",16.765873
"137","2011-08-11",18.055555
"138","2011-08-12",18.154762
"139","2011-08-15",18.849207
"140","2011-08-16",16.726191
"141","2011-08-17",16.845238
"142","2011-08-18",15.813492
"143","2011-08-19",14.265873
"144","2011-08-22",15.496032
"145","2011-08-23",16.86508
"146","2011-08-24",16.86508
"147","2011-08-25",17.559525
"148","2011-08-26",17.003969
"149","2011-08-29",17.420635
"150","2011-08-30",17.638889
"151","2011-08-31",17.162699
"152","2011-09-01",17.301588
"153","2011-09-02",16.646826
"154","2011-09-06",15.833333
"155","2011-09-07",15.734127
"156","2011-09-08",15.059524
"157","2011-09-09",14.841269
"158","2011-09-12",15.138889
"159","2011-09-13",15.178572
"160","2011-09-14",15.119047
"161","2011-09-15",15.138889
"162","2011-09-16",16.448412
"163","2011-09-19",15.853174
"164","2011-09-20",15.972222
"165","2011-09-21",15.753968
"166","2011-09-22",15.813492
"167","2011-09-23",14.662699
"168","2011-09-26",15.734127
"169","2011-09-27",16.547619
"170","2011-09-28",15.873015
"171","2011-09-29",15.773809
"172","2011-09-30",15.873015
"173","2011-10-03",14.424603
"174","2011-10-04",14.107142
"175","2011-10-05",15.456349
"176","2011-10-06",16.011906
"177","2011-10-07",15.734127
"178","2011-10-10",16.031746
"179","2011-10-11",14.722222
"180","2011-10-12",14.047619
"181","2011-10-13",13.710318
"182","2011-10-14",15.019841
"183","2011-10-17",13.43254
"184","2011-10-18",12.876985
"185","2011-10-19",11.150794
"186","2011-10-20",11.190476
"187","2011-10-21",12.18254
"188","2011-10-24",12.896826
"189","2011-10-25",12.281746
"190","2011-10-26",11.805555
"191","2011-10-27",12.658731
"192","2011-10-28",13.849206
"193","2011-10-31",13.829365
"194","2011-11-01",14.265873
"195","2011-11-02",15.099206
"196","2011-11-03",14.900794
"197","2011-11-04",15.396826
"198","2011-11-07",14.047619
"199","2011-11-08",14.662699
"200","2011-11-09",13.690476
"201","2011-11-10",13.849206
"202","2011-11-11",13.730159
"203","2011-11-14",13.869047
"204","2011-11-15",13.849206
"205","2011-11-16",14.345238
"206","2011-11-17",14.662699
"207","2011-11-18",15.079365
"208","2011-11-21",14.821428
"209","2011-11-22",14.384921
"210","2011-11-23",13.591269
"211","2011-11-25",13.611111
"212","2011-11-28",14.166667
"213","2011-11-29",13.888889
"214","2011-11-30",14.06746
"215","2011-12-01",14.801587
"216","2011-12-02",15.674603
"217","2011-12-05",15.992064
"218","2011-12-06",15.93254
"219","2011-12-07",15.773809
"220","2011-12-08",15.674603
"221","2011-12-09",15.416667
"222","2011-12-12",15.555555
"223","2011-12-13",15.337301
"224","2011-12-14",15.079365
"225","2011-12-15",13.670635
"226","2011-12-16",13.988095
"227","2011-12-19",12.976191
"228","2011-12-20",13.630953
"229","2011-12-21",13.194445
"230","2011-12-22",13.968254
"231","2011-12-23",14.027778
"232","2011-12-27",13.988095
"233","2011-12-28",13.571428
"234","2011-12-29",13.392858
"235","2011-12-30",13.194445
"236","2012-01-03",14.68254
"237","2012-01-04",14.900794
"238","2012-01-05",14.801587
"239","2012-01-06",14.702381
"240","2012-01-09",14.345238
"241","2012-01-10",14.027778
"242","2012-01-11",13.75
"243","2012-01-12",14.246032
"244","2012-01-13",13.988095
"245","2012-01-17",13.869047
"246","2012-01-18",14.305555
"247","2012-01-19",14.027778
"248","2012-01-20",13.888889
"249","2012-01-23",13.869047
"250","2012-01-24",13.888889
"251","2012-01-25",13.809524
"252","2012-01-26",13.412699
"253","2012-01-27",13.531746
"254","2012-01-30",13.353174
"255","2012-01-31",12.5
"256","2012-02-01",12.678572
"257","2012-02-02",12.857142
"258","2012-02-03",12.599206
"259","2012-02-06",12.658731
"260","2012-02-07",12.579365
"261","2012-02-08",11.765873
"262","2012-02-09",11.865079
"263","2012-02-10",12.242064
"264","2012-02-13",12.380953
"265","2012-02-14",12.003968
"266","2012-02-15",12.400794
"267","2012-02-16",11.785714
"268","2012-02-17",15.396826
"269","2012-02-21",14.722222
"270","2012-02-22",13.888889
"271","2012-02-23",13.789682
"272","2012-02-24",13.492064
"273","2012-02-27",14.027778
"274","2012-02-28",14.146826
"275","2012-02-29",13.611111
"276","2012-03-01",14.226191
"277","2012-03-02",14.623015
"278","2012-03-05",14.384921
"279","2012-03-06",14.285714
"280","2012-03-07",14.444445
