"","date","UFPT"
"203","2007-10-22",5.54
"204","2007-10-23",5.48
"205","2007-10-24",5.54
"206","2007-10-25",5.47
"207","2007-10-26",5.58
"208","2007-10-29",5.6
"209","2007-10-30",5.62
"210","2007-10-31",5.7
"211","2007-11-01",5.71
"212","2007-11-02",5.74
"213","2007-11-05",5.82
"214","2007-11-06",5.8
"215","2007-11-07",6.2
"216","2007-11-08",6.22
"217","2007-11-09",6.19
"218","2007-11-12",6.2
"219","2007-11-13",6.13
"220","2007-11-14",6.24
"221","2007-11-15",6.23
"222","2007-11-16",6.25
"223","2007-11-19",6.18
"224","2007-11-20",6.18
"225","2007-11-21",6.14
"226","2007-11-23",6.86
"227","2007-11-26",6.23
"228","2007-11-27",6.22
"229","2007-11-28",6.25
"230","2007-11-29",6.14
"231","2007-11-30",6.2
"232","2007-12-03",6.25
"233","2007-12-04",6.42
"234","2007-12-05",6.24
"235","2007-12-06",6.56
"236","2007-12-07",6.68
"237","2007-12-10",6.68
"238","2007-12-11",6.57
"239","2007-12-12",6.59
"240","2007-12-13",6.64
"241","2007-12-14",6.63
"242","2007-12-17",6.6
"243","2007-12-18",6.67
"244","2007-12-19",6.61
"245","2007-12-20",7.01
"246","2007-12-21",7.7
"247","2007-12-24",8.18
"248","2007-12-26",8.55
"249","2007-12-27",8.31
"250","2007-12-28",7.3
"251","2007-12-31",7.35
"252","2008-01-02",7.76
"253","2008-01-03",7.54
"254","2008-01-04",7.08
"255","2008-01-07",6.99
"256","2008-01-08",7.07
"257","2008-01-09",6.32
"258","2008-01-10",6.55
"259","2008-01-11",6.87
"260","2008-01-14",6.75
"261","2008-01-15",7.14
"262","2008-01-16",6.3
"263","2008-01-17",5.73
"264","2008-01-18",5.79
"265","2008-01-22",5.4
"266","2008-01-23",5.71
"267","2008-01-24",5.56
"268","2008-01-25",5.74
"269","2008-01-28",5.84
"270","2008-01-29",5.88
"271","2008-01-30",5.65
"272","2008-01-31",5.7
"273","2008-02-01",6.19
"274","2008-02-04",6.48
"275","2008-02-05",6.09
"276","2008-02-06",6.19
"277","2008-02-07",6.01
"278","2008-02-08",6.18
"279","2008-02-11",6.02
"280","2008-02-12",6.22
"281","2008-02-13",6.3
"282","2008-02-14",6.13
"283","2008-02-15",6.27
"284","2008-02-19",6.48
"285","2008-02-20",6.24
"286","2008-02-21",6.35
"287","2008-02-22",6.34
"288","2008-02-25",6.15
"289","2008-02-26",6.18
"290","2008-02-27",6.28
"291","2008-02-28",6.05
"292","2008-02-29",6.01
"293","2008-03-03",5.98
"294","2008-03-04",5.92
"295","2008-03-05",6.08
"296","2008-03-06",7.44
"297","2008-03-07",7.16
"298","2008-03-10",7
"299","2008-03-11",6.74
"300","2008-03-12",6.78
"301","2008-03-13",6.72
"302","2008-03-14",6.82
"303","2008-03-17",6.69
"304","2008-03-18",6.55
"305","2008-03-19",6.56
"306","2008-03-20",6.44
"307","2008-03-24",7.05
"308","2008-03-25",7.46
"309","2008-03-26",7.72
"310","2008-03-27",7.58
"311","2008-03-28",7.35
"312","2008-03-31",7.79
"313","2008-04-01",7.7
"314","2008-04-02",7.8
"315","2008-04-03",7.72
"316","2008-04-04",7.72
"317","2008-04-07",8.24
"318","2008-04-08",8.63
"319","2008-04-09",9.24
"320","2008-04-10",9.5
"321","2008-04-11",9.54
"322","2008-04-14",9.69
"323","2008-04-15",9.95
"324","2008-04-16",10.13
"325","2008-04-17",10.32
"326","2008-04-18",10.75
"327","2008-04-21",11.4
"328","2008-04-22",10.56
"329","2008-04-23",9.95
"330","2008-04-24",10.65
"331","2008-04-25",11.33
"332","2008-04-28",10.87
"333","2008-04-29",10.53
"334","2008-04-30",9.93
"335","2008-05-01",10.68
"336","2008-05-02",11.7
"337","2008-05-05",12.66
"338","2008-05-06",12.57
"339","2008-05-07",11.92
"340","2008-05-08",11.74
"341","2008-05-09",12.34
"342","2008-05-12",12.12
"343","2008-05-13",13.1
"344","2008-05-14",12.6
"345","2008-05-15",14.1
"346","2008-05-16",13.98
"347","2008-05-19",13.54
"348","2008-05-20",14.42
"349","2008-05-21",13.32
"350","2008-05-22",12.75
"351","2008-05-23",12.13
"352","2008-05-27",13
"353","2008-05-28",13.46
"354","2008-05-29",12.99
"355","2008-05-30",13.44
"356","2008-06-02",13.05
"357","2008-06-03",12.54
"358","2008-06-04",12.37
"359","2008-06-05",12.82
"360","2008-06-06",12.23
"361","2008-06-09",10.75
"362","2008-06-10",10.43
"363","2008-06-11",10.72
"364","2008-06-12",10.4
"365","2008-06-13",10.41
"366","2008-06-16",10.18
"367","2008-06-17",10.42
"368","2008-06-18",10.37
"369","2008-06-19",10.16
"370","2008-06-20",10.16
"371","2008-06-23",10.13
"372","2008-06-24",9.97
"373","2008-06-25",10.21
"374","2008-06-26",9.97
"375","2008-06-27",10.29
"376","2008-06-30",10.01
"377","2008-07-01",10.14
"378","2008-07-02",9.98
"379","2008-07-03",8.67
"380","2008-07-07",8.02
"381","2008-07-08",8.6
"382","2008-07-09",7.85
"383","2008-07-10",8.01
"384","2008-07-11",8.09
"385","2008-07-14",8.27
"386","2008-07-15",8
"387","2008-07-16",8.49
"388","2008-07-17",8.04
"389","2008-07-18",8.39
"390","2008-07-21",8.8
"391","2008-07-22",8.61
"392","2008-07-23",8.38
"393","2008-07-24",8.44
"394","2008-07-25",8.54
"395","2008-07-28",8.63
"396","2008-07-29",8.89
"397","2008-07-30",9.1
"398","2008-07-31",8.54
"399","2008-08-01",8.9
"400","2008-08-04",8.35
"401","2008-08-05",9.38
"402","2008-08-06",10.9
"403","2008-08-07",10.25
"404","2008-08-08",10.54
"405","2008-08-11",10.58
"406","2008-08-12",11.72
"407","2008-08-13",12
"408","2008-08-14",11.87
"409","2008-08-15",11.05
"410","2008-08-18",11.24
"411","2008-08-19",10.3
"412","2008-08-20",10.32
"413","2008-08-21",10.5
"414","2008-08-22",10.13
"415","2008-08-25",9.85
"416","2008-08-26",10.01
"417","2008-08-27",9.86
"418","2008-08-28",10.66
"419","2008-08-29",10.62
"420","2008-09-02",10.91
"421","2008-09-03",10.64
"422","2008-09-04",10.2
"423","2008-09-05",9.8
"424","2008-09-08",9.78
"425","2008-09-09",9
"426","2008-09-10",8.85
"427","2008-09-11",8.79
"428","2008-09-12",8.65
"429","2008-09-15",8.73
"430","2008-09-16",8.32
"431","2008-09-17",7.46
"432","2008-09-18",7.31
"433","2008-09-19",7.79
"434","2008-09-22",7.18
"435","2008-09-23",7.31
"436","2008-09-24",7.3
"437","2008-09-25",7.47
"438","2008-09-26",7.28
"439","2008-09-29",6.71
"440","2008-09-30",6.8
"441","2008-10-01",6.98
"442","2008-10-02",6.75
"443","2008-10-03",6.62
"444","2008-10-06",5.14
"445","2008-10-07",4.97
"446","2008-10-08",4.83
"447","2008-10-09",4.8
"448","2008-10-10",4.56
"449","2008-10-13",5.18
"450","2008-10-14",5.25
"451","2008-10-15",4.9
"452","2008-10-16",4.77
"453","2008-10-17",5.32
"454","2008-10-20",5.65
"455","2008-10-21",5.87
"456","2008-10-22",5.24
"457","2008-10-23",5.11
"458","2008-10-24",4.74
"459","2008-10-27",4.71
"460","2008-10-28",4.72
"461","2008-10-29",4.99
"462","2008-10-30",5.19
"463","2008-10-31",5.24
"464","2008-11-03",6.41
"465","2008-11-04",6.58
"466","2008-11-05",6.23
"467","2008-11-06",5.98
"468","2008-11-07",6.25
"469","2008-11-10",6.2
"470","2008-11-11",5.71
"471","2008-11-12",5.48
"472","2008-11-13",5.68
"473","2008-11-14",5.5
"474","2008-11-17",5.51
"475","2008-11-18",5.6
"476","2008-11-19",5.21
"477","2008-11-20",4.77
"478","2008-11-21",4.36
"479","2008-11-24",3.92
"480","2008-11-25",4.08
"481","2008-11-26",4.07
"482","2008-11-28",4.07
"483","2008-12-01",4.05
"484","2008-12-02",4.05
"485","2008-12-03",4.35
"486","2008-12-04",4.35
"487","2008-12-05",4.08
"488","2008-12-08",4.19
"489","2008-12-09",4.19
"490","2008-12-10",4.42
"491","2008-12-11",4.5
"492","2008-12-12",5.2
"493","2008-12-15",5.08
"494","2008-12-16",5.16
"495","2008-12-17",5.06
"496","2008-12-18",5.06
"497","2008-12-19",5.06
"498","2008-12-22",5.05
"499","2008-12-23",5.07
"500","2008-12-24",5.05
"501","2008-12-26",4.98
"502","2008-12-29",4.93
"503","2008-12-30",5.15
"504","2008-12-31",5.29
"505","2009-01-02",5.15
"506","2009-01-05",5.5
"507","2009-01-06",5.82
"508","2009-01-07",5.33
"509","2009-01-08",5.84
"510","2009-01-09",5.4
"511","2009-01-12",5.21
"512","2009-01-13",5.17
"513","2009-01-14",5.19
"514","2009-01-15",5.45
"515","2009-01-16",5.3
"516","2009-01-20",5.21
"517","2009-01-21",5.68
"518","2009-01-22",5.58
"519","2009-01-23",5.38
"520","2009-01-26",5.55
"521","2009-01-27",5.31
"522","2009-01-28",5.39
"523","2009-01-29",5.31
"524","2009-01-30",5.3
"525","2009-02-02",4.93
"526","2009-02-03",4.94
"527","2009-02-04",4.81
"528","2009-02-05",4.85
"529","2009-02-06",4.84
"530","2009-02-09",4.95
"531","2009-02-10",4.97
"532","2009-02-11",5.17
"533","2009-02-12",4.89
"534","2009-02-13",5.19
"535","2009-02-17",4.54
"536","2009-02-18",4.36
"537","2009-02-19",4.28
"538","2009-02-20",4.21
"539","2009-02-23",4.05
"540","2009-02-24",4.24
"541","2009-02-25",4.03
"542","2009-02-26",4.21
"543","2009-02-27",4.1
"544","2009-03-02",3.91
"545","2009-03-03",3.8
"546","2009-03-04",3.98
"547","2009-03-05",3.91
"548","2009-03-06",3.88
"549","2009-03-09",3.54
"550","2009-03-10",3.6
"551","2009-03-11",3.66
"552","2009-03-12",3.65
"553","2009-03-13",3.86
"554","2009-03-16",4.1
"555","2009-03-17",4.19
"556","2009-03-18",4.3
"557","2009-03-19",4.23
"558","2009-03-20",4.3
"559","2009-03-23",4.45
"560","2009-03-24",4.43
"561","2009-03-25",4.68
"562","2009-03-26",4.8
"563","2009-03-27",4.61
"564","2009-03-30",4.4
"565","2009-03-31",4.49
"566","2009-04-01",4.46
"567","2009-04-02",4.61
"568","2009-04-03",4.74
"569","2009-04-06",4.84
"570","2009-04-07",4.82
"571","2009-04-08",4.8
"572","2009-04-09",5.12
"573","2009-04-13",4.97
"574","2009-04-14",4.8
"575","2009-04-15",4.84
"576","2009-04-16",4.64
"577","2009-04-17",4.65
"578","2009-04-20",4.51
"579","2009-04-21",4.7
"580","2009-04-22",4.72
"581","2009-04-23",4.75
"582","2009-04-24",4.7
"583","2009-04-27",4.77
"584","2009-04-28",4.73
"585","2009-04-29",4.73
"586","2009-04-30",4.99
"587","2009-05-01",5.05
"588","2009-05-04",5.12
"589","2009-05-05",4.49
"590","2009-05-06",4.55
"591","2009-05-07",4.46
"592","2009-05-08",4.49
"593","2009-05-11",4.46
"594","2009-05-12",4.45
"595","2009-05-13",4.23
"596","2009-05-14",4.2
"597","2009-05-15",4.17
"598","2009-05-18",4.19
"599","2009-05-19",4.19
"600","2009-05-20",4.14
"601","2009-05-21",4.28
"602","2009-05-22",4.08
"603","2009-05-26",4.09
"604","2009-05-27",4.06
"605","2009-05-28",4.09
"606","2009-05-29",4.16
"607","2009-06-01",4.25
"608","2009-06-02",4.16
"609","2009-06-03",4.13
"610","2009-06-04",4.09
"611","2009-06-05",4.12
"612","2009-06-08",4.11
"613","2009-06-09",4.13
"614","2009-06-10",4.16
"615","2009-06-11",4.24
"616","2009-06-12",4.1
"617","2009-06-15",4.06
"618","2009-06-16",4.06
"619","2009-06-17",4.05
"620","2009-06-18",4.07
"621","2009-06-19",4.09
"622","2009-06-22",4.06
"623","2009-06-23",4.07
"624","2009-06-24",4.08
"625","2009-06-25",4.1
"626","2009-06-26",4.12
"627","2009-06-29",4.14
"628","2009-06-30",4.17
"629","2009-07-01",4.23
"630","2009-07-02",4.24
"631","2009-07-06",4.21
"632","2009-07-07",4.2
"633","2009-07-08",4.25
"634","2009-07-09",4.24
"635","2009-07-10",4.25
"636","2009-07-13",4.25
"637","2009-07-14",4.19
"638","2009-07-15",4.23
"639","2009-07-16",4.22
"640","2009-07-17",4.22
"641","2009-07-20",4.19
"642","2009-07-21",4.19
"643","2009-07-22",4.23
"644","2009-07-23",4.38
"645","2009-07-24",4.42
"646","2009-07-27",4.54
"647","2009-07-28",4.6
"648","2009-07-29",4.49
"649","2009-07-30",4.69
"650","2009-07-31",5.02
"651","2009-08-03",5.1
"652","2009-08-04",5.18
"653","2009-08-05",5.1
"654","2009-08-06",5.02
"655","2009-08-07",4.99
"656","2009-08-10",5.1
"657","2009-08-11",5
"658","2009-08-12",4.99
"659","2009-08-13",5.12
"660","2009-08-14",5.07
"661","2009-08-17",4.9
"662","2009-08-18",4.89
"663","2009-08-19",4.96
"664","2009-08-20",4.9
"665","2009-08-21",4.88
"666","2009-08-24",4.92
"667","2009-08-25",4.95
"668","2009-08-26",5.14
"669","2009-08-27",5.09
"670","2009-08-28",5.25
"671","2009-08-31",5.3
"672","2009-09-01",5.26
"673","2009-09-02",5.26
"674","2009-09-03",5.3
"675","2009-09-04",5.4
"676","2009-09-08",5.53
"677","2009-09-09",5.93
"678","2009-09-10",6.3
"679","2009-09-11",6.08
"680","2009-09-14",5.9
"681","2009-09-15",6.35
"682","2009-09-16",6.35
"683","2009-09-17",6
"684","2009-09-18",5.99
"685","2009-09-21",6.22
"686","2009-09-22",6.24
"687","2009-09-23",6.04
"688","2009-09-24",5.97
"689","2009-09-25",5.94
"690","2009-09-28",6.27
"691","2009-09-29",6.17
"692","2009-09-30",6.32
"693","2009-10-01",5.94
"694","2009-10-02",6.15
"695","2009-10-05",5.99
"696","2009-10-06",6.07
"697","2009-10-07",6.07
"698","2009-10-08",6.27
"699","2009-10-09",6.36
"700","2009-10-12",6.3
"701","2009-10-13",6.23
"702","2009-10-14",6.35
"703","2009-10-15",6.22
"704","2009-10-16",6.14
"705","2009-10-19",6.05
"706","2009-10-20",6.09
"707","2009-10-21",6.32
"708","2009-10-22",6.27
"709","2009-10-23",6.16
"710","2009-10-26",6.19
"711","2009-10-27",6.25
"712","2009-10-28",6.19
"713","2009-10-29",5.96
"714","2009-10-30",6.13
"715","2009-11-02",6.1
"716","2009-11-03",6.1
"717","2009-11-04",6.15
"718","2009-11-05",6.79
"719","2009-11-06",6.76
"720","2009-11-09",6.87
"721","2009-11-10",6.94
"722","2009-11-11",6.74
"723","2009-11-12",6.67
"724","2009-11-13",6.67
"725","2009-11-16",6.78
"726","2009-11-17",6.74
"727","2009-11-18",6.69
"728","2009-11-19",6.53
"729","2009-11-20",6.58
"730","2009-11-23",6.56
"731","2009-11-24",6.51
"732","2009-11-25",6.72
"733","2009-11-27",6.58
"734","2009-11-30",6.67
"735","2009-12-01",6.65
"736","2009-12-02",6.81
"737","2009-12-03",6.72
"738","2009-12-04",6.72
"739","2009-12-07",6.59
"740","2009-12-08",6.35
"741","2009-12-09",6.28
"742","2009-12-10",6.3
"743","2009-12-11",6.32
"744","2009-12-14",6.5
"745","2009-12-15",6.32
"746","2009-12-16",6.5
"747","2009-12-17",6.45
"748","2009-12-18",6.4
"749","2009-12-21",6.52
"750","2009-12-22",6.51
"751","2009-12-23",6.54
"752","2009-12-24",6.5
"753","2009-12-28",6.54
"754","2009-12-29",6.5
"755","2009-12-30",6.51
"756","2009-12-31",6.5
"757","2010-01-04",6.5
"758","2010-01-05",6.54
"759","2010-01-06",6.6
"760","2010-01-07",6.95
"761","2010-01-08",6.96
"762","2010-01-11",7.35
"763","2010-01-12",6.93
"764","2010-01-13",7.05
"765","2010-01-14",7.02
"766","2010-01-15",7
"767","2010-01-19",7.44
"768","2010-01-20",7.34
"769","2010-01-21",7.07
"770","2010-01-22",6.8
"771","2010-01-25",7.02
"772","2010-01-26",7.11
"773","2010-01-27",7
"774","2010-01-28",7.16
"775","2010-01-29",7
"776","2010-02-01",7.02
"777","2010-02-02",7.2
"778","2010-02-03",7.15
"779","2010-02-04",6.9
"780","2010-02-05",6.94
"781","2010-02-08",7.11
"782","2010-02-09",7.28
"783","2010-02-10",7.2
"784","2010-02-11",7.38
"785","2010-02-12",7.65
"786","2010-02-16",7.75
"787","2010-02-17",7.76
"788","2010-02-18",7.72
"789","2010-02-19",7.7
"790","2010-02-22",7.73
"791","2010-02-23",7.63
"792","2010-02-24",7.78
"793","2010-02-25",7.75
"794","2010-02-26",7.78
"795","2010-03-01",7.68
"796","2010-03-02",7.88
"797","2010-03-03",10.42
"798","2010-03-04",10.2
"799","2010-03-05",10.34
"800","2010-03-08",11
"801","2010-03-09",10.65
"802","2010-03-10",10.86
"803","2010-03-11",10.51
"804","2010-03-12",10.49
"805","2010-03-15",11.24
"806","2010-03-16",10.74
"807","2010-03-17",10.46
"808","2010-03-18",10.92
"809","2010-03-19",10.74
"810","2010-03-22",10.5
"811","2010-03-23",10.3
"812","2010-03-24",10.06
"813","2010-03-25",9.68
"814","2010-03-26",10.17
"815","2010-03-29",10.3
"816","2010-03-30",10.22
"817","2010-03-31",10.34
"818","2010-04-01",10.24
"819","2010-04-05",10.17
"820","2010-04-06",10.55
"821","2010-04-07",10.21
"822","2010-04-08",10.29
"823","2010-04-09",10.27
"824","2010-04-12",10.2
"825","2010-04-13",10.27
"826","2010-04-14",10.37
"827","2010-04-15",10.2
"828","2010-04-16",10.14
"829","2010-04-19",10.08
"830","2010-04-20",10.28
"831","2010-04-21",10.38
"832","2010-04-22",10.66
"833","2010-04-23",10.82
"834","2010-04-26",11.15
"835","2010-04-27",10.5
"836","2010-04-28",10.4
"837","2010-04-29",10.68
"838","2010-04-30",10.5
"839","2010-05-03",11.09
"840","2010-05-04",10.53
"841","2010-05-05",8.86
"842","2010-05-06",8.81
"843","2010-05-07",8.8
"844","2010-05-10",9.07
"845","2010-05-11",9.05
"846","2010-05-12",9.2
"847","2010-05-13",9.31
"848","2010-05-14",9.43
"849","2010-05-17",9.36
"850","2010-05-18",9.48
"851","2010-05-19",9.32
"852","2010-05-20",8.83
"853","2010-05-21",8.89
"854","2010-05-24",8.82
"855","2010-05-25",8.61
"856","2010-05-26",8.57
"857","2010-05-27",8.85
"858","2010-05-28",8.83
"859","2010-06-01",9.01
"860","2010-06-02",9.05
"861","2010-06-03",9.05
"862","2010-06-04",9.02
"863","2010-06-07",8.99
"864","2010-06-08",8.87
"865","2010-06-09",9.09
"866","2010-06-10",9.05
"867","2010-06-11",9.25
"868","2010-06-14",9.73
"869","2010-06-15",9.84
"870","2010-06-16",9.81
"871","2010-06-17",9.97
"872","2010-06-18",10
"873","2010-06-21",10.02
"874","2010-06-22",9.8
"875","2010-06-23",9.75
"876","2010-06-24",9.36
"877","2010-06-25",9.63
"878","2010-06-28",9.5
"879","2010-06-29",9.2
"880","2010-06-30",9.18
"881","2010-07-01",9.25
"882","2010-07-02",9.38
"883","2010-07-06",9.05
"884","2010-07-07",9.11
"885","2010-07-08",9.16
"886","2010-07-09",9.41
"887","2010-07-12",9.38
"888","2010-07-13",9.59
"889","2010-07-14",9.57
"890","2010-07-15",9.54
"891","2010-07-16",9.09
"892","2010-07-19",8.98
"893","2010-07-20",9.1
"894","2010-07-21",9.21
"895","2010-07-22",9.5
"896","2010-07-23",9.41
"897","2010-07-26",9.08
"898","2010-07-27",9.14
"899","2010-07-28",9.25
"900","2010-07-29",9.25
"901","2010-07-30",9.28
"902","2010-08-02",9.65
"903","2010-08-03",10.24
"904","2010-08-04",10.16
"905","2010-08-05",10.06
"906","2010-08-06",9.9
"907","2010-08-09",9.88
"908","2010-08-10",9.88
"909","2010-08-11",9.41
"910","2010-08-12",9.39
"911","2010-08-13",9.63
"912","2010-08-16",9.81
"913","2010-08-17",9.77
"914","2010-08-18",9.5
"915","2010-08-19",9.48
"916","2010-08-20",9.56
"917","2010-08-23",9.61
"918","2010-08-24",9.75
"919","2010-08-25",9.77
"920","2010-08-26",9.89
"921","2010-08-27",9.91
"922","2010-08-30",9.64
"923","2010-08-31",9.55
"924","2010-09-01",9.76
"925","2010-09-02",9.91
"926","2010-09-03",10.25
"927","2010-09-07",10.33
"928","2010-09-08",10.34
"929","2010-09-09",10.44
"930","2010-09-10",10.39
"931","2010-09-13",10.43
"932","2010-09-14",10.49
"933","2010-09-15",10.93
"934","2010-09-16",11.1
"935","2010-09-17",11.23
"936","2010-09-20",11.24
"937","2010-09-21",11.72
"938","2010-09-22",11.53
"939","2010-09-23",11.3
"940","2010-09-24",11.21
"941","2010-09-27",11
"942","2010-09-28",11.39
"943","2010-09-29",11.53
"944","2010-09-30",11.69
"945","2010-10-01",12.49
"946","2010-10-04",12.58
"947","2010-10-05",12.63
"948","2010-10-06",12.12
"949","2010-10-07",11.95
"950","2010-10-08",12.23
"951","2010-10-11",12.78
"952","2010-10-12",12.74
"953","2010-10-13",12.85
"954","2010-10-14",12.81
"955","2010-10-15",12.96
"956","2010-10-18",12.99
"957","2010-10-19",12.67
"958","2010-10-20",12.67
"959","2010-10-21",12.54
"960","2010-10-22",12.4
"961","2010-10-25",12.13
"962","2010-10-26",12.01
"963","2010-10-27",12
"964","2010-10-28",12.02
"965","2010-10-29",11.95
"966","2010-11-01",12.08
"967","2010-11-02",12.15
"968","2010-11-03",12.23
"969","2010-11-04",11.73
"970","2010-11-05",11.44
"971","2010-11-08",10.96
"972","2010-11-09",10.74
"973","2010-11-10",11.34
"974","2010-11-11",11.57
"975","2010-11-12",11.15
"976","2010-11-15",11.07
"977","2010-11-16",10.89
"978","2010-11-17",10.84
"979","2010-11-18",11.17
"980","2010-11-19",11.25
"981","2010-11-22",11
"982","2010-11-23",10.88
"983","2010-11-24",11.03
"984","2010-11-26",11
"985","2010-11-29",11.22
"986","2010-11-30",11.6
"987","2010-12-01",11.28
"988","2010-12-02",11.62
"989","2010-12-03",11.92
"990","2010-12-06",12.07
"991","2010-12-07",11.8
"992","2010-12-08",11.75
"993","2010-12-09",11.95
"994","2010-12-10",12
"995","2010-12-13",12.1
"996","2010-12-14",11.9
"997","2010-12-15",11.97
"998","2010-12-16",12.01
"999","2010-12-17",12.06
"1000","2010-12-20",11.97
"1001","2010-12-21",12.25
