"","date","POR"
"1","2007-01-03",27.16
"2","2007-01-04",27.200001
"3","2007-01-05",26.969999
"4","2007-01-08",26.76
"5","2007-01-09",26.66
"6","2007-01-10",26.67
"7","2007-01-11",26.83
"8","2007-01-12",26.790001
"9","2007-01-16",26.690001
"10","2007-01-17",26.26
"11","2007-01-18",26.16
"12","2007-01-19",26.299999
"13","2007-01-22",26.280001
"14","2007-01-23",26.040001
"15","2007-01-24",25.969999
"16","2007-01-25",25.75
"17","2007-01-26",25.700001
"18","2007-01-29",25.92
"19","2007-01-30",26.08
"20","2007-01-31",26.139999
"21","2007-02-01",26.75
"22","2007-02-02",26.75
"23","2007-02-05",27.049999
"24","2007-02-06",27.34
"25","2007-02-07",27.4
"26","2007-02-08",27.59
"27","2007-02-09",27.51
"28","2007-02-12",27.91
"29","2007-02-13",28.07
"30","2007-02-14",28.4
"31","2007-02-15",28.26
"32","2007-02-16",28.309999
"33","2007-02-20",28.700001
"34","2007-02-21",28.83
"35","2007-02-22",28.9
"36","2007-02-23",28.92
"37","2007-02-26",28.85
"38","2007-02-27",28.25
"39","2007-02-28",28.290001
"40","2007-03-01",29.24
"41","2007-03-02",28.719999
"42","2007-03-05",28.16
"43","2007-03-06",28.610001
"44","2007-03-07",28.709999
"45","2007-03-08",28.860001
"46","2007-03-09",28.77
"47","2007-03-12",29.16
"48","2007-03-13",28.35
"49","2007-03-14",28.290001
"50","2007-03-15",28.549999
"51","2007-03-16",28.690001
"52","2007-03-19",29
"53","2007-03-20",29.68
"54","2007-03-21",29.790001
"55","2007-03-22",29.41
"56","2007-03-23",29.809999
"57","2007-03-26",29.77
"58","2007-03-27",29.459999
"59","2007-03-28",29.719999
"60","2007-03-29",29.290001
"61","2007-03-30",29.200001
"62","2007-04-02",29.360001
"63","2007-04-03",29.299999
"64","2007-04-04",29.23
"65","2007-04-05",29.42
"66","2007-04-09",29.620001
"67","2007-04-10",29.91
"68","2007-04-11",29.860001
"69","2007-04-12",29.93
"70","2007-04-13",29.77
"71","2007-04-16",29.780001
"72","2007-04-17",29
"73","2007-04-18",29.01
"74","2007-04-19",29.129999
"75","2007-04-20",29.33
"76","2007-04-23",28.99
"77","2007-04-24",29.139999
"78","2007-04-25",29.049999
"79","2007-04-26",28.719999
"80","2007-04-27",28.639999
"81","2007-04-30",28.98
"82","2007-05-01",29.26
"83","2007-05-02",29.57
"84","2007-05-03",29.68
"85","2007-05-04",29.450001
"86","2007-05-07",30
"87","2007-05-08",30
"88","2007-05-09",29.950001
"89","2007-05-10",29.9
"90","2007-05-11",29.9
"91","2007-05-14",29.969999
"92","2007-05-15",29.700001
"93","2007-05-16",30.129999
"94","2007-05-17",29.860001
"95","2007-05-18",30.030001
"96","2007-05-21",30.200001
"97","2007-05-22",31.030001
"98","2007-05-23",30.18
"99","2007-05-24",29.08
"100","2007-05-25",28.98
"101","2007-05-29",28.83
"102","2007-05-30",29.139999
"103","2007-05-31",29.34
"104","2007-06-01",29.48
"105","2007-06-04",29.01
"106","2007-06-05",28.889999
"107","2007-06-06",28.559999
"108","2007-06-07",28
"109","2007-06-08",27.84
"110","2007-06-11",27.110001
"111","2007-06-12",26.65
"112","2007-06-13",27.540001
"113","2007-06-14",27.610001
"114","2007-06-15",27.549999
"115","2007-06-18",27.32
"116","2007-06-19",27.73
"117","2007-06-20",27.280001
"118","2007-06-21",27.1
"119","2007-06-22",26.870001
"120","2007-06-25",27.1
"121","2007-06-26",27.299999
"122","2007-06-27",27.57
"123","2007-06-28",27.4
"124","2007-06-29",27.440001
"125","2007-07-02",28.15
"126","2007-07-03",27.860001
"127","2007-07-05",27.879999
"128","2007-07-06",27.870001
"129","2007-07-09",27.65
"130","2007-07-10",27.379999
"131","2007-07-11",27.35
"132","2007-07-12",27.99
"133","2007-07-13",28.1
"134","2007-07-16",27.84
"135","2007-07-17",27.969999
"136","2007-07-18",27.950001
"137","2007-07-19",28.27
"138","2007-07-20",27.969999
"139","2007-07-23",27.9
"140","2007-07-24",27.6
"141","2007-07-25",27.76
"142","2007-07-26",27.25
"143","2007-07-27",26.700001
"144","2007-07-30",26.99
"145","2007-07-31",26.91
"146","2007-08-01",27.309999
"147","2007-08-02",27.309999
"148","2007-08-03",26.43
"149","2007-08-06",27.379999
"150","2007-08-07",27.700001
"151","2007-08-08",27.879999
"152","2007-08-09",27.799999
"153","2007-08-10",27.799999
"154","2007-08-13",27.969999
"155","2007-08-14",27.1
"156","2007-08-15",27.02
"157","2007-08-16",26.52
"158","2007-08-17",26.780001
"159","2007-08-20",26.610001
"160","2007-08-21",26.889999
"161","2007-08-22",27.219999
"162","2007-08-23",27.290001
"163","2007-08-24",27.25
"164","2007-08-27",26.879999
"165","2007-08-28",26.43
"166","2007-08-29",26.709999
"167","2007-08-30",26.6
"168","2007-08-31",26.59
"169","2007-09-04",26.77
"170","2007-09-05",26.6
"171","2007-09-06",26.870001
"172","2007-09-07",26.59
"173","2007-09-10",26.799999
"174","2007-09-11",27.08
"175","2007-09-12",27.23
"176","2007-09-13",27.51
"177","2007-09-14",27.879999
"178","2007-09-17",27.5
"179","2007-09-18",27.799999
"180","2007-09-19",28
"181","2007-09-20",27.93
"182","2007-09-21",28.030001
"183","2007-09-24",27.93
"184","2007-09-25",27.780001
"185","2007-09-26",28.24
"186","2007-09-27",28.51
"187","2007-09-28",27.799999
"188","2007-10-01",28.35
"189","2007-10-02",28.25
"190","2007-10-03",28.389999
"191","2007-10-04",28.450001
"192","2007-10-05",28.41
"193","2007-10-08",28.43
"194","2007-10-09",28.35
"195","2007-10-10",28.26
"196","2007-10-11",28.299999
"197","2007-10-12",28.379999
"198","2007-10-15",27.82
"199","2007-10-16",27.49
"200","2007-10-17",27.450001
"201","2007-10-18",27.540001
"202","2007-10-19",26.969999
"203","2007-10-22",27.02
"204","2007-10-23",26.950001
"205","2007-10-24",27.07
"206","2007-10-25",27.23
"207","2007-10-26",27.82
"208","2007-10-29",28.24
"209","2007-10-30",27.940001
"210","2007-10-31",28.15
"211","2007-11-01",27.389999
"212","2007-11-02",27.5
"213","2007-11-05",27.01
"214","2007-11-06",26.889999
"215","2007-11-07",26.360001
"216","2007-11-08",26.99
"217","2007-11-09",26.639999
"218","2007-11-12",26.549999
"219","2007-11-13",26.59
