"","date","CHX"
"186","2019-01-23",33.18
"187","2019-01-24",33.970001
"188","2019-01-25",34.110001
"189","2019-01-28",33.990002
"190","2019-01-29",33.639999
"191","2019-01-30",34.48
"192","2019-01-31",33.619999
"193","2019-02-01",34.650002
"194","2019-02-04",34.400002
"195","2019-02-05",34.419998
"196","2019-02-06",34.970001
"197","2019-02-07",34.040001
"198","2019-02-08",33.889999
"199","2019-02-11",34.490002
"200","2019-02-12",36.220001
"201","2019-02-13",35.490002
"202","2019-02-14",35.959999
"203","2019-02-15",36.790001
"204","2019-02-19",39.23
"205","2019-02-20",40.220001
"206","2019-02-21",40.220001
"207","2019-02-22",40.470001
"208","2019-02-25",41.68
"209","2019-02-26",41.77
"210","2019-02-27",42.25
"211","2019-02-28",41.98
"212","2019-03-01",41.98
"213","2019-03-04",41.509998
"214","2019-03-05",41
"215","2019-03-06",40.040001
"216","2019-03-07",39.549999
"217","2019-03-08",39.360001
"218","2019-03-11",39.84
"219","2019-03-12",39.869999
"220","2019-03-13",41.110001
"221","2019-03-14",40.970001
"222","2019-03-15",41.919998
"223","2019-03-18",42.060001
"224","2019-03-19",41.75
"225","2019-03-20",42.52
"226","2019-03-21",42.799999
"227","2019-03-22",39.759998
"228","2019-03-25",40.619999
"229","2019-03-26",41.59
"230","2019-03-27",41.900002
"231","2019-03-28",41.470001
"232","2019-03-29",41.060001
"233","2019-04-01",41.66
"234","2019-04-02",41.029999
"235","2019-04-03",39.73
"236","2019-04-04",40.139999
"237","2019-04-05",41.799999
"238","2019-04-08",40.639999
"239","2019-04-09",40.48
"240","2019-04-10",42.060001
"241","2019-04-11",41.16
"242","2019-04-12",41.419998
"243","2019-04-15",40.790001
"244","2019-04-16",41.75
"245","2019-04-17",40.869999
"246","2019-04-18",41
"247","2019-04-22",42.830002
"248","2019-04-23",43
"249","2019-04-24",41.740002
"250","2019-04-25",40.509998
"251","2019-04-26",39.98
"252","2019-04-29",40.5
"253","2019-04-30",39.689999
"254","2019-05-01",38.889999
"255","2019-05-02",39.16
"256","2019-05-03",40.439999
"257","2019-05-06",40.290001
"258","2019-05-07",38.66
"259","2019-05-08",38.52
"260","2019-05-09",38.279999
"261","2019-05-10",37.869999
"262","2019-05-13",36.889999
"263","2019-05-14",36.959999
"264","2019-05-15",37.419998
"265","2019-05-16",36.59
"266","2019-05-17",34.43
"267","2019-05-20",34.560001
"268","2019-05-21",34.130001
"269","2019-05-22",33.040001
"270","2019-05-23",32.32
"271","2019-05-24",30.870001
"272","2019-05-28",31.780001
"273","2019-05-29",31.77
"274","2019-05-30",31.99
"275","2019-05-31",31.01
"276","2019-06-03",31.51
"277","2019-06-04",32.130001
"278","2019-06-05",32
"279","2019-06-06",32.439999
"280","2019-06-07",32.779999
"281","2019-06-10",32.220001
"282","2019-06-11",32.07
"283","2019-06-12",30.6
"284","2019-06-13",32.049999
"285","2019-06-14",31.049999
"286","2019-06-17",31.23
"287","2019-06-18",31.809999
"288","2019-06-19",31.469999
"289","2019-06-20",31.85
"290","2019-06-21",32.189999
"291","2019-06-24",31.23
"292","2019-06-25",31.43
"293","2019-06-26",32.27
"294","2019-06-27",32.779999
"295","2019-06-28",33.540001
"296","2019-07-01",33.82
"297","2019-07-02",31.700001
"298","2019-07-03",31.85
"299","2019-07-05",31.969999
"300","2019-07-08",32.02
"301","2019-07-09",31.969999
"302","2019-07-10",31.92
"303","2019-07-11",31.41
"304","2019-07-12",31.790001
"305","2019-07-15",30.860001
"306","2019-07-16",31.15
"307","2019-07-17",30.25
"308","2019-07-18",29.91
"309","2019-07-19",30.290001
"310","2019-07-22",31.620001
"311","2019-07-23",31.629999
"312","2019-07-24",31.43
"313","2019-07-25",30.389999
"314","2019-07-26",31.860001
"315","2019-07-29",31.33
"316","2019-07-30",32.639999
"317","2019-07-31",32.529999
"318","2019-08-01",31.43
"319","2019-08-02",30.75
"320","2019-08-05",29.58
"321","2019-08-06",29.360001
"322","2019-08-07",29.5
"323","2019-08-08",29.4
"324","2019-08-09",28.4
"325","2019-08-12",28.58
"326","2019-08-13",28.530001
"327","2019-08-14",26.290001
"328","2019-08-15",26.110001
"329","2019-08-16",26.09
"330","2019-08-19",27.51
"331","2019-08-20",27.18
"332","2019-08-21",26.959999
"333","2019-08-22",26.4
"334","2019-08-23",24.77
"335","2019-08-26",24.620001
"336","2019-08-27",24.129999
"337","2019-08-28",25.200001
"338","2019-08-29",26.1
"339","2019-08-30",25.98
"340","2019-09-03",26.110001
"341","2019-09-04",26.65
"342","2019-09-05",28.139999
"343","2019-09-06",28.25
"344","2019-09-09",29.200001
"345","2019-09-10",29.299999
"346","2019-09-11",28.969999
"347","2019-09-12",28.809999
"348","2019-09-13",28.76
"349","2019-09-16",32.209999
"350","2019-09-17",30.530001
"351","2019-09-18",29.799999
"352","2019-09-19",29.299999
"353","2019-09-20",29.49
"354","2019-09-23",29.6
"355","2019-09-24",27.780001
"356","2019-09-25",28.049999
"357","2019-09-26",26.75
"358","2019-09-27",26.99
"359","2019-09-30",27.049999
"360","2019-10-01",25.950001
"361","2019-10-02",25.26
"362","2019-10-03",25.6
"363","2019-10-04",25.379999
"364","2019-10-07",24.66
"365","2019-10-08",24.030001
"366","2019-10-09",24.07
"367","2019-10-10",24.25
"368","2019-10-11",25.51
"369","2019-10-14",25.42
"370","2019-10-15",25.52
"371","2019-10-16",25.35
"372","2019-10-17",25.58
"373","2019-10-18",25.280001
"374","2019-10-21",25.65
"375","2019-10-22",25.290001
"376","2019-10-23",25.780001
"377","2019-10-24",25.870001
"378","2019-10-25",26.440001
"379","2019-10-28",26.4
"380","2019-10-29",27.030001
"381","2019-10-30",25.389999
"382","2019-10-31",25.17
"383","2019-11-01",26.33
"384","2019-11-04",27.18
"385","2019-11-05",27.27
"386","2019-11-06",26.690001
"387","2019-11-07",27.030001
"388","2019-11-08",27.280001
"389","2019-11-11",27.110001
"390","2019-11-12",26.870001
"391","2019-11-13",26.469999
"392","2019-11-14",25.57
"393","2019-11-15",25.620001
"394","2019-11-18",25.280001
"395","2019-11-19",25.34
"396","2019-11-20",25.4
"397","2019-11-21",26.26
"398","2019-11-22",26.17
"399","2019-11-25",26.91
"400","2019-11-26",26.5
"401","2019-11-27",26.42
"402","2019-11-29",25.540001
"403","2019-12-02",25.959999
"404","2019-12-03",25.629999
"405","2019-12-04",26.43
"406","2019-12-05",25.99
"407","2019-12-06",27.33
"408","2019-12-09",26.59
"409","2019-12-10",27.719999
"410","2019-12-11",27.969999
"411","2019-12-12",29.110001
"412","2019-12-13",28.92
"413","2019-12-16",29.23
"414","2019-12-17",29.940001
"415","2019-12-18",30.67
"416","2019-12-19",32.5
"417","2019-12-20",32.799999
"418","2019-12-23",33.700001
"419","2019-12-24",33.93
"420","2019-12-26",33.950001
"421","2019-12-27",34.150002
"422","2019-12-30",34.09
"423","2019-12-31",33.779999
"424","2020-01-02",33.669998
"425","2020-01-03",33.59
"426","2020-01-06",33.68
"427","2020-01-07",33.259998
"428","2020-01-08",32.23
"429","2020-01-09",32.27
"430","2020-01-10",32.029999
"431","2020-01-13",31.52
"432","2020-01-14",31.879999
"433","2020-01-15",31.190001
"434","2020-01-16",31.17
"435","2020-01-17",31.02
"436","2020-01-21",30.09
"437","2020-01-22",29.459999
"438","2020-01-23",29.08
"439","2020-01-24",28.790001
"440","2020-01-27",27.43
"441","2020-01-28",27.629999
"442","2020-01-29",26.51
"443","2020-01-30",26.610001
"444","2020-01-31",25.860001
"445","2020-02-03",25.809999
"446","2020-02-04",26.1
"447","2020-02-05",27.219999
"448","2020-02-06",26.940001
"449","2020-02-07",26.620001
"450","2020-02-10",26.559999
"451","2020-02-11",26.73
"452","2020-02-12",26.58
"453","2020-02-13",25.42
"454","2020-02-14",25.360001
"455","2020-02-18",25.92
"456","2020-02-19",25.290001
"457","2020-02-20",25.77
"458","2020-02-21",24.77
"459","2020-02-24",23.09
"460","2020-02-25",21.860001
"461","2020-02-26",20.68
"462","2020-02-27",18.49
"463","2020-02-28",18.6
"464","2020-03-02",19.690001
"465","2020-03-03",18.290001
"466","2020-03-04",17.620001
"467","2020-03-05",17.219999
"468","2020-03-06",15.48
"469","2020-03-09",8.64
"470","2020-03-10",8.1
"471","2020-03-11",8.13
"472","2020-03-12",6.65
"473","2020-03-13",6.66
"474","2020-03-16",4.47
"475","2020-03-17",3.67
"476","2020-03-18",3.4
"477","2020-03-19",3.45
"478","2020-03-20",3.62
"479","2020-03-23",3.02
"480","2020-03-24",4.19
"481","2020-03-25",5.67
"482","2020-03-26",6.29
"483","2020-03-27",5.9
"484","2020-03-30",5.76
"485","2020-03-31",5.75
"486","2020-04-01",6.1
"487","2020-04-02",7.04
"488","2020-04-03",6.51
"489","2020-04-06",7.03
"490","2020-04-07",7.23
"491","2020-04-08",8.66
"492","2020-04-09",9.3
"493","2020-04-13",9.36
"494","2020-04-14",8.58
"495","2020-04-15",7.65
"496","2020-04-16",6.07
"497","2020-04-17",7.46
"498","2020-04-20",7.31
"499","2020-04-21",6.88
"500","2020-04-22",6.93
"501","2020-04-23",8.61
"502","2020-04-24",8.35
"503","2020-04-27",8.62
"504","2020-04-28",10.9
"505","2020-04-29",10.68
"506","2020-04-30",9.21
"507","2020-05-01",8.9
"508","2020-05-04",9.06
"509","2020-05-05",9.15
"510","2020-05-06",8.6
"511","2020-05-07",8.91
"512","2020-05-08",9.85
"513","2020-05-11",9.36
"514","2020-05-12",9.17
"515","2020-05-13",8.47
"516","2020-05-14",8.65
"517","2020-05-15",8.45
"518","2020-05-18",9.01
"519","2020-05-19",8.64
"520","2020-05-20",8.99
"521","2020-05-21",8.8
"522","2020-05-22",8.65
"523","2020-05-26",8.82
"524","2020-05-27",8.77
"525","2020-05-28",8.91
"526","2020-05-29",9.07
"527","2020-06-01",9.15
"528","2020-06-02",10.09
"529","2020-06-03",10.34
"530","2020-06-04",10.96
"531","2020-06-05",12.1
"532","2020-06-08",13.75
"533","2020-06-09",12.8
"534","2020-06-10",11.73
"535","2020-06-11",10.46
"536","2020-06-12",10.42
"537","2020-06-15",10.29
"538","2020-06-16",10.35
"539","2020-06-17",10.05
"540","2020-06-18",9.76
"541","2020-06-19",9.78
"542","2020-06-22",10.12
"543","2020-06-23",10.34
"544","2020-06-24",9.5
"545","2020-06-25",9.88
"546","2020-06-26",9.35
"547","2020-06-29",9.65
"548","2020-06-30",9.76
"549","2020-07-01",9.41
"550","2020-07-02",9.69
"551","2020-07-06",9.71
"552","2020-07-07",9.44
"553","2020-07-08",9.39
"554","2020-07-09",8.56
"555","2020-07-10",8.95
"556","2020-07-13",8.49
"557","2020-07-14",8.85
"558","2020-07-15",9.47
"559","2020-07-16",9.13
"560","2020-07-17",8.85
"561","2020-07-20",8.8
"562","2020-07-21",9.58
"563","2020-07-22",9.26
"564","2020-07-23",9.65
"565","2020-07-24",9.68
"566","2020-07-27",9.74
"567","2020-07-28",9.51
"568","2020-07-29",9.94
"569","2020-07-30",9.78
"570","2020-07-31",9.51
"571","2020-08-03",9.74
"572","2020-08-04",10.01
"573","2020-08-05",10.35
"574","2020-08-06",10.36
"575","2020-08-07",10.6
"576","2020-08-10",11.25
"577","2020-08-11",11.19
"578","2020-08-12",11.19
"579","2020-08-13",11.12
"580","2020-08-14",11.1
"581","2020-08-17",10.77
"582","2020-08-18",10.52
"583","2020-08-19",10.41
"584","2020-08-20",10.02
"585","2020-08-21",9.86
"586","2020-08-24",10.51
"587","2020-08-25",10.51
"588","2020-08-26",10.1
"589","2020-08-27",10.3
"590","2020-08-28",10.57
"591","2020-08-31",10.24
"592","2020-09-01",10.3
"593","2020-09-02",10
"594","2020-09-03",10
"595","2020-09-04",10.11
"596","2020-09-08",9.8
"597","2020-09-09",9.56
"598","2020-09-10",8.84
"599","2020-09-11",8.85
"600","2020-09-14",9.02
"601","2020-09-15",9.13
"602","2020-09-16",9.87
"603","2020-09-17",9.64
"604","2020-09-18",9.16
"605","2020-09-21",8.82
"606","2020-09-22",8.84
"607","2020-09-23",8.21
"608","2020-09-24",8.19
"609","2020-09-25",8.08
"610","2020-09-28",8.26
"611","2020-09-29",7.97
"612","2020-09-30",7.99
"613","2020-10-01",7.95
"614","2020-10-02",8.24
"615","2020-10-05",8.55
"616","2020-10-06",8.24
"617","2020-10-07",8
"618","2020-10-08",8.61
"619","2020-10-09",8.63
"620","2020-10-12",8.55
"621","2020-10-13",8.31
"622","2020-10-14",8.32
"623","2020-10-15",8.45
"624","2020-10-16",7.95
"625","2020-10-19",7.92
"626","2020-10-20",8.26
"627","2020-10-21",8.19
"628","2020-10-22",8.46
"629","2020-10-23",8.51
"630","2020-10-26",7.82
"631","2020-10-27",7.58
"632","2020-10-28",7.15
"633","2020-10-29",8
"634","2020-10-30",8.73
"635","2020-11-02",9.31
"636","2020-11-03",9.17
"637","2020-11-04",8.93
"638","2020-11-05",8.92
"639","2020-11-06",8.37
"640","2020-11-09",10.43
"641","2020-11-10",10.42
"642","2020-11-11",10.22
"643","2020-11-12",10.13
"644","2020-11-13",10.39
"645","2020-11-16",11.5
"646","2020-11-17",12.11
"647","2020-11-18",11.63
"648","2020-11-19",11.83
"649","2020-11-20",11.79
"650","2020-11-23",13.01
"651","2020-11-24",13.64
"652","2020-11-25",13.13
"653","2020-11-27",12.82
