"","date","SAMG"
"1","2013-06-27",11.83
"2","2013-06-28",12
"3","2013-07-01",12.39
"4","2013-07-02",11.65
"5","2013-07-03",11.73
"6","2013-07-05",11.59
"7","2013-07-08",11.53
"8","2013-07-09",11.7
"9","2013-07-10",11.75
"10","2013-07-11",12.58
"11","2013-07-12",12.65
"12","2013-07-15",12.75
"13","2013-07-16",12.99
"14","2013-07-17",12.61
"15","2013-07-18",12.5
"16","2013-07-19",12.26
"17","2013-07-22",12.9
"18","2013-07-23",13.1
"19","2013-07-24",13.71
"20","2013-07-25",14.25
"21","2013-07-26",14.06
"22","2013-07-29",14.01
"23","2013-07-30",13.63
"24","2013-07-31",13.6
"25","2013-08-01",13.4
"26","2013-08-02",14.04
"27","2013-08-05",13.6
"28","2013-08-06",13.82
"29","2013-08-07",13.5
"30","2013-08-08",13.58
"31","2013-08-09",13.6
"32","2013-08-12",13.6
"33","2013-08-13",13.87
"34","2013-08-14",13.75
"35","2013-08-15",13.96
"36","2013-08-16",14
"37","2013-08-19",13.88
"38","2013-08-20",14
"39","2013-08-21",14.23
"40","2013-08-22",13.81
"41","2013-08-23",14.2
"42","2013-08-26",14.01
"43","2013-08-27",13.53
"44","2013-08-28",12.77
"45","2013-08-29",12.48
"46","2013-08-30",12.23
"47","2013-09-03",12.11
"48","2013-09-04",12.95
"49","2013-09-05",12.56
"50","2013-09-06",12.69
"51","2013-09-09",13.05
"52","2013-09-10",13.2
"53","2013-09-11",13.12
"54","2013-09-12",13.28
"55","2013-09-13",13.49
"56","2013-09-16",13.57
"57","2013-09-17",13.38
"58","2013-09-18",13.39
"59","2013-09-19",13.82
"60","2013-09-20",12.5
"61","2013-09-23",13.65
"62","2013-09-24",13.56
"63","2013-09-25",13.45
"64","2013-09-26",13.57
"65","2013-09-27",13.28
"66","2013-09-30",13.63
"67","2013-10-01",13.99
"68","2013-10-02",13.7
"69","2013-10-03",13.69
"70","2013-10-04",13.72
"71","2013-10-07",13.73
"72","2013-10-08",13.49
"73","2013-10-09",13.65
"74","2013-10-10",14.1
"75","2013-10-11",14.85
"76","2013-10-14",14.9
"77","2013-10-15",14.74
"78","2013-10-16",14.64
"79","2013-10-17",14.63
"80","2013-10-18",14.53
"81","2013-10-21",14.5
"82","2013-10-22",13.86
"83","2013-10-23",14.01
"84","2013-10-24",14.25
"85","2013-10-25",14.22
"86","2013-10-28",14.39
"87","2013-10-29",14.34
"88","2013-10-30",14.2
"89","2013-10-31",14.77
"90","2013-11-01",14.4
"91","2013-11-04",14.75
"92","2013-11-05",14.78
"93","2013-11-06",14.77
"94","2013-11-07",14.64
"95","2013-11-08",14.8
"96","2013-11-11",14.29
"97","2013-11-12",14.3
"98","2013-11-13",14.92
"99","2013-11-14",14.67
"100","2013-11-15",14.7
"101","2013-11-18",14.5
"102","2013-11-19",14.7
"103","2013-11-20",14.5
"104","2013-11-21",14.74
"105","2013-11-22",14.81
"106","2013-11-25",14.76
"107","2013-11-26",15
"108","2013-11-27",15.48
"109","2013-11-29",15.9
"110","2013-12-02",15.99
"111","2013-12-03",15.87
"112","2013-12-04",15.95
"113","2013-12-05",16
"114","2013-12-06",16.540001
"115","2013-12-09",16.799999
"116","2013-12-10",16.639999
"117","2013-12-11",16.49
"118","2013-12-12",15.83
"119","2013-12-13",15.65
"120","2013-12-16",16.18
"121","2013-12-17",16.360001
"122","2013-12-18",16.26
"123","2013-12-19",15.85
"124","2013-12-20",16.75
"125","2013-12-23",16.74
"126","2013-12-24",16.99
"127","2013-12-26",16.93
"128","2013-12-27",16.5
"129","2013-12-30",17.120001
"130","2013-12-31",17.049999
"131","2014-01-02",16.58
"132","2014-01-03",16.799999
"133","2014-01-06",16.540001
"134","2014-01-07",16.610001
"135","2014-01-08",16.860001
"136","2014-01-09",16.66
"137","2014-01-10",16.299999
"138","2014-01-13",15.92
"139","2014-01-14",15.1
"140","2014-01-15",15.92
"141","2014-01-16",16.190001
"142","2014-01-17",16.440001
"143","2014-01-21",16.559999
"144","2014-01-22",16.57
"145","2014-01-23",16.01
"146","2014-01-24",16.02
"147","2014-01-27",15.61
"148","2014-01-28",16.01
"149","2014-01-29",15.39
"150","2014-01-30",15.5
"151","2014-01-31",15.8
"152","2014-02-03",15.82
"153","2014-02-04",15.82
"154","2014-02-05",15.82
"155","2014-02-06",16.139999
"156","2014-02-07",16.26
"157","2014-02-10",16.4
"158","2014-02-11",17.02
"159","2014-02-12",16.43
"160","2014-02-13",16.27
"161","2014-02-14",16.27
"162","2014-02-18",16.969999
"163","2014-02-19",16.690001
"164","2014-02-20",16.59
"165","2014-02-21",17.139999
"166","2014-02-24",17.51
"167","2014-02-25",17.190001
"168","2014-02-26",17.09
"169","2014-02-27",16.75
"170","2014-02-28",16.809999
"171","2014-03-03",16.799999
"172","2014-03-04",17.91
"173","2014-03-05",17.77
"174","2014-03-06",17.809999
"175","2014-03-07",17.99
"176","2014-03-10",17.82
"177","2014-03-11",17.68
"178","2014-03-12",17.190001
"179","2014-03-13",17.02
"180","2014-03-14",17.129999
"181","2014-03-17",17.120001
"182","2014-03-18",17.5
"183","2014-03-19",17.5
"184","2014-03-20",17.5
"185","2014-03-21",17.34
"186","2014-03-24",18
"187","2014-03-25",17.92
"188","2014-03-26",17.93
"189","2014-03-27",17.700001
"190","2014-03-28",17.540001
"191","2014-03-31",18.290001
"192","2014-04-01",18.309999
"193","2014-04-02",18.299999
"194","2014-04-03",18.209999
"195","2014-04-04",18.16
"196","2014-04-07",17.709999
"197","2014-04-08",17.52
"198","2014-04-09",17.74
"199","2014-04-10",17.43
"200","2014-04-11",17.25
"201","2014-04-14",17.27
"202","2014-04-15",17.1
"203","2014-04-16",17.26
"204","2014-04-17",17.219999
"205","2014-04-21",16.870001
"206","2014-04-22",17.719999
"207","2014-04-23",17.58
"208","2014-04-24",17.610001
"209","2014-04-25",17.49
"210","2014-04-28",17.440001
"211","2014-04-29",17.48
"212","2014-04-30",17.4
"213","2014-05-01",17.290001
"214","2014-05-02",17.26
"215","2014-05-05",17.08
"216","2014-05-06",16.76
"217","2014-05-07",16.719999
"218","2014-05-08",16.690001
"219","2014-05-09",16.59
"220","2014-05-12",17
"221","2014-05-13",17.120001
"222","2014-05-14",16.43
"223","2014-05-15",16.82
"224","2014-05-16",17.059999
"225","2014-05-19",16.98
"226","2014-05-20",17.32
"227","2014-05-21",17.450001
"228","2014-05-22",17.389999
"229","2014-05-23",17.73
"230","2014-05-27",18.299999
"231","2014-05-28",17.9
"232","2014-05-29",17.700001
"233","2014-05-30",17.41
"234","2014-06-02",17.690001
"235","2014-06-03",17.690001
"236","2014-06-04",17.32
"237","2014-06-05",17.219999
"238","2014-06-06",18.23
"239","2014-06-09",18.49
"240","2014-06-10",18.51
"241","2014-06-11",18.24
"242","2014-06-12",17.6
"243","2014-06-13",17.5
"244","2014-06-16",17.379999
"245","2014-06-17",17.5
"246","2014-06-18",17.35
"247","2014-06-19",17.58
"248","2014-06-20",17.110001
"249","2014-06-23",17.549999
"250","2014-06-24",17.129999
"251","2014-06-25",17.200001
"252","2014-06-26",17.35
"253","2014-06-27",17.450001
"254","2014-06-30",17.209999
"255","2014-07-01",17.190001
"256","2014-07-02",17.379999
"257","2014-07-03",17.379999
"258","2014-07-07",17.030001
"259","2014-07-08",16.57
"260","2014-07-09",16.65
"261","2014-07-10",16.5
"262","2014-07-11",16.549999
"263","2014-07-14",16.74
"264","2014-07-15",16.620001
"265","2014-07-16",16.610001
"266","2014-07-17",16.25
"267","2014-07-18",16.780001
"268","2014-07-21",16.85
"269","2014-07-22",17
"270","2014-07-23",16.68
"271","2014-07-24",16.940001
"272","2014-07-25",16.440001
"273","2014-07-28",16.360001
"274","2014-07-29",16.25
"275","2014-07-30",16.540001
"276","2014-07-31",16.120001
"277","2014-08-01",16.07
"278","2014-08-04",16.309999
"279","2014-08-05",16.25
"280","2014-08-06",16.530001
"281","2014-08-07",16.190001
"282","2014-08-08",16.120001
"283","2014-08-11",16.389999
"284","2014-08-12",16.07
"285","2014-08-13",16.33
"286","2014-08-14",16.49
"287","2014-08-15",16.41
"288","2014-08-18",16.59
"289","2014-08-19",16.690001
"290","2014-08-20",16.68
"291","2014-08-21",16.620001
"292","2014-08-22",16.49
"293","2014-08-25",16.540001
"294","2014-08-26",16.65
"295","2014-08-27",16.379999
"296","2014-08-28",16.379999
"297","2014-08-29",16.040001
"298","2014-09-02",15.72
"299","2014-09-03",15.25
"300","2014-09-04",15.43
"301","2014-09-05",15.52
"302","2014-09-08",16.23
"303","2014-09-09",15.91
"304","2014-09-10",15.56
