"","date","LMNR"
"80","2007-04-27",33
"81","2007-04-30",33
"82","2007-05-01",33
"83","2007-05-02",31
"84","2007-05-03",30
"85","2007-05-04",30
"86","2007-05-07",30
"87","2007-05-08",29
"88","2007-05-09",29
"89","2007-05-10",27.549999
"90","2007-05-11",27.700001
"91","2007-05-14",27.700001
"92","2007-05-15",29.5
"93","2007-05-16",29.5
"94","2007-05-17",29.5
"95","2007-05-18",29.5
"96","2007-05-21",29.5
"97","2007-05-22",29.5
"98","2007-05-23",29.5
"99","2007-05-24",29.5
"100","2007-05-25",28.299999
"101","2007-05-29",28.299999
"102","2007-05-30",28.299999
"103","2007-05-31",28.700001
"104","2007-06-01",28.129999
"105","2007-06-04",28.129999
"106","2007-06-05",28.129999
"107","2007-06-06",28.129999
"108","2007-06-07",28.129999
"109","2007-06-08",28.299999
"110","2007-06-11",28.700001
"111","2007-06-12",28.700001
"112","2007-06-13",28.700001
"113","2007-06-14",28.549999
"114","2007-06-15",28.549999
"115","2007-06-18",28.549999
"116","2007-06-19",28.549999
"117","2007-06-20",28.549999
"118","2007-06-21",28.549999
"119","2007-06-22",28.549999
"120","2007-06-25",28.5
"121","2007-06-26",28.545
"122","2007-06-27",28.1
"123","2007-06-28",28.1
"124","2007-06-29",28.1
"125","2007-07-02",29.1
"126","2007-07-03",30
"127","2007-07-05",30
"128","2007-07-06",30
"129","2007-07-09",30
"130","2007-07-10",30
"131","2007-07-11",30.1
"132","2007-07-12",30.1
"133","2007-07-13",30.1
"134","2007-07-16",30.1
"135","2007-07-17",31.1
"136","2007-07-18",31.1
"137","2007-07-19",31.1
"138","2007-07-20",31.1
"139","2007-07-23",31.9
"140","2007-07-24",31.9
"141","2007-07-25",32
"142","2007-07-26",32
"143","2007-07-27",32
"144","2007-07-30",31
"145","2007-07-31",31
"146","2007-08-01",31.799999
"147","2007-08-02",32
"148","2007-08-03",34.599998
"149","2007-08-06",34.599998
"150","2007-08-07",34
"151","2007-08-08",33.5
"152","2007-08-09",33
"153","2007-08-10",33
"154","2007-08-13",33
"155","2007-08-14",33
"156","2007-08-15",31.5
"157","2007-08-16",31.5
"158","2007-08-17",31.5
"159","2007-08-20",31
"160","2007-08-21",31
"161","2007-08-22",31.799999
"162","2007-08-23",31.799999
"163","2007-08-24",31.799999
"164","2007-08-27",33
"165","2007-08-28",33.200001
"166","2007-08-29",33.200001
"167","2007-08-30",33
"168","2007-08-31",33
"169","2007-09-04",33
"170","2007-09-05",33
"171","2007-09-06",33
"172","2007-09-07",33
"173","2007-09-10",33
"174","2007-09-11",31.5
"175","2007-09-12",31.5
"176","2007-09-13",31.5
"177","2007-09-14",31.5
"178","2007-09-17",31.5
"179","2007-09-18",31.5
"180","2007-09-19",31.5
"181","2007-09-20",31.5
"182","2007-09-21",31.5
"183","2007-09-24",31.5
"184","2007-09-25",31.5
"185","2007-09-26",29.799999
"186","2007-09-27",29.799999
"187","2007-09-28",30
"188","2007-10-01",30
"189","2007-10-02",30
"190","2007-10-03",30
"191","2007-10-04",30
"192","2007-10-05",30
"193","2007-10-08",30
"194","2007-10-09",30
"195","2007-10-10",30
"196","2007-10-11",30
"197","2007-10-12",30
"198","2007-10-15",30
"199","2007-10-16",30
"200","2007-10-17",30
"201","2007-10-18",30
"202","2007-10-19",30
"203","2007-10-22",30
"204","2007-10-23",30
"205","2007-10-24",30
"206","2007-10-25",30
"207","2007-10-26",28.325001
"208","2007-10-29",28.325001
"209","2007-10-30",28.325001
"210","2007-10-31",28.325001
"211","2007-11-01",28.325001
"212","2007-11-02",28.325001
"213","2007-11-05",27.5
"214","2007-11-06",27.5
"215","2007-11-07",27.5
"216","2007-11-08",27.5
"217","2007-11-09",27.5
"218","2007-11-12",27.5
"219","2007-11-13",27.5
"220","2007-11-14",27.5
"221","2007-11-15",28.200001
"222","2007-11-16",28.200001
"223","2007-11-19",28.200001
"224","2007-11-20",28.200001
"225","2007-11-21",28.200001
"226","2007-11-23",28.200001
"227","2007-11-26",28.200001
"228","2007-11-27",28.200001
"229","2007-11-28",28.200001
"230","2007-11-29",28.200001
"231","2007-11-30",28.200001
"232","2007-12-03",26.225
"233","2007-12-04",26.225
"234","2007-12-05",26.225
"235","2007-12-06",24.6
"236","2007-12-07",24.6
"237","2007-12-10",22.5
"238","2007-12-11",22.5
"239","2007-12-12",24
"240","2007-12-13",24
"241","2007-12-14",22.15
"242","2007-12-17",22.15
"243","2007-12-18",22.15
"244","2007-12-19",22.15
"245","2007-12-20",21.700001
"246","2007-12-21",20.9
"247","2007-12-24",20.9
"248","2007-12-26",21.200001
"249","2007-12-27",22.889999
"250","2007-12-28",22.889999
"251","2007-12-31",22.299999
"252","2008-01-02",24.700001
"253","2008-01-03",24.700001
"254","2008-01-04",24.700001
"255","2008-01-07",24.700001
"256","2008-01-08",24.700001
"257","2008-01-09",20.200001
"258","2008-01-10",24.799999
"259","2008-01-11",22.4
"260","2008-01-14",22.5
"261","2008-01-15",22.5
"262","2008-01-16",22.5
"263","2008-01-17",22.5
"264","2008-01-18",22.5
"265","2008-01-22",21.85
"266","2008-01-23",21.85
"267","2008-01-24",21.85
"268","2008-01-25",21.85
"269","2008-01-28",21.85
"270","2008-01-29",21.85
"271","2008-01-30",21.85
"272","2008-01-31",22
"273","2008-02-01",21
"274","2008-02-04",21
"275","2008-02-05",21
"276","2008-02-06",21
"277","2008-02-07",21
"278","2008-02-08",21
"279","2008-02-11",21
"280","2008-02-12",21
"281","2008-02-13",21
"282","2008-02-14",21
"283","2008-02-15",21
"284","2008-02-19",21
"285","2008-02-20",20.5
"286","2008-02-21",20.5
"287","2008-02-22",20.5
"288","2008-02-25",20.5
"289","2008-02-26",22
"290","2008-02-27",22
"291","2008-02-28",22
"292","2008-02-29",22
"293","2008-03-03",22
"294","2008-03-04",22
"295","2008-03-05",22
"296","2008-03-06",22
"297","2008-03-07",22
"298","2008-03-10",22
"299","2008-03-11",21.5
"300","2008-03-12",21.5
"301","2008-03-13",21.5
"302","2008-03-14",21.5
"303","2008-03-17",21.5
"304","2008-03-18",21.799999
"305","2008-03-19",21.799999
"306","2008-03-20",22
"307","2008-03-24",22
"308","2008-03-25",22
"309","2008-03-26",22
"310","2008-03-27",22
"311","2008-03-28",22
"312","2008-03-31",22
"313","2008-04-01",22
"314","2008-04-02",22
"315","2008-04-03",22.5
"316","2008-04-04",23.9
"317","2008-04-07",23.9
"318","2008-04-08",23.9
"319","2008-04-09",23.9
"320","2008-04-10",23.9
"321","2008-04-11",23.9
"322","2008-04-14",23.9
"323","2008-04-15",24
"324","2008-04-16",24
"325","2008-04-17",24
"326","2008-04-18",25.799999
"327","2008-04-21",25
"328","2008-04-22",24.6
"329","2008-04-23",25.5
"330","2008-04-24",25
"331","2008-04-25",25
"332","2008-04-28",25
"333","2008-04-29",25
"334","2008-04-30",25
"335","2008-05-01",25.5
"336","2008-05-02",26
"337","2008-05-05",26
"338","2008-05-06",27
"339","2008-05-07",27.000999
"340","2008-05-08",28
"341","2008-05-09",28
"342","2008-05-12",28
"343","2008-05-13",27
"344","2008-05-14",27
"345","2008-05-15",27
"346","2008-05-16",27.5
"347","2008-05-19",27.5
"348","2008-05-20",28
"349","2008-05-21",27.5
"350","2008-05-22",27.5
"351","2008-05-23",27.5
"352","2008-05-27",27.5
"353","2008-05-28",27.5
"354","2008-05-29",28.1
"355","2008-05-30",28.1
"356","2008-06-02",28.299999
"357","2008-06-03",28
"358","2008-06-04",29.799999
"359","2008-06-05",28.5
"360","2008-06-06",27.5
"361","2008-06-09",27.525
"362","2008-06-10",27.525
"363","2008-06-11",27.5
"364","2008-06-12",27.5
"365","2008-06-13",27.5
"366","2008-06-16",28
"367","2008-06-17",27.700001
"368","2008-06-18",28.1
"369","2008-06-19",27.5
"370","2008-06-20",27.5
"371","2008-06-23",27.5
"372","2008-06-24",27.525
"373","2008-06-25",27.5
"374","2008-06-26",27.5
"375","2008-06-27",27.5
"376","2008-06-30",27.5
"377","2008-07-01",27.700001
"378","2008-07-02",27.5
"379","2008-07-03",27.5
"380","2008-07-07",26.5
"381","2008-07-08",26.5
"382","2008-07-09",26.5
"383","2008-07-10",26.5
"384","2008-07-11",27.700001
"385","2008-07-14",27.700001
"386","2008-07-15",27.700001
"387","2008-07-16",27.700001
"388","2008-07-17",27.700001
"389","2008-07-18",27.700001
"390","2008-07-21",27.700001
"391","2008-07-22",27.700001
"392","2008-07-23",27
"393","2008-07-24",25
"394","2008-07-25",25.700001
"395","2008-07-28",25
"396","2008-07-29",25
"397","2008-07-30",23.700001
"398","2008-07-31",25.5
"399","2008-08-01",25.5
"400","2008-08-04",25.5
"401","2008-08-05",25.5
"402","2008-08-06",25.5
"403","2008-08-07",25.5
"404","2008-08-08",25.5
"405","2008-08-11",25.5
"406","2008-08-12",25.5
"407","2008-08-13",25.5
"408","2008-08-14",25.5
"409","2008-08-15",25.5
"410","2008-08-18",25.5
"411","2008-08-19",25.5
"412","2008-08-20",25.5
"413","2008-08-21",25.5
"414","2008-08-22",25.5
"415","2008-08-25",27.5
"416","2008-08-26",25.5
"417","2008-08-27",25.5
"418","2008-08-28",25.5
"419","2008-08-29",27.5
"420","2008-09-02",27.5
"421","2008-09-03",25.5
"422","2008-09-04",25.5
"423","2008-09-05",25.5
"424","2008-09-08",25.5
"425","2008-09-09",25.500999
"426","2008-09-10",25.5
"427","2008-09-11",25.5
"428","2008-09-12",25.5
"429","2008-09-15",25.5
"430","2008-09-16",25.5
"431","2008-09-17",25.5
"432","2008-09-18",22
"433","2008-09-19",22.5
"434","2008-09-22",23.200001
"435","2008-09-23",23.200001
"436","2008-09-24",22.5
"437","2008-09-25",22.5
"438","2008-09-26",22.5
"439","2008-09-29",22.5
"440","2008-09-30",24
"441","2008-10-01",21.299999
"442","2008-10-02",18.5
"443","2008-10-03",19
"444","2008-10-06",16.5
"445","2008-10-07",18.6
"446","2008-10-08",18
"447","2008-10-09",17.6
"448","2008-10-10",17.5
"449","2008-10-13",18.6
"450","2008-10-14",18.6
"451","2008-10-15",20.004999
"452","2008-10-16",17
"453","2008-10-17",17
"454","2008-10-20",17.9
"455","2008-10-21",17.9
"456","2008-10-22",17.9
"457","2008-10-23",16.9
"458","2008-10-24",14.5
"459","2008-10-27",14.5
"460","2008-10-28",16
"461","2008-10-29",17
"462","2008-10-30",17
"463","2008-10-31",17.299999
"464","2008-11-03",16.5
"465","2008-11-04",17
"466","2008-11-05",17
"467","2008-11-06",17
"468","2008-11-07",16.1
"469","2008-11-10",15
"470","2008-11-11",14
"471","2008-11-12",13.1
"472","2008-11-13",14
"473","2008-11-14",16
"474","2008-11-17",12.5
"475","2008-11-18",12
"476","2008-11-19",12
"477","2008-11-20",11.55
"478","2008-11-21",11.5
"479","2008-11-24",15
"480","2008-11-25",15
"481","2008-11-26",15
"482","2008-11-28",14.49
"483","2008-12-01",13
"484","2008-12-02",12.9
"485","2008-12-03",13.5
"486","2008-12-04",13.5
"487","2008-12-05",13.5
"488","2008-12-08",14
"489","2008-12-09",14
"490","2008-12-10",12.5
"491","2008-12-11",12.5
"492","2008-12-12",12.601
"493","2008-12-15",12.601
"494","2008-12-16",14
"495","2008-12-17",14
"496","2008-12-18",14
"497","2008-12-19",14
"498","2008-12-22",13.5
"499","2008-12-23",13.5
"500","2008-12-24",12.525
"501","2008-12-26",12.5
"502","2008-12-29",12.5
"503","2008-12-30",12.5
"504","2008-12-31",13
"505","2009-01-02",13
"506","2009-01-05",13.1
"507","2009-01-06",13.5
"508","2009-01-07",13.5
"509","2009-01-08",13.5
"510","2009-01-09",13.5
"511","2009-01-12",13.5
"512","2009-01-13",13.5
"513","2009-01-14",15.5
"514","2009-01-15",15.5
"515","2009-01-16",15.5
"516","2009-01-20",15
"517","2009-01-21",15
"518","2009-01-22",15
"519","2009-01-23",14
"520","2009-01-26",15
"521","2009-01-27",15
"522","2009-01-28",16
"523","2009-01-29",15
"524","2009-01-30",16
"525","2009-02-02",14.5
"526","2009-02-03",14.5
"527","2009-02-04",15
"528","2009-02-05",14
"529","2009-02-06",15
"530","2009-02-09",15
"531","2009-02-10",15
"532","2009-02-11",15
"533","2009-02-12",15
"534","2009-02-13",15
"535","2009-02-17",15
"536","2009-02-18",14
"537","2009-02-19",14
"538","2009-02-20",14.499
"539","2009-02-23",12.97
"540","2009-02-24",14
"541","2009-02-25",14.5
"542","2009-02-26",12.95
"543","2009-02-27",12.969
"544","2009-03-02",12.97
"545","2009-03-03",12.97
"546","2009-03-04",12.45
"547","2009-03-05",13
"548","2009-03-06",13
"549","2009-03-09",12.5
"550","2009-03-10",13.5
"551","2009-03-11",12.5
"552","2009-03-12",13.5
"553","2009-03-13",12.5
"554","2009-03-16",13.5
"555","2009-03-17",12.25
"556","2009-03-18",12.25
"557","2009-03-19",12.5
"558","2009-03-20",12.5
"559","2009-03-23",14
"560","2009-03-24",14
"561","2009-03-25",13.5
"562","2009-03-26",13.5
"563","2009-03-27",13.999
"564","2009-03-30",13.999
"565","2009-03-31",14
"566","2009-04-01",13.8
"567","2009-04-02",13.25
"568","2009-04-03",14
"569","2009-04-06",14
"570","2009-04-07",14
"571","2009-04-08",14
"572","2009-04-09",14
"573","2009-04-13",13.8
"574","2009-04-14",13.8
"575","2009-04-15",13.8
"576","2009-04-16",12.1
"577","2009-04-17",13.25
"578","2009-04-20",13.25
"579","2009-04-21",13.25
"580","2009-04-22",13.25
"581","2009-04-23",13.1
"582","2009-04-24",13.1
"583","2009-04-27",13.2
"584","2009-04-28",13.2
"585","2009-04-29",13.2
"586","2009-04-30",13.2
"587","2009-05-01",13.145
"588","2009-05-04",13.145
"589","2009-05-05",13.5
"590","2009-05-06",13.5
"591","2009-05-07",13.6
"592","2009-05-08",14
"593","2009-05-11",13.5
"594","2009-05-12",13.7
"595","2009-05-13",14
"596","2009-05-14",13.7
"597","2009-05-15",13.7
"598","2009-05-18",13.7
"599","2009-05-19",13.7
"600","2009-05-20",13.7
"601","2009-05-21",14
"602","2009-05-22",14
"603","2009-05-26",14
"604","2009-05-27",14
"605","2009-05-28",14
"606","2009-05-29",14
"607","2009-06-01",14
"608","2009-06-02",13.5
"609","2009-06-03",14
"610","2009-06-04",15.495
"611","2009-06-05",15.5
"612","2009-06-08",15.495
"613","2009-06-09",15.495
"614","2009-06-10",15.495
"615","2009-06-11",15.495
"616","2009-06-12",15.495
"617","2009-06-15",14.4
"618","2009-06-16",14.4
"619","2009-06-17",14.4
"620","2009-06-18",14.2
"621","2009-06-19",14.2
"622","2009-06-22",13.8
"623","2009-06-23",13.1
"624","2009-06-24",13.5
"625","2009-06-25",13.5
"626","2009-06-26",14
"627","2009-06-29",13.8
"628","2009-06-30",14
"629","2009-07-01",14
"630","2009-07-02",13.25
"631","2009-07-06",13.25
"632","2009-07-07",12.5
"633","2009-07-08",12.5
"634","2009-07-09",12.5
"635","2009-07-10",12.625
"636","2009-07-13",12.625
"637","2009-07-14",13.3
"638","2009-07-15",12.625
"639","2009-07-16",12.625
"640","2009-07-17",12.7
"641","2009-07-20",13
"642","2009-07-21",13.1
"643","2009-07-22",13.3
"644","2009-07-23",13.3
"645","2009-07-24",13.3
"646","2009-07-27",13.9
"647","2009-07-28",14
"648","2009-07-29",14.4
"649","2009-07-30",14.5
"650","2009-07-31",15
"651","2009-08-03",13.6
"652","2009-08-04",13.6
"653","2009-08-05",13.6
"654","2009-08-06",13.6
"655","2009-08-07",13.6
"656","2009-08-10",14.5
"657","2009-08-11",14.5
"658","2009-08-12",13.5
"659","2009-08-13",13.5
"660","2009-08-14",13.5
"661","2009-08-17",13.5
"662","2009-08-18",13.4
"663","2009-08-19",13.5
"664","2009-08-20",13.5
"665","2009-08-21",13.6
"666","2009-08-24",12.675
"667","2009-08-25",13.5
"668","2009-08-26",13
"669","2009-08-27",13.55
"670","2009-08-28",13.5
"671","2009-08-31",13.5
"672","2009-09-01",13.5
"673","2009-09-02",13.999
"674","2009-09-03",12.85
"675","2009-09-04",13.15
"676","2009-09-08",13
"677","2009-09-09",13.15
"678","2009-09-10",14
"679","2009-09-11",14
"680","2009-09-14",13.05
"681","2009-09-15",13.1
"682","2009-09-16",13.105
"683","2009-09-17",13.1
"684","2009-09-18",13.8
"685","2009-09-21",13.051
"686","2009-09-22",13.5
"687","2009-09-23",13.05
"688","2009-09-24",13.695
"689","2009-09-25",13.7
"690","2009-09-28",13.7
"691","2009-09-29",13.7
"692","2009-09-30",13.7
"693","2009-10-01",13.999
"694","2009-10-02",13.105
"695","2009-10-05",13.105
"696","2009-10-06",13.105
"697","2009-10-07",13.975
"698","2009-10-08",13.5
"699","2009-10-09",13.69
"700","2009-10-12",13.69
"701","2009-10-13",13.699
"702","2009-10-14",14
"703","2009-10-15",13.5
"704","2009-10-16",13.5
"705","2009-10-19",13.5
"706","2009-10-20",13.5
"707","2009-10-21",13.9
"708","2009-10-22",14
"709","2009-10-23",14
"710","2009-10-26",13.3
"711","2009-10-27",13.3
"712","2009-10-28",13.999
"713","2009-10-29",14
"714","2009-10-30",14
"715","2009-11-02",14.8
"716","2009-11-03",13.501
"717","2009-11-04",13.5
"718","2009-11-05",14.8
"719","2009-11-06",14
"720","2009-11-09",15.125
"721","2009-11-10",15.125
"722","2009-11-11",15.125
"723","2009-11-12",15.1
"724","2009-11-13",13.606
"725","2009-11-16",14.5
"726","2009-11-17",14.015
"727","2009-11-18",13.8
"728","2009-11-19",13.8
"729","2009-11-20",13.8
"730","2009-11-23",14
"731","2009-11-24",14
"732","2009-11-25",14
"733","2009-11-27",14
"734","2009-11-30",14
"735","2009-12-01",14
"736","2009-12-02",13.61
"737","2009-12-03",14
"738","2009-12-04",14.795
"739","2009-12-07",14
"740","2009-12-08",14
"741","2009-12-09",14
"742","2009-12-10",14
"743","2009-12-11",14
"744","2009-12-14",14
"745","2009-12-15",14
"746","2009-12-16",14
"747","2009-12-17",14
"748","2009-12-18",14
"749","2009-12-21",14
"750","2009-12-22",14.794
"751","2009-12-23",14
"752","2009-12-24",14.794
"753","2009-12-28",15
"754","2009-12-29",14.5
"755","2009-12-30",15.098
"756","2009-12-31",14.5
"757","2010-01-04",14.2
"758","2010-01-05",14.989
"759","2010-01-06",14.2
"760","2010-01-07",14.2
"761","2010-01-08",14.199
"762","2010-01-11",14.2
"763","2010-01-12",14.1
"764","2010-01-13",14.2
"765","2010-01-14",14.2
"766","2010-01-15",14
"767","2010-01-19",14
"768","2010-01-20",14
"769","2010-01-21",14
"770","2010-01-22",13.8
"771","2010-01-25",13.605
"772","2010-01-26",13.7
"773","2010-01-27",13.7
"774","2010-01-28",13.7
"775","2010-01-29",13.7
"776","2010-02-01",14
"777","2010-02-02",14
"778","2010-02-03",13.525
"779","2010-02-04",13.5
"780","2010-02-05",13.501
"781","2010-02-08",13.4
"782","2010-02-09",13.5
"783","2010-02-10",12.5
"784","2010-02-11",12.5
"785","2010-02-12",13
"786","2010-02-16",14
"787","2010-02-17",13.6
"788","2010-02-18",14.6
"789","2010-02-19",14
"790","2010-02-22",13.8
"791","2010-02-23",14
"792","2010-02-24",13.8
"793","2010-02-25",13.8
"794","2010-02-26",13.625
"795","2010-03-01",13.8
"796","2010-03-02",13.4
"797","2010-03-03",13.2
"798","2010-03-04",13.2
"799","2010-03-05",13.3
"800","2010-03-08",13.7
"801","2010-03-09",13.4
"802","2010-03-10",14.3
"803","2010-03-11",14.4
"804","2010-03-12",15.5
"805","2010-03-15",14.5
"806","2010-03-16",14.5
"807","2010-03-17",15
"808","2010-03-18",15.999
"809","2010-03-19",15.9
"810","2010-03-22",16
"811","2010-03-23",15.999
"812","2010-03-24",17.299999
"813","2010-03-25",17.299999
"814","2010-03-26",16.799999
"815","2010-03-29",17
"816","2010-03-30",16.5
"817","2010-03-31",17
"818","2010-04-01",17
"819","2010-04-05",17
"820","2010-04-06",17.299999
"821","2010-04-07",16.5
"822","2010-04-08",17
"823","2010-04-09",17.5
"824","2010-04-12",17.549999
"825","2010-04-13",17.450001
"826","2010-04-14",17.25
"827","2010-04-15",17.26
"828","2010-04-16",17.1
"829","2010-04-19",17.25
"830","2010-04-20",17
"831","2010-04-21",16.799999
"832","2010-04-22",17
"833","2010-04-23",17
"834","2010-04-26",17
"835","2010-04-27",17
"836","2010-04-28",17.209999
"837","2010-04-29",17.25
"838","2010-04-30",17.049999
"839","2010-05-03",17
"840","2010-05-04",15.5
"841","2010-05-05",16.5
"842","2010-05-06",15.1
"843","2010-05-07",16
"844","2010-05-10",16
"845","2010-05-11",15.9
"846","2010-05-12",15.66
"847","2010-05-13",15.6
"848","2010-05-14",15.6
"849","2010-05-17",15.8
"850","2010-05-18",15.5
"851","2010-05-19",15.5
"852","2010-05-20",15.4
"853","2010-05-21",15.2
"854","2010-05-24",15.4
"855","2010-05-25",15
"856","2010-05-26",15.95
"857","2010-05-27",18.5
"858","2010-05-28",20.25
"859","2010-06-01",20
"860","2010-06-02",20.389999
"861","2010-06-03",21.23
"862","2010-06-04",20.209999
"863","2010-06-07",21.700001
"864","2010-06-08",21.360001
"865","2010-06-09",22.040001
"866","2010-06-10",22
"867","2010-06-11",21.99
"868","2010-06-14",22.030001
"869","2010-06-15",22.6
"870","2010-06-16",21.98
"871","2010-06-17",22.34
"872","2010-06-18",21.15
"873","2010-06-21",21.299999
"874","2010-06-22",22
"875","2010-06-23",22.299999
"876","2010-06-24",24.459999
"877","2010-06-25",27.65
"878","2010-06-28",23.18
"879","2010-06-29",20.98
"880","2010-06-30",21.76
"881","2010-07-01",22.32
"882","2010-07-02",21.91
"883","2010-07-06",22.33
"884","2010-07-07",21.85
"885","2010-07-08",21.82
"886","2010-07-09",21.08
"887","2010-07-12",20.030001
"888","2010-07-13",19.389999
"889","2010-07-14",18.629999
"890","2010-07-15",18.530001
"891","2010-07-16",17.77
"892","2010-07-19",16.99
"893","2010-07-20",16.959999
"894","2010-07-21",16.6
"895","2010-07-22",17.1
"896","2010-07-23",18.790001
"897","2010-07-26",18.389999
"898","2010-07-27",18.639999
"899","2010-07-28",18.15
"900","2010-07-29",18.57
"901","2010-07-30",18.24
"902","2010-08-02",21.790001
"903","2010-08-03",22.09
"904","2010-08-04",22.139999
"905","2010-08-05",20.540001
"906","2010-08-06",19.299999
"907","2010-08-09",20.620001
"908","2010-08-10",19.5
"909","2010-08-11",18.5
"910","2010-08-12",17.5
"911","2010-08-13",17
"912","2010-08-16",17.540001
"913","2010-08-17",18.67
"914","2010-08-18",18.49
"915","2010-08-19",16.5
"916","2010-08-20",16.959999
"917","2010-08-23",16.049999
"918","2010-08-24",16.24
"919","2010-08-25",16.780001
"920","2010-08-26",16.530001
"921","2010-08-27",16.76
"922","2010-08-30",16.77
"923","2010-08-31",16.42
"924","2010-09-01",17.290001
"925","2010-09-02",17.690001
"926","2010-09-03",17.68
"927","2010-09-07",16.85
"928","2010-09-08",16.5
"929","2010-09-09",16.33
"930","2010-09-10",16.49
"931","2010-09-13",17.549999
"932","2010-09-14",18.34
"933","2010-09-15",19.51
"934","2010-09-16",19.51
"935","2010-09-17",19.610001
"936","2010-09-20",19.92
"937","2010-09-21",19.290001
"938","2010-09-22",18.76
"939","2010-09-23",18.129999
"940","2010-09-24",18.889999
"941","2010-09-27",18.91
"942","2010-09-28",19.41
"943","2010-09-29",19.99
"944","2010-09-30",20.139999
"945","2010-10-01",18.66
"946","2010-10-04",18.219999
"947","2010-10-05",18.99
"948","2010-10-06",19.190001
"949","2010-10-07",19.43
"950","2010-10-08",19.33
"951","2010-10-11",19.200001
"952","2010-10-12",19.98
"953","2010-10-13",19.950001
"954","2010-10-14",20.32
"955","2010-10-15",20.299999
"956","2010-10-18",21.4
"957","2010-10-19",20.469999
"958","2010-10-20",20.91
"959","2010-10-21",20.530001
"960","2010-10-22",20.940001
"961","2010-10-25",20.58
"962","2010-10-26",20.65
"963","2010-10-27",20.370001
"964","2010-10-28",20.030001
"965","2010-10-29",20.24
"966","2010-11-01",19.860001
"967","2010-11-02",20.17
"968","2010-11-03",20.75
"969","2010-11-04",22.299999
"970","2010-11-05",22.639999
"971","2010-11-08",22.200001
"972","2010-11-09",21.65
"973","2010-11-10",22.48
"974","2010-11-11",23.389999
"975","2010-11-12",24.27
"976","2010-11-15",24.4
"977","2010-11-16",22.889999
"978","2010-11-17",22.74
"979","2010-11-18",23
"980","2010-11-19",23.08
"981","2010-11-22",23
"982","2010-11-23",22.98
"983","2010-11-24",22.98
"984","2010-11-26",22.809999
"985","2010-11-29",22.85
"986","2010-11-30",21.809999
"987","2010-12-01",22.99
"988","2010-12-02",23
"989","2010-12-03",23.190001
"990","2010-12-06",23.940001
"991","2010-12-07",24.530001
"992","2010-12-08",24.75
"993","2010-12-09",25
"994","2010-12-10",24.950001
"995","2010-12-13",25.450001
"996","2010-12-14",25.74
"997","2010-12-15",26.139999
"998","2010-12-16",26.99
"999","2010-12-17",27.370001
"1000","2010-12-20",27.639999
"1001","2010-12-21",27.66
"1002","2010-12-22",28.34
"1003","2010-12-23",27.76
"1004","2010-12-27",28.120001
"1005","2010-12-28",27.99
"1006","2010-12-29",27.85
"1007","2010-12-30",28.25
"1008","2010-12-31",28.700001
"1009","2011-01-03",29.1
"1010","2011-01-04",28.879999
"1011","2011-01-05",28.9
"1012","2011-01-06",28.82
"1013","2011-01-07",28.4
"1014","2011-01-10",28.09
"1015","2011-01-11",27.870001
"1016","2011-01-12",27.93
"1017","2011-01-13",27.59
"1018","2011-01-14",28.58
"1019","2011-01-18",27.639999
"1020","2011-01-19",27
"1021","2011-01-20",25.1
"1022","2011-01-21",25.74
"1023","2011-01-24",25.41
"1024","2011-01-25",25.469999
