"","date","ANET"
"1","2014-06-06",55
"2","2014-06-09",55.200001
"3","2014-06-10",60
"4","2014-06-11",63.5
"5","2014-06-12",66
"6","2014-06-13",69.580002
"7","2014-06-16",71.5
"8","2014-06-17",69.709999
"9","2014-06-18",68.959999
"10","2014-06-19",65.669998
"11","2014-06-20",65.150002
"12","2014-06-23",65.709999
"13","2014-06-24",64.279999
"14","2014-06-25",64.489998
"15","2014-06-26",63.810001
"16","2014-06-27",62.549999
"17","2014-06-30",62.389999
"18","2014-07-01",76
"19","2014-07-02",75.349998
"20","2014-07-03",76.410004
"21","2014-07-07",72.169998
"22","2014-07-08",69.43
"23","2014-07-09",71.900002
"24","2014-07-10",67.739998
"25","2014-07-11",69.629997
"26","2014-07-14",68.949997
"27","2014-07-15",66.690002
"28","2014-07-16",64.529999
"29","2014-07-17",63.759998
"30","2014-07-18",64
"31","2014-07-21",63.23
"32","2014-07-22",65.510002
"33","2014-07-23",64.82
"34","2014-07-24",64.25
"35","2014-07-25",63.639999
"36","2014-07-28",63.41
"37","2014-07-29",63.849998
"38","2014-07-30",67.790001
"39","2014-07-31",66.120003
"40","2014-08-01",65.610001
"41","2014-08-04",69.230003
"42","2014-08-05",72.089996
"43","2014-08-06",70.82
"44","2014-08-07",72.220001
"45","2014-08-08",72.029999
"46","2014-08-11",69.860001
"47","2014-08-12",71.110001
"48","2014-08-13",69.839996
"49","2014-08-14",70.809998
"50","2014-08-15",69.82
"51","2014-08-18",70.510002
"52","2014-08-19",75
"53","2014-08-20",76.400002
"54","2014-08-21",77.349998
"55","2014-08-22",75.620003
"56","2014-08-25",75.580002
"57","2014-08-26",76.169998
"58","2014-08-27",83.160004
"59","2014-08-28",83.449997
"60","2014-08-29",83.849998
"61","2014-09-02",86.099998
"62","2014-09-03",85.610001
"63","2014-09-04",87.489998
"64","2014-09-05",91.120003
"65","2014-09-08",87.660004
"66","2014-09-09",84.279999
"67","2014-09-10",88.75
"68","2014-09-11",88.75
"69","2014-09-12",86.269997
"70","2014-09-15",82.830002
"71","2014-09-16",84
"72","2014-09-17",83.510002
"73","2014-09-18",86.129997
"74","2014-09-19",87.650002
"75","2014-09-22",83.839996
"76","2014-09-23",84.470001
"77","2014-09-24",87.110001
"78","2014-09-25",84.300003
"79","2014-09-26",85.129997
"80","2014-09-29",93.309998
"81","2014-09-30",88.330002
"82","2014-10-01",84.059998
"83","2014-10-02",84.230003
"84","2014-10-03",85.730003
"85","2014-10-06",84.68
"86","2014-10-07",82.809998
"87","2014-10-08",88.440002
"88","2014-10-09",85.82
"89","2014-10-10",78.129997
"90","2014-10-13",73.690002
"91","2014-10-14",73.519997
"92","2014-10-15",75.050003
"93","2014-10-16",74.57
"94","2014-10-17",76.720001
"95","2014-10-20",76.389999
"96","2014-10-21",77.510002
"97","2014-10-22",72.18
"98","2014-10-23",73.839996
"99","2014-10-24",74.93
"100","2014-10-27",73.360001
"101","2014-10-28",73.839996
"102","2014-10-29",73.029999
"103","2014-10-30",73.889999
"104","2014-10-31",81.25
"105","2014-11-03",85.690002
"106","2014-11-04",86.389999
"107","2014-11-05",84.120003
"108","2014-11-06",87.25
"109","2014-11-07",77.830002
"110","2014-11-10",76.790001
"111","2014-11-11",78.739998
"112","2014-11-12",77.239998
"113","2014-11-13",76.970001
"114","2014-11-14",77.690002
"115","2014-11-17",76.699997
"116","2014-11-18",76.800003
"117","2014-11-19",77
"118","2014-11-20",75.18
"119","2014-11-21",74.150002
"120","2014-11-24",72.940002
"121","2014-11-25",73.739998
"122","2014-11-26",76.150002
"123","2014-11-28",75.870003
"124","2014-12-01",71.580002
"125","2014-12-02",69.419998
"126","2014-12-03",72.629997
"127","2014-12-04",73.529999
"128","2014-12-05",68.239998
"129","2014-12-08",64.82
"130","2014-12-09",66.190002
"131","2014-12-10",65.169998
"132","2014-12-11",67.900002
"133","2014-12-12",67.949997
"134","2014-12-15",67.389999
"135","2014-12-16",68.339996
"136","2014-12-17",67.279999
"137","2014-12-18",66.769997
"138","2014-12-19",66.529999
"139","2014-12-22",65.269997
"140","2014-12-23",64.699997
"141","2014-12-24",65
"142","2014-12-26",65.25
"143","2014-12-29",61.57
"144","2014-12-30",60.639999
"145","2014-12-31",60.759998
"146","2015-01-02",62.68
"147","2015-01-05",63.799999
"148","2015-01-06",63.810001
"149","2015-01-07",65.139999
"150","2015-01-08",66.120003
"151","2015-01-09",66.419998
"152","2015-01-12",66.07
"153","2015-01-13",65.269997
"154","2015-01-14",65.059998
"155","2015-01-15",63.209999
"156","2015-01-16",64.540001
"157","2015-01-20",65.470001
"158","2015-01-21",64.279999
"159","2015-01-22",63.5
"160","2015-01-23",63.41
"161","2015-01-26",64.349998
"162","2015-01-27",63.619999
"163","2015-01-28",65.43
"164","2015-01-29",63.459999
"165","2015-01-30",63.119999
"166","2015-02-02",62.66
"167","2015-02-03",62.709999
"168","2015-02-04",60.860001
"169","2015-02-05",60.5
"170","2015-02-06",56.709999
"171","2015-02-09",60
"172","2015-02-10",63.07
"173","2015-02-11",61.509998
"174","2015-02-12",60.990002
"175","2015-02-13",62.93
"176","2015-02-17",63.990002
"177","2015-02-18",65.18
"178","2015-02-19",67.989998
"179","2015-02-20",68.5
"180","2015-02-23",69.050003
"181","2015-02-24",66.349998
"182","2015-02-25",67.029999
"183","2015-02-26",68.769997
"184","2015-02-27",69.209999
"185","2015-03-02",69.07
"186","2015-03-03",69.389999
"187","2015-03-04",67.419998
"188","2015-03-05",69.279999
"189","2015-03-06",67.889999
"190","2015-03-09",68.489998
"191","2015-03-10",68.019997
"192","2015-03-11",68.790001
"193","2015-03-12",68.93
"194","2015-03-13",69.050003
"195","2015-03-16",71.529999
"196","2015-03-17",73.650002
"197","2015-03-18",74.230003
"198","2015-03-19",73.25
"199","2015-03-20",71.900002
"200","2015-03-23",72.650002
"201","2015-03-24",70.120003
"202","2015-03-25",68.720001
"203","2015-03-26",68.830002
"204","2015-03-27",67.879997
"205","2015-03-30",68.519997
"206","2015-03-31",70.529999
"207","2015-04-01",69.620003
"208","2015-04-02",66.010002
"209","2015-04-06",65.790001
"210","2015-04-07",66.160004
"211","2015-04-08",66.110001
"212","2015-04-09",65.629997
"213","2015-04-10",65.25
"214","2015-04-13",66.139999
"215","2015-04-14",66.32
"216","2015-04-15",67.790001
"217","2015-04-16",65.669998
"218","2015-04-17",64.970001
"219","2015-04-20",65.07
"220","2015-04-21",65.870003
"221","2015-04-22",66.269997
"222","2015-04-23",66.150002
"223","2015-04-24",66.389999
"224","2015-04-27",64.599998
"225","2015-04-28",65.709999
"226","2015-04-29",64.760002
"227","2015-04-30",64.010002
"228","2015-05-01",64.709999
"229","2015-05-04",64.650002
"230","2015-05-05",63.82
"231","2015-05-06",63.529999
"232","2015-05-07",64.949997
"233","2015-05-08",65.800003
"234","2015-05-11",67.650002
"235","2015-05-12",65.849998
"236","2015-05-13",66.309998
"237","2015-05-14",68.910004
"238","2015-05-15",65.419998
"239","2015-05-18",67.730003
"240","2015-05-19",67.550003
"241","2015-05-20",67.480003
"242","2015-05-21",67.910004
"243","2015-05-22",68.870003
"244","2015-05-26",68.75
"245","2015-05-27",68.169998
"246","2015-05-28",69.050003
"247","2015-05-29",69.910004
"248","2015-06-01",69.809998
"249","2015-06-02",71.610001
"250","2015-06-03",74.849998
"251","2015-06-04",73.989998
"252","2015-06-05",77.089996
"253","2015-06-08",78.730003
"254","2015-06-09",79.779999
"255","2015-06-10",81.010002
"256","2015-06-11",80.339996
"257","2015-06-12",81.160004
"258","2015-06-15",83.239998
"259","2015-06-16",84.970001
"260","2015-06-17",85.720001
"261","2015-06-18",87.07
"262","2015-06-19",86.709999
"263","2015-06-22",87.68
"264","2015-06-23",87.459999
"265","2015-06-24",87.209999
"266","2015-06-25",85.360001
"267","2015-06-26",82.239998
"268","2015-06-29",80.959999
"269","2015-06-30",81.739998
"270","2015-07-01",81.839996
"271","2015-07-02",81.860001
"272","2015-07-06",80.82
"273","2015-07-07",79.849998
"274","2015-07-08",77.489998
"275","2015-07-09",78.290001
"276","2015-07-10",80.529999
"277","2015-07-13",79.470001
"278","2015-07-14",81.550003
"279","2015-07-15",81.879997
"280","2015-07-16",83.93
"281","2015-07-17",84.699997
"282","2015-07-20",84.059998
"283","2015-07-21",83.580002
"284","2015-07-22",85.199997
"285","2015-07-23",84.190002
"286","2015-07-24",84.720001
"287","2015-07-27",82.739998
"288","2015-07-28",80.75
"289","2015-07-29",80.410004
"290","2015-07-30",84.970001
"291","2015-07-31",84.470001
"292","2015-08-03",84.629997
"293","2015-08-04",82.940002
"294","2015-08-05",84.589996
"295","2015-08-06",81.580002
"296","2015-08-07",84.080002
"297","2015-08-10",83.519997
"298","2015-08-11",79.519997
"299","2015-08-12",80.349998
"300","2015-08-13",81.389999
"301","2015-08-14",80.800003
"302","2015-08-17",81.980003
"303","2015-08-18",79.879997
"304","2015-08-19",79.540001
"305","2015-08-20",74.089996
"306","2015-08-21",73.970001
"307","2015-08-24",71.620003
"308","2015-08-25",72.050003
"309","2015-08-26",74.669998
"310","2015-08-27",75.239998
"311","2015-08-28",76.370003
"312","2015-08-31",74.790001
"313","2015-09-01",71.910004
"314","2015-09-02",73.199997
"315","2015-09-03",73.959999
"316","2015-09-04",74.870003
"317","2015-09-08",78.260002
"318","2015-09-09",74.029999
"319","2015-09-10",69.879997
"320","2015-09-11",64.459999
"321","2015-09-14",63.189999
"322","2015-09-15",63.5
"323","2015-09-16",63.509998
"324","2015-09-17",64.730003
"325","2015-09-18",66.879997
"326","2015-09-21",66.669998
"327","2015-09-22",66.360001
"328","2015-09-23",65.519997
"329","2015-09-24",65
"330","2015-09-25",63.5
"331","2015-09-28",62.240002
"332","2015-09-29",60.869999
"333","2015-09-30",61.189999
"334","2015-10-01",61
"335","2015-10-02",62.799999
"336","2015-10-05",63.91
"337","2015-10-06",67.379997
"338","2015-10-07",66.970001
"339","2015-10-08",66.75
"340","2015-10-09",67.209999
"341","2015-10-12",66.599998
"342","2015-10-13",65.669998
"343","2015-10-14",64.93
"344","2015-10-15",67.300003
"345","2015-10-16",67.599998
"346","2015-10-19",65.949997
"347","2015-10-20",64.660004
"348","2015-10-21",64.470001
"349","2015-10-22",67.129997
"350","2015-10-23",68.400002
"351","2015-10-26",67.970001
"352","2015-10-27",65.900002
"353","2015-10-28",66.010002
"354","2015-10-29",65.160004
"355","2015-10-30",64.510002
"356","2015-11-02",61.900002
"357","2015-11-03",62.23
"358","2015-11-04",63
"359","2015-11-05",61.959999
"360","2015-11-06",70.459999
"361","2015-11-09",68.900002
"362","2015-11-10",68.900002
"363","2015-11-11",67.25
"364","2015-11-12",65.879997
"365","2015-11-13",65.190002
"366","2015-11-16",67.879997
"367","2015-11-17",69.150002
"368","2015-11-18",69.690002
"369","2015-11-19",71.43
"370","2015-11-20",71.419998
"371","2015-11-23",73.970001
"372","2015-11-24",74.68
"373","2015-11-25",73.760002
"374","2015-11-27",73
"375","2015-11-30",73.519997
"376","2015-12-01",74.300003
"377","2015-12-02",75.32
"378","2015-12-03",75.220001
"379","2015-12-04",74.199997
"380","2015-12-07",74.220001
"381","2015-12-08",73.199997
"382","2015-12-09",71.839996
"383","2015-12-10",70.5
"384","2015-12-11",67.540001
"385","2015-12-14",70.379997
"386","2015-12-15",71.809998
"387","2015-12-16",71.599998
"388","2015-12-17",72.860001
"389","2015-12-18",70.269997
"390","2015-12-21",71.559998
"391","2015-12-22",72.75
"392","2015-12-23",74.75
"393","2015-12-24",75.010002
"394","2015-12-28",78.040001
"395","2015-12-29",78.699997
"396","2015-12-30",78.75
"397","2015-12-31",77.839996
"398","2016-01-04",77.400002
"399","2016-01-05",78.279999
"400","2016-01-06",73.529999
"401","2016-01-07",68.75
"402","2016-01-08",68.870003
"403","2016-01-11",68.010002
"404","2016-01-12",66.480003
"405","2016-01-13",64.709999
"406","2016-01-14",65.389999
"407","2016-01-15",64.849998
"408","2016-01-19",62.599998
"409","2016-01-20",63.360001
"410","2016-01-21",62.540001
"411","2016-01-22",64.330002
"412","2016-01-25",59.900002
"413","2016-01-26",60.009998
"414","2016-01-27",60.849998
"415","2016-01-28",59.450001
"416","2016-01-29",60.029999
"417","2016-02-01",59.259998
"418","2016-02-02",57.639999
"419","2016-02-03",61.950001
"420","2016-02-04",62.369999
"421","2016-02-05",59.220001
"422","2016-02-08",53.959999
"423","2016-02-09",53
"424","2016-02-10",53.57
"425","2016-02-11",54.369999
"426","2016-02-12",56.240002
"427","2016-02-16",59.150002
"428","2016-02-17",59.860001
"429","2016-02-18",58.150002
"430","2016-02-19",65
"431","2016-02-22",65.400002
"432","2016-02-23",65.959999
"433","2016-02-24",67.43
"434","2016-02-25",67.660004
"435","2016-02-26",69.019997
"436","2016-02-29",68.540001
"437","2016-03-01",69.239998
"438","2016-03-02",66.699997
"439","2016-03-03",67.099998
"440","2016-03-04",64.25
"441","2016-03-07",64.400002
"442","2016-03-08",61.880001
"443","2016-03-09",63.740002
"444","2016-03-10",61.110001
"445","2016-03-11",62.810001
"446","2016-03-14",56.529999
"447","2016-03-15",56.099998
"448","2016-03-16",57.759998
"449","2016-03-17",58.509998
"450","2016-03-18",58.369999
"451","2016-03-21",60.799999
"452","2016-03-22",59.509998
"453","2016-03-23",59.470001
"454","2016-03-24",59.009998
"455","2016-03-28",59.080002
"456","2016-03-29",61.889999
"457","2016-03-30",62.41
"458","2016-03-31",63.099998
"459","2016-04-01",62.139999
"460","2016-04-04",63.369999
"461","2016-04-05",62.619999
"462","2016-04-06",64.940002
