"","date","CCJ"
"1","2007-01-03",39.32
"2","2007-01-04",37.669998
"3","2007-01-05",37.259998
"4","2007-01-08",37.91
"5","2007-01-09",37.18
"6","2007-01-10",37.279999
"7","2007-01-11",38.919998
"8","2007-01-12",39.07
"9","2007-01-16",38.470001
"10","2007-01-17",38.5
"11","2007-01-18",38.630001
"12","2007-01-19",39.759998
"13","2007-01-22",37.57
"14","2007-01-23",38.900002
"15","2007-01-24",38.689999
"16","2007-01-25",38.240002
"17","2007-01-26",38.040001
"18","2007-01-29",37.68
"19","2007-01-30",37.68
"20","2007-01-31",38.130001
"21","2007-02-01",38.5
"22","2007-02-02",38.110001
"23","2007-02-05",38.040001
"24","2007-02-06",37.939999
"25","2007-02-07",36.950001
"26","2007-02-08",37.48
"27","2007-02-09",37.27
"28","2007-02-12",36.5
"29","2007-02-13",37.419998
"30","2007-02-14",37.18
"31","2007-02-15",36.950001
"32","2007-02-16",36.529999
"33","2007-02-20",36.290001
"34","2007-02-21",37.689999
"35","2007-02-22",38.98
"36","2007-02-23",39.540001
"37","2007-02-26",39.540001
"38","2007-02-27",37.349998
"39","2007-02-28",37.009998
"40","2007-03-01",36.32
"41","2007-03-02",36.080002
"42","2007-03-05",36.080002
"43","2007-03-06",36.790001
"44","2007-03-07",37.509998
"45","2007-03-08",37.77
"46","2007-03-09",37.259998
"47","2007-03-12",38.290001
"48","2007-03-13",37.09
"49","2007-03-14",37.040001
"50","2007-03-15",37.150002
"51","2007-03-16",36.860001
"52","2007-03-19",38.509998
"53","2007-03-20",38.5
"54","2007-03-21",39.02
"55","2007-03-22",39.029999
"56","2007-03-23",40.080002
"57","2007-03-26",40.25
"58","2007-03-27",39.82
"59","2007-03-28",39.790001
"60","2007-03-29",40.490002
"61","2007-03-30",40.939999
"62","2007-04-02",41.720001
"63","2007-04-03",43.619999
"64","2007-04-04",44.93
"65","2007-04-05",46.150002
"66","2007-04-09",46.880001
"67","2007-04-10",45.43
"68","2007-04-11",45.459999
"69","2007-04-12",45.380001
"70","2007-04-13",47.32
"71","2007-04-16",48.459999
"72","2007-04-17",47.779999
"73","2007-04-18",47.619999
"74","2007-04-19",46.119999
"75","2007-04-20",46.709999
"76","2007-04-23",47.599998
"77","2007-04-24",46.419998
"78","2007-04-25",47.07
"79","2007-04-26",45.34
"80","2007-04-27",46.25
"81","2007-04-30",46.619999
"82","2007-05-01",46.650002
"83","2007-05-02",47.610001
"84","2007-05-03",49.220001
"85","2007-05-04",50.349998
"86","2007-05-07",50.57
"87","2007-05-08",50.34
"88","2007-05-09",50.369999
"89","2007-05-10",49.540001
"90","2007-05-11",50.48
"91","2007-05-14",50.200001
"92","2007-05-15",50.07
"93","2007-05-16",50.43
"94","2007-05-17",50.59
"95","2007-05-18",50.049999
"96","2007-05-21",51.299999
"97","2007-05-22",50.610001
"98","2007-05-23",51.32
"99","2007-05-24",49.709999
"100","2007-05-25",51.099998
"101","2007-05-29",50.810001
"102","2007-05-30",51.759998
"103","2007-05-31",51.970001
"104","2007-06-01",53.189999
"105","2007-06-04",54.650002
"106","2007-06-05",53.959999
"107","2007-06-06",52.369999
"108","2007-06-07",51.310001
"109","2007-06-08",52
"110","2007-06-11",51.950001
"111","2007-06-12",51.080002
"112","2007-06-13",52.040001
"113","2007-06-14",53.759998
"114","2007-06-15",55.599998
"115","2007-06-18",54.349998
"116","2007-06-19",54.400002
"117","2007-06-20",53.290001
"118","2007-06-21",54.25
"119","2007-06-22",53.150002
"120","2007-06-25",51.509998
"121","2007-06-26",48.630001
"122","2007-06-27",50.169998
"123","2007-06-28",50.450001
"124","2007-06-29",50.740002
"125","2007-07-02",49.419998
"126","2007-07-03",48.560001
"127","2007-07-05",49.57
"128","2007-07-06",50.259998
"129","2007-07-09",52.330002
"130","2007-07-10",51.810001
"131","2007-07-11",50.150002
"132","2007-07-12",50.009998
"133","2007-07-13",50.650002
"134","2007-07-16",48.490002
"135","2007-07-17",46.740002
"136","2007-07-18",47.610001
"137","2007-07-19",47.689999
"138","2007-07-20",46.939999
"139","2007-07-23",44.09
"140","2007-07-24",41.439999
