"","date","SSTK"
"1","2012-10-11",21.66
"2","2012-10-12",22
"3","2012-10-15",22.950001
"4","2012-10-16",23.040001
"5","2012-10-17",23.08
"6","2012-10-18",24.360001
"7","2012-10-19",22.83
"8","2012-10-22",23.42
"9","2012-10-23",22.6
"10","2012-10-24",22.68
"11","2012-10-25",22.690001
"12","2012-10-26",23.209999
"13","2012-10-31",23.75
"14","2012-11-01",24.690001
"15","2012-11-02",24.82
"16","2012-11-05",24.110001
"17","2012-11-06",22.67
"18","2012-11-07",23.35
"19","2012-11-08",24
"20","2012-11-09",23.85
"21","2012-11-12",23.940001
"22","2012-11-13",23.969999
"23","2012-11-14",22.870001
"24","2012-11-15",21.790001
"25","2012-11-16",23.370001
"26","2012-11-19",26.02
"27","2012-11-20",27.5
"28","2012-11-21",27.639999
"29","2012-11-23",27.51
"30","2012-11-26",26.98
"31","2012-11-27",25.9
"32","2012-11-28",25.93
"33","2012-11-29",25.860001
"34","2012-11-30",25.6
"35","2012-12-03",25.940001
"36","2012-12-04",25.219999
"37","2012-12-05",24.65
"38","2012-12-06",24.4
"39","2012-12-07",25.639999
"40","2012-12-10",26.18
"41","2012-12-11",25.57
"42","2012-12-12",25.690001
"43","2012-12-13",25.65
"44","2012-12-14",25.790001
"45","2012-12-17",24.799999
"46","2012-12-18",25.5
"47","2012-12-19",25.09
"48","2012-12-20",24.25
"49","2012-12-21",23.91
"50","2012-12-24",23.58
"51","2012-12-26",23.34
"52","2012-12-27",24.549999
"53","2012-12-28",25.299999
"54","2012-12-31",26
"55","2013-01-02",26.34
"56","2013-01-03",25.860001
"57","2013-01-04",25.76
"58","2013-01-07",26.120001
"59","2013-01-08",25.83
"60","2013-01-09",26.59
"61","2013-01-10",26.92
"62","2013-01-11",27.92
"63","2013-01-14",26.940001
"64","2013-01-15",26.52
"65","2013-01-16",25.870001
"66","2013-01-17",26.4
"67","2013-01-18",25.639999
"68","2013-01-22",25.65
"69","2013-01-23",25.17
"70","2013-01-24",23.799999
"71","2013-01-25",24.67
"72","2013-01-28",24.469999
"73","2013-01-29",25.290001
"74","2013-01-30",24.719999
"75","2013-01-31",25.23
"76","2013-02-01",25.42
"77","2013-02-04",25.190001
"78","2013-02-05",25.15
"79","2013-02-06",25.049999
"80","2013-02-07",25.110001
"81","2013-02-08",25.24
"82","2013-02-11",25.809999
"83","2013-02-12",24.360001
"84","2013-02-13",25.15
"85","2013-02-14",25.09
"86","2013-02-15",25.27
"87","2013-02-19",25.66
"88","2013-02-20",26.450001
"89","2013-02-21",28.049999
"90","2013-02-22",32.860001
"91","2013-02-25",34.82
"92","2013-02-26",34.049999
"93","2013-02-27",31.469999
"94","2013-02-28",32.599998
"95","2013-03-01",32.52
"96","2013-03-04",34.169998
"97","2013-03-05",34.779999
"98","2013-03-06",34.5
"99","2013-03-07",34.84
"100","2013-03-08",35.5
"101","2013-03-11",35.93
"102","2013-03-12",36.099998
"103","2013-03-13",36.029999
"104","2013-03-14",38.189999
"105","2013-03-15",39.990002
"106","2013-03-18",41.290001
"107","2013-03-19",41.990002
"108","2013-03-20",42.990002
"109","2013-03-21",42.75
"110","2013-03-22",44.48
"111","2013-03-25",44.869999
"112","2013-03-26",44.939999
"113","2013-03-27",44.34
"114","2013-03-28",44.98
"115","2013-04-01",43.07
"116","2013-04-02",41.830002
"117","2013-04-03",38.110001
"118","2013-04-04",40.259998
"119","2013-04-05",40.57
"120","2013-04-08",39.73
"121","2013-04-09",42.529999
"122","2013-04-10",43.380001
"123","2013-04-11",43.639999
"124","2013-04-12",43.220001
"125","2013-04-15",41.57
"126","2013-04-16",42.009998
"127","2013-04-17",42.43
"128","2013-04-18",42.599998
"129","2013-04-19",43.73
"130","2013-04-22",44.029999
"131","2013-04-23",46.130001
"132","2013-04-24",46.060001
"133","2013-04-25",46.23
"134","2013-04-26",45.869999
"135","2013-04-29",45.380001
"136","2013-04-30",41.700001
"137","2013-05-01",41.880001
"138","2013-05-02",43.959999
"139","2013-05-03",44.41
"140","2013-05-06",44.540001
"141","2013-05-07",44.5
"142","2013-05-08",45.349998
"143","2013-05-09",46.209999
"144","2013-05-10",47.490002
"145","2013-05-13",49.139999
"146","2013-05-14",51.419998
"147","2013-05-15",50.5
"148","2013-05-16",50.080002
"149","2013-05-17",49.32
"150","2013-05-20",49.040001
"151","2013-05-21",49.18
"152","2013-05-22",45.52
"153","2013-05-23",44.84
"154","2013-05-24",46.240002
"155","2013-05-28",47.790001
"156","2013-05-29",47.41
"157","2013-05-30",47.48
"158","2013-05-31",47.34
"159","2013-06-03",47.169998
"160","2013-06-04",46.439999
"161","2013-06-05",45.009998
"162","2013-06-06",44.040001
"163","2013-06-07",44.400002
"164","2013-06-10",46.27
"165","2013-06-11",44.790001
"166","2013-06-12",44.810001
"167","2013-06-13",44.68
"168","2013-06-14",45.580002
"169","2013-06-17",48.5
"170","2013-06-18",49.560001
"171","2013-06-19",49.259998
"172","2013-06-20",48.939999
"173","2013-06-21",49.720001
"174","2013-06-24",49.880001
"175","2013-06-25",49.810001
"176","2013-06-26",49.810001
"177","2013-06-27",53.560001
"178","2013-06-28",55.779999
"179","2013-07-01",56.080002
"180","2013-07-02",57.049999
"181","2013-07-03",57.009998
"182","2013-07-05",58.139999
"183","2013-07-08",58.349998
"184","2013-07-09",60.360001
"185","2013-07-10",60.169998
"186","2013-07-11",60.169998
"187","2013-07-12",59.970001
"188","2013-07-15",59.799999
"189","2013-07-16",58.48
"190","2013-07-17",57.32
"191","2013-07-18",56.060001
"192","2013-07-19",55.650002
"193","2013-07-22",54.759998
"194","2013-07-23",54.169998
"195","2013-07-24",54.290001
"196","2013-07-25",53.700001
"197","2013-07-26",54.18
"198","2013-07-29",53.130001
"199","2013-07-30",52.43
"200","2013-07-31",53.150002
"201","2013-08-01",56.639999
"202","2013-08-02",56.43
"203","2013-08-05",54.540001
"204","2013-08-06",52.52
"205","2013-08-07",53.459999
"206","2013-08-08",56.200001
"207","2013-08-09",56.77
"208","2013-08-12",57.689999
"209","2013-08-13",57.349998
"210","2013-08-14",55.560001
"211","2013-08-15",53.639999
"212","2013-08-16",52.470001
"213","2013-08-19",50.439999
"214","2013-08-20",51.119999
"215","2013-08-21",53.66
"216","2013-08-22",53.919998
"217","2013-08-23",54.799999
"218","2013-08-26",52.98
"219","2013-08-27",51.09
"220","2013-08-28",48.790001
"221","2013-08-29",50.09
"222","2013-08-30",49.639999
"223","2013-09-03",49.68
"224","2013-09-04",51.099998
"225","2013-09-05",52.880001
"226","2013-09-06",53.450001
"227","2013-09-09",50.91
"228","2013-09-10",53.73
"229","2013-09-11",58.049999
"230","2013-09-12",56.470001
"231","2013-09-13",58.080002
"232","2013-09-16",59.990002
"233","2013-09-17",61.310001
"234","2013-09-18",59.18
"235","2013-09-19",60.32
"236","2013-09-20",70.410004
"237","2013-09-23",71.620003
