"","date","MO"
"1","2007-01-03",86.510002
"2","2007-01-04",87.650002
"3","2007-01-05",87.150002
"4","2007-01-08",87.980003
"5","2007-01-09",88.120003
"6","2007-01-10",89.190002
"7","2007-01-11",89.400002
"8","2007-01-12",88.419998
"9","2007-01-16",89.290001
"10","2007-01-17",88.57
"11","2007-01-18",87.949997
"12","2007-01-19",87.260002
"13","2007-01-22",87.07
"14","2007-01-23",87.760002
"15","2007-01-24",87.919998
"16","2007-01-25",87.849998
"17","2007-01-26",88
"18","2007-01-29",88.059998
"19","2007-01-30",87.540001
"20","2007-01-31",87.389999
"21","2007-02-01",87.480003
"22","2007-02-02",86.559998
"23","2007-02-05",86.879997
"24","2007-02-06",86.019997
"25","2007-02-07",85.980003
"26","2007-02-08",85.220001
"27","2007-02-09",85.389999
"28","2007-02-12",85.599998
"29","2007-02-13",86.050003
"30","2007-02-14",86.389999
"31","2007-02-15",86.080002
"32","2007-02-16",86.199997
"33","2007-02-20",85.949997
"34","2007-02-21",85.360001
"35","2007-02-22",84.839996
"36","2007-02-23",85.379997
"37","2007-02-26",85.669998
"38","2007-02-27",82.669998
"39","2007-02-28",84.279999
"40","2007-03-01",84.339996
"41","2007-03-02",83.480003
"42","2007-03-05",82.209999
"43","2007-03-06",84.419998
"44","2007-03-07",85.080002
"45","2007-03-08",85.959999
"46","2007-03-09",86.860001
"47","2007-03-12",86.660004
"48","2007-03-13",84.040001
"49","2007-03-14",83.900002
"50","2007-03-15",84.75
"51","2007-03-16",84.730003
"52","2007-03-19",85.220001
"53","2007-03-20",85.830002
"54","2007-03-21",86.099998
"55","2007-03-22",86.150002
"56","2007-03-23",85.470001
"57","2007-03-26",84.949997
"58","2007-03-27",85.080002
"59","2007-03-28",86.209999
"60","2007-03-29",87.139999
"61","2007-03-30",87.809998
"62","2007-04-02",68.220001
"63","2007-04-03",69.650002
"64","2007-04-04",70.440002
"65","2007-04-05",70.75
"66","2007-04-09",69.900002
"67","2007-04-10",70.160004
"68","2007-04-11",69.5
"69","2007-04-12",69.949997
"70","2007-04-13",69.559998
"71","2007-04-16",69.370003
"72","2007-04-17",69.57
"73","2007-04-18",70.080002
"74","2007-04-19",69.400002
"75","2007-04-20",69.550003
"76","2007-04-23",69.330002
"77","2007-04-24",69.919998
"78","2007-04-25",70.470001
"79","2007-04-26",69.330002
"80","2007-04-27",69.599998
"81","2007-04-30",68.919998
"82","2007-05-01",68.809998
"83","2007-05-02",69.110001
"84","2007-05-03",69.769997
"85","2007-05-04",69.360001
"86","2007-05-07",69.18
"87","2007-05-08",68.660004
"88","2007-05-09",68.57
"89","2007-05-10",68.040001
"90","2007-05-11",68.589996
"91","2007-05-14",68.830002
"92","2007-05-15",69.410004
"93","2007-05-16",69.989998
"94","2007-05-17",69.699997
"95","2007-05-18",69.949997
"96","2007-05-21",70.849998
"97","2007-05-22",71.68
"98","2007-05-23",71.389999
"99","2007-05-24",70.470001
"100","2007-05-25",70.779999
"101","2007-05-29",71.339996
"102","2007-05-30",71.489998
"103","2007-05-31",71.099998
"104","2007-06-01",71.82
"105","2007-06-04",71.800003
"106","2007-06-05",70.68
"107","2007-06-06",70.809998
"108","2007-06-07",69.550003
"109","2007-06-08",70.300003
"110","2007-06-11",70.220001
"111","2007-06-12",70.139999
"112","2007-06-13",70.260002
"113","2007-06-14",70.470001
"114","2007-06-15",70.669998
"115","2007-06-18",70.160004
"116","2007-06-19",69.519997
"117","2007-06-20",68.269997
"118","2007-06-21",68.580002
"119","2007-06-22",68.199997
"120","2007-06-25",68.75
"121","2007-06-26",69.629997
"122","2007-06-27",70.199997
"123","2007-06-28",69.919998
"124","2007-06-29",70.139999
"125","2007-07-02",70.900002
"126","2007-07-03",70.989998
"127","2007-07-05",71.160004
"128","2007-07-06",71.599998
"129","2007-07-09",71.699997
"130","2007-07-10",70.43
"131","2007-07-11",70.889999
"132","2007-07-12",72.07
"133","2007-07-13",71.699997
"134","2007-07-16",71.309998
"135","2007-07-17",71.279999
"136","2007-07-18",70.300003
"137","2007-07-19",70.629997
"138","2007-07-20",69.800003
"139","2007-07-23",69.620003
"140","2007-07-24",68.059998
"141","2007-07-25",67.849998
"142","2007-07-26",66.800003
"143","2007-07-27",65.169998
"144","2007-07-30",65.779999
"145","2007-07-31",66.470001
"146","2007-08-01",66.580002
"147","2007-08-02",67.139999
"148","2007-08-03",66.599998
"149","2007-08-06",68.980003
"150","2007-08-07",69.220001
"151","2007-08-08",69.599998
"152","2007-08-09",67.669998
"153","2007-08-10",67.389999
"154","2007-08-13",67.410004
"155","2007-08-14",66.82
"156","2007-08-15",65.980003
"157","2007-08-16",66.360001
"158","2007-08-17",67.589996
"159","2007-08-20",67
"160","2007-08-21",67.220001
"161","2007-08-22",68.239998
"162","2007-08-23",68.629997
"163","2007-08-24",69.190002
"164","2007-08-27",70.080002
"165","2007-08-28",69.07
"166","2007-08-29",69.800003
"167","2007-08-30",69.25
"168","2007-08-31",69.410004
"169","2007-09-04",69.669998
"170","2007-09-05",68.629997
"171","2007-09-06",68.269997
"172","2007-09-07",67.389999
"173","2007-09-10",67.300003
"174","2007-09-11",67.739998
"175","2007-09-12",67.5
"176","2007-09-13",67.129997
"177","2007-09-14",67.029999
"178","2007-09-17",67
"179","2007-09-18",68.059998
"180","2007-09-19",68.730003
"181","2007-09-20",68.620003
"182","2007-09-21",68.540001
"183","2007-09-24",68.440002
"184","2007-09-25",68.239998
"185","2007-09-26",68.599998
"186","2007-09-27",69.480003
"187","2007-09-28",69.529999
"188","2007-10-01",69.769997
"189","2007-10-02",69.949997
"190","2007-10-03",69.879997
"191","2007-10-04",69.690002
"192","2007-10-05",69.559998
"193","2007-10-08",69.279999
"194","2007-10-09",69.93
"195","2007-10-10",70
"196","2007-10-11",69.949997
"197","2007-10-12",70.059998
"198","2007-10-15",70.370003
"199","2007-10-16",70.739998
"200","2007-10-17",70.980003
"201","2007-10-18",70.889999
"202","2007-10-19",70.5
"203","2007-10-22",71.470001
"204","2007-10-23",72.089996
"205","2007-10-24",72.360001
"206","2007-10-25",72.260002
"207","2007-10-26",72.970001
"208","2007-10-29",72.970001
"209","2007-10-30",72.760002
"210","2007-10-31",72.93
"211","2007-11-01",71.879997
"212","2007-11-02",72.110001
"213","2007-11-05",72.360001
"214","2007-11-06",72.940002
"215","2007-11-07",71.980003
"216","2007-11-08",72.720001
"217","2007-11-09",72.709999
"218","2007-11-12",72.470001
"219","2007-11-13",72.849998
"220","2007-11-14",72.220001
"221","2007-11-15",72.269997
"222","2007-11-16",73.18
"223","2007-11-19",73.839996
"224","2007-11-20",73.809998
"225","2007-11-21",72.410004
"226","2007-11-23",72.970001
"227","2007-11-26",71.440002
"228","2007-11-27",73.349998
"229","2007-11-28",74.089996
"230","2007-11-29",75.980003
"231","2007-11-30",77.559998
"232","2007-12-03",77.57
"233","2007-12-04",77.410004
"234","2007-12-05",77.800003
"235","2007-12-06",77.800003
"236","2007-12-07",77.599998
"237","2007-12-10",78.199997
"238","2007-12-11",77.099998
"239","2007-12-12",77.709999
"240","2007-12-13",77.760002
"241","2007-12-14",76.82
"242","2007-12-17",76.019997
"243","2007-12-18",75.93
"244","2007-12-19",76.68
"245","2007-12-20",77.620003
"246","2007-12-21",77.43
"247","2007-12-24",77.580002
"248","2007-12-26",77.489998
"249","2007-12-27",76.230003
"250","2007-12-28",75.959999
"251","2007-12-31",75.580002
"252","2008-01-02",74.93
"253","2008-01-03",75.389999
"254","2008-01-04",74.900002
"255","2008-01-07",77.230003
"256","2008-01-08",78.32
"257","2008-01-09",79.209999
"258","2008-01-10",78.82
"259","2008-01-11",79.019997
"260","2008-01-14",78.690002
"261","2008-01-15",78.459999
"262","2008-01-16",77.910004
"263","2008-01-17",76.800003
"264","2008-01-18",75.419998
"265","2008-01-22",73.379997
"266","2008-01-23",72.849998
"267","2008-01-24",74.889999
"268","2008-01-25",73.949997
"269","2008-01-28",75.010002
"270","2008-01-29",76.120003
"271","2008-01-30",76.5
"272","2008-01-31",75.790001
"273","2008-02-01",75.440002
"274","2008-02-04",75.07
"275","2008-02-05",73.129997
