"","date","TARO"
"1","2007-01-03",9.86
"2","2007-01-04",10.24
"3","2007-01-05",10.17
"4","2007-01-08",10.3
"5","2007-01-09",10.3
"6","2007-01-10",10
"7","2007-01-11",10
"8","2007-01-12",9.5
"9","2007-01-16",9.95
"10","2007-01-17",10
"11","2007-01-18",9.65
"12","2007-01-19",9.7
"13","2007-01-22",9.65
"14","2007-01-23",9.49
"15","2007-01-24",9.3
"16","2007-01-25",8.6
"17","2007-01-26",8.55
"18","2007-01-29",7.91
"19","2007-01-30",8.19
"20","2007-01-31",9.19
"21","2007-02-01",9.5
"22","2007-02-02",9.7
"23","2007-02-05",9.65
"24","2007-02-06",8.91
"25","2007-02-07",9
"26","2007-02-08",9.05
"27","2007-02-09",8.75
"28","2007-02-12",8.95
"29","2007-02-13",8.7
"30","2007-02-14",8.81
"31","2007-02-15",9.03
"32","2007-02-16",9
"33","2007-02-20",9
"34","2007-02-21",9
"35","2007-02-22",9
"36","2007-02-23",9.1
"37","2007-02-26",9.11
"38","2007-02-27",9.1
"39","2007-02-28",9.1
"40","2007-03-01",9.08
"41","2007-03-02",9.07
"42","2007-03-05",9.02
"43","2007-03-06",9
"44","2007-03-07",9.15
"45","2007-03-08",9.4
"46","2007-03-09",9.8
"47","2007-03-12",9.65
"48","2007-03-13",9.11
"49","2007-03-14",9.2
"50","2007-03-15",9.2
"51","2007-03-16",9
"52","2007-03-19",9.09
"53","2007-03-20",9.84
"54","2007-03-21",8.9
"55","2007-03-22",8.6
"56","2007-03-23",8.55
"57","2007-03-26",8.5
"58","2007-03-27",8.5
"59","2007-03-28",8
"60","2007-03-29",7.8
"61","2007-03-30",7.56
"62","2007-04-02",7.5
"63","2007-04-03",7.4
"64","2007-04-04",7.35
"65","2007-04-05",7.3
"66","2007-04-09",7.05
"67","2007-04-10",6.8
"68","2007-04-11",6.85
"69","2007-04-12",6.7
"70","2007-04-13",6.85
"71","2007-04-16",6.78
"72","2007-04-17",7.2
"73","2007-04-18",7.09
"74","2007-04-19",7
"75","2007-04-20",6.9
"76","2007-04-23",6.75
"77","2007-04-24",6.51
"78","2007-04-25",6.3
"79","2007-04-26",6.35
"80","2007-04-27",6.15
"81","2007-04-30",5.75
"82","2007-05-01",5.95
"83","2007-05-02",6.2
"84","2007-05-03",6.15
"85","2007-05-04",6
"86","2007-05-07",6.05
"87","2007-05-08",6
"88","2007-05-09",6.03
"89","2007-05-10",6.3
"90","2007-05-11",6.5
"91","2007-05-14",6.4
"92","2007-05-15",6.35
"93","2007-05-16",6.15
"94","2007-05-17",6.1
"95","2007-05-18",6.1
"96","2007-05-21",7.48
"97","2007-05-22",7.6
"98","2007-05-23",7.5
"99","2007-05-24",7.5
"100","2007-05-25",7.5
"101","2007-05-29",7.48
"102","2007-05-30",7.45
"103","2007-05-31",7.5
"104","2007-06-01",7.48
"105","2007-06-04",7.47
"106","2007-06-05",7.47
"107","2007-06-06",7.5
"108","2007-06-07",7.48
"109","2007-06-08",7.48
"110","2007-06-11",7.46
"111","2007-06-12",7.34
"112","2007-06-13",7.29
"113","2007-06-14",7.34
"114","2007-06-15",7.34
"115","2007-06-18",7.28
"116","2007-06-19",7.27
"117","2007-06-20",7.27
"118","2007-06-21",7.25
"119","2007-06-22",7.23
"120","2007-06-25",7.2
"121","2007-06-26",7.15
"122","2007-06-27",6.95
"123","2007-06-28",7.05
"124","2007-06-29",6.65
"125","2007-07-02",6.55
"126","2007-07-03",6.71
"127","2007-07-05",6.3
"128","2007-07-06",6.45
"129","2007-07-09",6.7
"130","2007-07-10",6.88
"131","2007-07-11",6.75
"132","2007-07-12",6.89
"133","2007-07-13",7.1
"134","2007-07-16",7.2
"135","2007-07-17",7.2
"136","2007-07-18",7.2
"137","2007-07-19",7.21
"138","2007-07-20",7.15
"139","2007-07-23",7.35
"140","2007-07-24",7.45
"141","2007-07-25",7.5
"142","2007-07-26",7.2
"143","2007-07-27",7.4
"144","2007-07-30",7.4
"145","2007-07-31",7.15
"146","2007-08-01",7.05
"147","2007-08-02",6.71
"148","2007-08-03",6.71
"149","2007-08-06",7
"150","2007-08-07",6.95
"151","2007-08-08",7
"152","2007-08-09",7.5
"153","2007-08-10",7.55
"154","2007-08-13",7.52
"155","2007-08-14",7.53
"156","2007-08-15",7.55
"157","2007-08-16",7.5
"158","2007-08-17",7.4
"159","2007-08-20",7.4
"160","2007-08-21",7.45
"161","2007-08-22",7.45
"162","2007-08-23",7.45
"163","2007-08-24",7.41
"164","2007-08-27",7.35
"165","2007-08-28",7.42
"166","2007-08-29",7.25
"167","2007-08-30",7.48
"168","2007-08-31",7.55
"169","2007-09-04",7.53
"170","2007-09-05",7.5
"171","2007-09-06",7.55
"172","2007-09-07",7.6
"173","2007-09-10",7.6
"174","2007-09-11",7.8
"175","2007-09-12",7.7
"176","2007-09-13",7.6
"177","2007-09-14",7.62
"178","2007-09-17",7.6
"179","2007-09-18",7.55
"180","2007-09-19",7.55
"181","2007-09-20",7.6
"182","2007-09-21",7.6
"183","2007-09-24",7.6
"184","2007-09-25",7.6
"185","2007-09-26",7.6
"186","2007-09-27",7.6
"187","2007-09-28",7.6
"188","2007-10-01",7.6
"189","2007-10-02",7.6
"190","2007-10-03",7.4
"191","2007-10-04",7.31
"192","2007-10-05",7.47
"193","2007-10-08",7.27
"194","2007-10-09",7.27
"195","2007-10-10",7.27
"196","2007-10-11",7.27
"197","2007-10-12",7.27
"198","2007-10-15",7.27
"199","2007-10-16",7.3
"200","2007-10-17",7.27
"201","2007-10-18",7.27
"202","2007-10-19",7.3
"203","2007-10-22",7.28
"204","2007-10-23",7.32
"205","2007-10-24",7.35
"206","2007-10-25",7.3
"207","2007-10-26",7.3
"208","2007-10-29",7.31
"209","2007-10-30",7.32
"210","2007-10-31",7.35
"211","2007-11-01",7.35
"212","2007-11-02",7.35
"213","2007-11-05",7.3
"214","2007-11-06",7.35
"215","2007-11-07",7.35
"216","2007-11-08",7.4
"217","2007-11-09",7.4
"218","2007-11-12",7.14
"219","2007-11-13",7.4
"220","2007-11-14",7.43
"221","2007-11-15",7.35
"222","2007-11-16",7.45
"223","2007-11-19",7.45
"224","2007-11-20",7.45
"225","2007-11-21",7.25
"226","2007-11-23",7.2
"227","2007-11-26",7.25
"228","2007-11-27",7.25
"229","2007-11-28",7.3
"230","2007-11-29",7.35
"231","2007-11-30",7.4
"232","2007-12-03",7.45
"233","2007-12-04",7.42
"234","2007-12-05",7.4
"235","2007-12-06",7.51
"236","2007-12-07",7.6
"237","2007-12-10",7.63
"238","2007-12-11",7.65
"239","2007-12-12",7.62
"240","2007-12-13",7.62
"241","2007-12-14",7.6
"242","2007-12-17",7.61
"243","2007-12-18",7.65
"244","2007-12-19",7.62
"245","2007-12-20",7.65
"246","2007-12-21",7.65
"247","2007-12-24",7.65
"248","2007-12-26",7.65
"249","2007-12-27",7.65
"250","2007-12-28",7.61
"251","2007-12-31",7.7
"252","2008-01-02",7.65
"253","2008-01-03",7.71
"254","2008-01-04",7.65
"255","2008-01-07",7.65
"256","2008-01-08",7.61
"257","2008-01-09",7.61
"258","2008-01-10",7.61
"259","2008-01-11",7.61
"260","2008-01-14",7.61
"261","2008-01-15",7.6
"262","2008-01-16",7.51
"263","2008-01-17",7.3
"264","2008-01-18",7.3
"265","2008-01-22",7.25
"266","2008-01-23",7.3
"267","2008-01-24",7.4
"268","2008-01-25",7.4
"269","2008-01-28",7.5
"270","2008-01-29",7.5
"271","2008-01-30",7.5
"272","2008-01-31",7.5
"273","2008-02-01",7.6
"274","2008-02-04",7.6
"275","2008-02-05",7.5
"276","2008-02-06",7.75
"277","2008-02-07",7.5
"278","2008-02-08",7.75
"279","2008-02-11",7.74
"280","2008-02-12",7.75
"281","2008-02-13",7.7
"282","2008-02-14",7.75
"283","2008-02-15",7.76
"284","2008-02-19",8.22
"285","2008-02-20",8.5
"286","2008-02-21",8.4
"287","2008-02-22",8.4
"288","2008-02-25",7.75
"289","2008-02-26",7.75
"290","2008-02-27",7.75
"291","2008-02-28",7.75
"292","2008-02-29",7.75
"293","2008-03-03",7.5
"294","2008-03-04",7.45
"295","2008-03-05",7.5
"296","2008-03-06",7.7
"297","2008-03-07",7.7
"298","2008-03-10",7.7
"299","2008-03-11",7.8
"300","2008-03-12",7.91
"301","2008-03-13",8
"302","2008-03-14",7.75
"303","2008-03-17",7.75
"304","2008-03-18",7.75
"305","2008-03-19",7.75
"306","2008-03-20",7.75
"307","2008-03-24",8.1
"308","2008-03-25",8.03
"309","2008-03-26",8.1
"310","2008-03-27",7.82
"311","2008-03-28",7.85
"312","2008-03-31",7.8
"313","2008-04-01",8
"314","2008-04-02",8
"315","2008-04-03",8.05
"316","2008-04-04",8.35
"317","2008-04-07",8.02
"318","2008-04-08",8
"319","2008-04-09",7.85
"320","2008-04-10",7.95
"321","2008-04-11",7.95
"322","2008-04-14",8
"323","2008-04-15",8.15
"324","2008-04-16",8
"325","2008-04-17",8
"326","2008-04-18",8.15
"327","2008-04-21",8.2
"328","2008-04-22",8.25
"329","2008-04-23",8.25
"330","2008-04-24",8.25
"331","2008-04-25",8.25
"332","2008-04-28",8.25
"333","2008-04-29",8.25
"334","2008-04-30",8.25
"335","2008-05-01",8.25
"336","2008-05-02",8.36
"337","2008-05-05",8.25
"338","2008-05-06",8.25
"339","2008-05-07",8.25
"340","2008-05-08",8.25
"341","2008-05-09",8.25
"342","2008-05-12",8.3
"343","2008-05-13",8.3
"344","2008-05-14",8.25
"345","2008-05-15",8.25
"346","2008-05-16",8.3
"347","2008-05-19",8.31
"348","2008-05-20",8.3
"349","2008-05-21",8.3
"350","2008-05-22",8.3
"351","2008-05-23",8.3
"352","2008-05-27",8.3
"353","2008-05-28",8.75
"354","2008-05-29",9.25
"355","2008-05-30",9.5
"356","2008-06-02",9.5
"357","2008-06-03",9.13
"358","2008-06-04",9.21
"359","2008-06-05",8.8
"360","2008-06-06",9
"361","2008-06-09",8.75
"362","2008-06-10",8.77
"363","2008-06-11",8.9
"364","2008-06-12",9.01
"365","2008-06-13",9
"366","2008-06-16",9.2
"367","2008-06-17",9.2
"368","2008-06-18",9
"369","2008-06-19",9.01
"370","2008-06-20",9.1
"371","2008-06-23",9.1
"372","2008-06-24",9.5
"373","2008-06-25",9.5
"374","2008-06-26",9.45
"375","2008-06-27",9.5
"376","2008-06-30",9.4
"377","2008-07-01",9.45
"378","2008-07-02",9.45
"379","2008-07-03",9.45
"380","2008-07-07",9.45
"381","2008-07-08",9.45
"382","2008-07-09",9.45
"383","2008-07-10",9.45
"384","2008-07-11",9.45
"385","2008-07-14",9.45
"386","2008-07-15",9.45
"387","2008-07-16",9.25
"388","2008-07-17",9.3
"389","2008-07-18",9.35
"390","2008-07-21",9.45
"391","2008-07-22",9.49
"392","2008-07-23",9.75
"393","2008-07-24",9.7
"394","2008-07-25",9.75
"395","2008-07-28",9.75
"396","2008-07-29",9.8
"397","2008-07-30",9.8
"398","2008-07-31",9.75
"399","2008-08-01",10
"400","2008-08-04",9.85
"401","2008-08-05",9.75
"402","2008-08-06",9.85
"403","2008-08-07",9.85
"404","2008-08-08",9.77
"405","2008-08-11",9.76
"406","2008-08-12",9.75
"407","2008-08-13",9.85
"408","2008-08-14",9.75
"409","2008-08-15",9.75
"410","2008-08-18",9.75
"411","2008-08-19",9.8
"412","2008-08-20",9.75
"413","2008-08-21",9.75
"414","2008-08-22",9.8
"415","2008-08-25",9.8
"416","2008-08-26",9.8
"417","2008-08-27",9.85
"418","2008-08-28",9.9
"419","2008-08-29",9.8
"420","2008-09-02",9.95
"421","2008-09-03",9.84
"422","2008-09-04",9.75
"423","2008-09-05",9.8
"424","2008-09-08",9.8
"425","2008-09-09",9.75
"426","2008-09-10",9.75
"427","2008-09-11",9.75
"428","2008-09-12",9.75
"429","2008-09-15",9.75
"430","2008-09-16",9.75
"431","2008-09-17",9.85
"432","2008-09-18",9.75
"433","2008-09-19",9.25
"434","2008-09-22",9.5
"435","2008-09-23",9.75
"436","2008-09-24",9.75
"437","2008-09-25",9.65
"438","2008-09-26",9.8
"439","2008-09-29",9.8
"440","2008-09-30",9.87
"441","2008-10-01",9.9
"442","2008-10-02",9.9
"443","2008-10-03",9.89
"444","2008-10-06",10.8
"445","2008-10-07",10
"446","2008-10-08",9.55
"447","2008-10-09",9.5
"448","2008-10-10",9.65
"449","2008-10-13",9.75
"450","2008-10-14",9.85
"451","2008-10-15",9.9
"452","2008-10-16",9.95
"453","2008-10-17",9.95
"454","2008-10-20",9.9
"455","2008-10-21",9.85
"456","2008-10-22",9.41
"457","2008-10-23",9.25
"458","2008-10-24",9.25
"459","2008-10-27",8.5
"460","2008-10-28",8.75
"461","2008-10-29",8.35
"462","2008-10-30",7.3
"463","2008-10-31",7.3
"464","2008-11-03",7.3
"465","2008-11-04",7.5
"466","2008-11-05",7.5
"467","2008-11-06",7.51
"468","2008-11-07",7.45
"469","2008-11-10",7.5
"470","2008-11-11",8.25
"471","2008-11-12",8
"472","2008-11-13",8.5
"473","2008-11-14",8.5
"474","2008-11-17",8.75
"475","2008-11-18",8.8
"476","2008-11-19",8.8
"477","2008-11-20",8.85
"478","2008-11-21",8.9
"479","2008-11-24",8.85
"480","2008-11-25",8.95
"481","2008-11-26",9.25
"482","2008-11-28",9.4
"483","2008-12-01",8.9
"484","2008-12-02",8.8
"485","2008-12-03",8.75
"486","2008-12-04",8.8
"487","2008-12-05",8.9
"488","2008-12-08",9
"489","2008-12-09",9
"490","2008-12-10",8.25
"491","2008-12-11",8.1
"492","2008-12-12",8.1
"493","2008-12-15",8
"494","2008-12-16",8
"495","2008-12-17",7.81
"496","2008-12-18",7.8
"497","2008-12-19",8
"498","2008-12-22",8.1
"499","2008-12-23",8.2
"500","2008-12-24",8.1
"501","2008-12-26",7.9
"502","2008-12-29",8.2
"503","2008-12-30",8.2
"504","2008-12-31",7.7
"505","2009-01-02",8.1
"506","2009-01-05",8.2
"507","2009-01-06",8.26
"508","2009-01-07",8.8
"509","2009-01-08",9
"510","2009-01-09",9.25
"511","2009-01-12",9.4
"512","2009-01-13",9.5
"513","2009-01-14",9.5
"514","2009-01-15",9.5
"515","2009-01-16",9.5
"516","2009-01-20",9.5
"517","2009-01-21",9.1
"518","2009-01-22",9.05
"519","2009-01-23",9.6
"520","2009-01-26",9.49
"521","2009-01-27",9.25
"522","2009-01-28",9.45
"523","2009-01-29",9.35
"524","2009-01-30",9.25
"525","2009-02-02",9.6
"526","2009-02-03",9.6
"527","2009-02-04",9.32
"528","2009-02-05",9.25
"529","2009-02-06",9.25
"530","2009-02-09",9.28
"531","2009-02-10",9.28
"532","2009-02-11",9.5
"533","2009-02-12",9.3
"534","2009-02-13",9.6
"535","2009-02-17",9.25
"536","2009-02-18",9.25
"537","2009-02-19",9.5
"538","2009-02-20",9.59
"539","2009-02-23",9.85
"540","2009-02-24",9.94
"541","2009-02-25",9.9
"542","2009-02-26",9.75
"543","2009-02-27",9.3
"544","2009-03-02",9.25
"545","2009-03-03",9.1
"546","2009-03-04",8.85
"547","2009-03-05",9
"548","2009-03-06",8.5
"549","2009-03-09",8.6
"550","2009-03-10",8.9
"551","2009-03-11",9.1
"552","2009-03-12",8.9
"553","2009-03-13",8.8
"554","2009-03-16",9
"555","2009-03-17",9
"556","2009-03-18",9.05
"557","2009-03-19",9.14
"558","2009-03-20",9
"559","2009-03-23",9.3
"560","2009-03-24",9.3
"561","2009-03-25",9.3
"562","2009-03-26",9.3
"563","2009-03-27",9
"564","2009-03-30",9
"565","2009-03-31",9
"566","2009-04-01",9.05
"567","2009-04-02",9.05
"568","2009-04-03",9
"569","2009-04-06",9.06
"570","2009-04-07",9.05
"571","2009-04-08",9.05
"572","2009-04-09",9
"573","2009-04-13",9.05
"574","2009-04-14",9.05
"575","2009-04-15",9.05
"576","2009-04-16",9.05
"577","2009-04-17",9.14
"578","2009-04-20",9.06
"579","2009-04-21",9.09
"580","2009-04-22",9.05
"581","2009-04-23",9
"582","2009-04-24",8.99
"583","2009-04-27",9
"584","2009-04-28",8.61
"585","2009-04-29",8.43
"586","2009-04-30",8.58
"587","2009-05-01",8.6
"588","2009-05-04",8.61
"589","2009-05-05",8.61
"590","2009-05-06",8.6
"591","2009-05-07",8.65
"592","2009-05-08",8.71
"593","2009-05-11",8.5
"594","2009-05-12",8.5
"595","2009-05-13",8.5
"596","2009-05-14",8.95
"597","2009-05-15",8.8
"598","2009-05-18",9
"599","2009-05-19",9
"600","2009-05-20",9
"601","2009-05-21",9
"602","2009-05-22",9.25
"603","2009-05-26",9.25
"604","2009-05-27",9
"605","2009-05-28",9
"606","2009-05-29",9
"607","2009-06-01",9.05
"608","2009-06-02",9.05
"609","2009-06-03",9.05
"610","2009-06-04",9.05
"611","2009-06-05",9
"612","2009-06-08",9
"613","2009-06-09",9
"614","2009-06-10",9
"615","2009-06-11",8.8
"616","2009-06-12",8.8
"617","2009-06-15",8.7
"618","2009-06-16",8.7
"619","2009-06-17",8.9
"620","2009-06-18",9
"621","2009-06-19",8.9
"622","2009-06-22",8.95
"623","2009-06-23",8.95
"624","2009-06-24",8.95
"625","2009-06-25",8.95
"626","2009-06-26",8.9
"627","2009-06-29",8.65
"628","2009-06-30",8.75
"629","2009-07-01",8.75
"630","2009-07-02",8.55
"631","2009-07-06",8.55
"632","2009-07-07",8.6
"633","2009-07-08",8.5
"634","2009-07-09",8.5
"635","2009-07-10",8.6
"636","2009-07-13",8.5
"637","2009-07-14",8.75
"638","2009-07-15",8.7
"639","2009-07-16",8.65
"640","2009-07-17",8.7
"641","2009-07-20",8.7
"642","2009-07-21",8.65
"643","2009-07-22",8.75
"644","2009-07-23",8.8
"645","2009-07-24",8.6
"646","2009-07-27",8.8
"647","2009-07-28",8.65
"648","2009-07-29",8.8
"649","2009-07-30",8.85
"650","2009-07-31",8.95
"651","2009-08-03",9.1
"652","2009-08-04",9.1
"653","2009-08-05",8.95
"654","2009-08-06",8.95
"655","2009-08-07",8.95
"656","2009-08-10",9.1
"657","2009-08-11",9.15
"658","2009-08-12",9.15
"659","2009-08-13",9.1
"660","2009-08-14",9.1
"661","2009-08-17",9.1
"662","2009-08-18",8.95
"663","2009-08-19",9.1
"664","2009-08-20",9.1
"665","2009-08-21",9.1
"666","2009-08-24",9.13
"667","2009-08-25",9.1
"668","2009-08-26",9.1
"669","2009-08-27",9.1
"670","2009-08-28",9.11
"671","2009-08-31",9.2
"672","2009-09-01",9.2
"673","2009-09-02",9.1
"674","2009-09-03",9.1
"675","2009-09-04",9.05
"676","2009-09-08",9.1
"677","2009-09-09",9.1
"678","2009-09-10",9.1
"679","2009-09-11",9.2
"680","2009-09-14",9.2
"681","2009-09-15",8.9
"682","2009-09-16",9.1
"683","2009-09-17",9.15
"684","2009-09-18",9.15
"685","2009-09-21",9.16
"686","2009-09-22",9.15
"687","2009-09-23",9.15
"688","2009-09-24",9.15
"689","2009-09-25",9.1
"690","2009-09-28",9
"691","2009-09-29",9.15
"692","2009-09-30",9.2
"693","2009-10-01",9.05
"694","2009-10-02",9.05
"695","2009-10-05",9.25
"696","2009-10-06",9.55
"697","2009-10-07",9.55
"698","2009-10-08",9.55
"699","2009-10-09",9.4
"700","2009-10-12",9.35
"701","2009-10-13",9.3
"702","2009-10-14",9.5
"703","2009-10-15",9.55
"704","2009-10-16",9.35
"705","2009-10-19",9.5
"706","2009-10-20",9.5
"707","2009-10-21",9.35
"708","2009-10-22",9.2
"709","2009-10-23",9.2
"710","2009-10-26",9.2
"711","2009-10-27",9.1
"712","2009-10-28",9.3
"713","2009-10-29",9.01
"714","2009-10-30",9.01
"715","2009-11-02",9.05
"716","2009-11-03",9.2
"717","2009-11-04",9.15
"718","2009-11-05",9.2
"719","2009-11-06",9.3
