"","date","TARO"
"720","2009-11-09",9.2
"721","2009-11-10",9.2
"722","2009-11-11",9
"723","2009-11-12",9.1
"724","2009-11-13",9.1
"725","2009-11-16",9.1
"726","2009-11-17",9.1
"727","2009-11-18",9.2
"728","2009-11-19",9.3
"729","2009-11-20",9.25
"730","2009-11-23",9.25
"731","2009-11-24",9.25
"732","2009-11-25",9.3
"733","2009-11-27",9.3
"734","2009-11-30",9.2
"735","2009-12-01",9.4
"736","2009-12-02",9.21
"737","2009-12-03",9.25
"738","2009-12-04",9.25
"739","2009-12-07",9.22
"740","2009-12-08",9.23
"741","2009-12-09",9.23
"742","2009-12-10",9.25
"743","2009-12-11",9.25
"744","2009-12-14",9.25
"745","2009-12-15",9.02
"746","2009-12-16",9.05
"747","2009-12-17",9.05
"748","2009-12-18",9.06
"749","2009-12-21",8.8
"750","2009-12-22",8.8
"751","2009-12-23",9
"752","2009-12-24",8.8
"753","2009-12-28",8.5
"754","2009-12-29",8.68
"755","2009-12-30",8.71
"756","2009-12-31",8.88
"757","2010-01-04",9.5
"758","2010-01-05",9.4
"759","2010-01-06",9.55
"760","2010-01-07",9.58
"761","2010-01-08",9.3
"762","2010-01-11",9.3
"763","2010-01-12",9.3
"764","2010-01-13",9.36
"765","2010-01-14",9.36
"766","2010-01-15",9.31
"767","2010-01-19",9.85
"768","2010-01-20",10.2
"769","2010-01-21",10.34
"770","2010-01-22",10
"771","2010-01-25",10
"772","2010-01-26",10.2
"773","2010-01-27",10.2
"774","2010-01-28",10
"775","2010-01-29",10
"776","2010-02-01",10.01
"777","2010-02-02",10.23
"778","2010-02-03",10.22
"779","2010-02-04",10.1
"780","2010-02-05",10.2
"781","2010-02-08",10.3
"782","2010-02-09",10.25
"783","2010-02-10",10.25
"784","2010-02-11",10.6
"785","2010-02-12",10.53
"786","2010-02-16",10.2
"787","2010-02-17",10.32
"788","2010-02-18",10.35
"789","2010-02-19",10.36
"790","2010-02-22",10.48
"791","2010-02-23",10.25
"792","2010-02-24",10.23
"793","2010-02-25",10.5
"794","2010-02-26",10.27
"795","2010-03-01",10.25
"796","2010-03-02",10.32
"797","2010-03-03",10.6
"798","2010-03-04",10.8
"799","2010-03-05",11.15
"800","2010-03-08",12.7
"801","2010-03-09",12.58
"802","2010-03-10",12.85
"803","2010-03-11",12.4
"804","2010-03-12",12.15
"805","2010-03-15",12.78
"806","2010-03-16",12.5
"807","2010-03-17",12.15
"808","2010-03-18",12.1
"809","2010-03-19",12
"810","2010-03-22",12
"811","2010-03-23",12
"812","2010-03-24",12
"813","2010-03-25",12.78
"814","2010-03-26",13.15
"815","2010-03-29",13.5
"816","2010-03-30",13.5
"817","2010-03-31",13.3
"818","2010-04-01",13.3
"819","2010-04-05",13.35
"820","2010-04-06",13.3
"821","2010-04-07",13.3
"822","2010-04-08",13.3
"823","2010-04-09",13
"824","2010-04-12",13
"825","2010-04-13",13
"826","2010-04-14",13
"827","2010-04-15",13.5
"828","2010-04-16",13.28
"829","2010-04-19",13.3
"830","2010-04-20",13.4
"831","2010-04-21",13.4
"832","2010-04-22",13.35
"833","2010-04-23",13.35
"834","2010-04-26",13.4
"835","2010-04-27",13.18
"836","2010-04-28",13.3
"837","2010-04-29",13.3
"838","2010-04-30",13.34
"839","2010-05-03",13.5
"840","2010-05-04",13.4
"841","2010-05-05",13.5
"842","2010-05-06",13.5
"843","2010-05-07",13.68
"844","2010-05-10",14
"845","2010-05-11",13.6
"846","2010-05-12",13.6
"847","2010-05-13",13.5
"848","2010-05-14",13.6
"849","2010-05-17",13.8
"850","2010-05-18",14
"851","2010-05-19",14.15
"852","2010-05-20",13.8
"853","2010-05-21",14
"854","2010-05-24",14.15
"855","2010-05-25",14.1
"856","2010-05-26",14.1
"857","2010-05-27",14.1
"858","2010-05-28",14.1
"859","2010-06-01",13.99
"860","2010-06-02",13.5
"861","2010-06-03",13.55
"862","2010-06-04",13.5
"863","2010-06-07",13.65
"864","2010-06-08",13.69
"865","2010-06-09",13.69
"866","2010-06-10",13.65
"867","2010-06-11",13.69
"868","2010-06-14",13.7
"869","2010-06-15",13.69
"870","2010-06-16",13.5
"871","2010-06-17",13.5
"872","2010-06-18",13.5
"873","2010-06-21",13
"874","2010-06-22",13.5
"875","2010-06-23",13.45
"876","2010-06-24",13.5
"877","2010-06-25",13.5
"878","2010-06-28",13
"879","2010-06-29",13
"880","2010-06-30",13
"881","2010-07-01",12.9
"882","2010-07-02",12.9
"883","2010-07-06",12.8
"884","2010-07-07",12.5
"885","2010-07-08",12.8
"886","2010-07-09",13
"887","2010-07-12",13
"888","2010-07-13",13
"889","2010-07-14",13
"890","2010-07-15",12.9
"891","2010-07-16",12.8
"892","2010-07-19",12.5
"893","2010-07-20",12.5
"894","2010-07-21",12.3
"895","2010-07-22",12.48
"896","2010-07-23",12.48
"897","2010-07-26",12.05
"898","2010-07-27",12
"899","2010-07-28",12
"900","2010-07-29",11.6
"901","2010-07-30",11.68
"902","2010-08-02",11.55
"903","2010-08-03",11.51
"904","2010-08-04",11.75
"905","2010-08-05",11.75
"906","2010-08-06",12.1
"907","2010-08-09",12.1
"908","2010-08-10",11.75
"909","2010-08-11",11.75
"910","2010-08-12",11.75
"911","2010-08-13",11.15
"912","2010-08-16",11.25
"913","2010-08-17",11.25
"914","2010-08-18",11.25
"915","2010-08-19",11.2
"916","2010-08-20",11.4
"917","2010-08-23",11.44
"918","2010-08-24",11.15
"919","2010-08-25",11.4
"920","2010-08-26",11.15
"921","2010-08-27",11.44
"922","2010-08-30",11.75
"923","2010-08-31",11.75
"924","2010-09-01",11.6
"925","2010-09-02",11.58
"926","2010-09-03",11.6
"927","2010-09-07",11.4
"928","2010-09-08",12.2
"929","2010-09-09",12.9
"930","2010-09-10",12.9
"931","2010-09-13",12.75
"932","2010-09-14",12.05
"933","2010-09-15",12.01
"934","2010-09-16",12.1
"935","2010-09-17",11.9
"936","2010-09-20",12
"937","2010-09-21",12.25
"938","2010-09-22",11.5
"939","2010-09-23",11.5
"940","2010-09-24",11.45
"941","2010-09-27",11.32
"942","2010-09-28",11.13
"943","2010-09-29",11
"944","2010-09-30",11.02
"945","2010-10-01",11
"946","2010-10-04",10.95
"947","2010-10-05",11
"948","2010-10-06",11.02
"949","2010-10-07",10.8
"950","2010-10-08",10.8
"951","2010-10-11",11
"952","2010-10-12",11
"953","2010-10-13",10.72
"954","2010-10-14",10.72
"955","2010-10-15",10.76
"956","2010-10-18",10.76
"957","2010-10-19",10.9
"958","2010-10-20",10.9
"959","2010-10-21",10.82
"960","2010-10-22",10.99
"961","2010-10-25",11
"962","2010-10-26",11.04
"963","2010-10-27",11.01
"964","2010-10-28",11.65
"965","2010-10-29",11.65
"966","2010-11-01",13.49
"967","2010-11-02",14.24
"968","2010-11-03",14.4
"969","2010-11-04",14.35
"970","2010-11-05",14.2
"971","2010-11-08",14.05
"972","2010-11-09",14
"973","2010-11-10",14.05
"974","2010-11-11",14.2
"975","2010-11-12",14.25
"976","2010-11-15",14.05
"977","2010-11-16",14.25
"978","2010-11-17",13.9
"979","2010-11-18",14.1
"980","2010-11-19",14.1
"981","2010-11-22",14.15
"982","2010-11-23",13.95
"983","2010-11-24",14.1
"984","2010-11-26",13.67
"985","2010-11-29",13.76
"986","2010-11-30",14
"987","2010-12-01",13.73
"988","2010-12-02",13.85
"989","2010-12-03",13.75
"990","2010-12-06",13.65
"991","2010-12-07",13.75
"992","2010-12-08",13.65
"993","2010-12-09",13.75
"994","2010-12-10",13.75
"995","2010-12-13",13.85
"996","2010-12-14",14
"997","2010-12-15",14
"998","2010-12-16",14
"999","2010-12-17",14.08
"1000","2010-12-20",14.1
"1001","2010-12-21",14.13
"1002","2010-12-22",14.15
"1003","2010-12-23",14.2
"1004","2010-12-27",14.2
"1005","2010-12-28",14.3
"1006","2010-12-29",14.5
"1007","2010-12-30",14.4
"1008","2010-12-31",14.49
"1009","2011-01-03",14.35
"1010","2011-01-04",14.45
"1011","2011-01-05",14.5
