"","date","GRVY"
"1","2007-01-03",22.959999
"2","2007-01-04",22.76
"3","2007-01-05",22.559999
"4","2007-01-08",24.360001
"5","2007-01-09",23.6
"6","2007-01-10",23.120001
"7","2007-01-11",22.799999
"8","2007-01-12",22.4
"9","2007-01-16",22.200001
"10","2007-01-17",22.48
"11","2007-01-18",23.280001
"12","2007-01-19",23.08
"13","2007-01-22",24.52
"14","2007-01-23",24.799999
"15","2007-01-24",23.879999
"16","2007-01-25",25.440001
"17","2007-01-26",24.4
"18","2007-01-29",23.959999
"19","2007-01-30",24.040001
"20","2007-01-31",24.32
"21","2007-02-01",24.120001
"22","2007-02-02",24.84
"23","2007-02-05",24.280001
"24","2007-02-06",24.639999
"25","2007-02-07",24.6
"26","2007-02-08",24.84
"27","2007-02-09",24.6
"28","2007-02-12",25.280001
"29","2007-02-13",24.879999
"30","2007-02-14",26
"31","2007-02-15",25.280001
"32","2007-02-16",25.040001
"33","2007-02-20",24.84
"34","2007-02-21",25.76
"35","2007-02-22",25.6
"36","2007-02-23",25.6
"37","2007-02-26",25.52
"38","2007-02-27",25.280001
"39","2007-02-28",25.6
"40","2007-03-01",25.6
"41","2007-03-02",25.4
"42","2007-03-05",24.4
"43","2007-03-06",24.799999
"44","2007-03-07",25.200001
"45","2007-03-08",25.200001
"46","2007-03-09",25.24
"47","2007-03-12",25.799999
"48","2007-03-13",25.200001
"49","2007-03-14",25.4
"50","2007-03-15",25.52
"51","2007-03-16",24.799999
"52","2007-03-19",25.639999
"53","2007-03-20",25.6
"54","2007-03-21",25.32
"55","2007-03-22",25.4
"56","2007-03-23",25.76
"57","2007-03-26",25.120001
"58","2007-03-27",24.76
"59","2007-03-28",24.48
"60","2007-03-29",24.32
"61","2007-03-30",24.959999
"62","2007-04-02",25
"63","2007-04-03",25.08
"64","2007-04-04",25.200001
"65","2007-04-05",25.08
"66","2007-04-09",24.959999
"67","2007-04-10",25.24
"68","2007-04-11",25.24
"69","2007-04-12",25.200001
"70","2007-04-13",25.200001
"71","2007-04-16",25.4
"72","2007-04-17",25.4
"73","2007-04-18",25.16
"74","2007-04-19",24.639999
"75","2007-04-20",24.6
"76","2007-04-23",24.639999
"77","2007-04-24",24.92
"78","2007-04-25",26.559999
"79","2007-04-26",26
"80","2007-04-27",26
"81","2007-04-30",26
"82","2007-05-01",27.16
"83","2007-05-02",27.6
"84","2007-05-03",27.4
"85","2007-05-04",28.200001
"86","2007-05-07",28.16
"87","2007-05-08",28.16
"88","2007-05-09",27.639999
"89","2007-05-10",27.799999
"90","2007-05-11",28.040001
"91","2007-05-14",28.4
"92","2007-05-15",27.120001
"93","2007-05-16",26.799999
"94","2007-05-17",27.6
"95","2007-05-18",27.959999
"96","2007-05-21",26.92
"97","2007-05-22",27.6
"98","2007-05-23",27.6
"99","2007-05-24",27.6
"100","2007-05-25",27.440001
"101","2007-05-29",25.959999
"102","2007-05-30",26.6
"103","2007-05-31",25.799999
"104","2007-06-01",27.4
"105","2007-06-04",28.200001
"106","2007-06-05",26.959999
"107","2007-06-06",26.32
"108","2007-06-07",26.32
"109","2007-06-08",26.16
"110","2007-06-11",26.120001
"111","2007-06-12",26
"112","2007-06-13",26.32
"113","2007-06-14",25.92
"114","2007-06-15",25.799999
"115","2007-06-18",25.959999
"116","2007-06-19",26.4
"117","2007-06-20",25.6
"118","2007-06-21",25.24
"119","2007-06-22",25.4
"120","2007-06-25",25.4
"121","2007-06-26",25.360001
"122","2007-06-27",25.360001
"123","2007-06-28",25.92
"124","2007-06-29",25.200001
"125","2007-07-02",25.08
"126","2007-07-03",25.040001
"127","2007-07-05",24.200001
"128","2007-07-06",24.76
"129","2007-07-09",24.639999
"130","2007-07-10",25
"131","2007-07-11",25
"132","2007-07-12",24.719999
"133","2007-07-13",25.48
"134","2007-07-16",25.48
"135","2007-07-17",25.959999
"136","2007-07-18",25.92
"137","2007-07-19",25.799999
"138","2007-07-20",26
"139","2007-07-23",26
"140","2007-07-24",25.4
"141","2007-07-25",25.48
"142","2007-07-26",25.200001
"143","2007-07-27",24.360001
"144","2007-07-30",24.76
"145","2007-07-31",23.799999
"146","2007-08-01",23
"147","2007-08-02",23.6
"148","2007-08-03",23.6
"149","2007-08-06",23.040001
"150","2007-08-07",20.040001
"151","2007-08-08",20
"152","2007-08-09",19.200001
"153","2007-08-10",18.280001
"154","2007-08-13",18.440001
"155","2007-08-14",17.959999
"156","2007-08-15",17.440001
"157","2007-08-16",15.84
"158","2007-08-17",15.6
"159","2007-08-20",14.8
"160","2007-08-21",15.16
"161","2007-08-22",17
"162","2007-08-23",18
"163","2007-08-24",17.4
"164","2007-08-27",16.719999
"165","2007-08-28",17.360001
"166","2007-08-29",17.200001
"167","2007-08-30",16.360001
"168","2007-08-31",15.72
"169","2007-09-04",15.64
"170","2007-09-05",15.44
"171","2007-09-06",15.64
"172","2007-09-07",16
"173","2007-09-10",16.24
"174","2007-09-11",16.4
"175","2007-09-12",16.360001
"176","2007-09-13",15.84
"177","2007-09-14",16
"178","2007-09-17",16.040001
"179","2007-09-18",15.92
"180","2007-09-19",16.16
"181","2007-09-20",16.360001
"182","2007-09-21",16.4
"183","2007-09-24",16.32
"184","2007-09-25",15.84
"185","2007-09-26",16.24
"186","2007-09-27",16.6
"187","2007-09-28",17.120001
"188","2007-10-01",16.68
"189","2007-10-02",16.440001
"190","2007-10-03",16.040001
"191","2007-10-04",16.440001
"192","2007-10-05",16.52
"193","2007-10-08",16.24
"194","2007-10-09",16.52
"195","2007-10-10",16.639999
"196","2007-10-11",16.6
"197","2007-10-12",16.08
"198","2007-10-15",15.44
"199","2007-10-16",15.72
"200","2007-10-17",16.48
"201","2007-10-18",15.96
"202","2007-10-19",15.52
"203","2007-10-22",15.04
"204","2007-10-23",15.12
"205","2007-10-24",15
"206","2007-10-25",14.96
"207","2007-10-26",14.88
"208","2007-10-29",14.8
"209","2007-10-30",14.8
"210","2007-10-31",14.56
"211","2007-11-01",14.6
"212","2007-11-02",14.52
"213","2007-11-05",14.08
"214","2007-11-06",14.52
"215","2007-11-07",14.92
"216","2007-11-08",14.6
"217","2007-11-09",14.4
"218","2007-11-12",14.4
"219","2007-11-13",14.44
"220","2007-11-14",14.6
"221","2007-11-15",14.44
"222","2007-11-16",14.52
"223","2007-11-19",14.52
"224","2007-11-20",14.52
"225","2007-11-21",14.2
"226","2007-11-23",14.28
"227","2007-11-26",13.8
"228","2007-11-27",13.4
"229","2007-11-28",14
"230","2007-11-29",13.84
"231","2007-11-30",13.96
"232","2007-12-03",14.32
"233","2007-12-04",13.8
"234","2007-12-05",12.84
"235","2007-12-06",14
"236","2007-12-07",14.04
"237","2007-12-10",14.24
"238","2007-12-11",14.76
"239","2007-12-12",13.8
"240","2007-12-13",14
"241","2007-12-14",13.96
"242","2007-12-17",13.68
"243","2007-12-18",12.28
"244","2007-12-19",11.56
"245","2007-12-20",11.4
"246","2007-12-21",11.6
"247","2007-12-24",11.6
"248","2007-12-26",11.6
"249","2007-12-27",11.32
"250","2007-12-28",12.16
"251","2007-12-31",12.44
"252","2008-01-02",12.8
"253","2008-01-03",12.96
"254","2008-01-04",13.4
"255","2008-01-07",12.96
"256","2008-01-08",13.2
"257","2008-01-09",13.12
"258","2008-01-10",13.44
"259","2008-01-11",13.32
"260","2008-01-14",13.36
"261","2008-01-15",13.44
"262","2008-01-16",12.96
"263","2008-01-17",12
"264","2008-01-18",12.28
"265","2008-01-22",11.76
"266","2008-01-23",12
"267","2008-01-24",11.96
"268","2008-01-25",11.8
"269","2008-01-28",11.72
"270","2008-01-29",11.56
"271","2008-01-30",10.88
"272","2008-01-31",10.44
"273","2008-02-01",10.8
"274","2008-02-04",10.4
"275","2008-02-05",10.4
"276","2008-02-06",10.36
"277","2008-02-07",9.56
"278","2008-02-08",9.04
"279","2008-02-11",9.64
"280","2008-02-12",9.88
"281","2008-02-13",10.16
"282","2008-02-14",9.76
"283","2008-02-15",9.32
"284","2008-02-19",8.4
"285","2008-02-20",8.44
"286","2008-02-21",8.4
"287","2008-02-22",8.44
"288","2008-02-25",8
"289","2008-02-26",8
"290","2008-02-27",8
"291","2008-02-28",5.96
"292","2008-02-29",6.68
"293","2008-03-03",6.2
"294","2008-03-04",6.96
"295","2008-03-05",7
"296","2008-03-06",6.76
"297","2008-03-07",6.72
"298","2008-03-10",6.56
"299","2008-03-11",6.76
"300","2008-03-12",6.6
"301","2008-03-13",6.68
"302","2008-03-14",6.64
"303","2008-03-17",6.32
"304","2008-03-18",6.2
"305","2008-03-19",5.72
"306","2008-03-20",6.2
"307","2008-03-24",6.2
"308","2008-03-25",6.32
"309","2008-03-26",6
"310","2008-03-27",6.04
"311","2008-03-28",5.92
"312","2008-03-31",5.52
"313","2008-04-01",5.04
"314","2008-04-02",5.08
"315","2008-04-03",5
"316","2008-04-04",5.04
"317","2008-04-07",5.2
"318","2008-04-08",5.04
"319","2008-04-09",5.08
"320","2008-04-10",5.16
"321","2008-04-11",5.28
"322","2008-04-14",5.4
"323","2008-04-15",5.56
"324","2008-04-16",6.04
"325","2008-04-17",6.2
"326","2008-04-18",5.8
"327","2008-04-21",5.92
"328","2008-04-22",5.8
"329","2008-04-23",5.36
"330","2008-04-24",5.76
"331","2008-04-25",5.52
"332","2008-04-28",5.56
"333","2008-04-29",6.08
"334","2008-04-30",6.08
"335","2008-05-01",6.64
"336","2008-05-02",6.24
"337","2008-05-05",7
"338","2008-05-06",6.24
"339","2008-05-07",6.12
"340","2008-05-08",6.36
"341","2008-05-09",6
"342","2008-05-12",5.88
"343","2008-05-13",5.48
"344","2008-05-14",5.48
"345","2008-05-15",5.48
"346","2008-05-16",5.52
"347","2008-05-19",5.8
"348","2008-05-20",5.6
"349","2008-05-21",5.6
"350","2008-05-22",5.48
"351","2008-05-23",5.32
"352","2008-05-27",5.56
"353","2008-05-28",5.52
"354","2008-05-29",6.04
"355","2008-05-30",5.92
"356","2008-06-02",5.84
"357","2008-06-03",5.4
"358","2008-06-04",5.68
"359","2008-06-05",5.8
"360","2008-06-06",5.32
"361","2008-06-09",5.32
"362","2008-06-10",5.32
"363","2008-06-11",5.32
"364","2008-06-12",5.36
"365","2008-06-13",5.36
"366","2008-06-16",5.32
"367","2008-06-17",5.2
"368","2008-06-18",5.76
"369","2008-06-19",5.76
"370","2008-06-20",5.12
"371","2008-06-23",5
"372","2008-06-24",5.36
"373","2008-06-25",5.36
"374","2008-06-26",4.96
"375","2008-06-27",5.2
"376","2008-06-30",5.4
"377","2008-07-01",4.6
"378","2008-07-02",4.92
"379","2008-07-03",5.08
"380","2008-07-07",5
"381","2008-07-08",4.64
"382","2008-07-09",4.8
"383","2008-07-10",4.76
"384","2008-07-11",4.8
"385","2008-07-14",4.6
"386","2008-07-15",4.52
"387","2008-07-16",3.88
"388","2008-07-17",4
"389","2008-07-18",3.84
"390","2008-07-21",4.2
"391","2008-07-22",4.2
"392","2008-07-23",4.2
"393","2008-07-24",4
"394","2008-07-25",3.88
"395","2008-07-28",3.76
"396","2008-07-29",4.08
"397","2008-07-30",3.96
"398","2008-07-31",3.8
"399","2008-08-01",4.28
"400","2008-08-04",5.04
"401","2008-08-05",5.76
"402","2008-08-06",5.8
"403","2008-08-07",5.28
"404","2008-08-08",6.4
"405","2008-08-11",6.4
"406","2008-08-12",6.12
"407","2008-08-13",6.12
"408","2008-08-14",5.6
"409","2008-08-15",7.4
"410","2008-08-18",6.76
"411","2008-08-19",7.6
"412","2008-08-20",6.96
"413","2008-08-21",6.76
"414","2008-08-22",5.6
"415","2008-08-25",5.4
"416","2008-08-26",5.84
"417","2008-08-27",5.8
"418","2008-08-28",5.88
"419","2008-08-29",5.88
"420","2008-09-02",6.36
"421","2008-09-03",5.8
"422","2008-09-04",6.4
"423","2008-09-05",5.92
"424","2008-09-08",5.52
"425","2008-09-09",5.36
"426","2008-09-10",4.96
"427","2008-09-11",4.92
"428","2008-09-12",5
"429","2008-09-15",5.44
"430","2008-09-16",5.16
