"","date","BRQS"
"1","2015-11-05",9.92
"2","2015-11-06",9.91
"3","2015-11-09",NA
"4","2015-11-10",NA
"5","2015-11-11",NA
"6","2015-11-12",NA
"7","2015-11-13",9.87
"8","2015-11-16",9.86
"9","2015-11-17",9.85
"10","2015-11-18",9.8
"11","2015-11-19",9.8
"12","2015-11-20",9.8
"13","2015-11-23",9.8
"14","2015-11-24",9.88
"15","2015-11-25",9.88
"16","2015-11-27",9.88
"17","2015-11-30",9.88
"18","2015-12-01",9.87
"19","2015-12-02",9.87
"20","2015-12-03",9.87
"21","2015-12-04",9.87
"22","2015-12-07",9.87
"23","2015-12-08",9.87
"24","2015-12-09",9.9
"25","2015-12-10",9.9
"26","2015-12-11",9.9
"27","2015-12-14",9.8
"28","2015-12-15",9.84
"29","2015-12-16",9.84
"30","2015-12-17",9.84
"31","2015-12-18",9.9
"32","2015-12-21",9.9
"33","2015-12-22",9.85
"34","2015-12-23",9.85
"35","2015-12-24",9.85
"36","2015-12-28",9.85
"37","2015-12-29",9.85
"38","2015-12-30",9.85
"39","2015-12-31",9.85
"40","2016-01-04",9.9
"41","2016-01-05",9.9
"42","2016-01-06",9.9
"43","2016-01-07",9.9
"44","2016-01-08",9.9
"45","2016-01-11",9.9
"46","2016-01-12",9.9
"47","2016-01-13",9.9
"48","2016-01-14",9.9
"49","2016-01-15",9.9
"50","2016-01-19",9.9
"51","2016-01-20",9.9
"52","2016-01-21",9.9
"53","2016-01-22",9.9
"54","2016-01-25",9.9
"55","2016-01-26",9.9
"56","2016-01-27",9.9
"57","2016-01-28",9.9
"58","2016-01-29",9.9
"59","2016-02-01",9.9
"60","2016-02-02",9.9
"61","2016-02-03",9.9
"62","2016-02-04",9.9
"63","2016-02-05",9.9
"64","2016-02-08",9.93
"65","2016-02-09",9.93
"66","2016-02-10",9.861
"67","2016-02-11",9.861
"68","2016-02-12",9.861
"69","2016-02-16",9.89
"70","2016-02-17",9.9
"71","2016-02-18",9.98
"72","2016-02-19",9.98
"73","2016-02-22",9.98
"74","2016-02-23",9.88
"75","2016-02-24",9.88
"76","2016-02-25",9.92
"77","2016-02-26",9.92
"78","2016-02-29",9.98
"79","2016-03-01",9.98
"80","2016-03-02",9.98
"81","2016-03-03",9.98
"82","2016-03-04",9.98
"83","2016-03-07",9.98
"84","2016-03-08",9.98
"85","2016-03-09",9.95
"86","2016-03-10",9.97
"87","2016-03-11",9.96
"88","2016-03-14",10
"89","2016-03-15",10
"90","2016-03-16",10
"91","2016-03-17",10
"92","2016-03-18",10
"93","2016-03-21",10
"94","2016-03-22",10
"95","2016-03-23",10
"96","2016-03-24",10
"97","2016-03-28",10
"98","2016-03-29",10
"99","2016-03-30",10
"100","2016-03-31",10
"101","2016-04-01",10
"102","2016-04-04",10.04
"103","2016-04-05",10.04
"104","2016-04-06",10.08
"105","2016-04-07",10.08
"106","2016-04-08",10.08
"107","2016-04-11",10.13
"108","2016-04-12",10.07
"109","2016-04-13",10.05
"110","2016-04-14",10.05
"111","2016-04-15",10.05
"112","2016-04-18",10.05
"113","2016-04-19",10.05
"114","2016-04-20",10.05
"115","2016-04-21",10.05
"116","2016-04-22",10.06
"117","2016-04-25",10.06
"118","2016-04-26",10.05
"119","2016-04-27",10.11
"120","2016-04-28",10.07
"121","2016-04-29",10.05
"122","2016-05-02",10.05
"123","2016-05-03",10.07
"124","2016-05-04",10.07
"125","2016-05-05",10.07
"126","2016-05-06",10.07
"127","2016-05-09",10.05
"128","2016-05-10",10.1
"129","2016-05-11",10.13
"130","2016-05-12",10.11
"131","2016-05-13",10.12
"132","2016-05-16",10.1
"133","2016-05-17",10.11
"134","2016-05-18",10.05
"135","2016-05-19",10.06
"136","2016-05-20",10.07
"137","2016-05-23",10.06
"138","2016-05-24",10.12
"139","2016-05-25",10.14
"140","2016-05-26",10.09
"141","2016-05-27",10.1
"142","2016-05-31",10.1
"143","2016-06-01",10.13
"144","2016-06-02",10.06
"145","2016-06-03",10.12
"146","2016-06-06",10.07
"147","2016-06-07",10.07
"148","2016-06-08",10.07
"149","2016-06-09",10.07
"150","2016-06-10",10.07
"151","2016-06-13",10.07
"152","2016-06-14",10.07
"153","2016-06-15",10.07
"154","2016-06-16",10.07
"155","2016-06-17",10.08
"156","2016-06-20",10.07
"157","2016-06-21",10.07
"158","2016-06-22",10.07
"159","2016-06-23",10.07
"160","2016-06-24",10.43
"161","2016-06-27",10.06
"162","2016-06-28",10.06
"163","2016-06-29",10.07
"164","2016-06-30",10.22
"165","2016-07-01",10.22
"166","2016-07-05",10.06
"167","2016-07-06",10.06
"168","2016-07-07",10.06
"169","2016-07-08",10.1
"170","2016-07-11",10.1
"171","2016-07-12",10.11
"172","2016-07-13",10.1
"173","2016-07-14",10.1
"174","2016-07-15",10.1
"175","2016-07-18",10.15
"176","2016-07-19",10.15
"177","2016-07-20",10.151
"178","2016-07-21",10.151
"179","2016-07-22",10.151
"180","2016-07-25",10.12
"181","2016-07-26",10.15
"182","2016-07-27",10.15
"183","2016-07-28",10.239
"184","2016-07-29",10.15
"185","2016-08-01",10.15
"186","2016-08-02",10.15
"187","2016-08-03",10.15
"188","2016-08-04",10.25
"189","2016-08-05",10.25
"190","2016-08-08",10.17
"191","2016-08-09",10.17
"192","2016-08-10",10.17
"193","2016-08-11",10.17
"194","2016-08-12",10.17
"195","2016-08-15",10.25
"196","2016-08-16",10.25
"197","2016-08-17",10.24
"198","2016-08-18",10.26
"199","2016-08-19",10.16
"200","2016-08-22",10.16
"201","2016-08-23",10.16
"202","2016-08-24",10.34
"203","2016-08-25",10.34
"204","2016-08-26",10.2
"205","2016-08-29",10.2
"206","2016-08-30",10.2
"207","2016-08-31",10.2
"208","2016-09-01",10.2
"209","2016-09-02",10.2
"210","2016-09-06",10.15
"211","2016-09-07",10.2
"212","2016-09-08",10.2
"213","2016-09-09",10.23
"214","2016-09-12",10.24
"215","2016-09-13",10.21
"216","2016-09-14",10.21
"217","2016-09-15",10.21
"218","2016-09-16",10.21
"219","2016-09-19",10.21
"220","2016-09-20",10.21
"221","2016-09-21",10.26
"222","2016-09-22",10.25
"223","2016-09-23",10.25
"224","2016-09-26",10.25
"225","2016-09-27",10.25
"226","2016-09-28",10.2
"227","2016-09-29",10.25
"228","2016-09-30",10.25
"229","2016-10-03",10.25
"230","2016-10-04",10.25
"231","2016-10-05",10.25
"232","2016-10-06",10.27
"233","2016-10-07",10.27
"234","2016-10-10",10.27
"235","2016-10-11",10.27
"236","2016-10-12",10.27
"237","2016-10-13",10.24
"238","2016-10-14",10.24
"239","2016-10-17",10.24
"240","2016-10-18",10.24
"241","2016-10-19",10.24
"242","2016-10-20",10.24
"243","2016-10-21",10.24
"244","2016-10-24",10.24
"245","2016-10-25",10.24
"246","2016-10-26",10.24
"247","2016-10-27",10.24
"248","2016-10-28",10.24
"249","2016-10-31",10.25
"250","2016-11-01",10.25
"251","2016-11-02",10.25
"252","2016-11-03",10.25
"253","2016-11-04",10.2
"254","2016-11-07",10.25
"255","2016-11-08",10.3
"256","2016-11-09",10.3
"257","2016-11-10",10.3
"258","2016-11-11",10.25
"259","2016-11-14",10.25
"260","2016-11-15",10.25
"261","2016-11-16",10.25
"262","2016-11-17",10.3
"263","2016-11-18",10.3
"264","2016-11-21",10.3
"265","2016-11-22",10.3
"266","2016-11-23",10.3
"267","2016-11-25",10.3
"268","2016-11-28",10.3
"269","2016-11-29",10.3
"270","2016-11-30",10.3
"271","2016-12-01",10.3
"272","2016-12-02",10.35
"273","2016-12-05",10.35
"274","2016-12-06",10.35
"275","2016-12-07",10.35
"276","2016-12-08",10.35
"277","2016-12-09",10.35
"278","2016-12-12",10.35
"279","2016-12-13",10.35
"280","2016-12-14",10.35
"281","2016-12-15",10.35
"282","2016-12-16",10.35
"283","2016-12-19",10.35
"284","2016-12-20",10.35
"285","2016-12-21",10.363
"286","2016-12-22",10.4
"287","2016-12-23",10.4
"288","2016-12-27",10.4
"289","2016-12-28",10.4
"290","2016-12-29",10.35
"291","2016-12-30",10.35
"292","2017-01-03",10.3
"293","2017-01-04",10.3
"294","2017-01-05",10.4
"295","2017-01-06",10.34
"296","2017-01-09",10.34
"297","2017-01-10",10.35
"298","2017-01-11",10.4
"299","2017-01-12",10.4
"300","2017-01-13",10.4
"301","2017-01-17",10.25
"302","2017-01-18",10.25
"303","2017-01-19",10.25
"304","2017-01-20",10.25
"305","2017-01-23",10.25
"306","2017-01-24",10.25
"307","2017-01-25",10.25
"308","2017-01-26",10.3
"309","2017-01-27",10.3
"310","2017-01-30",10.3
"311","2017-01-31",10.4
"312","2017-02-01",10.4
"313","2017-02-02",10.4
"314","2017-02-03",10.4
"315","2017-02-06",10.4
"316","2017-02-07",10.4
"317","2017-02-08",10.4
"318","2017-02-09",10.4
"319","2017-02-10",10.4
"320","2017-02-13",10.4
"321","2017-02-14",10.35
"322","2017-02-15",10.35
"323","2017-02-16",10.35
"324","2017-02-17",10.35
"325","2017-02-21",10.35
"326","2017-02-22",10.35
"327","2017-02-23",10.35
"328","2017-02-24",10.35
"329","2017-02-27",10.35
"330","2017-02-28",10.35
"331","2017-03-01",10.35
"332","2017-03-02",10.35
"333","2017-03-03",10.35
"334","2017-03-06",10.35
"335","2017-03-07",10.35
"336","2017-03-08",10.35
"337","2017-03-09",10.35
"338","2017-03-10",10.35
"339","2017-03-13",10.35
"340","2017-03-14",10.31
"341","2017-03-15",10.3
"342","2017-03-16",10.3
"343","2017-03-17",10.3
"344","2017-03-20",10.25
"345","2017-03-21",10.3
"346","2017-03-22",10.3
"347","2017-03-23",10.3
"348","2017-03-24",10.3
"349","2017-03-27",10.35
"350","2017-03-28",10.3
"351","2017-03-29",10.3
"352","2017-03-30",10.325
"353","2017-03-31",10.35
"354","2017-04-03",10.35
"355","2017-04-04",10.35
"356","2017-04-05",10.3
"357","2017-04-06",10.35
"358","2017-04-07",10.4
"359","2017-04-10",10.4
"360","2017-04-11",10.4
"361","2017-04-12",10.3
"362","2017-04-13",10.35
"363","2017-04-17",10.4
"364","2017-04-18",10.4
"365","2017-04-19",10.4
"366","2017-04-20",10.4
"367","2017-04-21",10.35
"368","2017-04-24",10.4
"369","2017-04-25",10.4
"370","2017-04-26",10.45
"371","2017-04-27",10.45
"372","2017-04-28",10.45
"373","2017-05-01",10.45
"374","2017-05-02",10.45
"375","2017-05-03",10.45
"376","2017-05-04",10.45
"377","2017-05-05",10.45
"378","2017-05-08",10.46
"379","2017-05-09",10.46
"380","2017-05-10",10.4
"381","2017-05-11",10.4
"382","2017-05-12",10.4
"383","2017-05-15",10.4
"384","2017-05-16",10.4
"385","2017-05-17",10.4
"386","2017-05-18",10.4
"387","2017-05-19",10.4
"388","2017-05-22",10.45
"389","2017-05-23",10.45
"390","2017-05-24",10.45
"391","2017-05-25",10.4
"392","2017-05-26",10.4
"393","2017-05-30",10.4
"394","2017-05-31",10.4
"395","2017-06-01",10.4
"396","2017-06-02",10.4
"397","2017-06-05",10.4
"398","2017-06-06",10.4
"399","2017-06-07",10.4
"400","2017-06-08",10.4
"401","2017-06-09",10.4
"402","2017-06-12",10.4
"403","2017-06-13",10.4
"404","2017-06-14",10.4
"405","2017-06-15",10.4
"406","2017-06-16",10.4
"407","2017-06-19",10.4
"408","2017-06-20",10.25
"409","2017-06-21",10.25
"410","2017-06-22",10.35
"411","2017-06-23",10.35
"412","2017-06-26",10.35
"413","2017-06-27",10.25
"414","2017-06-28",10.25
"415","2017-06-29",10.25
"416","2017-06-30",10.25
"417","2017-07-03",10.25
"418","2017-07-05",10.25
"419","2017-07-06",10.4
"420","2017-07-07",10.4
"421","2017-07-10",10.5
"422","2017-07-11",10.5
"423","2017-07-12",10.1
"424","2017-07-13",10.1
"425","2017-07-14",10.1
"426","2017-07-17",10.1
"427","2017-07-18",10.15
"428","2017-07-19",10.3
"429","2017-07-20",10.3
"430","2017-07-21",10.3
"431","2017-07-24",10.3
"432","2017-07-25",10.3
"433","2017-07-26",10.3
"434","2017-07-27",9.5
"435","2017-07-28",9.5
"436","2017-07-31",9.5
"437","2017-08-01",10.2
"438","2017-08-02",9.9
"439","2017-08-03",10.2
"440","2017-08-04",9.9
"441","2017-08-07",9.6
"442","2017-08-08",9.5
"443","2017-08-09",9.5
"444","2017-08-10",9.6
"445","2017-08-11",9.598
"446","2017-08-14",9.6
"447","2017-08-15",9.7
"448","2017-08-16",9.7
"449","2017-08-17",9.7
"450","2017-08-18",7.45
"451","2017-08-21",6.2
"452","2017-08-22",5.95
"453","2017-08-23",5.462
"454","2017-08-24",5.95
"455","2017-08-25",6.65
"456","2017-08-28",7
"457","2017-08-29",6.75
"458","2017-08-30",6.4
"459","2017-08-31",6.25
"460","2017-09-01",6.15
"461","2017-09-05",5.936
"462","2017-09-06",6.15
"463","2017-09-07",6.3
"464","2017-09-08",6.2
"465","2017-09-11",6.25
"466","2017-09-12",6.155
"467","2017-09-13",6.155
"468","2017-09-14",6.1
"469","2017-09-15",6.15
"470","2017-09-18",5.976
"471","2017-09-19",5.695
"472","2017-09-20",5.6
"473","2017-09-21",5.95
"474","2017-09-22",5.95
"475","2017-09-25",5.75
"476","2017-09-26",5.7
"477","2017-09-27",5.625
"478","2017-09-28",5.5
"479","2017-09-29",5.75
"480","2017-10-02",5.8
"481","2017-10-03",5.9
"482","2017-10-04",5.65
"483","2017-10-05",5.65
"484","2017-10-06",5.6
"485","2017-10-09",5.55
"486","2017-10-10",5.839
"487","2017-10-11",5.75
"488","2017-10-12",5.638
"489","2017-10-13",5.75
"490","2017-10-16",5.55
"491","2017-10-17",5.16
"492","2017-10-18",4.877
"493","2017-10-19",4.7
"494","2017-10-20",4.73
"495","2017-10-23",4.73
"496","2017-10-24",4.4
"497","2017-10-25",4.577
"498","2017-10-26",4.577
"499","2017-10-27",4.25
"500","2017-10-30",4.35
"501","2017-10-31",4
"502","2017-11-01",4.2
"503","2017-11-02",4.175
"504","2017-11-03",4.14
"505","2017-11-06",4.14
"506","2017-11-07",4.14
"507","2017-11-08",5.05
"508","2017-11-09",4.9
"509","2017-11-10",4.85
"510","2017-11-13",4.75
"511","2017-11-14",4.65
"512","2017-11-15",4.65
"513","2017-11-16",4.7
"514","2017-11-17",5.3
"515","2017-11-20",5.531
"516","2017-11-21",5.3
"517","2017-11-22",5.225
"518","2017-11-24",5.27
"519","2017-11-27",5.361
"520","2017-11-28",5.25
"521","2017-11-29",4.9
"522","2017-11-30",5.145
"523","2017-12-01",5.145
"524","2017-12-04",5.145
"525","2017-12-05",5.145
"526","2017-12-06",5.145
"527","2017-12-07",5
"528","2017-12-08",5
"529","2017-12-11",5.45
"530","2017-12-12",5.3
"531","2017-12-13",5.35
"532","2017-12-14",5.414
"533","2017-12-15",5.365
"534","2017-12-18",5.5
"535","2017-12-19",5.005
"536","2017-12-20",5.3
"537","2017-12-21",5.1
"538","2017-12-22",5.05
"539","2017-12-26",5.05
