"","date","GNW"
"1","2007-01-03",34.07
"2","2007-01-04",34.110001
"3","2007-01-05",33.790001
"4","2007-01-08",34.18
"5","2007-01-09",34.25
"6","2007-01-10",34.470001
"7","2007-01-11",34.849998
"8","2007-01-12",34.970001
"9","2007-01-16",34.450001
"10","2007-01-17",34.02
"11","2007-01-18",34.23
"12","2007-01-19",34.310001
"13","2007-01-22",34.080002
"14","2007-01-23",33.990002
"15","2007-01-24",34.720001
"16","2007-01-25",34.110001
"17","2007-01-26",33.990002
"18","2007-01-29",34.27
"19","2007-01-30",34.709999
"20","2007-01-31",34.900002
"21","2007-02-01",35.009998
"22","2007-02-02",35.549999
"23","2007-02-05",35.549999
"24","2007-02-06",36.080002
"25","2007-02-07",36.700001
"26","2007-02-08",36.41
"27","2007-02-09",36.119999
"28","2007-02-12",35.880001
"29","2007-02-13",36.43
"30","2007-02-14",36.630001
"31","2007-02-15",36.040001
"32","2007-02-16",36.299999
"33","2007-02-20",36.959999
"34","2007-02-21",37
"35","2007-02-22",36.700001
"36","2007-02-23",36.189999
"37","2007-02-26",36.040001
"38","2007-02-27",35
"39","2007-02-28",35.330002
"40","2007-03-01",35.139999
"41","2007-03-02",35.040001
"42","2007-03-05",33.990002
"43","2007-03-06",34.560001
"44","2007-03-07",34.529999
"45","2007-03-08",34.91
"46","2007-03-09",35.209999
"47","2007-03-12",35.240002
"48","2007-03-13",34.259998
"49","2007-03-14",34.34
"50","2007-03-15",34.509998
"51","2007-03-16",34.169998
"52","2007-03-19",34.540001
"53","2007-03-20",34.560001
"54","2007-03-21",35.139999
"55","2007-03-22",35.060001
"56","2007-03-23",35.119999
"57","2007-03-26",35.150002
"58","2007-03-27",35.099998
"59","2007-03-28",34.939999
"60","2007-03-29",35
"61","2007-03-30",34.939999
"62","2007-04-02",34.790001
"63","2007-04-03",35.200001
"64","2007-04-04",35.200001
"65","2007-04-05",35.150002
"66","2007-04-09",35.060001
"67","2007-04-10",34.740002
"68","2007-04-11",34.66
"69","2007-04-12",34.66
"70","2007-04-13",35.029999
"71","2007-04-16",35.299999
"72","2007-04-17",35.130001
"73","2007-04-18",35.66
"74","2007-04-19",35.59
"75","2007-04-20",35.580002
"76","2007-04-23",35.540001
"77","2007-04-24",35.220001
"78","2007-04-25",35.619999
"79","2007-04-26",35.790001
"80","2007-04-27",35.82
"81","2007-04-30",36.490002
"82","2007-05-01",34.880001
"83","2007-05-02",34.970001
"84","2007-05-03",35.200001
"85","2007-05-04",35.509998
"86","2007-05-07",35.75
"87","2007-05-08",35.299999
"88","2007-05-09",35.560001
"89","2007-05-10",35.200001
"90","2007-05-11",35.540001
"91","2007-05-14",35.5
"92","2007-05-15",36.209999
"93","2007-05-16",36.509998
"94","2007-05-17",36.279999
"95","2007-05-18",36.360001
"96","2007-05-21",36.400002
"97","2007-05-22",36.18
"98","2007-05-23",36.299999
"99","2007-05-24",35.919998
"100","2007-05-25",35.900002
"101","2007-05-29",35.919998
"102","2007-05-30",36.139999
"103","2007-05-31",36.099998
"104","2007-06-01",36.25
"105","2007-06-04",36.16
"106","2007-06-05",35.790001
"107","2007-06-06",35.439999
"108","2007-06-07",34.630001
"109","2007-06-08",36.02
"110","2007-06-11",35.959999
"111","2007-06-12",35.27
"112","2007-06-13",35.77
"113","2007-06-14",35.66
"114","2007-06-15",35.959999
"115","2007-06-18",35.810001
"116","2007-06-19",36.009998
"117","2007-06-20",35.400002
"118","2007-06-21",35.639999
"119","2007-06-22",35.119999
"120","2007-06-25",34.669998
"121","2007-06-26",34.75
"122","2007-06-27",34.77
"123","2007-06-28",34.98
"124","2007-06-29",34.400002
"125","2007-07-02",34.849998
"126","2007-07-03",35.009998
"127","2007-07-05",34.759998
"128","2007-07-06",34.889999
"129","2007-07-09",34.84
"130","2007-07-10",33.75
"131","2007-07-11",34.040001
"132","2007-07-12",34.490002
"133","2007-07-13",34.330002
"134","2007-07-16",34.259998
"135","2007-07-17",34.049999
"136","2007-07-18",33.990002
"137","2007-07-19",33.34
"138","2007-07-20",32.240002
"139","2007-07-23",32.610001
"140","2007-07-24",32.099998
"141","2007-07-25",32.349998
"142","2007-07-26",31.66
"143","2007-07-27",31.139999
"144","2007-07-30",31.09
"145","2007-07-31",30.52
"146","2007-08-01",30.27
"147","2007-08-02",29.969999
"148","2007-08-03",28.26
"149","2007-08-06",27.889999
"150","2007-08-07",28.059999
"151","2007-08-08",29.15
"152","2007-08-09",27.18
"153","2007-08-10",28.139999
"154","2007-08-13",28.860001
"155","2007-08-14",27.860001
"156","2007-08-15",28.809999
"157","2007-08-16",28.9
"158","2007-08-17",30.15
"159","2007-08-20",29.969999
"160","2007-08-21",29.41
"161","2007-08-22",30.459999
"162","2007-08-23",30.389999
"163","2007-08-24",30.110001
"164","2007-08-27",29.959999
"165","2007-08-28",28.620001
"166","2007-08-29",29.309999
"167","2007-08-30",28.540001
"168","2007-08-31",28.98
"169","2007-09-04",29.18
"170","2007-09-05",28.780001
"171","2007-09-06",28.959999
"172","2007-09-07",28.74
"173","2007-09-10",28.51
"174","2007-09-11",28.889999
"175","2007-09-12",28.799999
"176","2007-09-13",29.5
"177","2007-09-14",29.85
"178","2007-09-17",29.27
"179","2007-09-18",30.450001
"180","2007-09-19",31.209999
"181","2007-09-20",30.58
"182","2007-09-21",30.780001
"183","2007-09-24",30.32
"184","2007-09-25",30.200001
"185","2007-09-26",30.610001
"186","2007-09-27",30.780001
"187","2007-09-28",30.73
"188","2007-10-01",31.709999
"189","2007-10-02",31.370001
"190","2007-10-03",31.33
"191","2007-10-04",31.219999
"192","2007-10-05",31.77
"193","2007-10-08",31.629999
"194","2007-10-09",31.719999
"195","2007-10-10",30.120001
"196","2007-10-11",30.33
"197","2007-10-12",30.440001
"198","2007-10-15",30.33
"199","2007-10-16",29.42
"200","2007-10-17",28.879999
"201","2007-10-18",28.530001
"202","2007-10-19",27.75
"203","2007-10-22",27.75
"204","2007-10-23",27.129999
"205","2007-10-24",26.49
"206","2007-10-25",25.48
"207","2007-10-26",27.799999
"208","2007-10-29",27.9
"209","2007-10-30",27.66
"210","2007-10-31",27.299999
"211","2007-11-01",26.040001
"212","2007-11-02",25.530001
"213","2007-11-05",25.18
"214","2007-11-06",25.68
"215","2007-11-07",24.15
"216","2007-11-08",24.700001
"217","2007-11-09",25.389999
"218","2007-11-12",25.58
"219","2007-11-13",26.620001
"220","2007-11-14",26.77
"221","2007-11-15",25.790001
"222","2007-11-16",25.559999
"223","2007-11-19",25.23
"224","2007-11-20",24.709999
"225","2007-11-21",23.790001
"226","2007-11-23",24.6
"227","2007-11-26",23.33
"228","2007-11-27",23.93
"229","2007-11-28",24.5
"230","2007-11-29",24.58
"231","2007-11-30",26.24
"232","2007-12-03",26.59
"233","2007-12-04",26.02
"234","2007-12-05",26.719999
"235","2007-12-06",27.83
"236","2007-12-07",27.6
"237","2007-12-10",28.190001
"238","2007-12-11",26.129999
"239","2007-12-12",25.940001
"240","2007-12-13",25.65
"241","2007-12-14",24.59
"242","2007-12-17",23.99
"243","2007-12-18",24.35
"244","2007-12-19",24.73
"245","2007-12-20",24.65
"246","2007-12-21",25.129999
"247","2007-12-24",26.049999
"248","2007-12-26",25.66
"249","2007-12-27",25.309999
"250","2007-12-28",25.309999
"251","2007-12-31",25.450001
"252","2008-01-02",25
"253","2008-01-03",24.82
"254","2008-01-04",24.4
"255","2008-01-07",24.469999
"256","2008-01-08",24.16
"257","2008-01-09",23.84
"258","2008-01-10",24.389999
"259","2008-01-11",24.18
"260","2008-01-14",24.690001
"261","2008-01-15",24.129999
"262","2008-01-16",24.75
"263","2008-01-17",22.620001
"264","2008-01-18",21.860001
"265","2008-01-22",21.57
"266","2008-01-23",21.23
"267","2008-01-24",21.969999
"268","2008-01-25",21.77
"269","2008-01-28",22.870001
"270","2008-01-29",23.879999
"271","2008-01-30",23.540001
"272","2008-01-31",24.32
"273","2008-02-01",24.450001
"274","2008-02-04",24.15
"275","2008-02-05",22.889999
"276","2008-02-06",23.129999
