"","date","TMX"
"1277","2019-09-05",NA
"1278","2019-09-06",NA
"1279","2019-09-09",NA
"1280","2019-09-10",NA
"1281","2019-09-11",NA
"1282","2019-09-12",NA
"1283","2019-09-13",NA
"1284","2019-09-16",NA
"1285","2019-09-17",NA
"1286","2019-09-18",NA
"1287","2019-09-19",NA
"1288","2019-09-20",NA
"1289","2019-09-23",NA
"1290","2019-09-24",NA
"1291","2019-09-25",NA
"1292","2019-09-26",NA
"1293","2019-09-27",NA
"1294","2019-09-30",NA
"1295","2019-10-01",NA
"1296","2019-10-02",NA
"1297","2019-10-03",NA
"1298","2019-10-04",NA
"1299","2019-10-07",NA
"1300","2019-10-08",NA
"1301","2019-10-09",NA
"1302","2019-10-10",NA
"1303","2019-10-11",NA
"1304","2019-10-14",NA
"1305","2019-10-15",NA
"1306","2019-10-16",NA
"1307","2019-10-17",NA
"1308","2019-10-18",NA
"1309","2019-10-21",NA
"1310","2019-10-22",NA
"1311","2019-10-23",NA
"1312","2019-10-24",NA
"1313","2019-10-25",NA
"1314","2019-10-28",NA
"1315","2019-10-29",NA
"1316","2019-10-30",NA
"1317","2019-10-31",NA
"1318","2019-11-01",NA
"1319","2019-11-04",NA
"1320","2019-11-05",NA
"1321","2019-11-06",NA
"1322","2019-11-07",NA
"1323","2019-11-08",NA
"1324","2019-11-11",NA
"1325","2019-11-12",NA
"1326","2019-11-13",NA
"1327","2019-11-14",NA
"1328","2019-11-15",NA
"1329","2019-11-18",NA
"1330","2019-11-19",NA
"1331","2019-11-20",NA
"1332","2019-11-21",NA
"1333","2019-11-22",NA
"1334","2019-11-25",NA
"1335","2019-11-26",NA
"1336","2019-11-27",NA
"1337","2019-11-29",NA
"1338","2019-12-02",NA
"1339","2019-12-03",NA
"1340","2019-12-04",NA
"1341","2019-12-05",NA
"1342","2019-12-06",NA
"1343","2019-12-09",NA
"1344","2019-12-10",NA
"1345","2019-12-11",NA
"1346","2019-12-12",NA
"1347","2019-12-13",NA
"1348","2019-12-16",NA
"1349","2019-12-17",NA
"1350","2019-12-18",NA
"1351","2019-12-19",NA
"1352","2019-12-20",NA
"1353","2019-12-23",NA
"1354","2019-12-24",NA
"1355","2019-12-26",NA
"1356","2019-12-27",NA
"1357","2019-12-30",NA
"1358","2019-12-31",NA
"1359","2020-01-02",NA
"1360","2020-01-03",NA
"1361","2020-01-06",NA
"1362","2020-01-07",NA
"1363","2020-01-08",NA
"1364","2020-01-09",NA
"1365","2020-01-10",NA
"1366","2020-01-13",NA
"1367","2020-01-14",NA
"1368","2020-01-15",NA
"1369","2020-01-16",NA
"1370","2020-01-17",NA
"1371","2020-01-21",NA
"1372","2020-01-22",NA
"1373","2020-01-23",NA
"1374","2020-01-24",NA
"1375","2020-01-27",NA
"1376","2020-01-28",NA
"1377","2020-01-29",NA
"1378","2020-01-30",NA
"1379","2020-01-31",NA
"1380","2020-02-03",NA
"1381","2020-02-04",NA
"1382","2020-02-05",NA
"1383","2020-02-06",NA
"1384","2020-02-07",NA
"1385","2020-02-10",NA
"1386","2020-02-11",NA
"1387","2020-02-12",NA
"1388","2020-02-13",NA
"1389","2020-02-14",NA
"1390","2020-02-18",NA
"1391","2020-02-19",NA
"1392","2020-02-20",NA
"1393","2020-02-21",NA
"1394","2020-02-24",NA
"1395","2020-02-25",NA
"1396","2020-02-26",NA
"1397","2020-02-27",NA
"1398","2020-02-28",NA
"1399","2020-03-02",NA
"1400","2020-03-03",NA
"1401","2020-03-04",NA
"1402","2020-03-05",NA
"1403","2020-03-06",NA
"1404","2020-03-09",NA
"1405","2020-03-10",NA
"1406","2020-03-11",NA
"1407","2020-03-12",NA
"1408","2020-03-13",NA
"1409","2020-03-16",NA
"1410","2020-03-17",NA
"1411","2020-03-18",NA
"1412","2020-03-19",NA
"1413","2020-03-20",NA
"1414","2020-03-23",NA
"1415","2020-03-24",NA
"1416","2020-03-25",NA
"1417","2020-03-26",NA
"1418","2020-03-27",NA
"1419","2020-03-30",NA
"1420","2020-03-31",NA
"1421","2020-04-01",NA
"1422","2020-04-02",NA
"1423","2020-04-03",NA
"1424","2020-04-06",25.940001
"1425","2020-04-07",25.66
"1426","2020-04-08",25.639999
"1427","2020-04-09",27
"1428","2020-04-13",26.530001
"1429","2020-04-14",28.219999
"1430","2020-04-15",27.719999
"1431","2020-04-16",28.07
"1432","2020-04-17",28.700001
"1433","2020-04-20",28.07
"1434","2020-04-21",28.01
"1435","2020-04-22",28.059999
"1436","2020-04-23",28.24
"1437","2020-04-24",29.219999
"1438","2020-04-27",30.67
"1439","2020-04-28",32.57
"1440","2020-04-29",34.73
"1441","2020-04-30",34.049999
"1442","2020-05-01",33.150002
"1443","2020-05-04",33.48
"1444","2020-05-05",33.139999
"1445","2020-05-06",32.220001
"1446","2020-05-07",24.91
"1447","2020-05-08",29.709999
"1448","2020-05-11",27.940001
"1449","2020-05-12",27.049999
"1450","2020-05-13",26.129999
"1451","2020-05-14",26.629999
"1452","2020-05-15",26.91
"1453","2020-05-18",28.26
"1454","2020-05-19",27.68
"1455","2020-05-20",28.299999
"1456","2020-05-21",29.209999
"1457","2020-05-22",29.129999
"1458","2020-05-26",30.120001
"1459","2020-05-27",30.91
"1460","2020-05-28",31.639999
"1461","2020-05-29",NA
"1462","2020-06-01",NA
"1463","2020-06-02",NA
"1464","2020-06-03",NA
"1465","2020-06-04",NA
"1466","2020-06-05",NA
"1467","2020-06-08",NA
"1468","2020-06-09",NA
"1469","2020-06-10",NA
"1470","2020-06-11",NA
"1471","2020-06-12",NA
"1472","2020-06-15",NA
"1473","2020-06-16",NA
"1474","2020-06-17",NA
"1475","2020-06-18",NA
"1476","2020-06-19",NA
"1477","2020-06-22",NA
"1478","2020-06-23",NA
"1479","2020-06-24",NA
"1480","2020-06-25",NA
"1481","2020-06-26",NA
"1482","2020-06-29",NA
"1483","2020-06-30",NA
"1484","2020-07-01",NA
"1485","2020-07-02",NA
"1486","2020-07-06",NA
"1487","2020-07-07",NA
"1488","2020-07-08",NA
"1489","2020-07-09",NA
"1490","2020-07-10",NA
"1491","2020-07-13",NA
"1492","2020-07-14",NA
"1493","2020-07-15",NA
"1494","2020-07-16",NA
"1495","2020-07-17",NA
"1496","2020-07-20",NA
"1497","2020-07-21",NA
"1498","2020-07-22",NA
"1499","2020-07-23",NA
"1500","2020-07-24",NA
"1501","2020-07-27",NA
"1502","2020-07-28",NA
"1503","2020-07-29",NA
"1504","2020-07-30",NA
"1505","2020-07-31",NA
"1506","2020-08-03",NA
"1507","2020-08-04",NA
"1508","2020-08-05",NA
"1509","2020-08-06",NA
"1510","2020-08-07",NA
"1511","2020-08-10",NA
"1512","2020-08-11",NA
"1513","2020-08-12",NA
"1514","2020-08-13",NA
"1515","2020-08-14",NA
"1516","2020-08-17",NA
"1517","2020-08-18",NA
"1518","2020-08-19",NA
"1519","2020-08-20",NA
"1520","2020-08-21",NA
"1521","2020-08-24",NA
"1522","2020-08-25",NA
"1523","2020-08-26",NA
"1524","2020-08-27",NA
"1525","2020-08-28",NA
"1526","2020-08-31",NA
"1527","2020-09-01",NA
"1528","2020-09-02",NA
"1529","2020-09-03",NA
"1530","2020-09-04",NA
"1531","2020-09-08",NA
"1532","2020-09-09",NA
"1533","2020-09-10",NA
"1534","2020-09-11",NA
"1535","2020-09-14",NA
"1536","2020-09-15",NA
"1537","2020-09-16",NA
"1538","2020-09-17",NA
"1539","2020-09-18",NA
"1540","2020-09-21",NA
"1541","2020-09-22",NA
"1542","2020-09-23",NA
"1543","2020-09-24",NA
"1544","2020-09-25",NA
"1545","2020-09-28",NA
"1546","2020-09-29",NA
"1547","2020-09-30",NA
"1548","2020-10-01",NA
"1549","2020-10-02",NA
"1550","2020-10-05",41.970001
"1551","2020-10-06",42.389999
"1552","2020-10-07",42.619999
"1553","2020-10-08",42.759998
"1554","2020-10-09",43.689999
"1555","2020-10-12",44.209999
"1556","2020-10-13",44.990002
"1557","2020-10-14",45.790001
"1558","2020-10-15",46.610001
"1559","2020-10-16",47.279999
"1560","2020-10-19",46.959999
"1561","2020-10-20",47.360001
"1562","2020-10-21",46.98
"1563","2020-10-22",47.330002
"1564","2020-10-23",47.689999
"1565","2020-10-26",47.450001
"1566","2020-10-27",47.790001
"1567","2020-10-28",47.380001
"1568","2020-10-29",47.509998
"1569","2020-10-30",47.09
"1570","2020-11-02",46.75
"1571","2020-11-03",48.209999
"1572","2020-11-04",48.900002
"1573","2020-11-05",49.220001
"1574","2020-11-06",48.830002
"1575","2020-11-09",46.57
"1576","2020-11-10",46.98
"1577","2020-11-11",48.759998
"1578","2020-11-12",48.73
"1579","2020-11-13",49.619999
"1580","2020-11-16",49.98
"1581","2020-11-17",49.189999
"1582","2020-11-18",48.799999
"1583","2020-11-19",50.220001
"1584","2020-11-20",50.119999
"1585","2020-11-23",50.880001
"1586","2020-11-24",50.639999
"1587","2020-11-25",49.75
"1588","2020-11-27",49.810001
