"","date","GBCI"
"1","2007-01-03",24.690001
"2","2007-01-04",24.790001
"3","2007-01-05",23.91
"4","2007-01-08",23.76
"5","2007-01-09",23.780001
"6","2007-01-10",23.459999
"7","2007-01-11",23.719999
"8","2007-01-12",23.91
"9","2007-01-16",23.75
"10","2007-01-17",23.48
"11","2007-01-18",23.200001
"12","2007-01-19",23.219999
"13","2007-01-22",22.969999
"14","2007-01-23",23.35
"15","2007-01-24",23.73
"16","2007-01-25",23
"17","2007-01-26",23.139999
"18","2007-01-29",23.559999
"19","2007-01-30",23.620001
"20","2007-01-31",23.469999
"21","2007-02-01",23.540001
"22","2007-02-02",23.4
"23","2007-02-05",23.32
"24","2007-02-06",23.51
"25","2007-02-07",24.35
"26","2007-02-08",24.379999
"27","2007-02-09",24.32
"28","2007-02-12",24.4
"29","2007-02-13",24.639999
"30","2007-02-14",24.549999
"31","2007-02-15",24.559999
"32","2007-02-16",24.74
"33","2007-02-20",25.16
"34","2007-02-21",25.209999
"35","2007-02-22",25.27
"36","2007-02-23",25.280001
"37","2007-02-26",25.16
"38","2007-02-27",24.49
"39","2007-02-28",24.450001
"40","2007-03-01",24.290001
"41","2007-03-02",24.040001
"42","2007-03-05",23.15
"43","2007-03-06",24.07
"44","2007-03-07",23.98
"45","2007-03-08",24.129999
"46","2007-03-09",23.82
"47","2007-03-12",24.01
"48","2007-03-13",23.17
"49","2007-03-14",23.459999
"50","2007-03-15",23.73
"51","2007-03-16",23.610001
"52","2007-03-19",23.639999
"53","2007-03-20",23.82
"54","2007-03-21",24.450001
"55","2007-03-22",24.280001
"56","2007-03-23",24.42
"57","2007-03-26",24.35
"58","2007-03-27",24.110001
"59","2007-03-28",23.860001
"60","2007-03-29",24.01
"61","2007-03-30",24.040001
"62","2007-04-02",23.99
"63","2007-04-03",24.440001
"64","2007-04-04",24.07
"65","2007-04-05",23.870001
"66","2007-04-09",23.82
"67","2007-04-10",23.950001
"68","2007-04-11",23.549999
"69","2007-04-12",23.58
"70","2007-04-13",23.75
"71","2007-04-16",24.610001
"72","2007-04-17",24.41
"73","2007-04-18",24.219999
"74","2007-04-19",23.790001
"75","2007-04-20",24.09
"76","2007-04-23",23.65
"77","2007-04-24",23.77
"78","2007-04-25",23.5
"79","2007-04-26",22.27
"80","2007-04-27",22.200001
"81","2007-04-30",21.48
"82","2007-05-01",21.629999
"83","2007-05-02",22.059999
"84","2007-05-03",21.940001
"85","2007-05-04",22.26
"86","2007-05-07",22.18
"87","2007-05-08",22
"88","2007-05-09",22.07
"89","2007-05-10",21.68
"90","2007-05-11",21.940001
"91","2007-05-14",21.559999
"92","2007-05-15",21.219999
"93","2007-05-16",21.4
"94","2007-05-17",21.059999
"95","2007-05-18",21.09
"96","2007-05-21",21.23
"97","2007-05-22",21.559999
"98","2007-05-23",21.389999
"99","2007-05-24",21.059999
"100","2007-05-25",21.18
"101","2007-05-29",21.459999
"102","2007-05-30",21.360001
"103","2007-05-31",21.4
"104","2007-06-01",21.77
"105","2007-06-04",22.01
"106","2007-06-05",21.99
"107","2007-06-06",21.860001
"108","2007-06-07",21.57
"109","2007-06-08",21.690001
"110","2007-06-11",21.6
"111","2007-06-12",21.16
"112","2007-06-13",21.389999
"113","2007-06-14",21.41
"114","2007-06-15",21.67
"115","2007-06-18",21.74
"116","2007-06-19",21.719999
"117","2007-06-20",21.33
"118","2007-06-21",21.110001
"119","2007-06-22",20.93
"120","2007-06-25",20.59
"121","2007-06-26",20.370001
"122","2007-06-27",20.67
"123","2007-06-28",20.799999
"124","2007-06-29",20.35
"125","2007-07-02",20.629999
"126","2007-07-03",20.790001
"127","2007-07-05",20.66
"128","2007-07-06",20.35
"129","2007-07-09",20.110001
"130","2007-07-10",19.5
"131","2007-07-11",19.450001
"132","2007-07-12",20.059999
"133","2007-07-13",19.9
"134","2007-07-16",19.57
"135","2007-07-17",19.52
"136","2007-07-18",19.129999
"137","2007-07-19",19.5
"138","2007-07-20",19.450001
"139","2007-07-23",19.6
"140","2007-07-24",19.290001
"141","2007-07-25",19.4
"142","2007-07-26",19
"143","2007-07-27",19
"144","2007-07-30",19.27
"145","2007-07-31",19.049999
"146","2007-08-01",19.290001
"147","2007-08-02",19.75
"148","2007-08-03",18.68
"149","2007-08-06",20.1
"150","2007-08-07",20.67
"151","2007-08-08",21.799999
"152","2007-08-09",21.780001
"153","2007-08-10",21.27
"154","2007-08-13",20.59
"155","2007-08-14",20.51
"156","2007-08-15",20.440001
"157","2007-08-16",22.66
"158","2007-08-17",23.389999
"159","2007-08-20",23.02
"160","2007-08-21",23.389999
"161","2007-08-22",22.950001
"162","2007-08-23",22.5
"163","2007-08-24",22.84
"164","2007-08-27",22.67
"165","2007-08-28",21.83
"166","2007-08-29",22.42
"167","2007-08-30",21.9
"168","2007-08-31",21.959999
"169","2007-09-04",22.49
"170","2007-09-05",22.01
"171","2007-09-06",22.35
"172","2007-09-07",21.610001
"173","2007-09-10",21.200001
"174","2007-09-11",21.66
"175","2007-09-12",21.110001
"176","2007-09-13",21.450001
"177","2007-09-14",21.25
"178","2007-09-17",20.59
"179","2007-09-18",22.58
"180","2007-09-19",22.879999
"181","2007-09-20",22.52
"182","2007-09-21",22.42
"183","2007-09-24",22.049999
"184","2007-09-25",21.469999
"185","2007-09-26",21.85
"186","2007-09-27",22.530001
"187","2007-09-28",22.52
"188","2007-10-01",23.299999
"189","2007-10-02",23.84
"190","2007-10-03",22.66
"191","2007-10-04",22.559999
"192","2007-10-05",23.5
"193","2007-10-08",23.01
"194","2007-10-09",23.1
"195","2007-10-10",22.709999
"196","2007-10-11",22.110001
"197","2007-10-12",22.17
"198","2007-10-15",22
"199","2007-10-16",20.950001
"200","2007-10-17",20.299999
"201","2007-10-18",19.77
"202","2007-10-19",19.59
"203","2007-10-22",20.110001
"204","2007-10-23",19.42
"205","2007-10-24",19.07
"206","2007-10-25",18.860001
"207","2007-10-26",20.290001
"208","2007-10-29",20.120001
"209","2007-10-30",20.1
"210","2007-10-31",20.34
"211","2007-11-01",18.74
"212","2007-11-02",18.5
"213","2007-11-05",18.51
"214","2007-11-06",19.15
"215","2007-11-07",18.059999
"216","2007-11-08",18.5
"217","2007-11-09",19.02
"218","2007-11-12",19.370001
"219","2007-11-13",20.32
"220","2007-11-14",19.77
"221","2007-11-15",19.299999
"222","2007-11-16",19.040001
"223","2007-11-19",18.379999
"224","2007-11-20",18.389999
"225","2007-11-21",18.540001
"226","2007-11-23",19.120001
"227","2007-11-26",17.629999
"228","2007-11-27",18.09
"229","2007-11-28",18.98
"230","2007-11-29",19.25
"231","2007-11-30",19.91
"232","2007-12-03",19.25
"233","2007-12-04",18.9
"234","2007-12-05",19.389999
"235","2007-12-06",20.18
"236","2007-12-07",20.049999
"237","2007-12-10",20.17
"238","2007-12-11",19.5
"239","2007-12-12",19.65
"240","2007-12-13",19.629999
"241","2007-12-14",19.120001
"242","2007-12-17",18.799999
"243","2007-12-18",19.99
"244","2007-12-19",19.59
"245","2007-12-20",19.549999
"246","2007-12-21",20
"247","2007-12-24",20.15
"248","2007-12-26",20.190001
"249","2007-12-27",19.139999
"250","2007-12-28",18.870001
"251","2007-12-31",18.74
"252","2008-01-02",18.01
"253","2008-01-03",17.469999
"254","2008-01-04",16.639999
"255","2008-01-07",16.93
"256","2008-01-08",16.209999
"257","2008-01-09",16.5
"258","2008-01-10",16.469999
"259","2008-01-11",15.97
"260","2008-01-14",16.190001
"261","2008-01-15",15.77
"262","2008-01-16",16.16
"263","2008-01-17",15.96
"264","2008-01-18",15.54
"265","2008-01-22",16.110001
"266","2008-01-23",17.01
"267","2008-01-24",17.26
"268","2008-01-25",16.98
"269","2008-01-28",18.18
"270","2008-01-29",18.1
"271","2008-01-30",18.190001
"272","2008-01-31",18.610001
"273","2008-02-01",20.4
"274","2008-02-04",19.780001
"275","2008-02-05",19.66
"276","2008-02-06",19.17
"277","2008-02-07",19.68
"278","2008-02-08",20.07
"279","2008-02-11",19.25
"280","2008-02-12",19.209999
"281","2008-02-13",19.75
"282","2008-02-14",18.93
"283","2008-02-15",18.799999
"284","2008-02-19",18.82
"285","2008-02-20",19.09
"286","2008-02-21",18.58
"287","2008-02-22",18.49
"288","2008-02-25",18.5
"289","2008-02-26",18.66
"290","2008-02-27",18.120001
"291","2008-02-28",17.969999
"292","2008-02-29",17.190001
"293","2008-03-03",17.290001
"294","2008-03-04",17.190001
"295","2008-03-05",16.83
"296","2008-03-06",16.57
"297","2008-03-07",17.219999
"298","2008-03-10",17.85
"299","2008-03-11",19.190001
"300","2008-03-12",18.809999
"301","2008-03-13",19.059999
"302","2008-03-14",18.91
"303","2008-03-17",19.07
"304","2008-03-18",19.6
"305","2008-03-19",19.26
"306","2008-03-20",20.209999
"307","2008-03-24",20.48
"308","2008-03-25",20.18
"309","2008-03-26",19.540001
"310","2008-03-27",19.129999
"311","2008-03-28",18.6
"312","2008-03-31",19.17
"313","2008-04-01",19.719999
"314","2008-04-02",19.950001
"315","2008-04-03",20.1
"316","2008-04-04",19.42
"317","2008-04-07",19.33
"318","2008-04-08",19.02
"319","2008-04-09",18.540001
"320","2008-04-10",18.6
"321","2008-04-11",18.190001
"322","2008-04-14",17.950001
"323","2008-04-15",18.549999
"324","2008-04-16",19.27
"325","2008-04-17",19.41
"326","2008-04-18",19.99
"327","2008-04-21",19.540001
"328","2008-04-22",19.370001
"329","2008-04-23",19.35
"330","2008-04-24",19.75
"331","2008-04-25",20.700001
"332","2008-04-28",20.43
"333","2008-04-29",20.33
"334","2008-04-30",20.58
"335","2008-05-01",21.780001
"336","2008-05-02",21.469999
"337","2008-05-05",21.23
"338","2008-05-06",21.42
"339","2008-05-07",20.74
"340","2008-05-08",20.450001
"341","2008-05-09",20.43
"342","2008-05-12",20.969999
"343","2008-05-13",20.75
"344","2008-05-14",20.84
"345","2008-05-15",20.629999
"346","2008-05-16",20.559999
"347","2008-05-19",20.459999
"348","2008-05-20",20.07
"349","2008-05-21",19.709999
"350","2008-05-22",20.209999
"351","2008-05-23",19.950001
"352","2008-05-27",20.92
"353","2008-05-28",20.59
"354","2008-05-29",20.91
"355","2008-05-30",20.74
"356","2008-06-02",20.200001
"357","2008-06-03",19.75
"358","2008-06-04",19.860001
"359","2008-06-05",20.219999
"360","2008-06-06",19.200001
"361","2008-06-09",18.549999
"362","2008-06-10",18.59
"363","2008-06-11",17.950001
"364","2008-06-12",18.26
"365","2008-06-13",17.889999
"366","2008-06-16",18.42
"367","2008-06-17",18.049999
"368","2008-06-18",17.66
"369","2008-06-19",17.84
"370","2008-06-20",17.440001
"371","2008-06-23",16.6
"372","2008-06-24",17
"373","2008-06-25",17.27
"374","2008-06-26",17.059999
"375","2008-06-27",16.379999
"376","2008-06-30",15.99
"377","2008-07-01",16.200001
"378","2008-07-02",15.68
"379","2008-07-03",15.29
"380","2008-07-07",14.46
"381","2008-07-08",16.040001
"382","2008-07-09",15.22
"383","2008-07-10",15.17
"384","2008-07-11",15.77
"385","2008-07-14",15.16
"386","2008-07-15",15.01
"387","2008-07-16",16.889999
"388","2008-07-17",18.98
"389","2008-07-18",18.9
"390","2008-07-21",18.98
"391","2008-07-22",19.4
"392","2008-07-23",19.73
"393","2008-07-24",18.799999
"394","2008-07-25",21.18
"395","2008-07-28",20.700001
"396","2008-07-29",22.280001
"397","2008-07-30",21.860001
"398","2008-07-31",21.67
"399","2008-08-01",22.1
"400","2008-08-04",22.26
"401","2008-08-05",23.219999
"402","2008-08-06",23.469999
"403","2008-08-07",21.530001
"404","2008-08-08",22.25
"405","2008-08-11",23.1
"406","2008-08-12",22.82
"407","2008-08-13",22.4
"408","2008-08-14",22.75
"409","2008-08-15",23.030001
"410","2008-08-18",22.129999
"411","2008-08-19",21.4
"412","2008-08-20",21.16
"413","2008-08-21",20.73
"414","2008-08-22",21.290001
"415","2008-08-25",20.370001
"416","2008-08-26",20.959999
"417","2008-08-27",20.74
"418","2008-08-28",21.639999
"419","2008-08-29",21.32
"420","2008-09-02",21.700001
"421","2008-09-03",21.91
"422","2008-09-04",20.950001
"423","2008-09-05",21.24
"424","2008-09-08",21.99
"425","2008-09-09",21.040001
"426","2008-09-10",20.59
"427","2008-09-11",21.24
"428","2008-09-12",22.040001
"429","2008-09-15",21.440001
"430","2008-09-16",24.41
"431","2008-09-17",23.360001
"432","2008-09-18",27.34
"433","2008-09-19",27.719999
"434","2008-09-22",25.549999
"435","2008-09-23",24.25
"436","2008-09-24",24.68
"437","2008-09-25",24.35
"438","2008-09-26",24.719999
"439","2008-09-29",23.25
"440","2008-09-30",24.77
"441","2008-10-01",25.09
"442","2008-10-02",24.799999
"443","2008-10-03",25.360001
"444","2008-10-06",22.91
"445","2008-10-07",20.41
"446","2008-10-08",19.389999
"447","2008-10-09",18.5
"448","2008-10-10",20.02
"449","2008-10-13",21.34
"450","2008-10-14",22.639999
"451","2008-10-15",21.440001
"452","2008-10-16",22.15
"453","2008-10-17",21.139999
"454","2008-10-20",22.01
"455","2008-10-21",22.76
"456","2008-10-22",20.879999
"457","2008-10-23",19.25
"458","2008-10-24",17.299999
"459","2008-10-27",17.129999
"460","2008-10-28",18.889999
"461","2008-10-29",19.049999
"462","2008-10-30",19.700001
"463","2008-10-31",20.17
"464","2008-11-03",20.24
"465","2008-11-04",19.120001
"466","2008-11-05",17.360001
"467","2008-11-06",16.85
"468","2008-11-07",17.16
