"","date","GBCI"
"469","2008-11-10",16.870001
"470","2008-11-11",16.780001
"471","2008-11-12",15.56
"472","2008-11-13",17.73
"473","2008-11-14",17.24
"474","2008-11-17",16.610001
"475","2008-11-18",16.32
"476","2008-11-19",15.17
"477","2008-11-20",14.12
"478","2008-11-21",15.23
"479","2008-11-24",17.32
"480","2008-11-25",17.559999
"481","2008-11-26",17.99
"482","2008-11-28",17.780001
"483","2008-12-01",14.51
"484","2008-12-02",16.049999
"485","2008-12-03",16.18
"486","2008-12-04",15.79
"487","2008-12-05",17.33
"488","2008-12-08",17.84
"489","2008-12-09",16.85
"490","2008-12-10",17.379999
"491","2008-12-11",15.66
"492","2008-12-12",17.059999
"493","2008-12-15",15.99
"494","2008-12-16",17.799999
"495","2008-12-17",17.67
"496","2008-12-18",17.459999
"497","2008-12-19",18
"498","2008-12-22",17.92
"499","2008-12-23",18.08
"500","2008-12-24",18.15
"501","2008-12-26",17.91
"502","2008-12-29",18.040001
"503","2008-12-30",18.49
"504","2008-12-31",19.02
"505","2009-01-02",18.66
"506","2009-01-05",17.15
"507","2009-01-06",16.549999
"508","2009-01-07",16.43
"509","2009-01-08",16.530001
"510","2009-01-09",15.37
"511","2009-01-12",14.91
"512","2009-01-13",15.28
"513","2009-01-14",14.69
"514","2009-01-15",14.61
"515","2009-01-16",14.94
"516","2009-01-20",12.78
"517","2009-01-21",13.93
"518","2009-01-22",13.05
"519","2009-01-23",13.68
"520","2009-01-26",13.54
"521","2009-01-27",13.77
"522","2009-01-28",15.37
"523","2009-01-29",14.26
"524","2009-01-30",15.35
"525","2009-02-02",16.35
"526","2009-02-03",15.92
"527","2009-02-04",15.99
"528","2009-02-05",16.75
"529","2009-02-06",17.76
"530","2009-02-09",17.91
"531","2009-02-10",17.1
"532","2009-02-11",17.379999
"533","2009-02-12",17.719999
"534","2009-02-13",17.16
"535","2009-02-17",15.6
"536","2009-02-18",15
"537","2009-02-19",14.36
"538","2009-02-20",14.49
"539","2009-02-23",14.25
"540","2009-02-24",15.39
"541","2009-02-25",15.64
"542","2009-02-26",15.96
"543","2009-02-27",15.39
"544","2009-03-02",14.39
"545","2009-03-03",13.54
"546","2009-03-04",14.29
"547","2009-03-05",12.24
"548","2009-03-06",12.21
"549","2009-03-09",12.15
"550","2009-03-10",13.77
"551","2009-03-11",13.98
"552","2009-03-12",14.88
"553","2009-03-13",14.95
"554","2009-03-16",14.9
"555","2009-03-17",15.78
"556","2009-03-18",17.08
"557","2009-03-19",16.98
"558","2009-03-20",16.559999
"559","2009-03-23",19.360001
"560","2009-03-24",17.139999
"561","2009-03-25",17.17
"562","2009-03-26",17.01
"563","2009-03-27",16.01
"564","2009-03-30",15.42
"565","2009-03-31",15.71
"566","2009-04-01",15.81
"567","2009-04-02",16.110001
"568","2009-04-03",16.290001
"569","2009-04-06",15.76
"570","2009-04-07",14.97
"571","2009-04-08",14.87
"572","2009-04-09",16.799999
"573","2009-04-13",17.639999
"574","2009-04-14",16.82
"575","2009-04-15",17.530001
"576","2009-04-16",18.23
"577","2009-04-17",18.51
"578","2009-04-20",16.57
"579","2009-04-21",17.23
"580","2009-04-22",16.709999
"581","2009-04-23",16.51
"582","2009-04-24",17
"583","2009-04-27",15.34
"584","2009-04-28",15.33
"585","2009-04-29",16.139999
"586","2009-04-30",15.32
"587","2009-05-01",15.03
"588","2009-05-04",16.52
"589","2009-05-05",16.559999
"590","2009-05-06",17.74
"591","2009-05-07",17.16
"592","2009-05-08",18.969999
"593","2009-05-11",18.5
"594","2009-05-12",17.959999
"595","2009-05-13",16.49
"596","2009-05-14",16.9
"597","2009-05-15",16.280001
"598","2009-05-18",17.34
"599","2009-05-19",16.5
"600","2009-05-20",15.76
"601","2009-05-21",15.84
"602","2009-05-22",15.9
"603","2009-05-26",16.66
"604","2009-05-27",15.75
"605","2009-05-28",15.89
"606","2009-05-29",16.57
"607","2009-06-01",16.559999
"608","2009-06-02",16.129999
"609","2009-06-03",16.01
"610","2009-06-04",16.360001
"611","2009-06-05",15.66
"612","2009-06-08",15.86
"613","2009-06-09",15.86
"614","2009-06-10",15.71
"615","2009-06-11",15.85
"616","2009-06-12",15.53
"617","2009-06-15",15.03
"618","2009-06-16",14.76
"619","2009-06-17",14.67
"620","2009-06-18",15.09
"621","2009-06-19",15.46
"622","2009-06-22",14.83
"623","2009-06-23",14.69
"624","2009-06-24",14.74
"625","2009-06-25",15.25
"626","2009-06-26",15.34
"627","2009-06-29",15.27
"628","2009-06-30",14.77
"629","2009-07-01",14.73
"630","2009-07-02",14.04
"631","2009-07-06",13.76
"632","2009-07-07",13.49
"633","2009-07-08",13.52
"634","2009-07-09",13.76
"635","2009-07-10",12.92
"636","2009-07-13",13.65
"637","2009-07-14",13.89
"638","2009-07-15",14.1
"639","2009-07-16",14.07
"640","2009-07-17",13.54
"641","2009-07-20",13.68
"642","2009-07-21",13.46
"643","2009-07-22",13.81
"644","2009-07-23",14.72
"645","2009-07-24",15.26
"646","2009-07-27",15.32
"647","2009-07-28",15.47
"648","2009-07-29",15.35
"649","2009-07-30",15.81
"650","2009-07-31",15.57
"651","2009-08-03",15.68
"652","2009-08-04",15.7
"653","2009-08-05",15.49
"654","2009-08-06",15.37
"655","2009-08-07",16.51
"656","2009-08-10",16.799999
"657","2009-08-11",16.219999
"658","2009-08-12",16.309999
"659","2009-08-13",15.96
"660","2009-08-14",15.47
"661","2009-08-17",14.64
"662","2009-08-18",14.84
"663","2009-08-19",14.8
"664","2009-08-20",14.99
"665","2009-08-21",15.85
"666","2009-08-24",15.24
"667","2009-08-25",15.15
"668","2009-08-26",15.46
"669","2009-08-27",15.23
"670","2009-08-28",15.05
"671","2009-08-31",14.91
"672","2009-09-01",14.48
"673","2009-09-02",14.24
"674","2009-09-03",14.39
"675","2009-09-04",14.42
"676","2009-09-08",14.76
"677","2009-09-09",15.05
"678","2009-09-10",14.96
"679","2009-09-11",14.94
"680","2009-09-14",14.73
"681","2009-09-15",14.91
"682","2009-09-16",15.59
"683","2009-09-17",15.27
"684","2009-09-18",15.32
"685","2009-09-21",15.04
"686","2009-09-22",15.19
"687","2009-09-23",14.92
"688","2009-09-24",14.84
"689","2009-09-25",14.72
"690","2009-09-28",15.08
"691","2009-09-29",14.87
"692","2009-09-30",14.94
"693","2009-10-01",14.2
"694","2009-10-02",13.87
"695","2009-10-05",13.91
"696","2009-10-06",14.17
"697","2009-10-07",14.34
"698","2009-10-08",14.51
"699","2009-10-09",14.62
"700","2009-10-12",14.55
"701","2009-10-13",14.44
"702","2009-10-14",14.61
"703","2009-10-15",14.22
"704","2009-10-16",13.38
"705","2009-10-19",13.44
"706","2009-10-20",13.36
"707","2009-10-21",12.97
"708","2009-10-22",13.43
"709","2009-10-23",13.27
"710","2009-10-26",13.32
"711","2009-10-27",13.38
"712","2009-10-28",13.12
"713","2009-10-29",13.42
"714","2009-10-30",13.09
"715","2009-11-02",12.99
"716","2009-11-03",12.94
"717","2009-11-04",12.46
"718","2009-11-05",12.51
"719","2009-11-06",12.29
"720","2009-11-09",12.2
"721","2009-11-10",11.92
"722","2009-11-11",12.17
"723","2009-11-12",12.15
"724","2009-11-13",12.3
"725","2009-11-16",13.14
"726","2009-11-17",13.26
"727","2009-11-18",13.52
"728","2009-11-19",13.24
"729","2009-11-20",13.17
"730","2009-11-23",13.4
"731","2009-11-24",13.28
"732","2009-11-25",13.16
"733","2009-11-27",13.1
"734","2009-11-30",13.08
"735","2009-12-01",13.05
"736","2009-12-02",13.09
"737","2009-12-03",12.75
"738","2009-12-04",13.03
"739","2009-12-07",13.03
"740","2009-12-08",13.07
"741","2009-12-09",12.96
"742","2009-12-10",12.8
"743","2009-12-11",13
"744","2009-12-14",13.09
"745","2009-12-15",12.86
"746","2009-12-16",12.95
"747","2009-12-17",12.72
"748","2009-12-18",13.5
"749","2009-12-21",13.56
"750","2009-12-22",13.62
"751","2009-12-23",13.61
"752","2009-12-24",13.81
"753","2009-12-28",13.78
"754","2009-12-29",13.82
"755","2009-12-30",13.84
"756","2009-12-31",13.72
"757","2010-01-04",13.88
"758","2010-01-05",13.8
"759","2010-01-06",13.89
"760","2010-01-07",13.93
"761","2010-01-08",13.89
"762","2010-01-11",13.87
"763","2010-01-12",14.15
"764","2010-01-13",14.2
"765","2010-01-14",14.42
"766","2010-01-15",14.21
"767","2010-01-19",14.62
"768","2010-01-20",14.68
"769","2010-01-21",15.07
"770","2010-01-22",14.64
"771","2010-01-25",14.93
"772","2010-01-26",14.96
"773","2010-01-27",15.63
"774","2010-01-28",15.39
"775","2010-01-29",14.34
"776","2010-02-01",14.43
"777","2010-02-02",14.1
"778","2010-02-03",14.12
"779","2010-02-04",13.88
"780","2010-02-05",14.06
"781","2010-02-08",13.83
"782","2010-02-09",13.99
"783","2010-02-10",13.96
"784","2010-02-11",13.75
"785","2010-02-12",13.75
"786","2010-02-16",13.94
"787","2010-02-17",13.9
"788","2010-02-18",13.97
"789","2010-02-19",13.92
"790","2010-02-22",13.93
"791","2010-02-23",14.07
"792","2010-02-24",14.48
"793","2010-02-25",14.33
"794","2010-02-26",14.5
"795","2010-03-01",14.5
"796","2010-03-02",14.47
"797","2010-03-03",14.45
"798","2010-03-04",14.37
"799","2010-03-05",14.52
"800","2010-03-08",14.44
"801","2010-03-09",14.63
"802","2010-03-10",14.61
"803","2010-03-11",14.71
"804","2010-03-12",14.79
"805","2010-03-15",15.05
"806","2010-03-16",15.28
"807","2010-03-17",15.6
"808","2010-03-18",15.73
"809","2010-03-19",15.93
"810","2010-03-22",15.94
"811","2010-03-23",15.85
"812","2010-03-24",15.78
"813","2010-03-25",15.48
"814","2010-03-26",15.32
"815","2010-03-29",15.29
"816","2010-03-30",15.06
"817","2010-03-31",15.23
"818","2010-04-01",15.28
"819","2010-04-05",15.58
"820","2010-04-06",16.139999
"821","2010-04-07",16.4
"822","2010-04-08",16.73
"823","2010-04-09",16.620001
"824","2010-04-12",16.75
"825","2010-04-13",16.709999
"826","2010-04-14",17.440001
"827","2010-04-15",17.379999
"828","2010-04-16",16.959999
"829","2010-04-19",17.209999
"830","2010-04-20",17.25
"831","2010-04-21",17.450001
"832","2010-04-22",17.690001
"833","2010-04-23",18.879999
"834","2010-04-26",18.280001
"835","2010-04-27",17.709999
"836","2010-04-28",17.66
"837","2010-04-29",18.5
"838","2010-04-30",18.49
"839","2010-05-03",18.860001
"840","2010-05-04",18.139999
"841","2010-05-05",17.93
"842","2010-05-06",16.92
"843","2010-05-07",16.559999
"844","2010-05-10",17.57
"845","2010-05-11",17.93
"846","2010-05-12",18.389999
"847","2010-05-13",18.299999
"848","2010-05-14",17.9
"849","2010-05-17",18.030001
"850","2010-05-18",17.469999
"851","2010-05-19",17.27
"852","2010-05-20",16.24
"853","2010-05-21",16.49
"854","2010-05-24",15.97
"855","2010-05-25",16.08
"856","2010-05-26",15.89
"857","2010-05-27",16.32
"858","2010-05-28",15.86
"859","2010-06-01",15.43
"860","2010-06-02",15.99
"861","2010-06-03",16.299999
"862","2010-06-04",15.15
"863","2010-06-07",15.53
"864","2010-06-08",15.09
"865","2010-06-09",14.88
"866","2010-06-10",15.23
"867","2010-06-11",15.66
"868","2010-06-14",15.35
"869","2010-06-15",15.73
"870","2010-06-16",15.71
"871","2010-06-17",15.69
"872","2010-06-18",15.73
"873","2010-06-21",15.59
"874","2010-06-22",15.4
"875","2010-06-23",15.17
"876","2010-06-24",15.06
"877","2010-06-25",15.26
"878","2010-06-28",15.29
"879","2010-06-29",14.81
"880","2010-06-30",14.67
"881","2010-07-01",14.63
"882","2010-07-02",14.75
"883","2010-07-06",14.59
"884","2010-07-07",15.22
"885","2010-07-08",15.24
"886","2010-07-09",15.32
"887","2010-07-12",15.23
"888","2010-07-13",15.73
"889","2010-07-14",15.42
"890","2010-07-15",15.11
"891","2010-07-16",14.75
"892","2010-07-19",14.76
"893","2010-07-20",15.17
"894","2010-07-21",14.57
"895","2010-07-22",14.98
"896","2010-07-23",16.24
"897","2010-07-26",16.700001
"898","2010-07-27",16.73
"899","2010-07-28",16.440001
"900","2010-07-29",16.459999
"901","2010-07-30",15.98
"902","2010-08-02",16.35
"903","2010-08-03",16.309999
"904","2010-08-04",16.469999
"905","2010-08-05",16.129999
"906","2010-08-06",15.87
"907","2010-08-09",16.42
"908","2010-08-10",16.040001
"909","2010-08-11",15.22
"910","2010-08-12",15.08
"911","2010-08-13",14.94
"912","2010-08-16",15.12
"913","2010-08-17",15.25
"914","2010-08-18",15.23
"915","2010-08-19",14.59
"916","2010-08-20",14.43
"917","2010-08-23",14.28
"918","2010-08-24",14.15
"919","2010-08-25",14.15
"920","2010-08-26",14.13
"921","2010-08-27",14.42
"922","2010-08-30",13.81
"923","2010-08-31",13.84
"924","2010-09-01",14.25
"925","2010-09-02",14.31
"926","2010-09-03",14.36
"927","2010-09-07",13.95
"928","2010-09-08",14.09
"929","2010-09-09",14.13
"930","2010-09-10",14.09
"931","2010-09-13",14.35
"932","2010-09-14",14.08
"933","2010-09-15",14.09
"934","2010-09-16",13.98
"935","2010-09-17",13.94
"936","2010-09-20",14.33
"937","2010-09-21",14.04
"938","2010-09-22",13.94
"939","2010-09-23",13.75
"940","2010-09-24",14.26
"941","2010-09-27",14.19
"942","2010-09-28",14.38
"943","2010-09-29",14.46
"944","2010-09-30",14.59
"945","2010-10-01",14.63
"946","2010-10-04",14.35
"947","2010-10-05",14.84
"948","2010-10-06",14.71
"949","2010-10-07",14.59
"950","2010-10-08",14.76
"951","2010-10-11",14.53
"952","2010-10-12",14.55
"953","2010-10-13",15.01
"954","2010-10-14",14.89
"955","2010-10-15",14.63
"956","2010-10-18",15.08
"957","2010-10-19",14.81
"958","2010-10-20",14.69
"959","2010-10-21",14.14
"960","2010-10-22",13.65
"961","2010-10-25",13.32
"962","2010-10-26",13.26
"963","2010-10-27",13.3
"964","2010-10-28",13.08
"965","2010-10-29",13
"966","2010-11-01",13.01
"967","2010-11-02",13.32
"968","2010-11-03",13.5
"969","2010-11-04",13.65
"970","2010-11-05",13.71
"971","2010-11-08",13.6
"972","2010-11-09",13.33
"973","2010-11-10",13.67
"974","2010-11-11",13.51
"975","2010-11-12",13.34
"976","2010-11-15",13.56
"977","2010-11-16",13.45
"978","2010-11-17",13.16
"979","2010-11-18",13.4
"980","2010-11-19",13.32
"981","2010-11-22",13.25
