"","date","SO"
"1","2007-01-03",36.98
"2","2007-01-04",37
"3","2007-01-05",36.439999
"4","2007-01-08",36.540001
"5","2007-01-09",36.639999
"6","2007-01-10",36.57
"7","2007-01-11",36.720001
"8","2007-01-12",36.25
"9","2007-01-16",36.470001
"10","2007-01-17",36.709999
"11","2007-01-18",36.630001
"12","2007-01-19",36.73
"13","2007-01-22",36.639999
"14","2007-01-23",36.720001
"15","2007-01-24",36.759998
"16","2007-01-25",36.75
"17","2007-01-26",36.389999
"18","2007-01-29",36.25
"19","2007-01-30",36.220001
"20","2007-01-31",36.529999
"21","2007-02-01",36.330002
"22","2007-02-02",36.299999
"23","2007-02-05",36.41
"24","2007-02-06",36.580002
"25","2007-02-07",36.5
"26","2007-02-08",36.360001
"27","2007-02-09",36.389999
"28","2007-02-12",36.259998
"29","2007-02-13",36.52
"30","2007-02-14",36.540001
"31","2007-02-15",36.349998
"32","2007-02-16",36.419998
"33","2007-02-20",36.580002
"34","2007-02-21",36.349998
"35","2007-02-22",36.32
"36","2007-02-23",36.209999
"37","2007-02-26",36.400002
"38","2007-02-27",35.48
"39","2007-02-28",35.799999
"40","2007-03-01",35.91
"41","2007-03-02",35.400002
"42","2007-03-05",35.040001
"43","2007-03-06",35.490002
"44","2007-03-07",35.360001
"45","2007-03-08",35.580002
"46","2007-03-09",35.25
"47","2007-03-12",35.450001
"48","2007-03-13",35.040001
"49","2007-03-14",35.32
"50","2007-03-15",35.669998
"51","2007-03-16",35.389999
"52","2007-03-19",35.82
"53","2007-03-20",36.279999
"54","2007-03-21",36.759998
"55","2007-03-22",36.68
"56","2007-03-23",36.849998
"57","2007-03-26",37.040001
"58","2007-03-27",36.799999
"59","2007-03-28",36.639999
"60","2007-03-29",36.91
"61","2007-03-30",36.650002
"62","2007-04-02",37.080002
"63","2007-04-03",37.189999
"64","2007-04-04",37.099998
"65","2007-04-05",37.200001
"66","2007-04-09",37.310001
"67","2007-04-10",37.419998
"68","2007-04-11",37.389999
"69","2007-04-12",37.369999
"70","2007-04-13",37.450001
"71","2007-04-16",37.419998
"72","2007-04-17",37.73
"73","2007-04-18",37.939999
"74","2007-04-19",37.790001
"75","2007-04-20",38.18
"76","2007-04-23",38
"77","2007-04-24",38.310001
"78","2007-04-25",38.650002
"79","2007-04-26",38.490002
"80","2007-04-27",38.169998
"81","2007-04-30",37.790001
"82","2007-05-01",38.009998
"83","2007-05-02",38.060001
"84","2007-05-03",37.650002
"85","2007-05-04",37.610001
"86","2007-05-07",37.779999
"87","2007-05-08",37.689999
"88","2007-05-09",37.560001
"89","2007-05-10",36.849998
"90","2007-05-11",36.98
"91","2007-05-14",37
"92","2007-05-15",37.080002
"93","2007-05-16",37.490002
"94","2007-05-17",37.23
"95","2007-05-18",37.330002
"96","2007-05-21",37.330002
"97","2007-05-22",37.16
"98","2007-05-23",36.630001
"99","2007-05-24",35.880001
"100","2007-05-25",35.470001
"101","2007-05-29",35.700001
"102","2007-05-30",35.970001
"103","2007-05-31",36.009998
"104","2007-06-01",35.869999
"105","2007-06-04",35.77
"106","2007-06-05",35.299999
"107","2007-06-06",35.290001
"108","2007-06-07",34.310001
"109","2007-06-08",34.599998
"110","2007-06-11",34.700001
"111","2007-06-12",34.139999
"112","2007-06-13",34.900002
"113","2007-06-14",35.139999
"114","2007-06-15",35.610001
"115","2007-06-18",35.16
"116","2007-06-19",35.419998
"117","2007-06-20",34.560001
"118","2007-06-21",34.740002
"119","2007-06-22",33.950001
"120","2007-06-25",33.82
"121","2007-06-26",33.790001
"122","2007-06-27",34.240002
"123","2007-06-28",33.900002
"124","2007-06-29",34.290001
"125","2007-07-02",34.639999
"126","2007-07-03",34.610001
"127","2007-07-05",34.400002
"128","2007-07-06",34.080002
"129","2007-07-09",34.299999
"130","2007-07-10",33.740002
"131","2007-07-11",34.040001
"132","2007-07-12",34.639999
"133","2007-07-13",34.869999
"134","2007-07-16",34.419998
"135","2007-07-17",34.32
"136","2007-07-18",34.439999
"137","2007-07-19",34.950001
"138","2007-07-20",34.259998
"139","2007-07-23",34.560001
"140","2007-07-24",33.799999
"141","2007-07-25",34.639999
"142","2007-07-26",34.16
"143","2007-07-27",33.790001
"144","2007-07-30",33.84
"145","2007-07-31",33.639999
"146","2007-08-01",34.91
"147","2007-08-02",34.939999
"148","2007-08-03",33.619999
"149","2007-08-06",35.310001
"150","2007-08-07",36.349998
"151","2007-08-08",36.869999
"152","2007-08-09",37.009998
"153","2007-08-10",36.66
"154","2007-08-13",35.400002
"155","2007-08-14",35.049999
"156","2007-08-15",35.009998
"157","2007-08-16",35.439999
"158","2007-08-17",36
"159","2007-08-20",36.009998
"160","2007-08-21",36.25
"161","2007-08-22",36.310001
"162","2007-08-23",36
"163","2007-08-24",36.119999
"164","2007-08-27",35.330002
"165","2007-08-28",35.119999
"166","2007-08-29",35.639999
"167","2007-08-30",35.259998
"168","2007-08-31",35.490002
"169","2007-09-04",35.880001
"170","2007-09-05",35.279999
"171","2007-09-06",35.669998
"172","2007-09-07",35.34
"173","2007-09-10",35.540001
"174","2007-09-11",35.939999
"175","2007-09-12",36.150002
"176","2007-09-13",36.34
"177","2007-09-14",36.400002
"178","2007-09-17",36.32
"179","2007-09-18",36.93
"180","2007-09-19",37.360001
"181","2007-09-20",36.959999
"182","2007-09-21",37.040001
"183","2007-09-24",36.869999
"184","2007-09-25",36.860001
"185","2007-09-26",37.060001
"186","2007-09-27",36.970001
"187","2007-09-28",36.279999
"188","2007-10-01",36.880001
"189","2007-10-02",36.82
"190","2007-10-03",36.900002
"191","2007-10-04",36.919998
"192","2007-10-05",36.73
"193","2007-10-08",36.630001
"194","2007-10-09",37.189999
"195","2007-10-10",36.799999
"196","2007-10-11",36.740002
"197","2007-10-12",36.650002
"198","2007-10-15",36.389999
"199","2007-10-16",36.130001
"200","2007-10-17",36.139999
"201","2007-10-18",36.07
"202","2007-10-19",35.400002
"203","2007-10-22",35.59
"204","2007-10-23",35.619999
"205","2007-10-24",35.720001
"206","2007-10-25",36.110001
"207","2007-10-26",36.200001
"208","2007-10-29",36.450001
"209","2007-10-30",36.290001
"210","2007-10-31",36.66
"211","2007-11-01",35.599998
"212","2007-11-02",35.720001
"213","2007-11-05",35.900002
"214","2007-11-06",35.810001
"215","2007-11-07",35.200001
"216","2007-11-08",36.189999
"217","2007-11-09",35.849998
"218","2007-11-12",36.009998
"219","2007-11-13",36.32
"220","2007-11-14",36.400002
"221","2007-11-15",36.830002
"222","2007-11-16",37.02
"223","2007-11-19",37.689999
"224","2007-11-20",38.220001
"225","2007-11-21",38.060001
"226","2007-11-23",38.040001
"227","2007-11-26",37.630001
"228","2007-11-27",37.810001
"229","2007-11-28",37.919998
"230","2007-11-29",37.82
"231","2007-11-30",37.619999
"232","2007-12-03",37.810001
"233","2007-12-04",38.18
"234","2007-12-05",38.82
"235","2007-12-06",38.939999
"236","2007-12-07",38.900002
"237","2007-12-10",39.16
"238","2007-12-11",38.450001
"239","2007-12-12",38.490002
"240","2007-12-13",38.919998
"241","2007-12-14",38.490002
"242","2007-12-17",38.110001
"243","2007-12-18",38.790001
"244","2007-12-19",38.41
"245","2007-12-20",38.59
"246","2007-12-21",39.200001
"247","2007-12-24",39.139999
"248","2007-12-26",39.099998
"249","2007-12-27",38.880001
"250","2007-12-28",39.150002
"251","2007-12-31",38.75
"252","2008-01-02",38.119999
"253","2008-01-03",38.110001
"254","2008-01-04",38.709999
"255","2008-01-07",39.490002
"256","2008-01-08",39.700001
"257","2008-01-09",40.5
"258","2008-01-10",40.209999
"259","2008-01-11",39.759998
"260","2008-01-14",39.610001
"261","2008-01-15",39.310001
"262","2008-01-16",39.189999
"263","2008-01-17",38.34
"264","2008-01-18",37.740002
"265","2008-01-22",37
"266","2008-01-23",37.529999
"267","2008-01-24",36.549999
"268","2008-01-25",36.09
"269","2008-01-28",36.130001
"270","2008-01-29",36.540001
"271","2008-01-30",36.389999
"272","2008-01-31",36.369999
"273","2008-02-01",37.299999
"274","2008-02-04",37.59
"275","2008-02-05",36.560001
"276","2008-02-06",36.259998
"277","2008-02-07",35.919998
"278","2008-02-08",35.75
"279","2008-02-11",35.68
"280","2008-02-12",36.209999
"281","2008-02-13",36.139999
"282","2008-02-14",35.810001
"283","2008-02-15",35.779999
"284","2008-02-19",35.75
"285","2008-02-20",35.77
"286","2008-02-21",35.150002
"287","2008-02-22",35.52
"288","2008-02-25",35.799999
"289","2008-02-26",36.189999
"290","2008-02-27",35.700001
"291","2008-02-28",35.189999
"292","2008-02-29",34.529999
"293","2008-03-03",34.650002
"294","2008-03-04",34.98
"295","2008-03-05",34.970001
"296","2008-03-06",34.400002
"297","2008-03-07",34.290001
"298","2008-03-10",34.119999
"299","2008-03-11",35.130001
"300","2008-03-12",34.66
"301","2008-03-13",34.630001
"302","2008-03-14",34.450001
"303","2008-03-17",35.459999
"304","2008-03-18",35.939999
"305","2008-03-19",35.279999
"306","2008-03-20",36.130001
"307","2008-03-24",35.77
"308","2008-03-25",35.709999
"309","2008-03-26",35.66
"310","2008-03-27",35.66
"311","2008-03-28",35.369999
"312","2008-03-31",35.610001
"313","2008-04-01",36.400002
"314","2008-04-02",36.639999
"315","2008-04-03",36.529999
"316","2008-04-04",36.509998
"317","2008-04-07",36.25
"318","2008-04-08",36.27
"319","2008-04-09",36.740002
"320","2008-04-10",36.310001
"321","2008-04-11",36.299999
"322","2008-04-14",36.18
"323","2008-04-15",36.490002
"324","2008-04-16",36.950001
"325","2008-04-17",36.799999
"326","2008-04-18",36.950001
"327","2008-04-21",36.740002
"328","2008-04-22",36.549999
"329","2008-04-23",36.59
"330","2008-04-24",36.759998
"331","2008-04-25",37.099998
"332","2008-04-28",36.900002
"333","2008-04-29",36.790001
"334","2008-04-30",37.23
"335","2008-05-01",36.919998
"336","2008-05-02",37.110001
"337","2008-05-05",36.810001
"338","2008-05-06",36.66
"339","2008-05-07",36.330002
"340","2008-05-08",36.389999
"341","2008-05-09",36.290001
"342","2008-05-12",36.869999
"343","2008-05-13",36.700001
"344","2008-05-14",36.98
"345","2008-05-15",36.720001
"346","2008-05-16",36.740002
"347","2008-05-19",37.040001
"348","2008-05-20",36.849998
"349","2008-05-21",36.490002
"350","2008-05-22",36.810001
"351","2008-05-23",36
"352","2008-05-27",36.189999
"353","2008-05-28",36.130001
"354","2008-05-29",36.279999
"355","2008-05-30",36.200001
"356","2008-06-02",35.610001
"357","2008-06-03",35.360001
"358","2008-06-04",35.68
"359","2008-06-05",35.950001
"360","2008-06-06",34.919998
"361","2008-06-09",35.25
"362","2008-06-10",35.139999
"363","2008-06-11",34.959999
"364","2008-06-12",35.040001
"365","2008-06-13",35.09
"366","2008-06-16",35.279999
"367","2008-06-17",35.150002
"368","2008-06-18",35.02
"369","2008-06-19",34.990002
"370","2008-06-20",34.490002
"371","2008-06-23",34.869999
"372","2008-06-24",34.91
"373","2008-06-25",35.419998
"374","2008-06-26",34.700001
"375","2008-06-27",34.43
"376","2008-06-30",34.919998
"377","2008-07-01",35.16
"378","2008-07-02",35.209999
"379","2008-07-03",35.32
"380","2008-07-07",35.16
"381","2008-07-08",35.810001
"382","2008-07-09",36.619999
"383","2008-07-10",36.5
"384","2008-07-11",35.990002
"385","2008-07-14",35.639999
"386","2008-07-15",35.529999
"387","2008-07-16",35.349998
"388","2008-07-17",34.880001
"389","2008-07-18",34.84
"390","2008-07-21",35.540001
"391","2008-07-22",35.650002
"392","2008-07-23",35.23
"393","2008-07-24",35.52
"394","2008-07-25",35.130001
"395","2008-07-28",35.360001
"396","2008-07-29",35.73
"397","2008-07-30",35.869999
"398","2008-07-31",35.389999
"399","2008-08-01",34.59
"400","2008-08-04",35.299999
"401","2008-08-05",35.889999
"402","2008-08-06",35.619999
"403","2008-08-07",35.330002
"404","2008-08-08",36.57
"405","2008-08-11",37.549999
"406","2008-08-12",37.470001
"407","2008-08-13",37.400002
"408","2008-08-14",37
"409","2008-08-15",37.439999
"410","2008-08-18",37.610001
"411","2008-08-19",37.459999
"412","2008-08-20",37.52
"413","2008-08-21",37.560001
"414","2008-08-22",37.790001
"415","2008-08-25",37.27
"416","2008-08-26",37.580002
"417","2008-08-27",37.66
"418","2008-08-28",38
"419","2008-08-29",37.509998
"420","2008-09-02",37.279999
"421","2008-09-03",37.619999
"422","2008-09-04",37.299999
"423","2008-09-05",37.099998
"424","2008-09-08",38
"425","2008-09-09",37.849998
"426","2008-09-10",37.709999
"427","2008-09-11",37.990002
"428","2008-09-12",38.139999
"429","2008-09-15",38.099998
"430","2008-09-16",39.029999
"431","2008-09-17",38.119999
"432","2008-09-18",39.5
"433","2008-09-19",38.400002
"434","2008-09-22",37.700001
"435","2008-09-23",37.41
"436","2008-09-24",37.970001
"437","2008-09-25",38.619999
"438","2008-09-26",38.619999
"439","2008-09-29",37.25
"440","2008-09-30",37.689999
"441","2008-10-01",37.779999
"442","2008-10-02",37.48
"443","2008-10-03",37.150002
"444","2008-10-06",36.119999
"445","2008-10-07",35.68
"446","2008-10-08",35.41
"447","2008-10-09",33.52
"448","2008-10-10",32.259998
"449","2008-10-13",35.830002
"450","2008-10-14",34.439999
"451","2008-10-15",32.59
"452","2008-10-16",33.740002
"453","2008-10-17",33.490002
"454","2008-10-20",35.77
"455","2008-10-21",35.060001
"456","2008-10-22",33.580002
"457","2008-10-23",36.23
"458","2008-10-24",34.610001
"459","2008-10-27",32.939999
"460","2008-10-28",35.919998
"461","2008-10-29",34.790001
"462","2008-10-30",35.259998
"463","2008-10-31",34.34
"464","2008-11-03",34.799999
"465","2008-11-04",35.18
"466","2008-11-05",34.619999
"467","2008-11-06",33.77
"468","2008-11-07",34.830002
"469","2008-11-10",34.610001
"470","2008-11-11",34.740002
"471","2008-11-12",34.200001
"472","2008-11-13",35.18
"473","2008-11-14",35.209999
"474","2008-11-17",35.48
"475","2008-11-18",35
"476","2008-11-19",34.470001
"477","2008-11-20",33.82
"478","2008-11-21",35.59
"479","2008-11-24",35.5
"480","2008-11-25",35.77
"481","2008-11-26",36.110001
"482","2008-11-28",36.32
"483","2008-12-01",35.169998
"484","2008-12-02",35.52
"485","2008-12-03",36.43
"486","2008-12-04",35.43
"487","2008-12-05",36.889999
"488","2008-12-08",36.990002
"489","2008-12-09",36.560001
"490","2008-12-10",36.709999
"491","2008-12-11",36.360001
"492","2008-12-12",36.34
"493","2008-12-15",35.849998
"494","2008-12-16",37.200001
"495","2008-12-17",36.299999
"496","2008-12-18",36.119999
"497","2008-12-19",35.84
"498","2008-12-22",36.119999
"499","2008-12-23",35.709999
"500","2008-12-24",35.709999
"501","2008-12-26",35.970001
"502","2008-12-29",36.200001
"503","2008-12-30",36.529999
"504","2008-12-31",37
"505","2009-01-02",37.470001
"506","2009-01-05",36.669998
"507","2009-01-06",35.790001
"508","2009-01-07",35.73
"509","2009-01-08",35.59
"510","2009-01-09",35.529999
"511","2009-01-12",35.790001
"512","2009-01-13",34.860001
"513","2009-01-14",34.34
"514","2009-01-15",34.689999
"515","2009-01-16",35.029999
"516","2009-01-20",34.73
"517","2009-01-21",34.939999
"518","2009-01-22",34.950001
"519","2009-01-23",34.650002
"520","2009-01-26",34.939999
"521","2009-01-27",34.939999
"522","2009-01-28",34.369999
"523","2009-01-29",33.860001
"524","2009-01-30",33.450001
"525","2009-02-02",33.290001
"526","2009-02-03",33.470001
"527","2009-02-04",33.549999
"528","2009-02-05",33.34
"529","2009-02-06",33.59
"530","2009-02-09",33.060001
"531","2009-02-10",32.119999
"532","2009-02-11",32.150002
"533","2009-02-12",31.620001
"534","2009-02-13",31.389999
"535","2009-02-17",30.41
"536","2009-02-18",30.719999
"537","2009-02-19",30.870001
"538","2009-02-20",30.17
"539","2009-02-23",29.709999
"540","2009-02-24",30.969999
"541","2009-02-25",31.209999
"542","2009-02-26",30.65
"543","2009-02-27",30.309999
"544","2009-03-02",29.780001
"545","2009-03-03",28.469999
"546","2009-03-04",28.75
"547","2009-03-05",27.809999
"548","2009-03-06",28.049999
"549","2009-03-09",26.82
"550","2009-03-10",27.25
"551","2009-03-11",27.139999
"552","2009-03-12",26.809999
"553","2009-03-13",27.139999
"554","2009-03-16",28.16
"555","2009-03-17",28.82
"556","2009-03-18",29.73
"557","2009-03-19",30.299999
"558","2009-03-20",30.58
"559","2009-03-23",31.82
"560","2009-03-24",30.719999
"561","2009-03-25",30.450001
"562","2009-03-26",30.709999
"563","2009-03-27",30.57
"564","2009-03-30",30.34
"565","2009-03-31",30.620001
"566","2009-04-01",30.809999
"567","2009-04-02",31.07
"568","2009-04-03",31.08
"569","2009-04-06",30.98
"570","2009-04-07",30.940001
"571","2009-04-08",31.379999
"572","2009-04-09",30.889999
"573","2009-04-13",30.530001
"574","2009-04-14",29.85
"575","2009-04-15",30.049999
"576","2009-04-16",29.860001
"577","2009-04-17",29.639999
"578","2009-04-20",29.85
"579","2009-04-21",30.040001
"580","2009-04-22",29.48
"581","2009-04-23",29.51
"582","2009-04-24",29.459999
"583","2009-04-27",29.75
"584","2009-04-28",30.030001
"585","2009-04-29",30.030001
"586","2009-04-30",28.879999
"587","2009-05-01",28.82
"588","2009-05-04",29
"589","2009-05-05",28.91
"590","2009-05-06",29.17
"591","2009-05-07",29.27
"592","2009-05-08",28.76
"593","2009-05-11",28.99
"594","2009-05-12",28.870001
"595","2009-05-13",28.639999
"596","2009-05-14",28.48
"597","2009-05-15",28.120001
"598","2009-05-18",28.120001
"599","2009-05-19",27.98
"600","2009-05-20",27.450001
"601","2009-05-21",27.360001
"602","2009-05-22",27.700001
"603","2009-05-26",28.309999
"604","2009-05-27",28.09
"605","2009-05-28",28.290001
"606","2009-05-29",28.41
