"","date","PRSC"
"1","2007-01-03",24.59
"2","2007-01-04",24.33
"3","2007-01-05",25.110001
"4","2007-01-08",25.16
"5","2007-01-09",25.540001
"6","2007-01-10",25.85
"7","2007-01-11",25.389999
"8","2007-01-12",25.32
"9","2007-01-16",25.540001
"10","2007-01-17",25.280001
"11","2007-01-18",25.6
"12","2007-01-19",25.4
"13","2007-01-22",24.780001
"14","2007-01-23",24.719999
"15","2007-01-24",24.799999
"16","2007-01-25",22.469999
"17","2007-01-26",23.48
"18","2007-01-29",23.959999
"19","2007-01-30",23.5
"20","2007-01-31",22
"21","2007-02-01",21.84
"22","2007-02-02",22.33
"23","2007-02-05",21.879999
"24","2007-02-06",22.200001
"25","2007-02-07",22.33
"26","2007-02-08",22.16
"27","2007-02-09",22.35
"28","2007-02-12",22.84
"29","2007-02-13",23.549999
"30","2007-02-14",23.540001
"31","2007-02-15",23.879999
"32","2007-02-16",24.190001
"33","2007-02-20",24.389999
"34","2007-02-21",24.99
"35","2007-02-22",24.49
"36","2007-02-23",24.190001
"37","2007-02-26",24.209999
"38","2007-02-27",23.139999
"39","2007-02-28",22
"40","2007-03-01",22.309999
"41","2007-03-02",21.889999
"42","2007-03-05",21.41
"43","2007-03-06",21.959999
"44","2007-03-07",21.35
"45","2007-03-08",21.370001
"46","2007-03-09",21.26
"47","2007-03-12",21.379999
"48","2007-03-13",21.709999
"49","2007-03-14",21.870001
"50","2007-03-15",23.120001
"51","2007-03-16",23.139999
"52","2007-03-19",23
"53","2007-03-20",22.77
"54","2007-03-21",23.200001
"55","2007-03-22",24.200001
"56","2007-03-23",24.16
"57","2007-03-26",23.82
"58","2007-03-27",22.99
"59","2007-03-28",23.59
"60","2007-03-29",23.98
"61","2007-03-30",23.719999
"62","2007-04-02",23.99
"63","2007-04-03",24.030001
"64","2007-04-04",23.83
"65","2007-04-05",24.08
"66","2007-04-09",24
"67","2007-04-10",24.01
"68","2007-04-11",23.75
"69","2007-04-12",24.42
"70","2007-04-13",24.209999
"71","2007-04-16",24.709999
"72","2007-04-17",24.75
"73","2007-04-18",24.58
"74","2007-04-19",24.309999
"75","2007-04-20",25.440001
"76","2007-04-23",25.5
"77","2007-04-24",25.940001
"78","2007-04-25",25.68
"79","2007-04-26",25.84
"80","2007-04-27",25.17
"81","2007-04-30",23.98
"82","2007-05-01",24.24
"83","2007-05-02",24.84
"84","2007-05-03",24.41
"85","2007-05-04",26.110001
"86","2007-05-07",25.790001
"87","2007-05-08",25.73
"88","2007-05-09",26.83
"89","2007-05-10",26.290001
"90","2007-05-11",26.25
"91","2007-05-14",26.620001
"92","2007-05-15",26.309999
"93","2007-05-16",26.299999
"94","2007-05-17",26.940001
"95","2007-05-18",27.059999
"96","2007-05-21",27.42
"97","2007-05-22",27.6
"98","2007-05-23",27.190001
"99","2007-05-24",26.129999
"100","2007-05-25",26.440001
"101","2007-05-29",27.09
"102","2007-05-30",27.02
"103","2007-05-31",26.969999
"104","2007-06-01",27.290001
"105","2007-06-04",26.870001
"106","2007-06-05",26.549999
"107","2007-06-06",27.26
"108","2007-06-07",26.51
"109","2007-06-08",26.110001
"110","2007-06-11",26.610001
"111","2007-06-12",26.27
"112","2007-06-13",26.49
"113","2007-06-14",26.66
"114","2007-06-15",27.18
"115","2007-06-18",28.120001
"116","2007-06-19",27.959999
"117","2007-06-20",27.639999
"118","2007-06-21",27.709999
"119","2007-06-22",27.639999
"120","2007-06-25",26.93
"121","2007-06-26",27.07
"122","2007-06-27",27.35
"123","2007-06-28",27.84
"124","2007-06-29",26.719999
"125","2007-07-02",27.02
"126","2007-07-03",27.33
"127","2007-07-05",26.700001
"128","2007-07-06",26.549999
"129","2007-07-09",26.74
"130","2007-07-10",26.139999
"131","2007-07-11",26.24
"132","2007-07-12",26.959999
"133","2007-07-13",27.17
"134","2007-07-16",27.33
"135","2007-07-17",27.200001
"136","2007-07-18",27.120001
"137","2007-07-19",27.85
"138","2007-07-20",27.440001
"139","2007-07-23",28
"140","2007-07-24",27.34
"141","2007-07-25",27.68
"142","2007-07-26",27.1
"143","2007-07-27",26.040001
"144","2007-07-30",26.4
"145","2007-07-31",26.27
"146","2007-08-01",26.799999
"147","2007-08-02",26.940001
"148","2007-08-03",26.58
"149","2007-08-06",27.559999
"150","2007-08-07",28.98
"151","2007-08-08",29.1
"152","2007-08-09",31.6
"153","2007-08-10",31.59
"154","2007-08-13",29.559999
"155","2007-08-14",29.02
"156","2007-08-15",28.43
"157","2007-08-16",29
"158","2007-08-17",29.940001
"159","2007-08-20",29.799999
"160","2007-08-21",29.639999
"161","2007-08-22",29.969999
"162","2007-08-23",29.219999
"163","2007-08-24",29.370001
"164","2007-08-27",29.610001
"165","2007-08-28",29.02
"166","2007-08-29",30.59
"167","2007-08-30",29.85
"168","2007-08-31",30.059999
"169","2007-09-04",30.299999
"170","2007-09-05",29.98
"171","2007-09-06",28.98
"172","2007-09-07",28.24
"173","2007-09-10",28.6
"174","2007-09-11",28.85
"175","2007-09-12",29.120001
"176","2007-09-13",28.26
"177","2007-09-14",28.02
"178","2007-09-17",28.24
"179","2007-09-18",28.959999
"180","2007-09-19",28.66
"181","2007-09-20",28.639999
"182","2007-09-21",28.780001
"183","2007-09-24",28.5
"184","2007-09-25",28.459999
"185","2007-09-26",28.639999
"186","2007-09-27",30.110001
"187","2007-09-28",29.360001
"188","2007-10-01",29.93
"189","2007-10-02",30.17
"190","2007-10-03",29.9
"191","2007-10-04",30
"192","2007-10-05",30.4
"193","2007-10-08",31.280001
"194","2007-10-09",31.559999
"195","2007-10-10",31.860001
"196","2007-10-11",31.33
"197","2007-10-12",31.790001
"198","2007-10-15",31.709999
"199","2007-10-16",30.82
"200","2007-10-17",31.74
"201","2007-10-18",31.4
"202","2007-10-19",30.67
"203","2007-10-22",31.49
"204","2007-10-23",33
"205","2007-10-24",33.23
"206","2007-10-25",32.77
"207","2007-10-26",31.93
"208","2007-10-29",31.76
"209","2007-10-30",31.17
"210","2007-10-31",31.790001
"211","2007-11-01",29.9
"212","2007-11-02",29.790001
"213","2007-11-05",30.549999
"214","2007-11-06",31.469999
"215","2007-11-07",27.969999
"216","2007-11-08",27.549999
"217","2007-11-09",27.700001
"218","2007-11-12",28.01
"219","2007-11-13",29.059999
"220","2007-11-14",29.129999
"221","2007-11-15",28.32
"222","2007-11-16",28.34
"223","2007-11-19",27.790001
"224","2007-11-20",28.33
"225","2007-11-21",27.75
"226","2007-11-23",28.780001
"227","2007-11-26",28.360001
"228","2007-11-27",28.440001
"229","2007-11-28",28.49
"230","2007-11-29",28.290001
"231","2007-11-30",27.98
"232","2007-12-03",27.709999
"233","2007-12-04",28.15
"234","2007-12-05",28.52
"235","2007-12-06",29.25
"236","2007-12-07",29.25
"237","2007-12-10",29.09
"238","2007-12-11",28.57
"239","2007-12-12",29.15
"240","2007-12-13",28.4
"241","2007-12-14",28.41
"242","2007-12-17",27.959999
"243","2007-12-18",28.49
"244","2007-12-19",28.5
"245","2007-12-20",28.280001
"246","2007-12-21",28.26
"247","2007-12-24",28.26
"248","2007-12-26",28.389999
"249","2007-12-27",28.09
"250","2007-12-28",28.01
"251","2007-12-31",28.139999
"252","2008-01-02",28.02
"253","2008-01-03",26.700001
"254","2008-01-04",27.26
"255","2008-01-07",27.950001
"256","2008-01-08",28.02
"257","2008-01-09",28.790001
"258","2008-01-10",29.129999
"259","2008-01-11",29.049999
"260","2008-01-14",28.85
"261","2008-01-15",28.48
"262","2008-01-16",28.110001
"263","2008-01-17",27.67
"264","2008-01-18",28.620001
"265","2008-01-22",28.25
"266","2008-01-23",29.76
"267","2008-01-24",28.75
"268","2008-01-25",28.98
"269","2008-01-28",28.780001
"270","2008-01-29",29.41
"271","2008-01-30",29
"272","2008-01-31",29.530001
"273","2008-02-01",30.76
"274","2008-02-04",30.030001
"275","2008-02-05",29.129999
"276","2008-02-06",29.93
"277","2008-02-07",30.27
"278","2008-02-08",30.32
"279","2008-02-11",30.07
"280","2008-02-12",29.35
"281","2008-02-13",30
"282","2008-02-14",29.4
"283","2008-02-15",28.65
"284","2008-02-19",28.719999
"285","2008-02-20",28.85
"286","2008-02-21",28.35
"287","2008-02-22",28.27
"288","2008-02-25",28.6
"289","2008-02-26",28.940001
"290","2008-02-27",28.77
"291","2008-02-28",28.26
"292","2008-02-29",28.190001
"293","2008-03-03",28.08
"294","2008-03-04",28.049999
"295","2008-03-05",26.52
"296","2008-03-06",26.459999
"297","2008-03-07",26.620001
"298","2008-03-10",25.809999
"299","2008-03-11",25.629999
"300","2008-03-12",25.76
"301","2008-03-13",26.1
"302","2008-03-14",27.15
"303","2008-03-17",26.85
"304","2008-03-18",28.26
"305","2008-03-19",27.969999
"306","2008-03-20",27.969999
"307","2008-03-24",27.950001
"308","2008-03-25",29.030001
"309","2008-03-26",30.09
"310","2008-03-27",30.82
"311","2008-03-28",30
"312","2008-03-31",30
"313","2008-04-01",30.059999
"314","2008-04-02",29.290001
"315","2008-04-03",29.57
"316","2008-04-04",29.370001
"317","2008-04-07",28.85
"318","2008-04-08",29.790001
"319","2008-04-09",29.02
"320","2008-04-10",29.24
"321","2008-04-11",28.690001
"322","2008-04-14",28.08
"323","2008-04-15",28.68
"324","2008-04-16",29.15
"325","2008-04-17",29.129999
"326","2008-04-18",29.35
"327","2008-04-21",29.309999
"328","2008-04-22",28.59
"329","2008-04-23",28.43
"330","2008-04-24",28.299999
"331","2008-04-25",28.280001
"332","2008-04-28",28.139999
"333","2008-04-29",28.17
"334","2008-04-30",28.139999
"335","2008-05-01",28.73
"336","2008-05-02",28.709999
"337","2008-05-05",28.49
"338","2008-05-06",27.950001
"339","2008-05-07",27.4
"340","2008-05-08",27.940001
"341","2008-05-09",28.450001
"342","2008-05-12",29.25
"343","2008-05-13",29.200001
"344","2008-05-14",28.83
"345","2008-05-15",27.67
"346","2008-05-16",27.540001
"347","2008-05-19",27.43
"348","2008-05-20",27.49
"349","2008-05-21",27.25
"350","2008-05-22",26.620001
"351","2008-05-23",26.540001
"352","2008-05-27",27.469999
"353","2008-05-28",27.18
"354","2008-05-29",26.959999
"355","2008-05-30",26.450001
"356","2008-06-02",26.33
"357","2008-06-03",26.93
"358","2008-06-04",26.93
"359","2008-06-05",27.629999
"360","2008-06-06",26.219999
"361","2008-06-09",26.139999
"362","2008-06-10",25.879999
"363","2008-06-11",25.450001
"364","2008-06-12",25.540001
"365","2008-06-13",26.1
"366","2008-06-16",25.959999
"367","2008-06-17",25.99
"368","2008-06-18",25.4
"369","2008-06-19",23.4
"370","2008-06-20",22.85
"371","2008-06-23",22.52
"372","2008-06-24",22.360001
"373","2008-06-25",21.790001
"374","2008-06-26",20.77
"375","2008-06-27",20.68
"376","2008-06-30",21.110001
"377","2008-07-01",20.92
"378","2008-07-02",20.35
"379","2008-07-03",20.200001
"380","2008-07-07",19.549999
"381","2008-07-08",20
"382","2008-07-09",19.42
"383","2008-07-10",19.49
"384","2008-07-11",19.5
"385","2008-07-14",19.790001
"386","2008-07-15",19.309999
"387","2008-07-16",19.33
"388","2008-07-17",19.469999
"389","2008-07-18",19.309999
"390","2008-07-21",19.370001
"391","2008-07-22",19.379999
"392","2008-07-23",19.26
"393","2008-07-24",19
"394","2008-07-25",19.1
"395","2008-07-28",19.25
"396","2008-07-29",10.05
"397","2008-07-30",12.57
"398","2008-07-31",10.9
"399","2008-08-01",10.73
"400","2008-08-04",10.67
"401","2008-08-05",11.77
"402","2008-08-06",11.87
"403","2008-08-07",11.52
"404","2008-08-08",12.08
"405","2008-08-11",12.51
"406","2008-08-12",11.66
"407","2008-08-13",11.81
"408","2008-08-14",12.25
"409","2008-08-15",12.56
"410","2008-08-18",12.88
"411","2008-08-19",12.1
"412","2008-08-20",12.14
"413","2008-08-21",11.85
"414","2008-08-22",12.1
"415","2008-08-25",12.07
"416","2008-08-26",12.6
"417","2008-08-27",12.86
"418","2008-08-28",13.85
"419","2008-08-29",12.81
"420","2008-09-02",13.32
"421","2008-09-03",13.16
"422","2008-09-04",13.25
"423","2008-09-05",13.05
"424","2008-09-08",13.15
"425","2008-09-09",12.99
"426","2008-09-10",13
"427","2008-09-11",13.03
"428","2008-09-12",12.81
"429","2008-09-15",12.39
"430","2008-09-16",12.12
"431","2008-09-17",11.89
"432","2008-09-18",12.64
"433","2008-09-19",12.25
"434","2008-09-22",11.82
"435","2008-09-23",11.94
"436","2008-09-24",10.98
"437","2008-09-25",10.8
"438","2008-09-26",10.55
"439","2008-09-29",9.89
"440","2008-09-30",9.8
"441","2008-10-01",9.47
"442","2008-10-02",8.54
"443","2008-10-03",7.77
"444","2008-10-06",6.59
"445","2008-10-07",6.36
"446","2008-10-08",5.2
"447","2008-10-09",3.62
"448","2008-10-10",4.45
"449","2008-10-13",4.97
"450","2008-10-14",4.62
"451","2008-10-15",4.13
"452","2008-10-16",4.57
"453","2008-10-17",4.75
"454","2008-10-20",5.05
"455","2008-10-21",4.99
"456","2008-10-22",4.61
"457","2008-10-23",1.26
"458","2008-10-24",1.03
"459","2008-10-27",0.93
"460","2008-10-28",0.84
"461","2008-10-29",0.75
"462","2008-10-30",0.95
"463","2008-10-31",1.2
"464","2008-11-03",1.35
"465","2008-11-04",2.6
"466","2008-11-05",2.7
"467","2008-11-06",2.01
"468","2008-11-07",2.73
"469","2008-11-10",2.39
"470","2008-11-11",2.14
"471","2008-11-12",1.9
"472","2008-11-13",2.29
"473","2008-11-14",2.01
"474","2008-11-17",1.9
"475","2008-11-18",1.82
"476","2008-11-19",1.54
"477","2008-11-20",1.29
"478","2008-11-21",1.41
"479","2008-11-24",1.44
"480","2008-11-25",1.43
"481","2008-11-26",1.5
"482","2008-11-28",1.64
"483","2008-12-01",1.42
"484","2008-12-02",1.6
"485","2008-12-03",1.54
"486","2008-12-04",1.59
"487","2008-12-05",1.75
"488","2008-12-08",2
"489","2008-12-09",1.83
"490","2008-12-10",2
"491","2008-12-11",1.86
"492","2008-12-12",1.81
"493","2008-12-15",1.71
"494","2008-12-16",1.9
"495","2008-12-17",1.9
"496","2008-12-18",1.85
"497","2008-12-19",1.92
"498","2008-12-22",1.72
"499","2008-12-23",1.43
"500","2008-12-24",1.48
"501","2008-12-26",1.48
"502","2008-12-29",1.42
"503","2008-12-30",1.33
"504","2008-12-31",1.45
"505","2009-01-02",1.55
"506","2009-01-05",2.25
"507","2009-01-06",2.08
"508","2009-01-07",2.21
"509","2009-01-08",2.11
"510","2009-01-09",2.03
"511","2009-01-12",1.77
"512","2009-01-13",1.71
"513","2009-01-14",1.47
"514","2009-01-15",1.4
"515","2009-01-16",1.55
"516","2009-01-20",1.51
"517","2009-01-21",1.83
"518","2009-01-22",1.77
"519","2009-01-23",1.8
"520","2009-01-26",2.01
"521","2009-01-27",1.96
"522","2009-01-28",2.09
"523","2009-01-29",1.94
"524","2009-01-30",2.15
"525","2009-02-02",2.59
"526","2009-02-03",2.79
"527","2009-02-04",2.63
"528","2009-02-05",2.76
"529","2009-02-06",2.96
"530","2009-02-09",3.17
"531","2009-02-10",3.14
"532","2009-02-11",3.13
"533","2009-02-12",3.21
"534","2009-02-13",3.83
"535","2009-02-17",3.22
"536","2009-02-18",3.41
"537","2009-02-19",3.63
"538","2009-02-20",3.8
"539","2009-02-23",3.54
"540","2009-02-24",3.85
"541","2009-02-25",3.55
"542","2009-02-26",3.23
"543","2009-02-27",3.15
"544","2009-03-02",2.38
"545","2009-03-03",2.16
"546","2009-03-04",2.37
