"","date","KDMN"
"159","2017-03-14",3.37
"160","2017-03-15",3.48
"161","2017-03-16",3.44
"162","2017-03-17",3.57
"163","2017-03-20",4.01
"164","2017-03-21",3.93
"165","2017-03-22",3.73
"166","2017-03-23",3.5
"167","2017-03-24",3.4
"168","2017-03-27",3.58
"169","2017-03-28",3.63
"170","2017-03-29",3.7
"171","2017-03-30",3.76
"172","2017-03-31",3.62
"173","2017-04-03",3.54
"174","2017-04-04",3.44
"175","2017-04-05",3.29
"176","2017-04-06",3.21
"177","2017-04-07",3.08
"178","2017-04-10",3.02
"179","2017-04-11",3.03
"180","2017-04-12",2.8
"181","2017-04-13",2.69
"182","2017-04-17",2.57
"183","2017-04-18",2.5
"184","2017-04-19",2.47
"185","2017-04-20",2.51
"186","2017-04-21",2.38
"187","2017-04-24",2.48
"188","2017-04-25",2.66
"189","2017-04-26",2.79
"190","2017-04-27",2.83
"191","2017-04-28",2.75
"192","2017-05-01",2.75
"193","2017-05-02",2.8
"194","2017-05-03",2.72
"195","2017-05-04",2.72
"196","2017-05-05",2.75
"197","2017-05-08",2.78
"198","2017-05-09",2.92
"199","2017-05-10",2.82
"200","2017-05-11",2.91
"201","2017-05-12",2.65
"202","2017-05-15",2.61
"203","2017-05-16",2.43
"204","2017-05-17",2.41
"205","2017-05-18",2.34
"206","2017-05-19",2.39
"207","2017-05-22",2.65
"208","2017-05-23",2.47
"209","2017-05-24",2.57
"210","2017-05-25",2.47
"211","2017-05-26",2.45
"212","2017-05-30",2.33
"213","2017-05-31",2.26
"214","2017-06-01",2.56
"215","2017-06-02",2.52
"216","2017-06-05",2.47
"217","2017-06-06",2.45
"218","2017-06-07",2.46
"219","2017-06-08",2.45
"220","2017-06-09",2.72
"221","2017-06-12",2.69
"222","2017-06-13",2.63
"223","2017-06-14",2.72
"224","2017-06-15",2.8
"225","2017-06-16",2.74
"226","2017-06-19",2.94
"227","2017-06-20",3.17
"228","2017-06-21",3.56
"229","2017-06-22",3.49
"230","2017-06-23",3.38
"231","2017-06-26",3.72
"232","2017-06-27",3.64
"233","2017-06-28",4
"234","2017-06-29",4.12
"235","2017-06-30",3.89
"236","2017-07-03",3.98
"237","2017-07-05",3.97
"238","2017-07-06",3.81
"239","2017-07-07",3.8
"240","2017-07-10",3.72
"241","2017-07-11",3.38
"242","2017-07-12",3.19
"243","2017-07-13",3.31
"244","2017-07-14",3.14
"245","2017-07-17",3.05
"246","2017-07-18",3.05
"247","2017-07-19",2.92
"248","2017-07-20",3
"249","2017-07-21",2.87
"250","2017-07-24",2.93
"251","2017-07-25",2.72
"252","2017-07-26",2.74
"253","2017-07-27",2.65
"254","2017-07-28",2.52
"255","2017-07-31",2.47
"256","2017-08-01",2.39
"257","2017-08-02",2.33
"258","2017-08-03",2.25
"259","2017-08-04",2.2
"260","2017-08-07",2.36
"261","2017-08-08",2.48
"262","2017-08-09",2.33
"263","2017-08-10",2.21
"264","2017-08-11",2.16
"265","2017-08-14",2.26
"266","2017-08-15",2.13
"267","2017-08-16",2.09
"268","2017-08-17",2.3
"269","2017-08-18",2.25
"270","2017-08-21",2.29
"271","2017-08-22",2.33
"272","2017-08-23",2.31
"273","2017-08-24",2.46
"274","2017-08-25",2.5
"275","2017-08-28",2.47
"276","2017-08-29",2.4
"277","2017-08-30",2.53
"278","2017-08-31",2.62
"279","2017-09-01",2.73
"280","2017-09-05",2.79
"281","2017-09-06",2.54
"282","2017-09-07",2.74
"283","2017-09-08",2.84
"284","2017-09-11",2.97
"285","2017-09-12",3.08
"286","2017-09-13",3.22
"287","2017-09-14",3.25
"288","2017-09-15",3.18
"289","2017-09-18",2.98
"290","2017-09-19",3.17
"291","2017-09-20",3.43
"292","2017-09-21",3.54
"293","2017-09-22",3.52
"294","2017-09-25",3.79
"295","2017-09-26",3.24
"296","2017-09-27",3.35
"297","2017-09-28",3.36
"298","2017-09-29",3.35
"299","2017-10-02",3.38
"300","2017-10-03",3.49
"301","2017-10-04",3.62
"302","2017-10-05",3.91
"303","2017-10-06",3.77
"304","2017-10-09",3.7
"305","2017-10-10",3.68
"306","2017-10-11",3.61
"307","2017-10-12",3.45
"308","2017-10-13",3.42
"309","2017-10-16",3.37
"310","2017-10-17",3.53
"311","2017-10-18",3.45
"312","2017-10-19",3.52
"313","2017-10-20",3.46
"314","2017-10-23",3.43
"315","2017-10-24",3.47
"316","2017-10-25",3.51
"317","2017-10-26",3.51
"318","2017-10-27",3.49
"319","2017-10-30",3.59
"320","2017-10-31",3.61
"321","2017-11-01",3.57
"322","2017-11-02",3.58
"323","2017-11-03",3.59
"324","2017-11-06",3.59
"325","2017-11-07",3.7
"326","2017-11-08",3.68
"327","2017-11-09",3.7
"328","2017-11-10",3.56
"329","2017-11-13",3.61
"330","2017-11-14",3.59
"331","2017-11-15",3.69
"332","2017-11-16",3.69
"333","2017-11-17",3.7
"334","2017-11-20",3.69
"335","2017-11-21",3.59
"336","2017-11-22",3.52
"337","2017-11-24",3.59
"338","2017-11-27",3.65
"339","2017-11-28",3.61
"340","2017-11-29",3.56
"341","2017-11-30",3.57
"342","2017-12-01",3.6
"343","2017-12-04",3.47
"344","2017-12-05",3.5
"345","2017-12-06",3.44
"346","2017-12-07",3.51
"347","2017-12-08",3.64
"348","2017-12-11",3.55
"349","2017-12-12",3.68
"350","2017-12-13",3.64
"351","2017-12-14",3.58
"352","2017-12-15",3.57
"353","2017-12-18",3.54
"354","2017-12-19",3.52
"355","2017-12-20",3.56
"356","2017-12-21",3.54
"357","2017-12-22",3.56
"358","2017-12-26",3.51
"359","2017-12-27",3.48
"360","2017-12-28",3.48
"361","2017-12-29",3.62
"362","2018-01-02",3.64
"363","2018-01-03",3.74
"364","2018-01-04",3.7
"365","2018-01-05",3.72
"366","2018-01-08",3.8
"367","2018-01-09",3.9
"368","2018-01-10",3.78
"369","2018-01-11",3.87
"370","2018-01-12",4.23
"371","2018-01-16",4.38
"372","2018-01-17",4.49
"373","2018-01-18",4.54
"374","2018-01-19",4.88
"375","2018-01-22",5.05
"376","2018-01-23",4.95
"377","2018-01-24",4.96
"378","2018-01-25",5.1
"379","2018-01-26",4.98
"380","2018-01-29",5.83
"381","2018-01-30",5.57
"382","2018-01-31",5.26
"383","2018-02-01",5.21
"384","2018-02-02",5.14
"385","2018-02-05",4.86
"386","2018-02-06",4.76
"387","2018-02-07",5.11
"388","2018-02-08",4.96
"389","2018-02-09",4.79
"390","2018-02-12",4.84
"391","2018-02-13",3.81
"392","2018-02-14",3.79
"393","2018-02-15",3.65
"394","2018-02-16",3.63
"395","2018-02-20",3.75
"396","2018-02-21",3.76
"397","2018-02-22",3.6
"398","2018-02-23",3.64
"399","2018-02-26",3.74
"400","2018-02-27",3.68
"401","2018-02-28",3.61
"402","2018-03-01",3.5
"403","2018-03-02",3.63
"404","2018-03-05",3.73
"405","2018-03-06",3.69
"406","2018-03-07",3.69
"407","2018-03-08",3.78
"408","2018-03-09",4.17
"409","2018-03-12",4.29
"410","2018-03-13",4.24
"411","2018-03-14",4.29
"412","2018-03-15",4.26
"413","2018-03-16",4.48
"414","2018-03-19",4.24
"415","2018-03-20",4.25
"416","2018-03-21",4.4
"417","2018-03-22",4.35
"418","2018-03-23",4.45
"419","2018-03-26",4.25
"420","2018-03-27",4.15
"421","2018-03-28",4.2
"422","2018-03-29",4.25
"423","2018-04-02",4.13
"424","2018-04-03",4.06
"425","2018-04-04",4.1
"426","2018-04-05",4.03
"427","2018-04-06",3.92
"428","2018-04-09",3.98
"429","2018-04-10",4.22
"430","2018-04-11",4.37
"431","2018-04-12",4.36
"432","2018-04-13",4.33
"433","2018-04-16",4.25
"434","2018-04-17",4.39
"435","2018-04-18",4.33
"436","2018-04-19",4.19
"437","2018-04-20",4.19
"438","2018-04-23",4.2
"439","2018-04-24",4.1
"440","2018-04-25",4.07
"441","2018-04-26",4.17
"442","2018-04-27",4.14
"443","2018-04-30",4.13
"444","2018-05-01",4.02
"445","2018-05-02",4.14
"446","2018-05-03",3.88
"447","2018-05-04",3.94
"448","2018-05-07",3.9
"449","2018-05-08",3.87
"450","2018-05-09",3.96
"451","2018-05-10",3.72
"452","2018-05-11",3.7
"453","2018-05-14",3.69
"454","2018-05-15",3.75
"455","2018-05-16",3.84
"456","2018-05-17",3.78
"457","2018-05-18",3.75
"458","2018-05-21",3.7
"459","2018-05-22",3.73
"460","2018-05-23",3.69
"461","2018-05-24",3.66
"462","2018-05-25",3.6
"463","2018-05-29",3.56
"464","2018-05-30",3.64
"465","2018-05-31",3.61
"466","2018-06-01",3.73
"467","2018-06-04",3.74
"468","2018-06-05",3.71
"469","2018-06-06",3.72
"470","2018-06-07",3.62
"471","2018-06-08",3.5
"472","2018-06-11",3.35
"473","2018-06-12",3.68
"474","2018-06-13",3.83
"475","2018-06-14",3.75
"476","2018-06-15",3.8
"477","2018-06-18",3.82
"478","2018-06-19",3.56
"479","2018-06-20",3.76
"480","2018-06-21",3.72
"481","2018-06-22",3.87
"482","2018-06-25",3.88
"483","2018-06-26",4.09
"484","2018-06-27",3.96
"485","2018-06-28",3.89
"486","2018-06-29",3.99
"487","2018-07-02",4.02
"488","2018-07-03",4.02
"489","2018-07-05",4
"490","2018-07-06",3.96
"491","2018-07-09",3.84
"492","2018-07-10",3.6
"493","2018-07-11",3.41
"494","2018-07-12",3.37
"495","2018-07-13",3.3
"496","2018-07-16",3.32
"497","2018-07-17",3.42
"498","2018-07-18",3.4
"499","2018-07-19",3.43
"500","2018-07-20",3.38
"501","2018-07-23",3.38
"502","2018-07-24",3.38
"503","2018-07-25",3.39
"504","2018-07-26",3.47
"505","2018-07-27",3.35
"506","2018-07-30",3.35
"507","2018-07-31",3.4
"508","2018-08-01",3.39
"509","2018-08-02",3.41
"510","2018-08-03",3.34
"511","2018-08-06",3.27
"512","2018-08-07",3.25
"513","2018-08-08",3.27
"514","2018-08-09",3.26
"515","2018-08-10",3.4
"516","2018-08-13",3.47
"517","2018-08-14",3.36
"518","2018-08-15",3.32
"519","2018-08-16",3.39
"520","2018-08-17",3.38
"521","2018-08-20",3.37
"522","2018-08-21",3.44
"523","2018-08-22",3.61
"524","2018-08-23",3.75
"525","2018-08-24",3.84
"526","2018-08-27",4
"527","2018-08-28",3.95
"528","2018-08-29",3.94
"529","2018-08-30",4.28
"530","2018-08-31",4.31
"531","2018-09-04",4.03
"532","2018-09-05",3.88
"533","2018-09-06",3.68
"534","2018-09-07",3.58
"535","2018-09-10",3.64
"536","2018-09-11",3.65
"537","2018-09-12",3.62
"538","2018-09-13",3.58
"539","2018-09-14",3.54
"540","2018-09-17",3.36
"541","2018-09-18",3.34
"542","2018-09-19",3.34
"543","2018-09-20",3.35
"544","2018-09-21",3.34
"545","2018-09-24",3.41
"546","2018-09-25",3.63
"547","2018-09-26",3.47
"548","2018-09-27",3.47
"549","2018-09-28",3.34
"550","2018-10-01",3.24
"551","2018-10-02",3.11
"552","2018-10-03",3.14
"553","2018-10-04",3.04
"554","2018-10-05",2.98
"555","2018-10-08",2.98
"556","2018-10-09",2.92
"557","2018-10-10",2.78
"558","2018-10-11",2.76
"559","2018-10-12",2.74
"560","2018-10-15",2.7
"561","2018-10-16",2.89
"562","2018-10-17",2.87
"563","2018-10-18",2.74
"564","2018-10-19",2.61
"565","2018-10-22",2.38
"566","2018-10-23",2.3
"567","2018-10-24",2.07
"568","2018-10-25",2
"569","2018-10-26",2.36
"570","2018-10-29",2.39
"571","2018-10-30",2.38
"572","2018-10-31",2.37
"573","2018-11-01",2.55
"574","2018-11-02",2.72
"575","2018-11-05",2.68
"576","2018-11-06",2.66
"577","2018-11-07",2.71
"578","2018-11-08",2.69
"579","2018-11-09",2.64
"580","2018-11-12",2.45
"581","2018-11-13",2.54
"582","2018-11-14",2.45
"583","2018-11-15",2.57
"584","2018-11-16",2.62
"585","2018-11-19",2.52
"586","2018-11-20",2.55
"587","2018-11-21",2.61
"588","2018-11-23",2.77
"589","2018-11-26",2.58
"590","2018-11-27",2.63
"591","2018-11-28",2.68
"592","2018-11-29",2.48
"593","2018-11-30",2.44
"594","2018-12-03",2.48
"595","2018-12-04",2.5
"596","2018-12-06",2.41
"597","2018-12-07",2.35
"598","2018-12-10",2.43
"599","2018-12-11",2.27
"600","2018-12-12",2.12
"601","2018-12-13",2.29
"602","2018-12-14",2.47
"603","2018-12-17",2.4
"604","2018-12-18",2.35
"605","2018-12-19",2.12
"606","2018-12-20",2.05
"607","2018-12-21",1.93
"608","2018-12-24",2
"609","2018-12-26",2.1
"610","2018-12-27",2.07
"611","2018-12-28",1.93
"612","2018-12-31",2.08
"613","2019-01-02",2.26
"614","2019-01-03",2.16
"615","2019-01-04",2.3
"616","2019-01-07",2.42
"617","2019-01-08",2.49
"618","2019-01-09",2.39
"619","2019-01-10",2.43
"620","2019-01-11",2.44
"621","2019-01-14",2.4
"622","2019-01-15",2.43
"623","2019-01-16",2.44
"624","2019-01-17",2.45
"625","2019-01-18",2.41
"626","2019-01-22",2.27
"627","2019-01-23",2.2
"628","2019-01-24",2.21
"629","2019-01-25",2.33
"630","2019-01-28",2.22
"631","2019-01-29",2.21
"632","2019-01-30",2.27
"633","2019-01-31",2.41
"634","2019-02-01",2.39
"635","2019-02-04",2.29
"636","2019-02-05",2.29
"637","2019-02-06",2.27
"638","2019-02-07",2.22
"639","2019-02-08",2.17
"640","2019-02-11",2.19
"641","2019-02-12",2.19
"642","2019-02-13",2.2
"643","2019-02-14",2.26
"644","2019-02-15",2.29
"645","2019-02-19",2.35
"646","2019-02-20",2.41
"647","2019-02-21",2.42
"648","2019-02-22",2.52
"649","2019-02-25",2.63
"650","2019-02-26",2.8
"651","2019-02-27",2.96
"652","2019-02-28",2.97
"653","2019-03-01",2.86
"654","2019-03-04",2.9
"655","2019-03-05",2.81
"656","2019-03-06",2.74
"657","2019-03-07",2.65
"658","2019-03-08",2.76
"659","2019-03-11",2.85
"660","2019-03-12",2.99
"661","2019-03-13",2.9
"662","2019-03-14",2.74
"663","2019-03-15",2.77
"664","2019-03-18",2.91
"665","2019-03-19",2.91
"666","2019-03-20",2.86
"667","2019-03-21",2.96
"668","2019-03-22",2.77
"669","2019-03-25",2.76
"670","2019-03-26",2.82
"671","2019-03-27",2.62
"672","2019-03-28",2.61
"673","2019-03-29",2.64
"674","2019-04-01",2.77
"675","2019-04-02",2.84
"676","2019-04-03",2.87
"677","2019-04-04",2.84
"678","2019-04-05",2.9
"679","2019-04-08",2.86
"680","2019-04-09",2.74
"681","2019-04-10",2.78
"682","2019-04-11",2.73
"683","2019-04-12",2.67
"684","2019-04-15",2.53
"685","2019-04-16",2.52
"686","2019-04-17",2.38
"687","2019-04-18",2.3
"688","2019-04-22",2.27
"689","2019-04-23",2.21
"690","2019-04-24",2.21
"691","2019-04-25",2.25
"692","2019-04-26",2.27
"693","2019-04-29",2.34
"694","2019-04-30",2.35
"695","2019-05-01",2.32
"696","2019-05-02",2.25
"697","2019-05-03",2.33
"698","2019-05-06",2.34
"699","2019-05-07",2.22
"700","2019-05-08",2.24
"701","2019-05-09",2.2
"702","2019-05-10",2.22
"703","2019-05-13",2.11
"704","2019-05-14",2.24
"705","2019-05-15",2.29
"706","2019-05-16",2.29
"707","2019-05-17",2.29
"708","2019-05-20",2.21
"709","2019-05-21",2.24
"710","2019-05-22",2.25
"711","2019-05-23",2.15
"712","2019-05-24",2.17
"713","2019-05-28",2.31
"714","2019-05-29",2.26
"715","2019-05-30",2.24
"716","2019-05-31",2.22
"717","2019-06-03",2.15
"718","2019-06-04",2.13
"719","2019-06-05",2.04
"720","2019-06-06",1.95
"721","2019-06-07",1.96
"722","2019-06-10",1.95
"723","2019-06-11",1.8
"724","2019-06-12",1.78
"725","2019-06-13",1.7
"726","2019-06-14",1.68
"727","2019-06-17",1.74
"728","2019-06-18",1.77
"729","2019-06-19",1.8
"730","2019-06-20",1.8
"731","2019-06-21",1.75
"732","2019-06-24",1.7
"733","2019-06-25",1.65
"734","2019-06-26",1.84
"735","2019-06-27",1.96
"736","2019-06-28",2.06
"737","2019-07-01",2.27
"738","2019-07-02",2.05
"739","2019-07-03",2.13
"740","2019-07-05",2.02
"741","2019-07-08",2.13
"742","2019-07-09",2.22
"743","2019-07-10",2.36
"744","2019-07-11",2.38
"745","2019-07-12",2.44
"746","2019-07-15",2.48
"747","2019-07-16",2.54
"748","2019-07-17",2.66
"749","2019-07-18",2.61
"750","2019-07-19",2.48
"751","2019-07-22",2.56
"752","2019-07-23",2.47
"753","2019-07-24",2.64
"754","2019-07-25",2.62
"755","2019-07-26",2.5
"756","2019-07-29",2.48
"757","2019-07-30",2.64
"758","2019-07-31",2.62
"759","2019-08-01",2.45
"760","2019-08-02",2.43
"761","2019-08-05",2.28
"762","2019-08-06",2.3
"763","2019-08-07",2.45
"764","2019-08-08",2.43
"765","2019-08-09",2.41
"766","2019-08-12",2.45
"767","2019-08-13",2.53
"768","2019-08-14",2.53
"769","2019-08-15",2.39
"770","2019-08-16",2.5
"771","2019-08-19",2.57
"772","2019-08-20",2.65
"773","2019-08-21",2.62
"774","2019-08-22",2.62
"775","2019-08-23",2.31
"776","2019-08-26",2.28
"777","2019-08-27",2.08
"778","2019-08-28",2.14
"779","2019-08-29",2.19
"780","2019-08-30",2.14
"781","2019-09-03",2.46
"782","2019-09-04",2.43
"783","2019-09-05",2.48
"784","2019-09-06",2.52
"785","2019-09-09",2.51
"786","2019-09-10",2.82
"787","2019-09-11",2.92
"788","2019-09-12",2.8
"789","2019-09-13",2.8
"790","2019-09-16",2.71
"791","2019-09-17",2.62
"792","2019-09-18",2.65
"793","2019-09-19",2.7
"794","2019-09-20",2.81
"795","2019-09-23",2.7
"796","2019-09-24",2.58
"797","2019-09-25",2.7
"798","2019-09-26",2.61
"799","2019-09-27",2.49
"800","2019-09-30",2.52
"801","2019-10-01",2.57
"802","2019-10-02",2.78
"803","2019-10-03",2.69
"804","2019-10-04",2.67
"805","2019-10-07",2.61
"806","2019-10-08",2.58
"807","2019-10-09",2.6
"808","2019-10-10",2.59
"809","2019-10-11",2.6
"810","2019-10-14",2.6
"811","2019-10-15",2.66
"812","2019-10-16",2.71
"813","2019-10-17",2.81
"814","2019-10-18",2.91
"815","2019-10-21",3.09
"816","2019-10-22",3
"817","2019-10-23",2.97
"818","2019-10-24",2.91
"819","2019-10-25",3.15
"820","2019-10-28",3.15
"821","2019-10-29",2.94
"822","2019-10-30",2.81
"823","2019-10-31",2.89
"824","2019-11-01",3.04
"825","2019-11-04",2.98
"826","2019-11-05",2.76
"827","2019-11-06",2.71
"828","2019-11-07",2.85
"829","2019-11-08",3.01
"830","2019-11-11",2.99
"831","2019-11-12",3.69
"832","2019-11-13",3.56
"833","2019-11-14",3.92
"834","2019-11-15",3.92
"835","2019-11-18",4.13
"836","2019-11-19",4.15
"837","2019-11-20",4.13
"838","2019-11-21",3.99
"839","2019-11-22",4.17
"840","2019-11-25",4.09
"841","2019-11-26",4.08
"842","2019-11-27",4.35
"843","2019-11-29",4.42
"844","2019-12-02",4.33
"845","2019-12-03",4.18
"846","2019-12-04",4.19
"847","2019-12-05",4.09
"848","2019-12-06",4.5
"849","2019-12-09",4.58
"850","2019-12-10",4.74
"851","2019-12-11",4.98
"852","2019-12-12",4.74
"853","2019-12-13",4.73
"854","2019-12-16",4.85
"855","2019-12-17",4.7
"856","2019-12-18",4.51
"857","2019-12-19",4.68
"858","2019-12-20",4.69
"859","2019-12-23",4.63
"860","2019-12-24",4.96
"861","2019-12-26",4.92
"862","2019-12-27",4.78
"863","2019-12-30",4.65
"864","2019-12-31",4.53
"865","2020-01-02",4.48
"866","2020-01-03",4.59
"867","2020-01-06",4.52
"868","2020-01-07",4.47
"869","2020-01-08",4.57
"870","2020-01-09",4.6
"871","2020-01-10",4.5
"872","2020-01-13",4.35
"873","2020-01-14",4.21
"874","2020-01-15",4.3
"875","2020-01-16",4.3
"876","2020-01-17",4.54
"877","2020-01-21",4.58
"878","2020-01-22",4.64
"879","2020-01-23",4.48
"880","2020-01-24",4.47
"881","2020-01-27",4.34
"882","2020-01-28",4.54
"883","2020-01-29",4.49
"884","2020-01-30",4.58
"885","2020-01-31",4.59
"886","2020-02-03",4.85
"887","2020-02-04",4.93
"888","2020-02-05",4.76
"889","2020-02-06",4.73
"890","2020-02-07",4.62
"891","2020-02-10",4.7
"892","2020-02-11",4.61
"893","2020-02-12",4.65
"894","2020-02-13",4.63
"895","2020-02-14",4.52
"896","2020-02-18",4.85
"897","2020-02-19",5.14
"898","2020-02-20",5.05
"899","2020-02-21",5.07
"900","2020-02-24",4.59
"901","2020-02-25",4.3
"902","2020-02-26",4.43
"903","2020-02-27",4.46
"904","2020-02-28",4.64
"905","2020-03-02",4.85
"906","2020-03-03",4.79
"907","2020-03-04",5.16
"908","2020-03-05",4.65
"909","2020-03-06",4.59
"910","2020-03-09",4.16
"911","2020-03-10",3.92
"912","2020-03-11",3.48
"913","2020-03-12",3.05
"914","2020-03-13",3.2
"915","2020-03-16",2.61
"916","2020-03-17",2.67
"917","2020-03-18",2.44
"918","2020-03-19",3.01
"919","2020-03-20",3.01
"920","2020-03-23",3.36
"921","2020-03-24",3.73
"922","2020-03-25",3.89
"923","2020-03-26",4.06
"924","2020-03-27",3.99
"925","2020-03-30",4.42
"926","2020-03-31",4.19
"927","2020-04-01",4.07
"928","2020-04-02",3.86
"929","2020-04-03",3.7
"930","2020-04-06",3.89
"931","2020-04-07",3.73
"932","2020-04-08",3.94
"933","2020-04-09",4.32
"934","2020-04-13",4.21
"935","2020-04-14",4.44
"936","2020-04-15",4.36
"937","2020-04-16",4.26
"938","2020-04-17",4.4
"939","2020-04-20",4.52
"940","2020-04-21",4.4
"941","2020-04-22",4.28
"942","2020-04-23",4.38
"943","2020-04-24",4.56
"944","2020-04-27",4.64
"945","2020-04-28",4.34
"946","2020-04-29",4.38
"947","2020-04-30",4.3
"948","2020-05-01",3.98
"949","2020-05-04",4.17
"950","2020-05-05",4.4
"951","2020-05-06",4.35
"952","2020-05-07",4.48
"953","2020-05-08",4.38
"954","2020-05-11",4.84
"955","2020-05-12",4.77
"956","2020-05-13",4.44
"957","2020-05-14",4.39
"958","2020-05-15",4.28
"959","2020-05-18",4.42
"960","2020-05-19",4.38
"961","2020-05-20",4.39
"962","2020-05-21",4.55
"963","2020-05-22",4.66
"964","2020-05-26",4.59
"965","2020-05-27",4.58
"966","2020-05-28",4.46
"967","2020-05-29",4.44
"968","2020-06-01",4.56
"969","2020-06-02",4.63
"970","2020-06-03",4.31
"971","2020-06-04",4.37
"972","2020-06-05",4.48
"973","2020-06-08",4.65
"974","2020-06-09",4.64
"975","2020-06-10",4.71
"976","2020-06-11",4.46
"977","2020-06-12",4.57
"978","2020-06-15",4.62
"979","2020-06-16",4.7
"980","2020-06-17",4.62
"981","2020-06-18",4.8
"982","2020-06-19",4.61
"983","2020-06-22",4.61
"984","2020-06-23",5.23
"985","2020-06-24",5.19
"986","2020-06-25",5.26
"987","2020-06-26",5.18
"988","2020-06-29",5.17
"989","2020-06-30",5.12
"990","2020-07-01",4.81
"991","2020-07-02",4.72
"992","2020-07-06",4.58
"993","2020-07-07",4.73
"994","2020-07-08",4.7
"995","2020-07-09",4.29
"996","2020-07-10",4.21
"997","2020-07-13",4.1
"998","2020-07-14",4.27
"999","2020-07-15",4.36
"1000","2020-07-16",4.15
