"","date","CTRN"
"1","2007-01-03",40.130001
"2","2007-01-04",39.330002
"3","2007-01-05",38
"4","2007-01-08",38.400002
"5","2007-01-09",38.919998
"6","2007-01-10",39.630001
"7","2007-01-11",40.490002
"8","2007-01-12",41
"9","2007-01-16",41.299999
"10","2007-01-17",42.560001
"11","2007-01-18",41.709999
"12","2007-01-19",41.290001
"13","2007-01-22",40.310001
"14","2007-01-23",40.299999
"15","2007-01-24",41.389999
"16","2007-01-25",40.5
"17","2007-01-26",40.400002
"18","2007-01-29",41.009998
"19","2007-01-30",40.080002
"20","2007-01-31",39.41
"21","2007-02-01",40.34
"22","2007-02-02",39.41
"23","2007-02-05",38.779999
"24","2007-02-06",40.709999
"25","2007-02-07",40.830002
"26","2007-02-08",46.27
"27","2007-02-09",45.880001
"28","2007-02-12",46.040001
"29","2007-02-13",45.599998
"30","2007-02-14",45.57
"31","2007-02-15",45.07
"32","2007-02-16",44.200001
"33","2007-02-20",43.98
"34","2007-02-21",44.889999
"35","2007-02-22",44.599998
"36","2007-02-23",43.740002
"37","2007-02-26",43.119999
"38","2007-02-27",41.84
"39","2007-02-28",41.889999
"40","2007-03-01",40.68
"41","2007-03-02",39.709999
"42","2007-03-05",39.759998
"43","2007-03-06",40.790001
"44","2007-03-07",41.040001
"45","2007-03-08",41.959999
"46","2007-03-09",42.299999
"47","2007-03-12",42.990002
"48","2007-03-13",42.330002
"49","2007-03-14",42.490002
"50","2007-03-15",44.07
"51","2007-03-16",43.880001
"52","2007-03-19",44.130001
"53","2007-03-20",43.43
"54","2007-03-21",44.150002
"55","2007-03-22",44.810001
"56","2007-03-23",44.130001
"57","2007-03-26",44.299999
"58","2007-03-27",43.259998
"59","2007-03-28",42.400002
"60","2007-03-29",42
"61","2007-03-30",42.740002
"62","2007-04-02",43.209999
"63","2007-04-03",43.470001
"64","2007-04-04",42.580002
"65","2007-04-05",43.130001
"66","2007-04-09",42.459999
"67","2007-04-10",43.43
"68","2007-04-11",43.580002
"69","2007-04-12",44.150002
"70","2007-04-13",43.43
"71","2007-04-16",43.439999
"72","2007-04-17",43.09
"73","2007-04-18",42.139999
"74","2007-04-19",41.48
"75","2007-04-20",43.41
"76","2007-04-23",43.310001
"77","2007-04-24",43.09
"78","2007-04-25",42.009998
"79","2007-04-26",40.41
"80","2007-04-27",40.25
"81","2007-04-30",39.630001
"82","2007-05-01",38.82
"83","2007-05-02",40.619999
"84","2007-05-03",39.299999
"85","2007-05-04",40.310001
"86","2007-05-07",39.150002
"87","2007-05-08",38.889999
"88","2007-05-09",40.259998
"89","2007-05-10",38.84
"90","2007-05-11",38.099998
"91","2007-05-14",38.66
"92","2007-05-15",36.419998
"93","2007-05-16",35.66
"94","2007-05-17",37.299999
"95","2007-05-18",37.029999
"96","2007-05-21",38.759998
"97","2007-05-22",38.41
"98","2007-05-23",39.59
"99","2007-05-24",38.360001
"100","2007-05-25",38.389999
"101","2007-05-29",38.259998
"102","2007-05-30",38.799999
"103","2007-05-31",40.529999
"104","2007-06-01",39.189999
"105","2007-06-04",39.5
"106","2007-06-05",39.209999
"107","2007-06-06",38.91
"108","2007-06-07",37.66
"109","2007-06-08",38.02
"110","2007-06-11",38.77
"111","2007-06-12",37.919998
"112","2007-06-13",39.77
"113","2007-06-14",41.200001
"114","2007-06-15",42.419998
"115","2007-06-18",42.57
"116","2007-06-19",42.759998
"117","2007-06-20",42.419998
"118","2007-06-21",41.84
"119","2007-06-22",40.68
"120","2007-06-25",40.66
"121","2007-06-26",39.139999
"122","2007-06-27",39.330002
"123","2007-06-28",38.560001
"124","2007-06-29",37.959999
"125","2007-07-02",38.139999
"126","2007-07-03",39.75
"127","2007-07-05",38.09
"128","2007-07-06",39.330002
"129","2007-07-09",38.799999
"130","2007-07-10",37.860001
"131","2007-07-11",37.02
"132","2007-07-12",38.610001
"133","2007-07-13",38.720001
"134","2007-07-16",39.790001
"135","2007-07-17",39.02
"136","2007-07-18",38.43
"137","2007-07-19",38.970001
"138","2007-07-20",37.560001
"139","2007-07-23",37.919998
"140","2007-07-24",37.48
"141","2007-07-25",36.34
"142","2007-07-26",34.860001
"143","2007-07-27",33.700001
"144","2007-07-30",34.330002
"145","2007-07-31",32.900002
"146","2007-08-01",33.240002
"147","2007-08-02",33
"148","2007-08-03",33.080002
"149","2007-08-06",33.34
"150","2007-08-07",35.400002
"151","2007-08-08",38.080002
"152","2007-08-09",26.57
"153","2007-08-10",26.15
"154","2007-08-13",26.02
"155","2007-08-14",23.799999
