"","date","BYFC"
"1","2007-01-03",10.5
"2","2007-01-04",10.5
"3","2007-01-05",10.5
"4","2007-01-08",10.32
"5","2007-01-09",10.32
"6","2007-01-10",10.32
"7","2007-01-11",10.66
"8","2007-01-12",10.5
"9","2007-01-16",10.5
"10","2007-01-17",10.5
"11","2007-01-18",10.7
"12","2007-01-19",10.61
"13","2007-01-22",10.27
"14","2007-01-23",10.27
"15","2007-01-24",10.27
"16","2007-01-25",10.27
"17","2007-01-26",10.61
"18","2007-01-29",10.61
"19","2007-01-30",10.67
"20","2007-01-31",10.62
"21","2007-02-01",10.62
"22","2007-02-02",10.52
"23","2007-02-05",10.52
"24","2007-02-06",10.52
"25","2007-02-07",10.52
"26","2007-02-08",10.52
"27","2007-02-09",10.52
"28","2007-02-12",10.52
"29","2007-02-13",10.52
"30","2007-02-14",10.52
"31","2007-02-15",10.62
"32","2007-02-16",10.62
"33","2007-02-20",10.62
"34","2007-02-21",10.62
"35","2007-02-22",11
"36","2007-02-23",11.1
"37","2007-02-26",11.1
"38","2007-02-27",10.75
"39","2007-02-28",10.85
"40","2007-03-01",10.85
"41","2007-03-02",10.85
"42","2007-03-05",10.85
"43","2007-03-06",10.85
"44","2007-03-07",10.85
"45","2007-03-08",10.85
"46","2007-03-09",10.85
"47","2007-03-12",10.85
"48","2007-03-13",10.8
"49","2007-03-14",10.8
"50","2007-03-15",10.8
"51","2007-03-16",11.2
"52","2007-03-19",11.2
"53","2007-03-20",11.2
"54","2007-03-21",11.2
"55","2007-03-22",11.2
"56","2007-03-23",11.2
"57","2007-03-26",11.2
"58","2007-03-27",11.2
"59","2007-03-28",10.9
"60","2007-03-29",10.9
"61","2007-03-30",10.9
"62","2007-04-02",10.9
"63","2007-04-03",10.9
"64","2007-04-04",10.9
"65","2007-04-05",10.9
"66","2007-04-09",10.9
"67","2007-04-10",10.9
"68","2007-04-11",10.9
"69","2007-04-12",10.9
"70","2007-04-13",10.9
"71","2007-04-16",10.9
"72","2007-04-17",10.9
"73","2007-04-18",10.9
"74","2007-04-19",10.9
"75","2007-04-20",11.2
"76","2007-04-23",11.05
"77","2007-04-24",11.05
"78","2007-04-25",11.05
"79","2007-04-26",11.05
"80","2007-04-27",11.05
"81","2007-04-30",11.05
"82","2007-05-01",11.05
"83","2007-05-02",11.05
"84","2007-05-03",11.05
"85","2007-05-04",11.05
"86","2007-05-07",11.05
"87","2007-05-08",11.05
"88","2007-05-09",11.05
"89","2007-05-10",11.1
"90","2007-05-11",11.1
"91","2007-05-14",11.19
"92","2007-05-15",11.15
"93","2007-05-16",11.15
"94","2007-05-17",11.1
"95","2007-05-18",11.1
"96","2007-05-21",11.04
"97","2007-05-22",11.01
"98","2007-05-23",10.85
"99","2007-05-24",10.99
"100","2007-05-25",11.01
"101","2007-05-29",11.01
"102","2007-05-30",11.01
"103","2007-05-31",11.01
"104","2007-06-01",11
"105","2007-06-04",11.01
"106","2007-06-05",11.01
"107","2007-06-06",11.01
"108","2007-06-07",11.1
"109","2007-06-08",11.08
"110","2007-06-11",11.08
"111","2007-06-12",11.08
"112","2007-06-13",11.02
"113","2007-06-14",11.02
"114","2007-06-15",11.02
"115","2007-06-18",11.02
"116","2007-06-19",11.02
"117","2007-06-20",11.02
"118","2007-06-21",11.02
"119","2007-06-22",11.02
"120","2007-06-25",11.02
"121","2007-06-26",11.01
"122","2007-06-27",11.01
"123","2007-06-28",11.01
"124","2007-06-29",11.01
"125","2007-07-02",11.29
"126","2007-07-03",10.64
"127","2007-07-05",10.64
"128","2007-07-06",10.7
"129","2007-07-09",10.7
"130","2007-07-10",10.7
"131","2007-07-11",10.7
"132","2007-07-12",10.88
"133","2007-07-13",10.88
"134","2007-07-16",10.88
"135","2007-07-17",10.88
"136","2007-07-18",10.88
"137","2007-07-19",10.88
"138","2007-07-20",10.88
"139","2007-07-23",10.88
"140","2007-07-24",10.92
"141","2007-07-25",10.92
"142","2007-07-26",10.49
"143","2007-07-27",10.49
"144","2007-07-30",10.49
"145","2007-07-31",10.48
"146","2007-08-01",10.94
"147","2007-08-02",10.94
"148","2007-08-03",10.94
"149","2007-08-06",10.09
"150","2007-08-07",10.36
"151","2007-08-08",10.36
"152","2007-08-09",10.25
"153","2007-08-10",10.25
"154","2007-08-13",10.25
"155","2007-08-14",10.25
"156","2007-08-15",10.25
"157","2007-08-16",10.15
"158","2007-08-17",10.15
"159","2007-08-20",10.5
"160","2007-08-21",10.5
"161","2007-08-22",10.5
"162","2007-08-23",10.5
"163","2007-08-24",10.5
"164","2007-08-27",10.5
"165","2007-08-28",10.5
"166","2007-08-29",10.35
"167","2007-08-30",10.15
"168","2007-08-31",10.35
"169","2007-09-04",10.35
"170","2007-09-05",10.36
"171","2007-09-06",11.2
"172","2007-09-07",11.2
"173","2007-09-10",11.01
"174","2007-09-11",10.26
"175","2007-09-12",10.27
"176","2007-09-13",10.27
"177","2007-09-14",10.27
"178","2007-09-17",10.25
"179","2007-09-18",10.11
"180","2007-09-19",10.11
"181","2007-09-20",10
"182","2007-09-21",9.88
"183","2007-09-24",9.88
"184","2007-09-25",9.88
"185","2007-09-26",9.88
"186","2007-09-27",9.35
"187","2007-09-28",9.02
"188","2007-10-01",9.02
"189","2007-10-02",9.02
"190","2007-10-03",9
"191","2007-10-04",9
"192","2007-10-05",9.3
"193","2007-10-08",9.3
"194","2007-10-09",9.3
"195","2007-10-10",9.3
"196","2007-10-11",9.1
"197","2007-10-12",9.05
"198","2007-10-15",9.05
"199","2007-10-16",9.5
"200","2007-10-17",9.5
"201","2007-10-18",9.5
"202","2007-10-19",9.5
"203","2007-10-22",9.5
"204","2007-10-23",9.5
"205","2007-10-24",9.5
"206","2007-10-25",9.5
"207","2007-10-26",9.5
"208","2007-10-29",9.5
"209","2007-10-30",9.5
"210","2007-10-31",9.5
"211","2007-11-01",9.5
"212","2007-11-02",9.5
"213","2007-11-05",9.5
"214","2007-11-06",7.27
"215","2007-11-07",8.03
"216","2007-11-08",8.5
"217","2007-11-09",8.25
"218","2007-11-12",8.25
"219","2007-11-13",8.25
"220","2007-11-14",8.25
"221","2007-11-15",8.25
"222","2007-11-16",8.25
"223","2007-11-19",8.25
"224","2007-11-20",8.25
"225","2007-11-21",8.25
"226","2007-11-23",8.25
"227","2007-11-26",8.25
"228","2007-11-27",7.68
"229","2007-11-28",7.68
"230","2007-11-29",9.49
"231","2007-11-30",9.49
"232","2007-12-03",9.49
"233","2007-12-04",7.71
"234","2007-12-05",7.71
"235","2007-12-06",7.71
"236","2007-12-07",9.6
"237","2007-12-10",7.6
"238","2007-12-11",10.47
"239","2007-12-12",10.47
"240","2007-12-13",8.02
"241","2007-12-14",8.02
"242","2007-12-17",8.02
"243","2007-12-18",8.02
"244","2007-12-19",7.9
"245","2007-12-20",7.9
"246","2007-12-21",7.9
"247","2007-12-24",7.9
"248","2007-12-26",7.9
"249","2007-12-27",7.9
"250","2007-12-28",9.48
"251","2007-12-31",8.69
"252","2008-01-02",8.69
"253","2008-01-03",8.69
"254","2008-01-04",8.83
"255","2008-01-07",8.5
"256","2008-01-08",8
"257","2008-01-09",8
"258","2008-01-10",8
"259","2008-01-11",8
"260","2008-01-14",8
"261","2008-01-15",8
"262","2008-01-16",8
"263","2008-01-17",8
"264","2008-01-18",8
"265","2008-01-22",8
"266","2008-01-23",8
"267","2008-01-24",8
"268","2008-01-25",8
"269","2008-01-28",8
"270","2008-01-29",8
"271","2008-01-30",8
"272","2008-01-31",8
"273","2008-02-01",8
"274","2008-02-04",8
"275","2008-02-05",8
"276","2008-02-06",8
"277","2008-02-07",8
"278","2008-02-08",8
"279","2008-02-11",7
"280","2008-02-12",8.94
"281","2008-02-13",8.32
"282","2008-02-14",8.32
"283","2008-02-15",8.32
"284","2008-02-19",8.01
"285","2008-02-20",8.02
"286","2008-02-21",8.02
"287","2008-02-22",8.02
"288","2008-02-25",8.01
"289","2008-02-26",8.1
"290","2008-02-27",8.1
"291","2008-02-28",8.1
"292","2008-02-29",8.1
"293","2008-03-03",8.1
"294","2008-03-04",8.1
"295","2008-03-05",8.1
"296","2008-03-06",8.1
"297","2008-03-07",8.1
"298","2008-03-10",8.1
"299","2008-03-11",8.1
"300","2008-03-12",8.1
"301","2008-03-13",8.1
"302","2008-03-14",8.1
"303","2008-03-17",8.46
"304","2008-03-18",8.5
"305","2008-03-19",8.5
"306","2008-03-20",8.5
"307","2008-03-24",8.5
"308","2008-03-25",8.5
"309","2008-03-26",8.5
"310","2008-03-27",8.5
"311","2008-03-28",8.5
"312","2008-03-31",8.5
"313","2008-04-01",8.5
"314","2008-04-02",8.5
"315","2008-04-03",7.9
"316","2008-04-04",7.29
"317","2008-04-07",7.29
"318","2008-04-08",7.29
"319","2008-04-09",7.29
"320","2008-04-10",7.29
"321","2008-04-11",5.9
"322","2008-04-14",5.9
"323","2008-04-15",6.13
"324","2008-04-16",6
"325","2008-04-17",6
"326","2008-04-18",6
"327","2008-04-21",6
"328","2008-04-22",6
"329","2008-04-23",6
"330","2008-04-24",6
"331","2008-04-25",6
"332","2008-04-28",6
"333","2008-04-29",6.75
"334","2008-04-30",6.75
"335","2008-05-01",6.35
"336","2008-05-02",6.35
"337","2008-05-05",8
"338","2008-05-06",8.09
"339","2008-05-07",7.5
"340","2008-05-08",7
"341","2008-05-09",8
"342","2008-05-12",7.11
"343","2008-05-13",7.11
"344","2008-05-14",7.11
"345","2008-05-15",7.11
"346","2008-05-16",7.11
"347","2008-05-19",7.11
"348","2008-05-20",7.11
"349","2008-05-21",7.11
"350","2008-05-22",7.11
"351","2008-05-23",7.95
"352","2008-05-27",7.95
"353","2008-05-28",7.51
"354","2008-05-29",7.25
"355","2008-05-30",7.25
"356","2008-06-02",7.25
"357","2008-06-03",7.5
"358","2008-06-04",7.5
"359","2008-06-05",8
"360","2008-06-06",7.45
"361","2008-06-09",7.45
"362","2008-06-10",7.32
"363","2008-06-11",7.32
"364","2008-06-12",8.44
"365","2008-06-13",7.55
"366","2008-06-16",7.55
"367","2008-06-17",7.9
"368","2008-06-18",7.9
"369","2008-06-19",7.9
"370","2008-06-20",7.61
"371","2008-06-23",7.61
"372","2008-06-24",7.61
"373","2008-06-25",8.18
"374","2008-06-26",8.18
"375","2008-06-27",8.18
"376","2008-06-30",8.18
"377","2008-07-01",8.18
"378","2008-07-02",8.18
"379","2008-07-03",8.18
"380","2008-07-07",7.51
"381","2008-07-08",8
"382","2008-07-09",8
"383","2008-07-10",8
"384","2008-07-11",7.5
"385","2008-07-14",7.75
"386","2008-07-15",7.75
"387","2008-07-16",7.75
"388","2008-07-17",7.75
"389","2008-07-18",9.2
"390","2008-07-21",9.2
"391","2008-07-22",9.2
"392","2008-07-23",9.2
"393","2008-07-24",9.2
"394","2008-07-25",9.2
"395","2008-07-28",9.2
"396","2008-07-29",9.2
"397","2008-07-30",9.2
"398","2008-07-31",9.2
"399","2008-08-01",9.2
"400","2008-08-04",9.2
"401","2008-08-05",9.2
"402","2008-08-06",9.2
"403","2008-08-07",8.45
"404","2008-08-08",8.45
"405","2008-08-11",8.45
"406","2008-08-12",8.9
"407","2008-08-13",8.9
"408","2008-08-14",8.9
"409","2008-08-15",8.9
"410","2008-08-18",8.9
"411","2008-08-19",8.9
"412","2008-08-20",8.9
"413","2008-08-21",8.9
"414","2008-08-22",8.9
"415","2008-08-25",8.9
"416","2008-08-26",8.3
"417","2008-08-27",8.3
"418","2008-08-28",8.3
"419","2008-08-29",8.3
"420","2008-09-02",8.3
"421","2008-09-03",8.3
"422","2008-09-04",8.3
"423","2008-09-05",8.3
"424","2008-09-08",8.3
"425","2008-09-09",8.3
"426","2008-09-10",8.3
"427","2008-09-11",8.3
"428","2008-09-12",8.3
"429","2008-09-15",8.3
"430","2008-09-16",8.3
"431","2008-09-17",8.3
"432","2008-09-18",8.3
"433","2008-09-19",9.35
"434","2008-09-22",8.1
"435","2008-09-23",8.1
"436","2008-09-24",8.23
"437","2008-09-25",8.23
"438","2008-09-26",8.23
"439","2008-09-29",7.86
"440","2008-09-30",7.86
"441","2008-10-01",7.86
"442","2008-10-02",7.86
"443","2008-10-03",7.86
"444","2008-10-06",5.88
"445","2008-10-07",6.37
"446","2008-10-08",6.37
"447","2008-10-09",6.05
"448","2008-10-10",5.1
"449","2008-10-13",5.1
"450","2008-10-14",5.21
"451","2008-10-15",5.21
"452","2008-10-16",5.9
"453","2008-10-17",5.9
"454","2008-10-20",5.95
"455","2008-10-21",5.95
"456","2008-10-22",5.95
"457","2008-10-23",5.96
"458","2008-10-24",5.96
"459","2008-10-27",5.96
"460","2008-10-28",5.96
"461","2008-10-29",5.94
"462","2008-10-30",5.94
"463","2008-10-31",6
"464","2008-11-03",5
"465","2008-11-04",6.72
"466","2008-11-05",5.37
