"","date","NTCT"
"146","2007-08-01",9.77
"147","2007-08-02",9.36
"148","2007-08-03",9.29
"149","2007-08-06",9.14
"150","2007-08-07",8.94
"151","2007-08-08",9.35
"152","2007-08-09",9.07
"153","2007-08-10",9.27
"154","2007-08-13",9.61
"155","2007-08-14",9.44
"156","2007-08-15",9.49
"157","2007-08-16",9.38
"158","2007-08-17",9.3
"159","2007-08-20",9.07
"160","2007-08-21",8.96
"161","2007-08-22",9.26
"162","2007-08-23",9.25
"163","2007-08-24",9.15
"164","2007-08-27",9.1
"165","2007-08-28",9.07
"166","2007-08-29",9.15
"167","2007-08-30",9.29
"168","2007-08-31",9.3
"169","2007-09-04",9.13
"170","2007-09-05",9.19
"171","2007-09-06",9.19
"172","2007-09-07",9.13
"173","2007-09-10",9.08
"174","2007-09-11",9.25
"175","2007-09-12",9.24
"176","2007-09-13",9.28
"177","2007-09-14",9.16
"178","2007-09-17",9
"179","2007-09-18",9.05
"180","2007-09-19",9.12
"181","2007-09-20",9.5
"182","2007-09-21",9.73
"183","2007-09-24",10.19
"184","2007-09-25",10.55
"185","2007-09-26",11.09
"186","2007-09-27",11.01
"187","2007-09-28",10.9
"188","2007-10-01",11.17
"189","2007-10-02",11.16
"190","2007-10-03",11.02
"191","2007-10-04",11
"192","2007-10-05",10.6
"193","2007-10-08",10.47
"194","2007-10-09",10.49
"195","2007-10-10",10.8
"196","2007-10-11",11.04
"197","2007-10-12",11.21
"198","2007-10-15",12.78
"199","2007-10-16",12.66
"200","2007-10-17",13.14
"201","2007-10-18",13.84
"202","2007-10-19",12.76
"203","2007-10-22",12.9
"204","2007-10-23",13.72
"205","2007-10-24",13.71
"206","2007-10-25",12.54
"207","2007-10-26",14.4
"208","2007-10-29",14.42
"209","2007-10-30",14.44
"210","2007-10-31",15.46
"211","2007-11-01",14.9
"212","2007-11-02",14.92
"213","2007-11-05",14.86
"214","2007-11-06",14.42
"215","2007-11-07",14
"216","2007-11-08",12.44
"217","2007-11-09",12.05
"218","2007-11-12",12.19
"219","2007-11-13",12.25
"220","2007-11-14",12.25
"221","2007-11-15",11.62
"222","2007-11-16",11.49
"223","2007-11-19",11
"224","2007-11-20",10.31
"225","2007-11-21",10.26
"226","2007-11-23",10.2
"227","2007-11-26",10.25
"228","2007-11-27",9.97
"229","2007-11-28",10.62
"230","2007-11-29",11.16
"231","2007-11-30",12.15
"232","2007-12-03",12.61
"233","2007-12-04",12.86
"234","2007-12-05",12.78
"235","2007-12-06",13.19
"236","2007-12-07",13.36
"237","2007-12-10",13.2
"238","2007-12-11",12.69
"239","2007-12-12",12.6
"240","2007-12-13",13.05
"241","2007-12-14",12.97
"242","2007-12-17",12.03
"243","2007-12-18",11.88
"244","2007-12-19",12.36
"245","2007-12-20",12.56
"246","2007-12-21",12.65
"247","2007-12-24",12.53
"248","2007-12-26",12.79
"249","2007-12-27",12.5
"250","2007-12-28",12.33
"251","2007-12-31",12.77
"252","2008-01-02",13.13
"253","2008-01-03",13.24
"254","2008-01-04",12.61
"255","2008-01-07",11.75
"256","2008-01-08",11.62
"257","2008-01-09",10.99
"258","2008-01-10",10.63
"259","2008-01-11",10.62
"260","2008-01-14",10.44
"261","2008-01-15",11.28
"262","2008-01-16",10.28
"263","2008-01-17",10
"264","2008-01-18",10.02
"265","2008-01-22",9.47
"266","2008-01-23",9.25
"267","2008-01-24",9.35
"268","2008-01-25",9.59
"269","2008-01-28",9.75
"270","2008-01-29",9.75
"271","2008-01-30",10
"272","2008-01-31",9.81
"273","2008-02-01",9.65
"274","2008-02-04",9.54
"275","2008-02-05",11.27
"276","2008-02-06",11.03
"277","2008-02-07",10.5
"278","2008-02-08",10.31
"279","2008-02-11",10.59
"280","2008-02-12",10.47
"281","2008-02-13",10.67
"282","2008-02-14",10.46
"283","2008-02-15",10.4
"284","2008-02-19",9.35
"285","2008-02-20",9.39
"286","2008-02-21",8.95
"287","2008-02-22",7.96
"288","2008-02-25",9.02
"289","2008-02-26",9.16
"290","2008-02-27",9.47
"291","2008-02-28",9.36
"292","2008-02-29",9.29
"293","2008-03-03",9.07
"294","2008-03-04",8.84
"295","2008-03-05",9.05
"296","2008-03-06",8.92
"297","2008-03-07",9.01
"298","2008-03-10",8.58
"299","2008-03-11",9.13
"300","2008-03-12",9.08
"301","2008-03-13",9.33
"302","2008-03-14",8.95
"303","2008-03-17",8.31
"304","2008-03-18",8.95
"305","2008-03-19",8.73
"306","2008-03-20",9.03
"307","2008-03-24",9.31
"308","2008-03-25",9.64
"309","2008-03-26",9.53
"310","2008-03-27",9.09
"311","2008-03-28",9.21
"312","2008-03-31",9.3
"313","2008-04-01",9.42
"314","2008-04-02",9.52
"315","2008-04-03",9.44
"316","2008-04-04",9.18
"317","2008-04-07",9.2
"318","2008-04-08",9.04
"319","2008-04-09",8.78
"320","2008-04-10",8.76
"321","2008-04-11",8.42
"322","2008-04-14",8.36
"323","2008-04-15",8.3
"324","2008-04-16",8.68
"325","2008-04-17",8.63
"326","2008-04-18",8.96
"327","2008-04-21",9.39
"328","2008-04-22",9.29
"329","2008-04-23",9.6
"330","2008-04-24",9.86
"331","2008-04-25",9.83
"332","2008-04-28",9.67
"333","2008-04-29",9.83
"334","2008-04-30",10
"335","2008-05-01",10.2
"336","2008-05-02",11.64
"337","2008-05-05",11.64
"338","2008-05-06",11.35
"339","2008-05-07",11.13
"340","2008-05-08",11.34
"341","2008-05-09",11.44
"342","2008-05-12",11.85
"343","2008-05-13",11.76
"344","2008-05-14",11.65
"345","2008-05-15",11.6
"346","2008-05-16",11.88
"347","2008-05-19",11.71
"348","2008-05-20",11.55
"349","2008-05-21",11.48
"350","2008-05-22",11.44
"351","2008-05-23",11.72
"352","2008-05-27",12.21
"353","2008-05-28",11.88
"354","2008-05-29",12.03
"355","2008-05-30",12.71
"356","2008-06-02",12.4
"357","2008-06-03",12.25
"358","2008-06-04",11.99
"359","2008-06-05",12.57
"360","2008-06-06",12.35
"361","2008-06-09",12.16
"362","2008-06-10",12.16
"363","2008-06-11",12.1
"364","2008-06-12",12.28
"365","2008-06-13",12.66
"366","2008-06-16",12.99
"367","2008-06-17",12.92
"368","2008-06-18",12.66
"369","2008-06-19",12.63
"370","2008-06-20",12.52
"371","2008-06-23",12.13
"372","2008-06-24",11.97
"373","2008-06-25",12.05
"374","2008-06-26",11
"375","2008-06-27",10.77
"376","2008-06-30",10.68
"377","2008-07-01",10.75
"378","2008-07-02",10.32
"379","2008-07-03",10.25
"380","2008-07-07",10
"381","2008-07-08",10.57
"382","2008-07-09",10.28
"383","2008-07-10",10.33
"384","2008-07-11",10.78
"385","2008-07-14",10.75
"386","2008-07-15",11.27
"387","2008-07-16",11.75
"388","2008-07-17",11.94
"389","2008-07-18",12.04
"390","2008-07-21",12.05
"391","2008-07-22",11.99
"392","2008-07-23",11.8
"393","2008-07-24",11.26
"394","2008-07-25",13.1
"395","2008-07-28",13.19
"396","2008-07-29",13.68
"397","2008-07-30",13.89
"398","2008-07-31",13.62
"399","2008-08-01",13.22
"400","2008-08-04",13.6
"401","2008-08-05",14.03
"402","2008-08-06",14.66
"403","2008-08-07",13.97
"404","2008-08-08",14.52
"405","2008-08-11",14.82
"406","2008-08-12",14.85
"407","2008-08-13",14.73
"408","2008-08-14",14.81
"409","2008-08-15",14.21
"410","2008-08-18",13.99
"411","2008-08-19",13.47
"412","2008-08-20",13.56
"413","2008-08-21",13.23
"414","2008-08-22",13.86
"415","2008-08-25",13.92
"416","2008-08-26",13.74
"417","2008-08-27",14.53
"418","2008-08-28",15.18
"419","2008-08-29",14.9
"420","2008-09-02",15.78
"421","2008-09-03",15.85
"422","2008-09-04",14.24
"423","2008-09-05",13.67
"424","2008-09-08",13.62
"425","2008-09-09",12.75
"426","2008-09-10",12.92
"427","2008-09-11",12.81
"428","2008-09-12",12.42
"429","2008-09-15",10.28
"430","2008-09-16",11.55
"431","2008-09-17",10.4
"432","2008-09-18",11.11
"433","2008-09-19",12.36
"434","2008-09-22",11.84
"435","2008-09-23",11.58
"436","2008-09-24",11.15
"437","2008-09-25",11.4
"438","2008-09-26",11.3
"439","2008-09-29",10.33
"440","2008-09-30",10.64
"441","2008-10-01",10.25
"442","2008-10-02",9.28
"443","2008-10-03",8.89
"444","2008-10-06",8.41
"445","2008-10-07",7.92
"446","2008-10-08",9.6
"447","2008-10-09",8.99
"448","2008-10-10",9.21
"449","2008-10-13",10.79
"450","2008-10-14",10.1
"451","2008-10-15",9.04
"452","2008-10-16",10.17
"453","2008-10-17",9.51
"454","2008-10-20",10.14
"455","2008-10-21",9.56
"456","2008-10-22",9.4
"457","2008-10-23",9.26
"458","2008-10-24",7.96
"459","2008-10-27",7.73
"460","2008-10-28",8.78
"461","2008-10-29",8.32
"462","2008-10-30",9.01
"463","2008-10-31",9.62
"464","2008-11-03",9.77
"465","2008-11-04",10.11
"466","2008-11-05",9.41
"467","2008-11-06",9.03
"468","2008-11-07",8.96
"469","2008-11-10",8.49
"470","2008-11-11",8.76
"471","2008-11-12",7.76
"472","2008-11-13",8.68
"473","2008-11-14",8.45
"474","2008-11-17",8.11
"475","2008-11-18",7.38
"476","2008-11-19",6.38
"477","2008-11-20",6.19
"478","2008-11-21",6.74
"479","2008-11-24",7.38
"480","2008-11-25",7.02
"481","2008-11-26",7.9
"482","2008-11-28",7.95
"483","2008-12-01",6.96
"484","2008-12-02",7.69
"485","2008-12-03",7.85
"486","2008-12-04",7.99
"487","2008-12-05",8.66
"488","2008-12-08",9.38
"489","2008-12-09",8.98
"490","2008-12-10",9.27
"491","2008-12-11",8.58
"492","2008-12-12",9.3
"493","2008-12-15",9
"494","2008-12-16",9.84
"495","2008-12-17",9.85
"496","2008-12-18",9.66
"497","2008-12-19",10.13
"498","2008-12-22",9.54
"499","2008-12-23",9.06
"500","2008-12-24",9.09
"501","2008-12-26",9.16
"502","2008-12-29",8.19
"503","2008-12-30",8.16
"504","2008-12-31",8.62
"505","2009-01-02",9.19
"506","2009-01-05",9.72
"507","2009-01-06",10.24
"508","2009-01-07",13.29
"509","2009-01-08",13.28
"510","2009-01-09",13.49
"511","2009-01-12",13.45
"512","2009-01-13",13.86
"513","2009-01-14",13.09
"514","2009-01-15",13.77
"515","2009-01-16",14.25
"516","2009-01-20",12.55
"517","2009-01-21",13.83
"518","2009-01-22",13.87
"519","2009-01-23",14.21
"520","2009-01-26",14.8
"521","2009-01-27",14.39
"522","2009-01-28",14.71
"523","2009-01-29",14.26
"524","2009-01-30",14.22
"525","2009-02-02",14.66
"526","2009-02-03",14.62
"527","2009-02-04",13.79
"528","2009-02-05",13.97
"529","2009-02-06",14.44
"530","2009-02-09",14.51
"531","2009-02-10",13.94
"532","2009-02-11",13.58
"533","2009-02-12",13.77
"534","2009-02-13",14.18
"535","2009-02-17",13.49
"536","2009-02-18",13.17
"537","2009-02-19",13.45
"538","2009-02-20",12.98
"539","2009-02-23",12.62
"540","2009-02-24",13.08
"541","2009-02-25",13.28
"542","2009-02-26",12.92
"543","2009-02-27",13.21
"544","2009-03-02",12.42
"545","2009-03-03",12.35
"546","2009-03-04",12.17
"547","2009-03-05",11.47
"548","2009-03-06",11.42
"549","2009-03-09",10.34
"550","2009-03-10",11
"551","2009-03-11",7.84
"552","2009-03-12",9
"553","2009-03-13",6.86
"554","2009-03-16",6.94
"555","2009-03-17",6.82
"556","2009-03-18",7.42
"557","2009-03-19",7.37
"558","2009-03-20",6.74
"559","2009-03-23",7.09
"560","2009-03-24",6.81
"561","2009-03-25",6.8
"562","2009-03-26",7.17
"563","2009-03-27",6.91
"564","2009-03-30",6.58
"565","2009-03-31",7.16
"566","2009-04-01",7.47
"567","2009-04-02",7.92
"568","2009-04-03",7.72
"569","2009-04-06",7.48
"570","2009-04-07",7.42
"571","2009-04-08",7.98
"572","2009-04-09",8.52
"573","2009-04-13",8.91
"574","2009-04-14",8.66
"575","2009-04-15",8.59
"576","2009-04-16",8.51
"577","2009-04-17",8.46
"578","2009-04-20",7.97
"579","2009-04-21",8.1
"580","2009-04-22",8.88
"581","2009-04-23",8.79
"582","2009-04-24",8.77
"583","2009-04-27",8.77
"584","2009-04-28",8.58
"585","2009-04-29",8.85
"586","2009-04-30",8.99
"587","2009-05-01",10.66
"588","2009-05-04",10.66
"589","2009-05-05",10.42
"590","2009-05-06",10.13
"591","2009-05-07",9.22
"592","2009-05-08",9.52
"593","2009-05-11",9.52
"594","2009-05-12",9.37
"595","2009-05-13",8.69
"596","2009-05-14",8.66
"597","2009-05-15",8.58
"598","2009-05-18",8.95
"599","2009-05-19",8.9
"600","2009-05-20",9.27
"601","2009-05-21",8.92
"602","2009-05-22",8.58
"603","2009-05-26",8.8
"604","2009-05-27",9.19
"605","2009-05-28",9.3
"606","2009-05-29",9.38
"607","2009-06-01",9.29
"608","2009-06-02",9.63
"609","2009-06-03",9
"610","2009-06-04",9.08
"611","2009-06-05",8.97
"612","2009-06-08",9
"613","2009-06-09",9.24
"614","2009-06-10",9.23
"615","2009-06-11",9.26
"616","2009-06-12",9.58
"617","2009-06-15",9.29
"618","2009-06-16",8.98
"619","2009-06-17",8.84
"620","2009-06-18",8.9
"621","2009-06-19",8.98
"622","2009-06-22",8.6
"623","2009-06-23",8.47
"624","2009-06-24",8.71
"625","2009-06-25",9.1
"626","2009-06-26",9.14
"627","2009-06-29",9.26
"628","2009-06-30",9.38
"629","2009-07-01",9.36
"630","2009-07-02",9.06
"631","2009-07-06",9.1
"632","2009-07-07",9.07
"633","2009-07-08",9.2
"634","2009-07-09",9.41
"635","2009-07-10",9.33
"636","2009-07-13",9.52
"637","2009-07-14",9.52
"638","2009-07-15",9.92
"639","2009-07-16",9.94
"640","2009-07-17",9.82
"641","2009-07-20",9.49
"642","2009-07-21",9.9
"643","2009-07-22",10.19
"644","2009-07-23",10.08
"645","2009-07-24",9.05
"646","2009-07-27",9.28
"647","2009-07-28",9.94
"648","2009-07-29",10.09
"649","2009-07-30",10.14
"650","2009-07-31",9.95
"651","2009-08-03",9.87
"652","2009-08-04",10.11
"653","2009-08-05",9.74
"654","2009-08-06",9.41
"655","2009-08-07",9.64
"656","2009-08-10",9.79
"657","2009-08-11",9.75
"658","2009-08-12",9.83
"659","2009-08-13",9.87
"660","2009-08-14",9.88
"661","2009-08-17",9.72
"662","2009-08-18",9.97
"663","2009-08-19",10
"664","2009-08-20",10.22
"665","2009-08-21",10.94
"666","2009-08-24",11.21
"667","2009-08-25",11.5
"668","2009-08-26",11.38
"669","2009-08-27",11.48
"670","2009-08-28",11.71
"671","2009-08-31",11.46
"672","2009-09-01",11.48
"673","2009-09-02",11.24
"674","2009-09-03",11.45
"675","2009-09-04",11.48
"676","2009-09-08",11.47
"677","2009-09-09",11.47
"678","2009-09-10",11.72
"679","2009-09-11",11.89
"680","2009-09-14",12.12
"681","2009-09-15",12.79
"682","2009-09-16",13.4
"683","2009-09-17",13.23
"684","2009-09-18",13.28
"685","2009-09-21",13.4
"686","2009-09-22",13.46
"687","2009-09-23",13.73
"688","2009-09-24",13.29
"689","2009-09-25",13.15
"690","2009-09-28",13.44
"691","2009-09-29",13.59
"692","2009-09-30",13.51
"693","2009-10-01",12.81
"694","2009-10-02",12.8
"695","2009-10-05",13.26
"696","2009-10-06",14
"697","2009-10-07",13.88
"698","2009-10-08",13.82
"699","2009-10-09",13.9
"700","2009-10-12",14.18
"701","2009-10-13",14
"702","2009-10-14",14.17
"703","2009-10-15",13.94
"704","2009-10-16",13.76
"705","2009-10-19",13.98
"706","2009-10-20",13.92
"707","2009-10-21",13.54
"708","2009-10-22",13.66
"709","2009-10-23",13.07
"710","2009-10-26",13.36
"711","2009-10-27",13.21
"712","2009-10-28",12.64
"713","2009-10-29",12.81
"714","2009-10-30",12.29
"715","2009-11-02",12.29
"716","2009-11-03",12.57
"717","2009-11-04",12.42
"718","2009-11-05",12.73
"719","2009-11-06",12.98
"720","2009-11-09",12.91
"721","2009-11-10",12.82
"722","2009-11-11",12.7
"723","2009-11-12",12.5
"724","2009-11-13",12.68
"725","2009-11-16",12.85
"726","2009-11-17",12.98
"727","2009-11-18",12.67
"728","2009-11-19",12.65
"729","2009-11-20",12.53
"730","2009-11-23",12.6
"731","2009-11-24",12.61
"732","2009-11-25",12.43
"733","2009-11-27",12.26
"734","2009-11-30",12.59
"735","2009-12-01",12.88
"736","2009-12-02",13.13
"737","2009-12-03",13.05
"738","2009-12-04",13.14
"739","2009-12-07",12.99
"740","2009-12-08",12.71
"741","2009-12-09",12.76
"742","2009-12-10",12.5
"743","2009-12-11",12.5
"744","2009-12-14",12.67
"745","2009-12-15",13.08
"746","2009-12-16",13.37
"747","2009-12-17",13.46
"748","2009-12-18",14.18
"749","2009-12-21",14.5
"750","2009-12-22",14.44
"751","2009-12-23",14.77
"752","2009-12-24",14.75
"753","2009-12-28",14.79
"754","2009-12-29",14.69
"755","2009-12-30",15
"756","2009-12-31",14.62
"757","2010-01-04",15.08
"758","2010-01-05",15.47
"759","2010-01-06",15.1
"760","2010-01-07",14.67
"761","2010-01-08",14.54
"762","2010-01-11",14.9
"763","2010-01-12",14.42
"764","2010-01-13",14.91
"765","2010-01-14",14.97
"766","2010-01-15",14.9
"767","2010-01-19",15.54
"768","2010-01-20",14.97
"769","2010-01-21",14.48
"770","2010-01-22",14.66
"771","2010-01-25",14.81
"772","2010-01-26",14.33
"773","2010-01-27",14.53
"774","2010-01-28",14.27
"775","2010-01-29",14.04
"776","2010-02-01",14.19
"777","2010-02-02",14.54
"778","2010-02-03",14.57
"779","2010-02-04",14.02
"780","2010-02-05",14.67
"781","2010-02-08",14.54
"782","2010-02-09",14.75
"783","2010-02-10",14.53
"784","2010-02-11",14.64
"785","2010-02-12",15.09
"786","2010-02-16",15.29
"787","2010-02-17",15.12
"788","2010-02-18",15.24
"789","2010-02-19",15.27
"790","2010-02-22",15.11
"791","2010-02-23",14.7
"792","2010-02-24",14.76
"793","2010-02-25",14.49
"794","2010-02-26",14.59
"795","2010-03-01",14.92
"796","2010-03-02",15.01
"797","2010-03-03",15.1
"798","2010-03-04",15.1
"799","2010-03-05",15.31
"800","2010-03-08",15.37
"801","2010-03-09",15.5
"802","2010-03-10",15.57
"803","2010-03-11",15.49
"804","2010-03-12",15.5
"805","2010-03-15",15.53
"806","2010-03-16",15.39
"807","2010-03-17",15.43
"808","2010-03-18",15.51
"809","2010-03-19",15.38
"810","2010-03-22",15.16
"811","2010-03-23",15.29
"812","2010-03-24",15.11
"813","2010-03-25",14.86
"814","2010-03-26",14.32
"815","2010-03-29",14.52
"816","2010-03-30",14.37
"817","2010-03-31",14.79
"818","2010-04-01",14.66
"819","2010-04-05",14.88
"820","2010-04-06",14.97
"821","2010-04-07",14.49
"822","2010-04-08",14.38
"823","2010-04-09",14.69
"824","2010-04-12",14.63
"825","2010-04-13",14.63
"826","2010-04-14",15.34
"827","2010-04-15",15.3
"828","2010-04-16",15.08
"829","2010-04-19",15.17
"830","2010-04-20",15.67
"831","2010-04-21",15.68
"832","2010-04-22",15.84
"833","2010-04-23",15.93
"834","2010-04-26",15.81
"835","2010-04-27",15.46
"836","2010-04-28",15.09
"837","2010-04-29",15
"838","2010-04-30",14.52
"839","2010-05-03",14.56
"840","2010-05-04",14.41
"841","2010-05-05",13.96
"842","2010-05-06",13.45
"843","2010-05-07",13.09
"844","2010-05-10",13.86
"845","2010-05-11",14.01
"846","2010-05-12",14.38
"847","2010-05-13",14.23
"848","2010-05-14",13.84
"849","2010-05-17",13.75
"850","2010-05-18",13.76
"851","2010-05-19",13.55
"852","2010-05-20",12.74
"853","2010-05-21",12.87
"854","2010-05-24",12.72
"855","2010-05-25",12.78
"856","2010-05-26",13
"857","2010-05-27",13.7
"858","2010-05-28",13.53
"859","2010-06-01",13.2
"860","2010-06-02",13.67
"861","2010-06-03",13.99
"862","2010-06-04",13.47
"863","2010-06-07",13.12
"864","2010-06-08",12.94
"865","2010-06-09",12.89
"866","2010-06-10",13.42
"867","2010-06-11",13.85
"868","2010-06-14",14
"869","2010-06-15",14.48
"870","2010-06-16",14.31
"871","2010-06-17",14.12
"872","2010-06-18",14.25
"873","2010-06-21",14.18
"874","2010-06-22",13.83
"875","2010-06-23",13.86
"876","2010-06-24",13.89
"877","2010-06-25",14.45
"878","2010-06-28",14.71
"879","2010-06-29",14.1
"880","2010-06-30",14.22
"881","2010-07-01",14.15
"882","2010-07-02",13.75
"883","2010-07-06",13.56
"884","2010-07-07",14.12
"885","2010-07-08",14.13
"886","2010-07-09",14.3
"887","2010-07-12",14.14
"888","2010-07-13",14.86
"889","2010-07-14",14.91
"890","2010-07-15",14.88
"891","2010-07-16",14.15
"892","2010-07-19",14.17
"893","2010-07-20",14.3
"894","2010-07-21",13.68
"895","2010-07-22",14.03
"896","2010-07-23",15.9
"897","2010-07-26",16.5
"898","2010-07-27",16.52
"899","2010-07-28",15.82
"900","2010-07-29",15.77
"901","2010-07-30",15.85
"902","2010-08-02",16.129999
"903","2010-08-03",16.219999
"904","2010-08-04",16.389999
"905","2010-08-05",16.110001
"906","2010-08-06",16.309999
"907","2010-08-09",16.76
"908","2010-08-10",16.41
"909","2010-08-11",15.58
"910","2010-08-12",15.33
"911","2010-08-13",15.16
"912","2010-08-16",15.49
"913","2010-08-17",15.99
"914","2010-08-18",15.91
"915","2010-08-19",15.5
"916","2010-08-20",15.61
"917","2010-08-23",15.22
"918","2010-08-24",15.09
"919","2010-08-25",15.17
"920","2010-08-26",15.17
"921","2010-08-27",15.72
"922","2010-08-30",15.47
"923","2010-08-31",15.83
"924","2010-09-01",16.49
"925","2010-09-02",16.969999
"926","2010-09-03",17.440001
"927","2010-09-07",17.4
"928","2010-09-08",17.4
"929","2010-09-09",17.620001
"930","2010-09-10",17.709999
"931","2010-09-13",17.91
"932","2010-09-14",18.040001
"933","2010-09-15",18.17
"934","2010-09-16",18.09
"935","2010-09-17",18.440001
"936","2010-09-20",19.559999
"937","2010-09-21",19.700001
"938","2010-09-22",19.440001
"939","2010-09-23",19.42
"940","2010-09-24",20.07
"941","2010-09-27",20.48
"942","2010-09-28",20.360001
"943","2010-09-29",20.709999
"944","2010-09-30",20.51
"945","2010-10-01",20.85
"946","2010-10-04",20.809999
"947","2010-10-05",21.450001
"948","2010-10-06",21.200001
"949","2010-10-07",20.75
"950","2010-10-08",20.799999
"951","2010-10-11",21.059999
"952","2010-10-12",21.219999
"953","2010-10-13",21.43
"954","2010-10-14",21.700001
"955","2010-10-15",21.440001
"956","2010-10-18",21.469999
"957","2010-10-19",21.26
"958","2010-10-20",21.26
"959","2010-10-21",21.639999
"960","2010-10-22",23.049999
"961","2010-10-25",23.049999
"962","2010-10-26",23.139999
"963","2010-10-27",23.190001
"964","2010-10-28",23.41
"965","2010-10-29",23.469999
"966","2010-11-01",22.98
"967","2010-11-02",23.48
"968","2010-11-03",23.629999
"969","2010-11-04",24.09
"970","2010-11-05",24.389999
"971","2010-11-08",24.33
"972","2010-11-09",24.040001
"973","2010-11-10",24.110001
"974","2010-11-11",23.32
"975","2010-11-12",22.799999
"976","2010-11-15",22.620001
"977","2010-11-16",21.9
"978","2010-11-17",21.809999
"979","2010-11-18",22.09
"980","2010-11-19",22.42
"981","2010-11-22",22.389999
"982","2010-11-23",21.6
"983","2010-11-24",22.24
"984","2010-11-26",22.139999
"985","2010-11-29",21.459999
"986","2010-11-30",22.09
"987","2010-12-01",22.690001
"988","2010-12-02",22.67
"989","2010-12-03",23.16
"990","2010-12-06",22.99
"991","2010-12-07",22.790001
"992","2010-12-08",23.08
"993","2010-12-09",23.01
"994","2010-12-10",23.610001
"995","2010-12-13",23.360001
"996","2010-12-14",23.209999
"997","2010-12-15",22.83
"998","2010-12-16",22.700001
