"","date","TS"
"1","2007-01-03",48.52
"2","2007-01-04",46.900002
"3","2007-01-05",47.299999
"4","2007-01-08",47.810001
"5","2007-01-09",46.369999
"6","2007-01-10",48.490002
"7","2007-01-11",47.639999
"8","2007-01-12",50.349998
"9","2007-01-16",48.169998
"10","2007-01-17",47.57
"11","2007-01-18",46.849998
"12","2007-01-19",48.07
"13","2007-01-22",47.029999
"14","2007-01-23",48.290001
"15","2007-01-24",47.939999
"16","2007-01-25",46.549999
"17","2007-01-26",46.799999
"18","2007-01-29",46.150002
"19","2007-01-30",46.849998
"20","2007-01-31",47.470001
"21","2007-02-01",47.900002
"22","2007-02-02",47.07
"23","2007-02-05",46.299999
"24","2007-02-06",47.279999
"25","2007-02-07",47.509998
"26","2007-02-08",47.299999
"27","2007-02-09",46.93
"28","2007-02-12",46.259998
"29","2007-02-13",47.709999
"30","2007-02-14",47.700001
"31","2007-02-15",47.380001
"32","2007-02-16",47.150002
"33","2007-02-20",46.790001
"34","2007-02-21",46.790001
"35","2007-02-22",47.43
"36","2007-02-23",47.77
"37","2007-02-26",48.200001
"38","2007-02-27",44.459999
"39","2007-02-28",45.450001
"40","2007-03-01",44.82
"41","2007-03-02",44.759998
"42","2007-03-05",43.200001
"43","2007-03-06",44.889999
"44","2007-03-07",44.27
"45","2007-03-08",44.5
"46","2007-03-09",44.32
"47","2007-03-12",44
"48","2007-03-13",42.110001
"49","2007-03-14",42.349998
"50","2007-03-15",41.82
"51","2007-03-16",41.48
"52","2007-03-19",42.799999
"53","2007-03-20",42.720001
"54","2007-03-21",44.279999
"55","2007-03-22",43.580002
"56","2007-03-23",44.439999
"57","2007-03-26",44.439999
"58","2007-03-27",44.049999
"59","2007-03-28",45.889999
"60","2007-03-29",46.66
"61","2007-03-30",45.900002
"62","2007-04-02",46.220001
"63","2007-04-03",46.32
"64","2007-04-04",46.509998
"65","2007-04-05",46.139999
"66","2007-04-09",46.400002
"67","2007-04-10",47.419998
"68","2007-04-11",46.830002
"69","2007-04-12",47.919998
"70","2007-04-13",48.490002
"71","2007-04-16",48.59
"72","2007-04-17",48.18
"73","2007-04-18",47.619999
"74","2007-04-19",47.310001
"75","2007-04-20",47.869999
"76","2007-04-23",47.310001
"77","2007-04-24",46.869999
"78","2007-04-25",47.389999
"79","2007-04-26",46.48
"80","2007-04-27",47.150002
"81","2007-04-30",46.360001
"82","2007-05-01",46
"83","2007-05-02",46.200001
"84","2007-05-03",47.23
"85","2007-05-04",47.52
"86","2007-05-07",44.77
"87","2007-05-08",43.990002
"88","2007-05-09",44.610001
"89","2007-05-10",43.5
"90","2007-05-11",45.18
"91","2007-05-14",44.360001
"92","2007-05-15",44.799999
"93","2007-05-16",45.419998
"94","2007-05-17",45.709999
"95","2007-05-18",46.439999
"96","2007-05-21",47.200001
"97","2007-05-22",46.73
"98","2007-05-23",47.470001
"99","2007-05-24",46.27
"100","2007-05-25",47.779999
"101","2007-05-29",47.5
"102","2007-05-30",47.900002
"103","2007-05-31",49.650002
"104","2007-06-01",49.849998
"105","2007-06-04",49.799999
"106","2007-06-05",49.470001
"107","2007-06-06",48.02
"108","2007-06-07",46.290001
"109","2007-06-08",47
"110","2007-06-11",47.259998
"111","2007-06-12",46.209999
"112","2007-06-13",47.23
"113","2007-06-14",48.16
"114","2007-06-15",48.700001
"115","2007-06-18",47.830002
"116","2007-06-19",48.490002
"117","2007-06-20",47.75
"118","2007-06-21",48.509998
"119","2007-06-22",48.23
"120","2007-06-25",47.73
"121","2007-06-26",47.91
"122","2007-06-27",48.799999
"123","2007-06-28",48.970001
"124","2007-06-29",48.959999
"125","2007-07-02",49.810001
"126","2007-07-03",49.529999
"127","2007-07-05",50.130001
"128","2007-07-06",51
"129","2007-07-09",51.77
"130","2007-07-10",51.259998
"131","2007-07-11",52.669998
"132","2007-07-12",53.049999
"133","2007-07-13",51.740002
"134","2007-07-16",50.150002
"135","2007-07-17",49.369999
"136","2007-07-18",50.23
"137","2007-07-19",50.540001
"138","2007-07-20",49.209999
"139","2007-07-23",50.32
"140","2007-07-24",48.450001
"141","2007-07-25",48.25
"142","2007-07-26",47.459999
"143","2007-07-27",47.709999
"144","2007-07-30",48.950001
"145","2007-07-31",48.169998
"146","2007-08-01",48.07
"147","2007-08-02",47.380001
"148","2007-08-03",46.639999
"149","2007-08-06",46.82
"150","2007-08-07",48.119999
"151","2007-08-08",50.32
"152","2007-08-09",48.84
"153","2007-08-10",48.830002
"154","2007-08-13",48.310001
"155","2007-08-14",47.450001
"156","2007-08-15",45.799999
"157","2007-08-16",42.560001
"158","2007-08-17",44.700001
"159","2007-08-20",44.849998
"160","2007-08-21",45.18
"161","2007-08-22",46.32
"162","2007-08-23",46.740002
"163","2007-08-24",47.25
"164","2007-08-27",46.84
"165","2007-08-28",45.169998
"166","2007-08-29",47.360001
"167","2007-08-30",46.57
