"","date","CHI"
"279","2008-02-11",15.82
"280","2008-02-12",15.76
"281","2008-02-13",15.36
"282","2008-02-14",14.62
"283","2008-02-15",14.43
"284","2008-02-19",14.53
"285","2008-02-20",14.53
"286","2008-02-21",14.41
"287","2008-02-22",14.86
"288","2008-02-25",14.96
"289","2008-02-26",14.99
"290","2008-02-27",15.07
"291","2008-02-28",15.17
"292","2008-02-29",14.91
"293","2008-03-03",14.63
"294","2008-03-04",14.55
"295","2008-03-05",14.42
"296","2008-03-06",14.35
"297","2008-03-07",14.39
"298","2008-03-10",13.6
"299","2008-03-11",14.17
"300","2008-03-12",13.76
"301","2008-03-13",13.86
"302","2008-03-14",13.57
"303","2008-03-17",12.83
"304","2008-03-18",13.1
"305","2008-03-19",13.14
"306","2008-03-20",13.34
"307","2008-03-24",13.94
"308","2008-03-25",13.97
"309","2008-03-26",14.28
"310","2008-03-27",14.15
"311","2008-03-28",13.5
"312","2008-03-31",13.72
"313","2008-04-01",14.06
"314","2008-04-02",14.27
"315","2008-04-03",14.4
"316","2008-04-04",14.46
"317","2008-04-07",14.64
"318","2008-04-08",14.61
"319","2008-04-09",14.13
"320","2008-04-10",14.32
"321","2008-04-11",14.14
"322","2008-04-14",13.91
"323","2008-04-15",13.85
"324","2008-04-16",14.11
"325","2008-04-17",14.25
"326","2008-04-18",14.58
"327","2008-04-21",14.82
"328","2008-04-22",14.98
"329","2008-04-23",15.16
"330","2008-04-24",15.38
"331","2008-04-25",15.4
"332","2008-04-28",15.3
"333","2008-04-29",15.33
"334","2008-04-30",15.4
"335","2008-05-01",15.55
"336","2008-05-02",15.52
"337","2008-05-05",15.64
"338","2008-05-06",15.62
"339","2008-05-07",15.5
"340","2008-05-08",15.33
"341","2008-05-09",15.49
"342","2008-05-12",15.3
"343","2008-05-13",15.15
"344","2008-05-14",15.21
"345","2008-05-15",15.28
"346","2008-05-16",15.34
"347","2008-05-19",15.53
"348","2008-05-20",15.3
"349","2008-05-21",15.49
"350","2008-05-22",15.49
"351","2008-05-23",15.41
"352","2008-05-27",15.55
"353","2008-05-28",15.72
"354","2008-05-29",15.62
"355","2008-05-30",15.64
"356","2008-06-02",15.91
"357","2008-06-03",15.92
"358","2008-06-04",15.84
"359","2008-06-05",15.86
"360","2008-06-06",15.78
"361","2008-06-09",15.74
"362","2008-06-10",15.27
"363","2008-06-11",15.16
"364","2008-06-12",15.04
"365","2008-06-13",15.18
"366","2008-06-16",15.06
"367","2008-06-17",14.92
"368","2008-06-18",14.9
"369","2008-06-19",14.8
"370","2008-06-20",14.7
"371","2008-06-23",14.35
"372","2008-06-24",14.27
"373","2008-06-25",14.28
"374","2008-06-26",14.03
"375","2008-06-27",13.61
"376","2008-06-30",14.08
"377","2008-07-01",14.15
"378","2008-07-02",13.98
"379","2008-07-03",13.7
"380","2008-07-07",13.16
"381","2008-07-08",13.49
"382","2008-07-09",13.43
"383","2008-07-10",13.55
"384","2008-07-11",13.16
"385","2008-07-14",12.64
"386","2008-07-15",12.22
"387","2008-07-16",13.05
"388","2008-07-17",13.38
"389","2008-07-18",13.31
"390","2008-07-21",13.42
"391","2008-07-22",13.59
"392","2008-07-23",13.55
"393","2008-07-24",13.39
"394","2008-07-25",13.35
"395","2008-07-28",13.34
"396","2008-07-29",13.4
"397","2008-07-30",13.36
"398","2008-07-31",13.26
"399","2008-08-01",13.71
"400","2008-08-04",13.34
"401","2008-08-05",13.39
"402","2008-08-06",13.45
"403","2008-08-07",13.27
"404","2008-08-08",13.23
"405","2008-08-11",13.23
"406","2008-08-12",13.08
"407","2008-08-13",13.15
"408","2008-08-14",13.36
"409","2008-08-15",13.44
"410","2008-08-18",13.28
"411","2008-08-19",13.21
"412","2008-08-20",13.27
"413","2008-08-21",13.31
"414","2008-08-22",13.48
"415","2008-08-25",13.33
"416","2008-08-26",13.18
"417","2008-08-27",13.3
"418","2008-08-28",13.4
"419","2008-08-29",13.4
"420","2008-09-02",13.32
"421","2008-09-03",13.4
"422","2008-09-04",12.99
"423","2008-09-05",12.81
"424","2008-09-08",12.6
"425","2008-09-09",12.42
"426","2008-09-10",12.52
"427","2008-09-11",12.15
"428","2008-09-12",12
"429","2008-09-15",11.27
"430","2008-09-16",10.31
"431","2008-09-17",9.5
"432","2008-09-18",9.98
"433","2008-09-19",11.31
"434","2008-09-22",10.58
"435","2008-09-23",10.5
"436","2008-09-24",10.46
"437","2008-09-25",10.94
"438","2008-09-26",11.66
"439","2008-09-29",10.52
"440","2008-09-30",10.71
"441","2008-10-01",10.8
"442","2008-10-02",10.01
"443","2008-10-03",9.99
"444","2008-10-06",8.91
"445","2008-10-07",8.02
"446","2008-10-08",7.8
"447","2008-10-09",6.59
"448","2008-10-10",6.34
"449","2008-10-13",8.05
"450","2008-10-14",8.71
"451","2008-10-15",8.53
"452","2008-10-16",8.35
"453","2008-10-17",8.93
"454","2008-10-20",9.46
"455","2008-10-21",8.86
"456","2008-10-22",8.76
"457","2008-10-23",9.3
"458","2008-10-24",8.79
"459","2008-10-27",8.76
"460","2008-10-28",9.21
"461","2008-10-29",9.21
"462","2008-10-30",9.35
"463","2008-10-31",9.1
"464","2008-11-03",9.16
"465","2008-11-04",9.09
"466","2008-11-05",8.71
"467","2008-11-06",8.73
"468","2008-11-07",8.89
"469","2008-11-10",8.56
"470","2008-11-11",8.3
"471","2008-11-12",7.72
"472","2008-11-13",7.51
"473","2008-11-14",7.25
"474","2008-11-17",7.3
"475","2008-11-18",6.9
"476","2008-11-19",6.85
"477","2008-11-20",6.57
"478","2008-11-21",6.01
"479","2008-11-24",6.62
"480","2008-11-25",6.8
"481","2008-11-26",7.36
"482","2008-11-28",7.57
"483","2008-12-01",7.22
"484","2008-12-02",7.14
"485","2008-12-03",7.45
"486","2008-12-04",7.1
"487","2008-12-05",7.06
"488","2008-12-08",8.5
"489","2008-12-09",7.33
"490","2008-12-10",7.6
"491","2008-12-11",7.28
"492","2008-12-12",7.37
"493","2008-12-15",7.31
"494","2008-12-16",7.63
"495","2008-12-17",7.8
"496","2008-12-18",8.01
"497","2008-12-19",8.14
"498","2008-12-22",8.1
"499","2008-12-23",8.11
"500","2008-12-24",8.15
"501","2008-12-26",8.21
"502","2008-12-29",7.88
"503","2008-12-30",8
"504","2008-12-31",8.29
"505","2009-01-02",8.9
"506","2009-01-05",9.04
"507","2009-01-06",9
"508","2009-01-07",9.2
"509","2009-01-08",9.69
"510","2009-01-09",9.8
"511","2009-01-12",9.76
"512","2009-01-13",9.4
"513","2009-01-14",8.63
"514","2009-01-15",8.27
"515","2009-01-16",8.67
"516","2009-01-20",8.66
"517","2009-01-21",8.91
"518","2009-01-22",8.84
"519","2009-01-23",8.9
"520","2009-01-26",8.91
"521","2009-01-27",9
"522","2009-01-28",9.2
"523","2009-01-29",9.15
"524","2009-01-30",9.14
"525","2009-02-02",8.91
"526","2009-02-03",8.91
"527","2009-02-04",9
"528","2009-02-05",9
"529","2009-02-06",9.04
"530","2009-02-09",9
"531","2009-02-10",8.93
"532","2009-02-11",8.76
"533","2009-02-12",8.77
"534","2009-02-13",8.77
"535","2009-02-17",8.32
"536","2009-02-18",8.23
"537","2009-02-19",8.04
"538","2009-02-20",7.83
"539","2009-02-23",7.57
"540","2009-02-24",8.29
"541","2009-02-25",8.19
"542","2009-02-26",8.07
"543","2009-02-27",8.04
"544","2009-03-02",7.18
"545","2009-03-03",7.08
"546","2009-03-04",7.62
"547","2009-03-05",7.12
"548","2009-03-06",6.81
"549","2009-03-09",6.53
"550","2009-03-10",7.11
"551","2009-03-11",7.33
"552","2009-03-12",7.8
"553","2009-03-13",8.05
"554","2009-03-16",8.08
"555","2009-03-17",8.29
"556","2009-03-18",8.27
"557","2009-03-19",8.26
"558","2009-03-20",8.19
"559","2009-03-23",8.58
"560","2009-03-24",8.68
"561","2009-03-25",8.68
"562","2009-03-26",8.72
"563","2009-03-27",8.74
"564","2009-03-30",8.53
"565","2009-03-31",8.63
"566","2009-04-01",8.54
"567","2009-04-02",8.74
"568","2009-04-03",8.8
"569","2009-04-06",8.8
"570","2009-04-07",8.79
"571","2009-04-08",8.73
"572","2009-04-09",8.85
"573","2009-04-13",9.04
"574","2009-04-14",8.93
"575","2009-04-15",9.15
"576","2009-04-16",9.42
"577","2009-04-17",9.42
"578","2009-04-20",9.09
"579","2009-04-21",9.21
"580","2009-04-22",9.19
"581","2009-04-23",9.23
"582","2009-04-24",9.3
"583","2009-04-27",9.4
"584","2009-04-28",9.33
"585","2009-04-29",9.35
"586","2009-04-30",9.06
"587","2009-05-01",9.52
"588","2009-05-04",9.76
"589","2009-05-05",9.85
"590","2009-05-06",10.05
"591","2009-05-07",10.1
"592","2009-05-08",10.1
"593","2009-05-11",10.14
"594","2009-05-12",10.13
"595","2009-05-13",9.76
"596","2009-05-14",9.91
"597","2009-05-15",10.09
"598","2009-05-18",10.3
"599","2009-05-19",10.25
"600","2009-05-20",10.3
"601","2009-05-21",10.23
"602","2009-05-22",10.39
"603","2009-05-26",10.45
"604","2009-05-27",10.27
"605","2009-05-28",10.4
"606","2009-05-29",10.53
"607","2009-06-01",10.62
"608","2009-06-02",10.7
"609","2009-06-03",10.74
"610","2009-06-04",10.81
"611","2009-06-05",10.9
"612","2009-06-08",10.74
"613","2009-06-09",10.75
"614","2009-06-10",10.66
"615","2009-06-11",10.74
"616","2009-06-12",10.77
"617","2009-06-15",10.31
"618","2009-06-16",10.58
"619","2009-06-17",10.56
"620","2009-06-18",10.55
"621","2009-06-19",10.57
"622","2009-06-22",10.33
"623","2009-06-23",10.14
"624","2009-06-24",10.39
"625","2009-06-25",10.5
"626","2009-06-26",10.42
"627","2009-06-29",10.51
"628","2009-06-30",10.42
"629","2009-07-01",10.53
"630","2009-07-02",10.32
"631","2009-07-06",10.42
"632","2009-07-07",10.35
"633","2009-07-08",9.88
"634","2009-07-09",9.78
"635","2009-07-10",9.79
"636","2009-07-13",9.99
"637","2009-07-14",10.33
"638","2009-07-15",10.5
"639","2009-07-16",10.48
"640","2009-07-17",10.57
"641","2009-07-20",10.75
"642","2009-07-21",10.77
"643","2009-07-22",10.7
"644","2009-07-23",10.89
"645","2009-07-24",11.05
"646","2009-07-27",11.11
"647","2009-07-28",10.9
"648","2009-07-29",10.73
"649","2009-07-30",10.72
"650","2009-07-31",11.08
"651","2009-08-03",11.21
"652","2009-08-04",11.29
"653","2009-08-05",11.28
"654","2009-08-06",11.1
"655","2009-08-07",11.34
"656","2009-08-10",11.35
"657","2009-08-11",11.42
"658","2009-08-12",11.3
"659","2009-08-13",11.33
"660","2009-08-14",11.32
"661","2009-08-17",10.82
"662","2009-08-18",10.98
"663","2009-08-19",10.99
"664","2009-08-20",11.2
"665","2009-08-21",11.21
"666","2009-08-24",11.36
"667","2009-08-25",11.43
"668","2009-08-26",11.42
"669","2009-08-27",11.22
"670","2009-08-28",11.14
"671","2009-08-31",10.95
"672","2009-09-01",11
"673","2009-09-02",11
"674","2009-09-03",11.2
"675","2009-09-04",11.4
"676","2009-09-08",11.39
"677","2009-09-09",11.41
"678","2009-09-10",11.45
"679","2009-09-11",11.35
"680","2009-09-14",11.41
"681","2009-09-15",11.53
"682","2009-09-16",11.77
"683","2009-09-17",11.75
"684","2009-09-18",11.73
"685","2009-09-21",11.49
"686","2009-09-22",11.67
"687","2009-09-23",11.81
"688","2009-09-24",11.6
"689","2009-09-25",11.61
"690","2009-09-28",11.86
"691","2009-09-29",11.86
"692","2009-09-30",11.89
"693","2009-10-01",11.61
"694","2009-10-02",11.5
"695","2009-10-05",11.9
"696","2009-10-06",11.85
"697","2009-10-07",11.85
"698","2009-10-08",11.9
"699","2009-10-09",11.86
"700","2009-10-12",11.77
"701","2009-10-13",11.67
"702","2009-10-14",11.7
"703","2009-10-15",11.76
"704","2009-10-16",11.85
"705","2009-10-19",11.88
"706","2009-10-20",11.94
"707","2009-10-21",11.93
"708","2009-10-22",12
"709","2009-10-23",12.08
"710","2009-10-26",12
"711","2009-10-27",11.8
"712","2009-10-28",11.36
"713","2009-10-29",11.73
"714","2009-10-30",11.4
"715","2009-11-02",11.46
"716","2009-11-03",11.64
"717","2009-11-04",11.88
"718","2009-11-05",11.99
"719","2009-11-06",12.04
"720","2009-11-09",12.05
"721","2009-11-10",12.07
"722","2009-11-11",12.25
"723","2009-11-12",12.22
"724","2009-11-13",12.07
"725","2009-11-16",11.97
"726","2009-11-17",11.99
"727","2009-11-18",12.12
"728","2009-11-19",11.99
"729","2009-11-20",11.96
"730","2009-11-23",11.99
"731","2009-11-24",11.97
"732","2009-11-25",12
"733","2009-11-27",11.9
"734","2009-11-30",11.97
"735","2009-12-01",12.23
"736","2009-12-02",12.35
"737","2009-12-03",12.06
"738","2009-12-04",12.09
"739","2009-12-07",12.1
"740","2009-12-08",12.17
"741","2009-12-09",12.24
"742","2009-12-10",12.36
"743","2009-12-11",12.34
"744","2009-12-14",12.37
"745","2009-12-15",12.38
"746","2009-12-16",12.39
"747","2009-12-17",12.36
"748","2009-12-18",12.34
"749","2009-12-21",12.42
"750","2009-12-22",12.43
"751","2009-12-23",12.49
"752","2009-12-24",12.56
"753","2009-12-28",12.55
"754","2009-12-29",12.48
"755","2009-12-30",12.39
"756","2009-12-31",12.32
"757","2010-01-04",12.42
"758","2010-01-05",12.55
"759","2010-01-06",12.49
"760","2010-01-07",12.61
"761","2010-01-08",12.7
"762","2010-01-11",12.66
"763","2010-01-12",12.67
"764","2010-01-13",12.74
"765","2010-01-14",12.76
"766","2010-01-15",12.73
"767","2010-01-19",12.73
"768","2010-01-20",12.7
"769","2010-01-21",12.5
"770","2010-01-22",12.38
"771","2010-01-25",12.4
"772","2010-01-26",12.44
"773","2010-01-27",12.5
"774","2010-01-28",12.36
"775","2010-01-29",12.29
"776","2010-02-01",12.38
"777","2010-02-02",12.42
"778","2010-02-03",12.43
"779","2010-02-04",12.53
"780","2010-02-05",11.77
"781","2010-02-08",11.76
"782","2010-02-09",11.89
"783","2010-02-10",11.99
"784","2010-02-11",12.06
"785","2010-02-12",12.08
"786","2010-02-16",12.12
"787","2010-02-17",12.04
"788","2010-02-18",12.05
"789","2010-02-19",12.03
"790","2010-02-22",12.2
"791","2010-02-23",12.3
"792","2010-02-24",12.27
"793","2010-02-25",12.27
"794","2010-02-26",12.28
"795","2010-03-01",12.45
"796","2010-03-02",12.69
"797","2010-03-03",12.68
"798","2010-03-04",12.72
"799","2010-03-05",12.91
"800","2010-03-08",13.05
"801","2010-03-09",12.94
"802","2010-03-10",12.78
"803","2010-03-11",12.59
"804","2010-03-12",12.59
"805","2010-03-15",12.56
"806","2010-03-16",12.57
"807","2010-03-17",12.68
"808","2010-03-18",12.6
"809","2010-03-19",12.46
"810","2010-03-22",12.46
"811","2010-03-23",12.51
"812","2010-03-24",12.7
"813","2010-03-25",12.66
"814","2010-03-26",12.55
"815","2010-03-29",12.61
"816","2010-03-30",12.58
"817","2010-03-31",12.7
"818","2010-04-01",12.74
"819","2010-04-05",12.85
"820","2010-04-06",12.83
"821","2010-04-07",12.76
"822","2010-04-08",12.8
"823","2010-04-09",12.64
"824","2010-04-12",12.68
"825","2010-04-13",12.68
"826","2010-04-14",12.81
"827","2010-04-15",12.83
"828","2010-04-16",12.79
"829","2010-04-19",12.85
"830","2010-04-20",12.91
"831","2010-04-21",12.95
"832","2010-04-22",12.94
"833","2010-04-23",13
"834","2010-04-26",12.99
"835","2010-04-27",12.87
"836","2010-04-28",12.89
"837","2010-04-29",12.97
"838","2010-04-30",12.95
"839","2010-05-03",12.94
"840","2010-05-04",12.87
"841","2010-05-05",12.42
"842","2010-05-06",11.43
"843","2010-05-07",11.74
"844","2010-05-10",12.29
"845","2010-05-11",12.34
"846","2010-05-12",12.56
"847","2010-05-13",12.49
"848","2010-05-14",12.34
"849","2010-05-17",11.99
"850","2010-05-18",12.04
"851","2010-05-19",12.25
"852","2010-05-20",11.66
"853","2010-05-21",11.78
"854","2010-05-24",11.82
"855","2010-05-25",11.66
"856","2010-05-26",11.54
"857","2010-05-27",11.73
"858","2010-05-28",11.81
"859","2010-06-01",11.5
"860","2010-06-02",11.79
"861","2010-06-03",11.98
"862","2010-06-04",11.79
"863","2010-06-07",11.79
"864","2010-06-08",11.75
"865","2010-06-09",11.75
"866","2010-06-10",11.86
"867","2010-06-11",11.88
"868","2010-06-14",11.97
"869","2010-06-15",12.05
"870","2010-06-16",12.08
"871","2010-06-17",12.08
"872","2010-06-18",12.12
"873","2010-06-21",12.08
"874","2010-06-22",12.14
"875","2010-06-23",12.2
"876","2010-06-24",12.1
"877","2010-06-25",12.13
"878","2010-06-28",12.12
"879","2010-06-29",12
"880","2010-06-30",11.98
"881","2010-07-01",11.99
"882","2010-07-02",11.9
"883","2010-07-06",11.94
"884","2010-07-07",12.05
"885","2010-07-08",12.08
"886","2010-07-09",12.03
"887","2010-07-12",12.05
"888","2010-07-13",12.12
"889","2010-07-14",12.12
"890","2010-07-15",12.16
"891","2010-07-16",12.13
"892","2010-07-19",12.15
"893","2010-07-20",12.18
"894","2010-07-21",12.15
"895","2010-07-22",12.39
"896","2010-07-23",12.44
"897","2010-07-26",12.51
"898","2010-07-27",12.5
"899","2010-07-28",12.42
"900","2010-07-29",12.49
"901","2010-07-30",12.51
"902","2010-08-02",12.59
"903","2010-08-03",12.61
"904","2010-08-04",12.66
"905","2010-08-05",12.61
"906","2010-08-06",12.57
"907","2010-08-09",12.62
"908","2010-08-10",12.64
"909","2010-08-11",12.34
"910","2010-08-12",12.33
"911","2010-08-13",12.43
"912","2010-08-16",12.42
"913","2010-08-17",12.49
"914","2010-08-18",12.54
"915","2010-08-19",12.5
"916","2010-08-20",12.52
"917","2010-08-23",12.5
"918","2010-08-24",12.41
"919","2010-08-25",12.45
"920","2010-08-26",12.44
"921","2010-08-27",12.39
"922","2010-08-30",12.41
"923","2010-08-31",12.35
"924","2010-09-01",12.57
"925","2010-09-02",12.57
"926","2010-09-03",12.7
"927","2010-09-07",12.64
"928","2010-09-08",12.53
"929","2010-09-09",12.5
"930","2010-09-10",12.54
"931","2010-09-13",12.51
"932","2010-09-14",12.6
"933","2010-09-15",12.6
"934","2010-09-16",12.67
"935","2010-09-17",12.7
"936","2010-09-20",12.77
"937","2010-09-21",12.78
"938","2010-09-22",12.73
"939","2010-09-23",12.73
"940","2010-09-24",12.79
"941","2010-09-27",12.81
"942","2010-09-28",12.78
"943","2010-09-29",12.9
"944","2010-09-30",12.86
"945","2010-10-01",12.89
"946","2010-10-04",12.86
"947","2010-10-05",12.91
"948","2010-10-06",12.91
"949","2010-10-07",12.95
"950","2010-10-08",13
"951","2010-10-11",12.97
"952","2010-10-12",12.94
"953","2010-10-13",12.99
"954","2010-10-14",13.05
"955","2010-10-15",12.89
"956","2010-10-18",12.9
"957","2010-10-19",12.93
"958","2010-10-20",13
"959","2010-10-21",13.03
"960","2010-10-22",13.05
"961","2010-10-25",13.07
"962","2010-10-26",13.11
"963","2010-10-27",13.11
"964","2010-10-28",13.08
"965","2010-10-29",13.09
"966","2010-11-01",13.19
"967","2010-11-02",13.16
"968","2010-11-03",13.21
"969","2010-11-04",13.19
"970","2010-11-05",13.32
"971","2010-11-08",13.24
"972","2010-11-09",13.25
"973","2010-11-10",13.13
"974","2010-11-11",13.17
"975","2010-11-12",13.09
"976","2010-11-15",13.07
"977","2010-11-16",12.56
"978","2010-11-17",12.8
"979","2010-11-18",12.75
"980","2010-11-19",12.83
"981","2010-11-22",12.89
"982","2010-11-23",12.78
"983","2010-11-24",12.83
"984","2010-11-26",12.93
"985","2010-11-29",12.93
"986","2010-11-30",12.92
"987","2010-12-01",13.04
"988","2010-12-02",13.04
"989","2010-12-03",13.02
"990","2010-12-06",12.95
"991","2010-12-07",12.97
"992","2010-12-08",12.99
"993","2010-12-09",12.95
"994","2010-12-10",12.91
"995","2010-12-13",12.69
