"","date","MYOV"
"148","2017-05-31",14.18
"149","2017-06-01",15.1
"150","2017-06-02",15.01
"151","2017-06-05",15.02
"152","2017-06-06",14.76
"153","2017-06-07",13.45
"154","2017-06-08",13.71
"155","2017-06-09",13.64
"156","2017-06-12",12.95
"157","2017-06-13",12.25
"158","2017-06-14",11.97
"159","2017-06-15",11.71
"160","2017-06-16",11.35
"161","2017-06-19",11.66
"162","2017-06-20",11.26
"163","2017-06-21",11.6
"164","2017-06-22",11.58
"165","2017-06-23",11.51
"166","2017-06-26",11.93
"167","2017-06-27",11.78
"168","2017-06-28",12.38
"169","2017-06-29",12.74
"170","2017-06-30",11.7
"171","2017-07-03",11.9
"172","2017-07-05",12.04
"173","2017-07-06",11.4
"174","2017-07-07",11.05
"175","2017-07-10",10.47
"176","2017-07-11",11.02
"177","2017-07-12",11.35
"178","2017-07-13",11.07
"179","2017-07-14",11.16
"180","2017-07-17",11.3
"181","2017-07-18",11.05
"182","2017-07-19",10.6
"183","2017-07-20",10.75
"184","2017-07-21",10.72
"185","2017-07-24",11
"186","2017-07-25",11.72
"187","2017-07-26",12.04
"188","2017-07-27",11.4
"189","2017-07-28",11.7
"190","2017-07-31",11.04
"191","2017-08-01",11.32
"192","2017-08-02",11.5
"193","2017-08-03",12.01
"194","2017-08-04",11.67
"195","2017-08-07",11.46
"196","2017-08-08",11.41
"197","2017-08-09",10.39
"198","2017-08-10",10.02
"199","2017-08-11",10.59
"200","2017-08-14",10.46
"201","2017-08-15",10.6
"202","2017-08-16",9.93
"203","2017-08-17",11.53
"204","2017-08-18",13.14
"205","2017-08-21",13.03
"206","2017-08-22",13.73
"207","2017-08-23",13.7
"208","2017-08-24",14.4
"209","2017-08-25",13.95
"210","2017-08-28",13.83
"211","2017-08-29",13.87
"212","2017-08-30",13.12
"213","2017-08-31",13.37
"214","2017-09-01",13.25
"215","2017-09-05",12.88
"216","2017-09-06",12.25
"217","2017-09-07",12.39
"218","2017-09-08",12.37
"219","2017-09-11",12.8
"220","2017-09-12",12.64
"221","2017-09-13",12.5
"222","2017-09-14",12.55
"223","2017-09-15",12.47
"224","2017-09-18",13.14
"225","2017-09-19",12.65
"226","2017-09-20",12.9
"227","2017-09-21",12.32
"228","2017-09-22",12.26
"229","2017-09-25",12.43
"230","2017-09-26",14.88
"231","2017-09-27",15.12
"232","2017-09-28",15.15
"233","2017-09-29",15.47
"234","2017-10-02",14.68
"235","2017-10-03",14.88
"236","2017-10-04",14.8
"237","2017-10-05",15.49
"238","2017-10-06",14.89
"239","2017-10-09",15
"240","2017-10-10",14.86
"241","2017-10-11",15.13
"242","2017-10-12",16.4
"243","2017-10-13",15.34
"244","2017-10-16",14.39
"245","2017-10-17",13.97
"246","2017-10-18",13.5
"247","2017-10-19",13.53
"248","2017-10-20",13.91
"249","2017-10-23",13.99
"250","2017-10-24",13.38
"251","2017-10-25",13.31
"252","2017-10-26",13.22
"253","2017-10-27",13.97
"254","2017-10-30",13.74
"255","2017-10-31",13.73
"256","2017-11-01",13.85
"257","2017-11-02",13.8
"258","2017-11-03",14.885
"259","2017-11-06",14.5
"260","2017-11-07",14.18
"261","2017-11-08",14.24
"262","2017-11-09",14.2
"263","2017-11-10",14.21
"264","2017-11-13",14.12
"265","2017-11-14",13.43
"266","2017-11-15",13.22
"267","2017-11-16",13.39
"268","2017-11-17",12.96
"269","2017-11-20",12.75
"270","2017-11-21",12.97
"271","2017-11-22",12.74
"272","2017-11-24",12.56
"273","2017-11-27",12.53
"274","2017-11-28",13.09
"275","2017-11-29",13.35
"276","2017-11-30",13.36
"277","2017-12-01",13.175
"278","2017-12-04",13.08
"279","2017-12-05",12.85
"280","2017-12-06",12.89
"281","2017-12-07",12.53
"282","2017-12-08",12.07
"283","2017-12-11",11.49
"284","2017-12-12",11.37
"285","2017-12-13",11.61
"286","2017-12-14",11.61
"287","2017-12-15",11.62
"288","2017-12-18",11.83
"289","2017-12-19",11.76
"290","2017-12-20",11.88
"291","2017-12-21",11.99
"292","2017-12-22",12.36
"293","2017-12-26",12.43
"294","2017-12-27",12.46
"295","2017-12-28",12.64
"296","2017-12-29",12.64
"297","2018-01-02",12.46
"298","2018-01-03",12.51
"299","2018-01-04",13.14
"300","2018-01-05",14.08
"301","2018-01-08",13.38
"302","2018-01-09",13.94
"303","2018-01-10",13.94
"304","2018-01-11",14.25
"305","2018-01-12",14.1
"306","2018-01-16",14.17
"307","2018-01-17",13.95
"308","2018-01-18",13.79
"309","2018-01-19",13.36
"310","2018-01-22",13.4
"311","2018-01-23",13.26
"312","2018-01-24",13.02
"313","2018-01-25",13.05
"314","2018-01-26",13.07
"315","2018-01-29",13.6
"316","2018-01-30",13.25
"317","2018-01-31",13.98
"318","2018-02-01",13.78
"319","2018-02-02",13.31
"320","2018-02-05",13.48
"321","2018-02-06",13.46
"322","2018-02-07",13.7
"323","2018-02-08",13.57
"324","2018-02-09",13.4
"325","2018-02-12",14
"326","2018-02-13",14.23
"327","2018-02-14",14.62
"328","2018-02-15",14.75
"329","2018-02-16",14.85
"330","2018-02-20",14.94
"331","2018-02-21",14.8
"332","2018-02-22",14.34
"333","2018-02-23",14.31
"334","2018-02-26",13.96
"335","2018-02-27",14.08
"336","2018-02-28",14.21
"337","2018-03-01",14.55
"338","2018-03-02",15
"339","2018-03-05",15.27
"340","2018-03-06",15.31
"341","2018-03-07",16
"342","2018-03-08",16.08
"343","2018-03-09",16.299999
"344","2018-03-12",16.92
"345","2018-03-13",19.23
"346","2018-03-14",19.1
"347","2018-03-15",18.65
"348","2018-03-16",18.67
"349","2018-03-19",18.26
"350","2018-03-20",18.25
"351","2018-03-21",19.129999
"352","2018-03-22",19
"353","2018-03-23",19.110001
"354","2018-03-26",18.959999
"355","2018-03-27",21.32
"356","2018-03-28",20.68
"357","2018-03-29",21.27
"358","2018-04-02",20.27
"359","2018-04-03",21.08
"360","2018-04-04",21.469999
"361","2018-04-05",21.280001
"362","2018-04-06",21.200001
"363","2018-04-09",21.09
"364","2018-04-10",20.58
"365","2018-04-11",20.540001
"366","2018-04-12",22.25
"367","2018-04-13",22.26
"368","2018-04-16",21.870001
"369","2018-04-17",21.85
"370","2018-04-18",22.52
"371","2018-04-19",20.73
"372","2018-04-20",21.1
"373","2018-04-23",20.959999
"374","2018-04-24",19.200001
"375","2018-04-25",19.549999
"376","2018-04-26",19.93
"377","2018-04-27",20.200001
"378","2018-04-30",20.620001
"379","2018-05-01",20.41
"380","2018-05-02",20.540001
"381","2018-05-03",20.5
"382","2018-05-04",19.82
"383","2018-05-07",19.940001
"384","2018-05-08",19.440001
"385","2018-05-09",20.76
"386","2018-05-10",20.76
"387","2018-05-11",21.07
"388","2018-05-14",21.9
"389","2018-05-15",22.219999
"390","2018-05-16",21.700001
"391","2018-05-17",21.450001
"392","2018-05-18",21.540001
"393","2018-05-21",20.780001
"394","2018-05-22",20.709999
"395","2018-05-23",21.280001
"396","2018-05-24",22.32
"397","2018-05-25",22.559999
"398","2018-05-29",23.35
"399","2018-05-30",23.99
"400","2018-05-31",23.75
"401","2018-06-01",23.59
"402","2018-06-04",23.27
"403","2018-06-05",23.1
"404","2018-06-06",21.629999
"405","2018-06-07",21.780001
"406","2018-06-08",21.99
"407","2018-06-11",21.879999
"408","2018-06-12",22.57
"409","2018-06-13",22.530001
"410","2018-06-14",22.9
"411","2018-06-15",22.690001
"412","2018-06-18",23.450001
"413","2018-06-19",23.75
"414","2018-06-20",24.76
"415","2018-06-21",25.139999
"416","2018-06-22",24.6
"417","2018-06-25",24.16
"418","2018-06-26",24.17
"419","2018-06-27",22.709999
"420","2018-06-28",22.68
"421","2018-06-29",22.870001
"422","2018-07-02",23.690001
"423","2018-07-03",23.690001
"424","2018-07-05",24.209999
"425","2018-07-06",24.530001
"426","2018-07-09",24.15
"427","2018-07-10",23.6
"428","2018-07-11",24.1
"429","2018-07-12",23.049999
"430","2018-07-13",21
"431","2018-07-16",20.49
"432","2018-07-17",20.4
"433","2018-07-18",20.23
"434","2018-07-19",20.299999
"435","2018-07-20",19.91
"436","2018-07-23",19.709999
"437","2018-07-24",19.33
"438","2018-07-25",20.74
"439","2018-07-26",19.9
"440","2018-07-27",19.48
"441","2018-07-30",19.709999
"442","2018-07-31",20.299999
"443","2018-08-01",20.75
"444","2018-08-02",20.82
"445","2018-08-03",20.799999
"446","2018-08-06",22.58
"447","2018-08-07",22.5
"448","2018-08-08",22.77
"449","2018-08-09",21.940001
"450","2018-08-10",21.309999
"451","2018-08-13",21.59
"452","2018-08-14",21.33
"453","2018-08-15",21.040001
"454","2018-08-16",20.940001
"455","2018-08-17",21
"456","2018-08-20",21.040001
"457","2018-08-21",21.370001
"458","2018-08-22",21.49
"459","2018-08-23",21.690001
"460","2018-08-24",21.74
"461","2018-08-27",22.48
"462","2018-08-28",22.65
"463","2018-08-29",22.67
"464","2018-08-30",22.870001
"465","2018-08-31",24.25
"466","2018-09-04",25
"467","2018-09-05",23.040001
"468","2018-09-06",23.469999
"469","2018-09-07",23.85
"470","2018-09-10",23.379999
"471","2018-09-11",23.120001
"472","2018-09-12",23
"473","2018-09-13",24.07
"474","2018-09-14",23.799999
"475","2018-09-17",23.68
"476","2018-09-18",24.99
"477","2018-09-19",25.280001
"478","2018-09-20",26.17
"479","2018-09-21",26.780001
"480","2018-09-24",26.469999
"481","2018-09-25",26.700001
"482","2018-09-26",26.32
"483","2018-09-27",26
"484","2018-09-28",26.549999
"485","2018-10-01",25.200001
"486","2018-10-02",24.16
"487","2018-10-03",24.02
"488","2018-10-04",22.879999
"489","2018-10-05",22.860001
"490","2018-10-08",22
"491","2018-10-09",21.809999
"492","2018-10-10",20.379999
"493","2018-10-11",22.290001
"494","2018-10-12",22.09
"495","2018-10-15",21.52
"496","2018-10-16",22.6
"497","2018-10-17",22.040001
"498","2018-10-18",20.360001
"499","2018-10-19",21.01
"500","2018-10-22",19.379999
"501","2018-10-23",19.9
"502","2018-10-24",20.049999
"503","2018-10-25",20
"504","2018-10-26",20.4
"505","2018-10-29",20.18
"506","2018-10-30",20.02
"507","2018-10-31",21.030001
"508","2018-11-01",21.889999
"509","2018-11-02",23.540001
"510","2018-11-05",23.209999
"511","2018-11-06",22.83
"512","2018-11-07",21.41
"513","2018-11-08",21.290001
"514","2018-11-09",19.059999
"515","2018-11-12",18.280001
"516","2018-11-13",18.639999
"517","2018-11-14",18.6
"518","2018-11-15",19.1
"519","2018-11-16",19.4
"520","2018-11-19",18.57
"521","2018-11-20",18.57
"522","2018-11-21",19.82
"523","2018-11-23",19.34
"524","2018-11-26",19.450001
"525","2018-11-27",19
"526","2018-11-28",19
"527","2018-11-29",18.75
"528","2018-11-30",18.459999
"529","2018-12-03",18.84
"530","2018-12-04",18.42
"531","2018-12-06",18.6
"532","2018-12-07",18.18
"533","2018-12-10",18.41
"534","2018-12-11",18.049999
"535","2018-12-12",18.860001
"536","2018-12-13",17.92
"537","2018-12-14",17.52
"538","2018-12-17",17.280001
"539","2018-12-18",17.190001
"540","2018-12-19",16.82
"541","2018-12-20",16.34
"542","2018-12-21",15.01
"543","2018-12-24",15.22
"544","2018-12-26",16
"545","2018-12-27",15.99
"546","2018-12-28",16.5
"547","2018-12-31",16.41
"548","2019-01-02",16.93
"549","2019-01-03",16.83
"550","2019-01-04",17.059999
"551","2019-01-07",16.99
"552","2019-01-08",17.59
"553","2019-01-09",18.190001
"554","2019-01-10",17.870001
"555","2019-01-11",17.790001
"556","2019-01-14",17.32
"557","2019-01-15",18.24
"558","2019-01-16",18.66
"559","2019-01-17",18.15
"560","2019-01-18",18.290001
"561","2019-01-22",17.99
"562","2019-01-23",17.870001
"563","2019-01-24",18.02
"564","2019-01-25",19.01
"565","2019-01-28",18.110001
"566","2019-01-29",18.209999
"567","2019-01-30",18.530001
"568","2019-01-31",18.440001
"569","2019-02-01",18.68
"570","2019-02-04",19.33
"571","2019-02-05",18.620001
"572","2019-02-06",18.74
"573","2019-02-07",18.74
"574","2019-02-08",19.57
"575","2019-02-11",18.75
"576","2019-02-12",19.190001
"577","2019-02-13",21.440001
"578","2019-02-14",21.49
"579","2019-02-15",21.309999
"580","2019-02-19",21.24
"581","2019-02-20",20.879999
"582","2019-02-21",21.34
"583","2019-02-22",21.41
"584","2019-02-25",21.67
"585","2019-02-26",21.73
"586","2019-02-27",22.280001
"587","2019-02-28",22
"588","2019-03-01",23.01
"589","2019-03-04",22.98
"590","2019-03-05",23.01
"591","2019-03-06",22.24
"592","2019-03-07",22.33
"593","2019-03-08",21.629999
"594","2019-03-11",22.58
"595","2019-03-12",22.08
"596","2019-03-13",22.25
"597","2019-03-14",22.059999
"598","2019-03-15",22.1
"599","2019-03-18",22.51
"600","2019-03-19",22.969999
"601","2019-03-20",24.290001
"602","2019-03-21",23.67
"603","2019-03-22",23.200001
"604","2019-03-25",23.969999
"605","2019-03-26",24.450001
"606","2019-03-27",24.07
"607","2019-03-28",23.85
"608","2019-03-29",23.870001
"609","2019-04-01",23.77
"610","2019-04-02",24.889999
"611","2019-04-03",25
"612","2019-04-04",24.35
"613","2019-04-05",24.440001
"614","2019-04-08",23.620001
"615","2019-04-09",22.9
"616","2019-04-10",21.879999
"617","2019-04-11",20.92
"618","2019-04-12",20.440001
"619","2019-04-15",20.93
"620","2019-04-16",19.93
"621","2019-04-17",19.299999
"622","2019-04-18",18.379999
"623","2019-04-22",19.139999
"624","2019-04-23",18.620001
"625","2019-04-24",17.99
"626","2019-04-25",18.129999
"627","2019-04-26",17.59
"628","2019-04-29",18.02
"629","2019-04-30",16.98
"630","2019-05-01",17.6
"631","2019-05-02",17.65
"632","2019-05-03",17.719999
"633","2019-05-06",18.530001
"634","2019-05-07",18.200001
"635","2019-05-08",18.139999
"636","2019-05-09",17.629999
"637","2019-05-10",17.75
"638","2019-05-13",17.219999
"639","2019-05-14",12.83
"640","2019-05-15",13.51
"641","2019-05-16",12.81
"642","2019-05-17",12.48
"643","2019-05-20",12.52
"644","2019-05-21",12.78
"645","2019-05-22",12.87
"646","2019-05-23",12.84
"647","2019-05-24",12.43
"648","2019-05-28",11.9
"649","2019-05-29",12.01
"650","2019-05-30",8.99
"651","2019-05-31",9.83
"652","2019-06-03",8.74
"653","2019-06-04",9.75
"654","2019-06-05",9.84
"655","2019-06-06",9.24
"656","2019-06-07",9.77
"657","2019-06-10",9.2
"658","2019-06-11",8.89
"659","2019-06-12",8.94
"660","2019-06-13",8.99
"661","2019-06-14",8.69
"662","2019-06-17",9.37
"663","2019-06-18",9.27
"664","2019-06-19",9.33
"665","2019-06-20",9.4
"666","2019-06-21",9.31
"667","2019-06-24",9.31
"668","2019-06-25",9.12
"669","2019-06-26",8.81
"670","2019-06-27",9.24
"671","2019-06-28",9.05
"672","2019-07-01",8.8
"673","2019-07-02",8.81
"674","2019-07-03",8.77
"675","2019-07-05",8.69
"676","2019-07-08",8.35
"677","2019-07-09",8.87
"678","2019-07-10",9.46
"679","2019-07-11",8.63
"680","2019-07-12",8.59
"681","2019-07-15",8.82
"682","2019-07-16",8.76
"683","2019-07-17",8.78
"684","2019-07-18",8.67
"685","2019-07-19",8.41
"686","2019-07-22",8.17
"687","2019-07-23",8
"688","2019-07-24",7.93
"689","2019-07-25",7.47
"690","2019-07-26",7.22
"691","2019-07-29",6.95
"692","2019-07-30",6.94
"693","2019-07-31",7.2
"694","2019-08-01",7.05
"695","2019-08-02",6.9
"696","2019-08-05",6.81
"697","2019-08-06",6.95
"698","2019-08-07",7.29
"699","2019-08-08",7.28
"700","2019-08-09",7.49
"701","2019-08-12",7.23
"702","2019-08-13",7.18
"703","2019-08-14",7.16
"704","2019-08-15",7
"705","2019-08-16",7
"706","2019-08-19",7.82
"707","2019-08-20",7.87
"708","2019-08-21",7.93
"709","2019-08-22",7.7
"710","2019-08-23",7.65
"711","2019-08-26",7.78
"712","2019-08-27",7.86
"713","2019-08-28",7.98
"714","2019-08-29",8.29
"715","2019-08-30",8.03
"716","2019-09-03",8.11
"717","2019-09-04",8.19
"718","2019-09-05",8.04
"719","2019-09-06",7.51
"720","2019-09-09",6.94
"721","2019-09-10",7.09
"722","2019-09-11",6.94
"723","2019-09-12",6.5
"724","2019-09-13",6.17
"725","2019-09-16",5.97
"726","2019-09-17",6.1
"727","2019-09-18",6.18
"728","2019-09-19",6.06
"729","2019-09-20",6
"730","2019-09-23",5.77
"731","2019-09-24",5.64
"732","2019-09-25",5.34
"733","2019-09-26",5.24
"734","2019-09-27",5.19
"735","2019-09-30",5.2
"736","2019-10-01",4.97
"737","2019-10-02",5.01
"738","2019-10-03",5
"739","2019-10-04",4.92
"740","2019-10-07",4.64
"741","2019-10-08",4.77
"742","2019-10-09",4.78
"743","2019-10-10",4.79
"744","2019-10-11",4.83
"745","2019-10-14",5.27
"746","2019-10-15",5.35
"747","2019-10-16",5.46
"748","2019-10-17",5.54
"749","2019-10-18",5.05
"750","2019-10-21",5.25
"751","2019-10-22",5.21
"752","2019-10-23",4.82
"753","2019-10-24",4.55
"754","2019-10-25",4.49
"755","2019-10-28",4.2
"756","2019-10-29",4.44
"757","2019-10-30",4.65
"758","2019-10-31",5.46
"759","2019-11-01",5.55
"760","2019-11-04",5.8
"761","2019-11-05",5.71
"762","2019-11-06",5.63
"763","2019-11-07",5.45
"764","2019-11-08",5.86
"765","2019-11-11",5.53
"766","2019-11-12",5.85
"767","2019-11-13",6.1
"768","2019-11-14",6.01
"769","2019-11-15",6.17
"770","2019-11-18",6.06
"771","2019-11-19",12.92
"772","2019-11-20",12.85
"773","2019-11-21",12.43
"774","2019-11-22",14.09
"775","2019-11-25",15.04
"776","2019-11-26",15.02
"777","2019-11-27",17.24
"778","2019-11-29",17.809999
"779","2019-12-02",19.209999
"780","2019-12-03",18.620001
"781","2019-12-04",17.32
"782","2019-12-05",16.780001
"783","2019-12-06",16.610001
"784","2019-12-09",16.01
"785","2019-12-10",16.200001
"786","2019-12-11",15.94
"787","2019-12-12",15.73
"788","2019-12-13",15.05
"789","2019-12-16",15.47
"790","2019-12-17",16.15
"791","2019-12-18",15.88
"792","2019-12-19",16.07
"793","2019-12-20",15.9
"794","2019-12-23",17.059999
"795","2019-12-24",17.17
"796","2019-12-26",16.41
"797","2019-12-27",15.81
"798","2019-12-30",15.65
"799","2019-12-31",15.52
"800","2020-01-02",14.76
"801","2020-01-03",14.11
"802","2020-01-06",14.43
"803","2020-01-07",14.01
"804","2020-01-08",14.29
"805","2020-01-09",14.29
"806","2020-01-10",14.41
"807","2020-01-13",14.06
"808","2020-01-14",14.13
"809","2020-01-15",13.85
"810","2020-01-16",14.62
"811","2020-01-17",13.88
"812","2020-01-21",14
"813","2020-01-22",13.2
"814","2020-01-23",13.4
"815","2020-01-24",12.96
"816","2020-01-27",12.67
"817","2020-01-28",12.41
"818","2020-01-29",12.21
"819","2020-01-30",12.76
"820","2020-01-31",12.7
"821","2020-02-03",12.59
"822","2020-02-04",13.2
"823","2020-02-05",13.02
"824","2020-02-06",12.99
"825","2020-02-07",13.01
"826","2020-02-10",13.47
"827","2020-02-11",12.61
"828","2020-02-12",12.35
"829","2020-02-13",11.78
"830","2020-02-14",11.71
"831","2020-02-18",11.63
"832","2020-02-19",11.26
"833","2020-02-20",11.17
"834","2020-02-21",11.37
"835","2020-02-24",11.17
"836","2020-02-25",10.3
"837","2020-02-26",10.38
"838","2020-02-27",9.61
"839","2020-02-28",10.3
"840","2020-03-02",10.12
"841","2020-03-03",10.17
"842","2020-03-04",10.66
"843","2020-03-05",10.51
"844","2020-03-06",10.3
"845","2020-03-09",9.86
"846","2020-03-10",9.5
"847","2020-03-11",8.7
"848","2020-03-12",7.18
"849","2020-03-13",7.12
"850","2020-03-16",6.55
"851","2020-03-17",7.59
"852","2020-03-18",7.08
"853","2020-03-19",7.61
"854","2020-03-20",7.49
"855","2020-03-23",7.49
"856","2020-03-24",7.49
"857","2020-03-25",7.55
"858","2020-03-26",8.11
"859","2020-03-27",7.8
"860","2020-03-30",7.77
"861","2020-03-31",7.55
"862","2020-04-01",7.34
"863","2020-04-02",7.7
"864","2020-04-03",8.08
"865","2020-04-06",8.56
"866","2020-04-07",7.84
"867","2020-04-08",8.75
"868","2020-04-09",9.6
"869","2020-04-13",10.21
"870","2020-04-14",11.06
"871","2020-04-15",10.45
"872","2020-04-16",10.61
"873","2020-04-17",10.83
"874","2020-04-20",11.56
"875","2020-04-21",11.58
"876","2020-04-22",12.02
"877","2020-04-23",12.32
"878","2020-04-24",12.14
"879","2020-04-27",12.29
"880","2020-04-28",12.03
"881","2020-04-29",11.78
"882","2020-04-30",11.98
"883","2020-05-01",11.15
"884","2020-05-04",11.69
"885","2020-05-05",11.48
"886","2020-05-06",12.53
"887","2020-05-07",12.48
"888","2020-05-08",12.66
"889","2020-05-11",12.89
"890","2020-05-12",13.31
"891","2020-05-13",12.01
"892","2020-05-14",12.04
"893","2020-05-15",12.22
"894","2020-05-18",12.26
"895","2020-05-19",11.93
"896","2020-05-20",13.05
"897","2020-05-21",12.8
"898","2020-05-22",12.74
"899","2020-05-26",12.41
"900","2020-05-27",12.48
"901","2020-05-28",12.09
"902","2020-05-29",12.25
"903","2020-06-01",16.93
"904","2020-06-02",17.75
"905","2020-06-03",16.43
"906","2020-06-04",15.81
"907","2020-06-05",16.120001
"908","2020-06-08",17.82
"909","2020-06-09",16.6
"910","2020-06-10",17.200001
"911","2020-06-11",16.530001
"912","2020-06-12",16.82
"913","2020-06-15",16.98
"914","2020-06-16",17.5
"915","2020-06-17",16.969999
"916","2020-06-18",16.700001
"917","2020-06-19",16.67
"918","2020-06-22",17.41
"919","2020-06-23",19.9
"920","2020-06-24",20.43
"921","2020-06-25",20.84
"922","2020-06-26",20.389999
"923","2020-06-29",19.32
"924","2020-06-30",20.620001
"925","2020-07-01",20.15
"926","2020-07-02",20.030001
"927","2020-07-06",19.73
"928","2020-07-07",19.17
"929","2020-07-08",19.34
"930","2020-07-09",18.700001
"931","2020-07-10",18.01
"932","2020-07-13",17.75
"933","2020-07-14",17.93
"934","2020-07-15",18.23
"935","2020-07-16",17.77
"936","2020-07-17",17.440001
"937","2020-07-20",17.620001
"938","2020-07-21",17.120001
"939","2020-07-22",16.959999
"940","2020-07-23",16.969999
"941","2020-07-24",16.67
"942","2020-07-27",17.440001
"943","2020-07-28",16.23
"944","2020-07-29",15.29
"945","2020-07-30",15.86
"946","2020-07-31",15.2
"947","2020-08-03",15.79
"948","2020-08-04",15.93
"949","2020-08-05",16.08
"950","2020-08-06",15.62
"951","2020-08-07",15.74
"952","2020-08-10",16.219999
"953","2020-08-11",16.66
"954","2020-08-12",16.73
"955","2020-08-13",16.65
"956","2020-08-14",16.9
"957","2020-08-17",18.59
"958","2020-08-18",18.799999
"959","2020-08-19",19.370001
"960","2020-08-20",19.030001
"961","2020-08-21",18.59
"962","2020-08-24",18.5
"963","2020-08-25",19.27
"964","2020-08-26",19.42
"965","2020-08-27",19.450001
"966","2020-08-28",19.85
"967","2020-08-31",20.379999
"968","2020-09-01",20.379999
"969","2020-09-02",20.74
"970","2020-09-03",19.440001
"971","2020-09-04",19.940001
"972","2020-09-08",20.049999
"973","2020-09-09",21.370001
"974","2020-09-10",20.57
"975","2020-09-11",20.110001
"976","2020-09-14",21.35
"977","2020-09-15",21.469999
"978","2020-09-16",21
"979","2020-09-17",21.120001
"980","2020-09-18",21.99
"981","2020-09-21",22.34
"982","2020-09-22",22.6
"983","2020-09-23",21.82
"984","2020-09-24",19.5
"985","2020-09-25",20.719999
"986","2020-09-28",21.09
"987","2020-09-29",15.65
"988","2020-09-30",14.05
"989","2020-10-01",13.98
"990","2020-10-02",14
"991","2020-10-05",14.46
