"","date","PFLT"
"344","2012-08-17",12.45
"345","2012-08-20",12.4
"346","2012-08-21",12.35
"347","2012-08-22",12.38
"348","2012-08-23",12.3
"349","2012-08-24",12.25
"350","2012-08-27",12.42
"351","2012-08-28",12.35
"352","2012-08-29",12.58
"353","2012-08-30",12.46
"354","2012-08-31",12.53
"355","2012-09-04",12.98
"356","2012-09-05",12.99
"357","2012-09-06",13.03
"358","2012-09-07",12.92
"359","2012-09-10",12.89
"360","2012-09-11",12.92
"361","2012-09-12",12.77
"362","2012-09-13",12.99
"363","2012-09-14",12.9
"364","2012-09-17",12.9
"365","2012-09-18",12.72
"366","2012-09-19",12.76
"367","2012-09-20",12.57
"368","2012-09-21",12.6
"369","2012-09-24",12.51
"370","2012-09-25",12.75
"371","2012-09-26",12.69
"372","2012-09-27",12.66
"373","2012-09-28",12.67
"374","2012-10-01",12.85
"375","2012-10-02",12.86
"376","2012-10-03",13.03
"377","2012-10-04",12.9
"378","2012-10-05",12.79
"379","2012-10-08",13.05
"380","2012-10-09",13.07
"381","2012-10-10",12.98
"382","2012-10-11",12.98
"383","2012-10-12",13.01
"384","2012-10-15",12.93
"385","2012-10-16",13.01
"386","2012-10-17",13.09
"387","2012-10-18",13
"388","2012-10-19",13.1
"389","2012-10-22",13.06
"390","2012-10-23",12.97
"391","2012-10-24",12.9
"392","2012-10-25",12.93
"393","2012-10-26",12.98
"394","2012-10-31",13.08
"395","2012-11-01",13.25
"396","2012-11-02",13.3
"397","2012-11-05",13.08
"398","2012-11-06",13.12
"399","2012-11-07",13.12
"400","2012-11-08",13.2
"401","2012-11-09",13.11
"402","2012-11-12",13.02
"403","2012-11-13",12.75
"404","2012-11-14",12.35
"405","2012-11-15",12.66
"406","2012-11-16",12.51
"407","2012-11-19",12.58
"408","2012-11-20",12.74
"409","2012-11-21",12.78
"410","2012-11-23",12.72
"411","2012-11-26",12.82
"412","2012-11-27",12.82
"413","2012-11-28",12.82
"414","2012-11-29",12.77
"415","2012-11-30",12.91
"416","2012-12-03",12.92
"417","2012-12-04",12.98
"418","2012-12-05",12.92
"419","2012-12-06",12.75
"420","2012-12-07",12.79
"421","2012-12-10",12.69
"422","2012-12-11",12.89
"423","2012-12-12",12.75
"424","2012-12-13",12.92
"425","2012-12-14",12.73
"426","2012-12-17",12.82
"427","2012-12-18",13
"428","2012-12-19",12.85
"429","2012-12-20",12.99
"430","2012-12-21",13.05
"431","2012-12-24",12.97
"432","2012-12-26",13.08
"433","2012-12-27",12.9
"434","2012-12-28",12.8
"435","2012-12-31",12.7
"436","2013-01-02",13.09
"437","2013-01-03",13.01
"438","2013-01-04",13.26
"439","2013-01-07",13.06
"440","2013-01-08",13.11
"441","2013-01-09",12.94
"442","2013-01-10",13.07
"443","2013-01-11",13.24
"444","2013-01-14",13.11
"445","2013-01-15",13.3
"446","2013-01-16",13.44
"447","2013-01-17",13.39
"448","2013-01-18",13.34
"449","2013-01-22",13.37
"450","2013-01-23",13.27
"451","2013-01-24",13.12
"452","2013-01-25",13.35
"453","2013-01-28",13.3
"454","2013-01-29",13.37
"455","2013-01-30",13.43
"456","2013-01-31",13.3
"457","2013-02-01",13.21
"458","2013-02-04",13.5
"459","2013-02-05",13.95
"460","2013-02-06",13.87
"461","2013-02-07",13.79
"462","2013-02-08",13.9
"463","2013-02-11",13.92
"464","2013-02-12",13.88
"465","2013-02-13",13.95
"466","2013-02-14",13.9
"467","2013-02-15",13.95
"468","2013-02-19",14.13
"469","2013-02-20",14.18
"470","2013-02-21",14.12
"471","2013-02-22",14.28
"472","2013-02-25",14.06
"473","2013-02-26",13.92
"474","2013-02-27",14.08
"475","2013-02-28",14.18
"476","2013-03-01",14.35
"477","2013-03-04",14.12
"478","2013-03-05",14.22
"479","2013-03-06",14.21
"480","2013-03-07",14.15
"481","2013-03-08",14.07
"482","2013-03-11",13.94
"483","2013-03-12",14.28
"484","2013-03-13",14.21
"485","2013-03-14",14.34
"486","2013-03-15",14.21
"487","2013-03-18",14.43
"488","2013-03-19",14.23
"489","2013-03-20",14.35
"490","2013-03-21",13.8
"491","2013-03-22",13.95
"492","2013-03-25",14
"493","2013-03-26",14
"494","2013-03-27",13.95
"495","2013-03-28",13.96
"496","2013-04-01",13.82
"497","2013-04-02",13.95
"498","2013-04-03",13.9
"499","2013-04-04",14
"500","2013-04-05",14.05
"501","2013-04-08",14.05
"502","2013-04-09",13.97
"503","2013-04-10",14.08
"504","2013-04-11",14.05
"505","2013-04-12",14.13
"506","2013-04-15",14.04
"507","2013-04-16",14.13
"508","2013-04-17",14.13
"509","2013-04-18",13.95
"510","2013-04-19",13.94
"511","2013-04-22",14.09
"512","2013-04-23",14.1
"513","2013-04-24",14.1
"514","2013-04-25",14.14
"515","2013-04-26",14.05
"516","2013-04-29",14.18
"517","2013-04-30",14.16
"518","2013-05-01",14.22
"519","2013-05-02",14.21
"520","2013-05-03",14.12
"521","2013-05-06",14.18
"522","2013-05-07",14.22
"523","2013-05-08",14.32
"524","2013-05-09",14.3
"525","2013-05-10",14.45
"526","2013-05-13",14.31
"527","2013-05-14",14.25
"528","2013-05-15",14.19
"529","2013-05-16",14.26
"530","2013-05-17",14.28
"531","2013-05-20",14.28
"532","2013-05-21",14.36
"533","2013-05-22",14.39
"534","2013-05-23",14.43
"535","2013-05-24",14.42
"536","2013-05-28",14.37
"537","2013-05-29",14.39
"538","2013-05-30",14.35
"539","2013-05-31",14.65
"540","2013-06-03",14.6
"541","2013-06-04",14.59
"542","2013-06-05",14.52
"543","2013-06-06",14.57
"544","2013-06-07",14.67
"545","2013-06-10",14.57
"546","2013-06-11",14.63
"547","2013-06-12",14.69
"548","2013-06-13",14.68
"549","2013-06-14",14.57
"550","2013-06-17",14.8
"551","2013-06-18",14.86
"552","2013-06-19",14.9
"553","2013-06-20",14.6
"554","2013-06-21",14.13
"555","2013-06-24",13.82
"556","2013-06-25",14.2
"557","2013-06-26",13.93
"558","2013-06-27",13.96
"559","2013-06-28",14.14
"560","2013-07-01",14.22
"561","2013-07-02",14.18
"562","2013-07-03",14.3
"563","2013-07-05",14.05
"564","2013-07-08",14.06
"565","2013-07-09",14.39
"566","2013-07-10",14.47
"567","2013-07-11",14.58
"568","2013-07-12",14.56
"569","2013-07-15",14.6
"570","2013-07-16",14.1
"571","2013-07-17",14
"572","2013-07-18",14.1
"573","2013-07-19",14.01
"574","2013-07-22",14
"575","2013-07-23",14.01
"576","2013-07-24",13.99
"577","2013-07-25",13.95
"578","2013-07-26",13.81
"579","2013-07-29",14.16
"580","2013-07-30",14.21
"581","2013-07-31",14.06
"582","2013-08-01",14.2
"583","2013-08-02",14.25
"584","2013-08-05",14.15
"585","2013-08-06",14.19
"586","2013-08-07",14.08
"587","2013-08-08",14.02
"588","2013-08-09",13.99
"589","2013-08-12",13.79
"590","2013-08-13",13.86
"591","2013-08-14",13.7
"592","2013-08-15",13.43
"593","2013-08-16",13.43
"594","2013-08-19",13.01
"595","2013-08-20",13.2
"596","2013-08-21",13.3
"597","2013-08-22",13.5
"598","2013-08-23",13.57
"599","2013-08-26",13.44
"600","2013-08-27",13.3
"601","2013-08-28",13.12
"602","2013-08-29",13.25
"603","2013-08-30",13.25
"604","2013-09-03",13.24
"605","2013-09-04",13.23
"606","2013-09-05",13.29
"607","2013-09-06",13.18
"608","2013-09-09",13.24
"609","2013-09-10",13.26
"610","2013-09-11",13.39
"611","2013-09-12",13.43
"612","2013-09-13",13.61
"613","2013-09-16",13.44
"614","2013-09-17",13.52
"615","2013-09-18",13.68
"616","2013-09-19",13.65
"617","2013-09-20",13.83
"618","2013-09-23",13.59
"619","2013-09-24",13.55
"620","2013-09-25",13.51
"621","2013-09-26",13.49
"622","2013-09-27",13.43
"623","2013-09-30",13.78
"624","2013-10-01",13.6
"625","2013-10-02",13.49
"626","2013-10-03",13.47
"627","2013-10-04",13.48
"628","2013-10-07",13.34
"629","2013-10-08",13.14
"630","2013-10-09",13.23
"631","2013-10-10",13.42
"632","2013-10-11",13.42
"633","2013-10-14",13.41
"634","2013-10-15",13.36
"635","2013-10-16",13.42
"636","2013-10-17",13.35
"637","2013-10-18",13.43
"638","2013-10-21",13.31
"639","2013-10-22",13.24
"640","2013-10-23",13.34
"641","2013-10-24",13.35
"642","2013-10-25",13.36
"643","2013-10-28",13.27
"644","2013-10-29",13.27
"645","2013-10-30",13.2
"646","2013-10-31",13.29
"647","2013-11-01",13.14
"648","2013-11-04",13.16
"649","2013-11-05",13.18
"650","2013-11-06",13.24
"651","2013-11-07",13.32
"652","2013-11-08",13.38
"653","2013-11-11",13.39
"654","2013-11-12",13.36
"655","2013-11-13",13.35
"656","2013-11-14",13.4
"657","2013-11-15",13.47
"658","2013-11-18",13.7
"659","2013-11-19",13.68
"660","2013-11-20",13.84
"661","2013-11-21",13.79
"662","2013-11-22",13.79
"663","2013-11-25",13.89
"664","2013-11-26",13.8
"665","2013-11-27",13.86
"666","2013-11-29",13.84
"667","2013-12-02",13.86
"668","2013-12-03",13.73
"669","2013-12-04",13.77
"670","2013-12-05",13.72
"671","2013-12-06",13.93
"672","2013-12-09",13.85
"673","2013-12-10",13.92
"674","2013-12-11",13.91
"675","2013-12-12",13.73
"676","2013-12-13",13.8
"677","2013-12-16",13.73
"678","2013-12-17",13.85
"679","2013-12-18",13.85
"680","2013-12-19",13.42
"681","2013-12-20",13.61
"682","2013-12-23",13.74
"683","2013-12-24",13.61
"684","2013-12-26",13.68
"685","2013-12-27",13.65
"686","2013-12-30",13.51
"687","2013-12-31",13.73
"688","2014-01-02",13.75
"689","2014-01-03",13.73
"690","2014-01-06",13.78
"691","2014-01-07",13.7
"692","2014-01-08",13.68
"693","2014-01-09",13.62
"694","2014-01-10",13.67
"695","2014-01-13",13.61
"696","2014-01-14",13.6
"697","2014-01-15",13.67
"698","2014-01-16",13.62
"699","2014-01-17",13.56
"700","2014-01-21",13.7
"701","2014-01-22",13.79
"702","2014-01-23",13.68
"703","2014-01-24",13.73
"704","2014-01-27",13.57
"705","2014-01-28",13.76
"706","2014-01-29",13.82
"707","2014-01-30",13.9
"708","2014-01-31",13.95
"709","2014-02-03",13.65
"710","2014-02-04",13.66
"711","2014-02-05",13.63
"712","2014-02-06",13.72
"713","2014-02-07",13.78
"714","2014-02-10",13.9
"715","2014-02-11",13.98
"716","2014-02-12",13.99
"717","2014-02-13",14.02
"718","2014-02-14",14.06
"719","2014-02-18",14.03
"720","2014-02-19",14.01
"721","2014-02-20",14.07
"722","2014-02-21",13.98
"723","2014-02-24",14.08
"724","2014-02-25",14.1
"725","2014-02-26",14.15
"726","2014-02-27",14.12
"727","2014-02-28",14.21
"728","2014-03-03",14.24
"729","2014-03-04",14.27
"730","2014-03-05",14.15
"731","2014-03-06",14.06
"732","2014-03-07",14.15
"733","2014-03-10",14.13
"734","2014-03-11",14.09
"735","2014-03-12",14.12
"736","2014-03-13",14.02
"737","2014-03-14",13.87
"738","2014-03-17",13.89
"739","2014-03-18",13.74
"740","2014-03-19",13.82
"741","2014-03-20",13.85
"742","2014-03-21",13.81
"743","2014-03-24",13.76
"744","2014-03-25",13.72
"745","2014-03-26",13.51
"746","2014-03-27",13.59
"747","2014-03-28",13.63
"748","2014-03-31",13.82
"749","2014-04-01",13.99
"750","2014-04-02",13.77
"751","2014-04-03",13.94
"752","2014-04-04",13.78
"753","2014-04-07",13.76
"754","2014-04-08",13.84
"755","2014-04-09",13.82
"756","2014-04-10",13.66
"757","2014-04-11",13.62
"758","2014-04-14",13.65
"759","2014-04-15",13.68
"760","2014-04-16",13.75
"761","2014-04-17",13.88
"762","2014-04-21",13.95
"763","2014-04-22",13.83
"764","2014-04-23",13.84
"765","2014-04-24",13.77
"766","2014-04-25",13.77
"767","2014-04-28",13.75
"768","2014-04-29",13.71
"769","2014-04-30",13.9
"770","2014-05-01",13.75
"771","2014-05-02",13.76
"772","2014-05-05",13.79
"773","2014-05-06",13.61
"774","2014-05-07",13.74
"775","2014-05-08",13.64
"776","2014-05-09",13.74
"777","2014-05-12",13.89
"778","2014-05-13",13.79
"779","2014-05-14",13.78
"780","2014-05-15",13.86
"781","2014-05-16",13.82
"782","2014-05-19",13.92
"783","2014-05-20",13.73
"784","2014-05-21",13.73
"785","2014-05-22",13.82
"786","2014-05-23",13.89
"787","2014-05-27",13.97
"788","2014-05-28",13.77
"789","2014-05-29",13.96
"790","2014-05-30",14
"791","2014-06-02",13.87
"792","2014-06-03",13.8
"793","2014-06-04",13.75
"794","2014-06-05",13.94
"795","2014-06-06",14.01
"796","2014-06-09",13.87
"797","2014-06-10",13.93
"798","2014-06-11",13.9
"799","2014-06-12",13.97
"800","2014-06-13",13.88
"801","2014-06-16",13.96
"802","2014-06-17",13.89
"803","2014-06-18",13.96
"804","2014-06-19",14.02
"805","2014-06-20",13.95
"806","2014-06-23",13.85
"807","2014-06-24",13.85
"808","2014-06-25",13.9
"809","2014-06-26",14.02
"810","2014-06-27",14.23
"811","2014-06-30",14.29
"812","2014-07-01",14.39
"813","2014-07-02",14.13
"814","2014-07-03",14.28
"815","2014-07-07",14.13
"816","2014-07-08",14.05
"817","2014-07-09",14.25
"818","2014-07-10",14.13
"819","2014-07-11",14.26
"820","2014-07-14",14.1
"821","2014-07-15",14.2
"822","2014-07-16",14.1
"823","2014-07-17",13.98
"824","2014-07-18",13.99
"825","2014-07-21",13.91
"826","2014-07-22",13.95
"827","2014-07-23",14.01
"828","2014-07-24",13.94
"829","2014-07-25",13.92
"830","2014-07-28",13.95
"831","2014-07-29",13.92
"832","2014-07-30",13.99
"833","2014-07-31",13.8
"834","2014-08-01",13.79
"835","2014-08-04",13.75
"836","2014-08-05",13.83
"837","2014-08-06",14.01
"838","2014-08-07",13.96
"839","2014-08-08",14.13
"840","2014-08-11",14.01
"841","2014-08-12",14.18
"842","2014-08-13",14.05
"843","2014-08-14",14.17
"844","2014-08-15",14.14
"845","2014-08-18",14.02
"846","2014-08-19",13.93
"847","2014-08-20",14.07
"848","2014-08-21",14.1
"849","2014-08-22",14.08
"850","2014-08-25",14.11
"851","2014-08-26",14.18
"852","2014-08-27",14.17
"853","2014-08-28",14.16
"854","2014-08-29",14.1
"855","2014-09-02",14.13
"856","2014-09-03",14.21
"857","2014-09-04",14.32
"858","2014-09-05",14.18
"859","2014-09-08",14.24
"860","2014-09-09",14.37
"861","2014-09-10",14.34
"862","2014-09-11",14.22
"863","2014-09-12",14.16
"864","2014-09-15",14.21
"865","2014-09-16",14.2
"866","2014-09-17",14.27
"867","2014-09-18",14.29
"868","2014-09-19",14.08
"869","2014-09-22",14.15
"870","2014-09-23",14.23
"871","2014-09-24",14.11
"872","2014-09-25",13.93
"873","2014-09-26",13.99
"874","2014-09-29",13.99
"875","2014-09-30",13.78
"876","2014-10-01",13.83
"877","2014-10-02",13.84
"878","2014-10-03",13.87
"879","2014-10-06",13.94
"880","2014-10-07",13.85
"881","2014-10-08",13.98
"882","2014-10-09",13.93
"883","2014-10-10",13.8
"884","2014-10-13",13.58
"885","2014-10-14",13.48
"886","2014-10-15",13.48
"887","2014-10-16",13.86
"888","2014-10-17",13.88
"889","2014-10-20",13.76
"890","2014-10-21",13.86
"891","2014-10-22",14
"892","2014-10-23",13.65
"893","2014-10-24",13.62
"894","2014-10-27",13.56
"895","2014-10-28",13.68
"896","2014-10-29",13.78
"897","2014-10-30",13.89
"898","2014-10-31",14.04
"899","2014-11-03",14.04
"900","2014-11-04",14.14
"901","2014-11-05",14.19
"902","2014-11-06",14.15
"903","2014-11-07",14.17
"904","2014-11-10",14.18
"905","2014-11-11",14.16
"906","2014-11-12",14.23
"907","2014-11-13",14.19
"908","2014-11-14",14.1
"909","2014-11-17",14.07
"910","2014-11-18",14.03
"911","2014-11-19",14.15
"912","2014-11-20",14.19
"913","2014-11-21",14.12
"914","2014-11-24",14.11
"915","2014-11-25",14.2
"916","2014-11-26",14.18
"917","2014-11-28",14.19
"918","2014-12-01",14.15
"919","2014-12-02",14.15
"920","2014-12-03",14.15
"921","2014-12-04",14.15
"922","2014-12-05",14.15
"923","2014-12-08",13.9
"924","2014-12-09",13.91
"925","2014-12-10",13.81
"926","2014-12-11",13.82
"927","2014-12-12",13.34
"928","2014-12-15",13.25
"929","2014-12-16",12.99
"930","2014-12-17",12.98
"931","2014-12-18",13.56
"932","2014-12-19",13.72
"933","2014-12-22",13.53
"934","2014-12-23",13.8
"935","2014-12-24",13.85
"936","2014-12-26",14
"937","2014-12-29",14.03
"938","2014-12-30",14.03
"939","2014-12-31",13.73
"940","2015-01-02",13.8
"941","2015-01-05",13.88
"942","2015-01-06",13.99
"943","2015-01-07",14.13
"944","2015-01-08",14.09
"945","2015-01-09",13.92
"946","2015-01-12",13.97
"947","2015-01-13",13.7
"948","2015-01-14",13.79
"949","2015-01-15",13.85
"950","2015-01-16",13.46
"951","2015-01-20",13.63
"952","2015-01-21",13.51
"953","2015-01-22",13.38
"954","2015-01-23",13.58
"955","2015-01-26",13.7
"956","2015-01-27",13.49
"957","2015-01-28",13.55
"958","2015-01-29",13.45
"959","2015-01-30",13.32
"960","2015-02-02",13.25
"961","2015-02-03",13.34
"962","2015-02-04",13.36
"963","2015-02-05",13.39
"964","2015-02-06",13.73
"965","2015-02-09",13.57
"966","2015-02-10",13.62
"967","2015-02-11",13.66
"968","2015-02-12",13.8
"969","2015-02-13",13.73
"970","2015-02-17",13.79
"971","2015-02-18",13.8
"972","2015-02-19",13.87
"973","2015-02-20",13.88
"974","2015-02-23",13.89
"975","2015-02-24",13.94
"976","2015-02-25",13.87
"977","2015-02-26",13.94
"978","2015-02-27",13.97
"979","2015-03-02",13.96
"980","2015-03-03",13.97
"981","2015-03-04",13.94
"982","2015-03-05",13.95
"983","2015-03-06",13.94
"984","2015-03-09",13.95
"985","2015-03-10",13.96
"986","2015-03-11",13.98
"987","2015-03-12",14.12
"988","2015-03-13",14.16
"989","2015-03-16",14.16
"990","2015-03-17",14.1
"991","2015-03-18",14.02
"992","2015-03-19",14.07
"993","2015-03-20",14.15
"994","2015-03-23",13.97
"995","2015-03-24",14.11
"996","2015-03-25",14.1
"997","2015-03-26",14.07
"998","2015-03-27",13.98
"999","2015-03-30",14.09
"1000","2015-03-31",14.03
