"","date","FAT"
"81","2018-02-16",8.04
"82","2018-02-20",8.098
"83","2018-02-21",7.98
"84","2018-02-22",7.97
"85","2018-02-23",7.95
"86","2018-02-26",7.82
"87","2018-02-27",8.01
"88","2018-02-28",8
"89","2018-03-01",8.2
"90","2018-03-02",7.74
"91","2018-03-05",7.72
"92","2018-03-06",7.3
"93","2018-03-07",6.9
"94","2018-03-08",6.96
"95","2018-03-09",6.92
"96","2018-03-12",6.82
"97","2018-03-13",6.95
"98","2018-03-14",6.732
"99","2018-03-15",6.71
"100","2018-03-16",6.9
"101","2018-03-19",6.83
"102","2018-03-20",6.7
"103","2018-03-21",6.88
"104","2018-03-22",7
"105","2018-03-23",6.85
"106","2018-03-26",6.883
"107","2018-03-27",7.16
"108","2018-03-28",6.86
"109","2018-03-29",6.874
"110","2018-04-02",6.58
"111","2018-04-03",6.26
"112","2018-04-04",6.48
"113","2018-04-05",6.69
"114","2018-04-06",6.51
"115","2018-04-09",6.43
"116","2018-04-10",6.3
"117","2018-04-11",6.32
"118","2018-04-12",5.992
"119","2018-04-13",5.91
"120","2018-04-16",6.25
"121","2018-04-17",6.107
"122","2018-04-18",6.201
"123","2018-04-19",6.11
"124","2018-04-20",6.32
"125","2018-04-23",6.31
"126","2018-04-24",5.91
"127","2018-04-25",5.58
"128","2018-04-26",5.97
"129","2018-04-27",5.75
"130","2018-04-30",5.75
"131","2018-05-01",5.72
"132","2018-05-02",5.608
"133","2018-05-03",5.72
"134","2018-05-04",5.55
"135","2018-05-07",5.69
"136","2018-05-08",6
"137","2018-05-09",6.79
"138","2018-05-10",6.12
"139","2018-05-11",6.39
"140","2018-05-14",6.48
"141","2018-05-15",6.84
"142","2018-05-16",6.63
"143","2018-05-17",6.99
"144","2018-05-18",7.09
"145","2018-05-21",6.919
"146","2018-05-22",7.118
"147","2018-05-23",6.964
"148","2018-05-24",6.957
"149","2018-05-25",6.935
"150","2018-05-29",6.95
"151","2018-05-30",6.97
"152","2018-05-31",6.9
"153","2018-06-01",6.91
"154","2018-06-04",6.95
"155","2018-06-05",6.94
"156","2018-06-06",6.76
"157","2018-06-07",7.24
"158","2018-06-08",7.127
"159","2018-06-11",7.48
"160","2018-06-12",7.46
"161","2018-06-13",8.01
"162","2018-06-14",7.61
"163","2018-06-15",7.9
"164","2018-06-18",7.95
"165","2018-06-19",7.85
"166","2018-06-20",7.967
"167","2018-06-21",7.59
"168","2018-06-22",8
"169","2018-06-25",7.71
"170","2018-06-26",7.35
"171","2018-06-27",7.51
"172","2018-06-28",7.5
"173","2018-06-29",7.6
"174","2018-07-02",7.6
"175","2018-07-03",7.6
"176","2018-07-05",7.655
"177","2018-07-06",7.5
"178","2018-07-09",6.725
"179","2018-07-10",6.68
"180","2018-07-11",6.989
"181","2018-07-12",6.8
"182","2018-07-13",6.67
"183","2018-07-16",6.085
"184","2018-07-17",6.5
"185","2018-07-18",6.45
"186","2018-07-19",6.57
"187","2018-07-20",6.57
"188","2018-07-23",6.56
"189","2018-07-24",6.71
"190","2018-07-25",6.55
"191","2018-07-26",6.55
"192","2018-07-27",6.35
"193","2018-07-30",6.41
"194","2018-07-31",6.436
"195","2018-08-01",6.54
"196","2018-08-02",6.484
"197","2018-08-03",6.56
"198","2018-08-06",6.58
"199","2018-08-07",6.63
"200","2018-08-08",7.02
"201","2018-08-09",7.103
"202","2018-08-10",7.03
"203","2018-08-13",7
"204","2018-08-14",7.072
"205","2018-08-15",7.07
"206","2018-08-16",7.414
"207","2018-08-17",7.35
"208","2018-08-20",7.96
"209","2018-08-21",8.055
"210","2018-08-22",8.08
"211","2018-08-23",8.16
"212","2018-08-24",8.28
"213","2018-08-27",7.9
"214","2018-08-28",8.43
"215","2018-08-29",8.19
"216","2018-08-30",8.75
"217","2018-08-31",8.67
"218","2018-09-04",8.31
"219","2018-09-05",8.15
"220","2018-09-06",8.6
"221","2018-09-07",8.28
"222","2018-09-10",8.73
"223","2018-09-11",8.75
"224","2018-09-12",9.2
"225","2018-09-13",8.85
"226","2018-09-14",8.88
"227","2018-09-17",8.55
"228","2018-09-18",8.594
"229","2018-09-19",8.6
"230","2018-09-20",8.59
"231","2018-09-21",8.57
"232","2018-09-24",8.34
"233","2018-09-25",8.94
"234","2018-09-26",8.26
"235","2018-09-27",8.55
"236","2018-09-28",8.35
"237","2018-10-01",8.9
"238","2018-10-02",8.8
"239","2018-10-03",8.8
"240","2018-10-04",8.73
"241","2018-10-05",8.85
"242","2018-10-08",8.02
"243","2018-10-09",6.75
"244","2018-10-10",6.62
"245","2018-10-11",7.134
"246","2018-10-12",7.31
"247","2018-10-15",7
"248","2018-10-16",7.12
"249","2018-10-17",7.095
"250","2018-10-18",6.76
"251","2018-10-19",6.668
"252","2018-10-22",6.51
"253","2018-10-23",6.766
"254","2018-10-24",6.3
"255","2018-10-25",6
"256","2018-10-26",6.15
"257","2018-10-29",6.145
"258","2018-10-30",6.59
"259","2018-10-31",6.31
"260","2018-11-01",6.54
"261","2018-11-02",6.58
"262","2018-11-05",6.3
"263","2018-11-06",6.44
"264","2018-11-07",6.56
"265","2018-11-08",6.889
"266","2018-11-09",6.868
"267","2018-11-12",6.5
"268","2018-11-13",6.4
"269","2018-11-14",6.52
"270","2018-11-15",6.28
"271","2018-11-16",6.4
"272","2018-11-19",6.43
"273","2018-11-20",6.21
"274","2018-11-21",6.25
"275","2018-11-23",6.33
"276","2018-11-26",6.21
"277","2018-11-27",5.95
"278","2018-11-28",5.61
"279","2018-11-29",5.48
"280","2018-11-30",5.52
"281","2018-12-03",5.654
"282","2018-12-04",5.68
"283","2018-12-06",5.5
"284","2018-12-07",5.3
"285","2018-12-10",5.385
"286","2018-12-11",5.51
"287","2018-12-12",5.4
"288","2018-12-13",5.19
"289","2018-12-14",5.665
"290","2018-12-17",5.41
"291","2018-12-18",5.43
"292","2018-12-19",5.39
"293","2018-12-20",5.13
"294","2018-12-21",5.18
"295","2018-12-24",5.65
"296","2018-12-26",5
"297","2018-12-27",4.81
"298","2018-12-28",4.91
"299","2018-12-31",4.7
"300","2019-01-02",5.22
"301","2019-01-03",4.99
"302","2019-01-04",5.05
"303","2019-01-07",5
"304","2019-01-08",5.2
"305","2019-01-09",5.338
"306","2019-01-10",5.5
"307","2019-01-11",5.58
"308","2019-01-14",5.7
"309","2019-01-15",5.576
"310","2019-01-16",5.55
"311","2019-01-17",5.63
"312","2019-01-18",5.75
"313","2019-01-22",5.78
"314","2019-01-23",5.42
"315","2019-01-24",5.4
"316","2019-01-25",5.463
"317","2019-01-28",5.5
"318","2019-01-29",5.4
"319","2019-01-30",5.18
"320","2019-01-31",5.21
"321","2019-02-01",5.77
"322","2019-02-04",6.12
"323","2019-02-05",5.9
"324","2019-02-06",5.64
"325","2019-02-07",5.533
"326","2019-02-08",5.45
"327","2019-02-11",5.75
"328","2019-02-12",5.75
"329","2019-02-13",6
"330","2019-02-14",5.98
"331","2019-02-15",5.89
"332","2019-02-19",5.98
"333","2019-02-20",5.6
"334","2019-02-21",5.85
"335","2019-02-22",5.831
"336","2019-02-25",5.86
"337","2019-02-26",5.8
"338","2019-02-27",5.821
"339","2019-02-28",5.99
"340","2019-03-01",5.82
"341","2019-03-04",5.76
"342","2019-03-05",5.73
"343","2019-03-06",5.38
"344","2019-03-07",5.25
"345","2019-03-08",5.2
"346","2019-03-11",5.36
"347","2019-03-12",5.129
"348","2019-03-13",5.634
"349","2019-03-14",5.36
"350","2019-03-15",5.291
"351","2019-03-18",5.22
"352","2019-03-19",5.255
"353","2019-03-20",5.75
"354","2019-03-21",5.75
"355","2019-03-22",5.702
"356","2019-03-25",5.467
"357","2019-03-26",5.3
"358","2019-03-27",5.215
"359","2019-03-28",5.129
"360","2019-03-29",5.13
"361","2019-04-01",5.54
"362","2019-04-02",5.4
"363","2019-04-03",5.55
"364","2019-04-04",5.2
"365","2019-04-05",5.18
"366","2019-04-08",5.15
"367","2019-04-09",5.151
"368","2019-04-10",5.23
"369","2019-04-11",5.297
"370","2019-04-12",5.143
"371","2019-04-15",5.15
"372","2019-04-16",5.26
"373","2019-04-17",5.15
"374","2019-04-18",5.09
"375","2019-04-22",5.02
"376","2019-04-23",5.074
"377","2019-04-24",5.062
"378","2019-04-25",5
"379","2019-04-26",4.93
"380","2019-04-29",4.96
"381","2019-04-30",4.86
"382","2019-05-01",4.9
"383","2019-05-02",5.1
"384","2019-05-03",4.96
"385","2019-05-06",4.835
"386","2019-05-07",4.73
"387","2019-05-08",4.66
"388","2019-05-09",4.588
"389","2019-05-10",4.728
"390","2019-05-13",4.5
"391","2019-05-14",4.52
"392","2019-05-15",4.65
"393","2019-05-16",4.586
"394","2019-05-17",4.6
"395","2019-05-20",4.635
"396","2019-05-21",4.8
"397","2019-05-22",4.433
"398","2019-05-23",4.623
"399","2019-05-24",4.6
"400","2019-05-28",4.67
"401","2019-05-29",4.75
"402","2019-05-30",4.73
"403","2019-05-31",4.51
"404","2019-06-03",4.313
"405","2019-06-04",4.337
"406","2019-06-05",4.19
"407","2019-06-06",4.168
"408","2019-06-07",4.07
"409","2019-06-10",4.1
"410","2019-06-11",3.96
"411","2019-06-12",3.99
"412","2019-06-13",4.103
"413","2019-06-14",4.15
"414","2019-06-17",4.484
"415","2019-06-18",4.42
"416","2019-06-19",4.42
"417","2019-06-20",4.419
"418","2019-06-21",4.3
"419","2019-06-24",4.224
"420","2019-06-25",4.101
"421","2019-06-26",4.3
"422","2019-06-27",4.3
"423","2019-06-28",4.11
"424","2019-07-01",4.1
"425","2019-07-02",4.098
"426","2019-07-03",4.08
"427","2019-07-05",4.092
"428","2019-07-08",3.96
"429","2019-07-09",3.94
"430","2019-07-10",3.91
"431","2019-07-11",3.951
"432","2019-07-12",3.9
"433","2019-07-15",3.988
"434","2019-07-16",4.01
"435","2019-07-17",3.95
"436","2019-07-18",3.9
"437","2019-07-19",3.9
"438","2019-07-22",3.9
"439","2019-07-23",3.828
"440","2019-07-24",3.971
"441","2019-07-25",3.9
"442","2019-07-26",3.91
"443","2019-07-29",3.7
"444","2019-07-30",3.811
"445","2019-07-31",3.79
"446","2019-08-01",3.9
"447","2019-08-02",3.71
"448","2019-08-05",3.82
"449","2019-08-06",3.7
"450","2019-08-07",3.85
"451","2019-08-08",3.73
"452","2019-08-09",3.73
"453","2019-08-12",3.71
"454","2019-08-13",3.67
"455","2019-08-14",3.75
"456","2019-08-15",3.9
"457","2019-08-16",3.601
"458","2019-08-19",3.769
"459","2019-08-20",3.63
"460","2019-08-21",3.97
"461","2019-08-22",3.835
"462","2019-08-23",3.9
"463","2019-08-26",3.739
"464","2019-08-27",3.75
"465","2019-08-28",3.85
"466","2019-08-29",3.745
"467","2019-08-30",3.94
"468","2019-09-03",3.75
"469","2019-09-04",3.84
"470","2019-09-05",3.86
"471","2019-09-06",3.86
"472","2019-09-09",3.77
"473","2019-09-10",4.104
"474","2019-09-11",4.15
"475","2019-09-12",4.526
"476","2019-09-13",4.602
"477","2019-09-16",4.515
"478","2019-09-17",4.75
"479","2019-09-18",4.623
"480","2019-09-19",4.95
"481","2019-09-20",5.22
"482","2019-09-23",5.25
"483","2019-09-24",5.07
"484","2019-09-25",5.04
"485","2019-09-26",5.1
"486","2019-09-27",5.2
"487","2019-09-30",5.07
"488","2019-10-01",5.341
"489","2019-10-02",5.181
"490","2019-10-03",4.86
"491","2019-10-04",4.98
"492","2019-10-07",4.68
"493","2019-10-08",5.144
"494","2019-10-09",5.11
"495","2019-10-10",5.08
"496","2019-10-11",4.95
"497","2019-10-14",5.06
"498","2019-10-15",4.901
"499","2019-10-16",4.9
"500","2019-10-17",4.8
"501","2019-10-18",4.96
"502","2019-10-21",4.7
"503","2019-10-22",4.734
"504","2019-10-23",4.75
"505","2019-10-24",4.75
"506","2019-10-25",4.623
"507","2019-10-28",4.695
"508","2019-10-29",4.6
"509","2019-10-30",4.65
"510","2019-10-31",4.827
"511","2019-11-01",4.78
"512","2019-11-04",4.81
"513","2019-11-05",4.9
"514","2019-11-06",4.93
"515","2019-11-07",4.75
"516","2019-11-08",5.12
"517","2019-11-11",5.24
"518","2019-11-12",5.485
"519","2019-11-13",5.36
"520","2019-11-14",5.49
"521","2019-11-15",5.45
"522","2019-11-18",5.29
"523","2019-11-19",5.52
"524","2019-11-20",5.59
"525","2019-11-21",5.552
"526","2019-11-22",4.99
"527","2019-11-25",5.077
"528","2019-11-26",5.2
"529","2019-11-27",5.29
"530","2019-11-29",5.19
"531","2019-12-02",5.15
"532","2019-12-03",5.15
"533","2019-12-04",5.1
"534","2019-12-05",5.207
"535","2019-12-06",5.15
"536","2019-12-09",5.163
"537","2019-12-10",5.16
"538","2019-12-11",4.45
"539","2019-12-12",4.91
"540","2019-12-13",4.86
"541","2019-12-16",4.95
"542","2019-12-17",4.95
"543","2019-12-18",4.873
"544","2019-12-19",4.95
"545","2019-12-20",4.94
"546","2019-12-23",4.916
"547","2019-12-24",4.85
"548","2019-12-26",4.95
"549","2019-12-27",4.75
"550","2019-12-30",4.62
"551","2019-12-31",4.55
"552","2020-01-02",4.504
"553","2020-01-03",4.5
"554","2020-01-06",4.59
"555","2020-01-07",4.5
"556","2020-01-08",4.626
"557","2020-01-09",4.626
"558","2020-01-10",4.574
"559","2020-01-13",4.495
"560","2020-01-14",4.55
"561","2020-01-15",4.72
"562","2020-01-16",4.657
"563","2020-01-17",4.65
"564","2020-01-21",4.69
"565","2020-01-22",4.65
"566","2020-01-23",4.67
"567","2020-01-24",4.719
"568","2020-01-27",4.65
"569","2020-01-28",4.7
"570","2020-01-29",4.704
"571","2020-01-30",4.7
"572","2020-01-31",4.707
"573","2020-02-03",4.7
"574","2020-02-04",4.622
"575","2020-02-05",4.462
"576","2020-02-06",4.594
"577","2020-02-07",4.57
"578","2020-02-10",4.585
"579","2020-02-11",4.45
"580","2020-02-12",4.532
"581","2020-02-13",4.528
"582","2020-02-14",4.57
"583","2020-02-18",4.5
"584","2020-02-19",4.6
"585","2020-02-20",4.625
"586","2020-02-21",4.4
"587","2020-02-24",4.4
"588","2020-02-25",4.35
"589","2020-02-26",4.176
"590","2020-02-27",4.01
"591","2020-02-28",4.024
"592","2020-03-02",3.956
"593","2020-03-03",3.95
"594","2020-03-04",3.85
"595","2020-03-05",3.5
"596","2020-03-06",3.55
"597","2020-03-09",3.461
"598","2020-03-10",3.452
"599","2020-03-11",3.332
"600","2020-03-12",3.07
"601","2020-03-13",3.05
"602","2020-03-16",2.587
"603","2020-03-17",2.38
"604","2020-03-18",2.4
"605","2020-03-19",2.22
"606","2020-03-20",1.91
"607","2020-03-23",1.76
"608","2020-03-24",1.99
"609","2020-03-25",2
"610","2020-03-26",2.6
"611","2020-03-27",2.52
"612","2020-03-30",2.43
"613","2020-03-31",2.298
"614","2020-04-01",2.11
"615","2020-04-02",2.07
"616","2020-04-03",2.022
"617","2020-04-06",2.15
"618","2020-04-07",2.36
"619","2020-04-08",2.352
"620","2020-04-09",2.691
"621","2020-04-13",2.79
"622","2020-04-14",3.5
"623","2020-04-15",3.5
"624","2020-04-16",3.49
"625","2020-04-17",3.6
"626","2020-04-20",3.6
"627","2020-04-21",3.49
"628","2020-04-22",3.256
"629","2020-04-23",3.1
"630","2020-04-24",2.908
"631","2020-04-27",3.2
"632","2020-04-28",3.219
"633","2020-04-29",3.414
"634","2020-04-30",3.4
"635","2020-05-01",3.7
"636","2020-05-04",3.57
"637","2020-05-05",3.521
"638","2020-05-06",3.409
"639","2020-05-07",3.5
"640","2020-05-08",3.5
"641","2020-05-11",3.42
"642","2020-05-12",3.29
"643","2020-05-13",3.204
"644","2020-05-14",3
"645","2020-05-15",3.06
"646","2020-05-18",2.84
"647","2020-05-19",2.83
"648","2020-05-20",2.86
"649","2020-05-21",2.92
"650","2020-05-22",2.9
"651","2020-05-26",2.91
"652","2020-05-27",2.99
"653","2020-05-28",3.18
"654","2020-05-29",3.262
"655","2020-06-01",3.188
"656","2020-06-02",3.51
"657","2020-06-03",3.825
"658","2020-06-04",3.78
"659","2020-06-05",3.82
"660","2020-06-08",3.92
"661","2020-06-09",3.92
"662","2020-06-10",3.88
"663","2020-06-11",3.88
"664","2020-06-12",3.697
"665","2020-06-15",3.73
"666","2020-06-16",3.71
"667","2020-06-17",3.69
"668","2020-06-18",3.61
"669","2020-06-19",3.56
"670","2020-06-22",3.43
"671","2020-06-23",3.54
"672","2020-06-24",3.71
"673","2020-06-25",3.59
"674","2020-06-26",3.22
"675","2020-06-29",3.26
"676","2020-06-30",3.45
"677","2020-07-01",3.3
"678","2020-07-02",3.34
"679","2020-07-06",3.36
"680","2020-07-07",3.42
"681","2020-07-08",3.5
"682","2020-07-09",3.46
"683","2020-07-10",3.28
"684","2020-07-13",3.14
"685","2020-07-14",3.13
"686","2020-07-15",3.33
"687","2020-07-16",3.36
"688","2020-07-17",3.4
"689","2020-07-20",3.475
"690","2020-07-21",3.37
"691","2020-07-22",3.4
"692","2020-07-23",3.3
"693","2020-07-24",3.41
"694","2020-07-27",3.51
"695","2020-07-28",3.12
"696","2020-07-29",3.27
"697","2020-07-30",3.15
"698","2020-07-31",3.2
"699","2020-08-03",2.99
"700","2020-08-04",3.34
"701","2020-08-05",3.235
"702","2020-08-06",3.72
"703","2020-08-07",3.24
"704","2020-08-10",3.26
"705","2020-08-11",3.36
"706","2020-08-12",3.53
"707","2020-08-13",7.01
"708","2020-08-14",6.23
"709","2020-08-17",6.11
"710","2020-08-18",5
"711","2020-08-19",5.39
"712","2020-08-20",5.48
"713","2020-08-21",5.06
"714","2020-08-24",4.315
"715","2020-08-25",4.72
"716","2020-08-26",4.53
"717","2020-08-27",4.61
"718","2020-08-28",5.2
"719","2020-08-31",5.12
"720","2020-09-01",4.89
"721","2020-09-02",4.93
"722","2020-09-03",4.92
"723","2020-09-04",4.74
"724","2020-09-08",4.5
"725","2020-09-09",4.53
"726","2020-09-10",4.6
"727","2020-09-11",4.49
"728","2020-09-14",4.9
"729","2020-09-15",4.88
"730","2020-09-16",5.16
"731","2020-09-17",5.245
"732","2020-09-18",5.94
"733","2020-09-21",5.9
"734","2020-09-22",6.09
"735","2020-09-23",5.963
"736","2020-09-24",6.25
"737","2020-09-25",5.75
"738","2020-09-28",6.02
"739","2020-09-29",5.99
"740","2020-09-30",5.64
"741","2020-10-01",5.66
"742","2020-10-02",5.52
"743","2020-10-05",5.41
"744","2020-10-06",4.936
"745","2020-10-07",5.12
"746","2020-10-08",5.11
"747","2020-10-09",5.16
"748","2020-10-12",6.27
"749","2020-10-13",5.9
"750","2020-10-14",5.62
"751","2020-10-15",5.397
"752","2020-10-16",5.55
"753","2020-10-19",5.6
"754","2020-10-20",5.64
"755","2020-10-21",5.64
"756","2020-10-22",5.58
"757","2020-10-23",5.59
"758","2020-10-26",5.4
"759","2020-10-27",5.35
"760","2020-10-28",5.615
"761","2020-10-29",5.6
"762","2020-10-30",5.4
"763","2020-11-02",5.553
"764","2020-11-03",5.4
"765","2020-11-04",5.48
"766","2020-11-05",5.55
"767","2020-11-06",5.6
"768","2020-11-09",5.6
"769","2020-11-10",6.03
"770","2020-11-11",5.51
"771","2020-11-12",5.5
"772","2020-11-13",5.59
"773","2020-11-16",5.56
"774","2020-11-17",5.53
"775","2020-11-18",5.61
"776","2020-11-19",5.625
"777","2020-11-20",5.7
"778","2020-11-23",6
"779","2020-11-24",6.55
"780","2020-11-25",6.716
"781","2020-11-27",6.34
