"","date","ZTS"
"1","2013-02-01",31.01
"2","2013-02-04",31.02
"3","2013-02-05",31.040001
"4","2013-02-06",31.030001
"5","2013-02-07",32
"6","2013-02-08",33.049999
"7","2013-02-11",33.259998
"8","2013-02-12",33.740002
"9","2013-02-13",33.549999
"10","2013-02-14",33.27
"11","2013-02-15",33.98
"12","2013-02-19",33.84
"13","2013-02-20",32.720001
"14","2013-02-21",32.560001
"15","2013-02-22",32.59
"16","2013-02-25",32.07
"17","2013-02-26",32.040001
"18","2013-02-27",32.32
"19","2013-02-28",33.450001
"20","2013-03-01",34.599998
"21","2013-03-04",34.349998
"22","2013-03-05",34.290001
"23","2013-03-06",33.849998
"24","2013-03-07",34.560001
"25","2013-03-08",34.09
"26","2013-03-11",34.18
"27","2013-03-12",33.82
"28","2013-03-13",34
"29","2013-03-14",34.639999
"30","2013-03-15",33.439999
"31","2013-03-18",32.84
"32","2013-03-19",32.799999
"33","2013-03-20",33.509998
"34","2013-03-21",33.470001
"35","2013-03-22",33.119999
"36","2013-03-25",32.459999
"37","2013-03-26",32.509998
"38","2013-03-27",32.740002
"39","2013-03-28",33.400002
"40","2013-04-01",32.59
"41","2013-04-02",32.549999
"42","2013-04-03",32.529999
"43","2013-04-04",31.84
"44","2013-04-05",31.959999
"45","2013-04-08",32.919998
"46","2013-04-09",33.439999
"47","2013-04-10",33.150002
"48","2013-04-11",33.16
"49","2013-04-12",33.23
"50","2013-04-15",32.240002
"51","2013-04-16",33.209999
"52","2013-04-17",32.889999
"53","2013-04-18",32.470001
"54","2013-04-19",32.709999
"55","2013-04-22",32.66
"56","2013-04-23",31.700001
"57","2013-04-24",30.620001
"58","2013-04-25",31.549999
"59","2013-04-26",32.639999
"60","2013-04-29",32.66
"61","2013-04-30",33.02
"62","2013-05-01",33.389999
"63","2013-05-02",33.279999
"64","2013-05-03",33.209999
"65","2013-05-06",32.939999
"66","2013-05-07",32.880001
"67","2013-05-08",33.259998
"68","2013-05-09",33.549999
"69","2013-05-10",33.18
"70","2013-05-13",33.040001
"71","2013-05-14",33.080002
"72","2013-05-15",32.790001
"73","2013-05-16",33.389999
"74","2013-05-17",33.900002
"75","2013-05-20",33.709999
"76","2013-05-21",33.040001
"77","2013-05-22",33.549999
"78","2013-05-23",32.84
"79","2013-05-24",33.459999
"80","2013-05-28",34.259998
"81","2013-05-29",32.950001
"82","2013-05-30",32.240002
"83","2013-05-31",32
"84","2013-06-03",32.75
"85","2013-06-04",32.400002
"86","2013-06-05",32.169998
"87","2013-06-06",32.080002
"88","2013-06-07",31.5
"89","2013-06-10",32.009998
"90","2013-06-11",31.700001
"91","2013-06-12",31.530001
"92","2013-06-13",31.17
"93","2013-06-14",30.799999
"94","2013-06-17",30.959999
"95","2013-06-18",31.18
"96","2013-06-19",31
"97","2013-06-20",30.190001
"98","2013-06-21",30.6
"99","2013-06-24",30.379999
"100","2013-06-25",31.49
"101","2013-06-26",30.969999
"102","2013-06-27",30.870001
"103","2013-06-28",30.889999
"104","2013-07-01",30.610001
"105","2013-07-02",29.700001
"106","2013-07-03",29.280001
"107","2013-07-05",30.17
"108","2013-07-08",30.940001
"109","2013-07-09",30.98
"110","2013-07-10",31.040001
"111","2013-07-11",30.92
"112","2013-07-12",31.35
"113","2013-07-15",31.58
"114","2013-07-16",31.16
"115","2013-07-17",30.99
"116","2013-07-18",30.82
"117","2013-07-19",30.24
"118","2013-07-22",30.27
"119","2013-07-23",30.059999
"120","2013-07-24",29.9
"121","2013-07-25",30.52
"122","2013-07-26",30.43
"123","2013-07-29",30.09
"124","2013-07-30",30.040001
"125","2013-07-31",29.809999
"126","2013-08-01",30.16
"127","2013-08-02",30.940001
"128","2013-08-05",31.25
"129","2013-08-06",31.129999
"130","2013-08-07",31.24
"131","2013-08-08",31.24
"132","2013-08-09",30.91
"133","2013-08-12",30.33
"134","2013-08-13",30.450001
"135","2013-08-14",30.139999
"136","2013-08-15",30.02
"137","2013-08-16",30
"138","2013-08-19",29.870001
"139","2013-08-20",30.23
"140","2013-08-21",29.85
"141","2013-08-22",29.870001
"142","2013-08-23",30.200001
"143","2013-08-26",29.799999
"144","2013-08-27",29.200001
"145","2013-08-28",29.57
"146","2013-08-29",29.469999
"147","2013-08-30",29.15
"148","2013-09-03",29.43
"149","2013-09-04",29.690001
"150","2013-09-05",30.33
"151","2013-09-06",30.610001
"152","2013-09-09",30.59
"153","2013-09-10",30.950001
"154","2013-09-11",31.33
"155","2013-09-12",31.08
"156","2013-09-13",31.049999
"157","2013-09-16",31.85
"158","2013-09-17",32.380001
"159","2013-09-18",32.720001
"160","2013-09-19",32.509998
"161","2013-09-20",32.189999
"162","2013-09-23",31.58
"163","2013-09-24",31.48
"164","2013-09-25",31.059999
"165","2013-09-26",31.58
"166","2013-09-27",31.15
"167","2013-09-30",31.120001
"168","2013-10-01",31.780001
"169","2013-10-02",32
"170","2013-10-03",31.48
"171","2013-10-04",32.049999
"172","2013-10-07",31.93
"173","2013-10-08",31.530001
"174","2013-10-09",31.43
"175","2013-10-10",32.360001
"176","2013-10-11",32.400002
"177","2013-10-14",32.290001
"178","2013-10-15",32.07
"179","2013-10-16",32.889999
"180","2013-10-17",33.029999
"181","2013-10-18",33.220001
"182","2013-10-21",32.77
"183","2013-10-22",32.509998
"184","2013-10-23",32.599998
"185","2013-10-24",32.740002
"186","2013-10-25",32.470001
"187","2013-10-28",31.98
"188","2013-10-29",32.029999
"189","2013-10-30",32.060001
"190","2013-10-31",31.66
"191","2013-11-01",31.84
"192","2013-11-04",31.93
"193","2013-11-05",31.690001
"194","2013-11-06",31.27
"195","2013-11-07",31.040001
"196","2013-11-08",31.59
"197","2013-11-11",31.77
"198","2013-11-12",31.84
"199","2013-11-13",31.719999
"200","2013-11-14",31.68
"201","2013-11-15",31.809999
"202","2013-11-18",31.620001
"203","2013-11-19",31.42
"204","2013-11-20",31.370001
"205","2013-11-21",31.58
"206","2013-11-22",31.360001
"207","2013-11-25",31.290001
"208","2013-11-26",31.42
"209","2013-11-27",31.280001
"210","2013-11-29",31.15
"211","2013-12-02",31.15
"212","2013-12-03",31.09
"213","2013-12-04",31.209999
"214","2013-12-05",31.440001
"215","2013-12-06",31.540001
"216","2013-12-09",31.75
"217","2013-12-10",31.360001
"218","2013-12-11",31.09
