"","date","PZZA"
"1","2007-01-03",14.595
"2","2007-01-04",14.615
"3","2007-01-05",14.29
"4","2007-01-08",14.17
"5","2007-01-09",14.32
"6","2007-01-10",14.515
"7","2007-01-11",14.69
"8","2007-01-12",14.66
"9","2007-01-16",14.595
"10","2007-01-17",14.58
"11","2007-01-18",14.425
"12","2007-01-19",14.365
"13","2007-01-22",13.905
"14","2007-01-23",13.995
"15","2007-01-24",14.09
"16","2007-01-25",13.93
"17","2007-01-26",13.865
"18","2007-01-29",13.515
"19","2007-01-30",13.76
"20","2007-01-31",13.81
"21","2007-02-01",14.13
"22","2007-02-02",14.18
"23","2007-02-05",13.875
"24","2007-02-06",14
"25","2007-02-07",14.205
"26","2007-02-08",14.025
"27","2007-02-09",14.265
"28","2007-02-12",14.16
"29","2007-02-13",14.845
"30","2007-02-14",14.7
"31","2007-02-15",15.005
"32","2007-02-16",15.07
"33","2007-02-20",15
"34","2007-02-21",15.065
"35","2007-02-22",14.99
"36","2007-02-23",15.23
"37","2007-02-26",15.195
"38","2007-02-27",14.635
"39","2007-02-28",14.765
"40","2007-03-01",14.865
"41","2007-03-02",14.805
"42","2007-03-05",14.62
"43","2007-03-06",14.995
"44","2007-03-07",14.985
"45","2007-03-08",15.245
"46","2007-03-09",15.315
"47","2007-03-12",15.345
"48","2007-03-13",15
"49","2007-03-14",15.295
"50","2007-03-15",15.265
"51","2007-03-16",15.1
"52","2007-03-19",15.315
"53","2007-03-20",15.27
"54","2007-03-21",15.315
"55","2007-03-22",15.33
"56","2007-03-23",15.44
"57","2007-03-26",15.29
"58","2007-03-27",15.04
"59","2007-03-28",14.91
"60","2007-03-29",14.79
"61","2007-03-30",14.7
"62","2007-04-02",14.805
"63","2007-04-03",15.005
"64","2007-04-04",14.84
"65","2007-04-05",14.895
"66","2007-04-09",14.8
"67","2007-04-10",14.845
"68","2007-04-11",14.61
"69","2007-04-12",14.655
"70","2007-04-13",14.72
"71","2007-04-16",15.125
"72","2007-04-17",15.115
"73","2007-04-18",15.07
"74","2007-04-19",15.04
"75","2007-04-20",15.13
"76","2007-04-23",15.1
"77","2007-04-24",15.14
"78","2007-04-25",15.525
"79","2007-04-26",15.525
"80","2007-04-27",15.35
"81","2007-04-30",15.355
"82","2007-05-01",15.555
"83","2007-05-02",15.625
"84","2007-05-03",15.53
"85","2007-05-04",15.82
"86","2007-05-07",15.885
"87","2007-05-08",15.895
"88","2007-05-09",16.959999
"89","2007-05-10",16.844999
"90","2007-05-11",16.615
"91","2007-05-14",16.275
"92","2007-05-15",15.77
"93","2007-05-16",15.91
"94","2007-05-17",15.655
"95","2007-05-18",15.63
"96","2007-05-21",15.785
"97","2007-05-22",15.75
"98","2007-05-23",15.595
"99","2007-05-24",15.515
"100","2007-05-25",15.495
"101","2007-05-29",15.6
"102","2007-05-30",15.765
"103","2007-05-31",15.475
"104","2007-06-01",15.585
"105","2007-06-04",15.5
"106","2007-06-05",15.4
"107","2007-06-06",15.055
"108","2007-06-07",14.74
"109","2007-06-08",14.82
"110","2007-06-11",14.75
"111","2007-06-12",14.605
"112","2007-06-13",14.69
"113","2007-06-14",14.705
"114","2007-06-15",14.745
"115","2007-06-18",14.77
"116","2007-06-19",14.61
"117","2007-06-20",14.485
"118","2007-06-21",14.315
"119","2007-06-22",14.265
"120","2007-06-25",14.345
"121","2007-06-26",14.365
"122","2007-06-27",14.54
"123","2007-06-28",14.66
"124","2007-06-29",14.38
"125","2007-07-02",14.53
"126","2007-07-03",14.595
"127","2007-07-05",14.55
"128","2007-07-06",14.535
"129","2007-07-09",14.57
"130","2007-07-10",14.365
"131","2007-07-11",14.14
"132","2007-07-12",14.375
"133","2007-07-13",14.385
"134","2007-07-16",14.37
"135","2007-07-17",14.395
"136","2007-07-18",14.445
"137","2007-07-19",14.52
"138","2007-07-20",14.4
"139","2007-07-23",14.385
"140","2007-07-24",14.385
"141","2007-07-25",14.325
"142","2007-07-26",14.17
"143","2007-07-27",13.94
"144","2007-07-30",13.945
"145","2007-07-31",13.715
"146","2007-08-01",13.76
"147","2007-08-02",13.98
"148","2007-08-03",13.465
"149","2007-08-06",13.6
"150","2007-08-07",13.455
"151","2007-08-08",12.695
"152","2007-08-09",12.665
"153","2007-08-10",13.36
"154","2007-08-13",12.84
"155","2007-08-14",12.445
"156","2007-08-15",12.905
"157","2007-08-16",13.5
"158","2007-08-17",13.2
"159","2007-08-20",13.46
"160","2007-08-21",13.335
"161","2007-08-22",13.575
"162","2007-08-23",13.59
"163","2007-08-24",13.745
"164","2007-08-27",13.665
"165","2007-08-28",13.25
"166","2007-08-29",12.99
"167","2007-08-30",12.835
"168","2007-08-31",12.68
"169","2007-09-04",12.755
"170","2007-09-05",12.6
"171","2007-09-06",12.815
"172","2007-09-07",12.265
"173","2007-09-10",12.015
"174","2007-09-11",12.24
"175","2007-09-12",12.215
"176","2007-09-13",12.255
"177","2007-09-14",12.415
"178","2007-09-17",12.225
"179","2007-09-18",12.71
"180","2007-09-19",12.7
"181","2007-09-20",12.84
"182","2007-09-21",12.69
"183","2007-09-24",12.4
"184","2007-09-25",12.095
"185","2007-09-26",12.3
"186","2007-09-27",12.305
"187","2007-09-28",12.22
"188","2007-10-01",13.23
"189","2007-10-02",13.455
"190","2007-10-03",13.225
"191","2007-10-04",13.2
"192","2007-10-05",13.45
"193","2007-10-08",13.16
"194","2007-10-09",13.225
"195","2007-10-10",13.06
"196","2007-10-11",12.91
"197","2007-10-12",12.64
"198","2007-10-15",12.055
"199","2007-10-16",11.74
"200","2007-10-17",11.67
"201","2007-10-18",11.47
"202","2007-10-19",11.5
"203","2007-10-22",11.64
"204","2007-10-23",11.46
"205","2007-10-24",11.275
"206","2007-10-25",11.47
"207","2007-10-26",11.83
"208","2007-10-29",11.695
"209","2007-10-30",11.43
"210","2007-10-31",11.65
"211","2007-11-01",11.31
"212","2007-11-02",10.975
"213","2007-11-05",11.205
"214","2007-11-06",11.41
"215","2007-11-07",12.015
"216","2007-11-08",12.6
"217","2007-11-09",12.315
"218","2007-11-12",12.37
"219","2007-11-13",12.61
"220","2007-11-14",12.49
"221","2007-11-15",12.37
"222","2007-11-16",11.975
"223","2007-11-19",11.575
"224","2007-11-20",11.48
"225","2007-11-21",11.435
"226","2007-11-23",11.67
"227","2007-11-26",11.345
"228","2007-11-27",11.455
"229","2007-11-28",11.7
"230","2007-11-29",11.54
"231","2007-11-30",11.775
"232","2007-12-03",11.44
"233","2007-12-04",11.16
"234","2007-12-05",11.315
"235","2007-12-06",11.605
"236","2007-12-07",11.965
"237","2007-12-10",11.94
"238","2007-12-11",11.855
"239","2007-12-12",11.745
"240","2007-12-13",11.665
"241","2007-12-14",11.555
"242","2007-12-17",11.345
"243","2007-12-18",11.555
"244","2007-12-19",11.32
"245","2007-12-20",11.27
"246","2007-12-21",11.295
"247","2007-12-24",11.375
"248","2007-12-26",11.38
"249","2007-12-27",11.34
"250","2007-12-28",11.325
"251","2007-12-31",11.35
"252","2008-01-02",11.105
"253","2008-01-03",10.48
"254","2008-01-04",10.465
"255","2008-01-07",11.04
"256","2008-01-08",10.79
"257","2008-01-09",10.93
"258","2008-01-10",11.255
"259","2008-01-11",11.085
"260","2008-01-14",11.01
"261","2008-01-15",10.625
"262","2008-01-16",10.95
"263","2008-01-17",10.955
"264","2008-01-18",11.13
"265","2008-01-22",10.995
"266","2008-01-23",11.825
"267","2008-01-24",11.85
"268","2008-01-25",11.81
"269","2008-01-28",11.755
"270","2008-01-29",12.165
"271","2008-01-30",11.83
"272","2008-01-31",12.645
"273","2008-02-01",12.85
"274","2008-02-04",12.55
"275","2008-02-05",12.245
"276","2008-02-06",11.885
"277","2008-02-07",12.37
"278","2008-02-08",12.13
"279","2008-02-11",11.945
"280","2008-02-12",12.1
"281","2008-02-13",12.69
"282","2008-02-14",12.13
"283","2008-02-15",12.135
"284","2008-02-19",12.2
"285","2008-02-20",12.115
"286","2008-02-21",11.925
"287","2008-02-22",11.91
"288","2008-02-25",11.755
"289","2008-02-26",12.365
"290","2008-02-27",13.5
"291","2008-02-28",13.36
"292","2008-02-29",13.075
"293","2008-03-03",12.985
"294","2008-03-04",12.73
"295","2008-03-05",12.835
"296","2008-03-06",12.36
"297","2008-03-07",12.245
"298","2008-03-10",11.99
"299","2008-03-11",12.46
"300","2008-03-12",12.75
"301","2008-03-13",13.03
"302","2008-03-14",12.82
"303","2008-03-17",12.845
"304","2008-03-18",12.5
"305","2008-03-19",12.245
"306","2008-03-20",12.565
"307","2008-03-24",12.76
"308","2008-03-25",12.85
"309","2008-03-26",12.64
"310","2008-03-27",12.505
"311","2008-03-28",12.205
"312","2008-03-31",12.105
"313","2008-04-01",12.49
"314","2008-04-02",12.455
"315","2008-04-03",12.51
"316","2008-04-04",12.575
"317","2008-04-07",12.555
"318","2008-04-08",12.59
"319","2008-04-09",12.445
"320","2008-04-10",12.625
"321","2008-04-11",12.225
"322","2008-04-14",12.17
"323","2008-04-15",12.3
"324","2008-04-16",12.755
"325","2008-04-17",13.35
"326","2008-04-18",13.76
"327","2008-04-21",13.86
"328","2008-04-22",13.41
"329","2008-04-23",13.285
"330","2008-04-24",13.205
"331","2008-04-25",13.225
"332","2008-04-28",13.175
"333","2008-04-29",13.275
"334","2008-04-30",13.5
"335","2008-05-01",13.595
"336","2008-05-02",13.22
"337","2008-05-05",13.535
"338","2008-05-06",13.525
"339","2008-05-07",13.35
"340","2008-05-08",13.155
"341","2008-05-09",13.31
"342","2008-05-12",13.915
"343","2008-05-13",14.65
"344","2008-05-14",14.49
"345","2008-05-15",14.82
"346","2008-05-16",14.305
"347","2008-05-19",14.55
"348","2008-05-20",14.29
"349","2008-05-21",13.76
"350","2008-05-22",14.11
"351","2008-05-23",13.91
"352","2008-05-27",14.285
"353","2008-05-28",14.44
"354","2008-05-29",14.76
"355","2008-05-30",14.715
"356","2008-06-02",14.39
"357","2008-06-03",14.36
"358","2008-06-04",14.63
"359","2008-06-05",14.895
"360","2008-06-06",14.325
"361","2008-06-09",14.24
"362","2008-06-10",14.425
"363","2008-06-11",13.87
