"","date","LITB"
"274","2014-07-08",5.98
"275","2014-07-09",5.9
"276","2014-07-10",5.88
"277","2014-07-11",5.87
"278","2014-07-14",6.02
"279","2014-07-15",5.94
"280","2014-07-16",5.77
"281","2014-07-17",5.59
"282","2014-07-18",5.78
"283","2014-07-21",5.65
"284","2014-07-22",5.85
"285","2014-07-23",5.81
"286","2014-07-24",5.84
"287","2014-07-25",5.79
"288","2014-07-28",5.81
"289","2014-07-29",6.17
"290","2014-07-30",6.06
"291","2014-07-31",5.86
"292","2014-08-01",5.82
"293","2014-08-04",5.71
"294","2014-08-05",5.85
"295","2014-08-06",5.95
"296","2014-08-07",6.03
"297","2014-08-08",6.29
"298","2014-08-11",6.39
"299","2014-08-12",6.23
"300","2014-08-13",6.16
"301","2014-08-14",6.2
"302","2014-08-15",6.17
"303","2014-08-18",6.72
"304","2014-08-19",6.91
"305","2014-08-20",6.35
"306","2014-08-21",6.31
"307","2014-08-22",6.15
"308","2014-08-25",6.15
"309","2014-08-26",6.07
"310","2014-08-27",6.04
"311","2014-08-28",5.86
"312","2014-08-29",5.7
"313","2014-09-02",5.9
"314","2014-09-03",6.11
"315","2014-09-04",6.17
"316","2014-09-05",6.16
"317","2014-09-08",6.15
"318","2014-09-09",6.08
"319","2014-09-10",6.1
"320","2014-09-11",6.11
"321","2014-09-12",6.48
"322","2014-09-15",6.27
"323","2014-09-16",6.28
"324","2014-09-17",6.2
"325","2014-09-18",6.3
"326","2014-09-19",6.36
"327","2014-09-22",6.25
"328","2014-09-23",5.93
"329","2014-09-24",5.93
"330","2014-09-25",5.67
"331","2014-09-26",6.23
"332","2014-09-29",6.32
"333","2014-09-30",6.25
"334","2014-10-01",6.21
"335","2014-10-02",6.2
"336","2014-10-03",6.2
"337","2014-10-06",6.14
"338","2014-10-07",6.07
"339","2014-10-08",6.19
"340","2014-10-09",6.12
"341","2014-10-10",6.05
"342","2014-10-13",6.1
"343","2014-10-14",6.18
"344","2014-10-15",6.19
"345","2014-10-16",6.38
"346","2014-10-17",6.35
"347","2014-10-20",6.5
"348","2014-10-21",6.46
"349","2014-10-22",6.28
"350","2014-10-23",6.29
"351","2014-10-24",6.26
"352","2014-10-27",6.23
"353","2014-10-28",6.51
"354","2014-10-29",6.44
"355","2014-10-30",6.34
"356","2014-10-31",6.55
"357","2014-11-03",6.5
"358","2014-11-04",6.78
"359","2014-11-05",6.75
"360","2014-11-06",6.74
"361","2014-11-07",6.9
"362","2014-11-10",7.54
"363","2014-11-11",7.9
"364","2014-11-12",8.03
"365","2014-11-13",8.35
"366","2014-11-14",8.28
"367","2014-11-17",7.77
"368","2014-11-18",7.64
"369","2014-11-19",7.4
"370","2014-11-20",7.26
"371","2014-11-21",6.9
"372","2014-11-24",6.76
"373","2014-11-25",6.52
"374","2014-11-26",6.57
"375","2014-11-28",6.5
"376","2014-12-01",6.17
"377","2014-12-02",6.18
"378","2014-12-03",6.49
"379","2014-12-04",6.12
"380","2014-12-05",6.11
"381","2014-12-08",5.88
"382","2014-12-09",6.15
"383","2014-12-10",5.92
"384","2014-12-11",6.27
"385","2014-12-12",6.05
"386","2014-12-15",6.07
"387","2014-12-16",6.01
"388","2014-12-17",6.09
"389","2014-12-18",6.42
"390","2014-12-19",6.35
"391","2014-12-22",6.17
"392","2014-12-23",6.2
"393","2014-12-24",6.3
"394","2014-12-26",6.54
"395","2014-12-29",6.32
"396","2014-12-30",6.38
"397","2014-12-31",6.29
"398","2015-01-02",6.4
"399","2015-01-05",6.38
"400","2015-01-06",6.15
"401","2015-01-07",6.35
"402","2015-01-08",6.38
"403","2015-01-09",6.47
"404","2015-01-12",6.35
"405","2015-01-13",6.3
"406","2015-01-14",6.38
"407","2015-01-15",6.27
"408","2015-01-16",5.92
"409","2015-01-20",5.85
"410","2015-01-21",5.96
"411","2015-01-22",6.08
"412","2015-01-23",6.06
"413","2015-01-26",5.98
"414","2015-01-27",6.05
"415","2015-01-28",5.92
"416","2015-01-29",5.84
"417","2015-01-30",5.48
"418","2015-02-02",5.48
"419","2015-02-03",5.68
"420","2015-02-04",5.62
"421","2015-02-05",5.72
"422","2015-02-06",5.69
"423","2015-02-09",5.6
"424","2015-02-10",5.63
"425","2015-02-11",5.64
"426","2015-02-12",5.68
"427","2015-02-13",5.55
"428","2015-02-17",5.72
"429","2015-02-18",5.98
"430","2015-02-19",5.89
"431","2015-02-20",5.87
"432","2015-02-23",5.82
"433","2015-02-24",5.72
"434","2015-02-25",5.74
"435","2015-02-26",5.69
"436","2015-02-27",5.58
"437","2015-03-02",5.74
"438","2015-03-03",5.65
"439","2015-03-04",5.85
"440","2015-03-05",5.51
"441","2015-03-06",5.95
"442","2015-03-09",5.59
"443","2015-03-10",5.11
"444","2015-03-11",4.8
"445","2015-03-12",4.7
"446","2015-03-13",4.47
"447","2015-03-16",4.1
"448","2015-03-17",3.95
"449","2015-03-18",4.12
"450","2015-03-19",4.15
"451","2015-03-20",4.2
"452","2015-03-23",4.39
"453","2015-03-24",4.42
"454","2015-03-25",4.53
"455","2015-03-26",4.45
"456","2015-03-27",4.5
"457","2015-03-30",4.77
"458","2015-03-31",5.04
"459","2015-04-01",4.92
"460","2015-04-02",4.9
"461","2015-04-06",5.04
"462","2015-04-07",5.12
"463","2015-04-08",5.14
"464","2015-04-09",4.93
"465","2015-04-10",4.99
"466","2015-04-13",4.92
"467","2015-04-14",4.99
"468","2015-04-15",4.95
"469","2015-04-16",4.86
"470","2015-04-17",4.97
"471","2015-04-20",4.95
"472","2015-04-21",4.98
"473","2015-04-22",4.98
"474","2015-04-23",4.99
"475","2015-04-24",4.99
"476","2015-04-27",4.98
"477","2015-04-28",4.92
"478","2015-04-29",4.96
"479","2015-04-30",4.88
"480","2015-05-01",4.78
"481","2015-05-04",4.72
"482","2015-05-05",4.68
"483","2015-05-06",4.67
"484","2015-05-07",4.6
"485","2015-05-08",4.4
"486","2015-05-11",4.38
"487","2015-05-12",4.32
"488","2015-05-13",4.69
"489","2015-05-14",4.88
"490","2015-05-15",4.88
"491","2015-05-18",4.94
"492","2015-05-19",4.73
"493","2015-05-20",4.73
"494","2015-05-21",4.85
"495","2015-05-22",4.99
"496","2015-05-26",4.95
"497","2015-05-27",5.4
"498","2015-05-28",5.23
"499","2015-05-29",4.97
"500","2015-06-01",4.89
"501","2015-06-02",4.52
"502","2015-06-03",4.61
"503","2015-06-04",4.84
"504","2015-06-05",4.69
"505","2015-06-08",4.98
"506","2015-06-09",5.14
"507","2015-06-10",5.28
"508","2015-06-11",6.12
"509","2015-06-12",5.8
"510","2015-06-15",5.9
"511","2015-06-16",5.58
"512","2015-06-17",5.48
"513","2015-06-18",5.4
"514","2015-06-19",5.17
"515","2015-06-22",5.06
"516","2015-06-23",5.14
"517","2015-06-24",5.02
"518","2015-06-25",5.06
"519","2015-06-26",4.88
"520","2015-06-29",4.48
"521","2015-06-30",4.6
"522","2015-07-01",4.46
"523","2015-07-02",4.4
"524","2015-07-06",4.14
"525","2015-07-07",4.02
"526","2015-07-08",4.07
"527","2015-07-09",4.32
"528","2015-07-10",4.3
"529","2015-07-13",4.24
"530","2015-07-14",4.27
"531","2015-07-15",4.17
"532","2015-07-16",4.17
"533","2015-07-17",4.2
"534","2015-07-20",4.19
"535","2015-07-21",4.35
"536","2015-07-22",4.19
"537","2015-07-23",4.14
"538","2015-07-24",4.25
"539","2015-07-27",4.05
"540","2015-07-28",4.17
"541","2015-07-29",4.13
"542","2015-07-30",4.02
"543","2015-07-31",4
"544","2015-08-03",3.63
"545","2015-08-04",3.77
"546","2015-08-05",3.71
"547","2015-08-06",3.55
"548","2015-08-07",3.47
"549","2015-08-10",3.69
"550","2015-08-11",3.7
"551","2015-08-12",3.64
"552","2015-08-13",3.76
"553","2015-08-14",3.62
"554","2015-08-17",3.45
"555","2015-08-18",3.38
"556","2015-08-19",3.23
"557","2015-08-20",3.09
"558","2015-08-21",2.96
"559","2015-08-24",2.51
"560","2015-08-25",2.73
"561","2015-08-26",2.73
"562","2015-08-27",2.99
"563","2015-08-28",2.91
"564","2015-08-31",3.03
"565","2015-09-01",3.32
"566","2015-09-02",3.07
"567","2015-09-03",3.12
"568","2015-09-04",3
"569","2015-09-08",2.96
"570","2015-09-09",3.07
"571","2015-09-10",2.96
"572","2015-09-11",3.06
"573","2015-09-14",2.99
"574","2015-09-15",3.29
"575","2015-09-16",3.02
"576","2015-09-17",2.91
"577","2015-09-18",2.93
"578","2015-09-21",2.94
"579","2015-09-22",2.99
"580","2015-09-23",2.82
"581","2015-09-24",2.78
"582","2015-09-25",2.76
"583","2015-09-28",2.66
"584","2015-09-29",2.61
"585","2015-09-30",2.78
"586","2015-10-01",2.64
"587","2015-10-02",2.76
"588","2015-10-05",2.75
"589","2015-10-06",2.82
"590","2015-10-07",2.9
"591","2015-10-08",2.88
"592","2015-10-09",3
"593","2015-10-12",2.84
"594","2015-10-13",2.65
"595","2015-10-14",2.76
"596","2015-10-15",2.74
"597","2015-10-16",2.77
"598","2015-10-19",2.73
"599","2015-10-20",2.71
"600","2015-10-21",2.78
"601","2015-10-22",2.66
"602","2015-10-23",2.67
"603","2015-10-26",3.09
"604","2015-10-27",2.88
"605","2015-10-28",2.95
"606","2015-10-29",2.94
"607","2015-10-30",2.93
"608","2015-11-02",2.88
"609","2015-11-03",3.07
"610","2015-11-04",2.95
"611","2015-11-05",2.96
"612","2015-11-06",3.12
"613","2015-11-09",3.3
"614","2015-11-10",3.44
"615","2015-11-11",3.64
"616","2015-11-12",3.72
"617","2015-11-13",3.51
"618","2015-11-16",3.23
"619","2015-11-17",3.01
"620","2015-11-18",3.06
"621","2015-11-19",3.02
"622","2015-11-20",3.08
"623","2015-11-23",3.25
"624","2015-11-24",3.13
"625","2015-11-25",3.25
"626","2015-11-27",3.13
"627","2015-11-30",3.33
"628","2015-12-01",3.61
"629","2015-12-02",3.49
"630","2015-12-03",3.65
"631","2015-12-04",3.53
"632","2015-12-07",3.5
"633","2015-12-08",3.58
"634","2015-12-09",3.66
"635","2015-12-10",3.62
"636","2015-12-11",3.53
"637","2015-12-14",3.65
"638","2015-12-15",3.69
"639","2015-12-16",3.75
"640","2015-12-17",3.8
"641","2015-12-18",4.15
"642","2015-12-21",3.15
"643","2015-12-22",3.47
"644","2015-12-23",3.36
"645","2015-12-24",3.25
"646","2015-12-28",3.2
"647","2015-12-29",3.15
"648","2015-12-30",3.03
"649","2015-12-31",2.96
"650","2016-01-04",2.83
"651","2016-01-05",2.85
"652","2016-01-06",2.93
"653","2016-01-07",2.91
"654","2016-01-08",2.7
"655","2016-01-11",2.62
"656","2016-01-12",2.59
"657","2016-01-13",2.31
"658","2016-01-14",2.43
"659","2016-01-15",2.23
"660","2016-01-19",2.22
"661","2016-01-20",2.18
"662","2016-01-21",2.18
"663","2016-01-22",2.27
"664","2016-01-25",2.29
"665","2016-01-26",2.28
"666","2016-01-27",2.24
"667","2016-01-28",2.2
"668","2016-01-29",2.3
"669","2016-02-01",2.16
"670","2016-02-02",2.24
"671","2016-02-03",2.2
"672","2016-02-04",2.2
"673","2016-02-05",2.16
"674","2016-02-08",2.03
"675","2016-02-09",2.08
"676","2016-02-10",2.04
"677","2016-02-11",2
"678","2016-02-12",1.95
"679","2016-02-16",2.16
"680","2016-02-17",2.29
"681","2016-02-18",2.2
"682","2016-02-19",2.19
"683","2016-02-22",2.21
"684","2016-02-23",2.27
"685","2016-02-24",2.25
"686","2016-02-25",2.34
"687","2016-02-26",2.44
"688","2016-02-29",2.38
"689","2016-03-01",2.41
"690","2016-03-02",2.28
"691","2016-03-03",2.23
"692","2016-03-04",2.38
"693","2016-03-07",2.38
"694","2016-03-08",2.37
"695","2016-03-09",2.36
"696","2016-03-10",2.43
"697","2016-03-11",2.45
"698","2016-03-14",2.51
"699","2016-03-15",2.69
"700","2016-03-16",2.64
"701","2016-03-17",2.58
"702","2016-03-18",2.42
"703","2016-03-21",2.43
"704","2016-03-22",2.44
"705","2016-03-23",2.44
"706","2016-03-24",2.33
"707","2016-03-28",2.31
"708","2016-03-29",2.36
"709","2016-03-30",2.46
"710","2016-03-31",2.4
"711","2016-04-01",2.41
"712","2016-04-04",2.5
"713","2016-04-05",2.5
"714","2016-04-06",2.42
"715","2016-04-07",2.31
"716","2016-04-08",2.36
"717","2016-04-11",2.66
"718","2016-04-12",2.82
"719","2016-04-13",2.82
"720","2016-04-14",3.15
"721","2016-04-15",3.1
"722","2016-04-18",3.08
"723","2016-04-19",3.13
"724","2016-04-20",3.08
"725","2016-04-21",3.02
"726","2016-04-22",3.08
"727","2016-04-25",3.03
"728","2016-04-26",2.97
"729","2016-04-27",2.91
"730","2016-04-28",2.94
"731","2016-04-29",2.92
"732","2016-05-02",2.93
"733","2016-05-03",2.83
"734","2016-05-04",2.81
"735","2016-05-05",2.77
"736","2016-05-06",2.7
"737","2016-05-09",2.55
"738","2016-05-10",2.57
"739","2016-05-11",2.5
"740","2016-05-12",2.5
"741","2016-05-13",2.48
"742","2016-05-16",2.46
"743","2016-05-17",2.5
"744","2016-05-18",2.47
"745","2016-05-19",2.47
"746","2016-05-20",2.55
"747","2016-05-23",2.45
"748","2016-05-24",2.45
"749","2016-05-25",2.56
"750","2016-05-26",2.54
"751","2016-05-27",2.62
"752","2016-05-31",2.64
"753","2016-06-01",2.71
"754","2016-06-02",2.71
"755","2016-06-03",2.71
"756","2016-06-06",2.69
"757","2016-06-07",2.75
"758","2016-06-08",2.75
"759","2016-06-09",2.64
"760","2016-06-10",2.66
"761","2016-06-13",2.61
"762","2016-06-14",2.62
"763","2016-06-15",2.58
"764","2016-06-16",2.66
"765","2016-06-17",2.86
"766","2016-06-20",3.11
"767","2016-06-21",3.01
"768","2016-06-22",3.17
"769","2016-06-23",3.35
"770","2016-06-24",3.39
"771","2016-06-27",3.19
"772","2016-06-28",3.37
"773","2016-06-29",3.37
"774","2016-06-30",3.4
"775","2016-07-01",3.46
"776","2016-07-05",3.45
"777","2016-07-06",3.45
"778","2016-07-07",3.42
"779","2016-07-08",3.49
"780","2016-07-11",3.52
"781","2016-07-12",3.52
"782","2016-07-13",3.38
"783","2016-07-14",3.38
"784","2016-07-15",3.37
"785","2016-07-18",3.45
"786","2016-07-19",3.37
"787","2016-07-20",3.32
"788","2016-07-21",3.22
"789","2016-07-22",3.3
"790","2016-07-25",3.34
"791","2016-07-26",3.4
"792","2016-07-27",3.42
"793","2016-07-28",3.48
"794","2016-07-29",3.5
"795","2016-08-01",3.12
"796","2016-08-02",3.17
"797","2016-08-03",3.16
"798","2016-08-04",3.17
"799","2016-08-05",3.26
"800","2016-08-08",3.26
"801","2016-08-09",3.28
"802","2016-08-10",3.14
"803","2016-08-11",3.04
"804","2016-08-12",3.11
"805","2016-08-15",3.24
"806","2016-08-16",3.22
"807","2016-08-17",3.3
"808","2016-08-18",3.29
"809","2016-08-19",3.25
"810","2016-08-22",3.07
"811","2016-08-23",3.09
"812","2016-08-24",3.08
"813","2016-08-25",3.1
"814","2016-08-26",3.1
"815","2016-08-29",3.15
"816","2016-08-30",3.38
"817","2016-08-31",3.37
"818","2016-09-01",3.36
"819","2016-09-02",3.22
"820","2016-09-06",3.22
"821","2016-09-07",3.08
"822","2016-09-08",3.17
"823","2016-09-09",2.89
"824","2016-09-12",3.08
"825","2016-09-13",2.86
"826","2016-09-14",2.8
"827","2016-09-15",2.86
"828","2016-09-16",2.89
"829","2016-09-19",2.82
"830","2016-09-20",2.84
"831","2016-09-21",2.81
"832","2016-09-22",2.89
"833","2016-09-23",2.86
"834","2016-09-26",2.95
"835","2016-09-27",2.83
"836","2016-09-28",2.75
"837","2016-09-29",2.73
"838","2016-09-30",2.85
"839","2016-10-03",2.88
"840","2016-10-04",2.89
"841","2016-10-05",2.87
"842","2016-10-06",2.85
"843","2016-10-07",2.85
"844","2016-10-10",2.88
"845","2016-10-11",2.84
"846","2016-10-12",2.77
"847","2016-10-13",2.72
"848","2016-10-14",2.73
"849","2016-10-17",2.65
"850","2016-10-18",2.75
"851","2016-10-19",2.6
"852","2016-10-20",2.62
"853","2016-10-21",2.7
"854","2016-10-24",2.66
"855","2016-10-25",2.69
"856","2016-10-26",2.53
"857","2016-10-27",2.59
"858","2016-10-28",2.69
"859","2016-10-31",2.67
"860","2016-11-01",2.64
"861","2016-11-02",2.68
"862","2016-11-03",2.67
"863","2016-11-04",2.56
"864","2016-11-07",2.64
"865","2016-11-08",2.69
"866","2016-11-09",2.64
"867","2016-11-10",2.63
"868","2016-11-11",2.68
"869","2016-11-14",2.63
"870","2016-11-15",2.69
"871","2016-11-16",2.76
"872","2016-11-17",2.77
"873","2016-11-18",2.69
"874","2016-11-21",2.7
"875","2016-11-22",2.73
"876","2016-11-23",2.68
"877","2016-11-25",2.77
"878","2016-11-28",2.7
"879","2016-11-29",2.7
"880","2016-11-30",2.61
"881","2016-12-01",2.62
"882","2016-12-02",2.57
"883","2016-12-05",2.49
"884","2016-12-06",2.53
"885","2016-12-07",2.55
"886","2016-12-08",2.56
"887","2016-12-09",2.63
"888","2016-12-12",2.63
"889","2016-12-13",2.63
"890","2016-12-14",2.58
"891","2016-12-15",2.68
"892","2016-12-16",2.92
"893","2016-12-19",2.96
"894","2016-12-20",3.01
"895","2016-12-21",3
"896","2016-12-22",2.84
"897","2016-12-23",3.04
"898","2016-12-27",3.08
"899","2016-12-28",3.05
"900","2016-12-29",3
"901","2016-12-30",2.97
"902","2017-01-03",2.98
"903","2017-01-04",2.94
"904","2017-01-05",2.99
"905","2017-01-06",3.02
"906","2017-01-09",2.96
"907","2017-01-10",3.06
"908","2017-01-11",3.12
"909","2017-01-12",3.08
"910","2017-01-13",3.15
"911","2017-01-17",3.1
"912","2017-01-18",3.02
"913","2017-01-19",3.01
"914","2017-01-20",2.96
"915","2017-01-23",2.96
"916","2017-01-24",3.06
"917","2017-01-25",3.08
"918","2017-01-26",3.06
"919","2017-01-27",2.97
"920","2017-01-30",2.94
"921","2017-01-31",2.97
"922","2017-02-01",3.08
"923","2017-02-02",3.1
"924","2017-02-03",3.14
"925","2017-02-06",3.06
"926","2017-02-07",3.06
"927","2017-02-08",3.01
"928","2017-02-09",3
"929","2017-02-10",2.98
"930","2017-02-13",2.98
"931","2017-02-14",2.95
"932","2017-02-15",2.97
"933","2017-02-16",2.98
"934","2017-02-17",3
"935","2017-02-21",3
"936","2017-02-22",2.9
"937","2017-02-23",2.83
"938","2017-02-24",2.89
"939","2017-02-27",2.95
"940","2017-02-28",2.85
"941","2017-03-01",2.9
"942","2017-03-02",2.92
"943","2017-03-03",2.89
"944","2017-03-06",2.89
"945","2017-03-07",2.9
"946","2017-03-08",2.83
"947","2017-03-09",2.88
"948","2017-03-10",2.83
"949","2017-03-13",2.84
"950","2017-03-14",2.84
"951","2017-03-15",2.87
"952","2017-03-16",2.82
"953","2017-03-17",2.74
"954","2017-03-20",2.79
"955","2017-03-21",2.89
"956","2017-03-22",2.9
"957","2017-03-23",2.81
"958","2017-03-24",2.75
"959","2017-03-27",2.81
"960","2017-03-28",2.8
"961","2017-03-29",2.74
"962","2017-03-30",2.77
"963","2017-03-31",2.81
"964","2017-04-03",2.77
"965","2017-04-04",2.83
"966","2017-04-05",2.82
"967","2017-04-06",2.74
"968","2017-04-07",2.84
"969","2017-04-10",2.9
"970","2017-04-11",2.89
"971","2017-04-12",2.84
"972","2017-04-13",2.86
"973","2017-04-17",2.86
"974","2017-04-18",2.87
"975","2017-04-19",2.8
"976","2017-04-20",2.84
"977","2017-04-21",2.84
"978","2017-04-24",2.75
"979","2017-04-25",2.8
"980","2017-04-26",2.81
"981","2017-04-27",2.77
"982","2017-04-28",2.8
"983","2017-05-01",2.77
"984","2017-05-02",2.78
"985","2017-05-03",2.75
"986","2017-05-04",2.5
"987","2017-05-05",2.35
"988","2017-05-08",2.48
"989","2017-05-09",2.39
"990","2017-05-10",2.33
"991","2017-05-11",2.36
"992","2017-05-12",2.3
"993","2017-05-15",2.34
"994","2017-05-16",2.34
"995","2017-05-17",2.33
"996","2017-05-18",2.28
"997","2017-05-19",2.23
"998","2017-05-22",2.38
"999","2017-05-23",2.43
"1000","2017-05-24",2.42
