"","date","WTFCM"
"1","2015-06-24",24.68
"2","2015-06-25",24.690001
"3","2015-06-26",24.690001
"4","2015-06-29",24.530001
"5","2015-06-30",24.65
"6","2015-07-01",24.700001
"7","2015-07-02",24.700001
"8","2015-07-06",24.67
"9","2015-07-07",24.690001
"10","2015-07-08",24.68
"11","2015-07-09",24.68
"12","2015-07-10",24.690001
"13","2015-07-13",24.6
"14","2015-07-14",24.610001
"15","2015-07-15",24.84
"16","2015-07-16",24.98
"17","2015-07-17",25.030001
"18","2015-07-20",25
"19","2015-07-21",25.049999
"20","2015-07-22",24.98
"21","2015-07-23",25.049999
"22","2015-07-24",24.9
"23","2015-07-27",24.950001
"24","2015-07-28",24.91
"25","2015-07-29",24.9
"26","2015-07-30",25
"27","2015-07-31",25.1
"28","2015-08-03",25.209999
"29","2015-08-04",25.280001
"30","2015-08-05",25.4
"31","2015-08-06",25.5
"32","2015-08-07",25.58
"33","2015-08-10",25.59
"34","2015-08-11",25.52
"35","2015-08-12",25.49
"36","2015-08-13",25.549999
"37","2015-08-14",25.75
"38","2015-08-17",25.639999
"39","2015-08-18",25.65
"40","2015-08-19",25.639999
"41","2015-08-20",25.58
"42","2015-08-21",25.5
"43","2015-08-24",24.889999
"44","2015-08-25",25.129999
"45","2015-08-26",25.18
"46","2015-08-27",25.290001
"47","2015-08-28",25.43
"48","2015-08-31",25.389999
"49","2015-09-01",25.285999
"50","2015-09-02",25.290001
"51","2015-09-03",25.4
"52","2015-09-04",25.440001
"53","2015-09-08",25.42
"54","2015-09-09",25.41
"55","2015-09-10",25.35
"56","2015-09-11",25.26
"57","2015-09-14",25.290001
"58","2015-09-15",25.35
"59","2015-09-16",25.280001
"60","2015-09-17",25.379999
"61","2015-09-18",25.540001
"62","2015-09-21",25.549999
"63","2015-09-22",25.559999
"64","2015-09-23",25.620001
"65","2015-09-24",25.67
"66","2015-09-25",25.709999
"67","2015-09-28",25.690001
"68","2015-09-29",25.27
"69","2015-09-30",25.5
"70","2015-10-01",25.584999
"71","2015-10-02",25.51
"72","2015-10-05",25.860001
"73","2015-10-06",25.9
"74","2015-10-07",25.9
"75","2015-10-08",25.889999
"76","2015-10-09",25.91
"77","2015-10-12",25.959999
"78","2015-10-13",26.15
"79","2015-10-14",26.059999
"80","2015-10-15",26.049999
"81","2015-10-16",25.559999
"82","2015-10-19",25.52
"83","2015-10-20",25.59
"84","2015-10-21",25.51
"85","2015-10-22",25.559999
"86","2015-10-23",25.629999
"87","2015-10-26",25.59
"88","2015-10-27",25.629999
"89","2015-10-28",25.809999
"90","2015-10-29",25.83
"91","2015-10-30",25.809999
"92","2015-11-02",25.93
"93","2015-11-03",26.08
"94","2015-11-04",26.24
"95","2015-11-05",26.23
"96","2015-11-06",26.237
"97","2015-11-09",26.34
"98","2015-11-10",26.469999
"99","2015-11-11",26.49
"100","2015-11-12",26.540001
"101","2015-11-13",26.59
"102","2015-11-16",26.49
"103","2015-11-17",26.58
"104","2015-11-18",26.639999
"105","2015-11-19",26.65
"106","2015-11-20",26.68
"107","2015-11-23",26.65
"108","2015-11-24",26.77
"109","2015-11-25",26.790001
"110","2015-11-27",26.93
"111","2015-11-30",26.860001
"112","2015-12-01",26.84
"113","2015-12-02",26.690001
"114","2015-12-03",26.610001
"115","2015-12-04",26.639999
"116","2015-12-07",26.690001
"117","2015-12-08",26.700001
"118","2015-12-09",26.639999
"119","2015-12-10",26.709999
"120","2015-12-11",26.6
"121","2015-12-14",26.033001
"122","2015-12-15",26.219999
"123","2015-12-16",26.43
"124","2015-12-17",26.639999
"125","2015-12-18",26.5
"126","2015-12-21",26.51
"127","2015-12-22",26.58
"128","2015-12-23",26.556
"129","2015-12-24",26.639999
"130","2015-12-28",26.889999
"131","2015-12-29",26.676001
"132","2015-12-30",26.677
"133","2015-12-31",26.59
"134","2016-01-04",26.66
"135","2016-01-05",26.718
"136","2016-01-06",26.799999
"137","2016-01-07",26.75
"138","2016-01-08",26.650999
"139","2016-01-11",26.66
"140","2016-01-12",26.25
"141","2016-01-13",25.9
"142","2016-01-14",25.92
"143","2016-01-15",25.879999
"144","2016-01-19",25.9
"145","2016-01-20",25.75
"146","2016-01-21",25.805
"147","2016-01-22",26.530001
"148","2016-01-25",26.530001
"149","2016-01-26",26.059999
"150","2016-01-27",25.870001
"151","2016-01-28",26.5
"152","2016-01-29",26.700001
"153","2016-02-01",26.879999
"154","2016-02-02",26.9
"155","2016-02-03",26.92
"156","2016-02-04",26.790001
"157","2016-02-05",26.450001
"158","2016-02-08",25.98
"159","2016-02-09",25.799999
"160","2016-02-10",25.9
"161","2016-02-11",25.09
"162","2016-02-12",25.492001
"163","2016-02-16",25.73
"164","2016-02-17",26.59
"165","2016-02-18",26.290001
"166","2016-02-19",26.5
"167","2016-02-22",26.59
"168","2016-02-23",26.57
"169","2016-02-24",26.389999
"170","2016-02-25",26.969999
"171","2016-02-26",26.889999
"172","2016-02-29",26.950001
"173","2016-03-01",27.450001
"174","2016-03-02",26.856001
"175","2016-03-03",26.99
"176","2016-03-04",27.16
"177","2016-03-07",26.610001
"178","2016-03-08",26.940001
"179","2016-03-09",26.85
"180","2016-03-10",26.92
"181","2016-03-11",27.120001
"182","2016-03-14",27
"183","2016-03-15",27
"184","2016-03-16",27.16
"185","2016-03-17",27.02
"186","2016-03-18",27.379999
"187","2016-03-21",27.222
"188","2016-03-22",27.790001
"189","2016-03-23",27.4
"190","2016-03-24",27.49
"191","2016-03-28",27.49
"192","2016-03-29",27.4
"193","2016-03-30",27.299999
"194","2016-03-31",27.195
"195","2016-04-01",27.16
"196","2016-04-04",27.190001
"197","2016-04-05",27.08
"198","2016-04-06",27.09
"199","2016-04-07",26.709999
"200","2016-04-08",26.700001
"201","2016-04-11",27.07
"202","2016-04-12",27.360001
"203","2016-04-13",27.290001
"204","2016-04-14",27.290001
"205","2016-04-15",27.6
"206","2016-04-18",27.5
"207","2016-04-19",27.219999
"208","2016-04-20",27.35
"209","2016-04-21",27.120001
"210","2016-04-22",27.6
"211","2016-04-25",27.52
"212","2016-04-26",27.465
"213","2016-04-27",27.85
"214","2016-04-28",27.67
"215","2016-04-29",27.4
"216","2016-05-02",27.83
"217","2016-05-03",27.799999
"218","2016-05-04",27.84
"219","2016-05-05",27.6
"220","2016-05-06",27.575001
"221","2016-05-09",27.77
"222","2016-05-10",27.77
"223","2016-05-11",27.790001
"224","2016-05-12",27.677
"225","2016-05-13",27.82
"226","2016-05-16",27.746
"227","2016-05-17",27.959999
"228","2016-05-18",27.290001
"229","2016-05-19",27.66
"230","2016-05-20",28.26
"231","2016-05-23",28.66
"232","2016-05-24",28.48
"233","2016-05-25",28.07
"234","2016-05-26",28.145
"235","2016-05-27",28.08
"236","2016-05-31",28.299999
"237","2016-06-01",28.030001
"238","2016-06-02",28.290001
"239","2016-06-03",28.959999
"240","2016-06-06",28.700001
"241","2016-06-07",28.74
"242","2016-06-08",29.049999
"243","2016-06-09",28.959999
"244","2016-06-10",28.65
"245","2016-06-13",28.6
"246","2016-06-14",28.950001
"247","2016-06-15",29.040001
"248","2016-06-16",28.99
"249","2016-06-17",29.5
"250","2016-06-20",29.5
"251","2016-06-21",29.440001
"252","2016-06-22",29.215
"253","2016-06-23",28.959999
"254","2016-06-24",28.51
"255","2016-06-27",28.24
"256","2016-06-28",29.02
"257","2016-06-29",28.66
"258","2016-06-30",28.440001
"259","2016-07-01",28.59
"260","2016-07-05",28.5
"261","2016-07-06",28.469999
"262","2016-07-07",28.85
"263","2016-07-08",28.92
"264","2016-07-11",28.799999
"265","2016-07-12",29.26
"266","2016-07-13",29.08
"267","2016-07-14",29.02
"268","2016-07-15",28.91
"269","2016-07-18",29
"270","2016-07-19",28.950001
"271","2016-07-20",28.870001
"272","2016-07-21",28.799999
"273","2016-07-22",28.52
"274","2016-07-25",28.5
"275","2016-07-26",29.120001
"276","2016-07-27",29.063
"277","2016-07-28",29.18
"278","2016-07-29",29.299999
"279","2016-08-01",29.142
"280","2016-08-02",28.98
"281","2016-08-03",28.82
"282","2016-08-04",29.24
"283","2016-08-05",29.200001
"284","2016-08-08",28.92
"285","2016-08-09",29.4
"286","2016-08-10",29.379999
"287","2016-08-11",29.76
"288","2016-08-12",28.681
"289","2016-08-15",29.299999
"290","2016-08-16",29.559999
"291","2016-08-17",29.469999
"292","2016-08-18",29.809999
"293","2016-08-19",29.84
"294","2016-08-22",29.66
"295","2016-08-23",29.450001
"296","2016-08-24",29.540001
"297","2016-08-25",29.349001
"298","2016-08-26",29.32
"299","2016-08-29",29.318001
"300","2016-08-30",29.030001
"301","2016-08-31",29.5
"302","2016-09-01",29.74
"303","2016-09-02",29.98
"304","2016-09-06",29.82
"305","2016-09-07",29.84
"306","2016-09-08",29.74
"307","2016-09-09",29.5
"308","2016-09-12",29.059999
"309","2016-09-13",29.370001
"310","2016-09-14",29.51
"311","2016-09-15",29.41
"312","2016-09-16",29.43
"313","2016-09-19",29.690001
"314","2016-09-20",29.639999
"315","2016-09-21",29.572001
"316","2016-09-22",29.5
"317","2016-09-23",29.5
"318","2016-09-26",29.740999
"319","2016-09-27",29.719999
"320","2016-09-28",29.59
"321","2016-09-29",29.24
"322","2016-09-30",29.43
"323","2016-10-03",29.440001
"324","2016-10-04",28.860001
"325","2016-10-05",28.85
"326","2016-10-06",28.950001
"327","2016-10-07",29.42
"328","2016-10-10",28.750999
"329","2016-10-11",28.59
"330","2016-10-12",28.299999
"331","2016-10-13",28.562
"332","2016-10-14",28.4
"333","2016-10-17",28.134001
"334","2016-10-18",28.040001
"335","2016-10-19",28.215
"336","2016-10-20",28.049999
"337","2016-10-21",27.9
"338","2016-10-24",27.75
"339","2016-10-25",27.870001
"340","2016-10-26",28.27
"341","2016-10-27",27.629999
"342","2016-10-28",27.655001
"343","2016-10-31",27.698999
"344","2016-11-01",27.77
"345","2016-11-02",27.683001
